Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/01/2011,0.0,,0.0,,0.0,0.0,-2.984,2.984,2.984,,,0.0,-2.984,2.795,,,,,,-2.795,-0.189,-1.361,,-1.55,-6.83,-6.83,0.0,5.28,0.0,5.28,0,0.0,5.28,-1.55,0.0,10.8813,0.5,-0.1,-0.1,10.8949,0.5,-0.1,-0.1,
09/30/2011,0.707,0.707,-0.176,0.176,0.531,0.0,-2.056,2.048,,,0.008,0.0,-1.525,-0.018,,,,,,0.018,-1.543,2.793,,1.25,-0.085,-0.085,0.0,1.335,0.0,1.335,0,0.0,1.335,3.265,2.015,1.0881,1.2,1.1,3.00064,1.0905,1.2,1.1,2.94778,
12/31/2011,1.795,1.795,-1.283,1.283,0.512,0.0,-2.094,2.094,,,,0.0,-1.582,0.244,,,,,,-0.244,-1.338,-0.111,,-1.449,0.286,0.286,0.0,-1.735,0.072,-1.663,0,0.0,-1.663,-3.24185,-1.86485,10.887,-0.15,-0.126481,-0.297773,10.905,-0.15,-0.126481,-0.297773,
03/31/2012,14.446,14.446,-8.759,8.759,5.687,0.0,-5.449,4.636,,,0.813,0.0,0.238,-0.22,,,,,,0.22,0.018,-0.138,,-0.12,2.348,2.348,0.0,-2.468,0.58,-1.888,0,0.0,-1.888,0.59,0.13,10.891,-0.17,0.05,0.054173,10.891,-0.17,0.05,0.054173,
06/30/2012,24.45,24.45,-14.969,14.969,9.481,0.0,-6.7,5.121,,,,1.579,2.781,0.237,-0.259,,,,,0.022,3.018,14.412,,17.43,0.121,0.121,0.0,17.309,0.0,17.309,0,0.0,17.309,18.21,0.78,11.588,1.49,1.5,1.571453,11.605,1.49,1.5,1.567212,
09/30/2012,34.293,34.293,-22.089,22.089,12.204,0.0,-8.917,6.282,,,2.635,0.0,3.287,0.473,-0.081,,,,,-0.392,3.76,1.105,,4.865,-0.484,-0.484,0.0,5.349,,5.349,0,0.0,5.349,4.865,0.0,12.982,0.41,0.37,0.37,13.001,0.41,0.37,0.37,
12/31/2012,26.915,26.915,-20.247,20.247,6.668,0.0,-7.157,6.965,,,,0.192,-0.489,0.159,,,,,,-0.159,-0.33,0.334,,0.004,-0.051,-0.051,0.0,0.055,-0.131,-0.076,0,0.0,-0.076,-0.0022,0.1248,12.984,-0.01,0.0,-0.000169,13.007,-0.01,-0.013921,-0.004326,
03/31/2013,26.351,26.351,-18.665,18.665,7.686,0.0,-7.712,5.312,,,2.4,0.0,-0.026,1.762,-0.623,0.171,-0.794,,,-1.139,1.736,1.633,0.0,3.369,0.079,0.079,0.0,3.29,0.02,3.31,0,0.0,3.31,3.389,0.0,12.886,0.26,0.262999,0.262999,12.909,0.26,0.262999,0.262999,
06/30/2013,28.761,28.761,-20.056,20.056,8.705,0.0,-7.977,5.746,,,2.231,0.0,0.728,-0.032,-1.246,0.084,-1.33,,,1.278,0.696,0.384,0.0,1.08,0.045,0.045,0.0,1.035,0.036,1.071,0,0.0,1.071,1.116,0.0,12.718,0.08,0.09,0.09,12.734,0.08,0.09,0.09,
09/30/2013,31.42,31.42,-23.34,23.34,8.08,0.0,-7.131,5.146,,,1.985,0.0,0.949,1.939,-0.472,0.745,-1.217,,,-1.467,2.888,0.297,-0.138,3.047,0.399,0.399,0.0,2.648,-0.178,2.47,0,0.0,2.47,2.869,0.0,12.529,0.2,0.228989,0.228989,12.546,0.2,0.228989,0.228989,
12/31/2013,33.496,33.496,-23.324,23.324,10.172,0.0,-9.261,,,,,9.261,0.911,1.6,,0.725,,,,-2.325,2.511,7.028,-0.644,8.895,4.063,4.063,0.0,4.832,2.512,7.344,0,0.0,7.344,11.407,0.0,12.24,0.6,0.931944,0.931944,12.24,0.6,0.931944,0.931944,
03/31/2014,45.159,45.159,-35.101,35.101,10.058,0.0,-10.112,7.471,,,2.641,0.0,-0.054,3.649,,0.868,,-1.589,,-2.928,3.595,-0.195,-1.433,1.967,0.0,0.0,0.0,1.967,0.326,2.293,0,0.0,2.293,0.34885,-1.94415,11.981,0.19,0.19,0.029117,11.999,0.19,0.19,0.027974,
06/30/2014,51.924,51.924,-36.921,36.921,15.003,0.0,-10.98,8.547,,,2.433,0.0,4.023,1.142,-0.488,0.822,-1.31,,,-0.654,5.165,-0.382,2.874,7.657,0.0,0.0,0.0,7.657,0.011,7.668,0,0.0,7.668,6.3186,-1.3494,11.895,0.64,0.64,0.531198,11.917,0.64,0.64,0.526767,
09/30/2014,58.583,58.583,-40.599,40.599,17.984,0.0,-11.804,9.531,,,2.273,0.0,6.18,-0.745,-0.554,0.0,-0.554,,,1.299,5.435,-0.517,-4.843,0.075,0.0,0.0,0.0,0.075,-0.238,-0.163,0,0.0,-0.163,0.48765,0.65065,11.437,-0.01,-0.01,0.042638,11.437,-0.01,-0.01,0.042638,
12/31/2014,54.482,54.482,-40.201,40.201,14.281,0.0,-47.833,,,,,47.833,-33.552,-0.165,,0.709,,,0.665,-1.209,-33.717,2.417,-2.668,-33.968,-0.506,-0.506,0.0,-33.462,-0.143,-33.605,0,0.0,-33.605,-10.2781,23.8329,11.424,-2.95,-2.973389,-0.887176,11.424,-2.95,-2.981775,-0.895562,
03/31/2015,38.885,38.885,-32.188,32.188,6.697,0.0,-10.201,8.039,,,2.162,0.0,-3.504,-2.371,,0.642,,-1.564,0.288,3.005,-5.875,0.372,-2.11,-7.613,0.0,0.0,0.0,-7.613,0.363,-7.25,0,0.0,-7.25,-7.33775,-0.08775,11.475,-0.63,-0.63,-0.639455,11.475,-0.63,-0.63,-0.639455,
06/30/2015,35.61,35.61,-27.375,27.375,8.235,0.0,-10.078,8.003,,,2.075,0.0,-1.843,-20.353,-0.307,0.614,-0.921,,,20.66,-22.196,6.288,5.445,-10.463,0.0,0.0,0.0,-10.463,-0.073,-10.536,0,0.0,-10.536,5.4332,15.9692,11.572,-0.91,-0.91,0.469513,11.572,-0.91,-0.91,0.469513,
09/30/2015,33.48,33.48,-26.489,26.489,6.991,0.0,-10.1,8.108,,,1.992,0.0,-3.109,-0.608,0.627,0.627,0.0,,,-0.019,-3.717,-2.393,-8.153,-14.263,0.0,0.0,0.0,-14.263,-0.211,-14.474,0,0.0,-14.474,-7.14265,7.33135,11.421,-1.27,-1.27,-0.625396,11.421,-1.27,-1.27,-0.628082,
12/31/2015,24.645,24.645,-21.221,21.221,3.424,0.0,-64.79,,,,,64.79,-61.366,5.15,,0.572,,,0.177,-5.899,-56.216,2.056,-11.284,-65.444,0.0,0.0,0.0,-65.444,0.297,-65.147,0,0.0,-65.147,-23.13695,42.01005,11.35,-5.74,-5.74,-2.038498,11.35,-5.74,-5.74,-2.038674,
03/31/2016,19.998,19.998,-17.718,17.718,2.28,0.0,-10.866,9.384,,,1.482,0.0,-8.586,-1.124,,0.377,,,,0.747,-9.71,1.005,6.31,-2.395,0.0,0.0,0.0,-2.395,0.319,-2.076,0,0.0,-2.076,-1.1205,0.9555,11.309,-0.18,-0.18,-0.09908,11.309,-0.18,-0.18,-0.09908,
06/30/2016,21.716,21.716,-17.241,17.241,4.475,0.0,-6.189,4.747,,,1.442,0.0,-1.714,1.66,,0.396,,,,-2.056,-0.054,-0.26,-0.219,-0.533,0.0,0.0,0.0,-0.533,-0.006,-0.539,0,0.0,-0.539,-0.539,0.0,10.655,-0.05,-0.05,-0.05,10.655,-0.05,-0.05,-0.05,
09/30/2016,27.154,27.154,-21.872,21.872,5.282,0.0,-10.036,8.634,,,1.402,0.0,-4.754,0.272,,0.398,,,,-0.67,-4.482,1.287,0.885,-2.31,0.0,0.0,0.0,-2.31,-0.101,-2.411,0,0.0,-2.411,-2.5618,-0.1508,10.301,-0.23,-0.23,-0.248694,10.301,-0.23,-0.23,-0.248694,
