Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2012,5250.0,4931.0,319.0,,,0.0,-3525.0,453.0,,3072.0,1725.0,-85.0,125.0,128.0,-3.0,,-40.0,1640.0,-604.0,1036.0,0.0,0.0,0.0,1036.0,0.0,1036.0,0.0,0.0,1036.0,1034.7,-1.3,937.6,1.105,1.105,1.103563,944.0,1.095,1.095,1.093623,
03/31/2013,5290.0,4984.0,306.0,,,0.0,-3657.0,434.0,,3223.0,1633.0,-88.0,127.0,128.0,-1.0,,-39.0,1545.0,-588.0,957.0,0.0,0.0,0.0,957.0,0.0,957.0,0.0,0.0,957.0,954.4,-2.6,935.6,1.025,1.025,1.020094,941.0,1.015,1.015,1.012237,
06/30/2013,5470.0,5153.0,317.0,,,0.0,-3592.0,438.0,,3154.0,1878.0,-110.0,132.0,133.0,-1.0,,-22.0,1768.0,-662.0,1106.0,0.0,0.0,0.0,1106.0,0.0,1106.0,0.0,0.0,1106.0,1106.0,0.0,933.1,1.19,1.19,1.19,935.3,1.18,1.18,1.18,
09/30/2013,5573.0,5250.0,323.0,,,0.0,-3611.0,447.0,,3164.0,1962.0,-110.0,137.0,138.0,-1.0,,-27.0,1852.0,-701.0,1151.0,0.0,0.0,0.0,1151.0,0.0,1151.0,0.0,0.0,1151.0,1139.3,-11.7,923.5,1.25,1.25,1.233676,928.4,1.24,1.24,1.227397,
12/31/2013,5630.0,5297.0,333.0,,,0.0,-3657.0,458.0,,3199.0,1973.0,-90.0,123.0,127.0,-4.0,,-33.0,1883.0,-709.0,1174.0,0.0,0.0,0.0,1174.0,0.0,1174.0,0.0,0.0,1174.0,1167.5,-6.5,916.2,1.28,1.28,1.274285,921.4,1.27,1.27,1.262946,
03/31/2014,5638.0,5286.0,352.0,,,0.0,-3784.0,464.0,,3320.0,1854.0,-95.0,132.0,133.0,-1.0,,-37.0,1759.0,-671.0,1088.0,0.0,0.0,0.0,1088.0,0.0,1088.0,0.0,0.0,1088.0,1085.4,-2.6,908.2,1.2,1.2,1.195111,912.4,1.19,1.19,1.18715,
06/30/2014,6015.0,5661.0,354.0,,,0.0,-3819.0,470.0,,3349.0,2196.0,-116.0,137.0,138.0,-1.0,,-21.0,2080.0,-789.0,1291.0,0.0,0.0,0.0,1291.0,0.0,1291.0,0.0,0.0,1291.0,1286.45,-4.55,901.5,1.43,1.43,1.427011,905.0,1.43,1.43,1.424972,
09/30/2014,6182.0,5819.0,363.0,,,0.0,-3852.0,481.0,,3371.0,2330.0,-124.0,143.0,144.0,-1.0,,-19.0,2206.0,-836.0,1370.0,0.0,0.0,0.0,1370.0,0.0,1370.0,0.0,0.0,1370.0,1366.75,-3.25,893.2,1.53,1.53,1.530172,896.9,1.53,1.53,1.526376,
12/31/2014,6153.0,5794.0,359.0,,,0.0,-3780.0,489.0,,3291.0,2373.0,-75.0,145.0,146.0,-1.0,,-70.0,2298.0,-867.0,1431.0,0.0,0.0,0.0,1431.0,0.0,1431.0,0.0,0.0,1431.0,1396.55,-34.45,885.7,1.62,1.62,1.576775,889.8,1.61,1.61,1.571283,
03/31/2015,5614.0,5251.0,363.0,,,0.0,-3637.0,491.0,,3146.0,1977.0,-122.0,147.0,148.0,-1.0,,-25.0,1855.0,-704.0,1151.0,0.0,0.0,0.0,1151.0,0.0,1151.0,0.0,0.0,1151.0,1146.45,-4.55,879.3,1.31,1.31,1.303821,882.8,1.3,1.3,1.294846,
06/30/2015,5429.0,5068.0,361.0,,,0.0,-3480.0,497.0,,2983.0,1949.0,-11.0,152.0,153.0,-1.0,,-141.0,1938.0,-734.0,1204.0,0.0,0.0,0.0,1204.0,,1204.0,0.0,0.0,1204.0,1125.35,-78.65,872.2,1.38,1.38,1.290243,875.2,1.38,1.38,1.290135,
09/30/2015,5562.0,5215.0,347.0,,,0.0,-3354.0,507.0,,2847.0,2208.0,-127.0,155.0,157.0,-2.0,,-28.0,2081.0,-781.0,1300.0,0.0,0.0,0.0,1300.0,0.0,1300.0,0.0,0.0,1300.0,1293.5,-6.5,862.9,1.51,1.51,1.499015,865.8,1.5,1.5,1.492492,
12/31/2015,5208.0,4863.0,345.0,,,0.0,-3290.0,517.0,,2773.0,1918.0,-136.0,163.0,164.0,-1.0,,-27.0,1782.0,-665.0,1117.0,0.0,0.0,0.0,1117.0,0.0,1117.0,0.0,0.0,1117.0,1113.1,-3.9,850.6,1.31,1.31,1.308606,853.7,1.31,1.31,1.305432,
03/31/2016,4829.0,4502.0,327.0,,,0.0,-3142.0,502.0,,2640.0,1687.0,-121.0,165.0,167.0,-2.0,,-44.0,1566.0,-587.0,979.0,0.0,0.0,0.0,979.0,0.0,979.0,0.0,0.0,979.0,962.75,-16.25,844.0,1.16,1.16,1.140699,846.7,1.16,1.16,1.140699,
06/30/2016,4770.0,4430.0,340.0,,,0.0,-3110.0,504.0,,2606.0,1660.0,-96.0,170.0,173.0,-3.0,,-74.0,1564.0,-585.0,979.0,0.0,0.0,0.0,979.0,0.0,979.0,0.0,0.0,979.0,938.05,-40.95,837.4,1.17,1.17,1.120193,840.1,1.17,1.17,1.120193,
09/30/2016,5174.0,4837.0,337.0,,,0.0,-3214.0,512.0,,2702.0,1960.0,-155.0,181.0,184.0,-3.0,,-26.0,1805.0,-674.0,1131.0,0.0,0.0,0.0,1131.0,0.0,1131.0,0.0,0.0,1131.0,1129.05,-1.95,829.0,1.36,1.36,1.361942,832.2,1.36,1.36,1.357657,
12/31/2016,5168.0,4832.0,336.0,,,0.0,-3203.0,520.0,,2683.0,1965.0,-134.0,171.0,174.0,-3.0,,-37.0,1831.0,-687.0,1144.0,0.0,0.0,0.0,1144.0,0.0,1144.0,0.0,0.0,1144.0,1142.05,-1.95,819.2,1.4,1.4,1.394104,822.7,1.39,1.39,1.38763,
03/31/2017,5132.0,4794.0,338.0,,,0.0,-3344.0,520.0,,2824.0,1788.0,-100.0,170.0,172.0,-2.0,,-70.0,1688.0,-616.0,1072.0,0.0,0.0,0.0,1072.0,0.0,1072.0,0.0,0.0,1072.0,1049.9,-22.1,811.5,1.32,1.32,1.293777,814.8,1.32,1.32,1.292877,
06/30/2017,5250.0,4906.0,344.0,,,0.0,-3252.0,525.0,,2727.0,1998.0,-129.0,175.0,179.0,-4.0,,-46.0,1869.0,-701.0,1168.0,0.0,0.0,0.0,1168.0,0.0,1168.0,0.0,0.0,1168.0,1160.85,-7.15,804.1,1.45,1.45,1.443664,807.2,1.45,1.45,1.441142,
09/30/2017,5408.0,5050.0,358.0,,,0.0,-3335.0,528.0,,2807.0,2073.0,-90.0,176.0,180.0,-4.0,,-86.0,1983.0,-789.0,1194.0,0.0,0.0,0.0,1194.0,0.0,1194.0,0.0,0.0,1194.0,1162.15,-31.85,794.5,1.5,1.5,1.462744,797.6,1.5,1.5,1.460068,
12/31/2017,5450.0,5087.0,363.0,,,0.0,-3203.0,532.0,,2671.0,2247.0,-155.0,182.0,188.0,-6.0,,-27.0,2092.0,5186.0,7278.0,0.0,0.0,0.0,7278.0,0.0,7278.0,0.0,0.0,7278.0,7277.35,-0.65,783.6,9.29,9.29,9.287072,787.0,9.25,9.25,9.249174,
03/31/2018,5475.0,5122.0,353.0,,,0.0,-3536.0,543.0,,2993.0,1939.0,-228.0,182.0,186.0,-4.0,,46.0,1711.0,-401.0,1310.0,0.0,0.0,0.0,1310.0,0.0,1310.0,0.0,0.0,1310.0,1372.41,62.41,776.4,1.69,1.69,1.767658,779.6,1.68,1.68,1.760054,
06/30/2018,5672.0,5317.0,355.0,,,0.0,-3573.0,546.0,,3027.0,2099.0,-161.0,198.0,203.0,-5.0,,-37.0,1938.0,-429.0,1509.0,0.0,0.0,0.0,1509.0,0.0,1509.0,0.0,0.0,1509.0,1503.47,-5.53,760.5,1.98,1.98,1.976949,763.7,1.98,1.98,1.972759,
09/30/2018,5928.0,5558.0,370.0,,,0.0,-3659.0,547.0,,3112.0,2269.0,-193.0,231.0,241.0,-10.0,,-38.0,2076.0,-483.0,1593.0,0.0,0.0,0.0,1593.0,0.0,1593.0,0.0,0.0,1593.0,1588.26,-4.74,737.4,2.16,2.16,2.153865,740.9,2.15,2.15,2.143602,
12/31/2018,5757.0,5387.0,370.0,,,0.0,-3547.0,555.0,,2992.0,2210.0,-194.0,229.0,240.0,-11.0,,-35.0,2016.0,-462.0,1554.0,0.0,0.0,0.0,1554.0,0.0,1554.0,0.0,0.0,1554.0,1545.31,-8.69,729.4,2.13,2.13,2.118604,732.9,2.12,2.12,2.108143,
03/31/2019,5384.0,5010.0,374.0,,,0.0,-3424.0,549.0,,2875.0,1960.0,-170.0,238.0,247.0,-9.0,,-68.0,1790.0,-399.0,1391.0,0.0,0.0,0.0,1391.0,0.0,1391.0,0.0,0.0,1391.0,1387.84,-3.16,716.8,1.94,1.94,1.936161,719.5,1.93,1.93,1.925608,
06/30/2019,5596.0,5236.0,360.0,,,0.0,-3336.0,551.0,,2785.0,2260.0,-202.0,253.0,259.0,-6.0,,-51.0,2058.0,-488.0,1570.0,0.0,0.0,0.0,1570.0,0.0,1570.0,0.0,0.0,1570.0,1565.26,-4.74,705.5,2.23,2.23,2.218653,708.0,2.22,2.22,2.213305,
09/30/2019,5516.0,5146.0,370.0,,,0.0,-3282.0,557.0,,2725.0,2234.0,-213.0,256.0,266.0,-10.0,,-43.0,2021.0,-466.0,1555.0,0.0,0.0,0.0,1555.0,0.0,1555.0,0.0,0.0,1555.0,1551.84,-3.16,699.3,2.22,2.22,2.219133,701.9,2.22,2.22,2.215498,
12/31/2019,5212.0,4851.0,361.0,,,0.0,-3112.0,559.0,,2553.0,2100.0,-222.0,271.0,278.0,-7.0,,-49.0,1878.0,-475.0,1403.0,0.0,0.0,0.0,1403.0,0.0,1403.0,0.0,0.0,1403.0,1417.22,14.22,692.2,2.03,2.03,2.047414,694.9,2.02,2.02,2.040463,
03/31/2020,5229.0,4880.0,349.0,,,0.0,-3086.0,547.0,,2539.0,2143.0,-225.0,272.0,278.0,-6.0,,-47.0,1918.0,-444.0,1474.0,0.0,0.0,0.0,1474.0,0.0,1474.0,0.0,0.0,1474.0,1465.31,-8.69,684.3,2.15,2.15,2.141327,686.2,2.15,2.15,2.137336,
06/30/2020,4244.0,3972.0,272.0,,,0.0,-2590.0,551.0,,2039.0,1654.0,-158.0,286.0,289.0,-3.0,,-128.0,1496.0,-364.0,1132.0,0.0,0.0,0.0,1132.0,0.0,1132.0,0.0,0.0,1132.0,1084.456,-47.544,677.7,1.67,1.67,1.600201,679.2,1.67,1.67,1.6,
09/30/2020,4871.286,,,,1999.76032872,,,,,,1996.214,,,,,,,1760.063,,1339.25,,,,,,1339.25,,,1339.25,1340.167,,,1.972,1.972,1.975,,1.972,1.972,1.975,
12/31/2020,4938.143,,,,2066.41531978,,,,,,2053.143,,,,,,,1802.625,,1360.083,,,,,,1360.083,,,1360.083,1375.167,,,2.041,2.041,2.039,,2.041,2.041,2.039,
