Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/26/2005,2939.701,1403.226,142.482,1260.744,192.38,192.38,,159.463,16.407,96.414,46.642,0.0,157.605,,,,,1912.674,999.403,,,0.0,27.624,0.0,0.0,0.0,,27.624,1027.027,,50.157,50.157,,,,0.0,0.0,0.0,0.0,,,241.572,,,241.572,291.729,0.0,0.0,0.0,0.0,,144.107,,,,,,144.107,144.107,435.836,0.0,153.153,,,0.0,2362.317,-11.605,2503.865,0.0,2503.865,2939.701,
06/25/2005,3059.939,1474.692,185.551,1289.141,199.591,199.591,,179.172,14.995,111.216,52.961,0.0,154.284,,,,,2007.739,1008.461,1864.231,-855.77,0.0,43.739,0.0,0.0,0.0,,43.739,1052.2,,56.266,56.266,,,,0.0,0.0,0.0,0.0,,,298.483,,,298.483,354.749,0.0,0.0,0.0,0.0,,19.685,,,,,,19.685,19.685,374.434,0.0,332.302,,,0.0,2526.482,-173.279,2685.505,0.0,2685.505,3059.939,
09/24/2005,3154.224,1585.113,202.8,1382.313,212.949,212.949,,183.243,13.917,115.1,54.226,0.0,144.281,,,,,2125.586,999.788,,,0.0,28.85,0.0,0.0,0.0,,28.85,1028.638,,64.695,64.695,,,,0.0,0.0,0.0,0.0,,,263.577,,,263.577,328.272,0.0,0.0,0.0,0.0,,128.196,,,,,,128.196,128.196,456.468,0.0,178.043,,,0.0,2528.293,-8.58,2697.756,0.0,2697.756,3154.224,
12/24/2005,2957.033,1341.396,148.466,1192.93,221.029,221.029,,197.772,12.347,134.518,50.907,0.0,149.596,,,,,1909.793,1017.612,,,0.0,29.628,0.0,0.0,0.0,,29.628,1047.24,,77.042,77.042,,,,0.0,0.0,0.0,0.0,,,245.749,,,245.749,322.791,0.0,0.0,0.0,0.0,,118.636,,,,,,118.636,118.636,441.427,0.0,81.223,,,0.0,2443.976,-9.593,2515.606,0.0,2515.606,2957.033,
03/25/2006,3041.556,1336.101,243.31,1092.791,259.921,259.921,,204.598,12.617,142.205,49.776,0.0,140.623,,,,,1941.243,1060.854,,,0.0,39.459,0.0,0.0,0.0,,39.459,1100.313,,82.516,82.516,,,,0.0,0.0,0.0,0.0,,,240.771,,,240.771,323.287,0.0,0.0,0.0,0.0,,110.259,,,,,,110.259,110.259,433.546,0.0,99.511,,,0.0,2517.406,-8.907,2608.01,0.0,2608.01,3041.556,
06/24/2006,3286.537,1342.65,422.333,920.317,297.285,297.285,,210.895,15.963,144.501,50.431,0.0,201.286,,,,,2052.116,1164.484,2076.025,-911.541,0.0,69.937,0.0,0.0,0.0,,69.937,1234.421,,127.081,127.081,,,,0.0,0.0,0.0,0.0,,,367.28,,,367.28,494.361,0.0,0.0,0.0,0.0,,16.687,,,,,,16.687,16.687,511.048,0.0,22.425,,,0.0,2761.183,-8.119,2775.489,0.0,2775.489,3286.537,
09/23/2006,3480.237,1393.472,466.818,926.654,296.462,296.462,,223.835,17.666,152.462,53.707,0.0,202.766,,,,,2116.535,1254.493,,,0.0,109.209,0.0,0.0,0.0,,109.209,1363.702,,138.783,138.783,,,,0.0,0.0,0.0,0.0,,,421.984,,,421.984,560.767,0.0,0.0,0.0,0.0,,16.085,,,,,,16.085,16.085,576.852,0.0,178.035,,,0.0,2731.501,-6.151,2903.385,0.0,2903.385,3480.237,
12/23/2006,3483.449,1315.737,370.714,945.023,277.065,277.065,,246.861,22.289,164.298,60.274,0.0,252.008,,,,,2091.671,1304.004,,,0.0,87.774,0.0,0.0,0.0,,87.774,1391.778,,101.254,101.254,,,,0.0,0.0,0.0,0.0,,,385.274,,,385.274,486.528,0.0,0.0,0.0,0.0,,15.423,,,,,,15.423,15.423,501.951,0.0,207.891,,,0.0,2778.973,-5.366,2981.498,0.0,2981.498,3483.449,
03/24/2007,3523.056,1324.25,383.061,941.189,250.703,250.703,,249.078,22.099,165.653,61.326,0.0,253.64,,,,,2077.671,1349.185,,,0.0,96.2,0.0,0.0,0.0,,96.2,1445.385,,118.997,118.997,,,,0.0,0.0,0.0,0.0,,,342.031,,,342.031,461.028,0.0,0.0,0.0,0.0,,17.7,,,,,,17.7,17.7,478.728,0.0,248.318,,,0.0,2805.033,-9.023,3044.328,0.0,3044.328,3523.056,
06/30/2007,3606.784,1299.354,577.068,722.286,244.998,244.998,,262.713,24.117,175.746,62.85,0.0,263.508,,,,,2070.573,1431.273,2427.606,-996.333,0.0,104.938,0.0,0.0,0.0,,104.938,1536.211,,93.773,93.773,,,,0.0,0.0,0.0,0.0,,,361.131,,,361.131,454.904,0.0,0.0,0.0,0.0,,19.946,,,,,,19.946,19.946,474.85,0.0,292.924,,,0.0,2847.281,-8.271,3131.934,0.0,3131.934,3606.784,
09/29/2007,3742.069,1348.965,813.673,535.292,275.383,275.383,0.0,261.018,21.723,183.509,55.786,0.0,244.649,,,,,2130.015,1469.744,,,0.0,142.31,,,,,142.31,1612.054,,105.338,105.338,,,,0.0,0.0,,,,,0.0,,,0.0,591.381,0.0,0.0,,,,134.405,,,,,,134.405,134.405,725.786,0.0,176.498,,,0.0,2847.351,-7.566,3016.283,0.0,3016.283,3742.069,
12/29/2007,3638.595,1154.801,1007.426,147.375,286.675,286.675,0.0,255.165,19.655,180.824,54.686,0.0,285.294,,,,,1981.935,1500.819,,,0.0,155.841,,,,,155.841,1656.66,,90.288,90.288,,,,0.0,0.0,,,,,0.0,,,0.0,417.66,0.0,0.0,,,,133.917,,,,,,133.917,133.917,551.577,0.0,202.418,,,0.0,2894.268,-9.668,3087.018,0.0,3087.018,3638.595,
03/29/2008,3674.018,1189.051,1189.051,,269.292,269.292,0.0,264.075,18.965,187.367,57.743,0.0,286.81,,,,,2009.228,1497.461,,,0.0,167.329,,,,,167.329,1664.79,,77.499,77.499,,,,0.0,0.0,,,,,0.0,,,0.0,426.576,0.0,0.0,,,,133.372,,,,,,133.372,133.372,559.948,0.0,227.052,,,0.0,2895.196,-8.178,3114.07,0.0,3114.07,3674.018,
06/28/2008,3708.39,1218.198,1013.119,205.079,272.029,272.029,,272.421,16.729,200.556,55.136,0.0,283.913,,,,,2046.561,1485.2,2504.016,-1018.816,0.0,176.629,61.655,12.734,48.921,,114.974,1661.829,,79.673,79.673,,,,0.0,,,,,,339.482,,,339.482,419.155,0.0,,,,,141.424,,,,,,141.424,141.424,560.579,0.0,251.799,,,0.0,2901.139,-5.127,3147.811,0.0,3147.811,3708.39,
09/27/2008,3700.763,1256.456,1051.194,205.262,268.57,268.57,0.0,263.244,16.694,198.939,47.611,0.0,282.329,,79.31,,18.747,2070.599,1461.769,,,0.0,168.395,60.29,16.88,43.41,,28.795,1630.164,,380.759,86.538,21.807,,272.414,0.0,0.0,,,,,21.309,,,0.0,402.068,0.0,0.0,,,,142.105,,,,,111.154,30.951,142.105,544.173,0.0,255.818,0.316101,255.501899,0.0,2904.595,-3.823,3156.59,0.0,3156.59,3700.763,
12/27/2008,3209.982,925.459,718.2,207.259,213.37,213.37,0.0,251.661,16.372,189.45,45.839,0.0,305.207,,1.781,73.096,17.681,1695.697,1404.233,,,0.0,110.052,76.017,15.936,60.081,,32.254,1514.285,,272.77,81.657,0.832,,190.281,0.0,0.0,,,,,20.597,,,0.0,293.367,0.0,0.0,,,,175.525,,,,,34.793,140.732,175.525,468.892,0.0,0.304,0.304123,-0.000123,0.0,2742.567,-1.781,2741.09,0.0,2741.09,3209.982,
03/28/2009,3129.928,898.299,692.825,205.474,195.728,195.728,0.0,239.9,14.986,189.993,34.921,0.0,274.072,,1.757,33.778,22.59,1607.999,1381.474,,,0.0,140.455,87.649,22.37,65.279,,51.049,1521.929,,258.561,63.395,0.82,,194.346,0.0,0.0,,,,,18.01,,,0.0,276.571,0.0,0.0,,,,221.43,,,,,79.971,141.459,221.43,498.001,0.0,0.304,0.304807,-0.000807,0.0,2633.638,-2.015,2631.927,0.0,2631.927,3129.928,
06/27/2009,3081.775,913.403,709.348,204.055,207.327,207.327,0.0,217.847,14.235,166.97,36.642,0.0,246.374,0.0,5.914,,34.015,1584.951,1366.052,2312.846,-946.794,0.0,130.772,103.005,26.71,76.295,,21.853,1496.824,,252.016,70.087,2.14,0.0,179.789,0.0,0.0,0.0,0.0,,,16.76,0.0,0.0,0.0,268.776,0.0,0.0,0.0,0.0,,218.534,0.0,1.606,0.0,1.606,67.273,149.655,218.534,487.31,0.0,21.511,0.306,21.205,0.0,2580.61,-7.656,2594.465,0.0,2594.465,3081.775,
09/26/2009,3061.307,937.58,836.029,101.551,228.565,228.565,0.0,192.277,14.017,140.878,37.382,0.0,219.989,,5.914,1.26,24.078,1578.411,1352.857,,,0.0,130.039,102.801,29.596,73.205,,21.324,1482.896,,250.179,57.966,26.333,,165.88,0.0,0.0,,,,,18.764,,,0.0,268.943,0.0,0.0,,,,220.025,,,,,193.815,26.21,220.025,488.968,0.0,19.499,0.324,19.175,0.0,2561.185,-8.345,2572.339,0.0,2572.339,3061.307,
12/26/2009,2998.452,838.56,737.522,101.038,280.654,280.654,0.0,196.044,16.443,133.476,46.125,0.0,216.302,,5.914,0.432,26.535,1531.56,1341.832,,,0.0,125.06,98.596,29.586,69.01,,20.55,1466.892,,239.165,69.255,2.501,,167.409,0.0,0.0,,,,,18.227,,,0.0,257.392,0.0,0.0,,,,195.927,,,,,170.383,25.544,195.927,453.319,0.0,0.305,0.304776,0.000224,0.0,2553.889,-9.061,2545.133,0.0,2545.133,2998.452,
03/27/2010,3078.673,858.861,758.436,100.425,296.545,296.545,0.0,190.589,15.451,140.272,34.866,0.0,286.755,,5.914,15.608,23.091,1632.75,1325.348,,,0.0,120.575,94.446,29.586,64.86,,20.215,1445.923,,451.498,79.351,0.914,,371.233,0.0,0.0,,,,,21.105,,,0.0,472.603,0.0,0.0,,,,200.948,,,,,76.173,124.775,200.948,673.551,0.0,0.303,0.302351,0.000649,0.0,2415.172,-10.353,2405.122,0.0,2405.122,3078.673,
06/26/2010,3482.325,826.512,826.512,0.0,338.489,338.489,0.0,206.04,16.747,140.497,48.796,0.0,335.572,0.0,,83.813,33.909,1706.613,1324.436,2301.32,-976.884,0.0,451.276,420.951,226.223,194.728,,30.325,1775.712,,506.738,107.797,13.053,0.0,385.888,0.0,0.0,0.0,0.0,,,25.779,0.0,0.0,0.0,532.517,300.0,300.0,0.0,0.0,,296.85,0.0,7.301,0.0,7.301,268.924,20.625,596.85,1129.367,0.0,0.301,0.300848,0.000152,0.0,2364.598,-11.941,2352.958,0.0,2352.958,3482.325,
09/25/2010,3305.103,718.28,718.28,0.0,331.347,331.347,0.0,204.207,17.656,134.221,52.33,0.0,207.847,,,40.578,46.235,1461.681,1323.192,2337.431,-1014.239,0.0,520.23,490.262,249.447,240.815,,29.968,1843.422,,323.883,120.345,11.991,,191.547,0.0,0.0,,,,,32.877,,,0.0,356.76,300.0,300.0,,,,306.423,,,,,147.952,158.471,606.423,963.183,0.0,0.297,0.296061,0.000939,0.0,2355.323,-13.7,2341.92,0.0,2341.92,3305.103,
12/25/2010,3365.693,798.344,798.344,0.0,293.264,293.264,0.0,217.578,17.11,148.326,52.142,0.0,252.5,,,0.643,128.971,1561.686,1298.155,2301.025,-1002.87,0.0,505.852,478.227,249.777,228.45,,27.625,1804.007,,300.68,96.469,8.023,,196.188,0.0,0.0,,,,,34.67,,,0.0,335.35,300.0,300.0,,,,345.377,,,,,321.205,24.172,645.377,980.727,0.0,0.297,0.296476,0.000524,0.0,2399.329,-14.66,2384.966,0.0,2384.966,3365.693,
03/26/2011,3452.417,918.847,868.923,49.924,304.591,304.591,0.0,234.933,19.229,162.05,53.654,0.0,218.222,,,0.416,88.999,1676.593,1286.061,2323.415,-1037.354,0.0,489.763,463.965,247.526,216.439,,25.798,1775.824,,355.029,107.444,5.363,,242.222,0.0,0.0,,,,,36.124,,,0.0,391.153,300.0,300.0,,,,296.224,,,,,272.552,23.672,596.224,987.377,0.0,5.865,0.295368,5.569632,0.0,2473.271,-14.096,2465.04,0.0,2465.04,3452.417,
06/25/2011,3527.743,1012.887,962.541,50.346,297.632,297.632,0.0,237.928,18.419,162.245,57.264,0.0,179.405,0.0,,0.483,65.169,1727.852,1308.85,2378.726,-1069.876,0.0,491.041,469.388,265.125,204.263,,21.653,1799.891,,377.15,110.153,3.912,0.0,263.085,0.0,0.0,0.0,0.0,,,37.19,0.0,0.0,0.0,414.34,300.0,300.0,0.0,0.0,,302.585,0.0,9.239,0.0,9.239,279.814,13.532,602.585,1016.925,0.0,0.296,0.29578,0.00022,0.0,2524.79,-14.268,2510.818,0.0,2510.818,3527.743,
09/24/2011,3521.583,760.34,710.041,50.299,328.989,328.989,0.0,253.159,20.641,167.323,65.195,0.0,161.454,,,2.597,80.669,1503.942,1328.832,2427.444,-1098.612,0.0,688.809,668.257,411.241,257.016,,20.552,2017.641,,351.282,126.794,5.059,,219.429,0.0,0.0,,,,,35.385,,,0.0,386.667,311.792,311.792,,,,310.568,,,,,189.763,120.805,622.36,1009.027,0.0,0.293,0.291714,0.001286,0.0,2526.598,-14.335,2512.556,0.0,2512.556,3521.583,
12/31/2011,3520.655,816.535,741.16,75.375,246.229,246.229,0.0,233.404,18.842,159.944,54.618,0.0,169.032,,,,81.322,1465.2,1365.815,2495.818,-1130.003,0.0,689.64,670.585,432.809,237.776,,19.055,2055.455,,347.832,118.427,7.866,,221.539,0.0,0.0,,,,,31.827,,,0.0,379.659,308.7,308.7,,,,327.83,,,,,306.301,21.529,636.53,1016.189,0.0,0.292,0.291775,0.000225,0.0,2517.166,-12.992,2504.466,0.0,2504.466,3520.655,
03/31/2012,3670.237,935.956,860.551,75.405,296.255,296.255,0.0,220.153,18.085,140.723,61.345,0.0,184.882,,,,79.154,1637.246,1361.3,2511.603,-1150.303,0.0,671.691,645.427,423.073,222.354,,26.264,2032.991,,408.607,132.906,21.807,,253.894,0.0,0.0,,,,,29.02,,,0.0,437.627,308.7,308.7,,,,420.712,,,,,398.569,22.143,729.412,1167.039,0.0,9.125,0.292204,8.832796,0.0,2507.298,-13.225,2503.198,0.0,2503.198,3670.237,
06/30/2012,3737.946,956.386,881.06,75.326,317.461,317.461,0.0,242.162,11.922,149.603,80.637,0.0,183.357,0.0,,,84.535,1699.366,1353.606,2519.639,-1166.033,0.0,684.974,631.986,423.073,208.913,,52.988,2038.58,,425.106,147.086,22.589,0.0,255.431,-303.496,0.0,0.0,0.0,,-303.496,26.787,0.0,0.0,0.0,148.397,5.592,5.592,0.0,0.0,,438.688,0.0,9.989,0.0,9.989,410.891,17.808,444.28,592.677,0.0,0.293,0.292732,0.000268,0.0,2553.418,-15.434,2538.277,0.0,2538.277,3130.954,
09/29/2012,3704.574,925.133,849.85,75.283,316.538,316.538,0.0,258.689,14.108,160.442,84.139,0.0,166.436,,,,93.868,1666.796,1359.882,2556.674,-1196.792,0.0,677.896,617.493,422.083,195.41,,60.403,2037.778,,351.827,127.306,19.437,,205.084,303.272,0.0,,,,303.272,27.298,,,0.0,682.397,5.592,5.592,,,,448.148,,,,,195.893,252.255,453.74,1136.137,0.0,0.292,0.291585,0.000415,0.0,2583.06,-14.915,2568.437,0.0,2568.437,3704.574,
12/29/2012,3738.553,1030.299,955.107,75.192,264.545,264.545,0.0,257.69,12.58,166.571,78.539,0.0,171.461,,,,89.294,1723.995,1359.014,2459.924,-1100.91,0.0,655.544,604.604,422.083,182.521,,50.94,2014.558,,343.107,110.495,22.146,,210.466,304.794,0.0,,,,304.794,25.918,,,0.0,673.819,3.997,3.997,,,,479.525,,,,,192.434,287.091,483.522,1157.341,0.0,7.04,0.292478,6.747522,0.0,2589.619,-15.447,2581.212,0.0,2581.212,3738.553,
03/30/2013,4334.118,1573.075,1547.98,25.095,300.046,300.046,0.0,268.018,15.14,181.626,71.252,0.0,194.819,,,,112.804,2335.958,1368.905,2494.823,-1125.918,0.0,629.255,587.595,422.004,165.591,,41.66,1998.16,,375.791,114.629,20.2,,240.962,304.314,0.0,,,,304.314,26.858,,,0.0,706.963,503.573,503.573,,,,511.016,,,,,213.138,297.878,1014.589,1721.552,0.0,0.292,0.291072,0.000928,0.0,2629.895,-17.621,2612.566,0.0,2612.566,4334.118,
06/29/2013,3935.91,1200.046,1174.986,25.06,285.438,285.438,0.0,275.64,14.055,184.511,77.074,0.0,178.782,0.0,,,96.422,1939.906,1373.124,2525.431,-1152.307,0.0,622.88,579.15,422.004,157.146,,43.73,1996.004,,374.902,105.322,22.437,0.0,247.143,2.015,0.0,0.0,0.0,,2.015,27.976,0.0,0.0,0.0,404.893,503.573,503.573,0.0,0.0,,519.446,0.0,22.207,0.0,22.207,206.855,290.384,1023.019,1427.912,0.0,0.288,0.288,,0.0,2523.457,-15.747,2507.998,0.0,2507.998,3935.91,
09/28/2013,3763.997,1034.583,1009.547,25.036,297.888,297.888,0.0,278.218,15.54,196.492,66.186,0.0,171.079,,,,115.218,1781.768,1374.544,2555.71,-1181.166,0.0,607.685,567.622,422.004,145.618,,40.063,1982.229,,303.101,101.06,21.799,,180.242,4.804,0.0,,,,4.804,27.452,,,0.0,335.357,500.955,500.955,,,,529.249,,,,,205.221,324.028,1030.204,1365.561,0.0,0.283,0.282579,0.000421,0.0,2412.262,-14.109,2398.436,0.0,2398.436,3763.997,
12/28/2013,4306.882,1149.909,1149.909,0.0,288.285,288.285,0.0,297.234,17.18,203.198,76.856,0.0,154.708,,,,85.033,1890.136,1372.393,2566.756,-1194.363,0.0,1044.353,1001.55,596.898,404.652,,42.803,2416.746,,351.771,99.009,21.717,,231.045,2.965,0.0,,,,2.965,26.38,,,0.0,381.116,1000.871,1000.871,,,,568.831,,,,,202.435,366.396,1569.702,1950.818,0.0,0.283,0.282066,0.000934,0.0,2368.35,-12.569,2356.064,0.0,2356.064,4306.882,
03/29/2014,4354.565,1231.248,1231.248,0.0,304.128,304.128,0.0,290.518,13.906,186.249,90.363,0.0,153.384,,,,79.189,1979.278,1355.268,2584.616,-1229.348,0.0,1020.019,981.843,597.676,384.167,,38.176,2375.287,,364.204,94.315,20.72,,249.169,2.526,0.0,,,,2.526,24.658,,,0.0,391.388,1000.871,1000.871,,,,561.702,,,,,171.431,390.271,1562.573,1953.961,0.0,0.283,0.282714,0.000286,0.0,2412.627,-12.306,2400.604,0.0,2400.604,4354.565,
06/28/2014,4405.618,1372.425,1322.472,49.953,295.828,295.828,0.0,289.292,14.774,188.198,86.32,0.0,129.157,0.0,,,54.244,2086.702,1331.519,2575.383,-1243.864,0.0,987.397,957.631,596.637,360.994,,29.766,2318.916,,372.091,102.076,20.065,0.0,249.95,0.372,0.0,0.0,0.0,,0.372,26.172,0.0,0.0,0.0,398.635,1001.026,1001.026,0.0,0.0,,576.046,0.0,20.29,0.0,20.29,159.879,395.877,1577.072,1975.707,0.0,23.29,0.285,23.005,0.0,2423.794,-17.173,2429.911,0.0,2429.911,4405.618,
09/27/2014,4305.125,1318.977,1243.883,75.094,281.932,281.932,0.0,305.108,11.639,200.659,92.81,0.0,121.762,,,,67.124,2027.779,1303.861,2591.147,-1287.286,0.0,973.485,933.358,595.441,337.917,,40.127,2277.346,,305.943,96.347,20.122,,189.474,0.0,0.0,,,,0.0,29.187,,,0.0,335.13,1001.026,1001.026,,,,557.565,,,,,145.597,411.968,1558.591,1893.721,0.0,0.284,0.282921,0.001079,0.0,2430.194,-19.074,2411.404,0.0,2411.404,4305.125,
12/27/2014,4124.527,1380.882,1305.87,75.012,258.506,258.506,0.0,306.564,12.079,203.389,91.096,0.0,127.038,,,,67.0,2072.99,1195.323,2494.309,-1298.986,0.0,856.214,817.949,511.838,306.111,,38.265,2051.537,,305.425,82.526,20.102,,202.797,0.0,0.0,,,,,28.814,,,0.0,334.239,1000.0,1000.0,,,,548.547,,,,,120.308,428.239,1548.547,1882.786,0.0,0.283,0.282882,0.000118,0.0,2259.997,-18.539,2241.741,0.0,2241.741,4124.527,
03/28/2015,4167.717,1467.339,1392.197,75.142,278.427,278.427,0.0,297.27,12.746,200.784,83.74,0.0,137.652,,,,65.866,2180.688,1155.589,2475.405,-1319.816,0.0,831.44,795.209,511.824,283.385,,36.231,1987.029,,322.303,85.361,20.102,,216.84,0.0,0.0,,,,,33.031,,,0.0,355.334,1000.0,1000.0,,,,558.534,,,,,116.284,442.25,1558.534,1913.868,0.0,12.359,0.284001,12.074999,0.0,2260.011,-18.521,2253.849,0.0,2253.849,4167.717,
06/27/2015,4216.071,1626.119,1550.965,75.154,278.844,278.844,0.0,288.474,12.932,199.716,75.826,0.0,125.966,0.0,,,47.981,2319.403,1090.739,2354.253,-1263.514,0.0,805.929,773.299,511.647,261.652,,32.63,1896.668,,351.213,88.322,34.779,,228.112,1.024,0.0,0.0,0.0,,1.024,30.94,0.0,0.0,0.0,383.177,987.687,987.687,0.0,0.0,,555.187,0.0,25.264,0.0,25.264,90.588,439.335,1542.874,1926.051,0.0,28.142,0.283,27.859,0.0,2279.112,-17.234,2290.02,0.0,2290.02,4216.071,
09/26/2015,3944.886,1608.632,1508.347,100.285,282.471,282.471,0.0,290.712,12.697,204.071,73.944,0.0,97.231,,,,46.245,2279.046,805.58,1750.069,-944.489,0.0,860.26,753.07,511.647,241.423,,107.19,1665.84,,309.702,80.752,59.479,,169.471,0.0,0.0,,,,,36.252,,,0.0,345.954,1000.0,1000.0,,,,484.131,,,,,10.602,473.529,1484.131,1830.085,0.0,10.819,0.28422,10.53478,0.0,2121.582,-17.6,2114.801,0.0,2114.801,3944.886,
12/26/2015,3937.481,1773.473,1648.518,124.955,231.18,231.18,0.0,274.741,12.611,178.65,83.48,0.0,47.235,,,,47.009,2326.629,770.548,1732.24,-961.692,0.0,840.304,693.525,490.648,202.877,,146.779,1610.852,,282.51,74.145,32.528,,175.837,0.0,0.0,,,,0.0,32.741,,,0.0,315.251,1000.0,1000.0,,,,473.406,,,,,0.651,472.755,1473.406,1788.657,0.0,63.014,0.286398,62.727602,0.0,2103.339,-17.529,2148.824,0.0,2148.824,3937.481,
03/26/2016,3981.468,1860.416,1710.34,150.076,278.502,278.502,0.0,234.603,9.61,156.056,68.937,0.0,88.389,,,,87.46,2461.91,748.781,1702.025,-953.244,0.0,770.777,679.158,490.648,188.51,,91.619,1519.558,,307.264,82.696,30.907,,193.661,0.0,0.0,,,,0.0,34.769,,,0.0,342.033,1000.0,1000.0,,,,500.672,,,,,0.643,500.029,1500.672,1842.705,0.0,0.28,0.28431,-0.00431,0.0,2154.767,-16.284,2138.763,0.0,2138.763,3981.468,
06/25/2016,4234.616,2230.668,2105.229,125.439,256.531,256.531,0.0,227.929,6.505,148.762,72.662,0.0,91.92,0.0,,,91.225,2807.048,692.551,1629.781,-937.23,0.0,735.017,637.188,490.648,146.54,,97.829,1427.568,,319.58,82.535,21.153,,215.892,249.717,0.0,0.0,0.0,,249.717,40.106,0.0,0.0,0.0,609.403,990.09,990.09,0.0,0.0,,527.309,0.0,25.803,0.0,25.803,0.756,500.75,1517.399,2126.802,0.0,0.284,0.283909,9.1e-05,0.0,2121.749,-14.219,2107.814,0.0,2107.814,4234.616,
09/24/2016,4192.616,2267.514,2092.073,175.441,253.518,253.518,0.0,223.484,7.164,143.872,72.448,0.0,89.398,,,,88.948,2833.914,678.447,1635.033,-956.586,0.0,680.255,622.511,491.015,131.496,,57.744,1358.702,,245.87,83.589,3.138,,159.143,249.788,0.0,,,,249.788,36.309,,,0.0,531.967,990.685,990.685,,,,534.728,,,,,,534.728,1525.413,2057.38,0.0,0.284,0.283278,0.000722,0.0,2141.326,-6.374,2135.236,0.0,2135.236,4192.616,
12/24/2016,3947.974,2086.896,1687.435,399.461,224.342,224.342,0.0,236.04,10.857,144.723,80.46,0.0,75.284,,,,75.013,2622.562,660.66,1638.62,-977.96,0.0,664.752,608.408,491.015,117.393,,56.344,1325.412,,222.557,70.505,3.138,,148.914,0.0,0.0,,,,0.0,38.116,,,0.0,260.673,991.281,991.281,,,,551.829,,,,,,551.829,1543.11,1803.783,0.0,0.284,0.282691,0.001309,0.0,2155.698,-11.791,2144.191,0.0,2144.191,3947.974,
03/25/2017,4017.783,2155.881,1656.727,499.154,257.592,257.592,0.0,241.439,10.762,149.007,81.67,0.0,60.195,,,,59.453,2715.107,636.835,1622.703,-985.868,0.0,665.841,594.996,491.015,103.981,,70.845,1302.676,,258.271,82.938,4.538,,170.795,0.0,0.0,,,,0.0,35.839,,,0.0,294.11,991.877,991.877,,,,571.487,,,,,0.0,571.487,1563.364,1857.474,0.0,0.284,0.282545,0.001455,0.0,2169.76,-9.735,2160.309,0.0,2160.309,4017.783,
06/24/2017,4570.233,2744.839,2246.121,498.718,256.454,256.454,0.0,247.242,11.779,151.614,83.849,0.0,57.059,0.0,,,56.211,3305.594,606.581,1559.496,-952.915,0.0,658.058,581.882,491.015,90.867,,76.176,1264.639,,263.637,77.373,3.688,,182.576,0.0,0.0,0.0,0.0,,0.0,15.36,0.0,0.0,0.0,278.997,1487.678,1487.678,0.0,0.0,,600.864,0.0,18.093,0.0,18.093,1.514,581.257,2088.542,2367.539,0.0,0.282912,0.282912,0.0,0.0,2212.301,-9.89,2202.693912,0.0,2202.693912,4570.232912,
09/23/2017,4536.006,2773.987,1577.16,1196.827,233.215,233.215,0.0,245.347,13.218,154.313,77.816,0.0,55.033,,,,54.159,3307.582,595.622,1568.451,-972.829,0.0,632.802,570.865,491.015,79.85,,61.937,1228.424,,216.597,66.915,3.688,,145.994,0.0,0.0,,,,,17.315,,,0.0,233.912,1488.406,1488.406,,,,615.944,,,,,1.436,614.508,2104.35,2338.262,0.0,0.283,0.281487,0.001513,0.0,2207.052,-9.591,2197.744,0.0,2197.744,4536.006,
12/30/2017,4564.512,2823.275,1631.51,1191.765,235.695,235.695,0.0,259.597,15.012,163.649,80.936,0.0,24.153,,,,23.547,3342.72,597.818,1590.848,-993.03,0.0,623.974,558.731,491.015,67.716,,65.243,1221.792,,246.466,84.77,10.523,,151.173,498.694,0.0,,,,498.694,0.23,,,0.0,745.39,990.428,990.428,,,,842.996,,,,,,842.996,1833.424,2578.814,0.0,0.283,0.218214,0.064786,0.0,1997.207,-11.792,1985.698,0.0,1985.698,4564.512,
