Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,173.679,173.679,-128.16,128.16,45.519,0.0,-37.451,49.416,,,-11.965,8.068,-1.318,1.628,1.707,-0.079,,-0.351,0.041,6.75,-2.038,,4.712,-20.538,-20.538,0.0,25.25,,25.25,0.0,0.0,25.25,4.8875,0.1755,8.379,3.01,0.57,0.583303,8.394,3.0,0.57,0.583303,
06/30/2012,171.435,171.435,-128.138,128.138,43.297,10.579,-46.275,48.125,,0.464,-2.314,7.601,-2.771,1.434,1.504,-0.07,,,1.337,4.83,-1.387,,3.443,-18.269,-18.269,0.0,21.712,,21.712,0.0,0.0,21.712,1.89535,-1.54765,8.388,2.6,0.42,0.22596,8.4,2.6,0.42,0.22596,
09/30/2012,210.067,210.067,-157.84,157.84,52.227,11.471,-48.862,51.203,,0.767,-3.108,14.836,-1.161,,1.509,,,-0.383,0.035,13.675,-3.299,,10.376,-27.728,-27.728,0.0,38.104,0.0,38.104,0.0,0.0,38.104,8.3558,-2.0202,8.391,4.53,1.24,0.995805,8.409,4.52,1.23,0.989757,
12/31/2012,318.183,318.183,-233.284,233.284,84.899,0.0,-47.762,59.418,,0.962,-12.618,37.137,-4.364,1.355,1.368,-0.013,,-0.386,3.395,32.773,-9.141,,23.632,0.0,0.0,0.0,23.632,0.0,23.632,0.0,0.0,23.632,22.4919,-1.1401,8.384,2.82,2.82,2.682717,8.444,2.8,2.8,2.664981,
03/31/2013,196.052,196.052,-149.791,149.791,46.261,0.0,-39.239,50.991,,,-11.752,7.022,-1.185,1.298,1.304,-0.006,,-0.391,0.278,5.837,-1.415,,4.422,0.0,0.0,0.0,4.422,0.0,4.422,0.0,0.0,4.422,4.6469,0.2249,8.36,0.53,0.53,0.555849,8.399,0.53,0.53,0.555849,
06/30/2013,196.017,196.017,-148.387,148.387,47.63,10.281,-49.108,48.489,,0.619,0.0,8.803,-1.56,1.142,1.148,-0.006,,,0.418,7.243,-2.096,,5.147,0.0,0.0,0.0,5.147,0.0,5.147,0.0,0.0,5.147,5.147,0.0,8.179,0.63,0.63,0.63,8.184,0.63,0.63,0.63,
09/30/2013,228.614,228.614,-179.395,179.395,49.219,11.808,-44.345,43.317,,1.076,-0.048,16.682,-1.198,0.966,1.044,-0.078,,-0.286,0.518,15.484,-3.159,,12.325,0.0,0.0,0.0,12.325,0.0,12.325,0.0,0.0,12.325,12.2938,-0.0312,7.988,1.54,1.54,1.539034,7.996,1.54,1.54,1.536098,
12/31/2013,311.983,311.983,-233.802,233.802,78.181,0.0,-49.352,57.58,,0.932,-9.16,28.829,-1.673,1.144,1.279,-0.135,,-0.419,0.948,27.156,-4.6,,22.556,0.0,0.0,0.0,22.556,0.0,22.556,0.0,0.0,22.556,24.5502,1.9942,7.895,2.86,2.86,3.109588,7.909,2.85,2.85,3.102143,
03/31/2014,177.413,177.413,-141.242,141.242,36.171,12.438,-49.194,48.429,,0.765,0.0,-0.585,-1.504,1.304,1.454,-0.15,,-0.388,0.588,-2.089,0.565,-0.565,-1.524,0.0,0.0,0.0,-1.524,0.0,-1.524,0.0,0.0,-1.524,-1.4941,0.0299,7.848,-0.19,-0.19,-0.19038,7.86,-0.19,-0.19,-0.19038,
06/30/2014,200.37,200.37,-163.847,163.847,36.523,11.567,-51.981,50.99,,0.991,0.0,-3.891,-2.405,1.771,1.95,-0.179,,,0.634,-6.296,2.672,,-3.624,0.0,0.0,0.0,-3.624,0.0,-3.624,0.0,0.0,-3.624,-3.624,0.0,7.712,-0.47,-0.47,-0.47,7.718,-0.47,-0.47,-0.47,
09/30/2014,221.714,221.714,-175.171,175.171,46.543,12.064,-47.284,46.373,,0.911,0.0,11.323,-2.257,1.82,2.046,-0.226,,-0.191,0.628,9.066,-1.367,,7.699,0.0,0.0,0.0,7.699,0.0,7.699,0.0,0.0,7.699,7.699,0.0,7.515,1.02,1.02,1.02,7.533,1.02,1.02,1.02,
12/31/2014,297.285,297.285,-231.45,231.45,65.835,0.0,-138.991,52.429,,0.633,85.929,-73.156,-4.098,1.84,2.116,-0.276,,-0.002,2.26,-77.254,36.585,,-40.669,0.0,0.0,0.0,-40.669,0.0,-40.669,0.0,0.0,-40.669,23.1974,63.8664,7.297,-5.57,-5.57,3.179032,7.297,-5.57,-5.57,3.179032,
03/31/2015,193.734,193.734,-155.545,155.545,38.189,12.553,-47.501,46.416,,1.085,0.0,3.241,-1.834,1.768,2.125,-0.357,,-1.172,1.238,1.407,-0.38,0.38,1.027,0.0,0.0,0.0,1.027,0.0,1.027,0.0,0.0,1.027,1.027,0.0,7.189,0.14,0.14,0.14,7.208,0.14,0.14,0.14,
06/30/2015,196.5,196.5,-161.119,161.119,35.381,12.076,-46.169,45.219,,0.95,0.0,1.288,-1.619,1.638,1.661,-0.023,,-0.3,0.281,-0.331,0.056,,-0.275,0.0,0.0,0.0,-0.275,0.0,-0.275,0.0,0.0,-0.275,-0.275,0.0,7.048,-0.04,-0.04,-0.04,7.048,-0.04,-0.04,-0.04,
09/30/2015,239.107,239.107,-196.892,196.892,42.215,12.234,-48.689,47.551,,1.138,0.0,5.76,-2.485,1.523,1.597,-0.074,,-0.264,1.226,3.275,-0.134,,3.141,0.0,0.0,0.0,3.141,0.0,3.141,0.0,0.0,3.141,8.341,5.2,6.924,0.45,0.45,1.20465,6.935,0.45,0.45,1.19982,
12/31/2015,286.519,286.519,-222.808,222.808,63.711,0.0,-42.173,53.936,,0.814,-12.577,21.538,-1.09,1.521,1.541,-0.02,,-0.304,-0.127,20.448,-2.357,,18.091,0.0,0.0,0.0,18.091,0.0,18.091,0.0,0.0,18.091,17.5008,-0.5902,6.838,2.65,2.65,2.559345,6.872,2.63,2.63,2.544115,
03/31/2016,173.421,173.421,-133.416,133.416,40.005,12.648,-47.241,46.259,,,0.982,5.412,-1.631,1.474,1.505,-0.031,,-0.303,0.46,3.781,-0.979,0.979,2.802,0.0,0.0,0.0,2.802,0.0,2.802,0.0,0.0,2.802,2.802,0.0,6.857,0.41,0.41,0.41,6.885,0.41,0.41,0.41,
06/30/2016,178.007,178.007,-137.478,137.478,40.529,13.035,-48.354,47.528,,,0.826,5.21,-3.533,1.427,1.47,-0.043,,-0.303,2.409,1.677,1.439,,3.116,0.0,0.0,0.0,3.116,0.0,3.116,0.0,0.0,3.116,3.116,0.0,6.856,0.45,0.45,0.45,6.874,0.45,0.45,0.45,
09/30/2016,32.402,32.402,-30.755,30.755,1.647,0.0,-14.426,10.765,,,3.661,-12.779,-0.942,,1.036,,,-0.307,0.213,-13.721,11.589,,-2.132,-1.691,-1.691,0.0,-0.441,0.0,-0.441,0.0,0.0,-0.441,9.53225,11.66425,6.786,-0.06,-0.31,1.404693,6.786,-0.06,-0.31,1.404693,
12/31/2016,25.303,25.303,-23.073,23.073,2.23,0.0,-2.937,18.077,0.0,,-15.14,-0.707,0.412,1.136,1.136,0.0,,-0.308,-1.24,-0.295,-4.321,,-4.616,-28.747,-28.747,0.0,24.131,0.0,24.131,0.0,0.0,24.131,-5.4311,-0.8151,6.777,3.56,-0.68,-0.801402,6.832,3.53,-0.68,-0.801402,
03/31/2017,168.582,168.582,-129.447,129.447,39.135,14.955,-46.722,45.79,,,0.932,7.368,-0.72,1.278,1.347,-0.069,,-0.308,-0.25,6.648,-1.67,1.67,4.978,0.0,0.0,0.0,4.978,0.0,4.978,0.0,0.0,4.978,4.71605,-0.26195,6.806,0.73,0.73,0.692925,6.843,0.73,0.73,0.69172,
06/30/2017,28.1,28.1,-23.503,23.503,4.597,0.0,4.915,10.566,,,-15.481,9.512,-0.94,0.928,0.928,0.0,,-0.311,0.323,8.572,-1.34,,7.232,0.444,0.444,0.0,6.788,0.0,6.788,0.0,0.0,6.788,5.52575,-1.70625,6.835,0.99,1.06,0.808449,6.85,0.99,1.06,0.808449,
09/30/2017,21.941,21.941,-19.466,19.466,2.475,0.0,4.514,11.723,,,-16.237,6.989,-1.033,0.932,0.946,-0.014,,-0.313,0.414,5.956,-2.625,,3.331,-5.067,-5.067,0.0,8.398,0.0,8.398,0.0,0.0,8.398,3.02225,-0.30875,6.839,1.23,0.49,0.441914,6.866,1.23,0.49,0.441914,
12/31/2017,26.437,26.437,-21.148,21.148,5.289,0.0,1.217,15.683,0.0,,-16.9,6.506,-0.752,0.596,0.634,-0.038,,-0.314,0.47,5.754,3.925,,9.679,-0.493,-0.493,0.0,10.172,0.0,10.172,0.0,0.0,10.172,4.7578,-4.9212,6.848,1.48,1.41,0.694772,6.923,1.47,1.4,0.689152,
03/31/2018,31.2,31.2,-25.776,25.776,5.424,0.0,4.297,10.627,,,-14.924,9.721,-0.741,0.533,0.646,-0.113,,-0.315,0.523,8.98,-0.804,,8.176,0.0,0.0,0.0,8.176,0.0,8.176,0.0,0.0,8.176,8.13413,-0.04187,6.894,1.19,1.19,1.179885,6.939,1.18,1.18,1.173966,
06/30/2018,33.681,33.681,-28.835,28.835,4.846,0.0,2.956,11.863,,,-14.819,7.802,-0.221,0.45,0.569,-0.119,,-0.318,0.089,7.581,-1.188,,6.393,0.0,0.0,0.0,6.393,0.0,6.393,0.0,0.0,6.393,6.2271,-0.1659,6.94,0.92,0.92,0.897277,6.94,0.92,0.92,0.896095,
09/30/2018,31.44,31.44,-25.345,25.345,6.095,0.0,4.452,12.032,,,-16.484,10.547,0.111,0.327,0.421,-0.094,,-0.321,-0.117,10.658,-1.458,,9.2,0.0,0.0,0.0,9.2,0.0,9.2,0.0,0.0,9.2,9.15497,-0.04503,6.94,1.33,1.33,1.31916,6.94,1.33,1.33,1.31916,
12/31/2018,39.054,39.054,-25.451,25.451,13.603,0.0,1.951,14.67,0.0,,-16.621,15.554,-0.61,-0.177,0.362,-0.539,,-0.322,1.109,14.944,-3.928,,11.016,0.0,0.0,0.0,11.016,0.0,11.016,0.0,0.0,11.016,10.56412,-0.45188,6.936,1.59,1.59,1.523085,7.008,1.57,1.57,1.505519,
03/31/2019,40.097,40.097,-26.712,26.712,13.385,0.0,2.988,12.653,,,-15.641,16.373,0.965,-0.322,0.231,-0.553,,-1.02,0.377,17.338,-2.32,,15.018,0.0,0.0,0.0,15.018,0.0,15.018,0.0,0.0,15.018,15.00378,-0.01422,6.949,2.16,2.16,2.159128,6.998,2.15,2.15,2.147968,
06/30/2019,41.352,41.352,-32.684,32.684,8.668,0.0,0.493,12.788,,,-13.281,9.161,0.602,-0.359,0.222,-0.581,,-0.584,0.341,9.763,-1.788,,7.975,0.0,0.0,0.0,7.975,0.0,7.975,0.0,0.0,7.975,7.95999,-0.01501,6.986,1.14,1.14,1.13942,6.986,1.14,1.14,1.137851,
09/30/2019,32.603,32.603,-26.416,26.416,6.187,0.0,2.476,14.341,,,-16.817,8.663,2.958,-1.648,0.23,-1.878,,-0.435,-0.875,11.621,-1.357,,10.264,0.0,0.0,0.0,10.264,0.0,10.264,0.0,0.0,10.264,10.18974,-0.07426,6.991,1.47,1.47,1.457551,6.991,1.47,1.47,1.457551,
12/31/2019,26.938,26.938,-24.05,24.05,2.888,0.0,1.735,14.001,,,-15.736,4.623,0.054,-0.415,0.189,-0.604,,-0.806,1.167,4.677,1.698,,6.375,0.0,0.0,0.0,6.375,0.0,6.375,0.0,0.0,6.375,6.31575,-0.05925,6.981,0.91,0.91,0.904706,7.042,0.91,0.91,0.901586,
03/31/2020,37.644,37.644,-32.563,32.563,5.081,0.0,2.499,12.727,,,-15.226,7.58,-1.484,0.002,0.403,-0.401,,1.063,0.419,6.096,0.07,,6.166,0.0,0.0,0.0,6.166,0.0,6.166,0.0,0.0,6.166,6.166,0.0,7.0,0.88,0.88,0.88,7.04,0.88,0.88,0.88,
06/30/2020,35.355,35.355,-31.515,31.515,3.84,0.0,0.642,12.591,,,-13.233,4.482,1.102,0.201,0.33,-0.129,,-1.591,0.288,5.584,0.466,,6.05,0.0,0.0,0.0,6.05,0.0,6.05,0.0,0.0,6.05,5.85487,-0.19513,7.024,0.86,0.86,0.833552,7.024,0.86,0.86,0.83222,
