Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,Income from Uncon JVs,Disposal of Con Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2017,1662.434,1638.175,0.0,0.0,0.0,24.259,-1085.525,507.234,153.148,396.355,,28.788,576.909,-164.439,187.028,,-22.589,412.47,-23.98,388.49,0.0,0.0,0.0,388.49,-21.439,367.051,-22.819,32.56,344.208,343.934,-0.274,427.298,0.81,0.81,0.804904,430.487,0.8,0.8,0.799364,,352.536,-51.246,12.33,,679.291,0.274,679.565,-36.413,25.738,8.027,-28.306,681.171,1.578596,1.582327,0.64,40.542359,40.446772,40.483386,
09/30/2017,1680.766,1655.349,0.0,0.0,0.0,25.417,-1119.615,511.151,147.961,432.354,0.0,28.149,561.151,-193.055,188.784,,4.271,368.096,-33.412,334.71,0.0,0.0,0.0,334.684,-17.416,317.268,-18.881,104.466,298.361,312.544,14.183,429.281,0.7,0.7,0.728064,432.831,0.69,0.69,0.722768,,387.064,-47.754,12.87,,668.009,14.183,682.192,-34.577,24.463,7.34,-38.321,745.563,1.576116,1.722527,0.66,41.875082,38.315804,42.409608,
12/31/2017,1704.5,1678.3,0.0,0.0,0.0,26.2,-1375.5,517.4,171.1,466.1,0.0,220.9,329.0,-187.6,190.1,,-2.5,141.4,53.4,194.8,0.0,0.0,0.0,194.8,43.7,238.5,-18.9,31.1,219.6,219.9,0.3,428.836,0.51,0.51,0.512783,432.472,0.51,0.51,0.510694,,399.3,-58.4,211.8,-13.2,715.4,0.3,715.7,-26.0,22.1,5.4,-40.9,707.4,1.654905,1.635713,0.7,42.298505,42.794798,41.934582,
03/31/2018,1741.8,1710.4,0.0,0.0,0.0,31.4,-1338.9,507.4,204.9,446.3,0.0,180.3,402.9,-153.7,199.6,,-45.9,249.2,31.1,280.3,0.0,0.0,0.0,280.3,4.9,285.2,-9.4,6.0,275.8,275.8,0.0,435.124,0.63,0.63,0.63,438.52,0.63,0.63,0.63,,397.3,-86.9,166.3,,747.6,0.0,747.6,-3.8,42.7,2.9,-36.1,759.3,1.704825,1.731506,0.75,43.992777,43.314895,44.301766,
06/30/2018,1780.9,1749.4,0.0,0.0,0.0,31.5,-1234.9,547.2,157.9,449.7,0.0,80.1,546.0,-227.7,211.3,,16.4,318.3,-3.9,314.4,0.0,0.0,0.0,314.4,-7.7,306.7,0.0,69.6,306.7,306.7,0.0,441.497,0.69,0.69,0.69,444.362,0.69,0.69,0.69,,400.1,-60.2,56.7,,711.0,0.0,711.0,-6.9,24.8,6.1,-29.9,774.7,1.600047,1.743398,0.77,48.123592,44.166612,47.791842,
09/30/2018,1785.5,1751.6,0.0,0.0,0.0,33.9,-1218.3,543.1,177.9,448.9,,48.4,567.2,-177.4,209.2,,-31.8,389.8,-12.5,377.3,0.0,0.0,0.0,377.3,-10.4,366.9,0.0,31.5,366.9,366.9,,440.889,0.83,0.83,0.83,444.121,0.83,0.83,0.83,,399.7,-51.1,22.5,,748.4,0.0,748.4,-13.3,43.8,3.6,-34.4,779.6,1.685126,1.755377,0.79,46.880758,45.004565,46.539284,
12/31/2018,2131.9,2103.3,0.0,0.0,0.0,28.6,-1743.0,531.0,192.5,765.9,0.0,253.6,388.9,-191.6,208.8,,-17.2,197.3,95.4,292.7,0.0,0.0,0.0,292.7,-15.1,277.6,0.0,92.8,277.6,280.9,3.3,440.838,0.63,0.63,0.637196,444.304,0.62,0.62,0.627427,,718.1,-229.2,234.2,-13.8,1002.0,3.3,1005.3,-5.7,26.2,6.4,-58.3,1066.7,2.26264,2.400834,0.84,37.124775,34.987847,37.025948,
03/31/2019,1813.4,1786.0,0.0,0.0,0.0,27.4,-1198.5,533.0,198.1,436.9,0.0,30.5,614.9,-173.3,207.5,,-34.2,441.6,-34.0,407.6,0.0,0.0,0.0,407.6,-10.2,397.4,,113.5,397.4,397.5,0.1,441.351,0.9,0.9,0.900644,444.621,0.89,0.89,0.890225,,388.5,-45.6,19.1,,769.6,0.005,769.605,3.9,42.5,6.4,-31.6,904.305,1.730924,2.033878,0.9,51.995361,44.250435,51.715177,
06/30/2019,1889.6,1848.9,0.0,0.0,0.0,40.7,-1205.7,549.4,164.8,448.9,0.0,42.6,683.9,-220.0,204.5,,15.5,463.9,-29.6,434.3,0.0,0.0,0.0,434.3,-5.2,429.1,0.0,46.3,429.1,451.2,22.1,442.203,0.97,0.97,1.020346,445.337,0.96,0.96,1.009625,,400.7,-30.8,24.4,,828.6,22.1,850.7,6.3,21.9,6.4,-38.5,893.1,1.910239,2.005448,0.92,48.161519,45.875046,49.118996,
09/30/2019,1953.6,1921.6,0.0,0.0,0.0,32.0,-1225.3,548.0,187.9,442.8,,46.6,728.3,-186.3,201.3,,-15.0,542.0,-36.7,505.3,0.0,0.0,0.0,505.3,-6.7,498.6,0.0,53.3,498.6,498.6,,442.763,1.13,1.13,1.13,445.829,1.12,1.12,1.12,,394.0,-31.5,32.2,,900.0,0.0,900.0,-76.9,23.5,7.8,-46.7,861.0,2.018711,1.931234,0.95,47.059728,49.191353,46.777778,
12/31/2019,1923.7,1908.4,0.0,0.0,0.0,15.3,-1262.4,543.3,179.6,449.8,0.0,89.7,661.3,-192.4,200.9,,-8.5,468.9,100.5,569.4,0.0,0.0,0.0,569.4,-6.7,562.7,0.0,-39.7,562.7,562.7,0.0,442.94,1.27,1.27,1.27,445.923,1.26,1.26,1.26,,395.6,-22.1,63.8,-13.2,993.5,0.0,993.5,-72.4,23.5,7.8,-53.8,858.9,2.227963,1.926117,1.01,45.332887,52.437097,44.992451,
03/31/2020,1993.1,1973.2,0.0,0.0,0.0,19.9,-1256.3,544.1,217.8,472.3,0.0,22.1,736.8,-297.1,208.8,,88.3,439.7,-21.1,418.6,0.0,0.0,0.0,418.6,-3.6,415.0,0.0,96.9,415.0,449.6,34.6,443.055,0.94,0.94,1.014772,445.832,0.93,0.93,1.007608,,419.5,-26.4,7.5,,819.2,34.6,853.8,-43.5,47.7,7.9,-31.7,931.1,1.915071,2.088455,1.08,56.394772,51.712873,58.47168,
06/30/2020,1913.0,1893.2,0.0,0.0,0.0,19.8,-1221.7,530.3,188.6,454.9,0.0,47.9,691.3,-231.8,197.7,,34.1,459.5,-11.1,448.4,0.0,0.0,0.0,448.4,-2.3,446.1,,73.8,446.1,446.1,0.0,443.436,1.01,1.01,1.01,445.867,1.0,1.0,1.0,,403.3,-26.1,36.9,,862.5,0.0,862.5,-0.0424,0.0272,0.0086,-3.1288,933.1646,1.934433,2.092921,1.1,56.864197,52.558112,56.568116,
09/30/2020,1954.188,,,,,,,,,,,,716.222,,,,,521.364,,,,,,,,475.111,,,475.111,472.067,,,1.059,1.059,1.068,,1.059,1.059,1.068,,,,,,,,,,,,,,,,,,,,
12/31/2020,1971.563,,,,,,,,,,,,727.111,,,,,528.818,,,,,,,,486.444,,,486.444,482.733,,,1.076,1.076,1.088,,1.076,1.076,1.088,,,,,,,,,,,,,,,,,,,,
