Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2012,4652,4652.0,-4318.0,4318.0,334.0,48.0,-320.0,159.0,,163.0,-2.0,62.0,-45.0,44.0,45.0,-1.0,,,1.0,17.0,27.0,,,44.0,0.0,0.0,0.0,44.0,0.0,44.0,0.0,0.0,44.0,43.35,-0.65,144.35,0.3,0.3,0.300312,171.673,0.28,0.28,0.276214,
12/31/2012,4487,4487.0,-4216.0,4216.0,271.0,7.0,-273.0,142.0,0.0,171.0,-40.0,5.0,-64.0,,,,,,64.0,-59.0,8.0,,,-51.0,0.0,0.0,0.0,-51.0,1.0,-50.0,0.0,0.0,-50.0,-67.55,-17.55,144.351,-0.35,-0.35,-0.467957,144.351,-0.35,-0.35,-0.471579,
03/31/2013,4595,4595.0,-4242.0,4242.0,353.0,8.0,-323.0,145.0,,171.0,7.0,38.0,-104.0,84.0,85.0,-1.0,,,20.0,-66.0,-7.0,,,-73.0,0.0,0.0,0.0,-73.0,0.0,-73.0,0.0,0.0,-73.0,-50.35,22.65,144.353,-0.51,-0.51,-0.348798,144.353,-0.51,-0.51,-0.353093,
06/30/2013,4429,4429.0,-4114.0,4114.0,315.0,1.0,-323.0,151.0,,170.0,2.0,-7.0,-68.0,57.0,58.0,-1.0,,,11.0,-75.0,-3.0,,,-78.0,0.0,0.0,0.0,-78.0,0.0,-78.0,0.0,0.0,-78.0,-78.65,-0.65,144.485,-0.54,-0.54,-0.544347,144.485,-0.54,-0.54,-0.544499,
09/30/2013,4131,4131.0,-3749.0,3749.0,382.0,26.0,-2110.0,153.0,,173.0,1784.0,-1702.0,-85.0,61.0,61.0,0.0,,,24.0,-1787.0,-4.0,,,-1791.0,0.0,0.0,0.0,-1791.0,0.0,-1791.0,0.0,0.0,-1791.0,-22.95,1768.05,144.727,-12.38,-12.38,-0.158574,144.727,-12.38,-12.38,-0.163551,
12/31/2013,4269,4269.0,-3911.0,3911.0,358.0,6.0,-593.0,161.0,,170.0,262.0,-229.0,-75.0,75.0,75.0,0.0,,,0.0,-304.0,182.0,,,-122.0,0.0,0.0,0.0,-122.0,0.0,-122.0,0.0,0.0,-122.0,93.4,215.4,144.74,-0.84,-0.84,0.645295,144.74,-0.84,-0.84,0.645295,
03/31/2014,4448,4448.0,-4038.0,4038.0,410.0,0.0,-288.0,138.0,,166.0,-16.0,122.0,-69.0,60.0,61.0,-1.0,,,9.0,53.0,-1.0,,,52.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,52.0,40.3,-11.7,144.757,0.36,0.36,0.278398,156.114,0.34,0.34,0.265055,
06/30/2014,4400,4400.0,-4097.0,4097.0,303.0,0.0,-268.0,143.0,,165.0,-40.0,35.0,-64.0,59.0,60.0,-1.0,,,5.0,-29.0,11.0,,,-18.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,0.0,-18.0,60.7,78.7,144.884,-0.12,-0.12,0.418956,144.884,-0.12,-0.12,0.418956,
09/30/2014,4587,4587.0,-3848.0,3848.0,739.0,50.0,-930.0,125.0,,158.0,647.0,-141.0,-60.0,55.0,57.0,-2.0,,,5.0,-201.0,-6.0,,,-207.0,0.0,0.0,0.0,-207.0,0.0,-207.0,0.0,0.0,-207.0,478.4,685.4,145.348,-1.42,-1.42,3.291411,145.348,-1.42,-1.42,3.291411,
12/31/2014,4072,4072.0,-3466.0,3466.0,606.0,39.0,-248.0,117.0,,138.0,-7.0,397.0,-50.0,50.0,50.0,0.0,,,0.0,347.0,-72.0,,,275.0,0.0,0.0,0.0,275.0,0.0,275.0,0.0,0.0,275.0,275.3,0.3,145.654,1.89,1.89,1.890096,150.481,1.83,1.83,1.831994,
03/31/2015,3272,3272.0,-3066.0,3066.0,206.0,6.0,-399.0,102.0,,144.0,153.0,-187.0,-62.0,51.0,51.0,0.0,,,11.0,-249.0,174.0,,,-75.0,0.0,0.0,0.0,-75.0,0.0,-75.0,0.0,0.0,-75.0,-10.0,65.0,145.733,-0.52,-0.52,-0.068619,145.733,-0.52,-0.52,-0.073979,
06/30/2015,2900,2900.0,-2792.0,2792.0,108.0,0.0,-500.0,107.0,,138.0,255.0,-392.0,-55.0,53.0,53.0,0.0,,,2.0,-447.0,186.0,,,-261.0,0.0,0.0,0.0,-261.0,0.0,-261.0,0.0,0.0,-261.0,-115.65,145.35,145.962,-1.79,-1.79,-0.79233,145.962,-1.79,-1.79,-0.794193,
09/30/2015,2830,2830.0,-2654.0,2654.0,176.0,6.0,-352.0,99.0,,136.0,117.0,-170.0,-53.0,54.0,56.0,-2.0,,,-1.0,-223.0,50.0,,,-173.0,0.0,0.0,0.0,-173.0,0.0,-173.0,0.0,0.0,-173.0,-103.65,69.35,146.324,-1.18,-1.18,-0.70836,146.324,-1.18,-1.18,-0.70836,
12/31/2015,2572,2572.0,-2629.0,2629.0,-57.0,9.0,-405.0,107.0,,129.0,169.0,-453.0,-87.0,53.0,54.0,-1.0,,,34.0,-540.0,-593.0,,,-1133.0,0.0,0.0,0.0,-1133.0,0.0,-1133.0,0.0,0.0,-1133.0,-46.0,1087.0,146.347,-7.74,-7.74,-0.314321,146.347,-7.74,-7.74,-0.314321,
03/31/2016,2341,2341.0,-2436.0,2436.0,-95.0,45.0,-211.0,69.0,,129.0,13.0,-261.0,-65.0,52.0,53.0,-1.0,,,13.0,-326.0,-14.0,,,-340.0,0.0,0.0,0.0,-340.0,0.0,-340.0,0.0,0.0,-340.0,-313.05,26.95,146.402,-2.32,-2.32,-2.13829,146.402,-2.32,-2.32,-2.13829,
06/30/2016,2584,2584.0,-2397.0,2397.0,187.0,28.0,-187.0,64.0,,129.0,-6.0,28.0,-81.0,58.0,60.0,-2.0,,,23.0,-53.0,7.0,,,-46.0,0.0,0.0,0.0,-46.0,0.0,-46.0,0.0,0.0,-46.0,-34.3,11.7,146.582,-0.32,-0.32,-0.233999,146.582,-0.32,-0.32,-0.240181,
09/30/2016,2686,2686.0,-2360.0,2360.0,326.0,18.0,-212.0,73.0,,126.0,13.0,132.0,-62.0,56.0,58.0,-2.0,,,6.0,70.0,-19.0,,,51.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,51.0,65.0,14.0,160.513,0.32,0.32,0.404952,161.7,0.32,0.32,0.404952,
12/31/2016,2650,2650.0,-2430.0,2430.0,220.0,7.0,-291.0,49.0,,123.0,119.0,-64.0,-43.0,43.0,43.0,0.0,,,0.0,-107.0,2.0,,,-105.0,0.0,0.0,0.0,-105.0,0.0,-105.0,0.0,0.0,-105.0,125.0,230.0,172.975,-0.61,-0.61,0.722648,172.975,-0.61,-0.61,0.719672,
03/31/2017,2725,2725.0,-2559.0,2559.0,166.0,4.0,-250.0,81.0,,137.0,32.0,-80.0,-81.0,54.0,58.0,-4.0,,,27.0,-161.0,-19.0,,,-180.0,0.0,0.0,0.0,-180.0,0.0,-180.0,0.0,0.0,-180.0,-147.65,32.35,174.242,-1.03,-1.03,-0.847385,174.242,-1.03,-1.03,-0.847385,
06/30/2017,3144,3144.0,-2723.0,2723.0,421.0,16.0,-110.0,67.0,,121.0,-78.0,327.0,-82.0,51.0,55.0,-4.0,,,31.0,245.0,16.0,,,261.0,0.0,0.0,0.0,261.0,0.0,261.0,0.0,0.0,261.0,189.82852,-71.17148,174.797,1.49,1.49,1.085994,176.028,1.48,1.48,1.075681,
09/30/2017,3248,3248.0,-2828.0,2828.0,420.0,9.0,-169.0,75.0,,118.0,-24.0,260.0,-113.0,55.0,60.0,-5.0,,,58.0,147.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,147.0,0.0,147.0,0.0,0.0,147.0,159.05,12.05,175.003,0.84,0.84,0.908842,176.484,0.83,0.83,0.898278,
12/31/2017,3133,3133.0,-2748.0,2748.0,385.0,15.0,-238.0,97.0,0.0,125.0,16.0,162.0,-92.0,49.0,53.0,-4.0,,,43.0,70.0,89.0,,,159.0,0.0,0.0,0.0,159.0,0.0,159.0,0.0,0.0,159.0,135.05,-23.95,175.117,0.91,0.91,0.771199,177.21,0.9,0.9,0.76485,
03/31/2018,3149,3149.0,-2808.0,2808.0,341.0,3.0,-207.0,78.0,,128.0,1.0,137.0,-118.0,45.0,50.0,-5.0,,,73.0,19.0,-1.0,,,18.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,18.0,57.79,39.79,176.157,0.1,0.1,0.32806,178.289,0.1,0.1,0.323177,
06/30/2018,3609,3609.0,-3121.0,3121.0,488.0,37.0,-224.0,92.0,,130.0,2.0,301.0,-75.0,38.0,43.0,-5.0,,,37.0,226.0,-12.0,,,214.0,0.0,0.0,0.0,214.0,0.0,214.0,0.0,0.0,214.0,262.79,48.79,177.027,1.21,1.21,1.484463,178.903,1.2,1.2,1.472718,
09/30/2018,3729,3729.0,-3172.0,3172.0,557.0,17.0,-201.0,81.0,,126.0,-6.0,373.0,-59.0,35.0,41.0,-6.0,,,24.0,314.0,-23.0,,,291.0,0.0,0.0,0.0,291.0,0.0,291.0,0.0,0.0,291.0,317.05,26.05,177.25,1.64,1.64,1.788717,179.126,1.62,1.62,1.765428,
12/31/2018,3691,3691.0,-3204.0,3204.0,487.0,22.0,-196.0,85.0,0.0,137.0,-26.0,313.0,-60.0,26.0,33.0,-7.0,,,34.0,253.0,339.0,,,592.0,0.0,0.0,0.0,592.0,0.0,592.0,0.0,0.0,592.0,321.63,-270.37,176.091,3.36,3.36,1.826499,177.649,3.34,3.34,1.818066,
03/31/2019,3499,3499.0,-3172.0,3172.0,327.0,9.0,-225.0,78.0,,143.0,4.0,111.0,-49.0,29.0,34.0,-5.0,,,20.0,62.0,-8.0,,,54.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0,0.0,54.0,84.16,30.16,173.241,0.31,0.31,0.485797,174.545,0.31,0.31,0.482792,
06/30/2019,3545,3545.0,-3227.0,3227.0,318.0,28.0,-231.0,82.0,,150.0,-1.0,115.0,-54.0,26.0,31.0,-5.0,,,28.0,61.0,7.0,,,68.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0,68.0,78.0,10.0,171.992,0.39,0.39,0.453509,172.512,0.39,0.39,0.447967,
09/30/2019,3069,3069.0,-2902.0,2902.0,167.0,31.0,-278.0,63.0,,161.0,54.0,-80.0,-48.0,29.0,32.0,-3.0,,,19.0,-128.0,44.0,,,-84.0,0.0,0.0,0.0,-84.0,0.0,-84.0,0.0,0.0,-84.0,-35.79,48.21,170.801,-0.49,-0.49,-0.209542,170.801,-0.49,-0.49,-0.209542,
12/31/2019,2824,2824.0,-2781.0,2781.0,43.0,11.0,-430.0,66.0,,162.0,202.0,-376.0,-71.0,71.0,71.0,0.0,,,0.0,-447.0,-221.0,,,-668.0,0.0,0.0,0.0,-668.0,0.0,-668.0,0.0,0.0,-668.0,-72.66,595.34,169.638,-3.937797,-3.937797,-0.428324,169.638,-3.937797,-3.937797,-0.428324,
03/31/2020,2748,2748.0,-2605.0,2605.0,143.0,0.0,-518.0,72.0,,160.0,286.0,-375.0,-35.0,46.0,50.0,-4.0,,,-11.0,-410.0,19.0,,,-391.0,0.0,0.0,0.0,-391.0,0.0,-391.0,0.0,0.0,-391.0,-147.49,243.51,170.224,-2.3,-2.3,-0.866447,170.224,-2.3,-2.3,-0.869473,
06/30/2020,2091,2091.0,-2274.0,2274.0,-183.0,0.0,-349.0,62.0,,159.0,128.0,-532.0,-62.0,63.0,64.0,-1.0,,,-1.0,-594.0,5.0,,,-589.0,0.0,0.0,0.0,-589.0,0.0,-589.0,0.0,0.0,-589.0,-472.16,116.84,175.327,-3.36,-3.36,-2.693025,175.327,-3.36,-3.36,-2.693588,
09/30/2020,2114,,,,8.62512,,,,,,,-241.333,,,,,,,,-370.2,,,,-327.167,,,,,,-327.167,,,-327.167,-327.167,,,-1.538,-1.538,-1.533,,-1.538,-1.538,-1.533,
12/31/2020,2254,,,,70.79814,,,,,,,-203.0,,,,,,,,-272.0,,,,-245.667,,,,,,-245.667,,,-245.667,-245.667,,,-1.157,-1.157,-1.173,,-1.157,-1.157,-1.173,
