Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2007,18007.0,504.0,504.0,0.0,694.0,694.0,,0.0,0.0,0.0,0.0,0.0,443.0,,,,1641.0,15908.0,19475.0,-3567.0,0.0,458.0,330.0,215.0,115.0,128.0,16366.0,,1182.0,1182.0,,,,0.0,,,,,171.0,,,,171.0,1353.0,6107.0,,,,2844.0,,,,,2844.0,8951.0,10304.0,0.0,3140.0,,,-126.0,4531.0,158.0,7703.0,0.0,7703.0,18007.0,
12/31/2007,18922.0,0.0,0.0,0.0,852.0,852.0,,0.0,0.0,0.0,0.0,0.0,435.0,,,,1287.0,17200.0,21097.0,-3897.0,0.0,435.0,215.0,215.0,0.0,220.0,17635.0,,1264.0,1264.0,,,,0.0,,,,,273.0,,,,273.0,1537.0,6320.0,,,,3124.0,,,,,3124.0,9444.0,10981.0,0.0,3177.0,,,-134.0,4938.0,-40.0,7941.0,0.0,7941.0,18922.0,
03/31/2008,21294.0,142.0,142.0,0.0,1065.0,1065.0,,0.0,0.0,0.0,0.0,0.0,535.0,,,,1742.0,19071.0,23349.0,-4278.0,0.0,481.0,326.0,215.0,111.0,155.0,19552.0,,1386.0,1386.0,,,,0.0,,,,,952.0,,,,952.0,2338.0,6468.0,,,,3380.0,,,,,3380.0,9848.0,12186.0,0.0,4455.0,,,-134.0,5341.0,-554.0,9108.0,0.0,9108.0,21294.0,
06/30/2008,24337.0,49.0,49.0,0.0,1390.0,1390.0,,0.0,0.0,0.0,0.0,0.0,899.0,,,,2338.0,21499.0,26188.0,-4689.0,0.0,500.0,324.0,215.0,109.0,176.0,21999.0,,1707.0,1707.0,,,,0.0,,,,,1893.0,,,,1893.0,3600.0,7993.0,,,,3770.0,,,,,3770.0,11763.0,15363.0,0.0,4496.0,,,-134.0,5855.0,-1243.0,8974.0,0.0,8974.0,24337.0,
09/30/2008,34548.0,19.0,19.0,0.0,1446.0,1446.0,,0.0,0.0,0.0,0.0,0.0,1236.0,,,,2701.0,29610.0,34779.0,-5169.0,0.0,2237.0,1559.0,1452.0,107.0,678.0,31847.0,,2119.0,2119.0,,,,0.0,,,,,505.0,,,,505.0,2624.0,11122.0,,,,5436.0,,,,,5436.0,16558.0,19182.0,0.0,8263.0,,,-134.0,6307.0,930.0,15366.0,0.0,15366.0,34548.0,
12/31/2008,38254.0,25.0,25.0,0.0,1217.0,1217.0,,0.0,0.0,0.0,0.0,0.0,3016.0,,,,4258.0,31281.0,37140.0,-5859.0,0.0,2715.0,1552.0,1447.0,105.0,1163.0,33996.0,,1912.0,1912.0,,,,0.0,,,,,1018.0,,,,1018.0,2930.0,11959.0,,,,6018.0,,,,,6018.0,17977.0,20907.0,0.0,8321.0,,,-147.0,6588.0,2585.0,17347.0,0.0,17347.0,38254.0,
03/31/2009,37056.0,9.0,9.0,0.0,950.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0,991.0,,206.0,2571.0,31774.0,38310.0,-6536.0,0.0,2711.0,1565.0,1462.0,103.0,155.0,34485.0,,1604.0,,62.0,,1542.0,0.0,0.0,,,,1178.0,,1.0,5349.0,50.0,2782.0,10085.0,10085.0,,,6175.0,,,,,825.0,16260.0,19042.0,0.0,8362.0,6.0,8356.0,-148.0,7002.0,2798.0,18014.0,0.0,18014.0,37056.0,
06/30/2009,36579.0,7.0,7.0,0.0,850.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,565.0,,178.0,2347.0,31968.0,39257.0,-7289.0,0.0,2264.0,1554.0,1453.0,101.0,145.0,34232.0,,1414.0,,9.0,,1405.0,0.0,0.0,,,,999.0,,9.0,5345.0,54.0,2413.0,10364.0,10364.0,,,6202.0,,,,,848.0,16566.0,18979.0,0.0,8411.0,6.0,8405.0,-154.0,7425.0,1918.0,17600.0,0.0,17600.0,36579.0,
09/30/2009,36185.0,24.0,24.0,0.0,813.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.0,262.0,41.0,189.0,2293.0,31918.0,40012.0,-8094.0,0.0,1974.0,1574.0,1475.0,99.0,138.0,33892.0,,1421.0,,,,1421.0,250.0,0.0,,,250.0,697.0,,52.0,5404.0,68.0,2368.0,10135.0,10135.0,,,6306.0,,,,,850.0,16441.0,18809.0,0.0,8440.0,6.0,8434.0,-155.0,7853.0,1238.0,17376.0,0.0,17376.0,36185.0,
12/31/2009,36255.0,9.0,9.0,0.0,965.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0,68.0,170.0,182.0,2548.0,31934.0,40681.0,-8747.0,0.0,1773.0,1572.0,1475.0,97.0,133.0,33707.0,,1482.0,,0.0,0.0,1482.0,250.0,0.0,0.0,0.0,250.0,569.0,0.0,6.0,5522.0,60.0,2301.0,10237.0,10237.0,0.0,0.0,6391.0,0.0,0.0,0.0,0.0,863.0,16628.0,18929.0,0.0,8477.0,6.0,8471.0,-177.0,8317.0,709.0,17326.0,0.0,17326.0,36255.0,
03/31/2010,36642.0,33.0,33.0,0.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0,117.0,101.0,185.0,2820.0,31997.0,41315.0,-9318.0,0.0,1825.0,1571.0,1475.0,96.0,137.0,33822.0,,1445.0,,,,1445.0,250.0,0.0,,,250.0,649.0,,7.0,5650.0,67.0,2344.0,9955.0,9955.0,,,6542.0,,,,,885.0,16497.0,18841.0,0.0,8523.0,6.0,8517.0,-179.0,8574.0,883.0,17801.0,0.0,17801.0,36642.0,
