Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2016,8303.199,227.4,227.4,0.0,860.549,860.549,0.0,1935.237,394.98,0.0,1540.257,0.0,544.408,,17.907,,3.603,,87.768,3567.594,811.576,1307.22,-495.644,0.0,3924.029,3639.0,3054.769,584.231,,,263.519,4735.605,,961.629,633.773,,,327.856,66.109,0.0,,,,66.109,183.047,0.0,3.128,199.657,37.943,1210.785,3275.662,3275.662,,,,373.803,0.0,0.0,0.0,0.0,,171.018,3649.465,4860.25,0.0,1119.765,3.075,1116.69,0.0,2590.359,-267.175,3442.949,0.0,3442.949,8303.199,
03/31/2017,8122.246,264.614,264.614,0.0,973.67,973.67,0.0,1978.465,421.102,0.0,1557.363,0.0,101.377,,20.013,,,,101.377,3318.126,809.208,,,0.0,3994.912,3697.295,3120.844,576.451,,,277.604,4804.12,,984.112,651.117,,,332.995,91.988,0.0,,,,91.988,83.601,,5.388,221.504,83.601,1159.701,2933.277,2933.277,,,,422.397,,,,,,195.505,3355.674,4515.375,0.0,1125.87,3.083,1122.787,0.0,2726.637,-245.636,3606.871,0.0,3606.871,8122.246,
06/30/2017,8430.942,303.544,303.544,0.0,1001.246,1001.246,0.0,2063.462,449.591,0.0,1613.871,0.0,132.483,,16.805,,,,132.483,3500.735,841.608,943.909,-102.301,0.0,4088.599,3786.946,3191.613,595.333,,,284.848,4930.207,,1077.759,724.201,,,353.558,96.86,0.0,,,,96.86,47.041,,34.054,225.262,47.041,1221.66,2890.708,2890.708,,,,461.889,,,,,,202.573,3352.597,4574.257,0.0,1133.404,3.086,1130.318,0.0,2877.551,-154.27,3856.685,0.0,3856.685,8430.942,
09/30/2017,8863.938,275.077,275.077,0.0,1021.728,1021.728,0.0,2236.376,466.837,0.0,1769.539,0.0,135.192,,17.238,,,,135.192,3668.373,867.972,,,0.0,4327.593,3994.787,3392.363,602.424,,,315.568,5195.565,,1123.668,749.852,,,373.816,126.887,0.0,,,,126.887,51.783,,52.068,241.544,51.783,1302.338,3021.717,3021.717,,,,498.846,,,,,,205.234,3520.563,4822.901,0.0,1138.717,3.09,1135.627,0.0,2999.932,-97.612,4041.037,0.0,4041.037,8863.938,
12/31/2017,9366.872,279.766,279.766,0.0,1027.106,1027.106,0.0,2380.783,487.108,0.0,1877.653,16.022,134.479,,24.606,,15.105,,134.479,3822.134,913.089,1519.201,-606.112,0.0,4631.649,4280.28,3536.511,743.769,,,311.658,5544.738,,1150.637,788.613,,,362.024,126.36,0.0,,,,126.36,45.727,0.0,61.492,252.359,45.727,1322.724,3277.62,3277.62,,,,559.875,0.0,,0.0,0.0,,246.024,3837.495,5160.219,0.0,1144.542,3.091,1141.451,0.0,3124.103,-70.476,4198.169,8.484,4206.653,9366.872,
03/31/2018,9636.178,245.679,245.679,0.0,1211.788,1211.788,0.0,2401.309,469.648,0.0,1915.537,16.124,180.367,,33.461,,,,180.367,4039.143,929.756,,,0.0,4667.279,4313.002,3572.198,740.804,,,320.816,5597.035,,1192.165,812.661,,,379.504,142.277,0.0,,,,142.277,140.346,,77.812,242.226,41.167,1474.788,3170.788,3170.788,,,,571.621,,,,,,251.583,3742.409,5217.197,0.0,1149.487,3.096,1146.391,0.0,3271.718,-14.618,4406.587,12.394,4418.981,9636.178,
06/30/2018,11548.631,345.202,345.202,0.0,1301.514,1301.514,0.0,2718.158,490.325,0.0,2208.122,19.711,228.732,,35.797,,,,228.732,4593.606,1188.464,1850.283,-661.819,0.0,5766.561,5395.007,4421.976,973.031,,,335.757,6955.025,,1457.639,981.643,,,475.996,177.372,0.0,,,,177.372,153.297,,52.208,332.602,49.603,1788.308,4261.176,4261.176,,,,722.172,,,,,,337.362,4983.348,6771.656,0.0,1406.808,3.178,1403.63,0.0,3428.725,-116.061,4719.472,57.503,4776.975,11548.631,
09/30/2018,11585.336,341.346,341.346,0.0,1255.876,1255.876,0.0,2794.894,484.761,0.0,2287.776,22.357,200.944,,36.6,,,,200.944,4593.06,1201.003,1892.089,-691.086,0.0,5791.273,5428.638,4475.266,953.372,,,326.035,6992.276,,1453.495,941.747,,,511.748,118.365,0.0,,,,118.365,163.82,,49.212,325.537,57.088,1735.68,4250.137,4250.137,,,,702.103,,,,,,327.354,4952.24,6687.92,0.0,1412.424,3.182,1409.242,0.0,3562.827,-134.791,4840.46,56.956,4897.416,11585.336,
12/31/2018,11393.402,331.761,331.761,0.0,1154.083,1154.083,0.0,2836.075,503.199,0.0,2309.458,23.418,199.03,,22.636,,3.378,,198.819,4520.949,1220.162,1905.913,-685.751,0.0,5652.291,5310.21,4381.458,928.752,106.54,179.169,30.358,6872.453,,1402.701,942.398,,,460.303,121.826,0.0,,,,121.826,165.821,0.0,40.87,311.434,61.109,1690.348,4188.674,4188.674,,,,675.628,0.0,,0.0,0.0,0.0,323.324,4864.302,6554.65,0.0,1418.372,3.184,1415.188,-60.0,3598.876,-174.95,4782.298,56.454,4838.752,11393.402,
03/31/2019,12665.91,316.066,316.066,0.0,1353.491,1353.491,0.0,2692.006,437.463,0.0,2229.681,24.862,283.207,,19.019,,,,283.207,4644.77,2485.918,,,0.0,5535.222,5243.915,4354.306,889.609,,,272.288,8021.14,,1413.54,952.688,,,460.852,363.113,0.0,226.83,10.658,216.172,136.283,194.835,,29.442,305.77,89.4,1971.488,5202.58,4061.264,1141.316,31.502,1109.814,635.068,,,,,,299.856,5837.648,7809.136,0.0,1423.874,3.189,1420.685,-130.462,3696.924,-190.854,4799.482,57.292,4856.774,12665.91,
06/30/2019,12704.236,375.967,375.967,0.0,1285.802,1285.802,0.0,2650.138,441.579,0.0,2181.873,26.686,319.942,,1.004,,,,319.942,4631.849,2501.231,,,0.0,5571.156,5290.048,4409.925,880.123,,,280.104,8072.387,,1513.336,1031.952,,,481.384,362.945,0.0,230.304,10.802,219.502,132.641,230.665,,32.998,303.179,124.053,2106.946,5042.178,3888.769,1153.409,31.133,1122.276,645.364,,,,,,309.187,5687.542,7794.488,0.0,1432.319,3.19,1429.129,-250.762,3847.485,-188.553,4840.489,69.259,4909.748,12704.236,
09/30/2019,12411.69,433.391,433.391,0.0,1223.197,1223.197,0.0,2582.188,438.845,0.0,2117.275,26.068,245.082,,4.678,,,,245.082,4483.858,2487.448,,,0.0,5440.384,5147.094,4309.822,837.272,,144.009,144.603,7927.832,,1486.66,997.874,,,488.786,364.076,0.0,235.933,10.361,225.572,128.143,203.315,,14.544,296.199,102.988,2054.051,4866.535,3708.36,1158.175,28.752,1129.423,618.404,,,,,,307.661,5484.939,7538.99,0.0,1430.578,3.196,1427.382,-351.813,3999.748,-260.746,4817.767,54.933,4872.7,12411.69,
12/31/2019,12779.956,523.02,523.02,0.0,1131.132,1131.132,0.0,2772.777,447.908,0.0,2297.895,26.974,260.89,,3.443,,10.119,,257.915,4687.819,2542.911,3350.591,-807.68,0.0,5549.226,5256.873,4406.535,850.338,130.329,139.243,9.219,8092.137,,1410.711,942.795,,,467.916,557.303,0.0,230.936,9.409,221.527,326.367,210.498,0.0,23.349,310.129,112.214,2178.512,4852.986,3683.961,1169.025,31.428,1137.597,675.801,0.0,,,,0.0,342.323,5528.787,7707.299,0.0,1421.438,3.199,1418.239,-351.813,4140.136,-200.885,5008.876,63.781,5072.657,12779.956,
03/31/2020,12354.07,332.784,332.784,0.0,1168.626,1168.626,0.0,2718.63,436.132,0.0,2254.953,27.545,222.624,,0.0,,,,217.835,4442.664,2471.609,,,0.0,5439.797,5154.06,4334.725,819.335,,,285.737,7911.406,,1378.205,893.807,,,484.398,309.963,0.0,218.998,,218.998,90.965,250.8,,1.316,300.117,130.903,1938.968,4777.157,3672.221,1104.936,,1104.936,626.549,,,,,,325.116,5403.706,7342.674,0.0,1428.804,3.204,1425.6,-439.819,4282.753,-313.903,4957.835,53.561,5011.396,12354.07,
06/30/2020,12035.299,476.426,476.426,0.0,1125.816,1125.816,0.0,2288.293,384.699,3.0,1900.594,0.0,216.438,,0.0,19.0,,,194.721,4106.973,2469.018,,,0.0,5459.308,5176.149,4377.35,798.799,,136.673,146.486,7928.326,,1441.738,756.846,274.496,,410.396,309.377,0.0,216.177,,216.177,93.2,198.653,,0.0,299.867,171.089,1949.768,4269.955,3114.253,1155.702,43.472,1112.23,643.558,,,,,,343.691,4913.513,6863.281,0.0,1436.543,3.205,1433.338,-439.819,4401.545,-279.763,5118.506,53.512,5172.018,12035.299,
