Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/31/2011,113.538,110.859,2.679,-35.4,35.4,78.138,0.0,-74.59,9.544,9.544,5.182,59.864,3.548,-0.286,0.692,0.692,0.0,,-0.406,3.262,-0.371,2.891,0.045,0.045,0.0,2.846,0.0,2.846,0.0,0.0,2.846,1.949,-0.942,28.267,0.1,0.1,0.06895,28.332,0.1,0.1,0.066751,
11/23/2011,79.325,77.695,1.63,-24.645,24.645,54.68,0.0,-53.711,6.81,6.81,4.114,42.787,0.969,-0.061,0.278,0.279,-0.001,,-0.217,0.908,-0.325,0.583,0.379,0.379,0.0,0.204,0.0,0.204,0.0,0.0,0.204,0.7026,0.1196,28.262,0.01,0.02,0.02486,28.304,0.01,0.02,0.024226,
02/15/2012,79.415,77.631,1.784,-24.895,24.895,54.52,0.0,-52.512,6.737,6.737,4.114,41.661,2.008,-0.048,0.213,0.215,-0.002,,-0.165,1.96,-0.603,1.357,0.269,0.269,0.0,1.088,0.0,1.088,0.0,0.0,1.088,1.4038,0.0468,28.365,0.04,0.05,0.049491,28.41,0.04,0.05,0.049491,
05/09/2012,84.129,82.279,1.85,-25.391,25.391,58.738,0.0,-54.743,7.195,7.195,4.304,43.244,3.995,0.04,0.198,0.201,-0.003,,-0.238,4.035,-1.535,2.5,0.077,0.077,0.0,2.423,0.0,2.423,0.0,0.0,2.423,2.5806,0.0806,28.377,0.09,0.09,0.09094,28.445,0.09,0.09,0.09094,
08/29/2012,107.23,104.644,2.586,-32.382,32.382,74.848,0.0,-72.666,9.936,9.936,5.404,57.326,2.182,0.164,0.245,0.248,-0.003,,-0.409,2.346,0.757,3.103,-0.038,-0.038,0.0,3.141,0.0,3.141,0.0,0.0,3.141,3.2824,0.1794,28.374,0.11,0.11,0.115683,28.523,0.11,0.11,0.115683,
11/21/2012,79.453,77.809,1.644,-24.514,24.514,54.939,0.0,-54.714,7.378,7.378,4.118,43.218,0.225,0.07,0.173,0.175,-0.002,,-0.243,0.295,-0.078,0.217,0.088,0.088,0.0,0.129,0.0,0.129,0.0,0.0,0.129,0.1182,-0.0988,28.386,0.01,0.01,0.004164,28.567,0.01,0.01,0.004164,
02/13/2013,87.011,85.352,1.659,-26.961,26.961,60.05,0.0,-58.936,7.652,7.652,4.312,46.972,1.114,-0.005,0.212,0.214,-0.002,,-0.207,1.109,-0.475,0.634,0.454,0.454,0.0,0.18,0.0,0.18,0.0,0.0,0.18,-0.22465,-0.85865,28.614,0.01,0.02,-0.007851,28.825,0.01,0.02,-0.009788,
05/08/2013,96.336,94.554,1.782,-29.439,29.439,66.897,0.0,-62.784,7.245,7.245,4.197,51.342,4.113,0.035,0.226,0.228,-0.002,,-0.261,4.148,-1.496,2.652,0.191,0.191,0.0,2.461,0.0,2.461,0.0,0.0,2.461,2.81775,0.16575,28.698,0.09,0.09,0.098186,28.952,0.08,0.09,0.095725,
08/28/2013,121.396,118.979,2.417,-37.03,37.03,84.366,0.0,-83.628,9.942,9.942,5.749,67.937,0.738,0.032,0.3,0.303,-0.003,,-0.332,0.77,0.274,1.044,0.653,0.653,0.0,0.391,0.0,0.391,0.0,0.0,0.391,0.391,0.0715,28.774,0.01,0.04,0.04,29.12,0.01,0.04,0.04,
11/20/2013,85.848,84.222,1.626,-26.891,26.891,58.957,0.0,-60.643,8.067,8.067,4.319,48.257,-1.686,0.045,0.251,0.253,-0.002,,-0.296,-1.641,0.948,-0.693,0.853,0.853,0.0,-1.546,0.0,-1.546,0.0,0.0,-1.546,-0.52335,0.16965,28.765,-0.05,-0.02,-0.018194,28.765,-0.05,-0.02,-0.018194,
02/12/2014,88.569,86.909,1.66,-28.22,28.22,60.349,0.0,-63.425,8.118,8.118,4.473,50.834,-3.076,-0.031,0.291,0.292,-0.001,,-0.26,-3.107,1.526,-1.581,0.603,0.603,0.0,-2.184,0.0,-2.184,0.0,0.0,-2.184,-0.70675,0.87425,28.775,-0.08,-0.06,-0.024561,28.775,-0.08,-0.06,-0.029618,
05/07/2014,96.359,94.544,1.815,-29.728,29.728,66.631,0.0,-63.11,8.342,8.342,4.674,50.094,3.521,-0.159,0.409,0.41,-0.001,,-0.25,3.362,-1.621,1.741,0.012,0.012,0.0,1.729,0.0,1.729,0.0,0.0,1.729,1.066,-0.675,28.791,0.06,0.06,0.037025,29.476,0.06,0.06,0.037025,
08/27/2014,123.605,121.147,2.458,-39.673,39.673,83.932,0.0,-85.84,12.239,,6.596,67.005,-1.908,0.02,0.29,0.292,-0.002,,-0.31,-1.888,0.807,-1.081,0.366,0.366,0.0,-1.447,0.0,-1.447,0.0,0.0,-1.447,-0.86895,0.21205,28.861,-0.05,-0.04,-0.030108,28.861,-0.05,-0.04,-0.032653,
11/19/2014,86.861,85.155,1.706,-28.892,28.892,57.969,0.0,-62.356,9.151,,5.068,48.137,-4.387,-0.275,0.455,0.456,-0.001,,-0.18,-4.662,1.782,-2.88,0.139,0.139,0.0,-3.019,0.0,-3.019,0.0,0.0,-3.019,-2.6915,0.1885,28.89,-0.11,-0.1,-0.093164,28.89,-0.11,-0.1,-0.093475,
02/11/2015,90.982,89.257,1.725,-29.97,29.97,61.012,0.0,-61.746,9.381,,4.781,47.584,-0.734,-0.49,0.568,0.569,-0.001,,-0.078,-1.224,-0.061,-1.285,0.074,0.074,0.0,-1.359,0.0,-1.359,0.0,0.0,-1.359,-2.03835,-0.75335,28.921,-0.05,-0.04,-0.07048,28.921,-0.05,-0.04,-0.07048,
05/06/2015,94.102,92.412,1.69,-29.287,29.287,64.815,0.0,-61.362,8.139,,4.759,48.464,3.453,-0.574,0.598,0.599,-0.001,,-0.024,2.879,-0.395,2.484,0.131,0.131,0.0,2.353,0.0,2.353,0.0,0.0,2.353,2.08815,-0.39585,29.009,0.08,0.09,0.071983,29.111,0.08,0.09,0.071983,
08/26/2015,122.141,119.769,2.372,-38.099,38.099,84.042,0.0,-83.254,12.087,,6.8,64.367,0.788,-0.473,0.712,0.713,-0.001,,-0.239,0.315,-0.25,0.065,0.114,0.114,0.0,-0.049,0.0,-0.049,0.0,0.0,-0.049,-1.157,-1.222,29.05,0.0,0.0,-0.039828,29.121,0.0,0.0,-0.041963,
12/16/2015,120.744,118.461,2.283,-37.865,37.865,82.879,0.0,-84.465,13.243,,7.014,64.208,-1.586,-0.813,0.695,0.696,-0.001,,0.118,-2.399,0.66,-1.739,0.072,0.072,0.0,-1.811,0.0,-1.811,0.0,0.0,-1.811,-1.92035,-0.18135,29.133,-0.06,-0.06,-0.065917,29.133,-0.06,-0.06,-0.066225,
03/09/2016,92.069,90.232,1.837,-28.722,28.722,63.347,0.0,-63.649,9.843,,5.22,48.586,-0.302,-0.465,0.494,0.495,-0.001,,-0.029,-0.767,0.185,-0.582,0.017,0.017,0.0,-0.599,0.0,-0.599,0.0,0.0,-0.599,-0.91935,-0.33735,29.247,-0.02,-0.02,-0.031434,29.247,-0.02,-0.02,-0.031535,
06/01/2016,92.097,90.368,1.729,-28.313,28.313,63.784,0.0,-64.13,9.227,,5.304,49.599,-0.346,-0.394,0.482,0.482,0.0,,-0.088,-0.74,0.593,-0.147,-0.013,-0.013,0.0,-0.134,0.0,-0.134,0.0,0.0,-0.134,-0.0079,0.1391,29.259,-0.01,-0.01,-0.00027,29.259,-0.01,-0.01,-0.005246,
08/31/2016,97.729,95.744,1.985,-29.699,29.699,68.03,0.0,-69.121,10.11,,4.351,54.66,-1.091,-0.384,0.572,0.574,-0.002,,-0.188,-1.475,-6.314,-7.789,0.013,0.013,0.0,-7.802,0.0,-7.802,0.0,0.0,-7.802,-6.91605,0.87295,29.281,-0.27,-0.27,-0.236196,29.281,-0.27,-0.27,-0.240187,
12/21/2016,114.409,112.379,2.03,-35.406,35.406,79.003,0.0,-85.477,13.759,,6.55,65.168,-6.474,-0.498,0.601,0.602,-0.001,,-0.103,-6.972,1.458,-5.514,0.072,0.072,0.0,-5.586,0.0,-5.586,0.0,0.0,-5.586,-5.2722,0.2418,29.339,-0.19,-0.19,-0.179699,29.339,-0.19,-0.19,-0.181758,
03/15/2017,86.314,84.37,1.944,-26.111,26.111,60.203,0.0,-68.468,9.008,,4.788,54.672,-8.265,-0.968,0.726,0.727,-0.001,,0.242,-9.233,-3.603,-12.836,0.343,0.343,0.0,-13.179,0.0,-13.179,0.0,0.0,-13.179,-8.7462,4.0898,29.522,-0.45,-0.44,-0.29626,29.522,-0.45,-0.44,-0.301466,
06/07/2017,88.719,87.109,1.61,-27.611,27.611,61.108,0.0,-60.315,6.764,,4.639,48.912,0.793,-0.739,0.566,0.569,-0.003,,0.173,0.054,-0.431,-0.377,0.019,0.019,0.0,-0.396,0.0,-0.396,0.0,0.0,-0.396,0.1755,0.5525,29.536,-0.01,-0.01,0.005942,29.536,-0.01,-0.01,0.005942,
08/30/2017,86.589,84.903,1.686,-27.585,27.585,59.004,0.0,-62.527,8.347,,4.461,49.719,-3.523,-0.684,0.542,0.544,-0.002,,0.142,-4.207,0.138,-4.069,0.032,0.032,0.0,-4.101,0.0,-4.101,0.0,0.0,-4.101,-3.1434,0.9256,29.554,-0.14,-0.14,-0.106361,29.554,-0.14,-0.14,-0.108681,
12/20/2017,113.497,111.467,2.03,-36.649,36.649,76.848,0.0,-81.831,11.525,,5.353,64.953,-4.983,-0.528,0.643,0.649,-0.006,,-0.115,-5.511,0.009,-5.502,0.035,0.035,0.0,-5.537,0.0,-5.537,0.0,0.0,-5.537,-4.80845,0.69355,29.691,-0.19,-0.19,-0.16195,29.691,-0.19,-0.19,-0.166641,
03/14/2018,81.793,80.241,1.552,-27.558,27.558,54.235,0.0,-61.968,9.188,,3.998,48.782,-7.733,-0.346,0.54,0.545,-0.005,,-0.194,-8.079,-3.382,-11.461,0.11,0.11,0.0,-11.571,0.0,-11.571,0.0,0.0,-11.571,-10.263383,1.197617,29.95,-0.39,-0.38,-0.342684,29.95,-0.39,-0.38,-0.342684,
06/06/2018,86.004,84.442,1.562,-28.785,28.785,57.219,0.0,-66.199,8.507,,4.05,53.642,-8.98,-1.032,1.041,1.042,-0.001,,-0.009,-10.012,-4.121,-14.133,0.463,0.463,0.0,-14.596,0.0,-14.596,0.0,0.0,-14.596,-10.54245,3.59055,30.005,-0.49,-0.47,-0.351356,30.005,-0.49,-0.47,-0.351356,
08/29/2018,83.903,82.15,1.753,-27.491,27.491,56.412,0.0,-56.902,9.506,,4.051,43.345,-0.49,-1.132,1.112,1.112,0.0,,0.02,-1.622,-0.236,-1.858,0.005,0.005,0.0,-1.863,0.0,-1.863,0.0,0.0,-1.863,-4.48791,-2.62991,30.03,-0.06,-0.06,-0.149448,30.03,-0.06,-0.06,-0.149448,
12/19/2018,102.918,100.595,2.323,-34.204,34.204,68.714,0.0,-74.393,11.224,,4.903,58.266,-5.679,-1.683,1.713,1.713,0.0,,-0.03,-7.362,-0.121,-7.483,0.006,0.006,0.0,-7.489,0.0,-7.489,0.0,0.0,-7.489,-6.39596,1.08704,30.059,-0.25,-0.25,-0.21278,30.059,-0.25,-0.25,-0.213836,
03/13/2019,74.423,72.912,1.511,-25.119,25.119,49.304,0.0,-41.091,9.017,,3.222,28.852,8.213,-1.48,1.535,1.554,-0.019,,-0.055,6.733,-0.093,6.64,0.008,0.008,0.0,6.632,0.0,6.632,0.0,0.0,6.632,17.57834,10.93834,29.769,0.22,0.22,0.590491,29.799,0.22,0.22,0.587071,
06/05/2019,74.766,73.182,1.584,-25.605,25.605,49.161,0.0,-53.123,9.426,,2.927,40.77,-3.962,-1.201,1.313,1.324,-0.011,,-0.112,-5.163,-0.132,-5.295,0.006,0.006,0.0,-5.301,0.0,-5.301,0.0,0.0,-5.301,-5.10461,0.19039,29.874,-0.18,-0.18,-0.170871,29.874,-0.18,-0.18,-0.173627,
08/28/2019,71.363,69.713,1.65,-24.794,24.794,46.569,0.0,-54.139,8.298,,2.946,42.895,-7.57,-1.387,1.384,1.384,0.0,,0.003,-8.957,-0.123,-9.08,-0.011,-0.011,0.0,-9.069,0.0,-9.069,0.0,0.0,-9.069,-6.63574,2.44426,29.965,-0.3,-0.3,-0.22145,29.965,-0.3,-0.3,-0.22145,
12/18/2019,95.149,93.332,1.817,-33.467,33.467,61.682,0.0,-68.216,10.158,,3.762,54.296,-6.534,-1.699,1.939,1.962,-0.023,,-0.24,-8.233,-0.094,-8.327,0.011,0.011,0.0,-8.338,0.0,-8.338,0.0,0.0,-8.338,-6.44838,1.87862,30.054,-0.28,-0.28,-0.21456,30.054,-0.28,-0.28,-0.217492,
03/11/2020,68.561,67.389,1.172,-24.21,24.21,44.351,0.0,-46.766,6.816,,2.677,37.273,-2.415,-1.32,1.468,1.473,-0.005,,-0.148,-3.735,-0.062,-3.797,0.006,0.006,0.0,-3.803,0.0,-3.803,0.0,0.0,-3.803,-1.27848,2.51852,30.215,-0.13,-0.13,-0.042313,30.215,-0.13,-0.13,-0.046647,
06/03/2020,18.994,18.795,0.199,-9.188,9.188,9.806,0.0,-33.505,3.339,,2.709,27.457,-23.699,-1.22,1.622,1.641,-0.019,,-0.402,-24.919,-0.053,-24.972,0.007,0.007,0.0,-24.979,0.0,-24.979,0.0,0.0,-24.979,-15.22024,9.75176,30.398,-0.82,-0.82,-0.500699,30.398,-0.82,-0.82,-0.500699,
