Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/2016,810.3,288.8,247.5,-57.7,,-57.7,331.7,90.5,71.5,,169.7,0.0,-642.9,-407.7,112.9,112.9,0.0,-520.6,-520.6,0.0,-142.5,657.0,-799.5,0.0,0.0,0.0,0.0,-92.7,8.5,-84.1,88.7,-39.2,130.4,-2.5,3.9,18.1,-14.2,0.0,-48.1,127.8,
03/31/2017,610.5,310.3,259.2,44.4,,44.4,-3.4,-80.8,-34.8,,112.2,0.0,-337.0,-308.5,120.8,120.8,0.0,-429.3,-429.3,0.0,30.6,615.6,-585.0,0.0,0.0,0.0,0.0,-59.1,-445.7,-294.7,-168.8,18.8,412.0,-599.6,17.8,17.8,0.0,0.0,20.9,-151.3,
06/30/2017,574.7,373.0,269.0,54.9,,54.9,-122.2,-95.2,-92.0,,65.0,0.0,-433.3,-363.6,123.4,123.4,0.0,-487.0,-487.0,0.0,-54.1,708.4,-762.5,0.0,0.0,0.0,0.0,-15.6,-62.1,-87.8,24.7,318.1,547.8,-841.2,1.0,1.0,0.0,0.0,36.1,115.4,
09/30/2017,637.3,402.7,286.1,-4.0,,-4.0,-47.5,-140.3,-81.0,,173.8,0.0,-369.2,-314.6,112.8,112.8,0.0,-427.4,-427.4,0.0,-110.8,673.7,-784.5,0.0,0.0,0.0,0.0,56.2,138.5,-87.9,217.0,-75.0,411.2,-119.2,9.4,9.4,0.0,0.0,26.9,433.5,
12/31/2017,893.3,589.2,293.2,-273.9,,-273.9,284.8,44.3,57.9,,182.6,0.0,-825.1,-389.2,113.7,113.7,0.0,-502.9,-502.9,0.0,-268.8,716.0,-984.8,0.0,0.0,0.0,0.0,-167.1,-24.5,-87.9,52.3,90.2,299.2,-337.1,11.1,11.1,0.0,0.0,7.7,51.4,
03/31/2018,525.3,512.1,273.5,-117.4,,-117.4,-142.9,-233.0,-135.5,,225.6,0.0,-56.1,-245.1,130.0,130.0,0.0,-375.1,-375.1,0.0,-152.9,696.5,-849.4,0.0,0.0,0.0,0.0,341.9,-339.3,-510.1,174.8,284.3,398.7,-508.2,-4.0,9.5,-13.5,0.0,9.5,139.4,
06/30/2018,673.2,559.6,268.3,51.3,,51.3,-206.0,-1.5,-253.0,,48.5,0.0,-689.1,-365.2,178.3,178.3,0.0,-543.5,-543.5,0.0,-312.3,768.4,-1080.7,0.0,0.0,0.0,0.0,-11.6,60.7,-98.4,238.4,-54.2,929.0,-636.4,-79.3,1.4,-80.7,0.0,-42.1,2.7,
09/30/2018,728.7,545.3,252.6,6.0,,6.0,-75.2,-140.5,-38.7,,104.0,0.0,-531.3,-311.9,182.4,182.4,0.0,-494.3,-494.3,0.0,-225.1,734.0,-959.1,0.0,0.0,0.0,0.0,5.7,214.9,-98.1,369.7,-130.2,757.6,-257.7,-56.7,2.3,-59.0,0.0,-5.1,407.2,
12/31/2018,1065.1,578.1,259.7,40.3,,40.3,187.0,-137.3,94.5,,229.8,0.0,-654.2,-376.4,163.0,163.0,0.0,-539.4,-539.4,0.0,-254.6,715.1,-969.7,0.0,0.0,0.0,0.0,-23.2,134.8,-97.7,427.6,526.0,254.6,-353.0,-195.1,6.1,-201.2,0.0,-23.8,521.9,
03/31/2019,363.0,629.0,259.1,-12.6,,-12.6,-512.5,-402.7,-92.8,,-17.0,0.0,-400.7,-225.7,164.5,164.5,0.0,-390.2,-390.2,0.0,-123.3,764.8,-888.1,0.0,0.0,0.0,0.0,-51.7,-550.3,-806.1,272.8,-113.9,636.7,-250.0,-17.0,15.9,-32.9,0.0,-5.3,-593.3,
06/30/2019,826.5,619.7,261.2,36.1,,36.1,-90.5,81.7,-55.9,,-116.3,0.0,-724.7,-385.4,134.7,134.7,0.0,-520.1,-520.1,0.0,-289.1,798.4,-1087.5,0.0,0.0,0.0,0.0,-50.2,268.3,-110.9,394.8,444.5,817.2,-866.9,-15.6,8.0,-23.6,0.0,6.7,376.8,
09/30/2019,727.1,607.9,272.1,24.8,,24.8,-177.7,-151.8,13.5,,-39.4,0.0,-431.1,-336.9,178.4,178.4,0.0,-515.3,-515.3,0.0,-76.7,921.3,-998.0,0.0,0.0,0.0,0.0,-17.5,193.3,-110.8,347.9,305.9,602.3,-560.3,-43.8,9.9,-53.7,0.0,-39.2,450.1,
12/31/2019,943.7,531.3,284.9,28.8,,28.8,98.7,-47.4,159.8,,-13.7,0.0,-650.9,-384.7,160.5,160.5,0.0,-545.2,-545.2,0.0,-203.9,904.3,-1108.2,0.0,0.0,0.0,0.0,-62.3,172.1,-110.8,255.9,-79.4,448.1,-112.8,27.0,27.0,0.0,0.0,40.7,505.6,
03/31/2020,425.9,359.4,70.0,194.0,,194.0,-197.5,-6.8,-169.0,,-21.7,0.0,-379.8,-343.4,113.1,113.1,0.0,-456.5,-456.5,0.0,-65.1,759.2,-824.3,0.0,0.0,0.0,0.0,28.7,-833.7,-907.4,108.9,-133.5,710.0,-467.6,-35.2,6.3,-41.5,0.0,-64.4,-852.0,
06/30/2020,934.9,147.7,443.3,-191.9,,-191.9,535.8,701.5,153.5,,-319.2,0.0,-214.3,-165.8,129.5,129.5,0.0,-295.3,-295.3,0.0,-40.7,707.8,-748.5,0.0,0.0,0.0,0.0,-7.8,-944.7,-110.6,-839.0,-1059.0,764.8,-544.8,4.9,5.0,-0.1,0.0,29.0,-195.1,
