Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
06/30/2016,4985.0,3497.0,284.0,14.0,95.0,-131.0,50.0,1190.0,381.0,-83.0,172.0,720.0,0.0,-3284.0,-204.0,0.0,0.0,0.0,-204.0,-204.0,0.0,-7045.0,,-7045.0,0.0,0.0,0.0,0.0,3965.0,-1561.0,-626.0,90.0,,,,-973.0,28.0,-1001.0,-52.0,30.0,170.0,,
09/30/2016,4393.0,3330.0,299.0,252.0,95.0,21.0,136.0,512.0,580.0,-177.0,-48.0,157.0,0.0,-3917.0,-198.0,0.0,,,-198.0,-198.0,0.0,12022.0,,,0.0,0.0,0.0,0.0,-15741.0,2797.0,-623.0,4690.0,,,,-940.0,60.0,-1000.0,-330.0,51.0,3324.0,,
12/31/2016,3539.0,3108.0,292.0,290.0,102.0,-24.0,212.0,-151.0,422.0,-214.0,162.0,-521.0,0.0,-2675.0,-169.0,0.0,,,-169.0,-169.0,0.0,-25619.0,,,0.0,0.0,0.0,0.0,23113.0,-2348.0,-619.0,-481.0,,,,-972.0,28.0,-1000.0,-276.0,-96.0,-1580.0,,
03/31/2017,2925.0,2702.0,294.0,183.0,89.0,58.0,36.0,-254.0,537.0,-5.0,-262.0,-524.0,0.0,307.0,-118.0,0.0,0.0,0.0,-118.0,-118.0,0.0,-3482.0,0.0,-3482.0,0.0,0.0,0.0,0.0,3907.0,-1244.0,-687.0,-30.0,,,,-469.0,96.0,-565.0,-58.0,68.0,2056.0,,
06/30/2017,3526.0,3073.0,298.0,328.0,102.0,80.0,146.0,-173.0,-419.0,-9.0,-137.0,392.0,0.0,-4246.0,-123.0,0.0,0.0,0.0,-123.0,-123.0,0.0,-9787.0,0.0,-9787.0,0.0,0.0,0.0,0.0,5664.0,-880.0,-680.0,-30.0,,,,-107.0,23.0,-130.0,-63.0,27.0,-1573.0,,
09/30/2017,2694.0,2718.0,297.0,134.0,113.0,-11.0,32.0,-455.0,355.0,-65.0,-116.0,-629.0,0.0,-2114.0,-129.0,0.0,0.0,0.0,-129.0,-129.0,0.0,7586.0,13130.0,-5544.0,0.0,0.0,0.0,0.0,-9571.0,2170.0,-682.0,2820.0,,,,-89.0,64.0,-153.0,121.0,46.0,2796.0,,
12/31/2017,2753.0,-3865.0,397.0,231.0,334.0,-209.0,106.0,5990.0,281.0,-174.0,85.0,5798.0,0.0,-10016.0,-220.0,0.0,0.0,0.0,-220.0,-220.0,0.0,-4501.0,0.0,-4501.0,0.0,0.0,0.0,0.0,-5295.0,3347.0,-682.0,4414.0,,,,-55.0,51.0,-106.0,-330.0,-4.0,-3920.0,3342.0,
03/31/2018,2270.0,1538.0,357.0,305.0,220.0,35.0,50.0,70.0,101.0,-14.0,-92.0,75.0,0.0,4354.0,-212.0,0.0,0.0,0.0,-212.0,-212.0,0.0,-397.0,0.0,-397.0,0.0,0.0,0.0,0.0,4963.0,-6595.0,-753.0,-4500.0,,,,-928.0,111.0,-1039.0,-414.0,26.0,55.0,,
06/30/2018,1573.0,1817.0,356.0,317.0,252.0,-37.0,102.0,-917.0,176.0,-20.0,-101.0,-972.0,0.0,5241.0,-297.0,0.0,0.0,0.0,-297.0,-297.0,0.0,-1612.0,0.0,-1612.0,0.0,0.0,0.0,0.0,7150.0,-1152.0,-740.0,0.0,,,,-402.0,48.0,-450.0,-10.0,-71.0,5591.0,,
09/30/2018,2212.0,2097.0,358.0,77.0,198.0,12.0,-133.0,-320.0,90.0,-157.0,-24.0,-229.0,0.0,2025.0,-167.0,0.0,0.0,0.0,-167.0,-167.0,0.0,-3777.0,0.0,-3777.0,0.0,0.0,0.0,0.0,5969.0,-2901.0,-742.0,-1750.0,,,,-369.0,80.0,-449.0,-40.0,-1.0,1335.0,,
12/31/2018,2345.0,3.0,358.0,1756.0,175.0,279.0,1302.0,228.0,113.0,-119.0,178.0,56.0,0.0,2735.0,-248.0,0.0,0.0,0.0,-248.0,-248.0,0.0,-4447.0,0.0,-4447.0,0.0,0.0,0.0,0.0,7430.0,-1670.0,-736.0,0.0,,,,-912.0,50.0,-962.0,-22.0,-39.0,3371.0,,
03/31/2019,1577.0,1975.0,359.0,136.0,143.0,24.0,-31.0,-893.0,32.0,-15.0,-201.0,-709.0,0.0,-244.0,-237.0,0.0,0.0,0.0,-237.0,-237.0,0.0,-6722.0,0.0,-6722.0,0.0,0.0,0.0,0.0,6715.0,-2366.0,-817.0,-750.0,,,,-731.0,103.0,-834.0,-68.0,20.0,-1013.0,,
06/30/2019,2342.0,1880.0,348.0,315.0,174.0,4.0,137.0,-201.0,-100.0,3.0,35.0,-139.0,0.0,-6163.0,-185.0,0.0,0.0,0.0,-185.0,-185.0,0.0,-10300.0,0.0,-10300.0,-239.0,0.0,-239.0,0.0,4561.0,-1857.0,-800.0,-500.0,,,,-550.0,38.0,-588.0,-7.0,-9.0,-5687.0,,
09/30/2019,2899.0,-1165.0,347.0,3661.0,162.0,-824.0,4323.0,56.0,101.0,-23.0,24.0,-46.0,0.0,-2095.0,-200.0,0.0,0.0,0.0,-200.0,-200.0,0.0,-7035.0,0.0,-7035.0,0.0,0.0,0.0,0.0,5140.0,-2515.0,-804.0,-1500.0,,,,-181.0,41.0,-222.0,-30.0,-55.0,-1766.0,,
12/31/2019,2580.0,2696.0,350.0,-654.0,157.0,-1302.0,491.0,188.0,-251.0,-60.0,81.0,418.0,0.0,431.0,-203.0,0.0,0.0,0.0,-203.0,-203.0,0.0,-6398.0,0.0,-6398.0,0.0,0.0,0.0,0.0,7032.0,-896.0,-801.0,0.0,0.0,0.0,0.0,-78.0,27.0,-105.0,-17.0,42.0,2157.0,,
03/31/2020,1436.0,1551.0,349.0,637.0,141.0,56.0,440.0,-1101.0,-376.0,15.0,-109.0,-631.0,0.0,-344.0,-171.0,0.0,0.0,0.0,-171.0,-171.0,0.0,-13158.0,0.0,-13158.0,0.0,0.0,0.0,0.0,12985.0,-2611.0,-874.0,-500.0,,,,-1151.0,177.0,-1328.0,-86.0,-61.0,-1580.0,,
06/30/2020,2566.0,-3339.0,349.0,4594.0,168.0,53.0,4373.0,962.0,744.0,-37.0,-4.0,259.0,0.0,-5023.0,-143.0,0.0,0.0,0.0,-143.0,-143.0,0.0,-3595.0,0.0,-3595.0,-4804.0,0.0,-4804.0,0.0,3519.0,-874.0,-856.0,0.0,,,,-19.0,35.0,-54.0,1.0,26.0,-3305.0,,
