Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,741.288,728.808,12.48,-614.963,616.722,-1.759,126.325,0.784,-76.449,76.449,,0.0,50.66,-0.215,,0.215,,,0.0,50.445,-18.053,32.392,0.0,0.0,0.0,32.392,0.0,32.392,0.0,0.0,32.392,32.392,0.0,4.979,6.51,6.51,6.51,5.126,6.32,6.32,6.32,
03/31/2012,600.492,586.195,14.297,-490.313,491.829,-1.516,110.179,0.984,-80.089,80.089,,0.0,31.074,-0.116,,0.116,,,0.0,30.958,-10.835,20.123,0.0,0.0,0.0,20.123,0.0,20.123,0.0,0.0,20.123,20.123,0.0,5.044,3.99,3.99,3.99,5.159,3.9,3.9,3.9,
06/30/2012,769.783,755.29,14.493,-624.309,624.978,-0.669,145.474,0.674,-82.081,82.081,,0.0,64.067,-0.112,,0.112,,,0.0,63.955,-17.117,46.838,0.0,0.0,0.0,46.838,0.0,46.838,0.0,0.0,46.838,46.838,0.0,5.106,9.17,9.17,9.17,5.221,8.97,8.97,8.97,
09/30/2012,870.637,854.396,16.241,-701.571,702.436,-0.865,169.066,0.76,-84.342,84.342,,0.0,85.484,-1.351,,1.351,,,0.0,84.133,-31.133,53.0,0.0,0.0,0.0,53.0,0.0,53.0,0.0,0.0,53.0,53.0,0.0,4.999,10.6,10.6,10.6,5.132,10.33,10.33,10.33,
12/31/2012,943.738,925.363,18.375,-755.488,756.396,-0.908,188.25,1.632,-88.447,88.447,,0.0,101.435,-5.404,,5.404,,,0.0,96.031,-35.404,60.627,0.0,0.0,0.0,60.627,0.0,60.627,0.0,0.0,60.627,60.627,0.0,4.897,12.38,12.38,12.38,5.06,11.98,11.98,11.98,
03/31/2013,770.256,750.868,19.388,-623.244,624.085,-0.841,147.012,1.139,-87.594,87.594,,0.0,60.557,-5.452,,5.452,,,0.0,55.105,-20.064,35.041,0.0,0.0,0.0,35.041,0.0,35.041,0.0,0.0,35.041,35.041,0.0,4.979,7.04,7.04,7.04,5.122,6.84,6.84,6.84,
06/30/2013,1009.892,992.21,17.682,-833.378,834.288,-0.91,176.514,1.276,-92.372,92.372,,0.0,85.418,-5.237,,5.237,,,0.0,80.181,-29.491,50.69,0.0,0.0,0.0,50.69,0.0,50.69,0.0,0.0,50.69,60.83,10.14,4.889,10.37,10.37,12.442217,5.013,10.11,10.11,12.132741,
09/30/2013,1188.967,1167.595,21.372,-963.177,964.416,-1.239,225.79,1.248,-89.923,89.923,,0.0,137.115,-5.525,,5.525,,,0.0,131.59,-48.655,82.935,0.0,0.0,0.0,82.935,0.0,82.935,0.0,0.0,82.935,82.935,0.0,4.588,18.08,18.08,18.08,4.695,17.67,17.67,17.67,
12/31/2013,1242.152,1223.808,18.344,-999.967,1001.415,-1.448,242.185,0.995,-85.734,85.734,,0.0,157.446,-5.626,,5.626,,,0.0,151.82,-54.009,97.811,0.0,0.0,0.0,97.811,0.0,97.811,0.0,0.0,97.811,108.1876,10.3766,4.5,21.74,21.74,24.041689,4.626,21.15,21.15,23.393104,
03/31/2014,811.31,799.187,12.123,-654.078,655.152,-1.074,157.232,1.056,-102.897,102.897,,0.0,55.391,-5.684,,5.684,,,0.0,49.707,-25.858,23.849,0.0,0.0,0.0,23.849,0.0,23.849,0.0,0.0,23.849,23.849,0.0,4.467,5.34,5.34,5.34,4.62,5.16,5.16,5.16,
06/30/2014,1102.054,1084.08,17.974,-882.083,882.778,-0.695,219.971,0.646,-106.2,106.2,,0.0,114.417,-5.593,,5.593,,,0.0,108.824,-40.646,68.178,0.0,0.0,0.0,68.178,0.0,68.178,0.0,0.0,68.178,68.178,0.0,4.349,15.68,15.68,15.68,4.495,15.17,15.17,15.17,
09/30/2014,1203.166,1185.16,18.006,-958.839,960.055,-1.216,244.327,1.145,-96.063,96.063,,0.0,149.409,-5.618,,5.618,,,0.0,143.791,-53.639,90.152,0.0,0.0,0.0,90.152,0.0,90.152,0.0,0.0,90.152,90.152,0.0,4.196,21.49,21.49,21.49,4.354,20.7,20.7,20.7,
12/31/2014,1328.038,1306.632,21.406,-1069.195,1070.601,-1.406,258.843,0.784,-102.707,102.707,,0.0,156.92,-5.696,,5.696,,,0.0,151.224,-51.773,99.451,0.0,0.0,0.0,99.451,0.0,99.451,0.0,0.0,99.451,99.451,0.0,4.106,24.22,24.22,24.22,4.279,23.24,23.24,23.24,
03/31/2015,957.749,941.538,16.211,-780.726,781.668,-0.942,177.023,0.83,-109.708,109.708,,0.0,68.145,-5.782,,5.782,,,0.0,62.363,-23.305,39.058,0.0,0.0,0.0,39.058,0.0,39.058,0.0,0.0,39.058,39.058,0.0,4.057,9.63,9.63,9.63,4.235,9.22,9.22,9.22,
06/30/2015,1243.633,1221.111,22.522,-985.69,986.854,-1.164,257.943,1.365,-104.807,104.807,,0.0,154.501,-5.817,,5.817,,,0.0,148.684,-55.289,93.395,0.0,0.0,0.0,93.395,0.0,93.395,0.0,0.0,93.395,93.395,0.0,4.066,22.97,22.97,22.97,4.262,21.91,21.91,21.91,
09/30/2015,1402.351,1374.467,27.884,-1109.881,1111.672,-1.791,292.47,1.006,-102.58,102.58,,0.0,190.896,-5.9,,5.9,,,0.0,184.996,-68.526,116.47,0.0,0.0,0.0,116.47,0.0,116.47,0.0,0.0,116.47,116.47,0.0,4.05,28.75,28.75,28.75,4.296,27.11,27.11,27.11,
12/31/2015,1555.275,1528.084,27.191,-1238.773,1238.588,0.185,316.502,0.868,-106.914,106.914,,0.0,210.456,-3.287,3.287,5.419,-2.132,,0.0,207.169,-73.165,134.004,0.0,0.0,0.0,134.004,0.0,134.004,0.0,0.0,134.004,134.004,0.0,3.915,34.23,34.23,34.23,4.198,31.92,31.92,31.92,
03/31/2016,1144.026,1121.504,22.522,-925.76,925.76,,218.266,1.025,-112.565,112.565,,0.0,106.726,-3.414,3.414,5.088,-1.674,,0.0,103.312,-38.009,65.303,0.0,0.0,0.0,65.303,0.0,65.303,0.0,0.0,65.303,65.303,0.0,3.884,16.81,16.81,16.81,4.135,15.79,15.79,15.79,
06/30/2016,1388.183,1361.741,26.442,-1126.369,1126.369,,261.814,1.162,-114.879,114.879,,0.0,148.097,-3.377,3.377,4.814,-1.437,,0.0,144.72,-53.044,91.676,0.0,0.0,0.0,91.676,0.0,91.676,0.0,0.0,91.676,91.676,0.0,3.9,23.51,23.51,23.51,4.165,22.01,22.01,22.01,
09/30/2016,1537.569,1507.451,30.118,-1242.292,1242.292,,295.277,1.176,-107.826,107.826,,0.0,188.627,-3.624,3.624,5.624,-2.0,,0.0,185.003,-67.611,117.392,0.0,0.0,0.0,117.392,0.0,117.392,0.0,0.0,117.392,117.392,0.0,3.858,30.43,30.43,30.43,4.125,28.46,28.46,28.46,
12/31/2016,1752.766,1718.527,34.239,-1413.44,1413.44,,339.326,1.109,-108.05,108.05,,0.0,232.385,-3.723,3.723,6.181,-2.458,,0.0,228.662,-77.771,150.891,0.0,0.0,0.0,150.891,0.0,150.891,0.0,0.0,150.891,150.891,0.0,3.749,40.25,40.25,40.25,3.992,37.8,37.8,37.8,
03/31/2017,1277.092,1247.587,29.505,-1026.017,1026.017,,251.075,1.411,-116.15,116.15,,0.0,136.336,-4.175,4.175,5.836,-1.661,,0.0,132.161,-29.238,102.923,0.0,0.0,0.0,102.923,0.0,102.923,0.0,0.0,102.923,102.923,0.0,3.705,27.78,27.78,27.78,4.097,25.12,25.12,25.12,
06/30/2017,1544.492,1512.714,31.778,-1218.083,1218.083,,326.409,1.953,-115.034,115.034,,0.0,213.328,-4.36,4.36,5.914,-1.554,,0.0,208.968,-61.091,147.877,0.0,0.0,0.0,147.877,0.0,147.877,0.0,0.0,147.877,147.877,0.0,3.748,39.46,39.46,39.46,4.202,35.19,35.19,35.19,
09/30/2017,1667.92,1633.726,34.194,-1307.971,1307.971,,359.949,2.298,-113.616,113.616,,0.0,248.631,-4.167,4.167,6.12,-1.953,,0.0,244.464,-82.362,162.102,0.0,0.0,0.0,162.102,0.0,162.102,0.0,0.0,162.102,162.102,0.0,3.747,43.26,43.26,43.26,4.263,38.02,38.02,38.02,
12/31/2017,1816.336,1781.494,34.842,-1438.307,1438.307,,378.029,2.922,-116.0,116.0,,0.0,264.951,-3.633,3.633,6.315,-2.682,,0.0,261.318,-136.699,124.619,0.0,0.0,0.0,124.619,0.0,124.619,0.0,0.0,124.619,187.321,62.702,3.732,33.39,33.39,50.193194,4.315,28.88,28.88,43.41117,
03/31/2018,1529.414,1490.093,39.321,-1211.946,1211.946,,317.468,2.501,-124.782,124.782,,0.0,195.187,-4.189,4.189,6.282,-2.093,,0.0,190.998,-24.949,166.049,0.0,0.0,0.0,166.049,0.0,166.049,0.0,0.0,166.049,166.049,0.0,3.675,45.19,45.19,45.19,4.22,39.34,39.34,39.34,
06/30/2018,1787.305,1750.463,36.842,-1416.797,1416.797,,370.508,2.805,-128.313,128.313,,0.0,245.0,-3.414,3.414,6.329,-2.915,,0.0,241.586,-38.412,203.174,0.0,0.0,0.0,203.174,0.0,203.174,0.0,0.0,203.174,203.174,0.0,3.635,55.9,55.9,55.9,4.142,49.05,49.05,49.05,
09/30/2018,1852.407,1809.345,43.062,-1472.649,1472.649,,379.758,3.499,-130.712,130.712,,0.0,252.545,-2.835,2.835,6.197,-3.362,,0.0,249.71,-53.894,195.816,0.0,0.0,0.0,195.816,0.0,195.816,0.0,0.0,195.816,195.816,0.0,3.612,54.21,54.21,54.21,4.056,48.28,48.28,48.28,
12/31/2018,1994.548,1954.403,40.145,-1590.735,1590.735,,403.813,5.58,-128.905,128.905,,0.0,280.488,-3.05,3.05,6.273,-3.223,,0.0,277.438,-45.28,232.158,0.0,0.0,0.0,232.158,0.0,232.158,0.0,0.0,232.158,232.158,0.0,3.601,64.46,64.46,64.46,3.964,58.57,58.57,58.57,
03/31/2019,1687.011,1643.206,43.805,-1338.806,1338.806,,348.205,6.276,-132.492,132.492,,0.0,221.989,-3.382,3.382,6.215,-2.833,,0.0,218.607,-30.201,188.406,0.0,0.0,0.0,188.406,0.0,188.406,0.0,0.0,188.406,188.406,0.0,3.607,52.23,52.23,52.23,3.955,47.64,47.64,47.64,
06/30/2019,1800.194,1757.448,42.746,-1425.388,1425.388,,374.806,6.514,-133.044,133.044,,0.0,248.276,-3.564,3.564,6.301,-2.737,,0.0,244.712,-34.503,210.209,0.0,0.0,0.0,210.209,0.0,210.209,0.0,0.0,210.209,210.209,0.0,3.612,58.2,58.2,58.2,3.959,53.09,53.09,53.09,
09/30/2019,1911.264,1873.331,37.933,-1518.276,1518.276,,392.988,7.515,-130.376,130.376,,0.0,270.127,-2.953,2.953,6.293,-3.34,,0.0,267.174,-43.387,223.787,0.0,0.0,0.0,223.787,0.0,223.787,0.0,0.0,223.787,223.787,0.0,3.672,60.94,60.94,60.94,3.988,56.11,56.11,56.11,
12/31/2019,1990.195,1946.859,43.336,-1567.392,1567.392,,422.803,7.331,-131.493,131.493,0.0,0.0,298.641,-3.339,3.339,6.571,-3.232,,0.0,295.302,-39.165,256.137,0.0,0.0,0.0,256.137,0.0,256.137,0.0,0.0,256.137,256.137,0.0,3.671,69.78,69.78,69.78,3.977,64.41,64.41,64.41,
03/31/2020,1582.528,1555.707,26.821,-1294.743,1294.743,,287.785,5.985,-128.378,128.378,,0.0,165.392,-4.017,4.017,6.486,-2.469,,0.0,161.375,14.328,175.703,0.0,0.0,0.0,175.703,0.0,175.703,0.0,0.0,175.703,175.703,0.0,3.663,47.97,47.97,47.97,3.908,44.96,44.96,44.96,
06/30/2020,1620.368,1588.758,31.61,-1284.493,1284.493,,335.875,3.087,-121.46,121.46,,0.0,217.502,-7.671,7.671,9.525,-1.854,,0.0,209.831,-45.756,164.075,0.0,0.0,0.0,164.075,0.0,164.075,0.0,0.0,164.075,164.075,0.0,3.682,44.56,44.56,44.56,3.861,42.5,42.5,42.5,
09/30/2020,1970.8,,,,,,384.306,,,,,,265.5,,,,,,,279.667,,223.0,,,,,,223.0,,,223.0,227.0,,,60.795,60.795,58.538,,60.795,60.795,58.538,
12/31/2020,2177.2,,,,,,424.554,,,,,,313.0,,,,,,,325.0,,250.0,,,,,,250.0,,,250.0,264.0,,,72.22,72.22,68.29,,72.22,72.22,68.29,
