Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2009,150073,888,888,0.0,10747,,6181,0.0,0.0,5231.0,950.0,5258,,,4726.0,23074,86246,134252.0,-48006.0,,,40753,4550.0,3715.0,835.0,,33551.0,2652,126999,,19874,13197,3816.0,2861.0,1438,0.0,,,,1438.0,1777,,393.0,1777,23089,28926,28926.0,,,,38051,,4178.0,18136.0,15344,66977,90066,0.0,43531,17.0,43514.0,-16211,31388.0,221,58929,1078.0,60007,150073,
09/30/2009,152427,641,641,0.0,10907,,6268,0.0,0.0,5270.0,998.0,4437,447.0,,4377.0,22253,87136,138195.0,-51059.0,,,43038,4546.0,3715.0,831.0,,35664.0,2381,130174,,20294,13296,3844.0,3154.0,2796,0.0,,,,2796.0,1566,,387.0,1566,24656,27662,27662.0,,,,38012,,3662.0,18294.0,15669,65674,90330,0.0,43600,17.0,43583.0,-16211,32181.0,1940,61510,587.0,62097,152427,
12/31/2009,152138,542,542,0.0,11861,,4940,0.0,0.0,3955.0,985.0,3824,359.0,,740.0,21167,87708,141242.0,-53534.0,1462.0,1462.0,41801,4461.0,3638.0,823.0,96.0,34280.0,2605,130971,,17836,14168,3402.0,266.0,1728,0.0,9.0,9.0,,1719.0,4131,0.0,324.0,1125,23695,26925,26903.0,22.0,22.0,,38905,825.0,4130.0,17956.0,15670,65830,89525,0.0,43698,17.0,43681.0,-16211,32214.0,2322,62023,590.0,62613,152138,
03/31/2010,154810,855,855,0.0,10968,,7300,0.0,0.0,6305.0,995.0,4470,450.0,,4441.0,23593,86623,141366.0,-54743.0,,,44594,4450.0,3635.0,815.0,,36764.0,2930,131217,,22297,14392,4105.0,3800.0,2763,0.0,,,,2763.0,1545,,440.0,1545,26605,26225,26225.0,,,,38563,,4138.0,17891.0,16094,64788,91393,0.0,43759,17.0,43742.0,-16211,32749.0,2540,62837,580.0,63417,154810,
06/30/2010,151456,4120,4120,0.0,11074,,7119,0.0,0.0,6151.0,968.0,4353,336.0,,4296.0,26666,81269,138318.0,-57049.0,,,43521,4446.0,3638.0,808.0,,35957.0,2782,124790,,20893,13683,4508.0,2702.0,3082,0.0,,,,3082.0,1693,,331.0,1693,25668,23197,23197.0,,,,36646,,3836.0,17012.0,15467,59843,85511,0.0,43886,17.0,43869.0,-16601,36917.0,1169,65371,574.0,65945,151456,
09/30/2010,155333,10852,7996,2856.0,11723,,7741,0.0,0.0,6771.0,970.0,5001,285.0,638.0,614.0,35317,81460,140574.0,-59114.0,,,38556,4443.0,3637.0,806.0,,31182.0,2646,120016,,19407,14148,5186.0,73.0,376,0.0,,,,376.0,5638,,240.0,1916,25421,23225,23225.0,,,,36770,,3732.0,17286.0,15512,59995,85416,0.0,43973,17.0,43956.0,-17468,39156.0,3700,69361,556.0,69917,155333,
12/31/2010,156314,10427,9454,973.0,13787,,5197,0.0,0.0,4254.0,943.0,5249,211.0,,2176.0,34660,82554,143225.0,-60671.0,1526.0,1526.0,37574,4434.0,3633.0,801.0,156.0,30055.0,2718,121654,,21590,16613,4874.0,103.0,948,0.0,12.0,12.0,,936.0,4881,0.0,193.0,1669,27419,22656,22629.0,27.0,27.0,,37130,877.0,3683.0,17335.0,15042,59786,87205,0.0,44149,17.0,44132.0,-20077,40397.0,4093,68562,547.0,69109,156314,
03/31/2011,159643,8403,6172,2231.0,14549,,7944,0.0,0.0,6973.0,971.0,4717,320.0,,4694.0,35613,83765,147409.0,-63644.0,,,40265,4427.0,3630.0,797.0,,32791.0,2727,124030,,26454,18044,5445.0,2965.0,605,0.0,,,,605.0,2159,,245.0,2159,29218,22604,22604.0,,,,37300,,3590.0,17530.0,15935,59904,89122,0.0,44331,17.0,44314.0,-21713,42480.0,4874,69972,549.0,70521,159643,
06/30/2011,160068,8140,5505,2635.0,14678,,6986,0.0,0.0,5974.0,1012.0,4874,241.0,,1103.0,34678,84268,150224.0,-65956.0,,,41122,4398.0,3606.0,792.0,,34020.0,2463,125390,,26526,18806,4836.0,2884.0,606,0.0,,,,606.0,2212,,215.0,2212,29344,22590,22590.0,,,,37556,988.0,3432.0,18062.0,14859,60146,89490,0.0,44485,17.0,44468.0,-24862,44964.0,5472,70059,519.0,70578,160068,
09/30/2011,154689,6026,3437,2589.0,14440,,7164,0.0,0.0,6164.0,1000.0,4761,302.0,,4753.0,32391,83090,147135.0,-64045.0,,,39208,4370.0,3606.0,764.0,,32152.0,2384,122298,,26322,18855,4573.0,2894.0,616,0.0,,,,616.0,1998,,267.0,1980,28936,22534,22534.0,,,,36893,926.0,3078.0,17979.0,14643,59427,88363,0.0,44627,17.0,44610.0,-28671,46681.0,3169,65806,520.0,66326,154689,
12/31/2011,153230,6361,5780,581.0,14648,,4631,0.0,0.0,3633.0,998.0,4578,415.0,,145.0,30218,84180,149209.0,-65029.0,1123.0,1123.0,37709,4077.0,3332.0,745.0,94.0,30985.0,2138,123012,,25501,17973,4220.0,3308.0,1013,0.0,0.0,0.0,,1013.0,1554,0.0,374.0,1554,28068,21610,21587.0,23.0,23.0,,37803,796.0,4068.0,18040.0,14525,59413,87481,0.0,44742,17.0,44725.0,-31787,49049.0,3235,65239,510.0,65749,153230,
03/31/2012,162881,4215,3707,508.0,15575,,6072,0.0,0.0,5071.0,1001.0,11204,399.0,,6156.0,37066,85559,151253.0,-65694.0,,,40256,4072.0,3330.0,742.0,,33574.0,2211,125815,,27515,19637,4751.0,3127.0,7002,0.0,,,,7002.0,1913,,433.0,1913,36430,21358,21358.0,,,,38050,,4033.0,18709.0,14875,59408,95838,0.0,44954,18.0,44936.0,-33678,51286.0,3972,66534,509.0,67043,162881,
06/30/2012,114008,1044,1044,0.0,7550,,1178,0.0,0.0,483.0,695.0,7140,332.0,,4066.0,16912,71227,128447.0,-57220.0,,,25869,11.0,,11.0,,23372.0,2154,97096,,13328,8243,2819.0,2266.0,4179,0.0,,,,4179.0,853,,362.0,853,18360,18829,18829.0,,,,30376,60.0,2873.0,13598.0,13483,49205,67565,0.0,45034,18.0,45016.0,-36696,33756.0,3877,45971,472.0,46443,114008,
09/30/2012,115369,1268,1268,0.0,9021,,1176,0.0,0.0,436.0,740.0,4316,188.0,,1887.0,15781,73612,133502.0,-59890.0,,,25976,10.0,0.0,10.0,,23500.0,2278,99588,,14199,9133,2837.0,2229.0,2335,0.0,,,,2335.0,849,,189.0,849,17383,18782,18782.0,,,,31327,380.0,3222.0,14155.0,13381,50109,67492,0.0,45148,18.0,45130.0,-36845,34764.0,4339,47406,471.0,47877,115369,
12/31/2012,117144,3618,3618,0.0,8929,,965,0.0,0.0,244.0,721.0,10477,105.0,,8939.0,23989,67263,126179.0,-58916.0,1058.0,1058.0,24834,4.0,0.0,4.0,94.0,22431.0,2200,93155,,14158,9154,3366.0,1638.0,955,0.0,,,,955.0,2330,0.0,99.0,821,17443,20770,20770.0,,,,30504,326.0,3346.0,13185.0,13548,51274,68717,0.0,45342,18.0,45324.0,-36780,35338.0,4087,47987,440.0,48427,117144,
03/31/2013,117780,5445,5422,23.0,8703,,1133,0.0,0.0,396.0,737.0,8954,98.0,,7552.0,24235,67890,127408.0,-59518.0,,,25655,,,,,23315.0,2242,93545,,14636,9554,3658.0,1424.0,1351,0.0,,,,1351.0,2328,,94.0,867,18315,20319,20319.0,,,,29906,350.0,3271.0,13607.0,12584,50225,68540,0.0,45443,18.0,45425.0,-36780,36662.0,3478,48803,437.0,49240,117780,
06/30/2013,116947,3984,3909,75.0,8214,,1134,0.0,0.0,392.0,742.0,9270,106.0,,8140.0,22602,69438,130262.0,-60824.0,,,24907,,,,,22576.0,2225,94345,,13968,9410,2813.0,1745.0,554,0.0,,,,554.0,2193,,100.0,1027,16715,21167,21167.0,,,,30133,,3203.0,13986.0,12844,51300,68015,0.0,45549,18.0,45531.0,-36780,37899.0,1840,48508,424.0,48932,116947,
09/30/2013,119760,3883,3883,0.0,8191,,1268,0.0,0.0,506.0,762.0,9215,74.0,,8344.0,22557,71129,134528.0,-63399.0,,,26074,,,,,23792.0,2208,97203,,14770,9411,2911.0,2448.0,572,0.0,,,,572.0,993,,882.0,922,16335,21096,21096.0,,,,30792,355.0,2847.0,14745.0,11963,51888,68223,0.0,45655,18.0,45637.0,-36780,39526.0,2712,51113,424.0,51537,119760,
12/31/2013,118057,6518,6246,272.0,8273,,1194,0.0,0.0,452.0,742.0,3038,64.0,,2167.0,19023,72827,138148.0,-65321.0,927.0,927.0,25280,0.0,0.0,0.0,128.0,22980.0,2108,99034,,13586,9250,2713.0,1623.0,589,0.0,75.0,75.0,,514.0,954,0.0,58.0,64,15129,21073,20226.0,847.0,847.0,,29363,348.0,2459.0,15220.0,11278,50436,65565,0.0,45708,18.0,45690.0,-36780,41160.0,2002,52090,402.0,52492,118057,
03/31/2014,120025,7730,7520,210.0,8438,,1221,0.0,0.0,468.0,753.0,3011,76.0,,1843.0,20400,74025,140915.0,-66890.0,,,25600,,,,,23261.0,2263,99625,,14197,9534,3485.0,1178.0,1712,0.0,,,,1712.0,1208,,68.0,70,17117,19494,19494.0,,,,29793,347.0,2394.0,15539.0,11445,49287,66404,0.0,45772,18.0,45754.0,-36780,42428.0,1802,53222,399.0,53621,120025,
06/30/2014,121648,6430,6142,288.0,7983,,1291,0.0,0.0,490.0,801.0,3132,81.0,,1943.0,18836,75424,144935.0,-69511.0,,,27388,,,,,24943.0,2364,102812,,13303,9192,2770.0,1341.0,1664,0.0,,,,1664.0,1224,,74.0,62,16191,19570,19570.0,,,,30201,378.0,2345.0,16007.0,11397,49771,65962,0.0,45944,18.0,45926.0,-36780,43653.0,2498,55315,371.0,55686,121648,
09/30/2014,118986,5782,5408,374.0,7255,,1330,0.0,0.0,536.0,794.0,1886,79.0,,883.0,16253,75790,145907.0,-70117.0,,,26943,,,,,24615.0,2249,102733,,11402,8647,1655.0,1100.0,1688,0.0,,,,1688.0,1051,,71.0,45,14141,19499,19499.0,,,,29685,366.0,2219.0,16084.0,10945,49184,63325,0.0,46018,18.0,46000.0,-36780,45451.0,585,55274,387.0,55661,118986,
12/31/2014,116539,5062,5062,0.0,6675,,1331,0.0,0.0,538.0,793.0,2000,157.0,,2000.0,15068,75444,146230.0,-70786.0,1713.0,1713.0,24314,0.0,0.0,0.0,13.0,23426.0,718,101471,,11311,7982,1051.0,2278.0,182,0.0,59.0,59.0,,123.0,44,0.0,144.0,44,11537,22383,21584.0,799.0,799.0,,30346,344.0,2964.0,15070.0,11824,52729,64266,0.0,46089,18.0,46071.0,-36780,44504.0,-1902,51911,362.0,52273,116539,
03/31/2015,110042,2664,2664,0.0,5246,,1233,0.0,0.0,456.0,777.0,1697,162.0,,1697.0,10840,74220,144476.0,-70256.0,2869.0,2869.0,22113,,,,,20355.0,1596,99202,,9326,6706,864.0,1756.0,193,0.0,,,,193.0,44,,157.0,44,9563,22318,22318.0,,,,29153,322.0,2979.0,14042.0,11653,51471,61034,0.0,46154,18.0,46136.0,-36780,43867.0,-4589,48652,356.0,49008,110042,
06/30/2015,112003,3813,3813,0.0,5044,,1277,0.0,0.0,474.0,803.0,1810,112.0,,1810.0,11944,74387,148241.0,-73854.0,2818.0,2818.0,22854,,,,,21084.0,1658,100059,,8560,5833,880.0,1847.0,138,0.0,,,,138.0,36,,101.0,36,8734,24787,24787.0,,,,29513,306.0,2849.0,14373.0,11884,54300,63034,0.0,46262,18.0,46244.0,-36780,42779.0,-3641,48620,349.0,48969,112003,
09/30/2015,105949,2413,2413,0.0,4332,,1143,0.0,0.0,388.0,755.0,1776,78.0,,244.0,9664,71828,146248.0,-74420.0,2930.0,2930.0,21527,,,,,19876.0,1573,96285,,6521,5173,659.0,689.0,175,0.0,,,,175.0,1591,,68.0,38,8287,24716,24716.0,,,,28391,286.0,2864.0,13317.0,11856,53107,61394,0.0,46329,18.0,46311.0,-36780,40786.0,-6125,44210,345.0,44555,105949,
12/31/2015,97484,2368,2368,0.0,4314,,1124,0.0,0.0,406.0,718.0,983,60.0,,215.0,8789,66446,136859.0,-70413.0,1336.0,1336.0,20913,0.0,0.0,0.0,175.0,19850.0,828,88695,,7037,4895,499.0,1643.0,1427,1365.0,62.0,62.0,,,792,0.0,46.0,38,9256,23453,22697.0,756.0,756.0,,24693,258.0,2286.0,10999.0,11104,48146,57402,0.0,46375,18.0,46357.0,-36780,36414.0,-6247,39762,320.0,40082,97484,
03/31/2016,99834,5173,4866,307.0,3753,,1072,0.0,0.0,392.0,680.0,936,48.0,,457.0,10934,66000,139521.0,-73521.0,2093.0,2093.0,20807,,,,,19074.0,1685,88900,,6189,4088,701.0,1400.0,2079,0.0,,,,2079.0,557,,37.0,77,8825,27376,26497.0,879.0,879.0,,24226,263.0,2493.0,10332.0,11101,51602,60427,0.0,46383,18.0,46365.0,-36780,34632.0,-5146,39089,318.0,39407,99834,
06/30/2016,96054,4152,2863,1289.0,3144,,1150,0.0,0.0,463.0,687.0,813,40.0,,480.0,9259,63685,137928.0,-74243.0,2119.0,2119.0,20991,,,,,19266.0,1685,86795,,5586,3746,554.0,1286.0,1331,0.0,,,,1331.0,431,,33.0,72,7348,27346,26493.0,853.0,853.0,,23529,262.0,2533.0,9655.0,11046,50875,58223,0.0,46447,18.0,46429.0,-36780,33248.0,-5371,37544,287.0,37831,96054,
09/30/2016,94284,4324,4090,234.0,3163,,1108,0.0,0.0,436.0,672.0,1046,38.0,,800.0,9641,61649,134633.0,-72984.0,2220.0,2220.0,20774,,,,,19063.0,1673,84643,,5889,3686,394.0,1809.0,1336,0.0,,,,1336.0,312,,32.0,65,7537,27353,26488.0,865.0,865.0,,22938,258.0,2471.0,9034.0,11143,50291,57828,0.0,46498,18.0,46480.0,-36780,31896.0,-5444,36170,286.0,36456,94284,
12/31/2016,89772,3660,3610,50.0,3249,,1018,0.0,0.0,418.0,600.0,682,44.0,,414.0,8609,58331,131406.0,-73075.0,2218.0,2218.0,20614,0.0,0.0,0.0,164.0,18873.0,1533,81163,,5764,3631,484.0,1649.0,1089,1005.0,84.0,84.0,,,56,0.0,34.0,22,6909,26186,25418.0,768.0,768.0,,21451,247.0,2552.0,8949.0,9669,47637,54546,0.0,46525,18.0,46507.0,-36906,31548.0,-6193,34974,252.0,35226,89772,
03/31/2017,87973,3361,3109,252.0,3105,,1097,0.0,0.0,509.0,588.0,3165,52.0,,2966.0,10728,54440,120840.0,-66400.0,2088.0,2088.0,20717,,,,,19065.0,1600,77245,,6198,3494,756.0,1948.0,1095,0.0,,,,1095.0,233,,41.0,37,7526,25340,24521.0,819.0,819.0,,19506,260.0,2534.0,7568.0,9103,44846,52372,0.0,46528,18.0,46510.0,-37018,31804.0,-5961,35353,248.0,35601,87973,
06/30/2017,78004,10267,7534,2733.0,3020,,1019,0.0,0.0,447.0,572.0,5573,42.0,,5377.0,19879,46846,108864.0,-62018.0,0.0,,11279,,,,,,11237,58125,,5913,3401,791.0,1721.0,3798,0.0,,,,3798.0,215,,29.0,33,9926,19670,18826.0,844.0,844.0,,17909,188.0,2499.0,6335.0,8858,37579,47505,0.0,46576,18.0,46558.0,-37981,28033.0,-6342,30286,213.0,30499,78004,
09/30/2017,74861,9607,6911,2696.0,3222,,1023,0.0,0.0,465.0,558.0,3102,32.0,,2932.0,16954,46669,110784.0,-64115.0,2035.0,2035.0,9203,,,,,7661.0,1510,57907,,5595,3378,1005.0,1212.0,1331,0.0,,,,1331.0,205,,23.0,38,7131,19673,18850.0,823.0,823.0,,17345,182.0,1903.0,6262.0,8975,37018,44149,0.0,46613,18.0,46595.0,-38951,28130.0,-5292,30500,212.0,30712,74861,
12/31/2017,73362,8198,6325,1873.0,4179,,1060,0.0,0.0,512.0,548.0,3075,36.0,,2800.0,16512,45683,110431.0,-64748.0,1930.0,1930.0,9237,0.0,0.0,0.0,205.0,7669.0,1327,56850,,6519,4009,1038.0,1472.0,2575,2508.0,67.0,67.0,,,303,0.0,28.0,21,9397,17128,16421.0,707.0,707.0,,16036,180.0,1854.0,5282.0,8692,33164,42561,0.0,46640,18.0,46622.0,-39906,29391.0,-5518,30607,194.0,30801,73362,
03/31/2018,70727,5272,4984,288.0,4032,,1053,0.0,0.0,503.0,550.0,2830,49.0,,2597.0,13187,45997,112707.0,-66710.0,1865.0,1865.0,9678,,,,,7707.0,1922,57540,,6472,3824,1341.0,1307.0,337,0.0,,,,337.0,300,,41.0,62,7109,16709,15923.0,786.0,786.0,,16191,173.0,1832.0,5409.0,8736,32900,40009,0.0,46660,18.0,46642.0,-40406,29663.0,-5371,30546,172.0,30718,70727,
06/30/2018,68936,3846,3234,612.0,3750,,1093,0.0,0.0,530.0,563.0,2919,43.0,,2651.0,11608,46306,114475.0,-68169.0,1847.0,1847.0,9175,,,,,7588.0,1544,57328,,6264,3642,1301.0,1321.0,89,0.0,,,,89.0,285,,35.0,24,6638,14885,14115.0,770.0,770.0,,16191,172.0,1774.0,5534.0,8676,31076,37714,0.0,46764,18.0,46746.0,-41052,30967.0,-5637,31042,180.0,31222,68936,
09/30/2018,70556,4591,3716,875.0,4319,,1239,0.0,0.0,673.0,566.0,4574,42.0,,4315.0,14723,44736,111400.0,-66664.0,1877.0,1877.0,9220,,,,,7676.0,1502,55833,,6997,3887,1582.0,1528.0,95,0.0,,,,95.0,309,,37.0,31,7401,14902,14106.0,796.0,796.0,,16174,170.0,1755.0,5535.0,8677,31076,38477,0.0,46876,18.0,46858.0,-41979,32495.0,-5442,31950,129.0,32079,70556,
12/31/2018,69980,6163,5915,248.0,3920,,1007,0.0,0.0,432.0,575.0,2184,40.0,,1774.0,13274,45698,110597.0,-64899.0,1807.0,1807.0,9201,0.0,0.0,0.0,232.0,7522.0,1407,56706,,6881,3863,1320.0,1698.0,112,33.0,79.0,79.0,,,402,0.0,30.0,32,7395,14856,14158.0,698.0,698.0,,15665,178.0,1764.0,5021.0,8672,30521,37916,0.0,46897,18.0,46879.0,-42905,34010.0,-6063,31939,125.0,32064,69980,
03/31/2019,71498,6467,6218,249.0,3701,,1014,0.0,0.0,419.0,595.0,2501,30.0,,2251.0,13683,46923,113892.0,-66969.0,1713.0,1713.0,9179,,,,,7589.0,1560,57815,,6686,3815,1539.0,1332.0,395,33.0,362.0,80.0,282.0,,289,,23.0,31,7370,15517,14153.0,1364.0,679.0,685.0,15630,176.0,1704.0,5043.0,8684,31147,38517,0.0,46895,18.0,46877.0,-43656,35534.0,-5914,32859,122.0,32981,71498,
06/30/2019,71261,6673,5941,732.0,3490,,1089,0.0,0.0,481.0,608.0,4548,38.0,,4209.0,15800,45381,105424.0,-60043.0,1391.0,1391.0,8689,,,,,7357.0,1294,55461,,8184,3618,1213.0,3353.0,465,34.0,431.0,80.0,351.0,,347,,28.0,17,8996,15502,14148.0,1354.0,661.0,693.0,13689,,1689.0,4825.0,7147,29191,38187,0.0,46940,18.0,46922.0,-44906,36769.0,-5827,32976,98.0,33074,71261,
09/30/2019,70340,8101,7193,908.0,3478,,955,0.0,0.0,399.0,556.0,2683,39.0,,2459.0,15217,44619,104633.0,-60014.0,1506.0,1506.0,8998,,,,,7410.0,1549,55123,,5313,3148,1077.0,1088.0,370,35.0,335.0,86.0,249.0,,259,,31.0,23,5942,15355,14143.0,1212.0,656.0,556.0,13804,163.0,1786.0,4693.0,7131,29159,35101,0.0,46972,18.0,46954.0,-45656,39484.0,-5654,35146,93.0,35239,70340,
12/31/2019,70514,8116,5088,3028.0,3267,,1026,0.0,0.0,472.0,554.0,4504,34.0,,4216.0,16913,43165,98642.0,-55477.0,1459.0,1459.0,8977,0.0,0.0,0.0,765.0,7228.0,950,53601,,6284,3176,1030.0,2078.0,452,18.0,434.0,87.0,347.0,,307,0.0,28.0,24,7043,15375,14157.0,1218.0,633.0,585.0,13046,171.0,1781.0,4634.0,6432,28421,35464,0.0,47001,18.0,46983.0,-46405,39742.0,-5357,34981,69.0,35050,70514,
03/31/2020,65033,7774,3908,3866.0,2116,,726,0.0,0.0,192.0,534.0,2528,35.0,,2164.0,13144,40645,96070.0,-55425.0,1478.0,1478.0,9766,,,,,7229.0,2502,51889,,5592,2900,853.0,1839.0,126,126.0,,,,,357,,23.0,21,6075,14847,14847.0,,,,12724,170.0,1563.0,4141.0,6827,27571,33646,0.0,47045,18.0,47027.0,-47130,37545.0,-6145,31315,72.0,31387,65033,
06/30/2020,63046,6892,2907,3985.0,1399,,982,0.0,0.0,452.0,530.0,1780,35.0,,1464.0,11053,41120,98296.0,-57176.0,1445.0,1445.0,9428,,,,,6889.0,2504,51993,,3629,2060,312.0,1257.0,146,146.0,,,,,330,,25.0,20,4105,14852,14852.0,,,,12596,30.0,1586.0,3901.0,7054,27448,31553,0.0,47097,18.0,47079.0,-47130,37351.0,-5825,31493,0.0,31493,63046,
