Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/2004,2873.111084,2190.457947,1779.782959,410.674988,215.619003,215.619003,,88.031998,25.865,17.642,44.525002,0.0,76.183998,,,,,2570.292969,121.953003,,,0.0,180.865005,0.0,0.0,0.0,180.865005,302.818008,,283.696991,283.696991,,,,9.752,9.752,0.0,0.0,,102.966018,,,,102.966018,396.415009,507.252991,507.252991,0.0,0.0,21.521,,,,,21.521,528.773991,925.188999,0,1279.322021,,,0.0,476.186005,1.97998,1757.488007,190.434006,1947.922012,2873.111012,
01/31/2005,2925.285889,2249.630005,721.349976,1528.280029,199.570999,199.570999,,107.552002,34.363998,23.639999,49.548,0.0,70.334999,,,,,2627.087891,122.174004,370.006989,-247.832993,0.0,176.024002,0.0,0.0,0.0,176.024002,298.198006,,291.005005,291.005005,,,,87.913002,87.913002,0.0,0.0,,108.381004,,,,108.381004,487.299011,420.0,420.0,0.0,0.0,28.132999,,,,,28.132999,448.132999,935.432011,0,1304.185059,,,0.0,497.229004,-7.38501,1794.029053,195.824997,1989.85405,2925.28606,
04/30/2005,2997.294922,2276.195007,708.283997,1567.911011,239.968002,239.968002,,121.748001,40.240002,25.559999,55.948002,0.0,75.439003,,,,,2713.350098,123.231003,,,0.0,160.714005,0.0,0.0,0.0,160.714005,283.945007,,296.160004,296.160004,,,,96.300003,96.300003,0.0,0.0,,123.19899,,,,123.19899,515.658997,419.941986,419.941986,0.0,0.0,20.173,,,,,20.173,440.114986,955.773983,0,1322.082031,,,0.0,521.48999,-2.935974,1840.636047,200.884995,2041.521042,2997.295025,
07/31/2005,3052.425049,2293.239929,670.138977,1623.100952,258.820007,258.820007,,123.634003,39.174999,26.209,58.25,0.0,91.804001,,,,,2767.498047,127.301003,,,0.0,157.626007,0.0,0.0,0.0,157.626007,284.92701,,278.368988,278.368988,,,,96.254997,96.254997,0.0,0.0,,126.303017,,,,126.303017,500.927002,419.907013,419.907013,0.0,0.0,35.049999,,,,,35.049999,454.957012,955.884014,0,1331.489014,,,0.0,556.304016,0.653992,1888.447021,208.093994,2096.541016,3052.42503,
10/31/2005,3128.841064,2325.046021,656.10498,1668.94104,278.958008,278.958008,,131.272995,35.712002,28.228001,67.333,0.0,99.211998,,,,,2834.489014,125.905998,,,0.0,168.445999,0.0,0.0,0.0,168.445999,294.351997,,304.790985,304.790985,,,,96.088997,96.088997,0.0,0.0,,119.183006,,,,119.183006,520.062988,419.834015,419.834015,0.0,0.0,35.321999,,,,,35.321999,455.156013,975.219002,0,1347.396973,,,0.0,594.598999,-5.731018,1936.264954,217.356995,2153.621948,3128.84095,
01/31/2006,3669.656,2003.021,699.618,1303.403,275.288,275.288,,69.329,32.597,25.849,10.883,0.0,314.805,,,,,2662.443,138.314,335.981,-197.667,0.0,868.899,418.085,259.728,158.357,450.814,1007.213,,357.098,357.098,,,,3.182,3.182,0.0,0.0,,558.081,,,,558.081,918.361,426.761,426.761,0.0,0.0,432.392,,,,,432.392,859.153,1777.514,0,1885.835,,,0.0,-176.011,-1.652,1708.172,183.97,1892.142,3669.656,
04/30/2010,2956.048,439.048,439.048,0.0,332.646,332.646,0.0,88.576,56.474,52.692,9.594,-30.184,416.132,,14.554,5.289,266.483,1276.402,97.002,,,0.0,1582.644,1182.717,958.038,224.679,376.228,1679.646,,430.375,410.547,19.828,,,22.098,0.0,,,22.098,820.002,329.511,,29.791,130.303,1272.475,600.429,600.429,,,667.702,,,,,303.111,1268.131,2540.606,0,1987.504,20.444,1967.06,-1.915,-1657.191,9.573,337.971,77.471,415.442,2956.048,
07/31/2010,2823.069,406.672,406.672,0.0,310.285,310.285,0.0,81.577,57.629,46.402,9.14,-31.594,391.375,,16.116,4.036,245.932,1189.909,93.783,,,0.0,1539.377,1174.664,961.409,213.255,339.973,1633.16,,425.901,391.141,34.76,,,0.0,0.0,,,,735.905,301.169,,30.241,104.552,1161.806,600.429,600.429,,,646.362,,,,,310.916,1246.791,2408.597,0,2021.948,20.448,2001.5,-2.058,-1681.364,4.26,342.786,71.686,414.472,2823.069,
10/31/2010,2763.615,368.804,368.804,0.0,328.602,328.602,0.0,72.502,54.103,39.906,9.141,-30.648,400.198,,17.982,3.912,255.283,1170.106,70.193,,,0.0,1523.316,1169.145,966.969,202.176,327.142,1593.509,,458.194,397.129,61.065,,,2.195,0.0,,,2.195,642.639,279.243,,27.62,71.04,1103.028,598.234,598.234,,,644.314,,,,,333.539,1242.548,2345.576,0,2044.822,20.45,2024.372,-2.058,-1723.067,8.582,328.279,89.76,418.039,2763.615,
01/31/2011,2813.922,581.39,581.39,0.0,319.628,319.628,0.0,66.612,29.774,29.159,7.679,0.0,328.432,0.0,20.766,,287.831,1296.062,66.843,378.527,-311.684,0.0,1451.017,1163.684,967.224,196.46,266.567,1517.86,,413.426,401.94,11.486,0.0,0.0,8.195,0.0,0.0,0.0,8.195,769.964,270.934,0.0,52.953,194.504,1191.585,583.234,583.234,0.0,0.0,553.216,0.0,0.0,0.0,0.0,229.329,1136.45,2328.035,0,2109.211,20.494,2088.717,-3.484,-1707.638,14.919,413.008,72.879,485.887,2813.922,
04/30/2011,2743.189,587.733,515.301,72.432,301.76,301.76,0.0,72.805,51.231,38.409,8.484,-25.319,245.973,,20.901,,201.696,1208.271,68.366,,,0.0,1466.552,1177.334,986.814,190.52,268.317,1534.918,,378.788,367.654,11.134,,,6.695,0.0,,,6.695,756.311,271.925,,52.533,194.533,1141.794,592.5,592.5,,,559.03,,,,,234.572,1151.53,2293.324,0,2121.041,20.557,2100.484,-4.909,-1766.833,16.858,366.157,83.708,449.865,2743.189,
07/31/2011,2698.552,552.542,500.69,51.852,326.966,326.966,0.0,63.482,49.657,29.534,9.032,-24.741,257.739,,8.481,,220.478,1200.729,75.662,,,0.0,1422.161,1160.279,982.951,177.328,253.401,1497.823,,376.619,363.586,13.033,,,8.195,0.0,,,8.195,729.857,270.15,,80.864,162.648,1114.671,591.105,591.105,,,572.051,,,,,221.037,1163.156,2277.827,0,2128.593,20.564,2108.029,-4.909,-1806.53,11.937,329.091,91.634,420.725,2698.552,
10/31/2011,2681.216,471.605,421.346,50.259,314.246,314.246,0.0,53.883,47.36,23.472,8.116,-25.065,235.278,,18.01,,192.495,1075.012,77.054,,,0.0,1529.15,1262.866,1046.549,216.317,248.274,1606.204,,392.861,381.003,11.858,,,8.403,0.0,,,8.403,655.678,260.425,,59.795,143.981,1056.942,592.695,592.695,,,567.213,,,,,246.993,1159.908,2216.85,0,2133.49,20.71,2112.78,-7.803,-1770.84,10.094,364.941,99.425,464.366,2681.216,
01/31/2012,2649.174,515.909,515.637,0.272,290.599,290.599,0.0,44.405,45.723,15.021,7.599,-23.938,213.313,0.0,19.321,,188.354,1064.226,75.713,308.928,-233.215,0.0,1509.235,1267.067,1060.16,206.907,222.847,1584.948,,392.651,383.831,8.82,0.0,0.0,8.423,0.0,0.0,0.0,8.423,574.323,230.668,0.0,85.015,41.42,975.397,591.151,591.151,0.0,0.0,529.874,0.0,0.0,0.0,0.0,214.191,1121.025,2096.422,0,2220.057,21.971,2198.086,-8.011,-1766.364,-4.174,441.508,111.244,552.752,2649.174,
04/30/2012,2589.864,491.023,491.023,0.0,288.947,288.947,0.0,50.098,47.195,18.835,7.737,-23.669,197.765,,19.016,,172.825,1027.833,74.837,,,0.0,1487.194,1255.163,1062.52,192.643,213.015,1562.031,,388.684,377.533,11.151,,,8.434,0.0,,,8.434,585.326,208.644,,92.14,52.871,982.444,589.392,589.392,,,494.796,,,,,194.012,1084.188,2066.632,0,2223.952,22.031,2201.921,-9.217,-1819.574,2.34,397.501,125.731,523.232,2589.864,
07/31/2012,2516.637,415.153,415.153,0.0,315.758,315.758,0.0,40.426,25.53,11.493,3.403,0.0,225.274,,17.871,4.816,158.827,996.611,74.855,,,0.0,1445.171,1222.778,1045.923,176.855,195.696,1520.026,,347.31,340.064,7.246,,,8.487,0.0,,,8.487,581.043,172.517,,91.64,49.426,936.84,587.675,587.675,,,455.467,,,,,186.494,1043.142,1979.982,0,2235.319,22.057,2213.262,-9.641,-1819.848,2.73,408.56,128.095,536.655,2516.637,
10/31/2012,1649.985,237.021,237.021,0.0,157.402,157.402,0.0,11.711,3.994,3.998,3.719,0.0,97.029,,8.925,,83.22,503.163,37.167,,,0.0,1109.655,1051.221,896.968,154.253,49.509,1146.822,,183.926,178.748,5.178,,,6.438,0.0,,,6.438,181.967,14.257,,43.266,41.839,372.331,586.146,586.146,,,114.603,,,,,57.08,700.749,1073.08,0,2291.671,22.06,2269.611,-9.696,-1816.949,-19.917,445.109,131.796,576.905,1649.985,
