Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2009,85.93,91.511,106.539,90.627,15.912,-15.028,-5.581,-33.231,0.0,-35.045,1.814,24.868,2.782,-43.466,42.464,-87.14,0.0,87.14,-44.676,0.0,0.0,-44.676,2.448,,-42.228,0.0,0.0,0.0,-42.228,33.993,-8.235,-3.536,0.0,-11.771,-9.1112,2.6598,32.932,-0.36,-0.36,-0.276667,32.932,-0.36,-0.36,-0.279234,
06/30/2009,119.956,91.681,104.556,86.733,17.823,-12.875,28.275,-1.98,0.0,-6.75,4.77,17.456,12.799,-21.393,98.563,-89.012,0.0,89.012,9.551,0.0,0.0,9.551,-7.174,,2.377,0.0,0.0,0.0,2.377,8.961,11.338,-3.545,0.0,7.793,11.043,3.25,32.952,0.24,0.24,0.335124,33.078,0.24,0.24,0.335124,
09/30/2009,131.125,96.818,107.986,85.416,22.57,-11.168,34.307,10.306,0.0,3.905,6.401,17.752,6.249,-8.03,123.095,-79.807,0.0,79.807,43.288,0.0,0.0,43.288,-16.879,,26.409,0.0,0.0,0.0,26.409,-2.246,24.163,-3.555,0.0,20.608,20.608,0.0,33.177,0.62,0.62,0.62,33.672,0.61,0.61,0.61,
12/31/2009,142.882,102.14,112.145,82.82,29.325,-10.005,40.742,16.212,0.0,6.681,9.531,16.399,8.131,-17.291,125.591,-87.907,0.0,87.907,37.684,0.0,0.0,37.684,-13.602,,24.082,0.0,0.0,0.0,24.082,-3.338,20.744,-14.7,0.0,6.044,6.044,0.0,36.475992,0.17,0.17,0.17,37.214321,0.16,0.16,0.16,
03/31/2010,150.113,100.84,110.019,76.782,33.237,-9.179,49.273,17.986,0.0,16.004,1.982,25.224,6.063,-10.745,139.368,-98.576,0.0,98.576,40.792,0.0,0.0,40.792,-11.582,,29.21,0.0,0.0,0.0,29.21,-10.653,18.557,0.0,0.0,18.557,18.557,0.0,41.405,0.45,0.45,0.45,42.291,0.44,0.44,0.44,
06/30/2010,146.593,106.436,116.245,78.443,37.802,-9.809,40.157,6.131,0.0,4.805,1.326,26.563,7.463,-7.408,139.185,-104.18,0.0,104.18,35.005,0.0,0.0,35.005,-13.819,,21.186,0.0,0.0,0.0,21.186,-0.066,21.12,0.0,0.0,21.12,21.12,0.0,41.72,0.51,0.51,0.51,42.476,0.5,0.5,0.5,
09/30/2010,192.577,106.341,116.758,83.435,33.323,-10.417,86.236,47.868,0.0,46.611,1.257,26.987,11.381,-10.971,181.606,-104.171,0.0,104.171,77.435,0.0,0.0,77.435,-24.996,,52.439,0.0,0.0,0.0,52.439,-14.652,37.787,0.0,0.0,37.787,37.787,0.0,41.93,0.9,0.9,0.9,42.513,0.89,0.89,0.89,
12/31/2010,176.382,104.518,118.709,91.84,26.869,-14.191,71.864,40.84,0.0,25.94,14.9,20.289,10.735,-15.504,160.878,-115.891,0.0,115.891,44.987,0.0,0.0,44.987,-11.005,,33.982,0.0,0.0,0.0,33.982,-16.495,17.487,0.0,0.0,17.487,17.487,0.0,42.067453,0.42,0.42,0.42,42.802817,0.41,0.41,0.41,
03/31/2011,210.253,120.299,134.101,91.778,42.323,-13.802,89.954,51.888,0.0,51.337,0.551,27.802,10.264,3.047,213.3,-117.435,0.0,117.435,95.865,0.0,0.0,95.865,-22.77,,73.095,0.0,0.0,0.0,73.095,-40.088,33.007,0.0,0.0,33.007,33.007,0.0,42.482,0.78,0.78,0.78,43.426,0.76,0.76,0.76,
06/30/2011,254.161,130.453,140.161,95.061,45.1,-9.708,123.708,85.331,0.0,71.68,13.651,28.365,10.012,-0.134,254.027,-121.032,0.0,121.032,132.995,0.0,0.0,132.995,-43.263,,89.732,0.0,0.0,0.0,89.732,-23.982,65.75,0.0,0.0,65.75,65.75,0.0,42.924,1.53,1.53,1.53,43.74,1.5,1.5,1.5,
09/30/2011,231.066,135.455,143.324,103.068,40.256,-7.869,95.611,62.213,0.0,52.262,9.951,30.29,3.108,-0.769,230.297,-127.451,0.0,127.451,102.846,0.0,0.0,102.846,-26.77,,76.076,0.0,0.0,0.0,76.076,-38.505,37.571,0.0,0.0,37.571,37.571,0.0,43.233,0.87,0.87,0.87,43.791,0.86,0.86,0.86,
12/31/2011,213.129,140.07,147.802,106.409,41.393,-7.732,73.059,45.777,0.0,19.755,26.022,20.511,6.771,-8.245,204.884,-134.71,0.0,134.71,70.174,0.0,0.0,70.174,-26.284,,43.89,0.0,0.0,0.0,43.89,-8.316,35.574,0.0,0.0,35.574,35.574,0.0,43.366891,0.82,0.82,0.82,43.816572,0.81,0.81,0.81,
03/31/2012,210.23,150.937,158.774,110.499,48.275,-7.837,59.293,13.815,0.0,7.839,5.976,32.4,13.078,-14.529,195.701,-132.012,0.0,132.012,63.689,0.0,0.0,63.689,-23.756,,39.933,0.0,0.0,0.0,39.933,-5.143,34.79,0.0,0.0,34.79,34.79,0.0,43.78,0.79,0.79,0.79,44.46,0.78,0.78,0.78,
06/30/2012,232.36,151.934,159.818,114.847,44.971,-7.884,80.426,34.522,0.0,25.809,8.713,33.24,12.664,-7.999,224.361,-135.766,0.0,135.766,88.595,0.0,0.0,88.595,-31.517,,57.078,0.0,0.0,0.0,57.078,-9.475,47.603,0.0,0.0,47.603,45.05,-2.553,44.207,1.08,1.08,1.019069,44.712,1.06,1.06,1.002901,
09/30/2012,223.569,154.43,161.958,122.571,39.387,-7.528,69.139,21.339,0.0,20.228,1.111,34.377,13.423,-6.788,216.781,-135.171,0.0,135.171,81.61,0.0,0.0,81.61,-28.47,,53.14,0.0,0.0,0.0,53.14,-10.851,42.289,0.0,0.0,42.289,42.289,0.0,44.449,0.95,0.95,0.95,44.915,0.94,0.94,0.94,
12/31/2012,287.251,160.563,168.168,125.374,42.794,-7.605,126.688,74.558,0.0,68.238,6.32,36.894,15.236,-15.014,272.237,-143.049,0.0,143.049,129.188,0.0,0.0,129.188,-29.526,,99.662,0.0,0.0,0.0,99.662,-49.241,50.421,0.0,0.0,50.421,50.421,0.0,44.525,1.13,1.13,1.13,44.982,1.12,1.12,1.12,
03/31/2013,241.773,163.169,171.014,124.463,46.551,-7.845,78.604,38.478,0.0,27.438,11.04,36.599,3.527,-5.813,235.96,-149.014,0.0,149.014,86.946,0.0,0.0,86.946,-26.401,,60.545,0.0,0.0,0.0,60.545,-19.654,40.891,0.0,0.0,40.891,40.891,0.0,44.802,0.91,0.91,0.91,45.393,0.9,0.9,0.9,
06/30/2013,268.32,170.081,177.983,132.519,45.464,-7.902,98.239,48.648,0.0,40.561,8.087,41.957,7.634,-18.572,249.748,-143.292,0.0,143.292,106.456,0.0,0.0,106.456,-29.968,,76.488,0.0,0.0,0.0,76.488,-27.904,48.584,0.0,0.0,48.584,48.584,0.0,45.164,1.08,1.08,1.08,45.684,1.06,1.06,1.06,
09/30/2013,434.746,177.096,185.24,140.839,44.401,-8.144,257.65,197.284,0.0,187.862,9.422,43.205,17.161,-10.638,424.108,-160.524,0.0,160.524,263.584,0.0,0.0,263.584,-47.404,,216.18,0.0,0.0,0.0,216.18,-148.559,67.621,0.0,0.0,67.621,67.621,0.0,45.58,1.48,1.48,1.48,46.202,1.46,1.46,1.46,
12/31/2013,425.711,186.998,195.384,148.437,46.947,-8.386,238.713,177.929,0.0,163.547,14.382,48.993,11.791,-28.67,397.041,-168.85,0.0,168.85,228.191,0.0,0.0,228.191,-35.285,,192.906,0.0,0.0,0.0,192.906,-134.149,58.757,0.0,0.0,58.757,58.757,0.0,45.701224,1.29,1.29,1.29,46.431259,1.27,1.27,1.27,
03/31/2014,506.553,196.328,205.024,149.808,55.216,-8.696,310.225,248.079,0.0,223.912,24.167,50.946,11.2,-0.494,506.059,-170.408,0.0,170.408,335.651,0.0,0.0,335.651,-61.296,,274.355,0.0,0.0,0.0,274.355,-183.405,90.95,0.0,0.0,90.95,90.95,0.0,45.866,1.98,1.98,1.98,46.725,1.95,1.95,1.95,
06/30/2014,219.175,204.965,213.841,149.623,64.218,-8.876,14.21,-44.545,0.0,-57.32,12.775,49.993,8.762,-1.947,217.228,-173.446,0.0,173.446,43.782,0.0,0.0,43.782,-33.582,,10.2,0.0,0.0,0.0,10.2,40.597,50.797,0.0,0.0,50.797,50.797,0.0,48.168275,1.05,1.05,1.05,49.044949,1.04,1.04,1.04,
09/30/2014,300.732,220.565,229.326,155.014,74.312,-8.761,80.167,32.182,0.0,5.644,26.538,53.346,-5.361,-16.61,284.122,-179.761,0.0,179.761,104.361,0.0,0.0,104.361,-40.207,,64.154,0.0,0.0,0.0,64.154,-0.177,63.977,0.0,0.0,63.977,63.977,0.0,50.752,1.26,1.26,1.26,51.571,1.24,1.24,1.24,
12/31/2014,402.374,234.737,243.725,162.964,80.761,-8.988,167.637,128.152,0.0,94.787,33.365,55.346,-15.861,-40.435,361.939,-186.067,0.0,186.067,175.872,0.0,0.0,175.872,-46.077,,129.795,0.0,0.0,0.0,129.795,-71.805,57.99,0.0,0.0,57.99,66.526,8.536,50.859313,1.14,1.14,1.30804,51.52815,1.13,1.13,1.295657,
03/31/2015,362.449,238.925,248.816,166.77,82.046,-9.891,123.524,72.992,0.0,33.263,39.729,58.21,-7.678,-6.452,355.997,-190.541,0.0,190.541,165.456,0.0,0.0,165.456,-63.066,,102.39,0.0,0.0,0.0,102.39,-13.874,88.516,0.0,0.0,88.516,88.516,0.0,51.009,1.74,1.74,1.74,51.719,1.71,1.71,1.71,
06/30/2015,370.058,243.771,253.926,168.572,85.354,-10.155,126.287,41.292,0.0,24.975,16.317,66.079,18.916,-26.513,343.545,-194.112,0.0,194.112,149.433,0.0,0.0,149.433,-54.974,0.0,94.459,0.0,0.0,0.0,94.459,-8.316,86.143,0.0,0.0,86.143,86.143,0.0,51.268,1.68,1.68,1.68,51.876,1.66,1.66,1.66,
09/30/2015,363.137,254.66,264.791,176.475,88.316,-10.131,108.477,29.012,0.0,18.768,10.244,68.388,11.077,-33.403,329.734,-184.755,0.0,184.755,144.979,0.0,0.0,144.979,-57.017,,87.962,0.0,0.0,0.0,87.962,-6.229,81.733,0.0,0.0,81.733,81.733,0.0,51.479,1.59,1.59,1.59,52.048,1.57,1.57,1.57,
12/31/2015,383.575,269.069,279.232,187.397,91.835,-10.163,114.506,29.954,0.0,12.439,17.515,72.705,11.847,-31.261,352.314,-208.608,0.0,208.608,143.706,0.0,0.0,143.706,-53.697,,90.009,0.0,0.0,0.0,90.009,-2.497,87.512,0.0,0.0,87.512,87.512,0.0,51.508962,1.7,1.7,1.7,52.061171,1.68,1.68,1.68,
03/31/2016,367.555,281.421,291.658,200.012,91.646,-10.237,86.134,-6.379,0.0,-4.684,-1.695,76.542,15.971,-33.341,334.214,-204.033,0.0,204.033,130.181,0.0,0.0,130.181,-53.584,,76.597,0.0,0.0,0.0,76.597,2.577,79.174,0.0,0.0,79.174,79.174,0.0,51.646,1.53,1.53,1.53,52.085,1.52,1.52,1.52,
06/30/2016,396.112,283.336,293.992,206.814,87.178,-10.656,112.776,32.068,0.0,23.27,8.798,74.454,6.254,-36.333,359.779,-200.352,0.0,200.352,159.427,0.0,0.0,159.427,-65.047,,94.38,0.0,0.0,0.0,94.38,-1.416,92.964,0.0,0.0,92.964,92.964,0.0,51.831,1.79,1.79,1.79,52.187,1.78,1.78,1.78,
09/30/2016,433.301,289.161,300.413,216.423,83.99,-11.252,144.14,42.922,0.0,23.178,19.744,80.526,20.692,-18.95,414.351,-221.827,0.0,221.827,192.524,0.0,0.0,192.524,-76.877,,115.647,0.0,0.0,0.0,115.647,-4.566,111.081,0.0,0.0,111.081,111.081,0.0,52.046,2.13,2.13,2.13,52.413,2.12,2.12,2.12,
12/31/2016,410.107,296.605,307.333,220.976,86.357,-10.728,113.502,31.71,0.0,9.976,21.734,84.648,-2.856,-7.073,403.034,-244.567,0.0,244.567,158.467,0.0,0.0,158.467,-54.825,,103.642,0.0,0.0,0.0,103.642,-4.176,99.466,0.0,0.0,99.466,99.466,0.0,52.134396,1.91,1.91,1.91,52.676578,1.89,1.89,1.89,
03/31/2017,427.652,309.993,320.926,230.477,90.449,-10.933,117.659,48.907,0.0,15.97,32.937,56.331,12.421,-30.734,396.918,-237.633,0.0,237.633,159.285,0.0,0.0,159.285,-51.405,,107.88,0.0,0.0,0.0,107.88,-6.397,101.483,0.0,0.0,101.483,95.383,-6.1,52.343571,1.94,1.94,1.822249,53.179433,1.91,1.91,1.795294,
06/30/2017,471.224,342.696,353.927,257.52,96.407,-11.231,128.528,54.558,0.0,17.63,36.928,61.159,12.811,-15.806,455.418,-251.246,0.0,251.246,204.172,0.0,0.0,204.172,-71.656,,132.516,0.0,0.0,0.0,132.516,-9.323,123.193,0.0,0.0,123.193,116.193,-7.0,52.536927,2.34,2.34,2.211644,53.194031,2.32,2.32,2.188406,
09/30/2017,532.752,373.974,385.271,274.656,110.615,-11.297,158.778,69.831,0.0,15.238,54.593,73.051,15.896,-23.522,509.23,-257.761,0.0,257.761,251.469,0.0,0.0,251.469,-97.351,,154.118,0.0,0.0,0.0,154.118,-5.498,148.62,0.0,0.0,148.62,147.32,-1.3,52.705,2.82,2.82,2.795181,53.305,2.79,2.79,2.765612,
12/31/2017,545.972,393.706,405.016,284.64,120.376,-11.31,152.266,61.622,0.0,15.765,45.857,72.662,17.982,-22.242,523.73,-264.015,0.0,264.015,259.715,0.0,0.0,259.715,-135.051,,124.664,0.0,0.0,0.0,124.664,-7.454,117.21,0.0,0.0,117.21,151.21,34.0,52.761821,2.22,2.22,2.865898,53.501851,2.19,2.19,2.825492,
03/31/2018,575.381,419.863,432.398,302.829,129.569,-12.535,155.518,62.076,0.0,9.058,53.018,81.183,12.259,-27.972,547.409,-265.417,0.0,265.417,281.992,0.0,0.0,281.992,-73.966,,208.026,0.0,0.0,0.0,208.026,-13.065,194.961,0.0,0.0,194.961,194.961,0.0,52.883063,3.69,3.69,3.69,53.685216,3.63,3.63,3.63,
06/30/2018,659.132,466.443,481.301,336.485,144.816,-14.858,192.689,89.252,0.0,36.114,53.138,89.047,14.39,-29.08,630.052,-305.739,0.0,305.739,324.313,0.0,0.0,324.313,-77.287,,247.026,0.0,0.0,0.0,247.026,-9.228,237.798,0.0,0.0,237.798,237.798,0.0,53.064,4.48,4.48,4.48,53.776,4.42,4.42,4.42,
09/30/2018,703.292,493.222,513.313,360.49,152.823,-20.091,210.07,98.99,0.0,32.193,66.797,99.058,12.022,-17.174,686.118,-309.445,0.0,309.445,376.673,0.0,0.0,376.673,-95.308,,281.365,0.0,0.0,0.0,281.365,-6.548,274.817,0.0,0.0,274.817,274.817,0.0,53.235,5.16,5.16,5.16,53.919,5.1,5.1,5.1,
12/31/2018,701.167,514.46,542.897,393.884,149.013,-28.437,186.707,65.73,0.0,10.729,55.001,107.79,13.187,-13.644,687.523,-307.592,0.0,307.592,379.931,0.0,0.0,379.931,-105.0,,274.931,0.0,0.0,0.0,274.931,-8.667,266.264,0.0,0.0,266.264,266.264,0.0,53.125046,5.01,5.01,5.01,53.684512,4.96,4.96,4.96,
03/31/2019,793.262,512.886,551.014,413.36,137.654,-38.128,280.376,88.381,0.0,29.028,59.353,180.098,11.897,-28.551,764.711,-365.664,0.0,365.664,399.047,0.0,0.0,399.047,-107.435,,291.612,0.0,0.0,0.0,291.612,-2.88,288.732,0.0,0.0,288.732,288.77308,0.04108,52.58695,5.49,5.49,5.491345,53.109173,5.44,5.44,5.440774,
06/30/2019,863.153,529.403,585.767,440.441,145.326,-56.364,333.75,134.551,0.0,47.698,86.853,181.954,17.245,-23.946,839.207,-383.522,0.0,383.522,455.685,0.0,0.0,455.685,-119.114,,336.571,0.0,0.0,0.0,336.571,-18.584,317.987,0.0,0.0,317.987,318.13315,0.14615,51.954761,6.12,6.12,6.123272,52.336178,6.08,6.08,6.082793,
09/30/2019,814.653,520.644,583.892,423.113,160.779,-63.248,294.009,107.719,0.0,29.849,77.87,172.659,13.631,-36.536,778.117,-391.324,0.0,391.324,386.793,0.0,0.0,386.793,-105.075,,281.718,0.0,0.0,0.0,281.718,-14.437,267.281,0.0,0.0,267.281,267.42715,0.14615,51.544807,5.19,5.19,5.188246,51.85847,5.15,5.15,5.152818,
12/31/2019,847.012,533.668,588.735,418.691,170.044,-55.067,313.344,101.359,0.0,28.095,73.264,199.388,12.597,-17.383,829.629,-460.752,0.0,460.752,368.877,0.0,0.0,368.877,-94.061,,274.816,0.0,0.0,0.0,274.816,-11.96,262.856,0.0,0.0,262.856,266.83286,3.97686,51.587074,5.1,5.1,5.172475,51.95925,5.06,5.06,5.136538,
03/31/2020,826.071,524.137,567.402,400.193,167.209,-43.265,301.934,106.955,0.0,46.055,60.9,183.842,11.137,-243.48,582.591,-399.585,0.0,399.585,183.006,0.0,0.0,183.006,-49.357,,133.649,0.0,0.0,0.0,133.649,1.973,135.622,-3.369,0.0,132.253,132.253,0.0,51.565499,2.56,2.56,2.56,51.944091,2.55,2.55,2.55,
06/30/2020,881.775,512.927,523.523,367.512,156.011,-10.596,368.848,97.63,0.0,34.868,62.762,254.69,16.528,-66.481,815.294,-479.636,0.0,479.636,335.658,0.0,0.0,335.658,-87.869,,247.789,0.0,0.0,0.0,247.789,-14.26,233.529,-4.594,0.0,228.935,228.935,0.0,51.581,4.44,4.44,4.44,51.795,4.42,4.42,4.42,
09/30/2020,808.6,,,,,,,,,,,,,,,,,,349.0,,,296.714,,,211.429,,,,,,211.429,,,211.429,199.267,,,3.957,3.957,3.986,,3.957,3.957,3.986,
12/31/2020,806.727,,,,,,,,,,,,,,,,,,338.0,,,259.538,,,187.25,,,,,,187.25,,,187.25,182.667,,,3.548,3.548,3.502,,3.548,3.548,3.502,
