Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2005,1355.6,282.1,,,,872.3,,,,0.0,201.2,-701.7,,,,701.7,,,653.9,-513.1,,136.1,60.1,316.9,140.8,-118.9,,,0.0,,101.5,101.5,0.0,0.0,17.4,21.9,-12.5,9.4,-30.7,,,40.1,0.0,40.1,-1.1,0.0,39.0,39.0,,271.2,0.15,0.03,0.09,273.1,0.14,0.03,0.09,
09/30/2005,1164.1,381.9,,,,559.9,,,,0.0,222.3,-557.0,557.0,557.0,,,,,607.1,-514.6,,135.9,51.9,326.8,92.5,-103.2,,,0.0,,106.5,106.5,0.0,0.0,-3.3,-10.7,5.8,-4.9,0.9,,,-5.8,0.0,-5.8,-1.0,0.0,-6.8,-6.8,,271.7,-0.03,-0.02,0.07,273.7,-0.03,-0.02,0.07,
12/31/2005,2694.0,302.0,,,,2011.0,,,,0.0,381.0,-1820.3,1820.3,1820.3,,,,,873.7,-569.5,,137.1,86.2,345.8,304.2,-210.8,,,0.0,,108.2,108.1,0.0,0.0,102.6,93.4,-19.5,73.9,4.9,,,69.0,0.0,69.0,-1.0,0.0,68.0,68.0,,271.9,0.25,0.27,0.46,273.5,0.25,0.27,0.45,
03/31/2006,2972.5,305.7,,,,2318.8,,,,0.0,348.0,-1991.7,1991.7,1991.7,,,,,980.8,-612.1,,136.8,103.0,372.3,368.7,-99.8,,,0.0,,95.3,95.3,0.0,0.0,4.5,268.9,-94.8,174.1,0.1,,,174.0,0.0,174.0,-1.1,0.0,172.9,172.9,,272.3,0.63,0.63,0.63,273.1,0.63,0.63,0.63,
06/30/2006,1311.5,301.9,,,,825.8,,,,0.0,183.8,-670.4,670.4,670.4,,,,,641.1,-444.9,,138.0,,306.9,196.2,-160.3,,,0.0,,93.4,93.4,0.0,0.0,66.9,35.9,-13.8,22.1,1.1,,,21.0,0.0,21.0,0.0,0.0,21.0,21.0,,272.4,0.08,0.08,0.1,273.2,0.08,0.08,0.1,
09/30/2006,1156.4,377.4,,,,595.6,,,,0.0,183.4,-524.9,524.9,524.9,,,,,631.5,-496.1,,136.5,49.0,310.6,135.4,-95.9,,,0.0,,96.2,96.2,0.0,0.0,-0.3,39.5,-13.5,26.0,0.2,,,25.8,0.0,25.8,0.0,0.0,25.8,25.8,,272.5,0.1,0.1,0.1,273.3,0.1,0.1,0.1,
12/31/2006,2049.6,314.2,,,,1482.3,,,,0.0,253.1,-1178.4,1178.4,1178.4,,,,,871.2,-614.5,,137.9,76.8,399.8,256.7,-115.6,,,0.0,,102.5,102.5,0.0,0.0,13.1,141.1,-48.7,92.4,29.9,,,62.5,0.0,62.5,0.0,0.0,62.5,62.5,,272.9,0.23,0.34,0.45,274.0,0.22,0.33,0.44,
03/31/2007,2844.7,326.0,,,,2188.6,,,,0.0,330.1,-1802.1,1802.1,1802.1,,,,,1042.6,-610.8,,134.3,100.4,376.1,431.8,-103.4,,,0.0,,99.1,99.1,0.0,0.0,4.3,328.4,-121.9,206.5,-10.2,,,216.7,0.0,216.7,0.0,0.0,216.7,216.7,,273.6,0.79,0.75,0.76,274.8,0.79,0.75,0.76,
06/30/2007,1566.9,333.5,,,,981.0,,,,0.0,252.4,-889.2,889.2,889.2,,,,,677.7,-531.2,,133.5,63.8,333.9,146.5,-101.1,,,0.0,,98.4,98.4,0.0,0.0,2.7,45.4,-16.5,28.9,2.2,,,26.7,0.0,26.7,0.0,0.0,26.7,26.7,,273.8,0.1,0.11,0.13,274.9,0.1,0.11,0.13,
09/30/2007,1249.6,377.6,,,,658.9,,,,0.0,213.1,-637.8,637.8,637.8,,,,,611.8,-504.3,,137.4,55.2,311.7,107.5,-97.9,,,0.0,,101.1,101.1,0.0,0.0,-3.2,9.6,-1.7,7.9,-3.1,,,11.0,0.0,11.0,0.0,0.0,11.0,11.0,,273.9,0.04,0.03,0.07,274.7,0.04,0.03,0.07,
12/31/2007,2199.7,321.5,,,,1593.6,,,,0.0,284.6,-1344.8,1344.8,1344.8,,,,,854.9,-622.6,,135.0,78.9,408.7,232.3,-148.3,,,0.0,,103.7,103.7,0.0,0.0,44.6,84.0,-24.4,59.6,-7.4,,,67.0,0.0,67.0,0.0,0.0,67.0,67.0,,274.0,0.24,0.21,0.41,275.0,0.24,0.21,0.41,
03/31/2008,3288.7,331.8,,,,2586.9,,,,0.0,370.0,-2248.0,2248.0,2248.0,,,,,1040.7,-649.3,,135.6,103.6,410.1,391.4,-89.8,,,,,91.8,91.8,0.0,0.0,-2.0,301.6,-112.1,189.5,90.2,,,99.3,0.0,99.3,0.0,0.0,99.3,99.3,,273.9,0.36,0.69,0.69,275.4,0.36,0.69,0.69,
06/30/2008,1557.2,339.9,,,,1164.2,,,,0.0,53.1,-892.0,892.0,892.0,,,,,665.2,-553.3,,147.6,62.2,343.5,111.9,-83.6,,,0.0,,87.4,87.4,0.0,0.0,-3.8,28.3,-8.6,19.7,0.0,,0.0,-202.3,0.0,-202.3,0.0,0.0,-202.3,-202.3,,274.0,-0.74,0.07,0.07,275.4,-0.74,0.07,0.07,
09/30/2008,1183.6,379.1,,,,765.9,,,,0.0,38.6,-570.2,570.2,570.2,,,,,613.4,-511.6,,140.9,57.3,313.4,101.8,-75.8,,,,,100.1,100.1,0.0,0.0,-24.3,26.0,5.1,31.1,0.0,,0.0,20.0,,20.0,0.0,0.0,20.0,20.0,,274.0,0.08,0.11,0.02,275.5,0.07,0.1,0.02,
12/31/2008,2386.9,306.2,,,,1795.7,,,,0.0,285.0,-1469.9,1469.9,1469.9,,,,,917.0,-612.6,,142.8,82.5,387.3,304.4,-108.6,,,0.0,,100.6,100.6,0.0,0.0,8.0,195.8,-68.3,127.5,-34.5,,,162.0,0.0,162.0,0.0,0.0,162.0,162.0,14.885,274.0,0.59,0.465328,0.64,275.5,0.59,0.464773,0.64,
03/31/2009,2721.7,296.8,,,,2113.1,,,,0.0,311.8,-1655.5,1655.5,1655.5,,,,0.0,1066.2,-717.8,,143.7,103.4,470.7,348.4,-91.4,90.4,,,,90.4,90.4,,,1.0,257.0,-97.6,159.4,11.0,11.0,0.0,148.4,0.0,148.4,0.0,0.0,148.4,175.5,16.1,274.2,0.54,0.58,0.640044,276.7,0.54,0.58,0.638186,
06/30/2009,1268.6,285.4,,,,704.9,,,,0.0,278.3,-586.8,586.8,586.8,,,,0.0,681.8,-570.1,,148.2,53.3,368.6,111.7,-106.5,105.3,,,,105.3,105.3,,,1.2,5.2,-9.2,-4.0,0.8,0.8,0.0,-4.8,0.0,-4.8,0.0,0.0,-4.8,9.0,13.0,274.7,-0.01,-0.01,0.032763,274.7,-0.01,-0.01,0.032763,
09/30/2009,974.9,320.0,,,,536.7,,,,0.0,118.2,-317.9,317.9,317.9,,,,0.0,657.0,-563.4,,148.8,54.2,360.4,93.6,-102.6,105.0,,,,105.0,105.0,,,-2.4,-9.0,-4.2,-13.2,2.2,2.2,0.0,-15.4,0.0,-15.4,0.0,0.0,-15.4,2.6,15.8,275.4,-0.05,-0.05,0.009441,275.4,-0.05,-0.05,0.007371,
12/31/2009,1685.1,311.0,,,,1181.0,,,,0.0,193.1,-757.8,757.8,757.8,,,,0.0,927.3,-679.8,,148.6,73.0,458.2,247.5,-104.7,98.6,,,,98.6,98.6,,,6.1,142.8,-54.3,88.5,-1.0,-1.0,0.0,89.5,0.0,89.5,0.0,0.0,89.5,130.6,42.1,276.0,0.32,0.32,0.473188,276.8,0.32,0.32,0.472095,
03/31/2010,2358.7,317.9,,,,1711.5,,,,0.0,329.3,-1286.3,1286.3,1286.3,,,,0.0,1072.4,-669.0,,149.8,86.9,432.3,403.4,-96.2,98.8,,,,98.8,98.8,,,-2.6,307.2,-109.8,197.4,0.1,0.1,0.0,197.3,0.0,197.3,0.0,0.0,197.3,201.5,4.1,276.9,0.71,0.71,0.7277,277.5,0.71,0.71,0.724775,
06/30/2010,1171.1,340.5,,,,718.6,,,,0.0,112.0,-439.1,439.1,439.1,,,,0.0,732.0,-592.8,,151.6,64.5,376.7,139.2,-95.8,98.4,,,,98.4,98.4,,,-2.6,43.4,-15.4,28.0,-0.1,-0.1,0.0,28.1,0.0,28.1,0.0,0.0,28.1,29.5,1.5,277.6,0.1,0.1,0.106268,278.4,0.1,0.1,0.105388,
09/30/2010,1138.1,397.7,,,,597.7,,,,0.0,142.7,-420.0,420.0,420.0,,,,0.0,718.1,-594.8,,153.1,62.0,379.7,123.3,-95.5,97.6,,,,97.6,97.6,,,-2.1,27.8,5.6,33.4,0.2,0.2,0.0,33.2,0.0,33.2,0.0,0.0,33.2,36.1,2.7,278.1,0.12,0.12,0.129809,279.9,0.12,0.12,0.129646,
12/31/2010,1752.0,328.5,,,,1327.5,,,,0.0,96.0,-828.7,828.7,828.7,,,,0.0,923.3,-670.6,,142.0,74.0,454.6,252.7,-197.7,97.5,,,,97.5,97.5,,,100.2,55.0,-20.8,34.2,2.4,2.4,0.0,31.8,0.0,31.8,0.0,0.0,31.8,133.4,99.2,278.6,0.11,0.12,0.478823,282.6,0.1,0.11,0.461026,
03/31/2011,2231.6,346.5,,,,1775.0,,,,0.0,110.1,-1170.9,1170.9,1170.9,,,,0.0,1060.7,-654.3,,134.3,93.0,427.0,406.4,-86.5,89.8,,,,89.8,89.8,,,-3.3,319.9,-110.8,209.1,-0.4,-0.4,0.0,209.5,0.0,209.5,0.0,0.0,209.5,212.4,3.3,279.3,0.75,0.75,0.760473,285.0,0.73,0.73,0.741579,
06/30/2011,1228.3,349.2,,,,807.7,,,,0.0,71.4,-462.5,462.5,462.5,,,,0.0,765.8,-600.3,,134.5,67.8,398.0,165.5,-93.8,94.4,,,,94.4,94.4,,,-0.6,71.7,-30.9,40.8,0.6,0.6,0.0,40.2,0.0,40.2,0.0,0.0,40.2,42.2,1.4,280.2,0.14,0.14,0.150607,287.1,0.14,0.14,0.144876,
09/30/2011,1068.7,404.7,,,,610.0,,,,0.0,54.0,-323.1,323.1,323.1,,,,0.0,745.6,-598.2,,134.9,59.2,404.1,147.4,-94.1,95.7,,,,95.7,95.7,,,-1.6,53.3,-17.0,36.3,1.6,1.6,0.0,34.7,0.0,34.7,0.0,0.0,34.7,38.1,1.8,280.8,0.12,0.13,0.135684,289.0,0.12,0.13,0.135684,
12/31/2011,1479.1,327.3,,,,1079.8,,,,0.0,72.0,-597.0,597.0,597.0,,,,0.0,882.1,-699.9,,133.8,74.6,491.5,182.2,-163.6,96.9,,,,96.9,96.9,,,66.7,18.6,-3.1,15.5,0.9,0.9,0.0,14.6,0.0,14.6,0.0,0.0,14.6,102.2,86.7,281.4,0.04,0.05,0.363184,291.1,0.04,0.05,0.347836,
03/31/2012,1648.9,352.6,,,,1282.9,,,,0.0,13.4,-627.4,627.4,627.4,,,,0.0,1021.5,-623.8,,145.4,86.8,391.6,397.7,-103.0,103.3,,,,103.3,103.3,,,-0.3,294.7,-102.2,192.5,-0.9,-0.9,0.0,193.4,0.0,193.4,0.0,0.0,193.4,188.1,-4.4,282.9,0.68,0.68,0.664899,293.1,0.66,0.66,0.644988,
06/30/2012,1038.8,377.1,,,,638.8,,,,0.0,22.9,-238.8,238.8,238.8,,,,0.0,800.0,-595.0,,147.3,66.6,381.1,205.0,-100.4,103.2,,,,103.2,103.2,,,-2.8,104.6,-36.3,68.3,-1.1,-1.1,0.0,69.4,0.0,69.4,0.0,0.0,69.4,66.2,-2.1,284.4,0.25,0.25,0.232771,295.8,0.23,0.23,0.222901,
09/30/2012,956.2,418.0,,,,504.6,,,,0.0,33.6,-227.2,227.2,227.2,,,,0.0,729.0,-597.5,,125.3,62.3,409.9,131.5,-105.7,107.9,,,,107.9,107.9,,,-2.2,25.8,-9.2,16.6,-2.7,-2.7,0.0,19.3,0.0,19.3,0.0,0.0,19.3,15.9,-0.7,290.298,0.06,0.05,0.054771,300.0,0.06,0.05,0.047667,
12/31/2012,1393.6,360.0,,,,995.9,,,,0.0,37.7,-426.6,426.6,426.6,,,,0.0,967.0,-660.4,,143.9,72.4,444.1,306.6,-107.5,103.9,,,,103.9,103.9,,,3.6,199.1,-67.0,132.1,-1.9,-1.9,0.0,134.0,0.0,134.0,0.0,0.0,134.0,132.7,0.6,309.9,0.43,0.42,0.428203,311.3,0.43,0.42,0.421927,
03/31/2013,1782.2,377.3,,,,1360.7,,,,0.0,44.2,-676.0,676.0,676.0,,,,0.0,1106.2,-677.3,,143.6,86.7,447.0,428.9,-94.5,98.6,,,,98.6,98.6,,,-4.1,334.4,-118.4,216.0,-44.5,-44.5,0.0,260.5,0.0,260.5,0.0,0.0,260.5,215.8,-0.2,311.1,0.84,0.69,0.693668,312.1,0.83,0.69,0.689359,
06/30/2013,1201.5,384.5,,,,759.8,,,,0.0,57.2,-349.3,349.3,349.3,,,,0.0,852.2,-658.2,,143.3,70.7,444.2,194.0,-88.7,102.0,,,,102.0,102.0,,,-13.3,105.3,-32.9,72.4,0.7,0.7,0.0,71.7,0.0,71.7,0.0,0.0,71.7,72.2,-0.2,312.2,0.23,0.23,0.231262,313.2,0.23,0.23,0.229361,
09/30/2013,1076.8,413.4,,,,602.0,,,,0.0,61.4,-243.0,243.0,243.0,,,,0.0,833.8,-657.4,,144.5,64.3,448.6,176.4,-99.0,103.7,,,,103.7,103.7,,,-4.7,77.4,-27.9,49.5,1.4,1.4,0.0,48.1,0.0,48.1,0.0,0.0,48.1,39.7,-9.8,312.8,0.16,0.16,0.126918,313.8,0.16,0.16,0.126918,
12/31/2013,1596.8,388.2,,,,1147.0,,,,0.0,61.6,-547.2,547.2,547.2,,,,0.0,1049.6,-705.5,,145.9,78.9,480.7,344.1,-108.4,110.5,,,,110.5,110.5,,,-2.1,235.7,-82.7,153.0,1.2,1.2,0.0,151.8,0.0,151.8,0.0,0.0,151.8,148.255,-4.745,313.4,0.48,0.49,0.473054,314.8,0.48,0.49,0.473054,
03/31/2014,2320.5,450.0,,,,1793.5,,,,0.0,77.0,-1061.3,1061.3,1061.3,,,,0.0,1259.2,-725.5,,148.7,101.1,475.7,533.7,-104.6,109.1,,,,109.1,109.1,,,-4.5,429.1,-162.7,266.4,0.2,0.2,0.0,266.2,0.0,266.2,0.0,0.0,266.2,250.7,-15.7,314.2,0.85,0.85,0.797899,315.1,0.85,0.85,0.797899,
06/30/2014,1335.1,404.8,,,,813.6,,,,0.0,116.7,-371.7,371.7,371.7,,,,0.0,963.4,-743.8,,149.1,73.4,521.3,219.6,-101.6,109.1,,,,109.1,109.1,,,-7.5,118.0,-39.5,78.5,0.3,0.3,0.0,78.2,,78.2,0.0,0.0,78.2,77.8,-0.7,315.0,0.25,0.25,0.246984,316.1,0.25,0.25,0.246984,
09/30/2014,838.2,423.5,430.0,4.9,-11.4,411.9,363.0,28.5,20.4,0.0,2.8,-262.4,262.4,262.4,,,,0.0,575.8,-504.7,,123.8,53.4,327.5,71.1,-89.0,94.7,,,,94.7,94.7,,,-5.7,-17.9,0.7,-17.2,-48.6,-48.6,0.0,31.4,0.0,31.4,0.0,0.0,31.4,-17.1,0.1,315.4,0.1,-0.05,-0.054217,315.4,0.1,-0.05,-0.054217,
12/31/2014,1691.1,392.6,,,,1241.4,,,,0.0,57.1,-560.7,560.7,560.7,,,,0.0,1130.4,-779.1,,154.7,77.8,546.6,351.3,-114.7,115.8,,,,115.8,115.8,,,-1.1,236.6,-82.3,154.3,0.1,0.1,0.0,154.2,0.0,154.2,0.0,0.0,154.2,146.37,-7.93,315.8,0.49,0.49,0.46349,317.5,0.49,0.49,0.46349,
03/31/2015,1852.2,395.8,399.1,6.3,-9.6,1448.8,1472.3,38.8,-62.3,0.0,7.6,-848.3,125.7,125.7,,722.6,722.6,0.0,1003.9,-617.6,,125.0,83.3,409.3,386.3,-89.3,92.8,,,,92.8,92.8,,,-3.5,297.0,-104.5,192.5,-82.8,-82.8,0.0,275.3,-6.9,268.4,0.0,0.0,268.4,186.2,0.6,316.6,0.85,0.586229,0.588124,317.4,0.85,0.586229,0.588119,
06/30/2015,884.6,375.6,362.7,2.5,10.4,504.5,498.8,18.5,-12.8,0.0,4.5,-250.0,116.6,116.6,,133.4,133.4,0.0,634.6,-550.2,,133.5,60.2,356.5,84.4,-193.1,98.2,,,,98.2,98.2,,,94.9,-108.7,35.6,-73.1,-36.7,-36.7,0.0,-36.4,,-36.4,0.0,0.0,-36.4,38.9,112.0,317.5,-0.11,-0.23,0.12252,317.5,-0.11,-0.23,0.12252,
09/30/2015,817.2,428.4,399.3,5.0,24.1,381.0,354.9,14.0,12.1,0.0,7.8,-209.1,209.1,209.1,,,,0.0,608.1,-498.4,,132.5,53.7,312.2,109.7,-89.1,94.9,,,,94.9,94.9,,,-5.8,20.6,-5.8,14.8,19.7,19.7,0.0,-4.9,0.0,-4.9,0.0,0.0,-4.9,17.0,2.2,318.1,-0.02,0.05,0.053442,321.5,-0.02,0.05,0.053442,
12/31/2015,1097.8,374.2,357.7,2.6,13.9,716.3,638.2,16.0,62.1,0.0,7.3,-336.4,110.8,110.8,,225.6,225.6,0.0,761.4,-541.9,,133.4,58.9,349.6,219.5,-88.5,94.3,,,,94.3,94.3,,,-5.8,131.0,-66.6,64.4,5.0,5.0,0.0,59.4,0.0,59.4,0.0,0.0,59.4,80.5,16.1,318.8,0.19,0.2,0.252509,321.1,0.19,0.2,0.25014,
03/31/2016,1436.6,392.3,367.9,2.5,21.9,1039.4,975.8,23.1,40.5,0.0,4.9,-496.5,119.1,119.1,,377.4,377.4,0.0,940.1,-558.7,,132.8,71.3,354.6,381.4,-89.8,90.5,,,,90.5,90.5,,,-0.7,291.6,-105.0,186.6,0.0,0.0,0.0,186.6,0.0,186.6,0.0,0.0,186.6,187.3,0.7,320.3,0.58,0.58,0.584764,322.5,0.58,0.58,0.582171,
06/30/2016,897.6,391.5,355.8,2.6,33.1,502.0,466.0,16.4,19.6,0.0,4.1,-234.9,118.8,118.8,,116.1,116.1,0.0,662.7,-524.5,,136.9,50.2,337.4,138.2,-92.1,86.0,,,,86.0,86.0,,,6.1,46.1,-17.1,29.0,0.1,0.1,0.0,28.9,0.0,28.9,0.0,0.0,28.9,28.8,-0.2,321.7,0.09,0.09,0.089524,323.2,0.09,0.09,0.089381,
09/30/2016,861.3,465.5,428.0,3.7,33.8,392.3,355.7,19.9,16.7,0.0,3.5,-218.2,142.1,142.1,,76.1,76.1,0.0,643.1,-529.4,,136.3,56.6,336.5,113.7,-81.5,85.0,,,,85.0,85.0,,,-3.5,32.2,-8.5,23.7,-3.5,-3.5,0.0,27.2,0.0,27.2,0.0,0.0,27.2,23.6,-0.1,322.3,0.08,0.07,0.073224,323.9,0.08,0.07,0.069691,
12/31/2016,1297.0,411.5,393.9,2.8,14.8,881.8,808.3,35.0,38.5,0.0,3.7,-440.6,114.8,114.8,,325.8,325.8,0.0,856.4,-623.6,,141.1,66.2,416.3,232.8,-89.1,73.0,,,,88.0,93.6,,,16.1,143.7,-51.5,92.2,3.4,3.4,0.0,88.8,0.0,88.8,0.0,0.0,88.8,90.8,-1.4,322.9,0.275008,0.285537,0.281202,324.4,0.273736,0.284217,0.279901,
03/31/2017,1598.6,421.7,415.5,2.8,3.4,1175.1,1143.1,30.9,1.1,0.0,1.8,-552.3,116.1,116.1,,436.2,436.2,0.0,1046.3,-630.9,,143.3,76.0,411.6,415.4,-82.9,81.8,-3.4,2.5,0.9,85.2,85.2,,,1.1,332.5,-121.2,211.3,0.0,0.0,0.0,211.3,0.0,211.3,0.0,0.0,211.3,212.275,0.975,323.7,0.65,0.65,0.655777,325.3,0.65,0.65,0.652997,
06/30/2017,990.7,458.0,414.5,2.5,41.0,532.0,489.0,35.8,7.2,0.0,0.7,-276.8,145.6,145.6,,131.2,131.2,0.0,713.9,-589.9,,142.2,56.2,391.5,124.0,-195.0,83.1,-4.6,3.7,0.9,87.7,87.7,,,111.9,-71.0,26.6,-44.4,0.0,0.0,0.0,-44.4,0.0,-44.4,0.0,0.0,-44.4,28.01,72.41,325.1,-0.14,-0.14,0.086158,325.1,-0.14,-0.14,0.082731,
09/30/2017,917.0,485.8,444.1,3.7,38.0,431.0,384.8,30.4,15.8,0.0,0.2,-233.6,139.0,139.0,,94.6,94.6,0.0,683.4,-572.2,,143.0,57.5,371.7,111.2,-94.7,82.2,-5.7,4.3,1.4,87.9,87.9,,,12.5,16.5,-2.5,14.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,14.0,19.33,5.33,331.1,0.04,0.04,0.058381,332.4,0.04,0.04,0.056035,
12/31/2017,1368.3,420.0,402.1,2.6,15.3,946.6,899.4,14.7,32.5,0.0,1.7,-456.0,113.0,113.0,,343.0,343.0,0.0,912.3,-641.7,,141.8,67.5,432.4,270.6,-105.6,88.9,-3.5,2.1,1.4,92.4,92.4,,,16.7,165.0,-217.4,-52.4,0.0,0.0,0.0,-52.4,0.0,-52.4,0.0,0.0,-52.4,117.8,170.2,337.5,-0.16,-0.16,0.349037,338.8,-0.16,-0.16,0.342361,
03/31/2018,1750.8,423.3,394.1,4.7,24.5,1326.0,1276.6,22.3,27.1,0.0,1.5,-724.4,132.6,132.6,,591.8,591.8,0.0,1026.4,-625.8,,144.7,78.9,402.2,400.6,-61.8,87.7,-5.4,3.7,1.7,93.1,93.1,,,-25.9,338.8,-62.7,276.1,0.0,0.0,0.0,276.1,0.0,276.1,0.0,0.0,276.1,259.115,-16.985,338.0,0.82,0.82,0.766612,339.0,0.81,0.81,0.759897,
06/30/2018,1007.0,405.0,381.9,3.9,19.2,601.1,562.3,20.9,17.9,0.0,0.9,-313.3,115.7,115.7,,197.6,197.6,0.0,693.7,-575.3,,144.6,65.5,365.2,118.4,-88.4,83.7,-5.0,3.9,1.1,88.7,88.7,,,4.7,30.0,-5.5,24.5,0.0,0.0,0.0,24.5,0.0,24.5,-1.3,0.0,23.2,39.711,16.511,354.2,0.07,0.07,0.112115,355.2,0.07,0.07,0.112115,
09/30/2018,895.0,476.2,449.2,3.8,23.2,418.3,381.2,22.0,15.1,0.0,0.5,-222.0,136.3,136.3,,85.7,85.7,0.0,673.0,-988.9,,148.5,58.9,781.5,-315.9,-118.1,77.0,-6.4,5.0,1.4,83.4,83.4,,,41.1,-434.0,94.5,-339.5,0.0,0.0,0.0,-339.5,0.0,-339.5,-5.6,0.0,-345.1,46.424,391.524,363.9,-0.95,-0.95,0.127574,363.9,-0.95,-0.95,0.125911,
12/31/2018,1461.7,403.0,376.5,3.3,23.2,1058.1,1010.5,27.2,20.4,0.0,0.6,-501.6,119.3,119.3,,382.3,382.3,0.0,960.1,-1038.5,,161.8,71.5,805.2,-78.4,-87.0,84.1,-4.0,1.6,2.4,88.1,88.1,,,2.9,-165.4,153.7,-11.7,0.0,0.0,0.0,-11.7,0.0,-11.7,-8.1,0.0,-19.8,154.789,174.589,369.4,-0.05,-0.05,0.419028,369.4,-0.05,-0.05,0.419028,
03/31/2019,1869.8,430.8,401.4,6.9,22.5,1438.8,1388.7,17.2,32.9,0.0,0.2,-680.3,130.2,130.2,,550.1,550.1,0.0,1189.5,-815.3,,175.1,87.6,552.6,374.2,-96.3,91.8,-3.8,1.7,2.1,95.6,95.6,,,4.5,277.9,-59.0,218.9,0.0,0.0,0.0,218.9,0.0,218.9,-13.8,0.0,205.1,310.802,105.702,373.4,0.55,0.55,0.832357,374.7,0.55,0.55,0.832098,
06/30/2019,1010.4,406.4,376.8,6.7,22.9,603.8,549.7,23.4,30.7,0.0,0.2,-253.5,116.8,116.8,,136.7,136.7,0.0,756.9,-293.4,,177.9,66.4,49.1,463.5,-94.4,90.4,-3.7,2.5,1.2,94.1,94.1,,,4.0,369.1,-72.2,296.9,0.0,0.0,0.0,296.9,0.0,296.9,-13.8,0.0,283.1,19.556,-263.544,373.9,0.76,0.76,0.052303,375.2,0.75,0.75,0.047591,
09/30/2019,931.5,467.7,436.5,0.0,31.2,463.6,424.5,16.9,22.2,0.0,0.2,-196.7,123.7,123.7,,73.0,73.0,0.0,734.8,-643.8,,182.2,67.9,393.7,91.0,-94.6,90.9,-5.0,2.9,2.1,95.9,95.9,,,3.7,-3.6,10.2,6.6,0.0,0.0,0.0,6.6,0.0,6.6,-13.8,0.0,-7.2,8.837,16.037,374.1,-0.02,-0.02,0.023622,374.1,-0.02,-0.02,0.022868,
12/31/2019,1397.2,384.6,362.0,2.7,19.9,1010.2,975.2,17.3,17.7,0.0,2.4,-404.3,96.5,96.5,,307.8,307.8,0.0,992.9,-1030.9,,182.2,74.9,773.8,-38.0,-98.8,90.1,-3.2,0.9,2.3,93.3,93.3,,,8.7,-136.8,-2.5,-139.3,0.0,0.0,0.0,-139.3,0.0,-139.3,-13.7,0.0,-153.0,239.224,392.224,377.2,-0.41,-0.41,0.63421,378.3,-0.41,-0.41,0.626807,
03/31/2020,1605.5,354.4,,,,1171.3,1171.3,,,0.0,79.8,-462.4,85.0,85.0,,377.4,377.4,0.0,1143.1,-994.9,,184.3,85.9,724.7,148.2,-87.5,89.5,-3.4,1.7,1.7,92.9,92.9,,,-2.0,60.7,14.9,75.6,0.0,0.0,0.0,75.6,0.0,75.6,-13.8,0.0,61.8,289.478,227.678,383.1,0.16,0.16,0.75562,384.1,0.16,0.16,0.752757,
06/30/2020,962.7,356.2,329.7,,26.5,606.3,586.0,8.0,12.3,0.0,0.2,-188.4,69.2,69.2,,119.2,119.2,0.0,774.3,-682.6,,177.5,68.2,436.9,91.7,-90.5,94.2,-2.8,1.4,1.4,97.0,97.0,,,-3.7,1.2,-5.9,-4.7,0.0,0.0,0.0,-4.7,0.0,-4.7,-13.8,0.0,-18.5,55.76,74.26,383.5,-0.05,-0.05,0.145398,383.5,-0.05,-0.05,0.143638,
09/30/2020,957.0,,,,,,,,,,,,,,,,,,746.21118,,,,,,126.0,,,,,,,,,,,30.5,,1.81,,,,,,1.81,,,1.81,1.81,,,0.023,0.023,0.027,,0.023,0.023,0.027,
12/31/2020,1415.667,,,,,,,,,,,,,,,,,,1002.61783941,,,,,,312.0,,,,,,,,,,,211.0,,-213.0,,,,,,-213.0,,,-213.0,-213.0,,,0.153,0.153,0.176,,0.153,0.153,0.176,
