Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,251.987,251.963,0.024,-132.894,60.678,72.216,119.093,0.0,-147.642,33.959,33.959,,113.683,-28.549,-24.779,,24.779,,,,0.0,-53.328,19.897,0.0,-19.897,-33.431,-8.398,-8.398,0.0,-25.033,0.0,-25.033,0.0,0.0,-25.033,3.7698,37.2008,157.545,-0.16,-0.21,0.023928,157.545,-0.16,-0.21,0.023928,
06/30/2011,282.844,285.353,-2.509,-143.019,64.725,78.294,139.825,5.778,-17.161,39.12,,,-21.959,128.442,-49.963,,31.383,,,,18.58,78.479,-32.703,0.008,32.695,45.776,-5.517,-5.517,0.0,51.293,0.0,51.293,0.0,0.0,51.293,36.71695,-9.05905,157.997,0.32,0.28,0.23239,158.833,0.32,0.28,0.222965,
09/30/2011,315.414,304.23,11.184,-163.195,69.576,93.619,152.219,0.0,-62.316,35.907,,,26.409,89.903,-34.177,,34.181,,,,-0.004,55.726,-22.54,-0.007,22.547,33.186,-1.569,-1.569,0.0,34.755,0.0,34.755,0.0,0.0,34.755,26.3662,-6.8198,158.154,0.22,0.21,0.166712,159.322,0.21,0.2,0.157195,
12/31/2011,349.29,331.72,17.57,-165.738,68.646,97.092,183.552,0.0,-153.525,32.647,,,120.878,30.027,-32.641,,34.709,,,-0.356,-1.712,-2.614,-0.211,0.636,-0.425,-2.825,0.164,0.164,0.0,-2.989,0.0,-2.989,0.0,0.0,-2.989,37.6583,40.4833,158.413,-0.02,-0.02,0.237722,158.413,-0.02,-0.02,0.235555,
03/31/2012,314.385,317.617,-3.232,-210.689,110.538,100.151,103.696,7.83,-143.964,38.729,38.729,,105.235,-32.438,-37.205,,37.205,,,,0.0,-69.643,27.843,0.0,-27.843,-41.8,0.0,0.0,0.0,-41.8,0.0,-41.8,0.0,0.0,-41.8,33.6416,75.4416,158.913,-0.26,-0.26,0.211698,158.913,-0.26,-0.26,0.211698,
06/30/2012,315.787,298.349,17.438,-198.864,90.062,108.802,116.923,0.0,20.648,44.005,,,-64.653,137.571,-42.888,,42.888,,,,0.0,94.683,-39.007,,39.007,55.676,0.0,0.0,0.0,55.676,0.0,55.676,0.0,0.0,55.676,-9.3851,-65.0611,159.412,0.34,0.34,-0.058873,160.03,0.34,0.34,-0.066556,
09/30/2012,357.184,337.04,20.144,-217.993,94.934,123.059,139.191,0.0,-178.104,44.497,44.497,,133.607,-38.913,-43.997,,43.997,,,,0.0,-82.91,29.074,,-29.074,-53.836,0.0,0.0,0.0,-53.836,0.0,-53.836,0.0,0.0,-53.836,-0.35075,53.48525,159.563,-0.34,-0.34,-0.002198,159.563,-0.34,-0.34,-0.004802,
12/31/2012,418.342,398.688,19.654,-212.366,99.15,113.216,205.976,14.352,-81.768,31.402,31.402,,50.366,138.56,-55.634,,44.708,,,0.177,10.749,82.926,-29.964,-1.778,31.742,52.962,0.0,0.0,0.0,52.962,0.0,52.962,0.0,0.0,52.962,44.8019,-8.1601,159.832,0.33,0.33,0.280306,160.559,0.32,0.32,0.269177,
03/31/2013,419.662,398.239,21.423,-241.403,126.302,115.101,178.259,0.0,-258.839,84.058,84.058,,174.781,-80.58,-42.21,,42.21,,,,0.0,-122.79,47.18,0.025,-47.205,-75.61,0.0,0.0,0.0,-75.61,0.0,-75.61,0.0,0.0,-75.61,24.26705,99.87705,160.125,-0.47,-0.47,0.151551,160.125,-0.47,-0.47,0.151551,
06/30/2013,430.543,437.678,-7.135,-247.195,126.459,120.736,183.348,6.878,108.602,101.987,101.987,,-210.589,298.828,-57.351,,45.071,,,,12.28,241.477,-97.494,-0.025,97.519,143.983,0.0,0.0,0.0,143.983,0.0,143.983,0.0,0.0,143.983,55.58105,-88.40195,160.565,0.88,0.88,0.346159,161.414,0.88,0.88,0.332328,
09/30/2013,469.434,431.214,38.22,-284.779,154.436,130.343,184.655,2.225,-111.515,44.919,44.919,,66.596,75.365,-44.321,,44.321,,,,0.0,31.044,-11.866,,11.866,19.178,0.0,0.0,0.0,19.178,0.0,19.178,0.0,0.0,19.178,53.66115,34.48315,160.5,0.12,0.12,0.334337,161.374,0.12,0.12,0.333685,
12/31/2013,481.437,448.545,32.892,-254.073,127.115,126.958,227.364,0.0,-156.676,38.74,38.74,,117.936,70.688,-70.84,,44.955,,,0.079,25.806,-0.152,28.323,-0.143,-28.18,28.171,0.0,0.0,0.0,28.171,0.0,28.171,0.0,0.0,28.171,68.71475,40.54375,160.555,0.17,0.17,0.427983,161.496,0.17,0.17,0.421051,
03/31/2014,511.095,572.017,-60.922,-288.445,159.763,128.682,222.65,0.0,-125.771,49.212,49.212,,76.559,96.879,-45.401,,45.401,,,,0.0,51.478,-18.957,0.006,18.951,32.521,0.0,0.0,0.0,32.521,0.0,32.521,0.0,0.0,32.521,74.65075,42.12975,160.794,0.2,0.2,0.464263,161.825,0.2,0.2,0.460341,
06/30/2014,551.96,477.517,74.443,-290.724,157.363,133.361,261.236,0.0,98.213,56.888,56.888,,-155.101,359.449,-70.084,,45.488,,,,24.596,289.365,-117.976,-0.001,117.977,171.389,0.0,0.0,0.0,171.389,0.0,171.389,0.0,0.0,171.389,71.30525,-100.08375,161.909,1.04,1.04,0.440403,162.813,1.04,1.04,0.425284,
09/30/2014,553.148,446.067,107.081,-303.835,161.385,142.45,249.313,0.0,29.815,54.963,54.963,,-84.778,279.128,-39.188,,39.188,,,,0.0,239.94,-93.522,,93.522,146.418,0.0,0.0,0.0,146.418,0.0,146.418,0.0,0.0,146.418,117.8141,-28.6039,165.841,0.87,0.87,0.710404,166.46,0.86,0.86,0.688164,
12/31/2014,527.257,416.388,110.869,-318.335,171.796,146.539,208.922,0.0,280.08,52.363,52.363,,-332.443,489.002,-38.9,,38.9,,,,0.0,450.102,-166.048,-0.004,166.052,284.054,0.0,0.0,0.0,284.054,0.0,284.054,0.0,-4.785,279.269,65.65495,-213.61405,165.877,1.68,1.68,0.395805,166.164,1.68,1.68,0.394438,
03/31/2015,437.458,325.483,111.975,-305.343,158.053,147.29,132.115,0.0,-68.207,48.329,48.329,,19.878,63.908,-13.858,,39.207,,,,-25.349,50.05,-22.366,0.0,22.366,27.684,0.0,0.0,0.0,27.684,0.0,27.684,0.0,0.0,27.684,22.0407,-5.6433,166.039,0.16,0.16,0.132744,166.066,0.16,0.16,0.126018,
06/30/2015,404.618,258.053,146.565,-318.146,166.251,151.895,86.472,0.0,-223.562,55.964,55.964,,167.598,-137.09,-43.479,,43.479,,,,0.0,-180.569,61.975,0.0,-61.975,-118.594,0.0,0.0,0.0,-118.594,0.0,-118.594,0.0,0.0,-118.594,-88.00305,30.59095,166.421,-0.71,-0.71,-0.528798,166.421,-0.71,-0.71,-0.528798,
09/30/2015,415.858,252.065,163.793,-328.352,174.359,153.993,87.506,0.0,-457.836,46.178,46.178,,411.658,-370.33,-65.399,,42.904,,,,22.495,-435.729,134.781,,-134.781,-300.948,0.0,0.0,0.0,-300.948,0.0,-300.948,0.0,0.0,-300.948,7.74155,308.68955,166.517,-1.81,-1.81,0.046491,166.517,-1.81,-1.81,0.043802,
12/31/2015,455.892,254.043,201.849,-311.122,183.145,127.977,144.77,0.0,-590.035,31.176,31.176,,558.859,-445.265,-40.849,,40.849,,,,0.0,-486.114,164.287,0.029,-164.316,-321.827,0.0,0.0,0.0,-321.827,0.0,-321.827,0.0,0.0,-321.827,45.3424,367.1694,166.573,-1.93,-1.93,0.272207,166.573,-1.93,-1.93,0.272207,
03/31/2016,353.971,209.487,144.484,-312.323,191.762,120.561,41.648,0.0,-117.099,40.657,40.657,,76.442,-75.451,-60.297,,37.739,,,,22.558,-135.748,41.976,0.0,-41.976,-93.772,0.0,0.0,0.0,-93.772,0.0,-93.772,0.0,0.0,-93.772,-42.37455,51.39745,166.803,-0.56,-0.56,-0.254039,166.803,-0.56,-0.56,-0.254039,
06/30/2016,362.673,224.606,138.067,-326.879,204.489,122.39,35.794,0.0,-352.46,46.064,46.064,,306.396,-316.666,-37.758,,37.758,,,,0.0,-354.424,129.488,0.0,-129.488,-224.936,0.0,0.0,0.0,-224.936,0.0,-224.936,0.0,0.0,-224.936,-46.6579,178.2781,167.126,-1.35,-1.35,-0.279178,167.126,-1.35,-1.35,-0.283271,
09/30/2016,401.764,304.477,97.287,-343.979,212.49,131.489,57.785,0.0,-67.494,41.024,41.024,,26.47,-9.709,-45.967,,45.967,,,,0.0,-55.676,13.705,0.0,-13.705,-41.971,0.0,0.0,0.0,-41.971,0.0,-41.971,0.0,0.0,-41.971,-16.578381,25.392619,180.683,-0.23,-0.23,-0.091754,180.683,-0.23,-0.23,-0.091754,
12/31/2016,590.258,458.645,131.613,-396.64,246.978,149.662,193.618,0.0,-403.159,44.285,44.285,,358.874,-209.541,-46.749,,46.749,,,,0.0,-256.29,95.581,0.098,-95.679,-160.709,0.0,0.0,0.0,-160.709,0.0,-160.709,0.0,0.0,-160.709,62.65765,223.36665,244.362,-0.66,-0.66,0.256413,244.362,-0.66,-0.66,0.254081,
03/31/2017,606.917,559.45,47.467,-418.205,268.384,149.821,188.712,13.169,127.726,47.496,47.496,,-175.222,329.607,-47.101,,47.101,,,,0.0,282.506,-112.395,0.0,112.395,170.111,0.0,0.0,0.0,170.111,0.0,170.111,0.0,0.0,170.111,60.351875,-109.759125,244.652,0.69,0.69,0.246685,244.803,0.69,0.69,0.241643,
06/30/2017,565.302,506.137,59.165,-441.34,288.836,152.504,123.962,0.0,51.165,52.322,52.322,,-103.487,175.127,-47.926,,47.926,,,,0.0,127.201,-57.651,0.0,57.651,69.55,0.0,0.0,0.0,69.55,0.0,69.55,0.0,0.0,69.55,15.209142,-54.340858,245.177,0.28,0.28,0.062033,245.335,0.28,0.28,0.058503,
09/30/2017,587.515,507.541,79.974,-460.048,300.299,159.749,127.467,0.0,-277.98,53.035,53.035,,224.945,-150.513,-49.179,,49.179,,,,0.0,-199.692,71.992,0.0,-71.992,-127.7,0.0,0.0,0.0,-127.7,0.0,-127.7,0.0,0.0,-127.7,10.077769,137.777769,245.244,-0.52,-0.52,0.041093,245.244,-0.52,-0.52,0.041093,
12/31/2017,651.063,603.159,47.904,-464.027,301.109,162.918,187.036,0.0,-263.458,80.553,80.553,,182.905,-76.422,-51.473,,51.473,,,,0.0,-127.895,349.08,0.017,-349.097,221.185,0.0,0.0,0.0,221.185,0.0,221.185,0.0,0.0,221.185,33.139767,-188.045233,245.281,0.89,0.89,0.135109,245.537,0.89,0.89,0.124147,
03/31/2018,765.533,696.629,68.904,-510.536,348.27,162.266,254.997,0.0,-110.698,68.417,68.417,,42.281,144.299,-52.385,,52.385,,,,0.0,91.914,-42.676,0.0,42.676,49.238,0.0,0.0,0.0,49.238,0.0,49.238,0.0,0.0,49.238,93.582263,44.344263,245.709,0.2,0.2,0.380866,246.594,0.2,0.2,0.379827,
06/30/2018,745.199,661.39,83.809,-578.911,417.885,161.026,166.288,0.0,-220.78,47.583,47.583,,173.197,-54.492,-53.862,,53.862,,,,0.0,-108.354,28.518,0.0,-28.518,-79.836,0.0,0.0,0.0,-79.836,0.0,-79.836,0.0,0.0,-79.836,38.06554,117.90154,245.88,-0.32,-0.32,0.154813,245.88,-0.32,-0.32,0.154813,
09/30/2018,810.894,736.431,74.463,-625.261,460.995,164.266,185.633,0.0,-58.156,43.722,43.722,,14.434,127.477,-54.801,,54.801,,,,0.0,72.676,-24.137,0.0,24.137,48.539,0.0,0.0,0.0,48.539,0.0,48.539,0.0,0.0,48.539,58.594144,10.055144,246.451,0.19,0.19,0.237752,247.166,0.19,0.19,0.230682,
12/31/2018,880.689,756.627,124.062,-720.302,572.393,147.909,160.387,0.0,-1944.432,50.09,50.09,,1894.342,-1784.045,-49.161,,49.161,,,,0.0,-1833.206,68.784,,-68.784,-1764.422,0.0,0.0,0.0,-1764.422,0.0,-1764.422,0.0,0.0,-1764.422,80.454553,1844.876553,246.631,-7.15,-7.15,0.326214,246.631,-7.15,-7.15,0.326214,
03/31/2019,834.702,671.654,163.048,-618.215,479.497,138.718,216.487,0.0,-157.843,46.638,46.638,,111.205,58.644,-51.537,,51.537,,,,0.0,7.107,-5.688,,5.688,1.419,0.0,0.0,0.0,1.419,0.0,1.419,0.0,0.0,1.419,79.902569,78.483569,247.776,0.01,0.01,0.322479,249.154,0.01,0.01,0.322479,
06/30/2019,689.691,563.579,126.112,-587.711,446.206,141.505,101.98,0.0,105.031,50.631,50.631,,-155.662,207.011,-51.727,,51.727,,,,0.0,155.284,-40.099,,40.099,115.185,0.0,0.0,0.0,115.185,0.0,115.185,0.0,0.0,115.185,3.966427,-111.218573,247.77,0.46,0.46,0.016009,248.436,0.46,0.46,0.012325,
09/30/2019,627.777,474.754,153.023,-556.682,418.931,137.751,71.095,0.0,-101.883,41.047,41.047,,60.836,-30.788,-44.012,,46.997,,,,-2.985,-74.8,47.219,4.079,-51.298,-27.581,0.0,0.0,0.0,-27.581,0.0,-27.581,0.0,0.0,-27.581,-18.284,9.297,248.082,-0.11,-0.11,-0.073701,248.082,-0.11,-0.11,-0.073701,
12/31/2019,637.148,545.438,91.71,-519.667,388.798,130.869,117.481,0.0,-2380.066,42.793,42.793,0.0,2337.273,-2262.585,-41.594,44.024,44.024,0.0,0.0,,-2.43,-2304.179,498.859,2.068,-500.927,-1805.32,0.0,0.0,0.0,-1805.32,0.0,-1805.32,0.0,0.0,-1805.32,11.778623,1817.098623,248.277,-7.27,-7.27,0.047441,248.277,-7.27,-7.27,0.047441,
03/31/2020,560.674,432.096,128.578,-461.429,358.443,102.986,99.245,0.0,143.466,42.254,42.254,,-185.72,242.711,-47.518,,47.518,,,,0.0,195.193,-50.218,-0.363,50.581,144.975,0.0,0.0,0.0,144.975,0.0,144.975,0.0,0.0,144.975,9.180933,-135.794067,246.218,0.58,0.58,0.037288,247.684,0.58,0.58,0.031745,
06/30/2020,502.349,349.258,153.091,-451.613,346.987,104.626,50.736,0.0,-200.952,38.288,38.288,,162.664,-150.216,-39.633,,48.624,,,,-8.991,-189.849,43.28,-0.003,-43.277,-146.569,0.0,0.0,0.0,-146.569,0.0,-146.569,0.0,0.0,-146.569,-42.606721,103.962279,239.472,-0.61,-0.61,-0.177919,239.472,-0.61,-0.61,-0.177919,
09/30/2020,528.857,,,,,,20.3081088,,,,,,,47.4,,,,,,,,-12.12,,,,-8.392,,,,,,-8.392,,,-8.392,-4.217,,,-0.016,-0.016,-0.025,,-0.016,-0.016,-0.025,
12/31/2020,535.714,,,,,,26.6785572,,,,,,,75.967,,,,,,,,8.84,,,,10.765,,,,,,10.765,,,10.765,15.185,,,0.067,0.067,0.072,,0.067,0.067,0.072,
