Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,4162.0,4162.0,-2660.0,2394.0,,1502.0,0.0,-205.0,92.0,113.0,1297.0,-44.0,,62.0,,,2.0,-18.0,1253.0,-389.0,,866.0,0.0,0.0,0.0,866.0,-226.0,640.0,0.0,0.0,640.0,662.4,22.4,948.0,0.67,0.67,0.698734,953.0,0.67,0.67,0.693505,
03/31/2012,4605.0,4605.0,-2695.0,2428.0,,1910.0,0.0,-176.0,104.0,72.0,1734.0,-244.0,,63.0,,,2.0,181.0,1490.0,-491.0,,1001.0,0.0,0.0,0.0,1001.0,-237.0,764.0,0.0,0.0,764.0,919.5,155.5,949.0,0.81,0.81,0.968915,955.0,0.8,0.8,0.962827,
06/30/2012,4475.0,4475.0,-2913.0,2622.0,,1562.0,0.0,-251.0,97.0,154.0,1311.0,8.0,,43.0,,,-3.0,-51.0,1319.0,-422.0,,894.0,0.0,0.0,0.0,894.0,-184.0,710.0,0.0,0.0,710.0,763.0,53.0,949.0,0.75,0.75,0.804004,953.0,0.74,0.74,0.795614,
09/30/2012,4417.0,4417.0,-2890.0,2592.0,,1527.0,0.0,-116.0,110.0,6.0,1411.0,-57.0,,42.0,,,1.0,15.0,1354.0,-215.0,215.0,1140.0,0.0,0.0,0.0,1140.0,-316.0,824.0,0.0,0.0,824.0,776.55,-47.45,949.0,0.87,0.87,0.818282,953.0,0.86,0.86,0.81021,
12/31/2012,4513.0,4513.0,-3063.0,2740.0,,1450.0,0.0,-92.0,120.0,-28.0,1358.0,-34.0,38.0,38.0,0.0,,3.0,-4.0,1324.0,-382.0,,945.0,0.0,0.0,0.0,945.0,-202.0,743.0,0.0,0.0,743.0,686.0,-57.0,949.0,0.78,0.78,0.722866,954.0,0.78,0.78,0.720252,
03/31/2013,4583.0,4583.0,-3048.0,2719.0,,1535.0,0.0,-180.0,113.0,67.0,1355.0,-105.0,57.0,57.0,0.0,,2.0,48.0,1250.0,-428.0,,824.0,0.0,0.0,0.0,824.0,-176.0,648.0,0.0,0.0,648.0,707.75,59.75,950.0,0.68,0.68,0.745,953.0,0.68,0.68,0.742697,
06/30/2013,4288.0,4288.0,-3383.0,2853.0,,905.0,0.0,-266.0,186.0,80.0,639.0,9.0,132.0,132.0,0.0,,2.0,-141.0,648.0,-40.0,40.0,610.0,0.0,0.0,0.0,610.0,-128.0,482.0,0.0,0.0,482.0,227.4,-254.6,980.0,0.49,0.49,0.232041,984.0,0.49,0.49,0.23126,
09/30/2013,6165.0,6165.0,-4251.0,3332.0,,1914.0,0.0,-207.0,158.0,49.0,1707.0,-159.0,162.0,162.0,0.0,,-1.0,-3.0,1548.0,-499.0,499.0,1048.0,0.0,0.0,0.0,1048.0,-227.0,821.0,0.0,0.0,821.0,913.8,92.8,1038.0,0.79,0.79,0.880347,1043.0,0.79,0.79,0.878974,
12/31/2013,5885.0,5885.0,-3955.0,2936.0,,1930.0,0.0,-280.0,200.0,80.0,1650.0,-183.0,167.0,167.0,0.0,,0.0,16.0,1467.0,-508.0,,959.0,0.0,0.0,0.0,959.0,-252.0,707.0,0.0,0.0,707.0,835.15,128.15,1038.0,0.68,0.68,0.804576,1044.0,0.68,0.68,0.802749,
03/31/2014,4985.0,4985.0,-3703.0,2737.0,,1282.0,0.0,-171.0,135.0,36.0,1111.0,-128.0,161.0,161.0,0.0,,,-33.0,983.0,-357.0,,626.0,0.0,0.0,0.0,626.0,-116.0,510.0,0.0,0.0,510.0,513.9,3.9,1038.0,0.49,0.49,0.495087,1044.0,0.49,0.49,0.493736,
06/30/2014,5522.0,5522.0,-4095.0,3082.0,,1427.0,0.0,-274.0,164.0,110.0,1153.0,-167.0,,164.0,,,2.0,3.0,986.0,-328.0,,660.0,0.0,0.0,0.0,660.0,-178.0,482.0,0.0,0.0,482.0,527.4,45.4,1039.0,0.46,0.46,0.507603,1045.0,0.46,0.46,0.503445,
09/30/2014,5696.0,5696.0,-4097.0,3152.0,,1599.0,0.0,-467.0,158.0,309.0,1132.0,-77.0,158.0,158.0,0.0,,-2.0,-81.0,1055.0,-349.0,,704.0,0.0,0.0,0.0,704.0,-152.0,552.0,0.0,0.0,552.0,674.7,122.7,1039.0,0.53,0.53,0.649374,1046.0,0.53,0.53,0.647304,
12/31/2014,5235.0,5235.0,-3872.0,2933.0,,1363.0,0.0,-4662.0,135.0,4527.0,-3299.0,-149.0,147.0,147.0,0.0,,3.0,2.0,-3448.0,710.0,,-2735.0,0.0,0.0,0.0,-2735.0,-117.0,-2852.0,0.0,0.0,-2852.0,528.35,3380.35,1039.0,-2.75,-2.75,0.508518,1039.0,-2.75,-2.75,0.503465,
03/31/2015,4153.0,4153.0,-2912.0,1973.0,939.0,1241.0,0.0,-4204.0,154.0,3111.0,-2963.0,-139.0,146.0,146.0,0.0,,1.0,-7.0,-3102.0,695.0,,-2406.0,0.0,0.0,0.0,-2406.0,-68.0,-2474.0,0.0,0.0,-2474.0,1.25,2475.25,1040.0,-2.38,-2.38,0.001202,1040.0,-2.38,-2.38,4.8e-05,
06/30/2015,3938.0,3938.0,-6170.0,5337.0,,-2232.0,0.0,-189.0,148.0,41.0,-2421.0,-106.0,142.0,142.0,0.0,,0.0,-36.0,-2527.0,699.0,,-1828.0,-29.0,-29.0,0.0,-1799.0,-52.0,-1851.0,0.0,0.0,-1851.0,65.0,1945.0,1040.0,-1.779808,-1.807692,0.0625,1040.0,-1.779808,-1.807692,0.0625,
09/30/2015,3382.0,3382.0,-7161.0,6338.0,,-3779.0,0.0,-185.0,122.0,63.0,-3964.0,-198.0,157.0,157.0,0.0,,-2.0,41.0,-4162.0,349.0,,-3815.0,-9.0,-9.0,0.0,-3806.0,-24.0,-3830.0,0.0,0.0,-3830.0,-307.35,3531.65,1071.0,-3.58,-3.59,-0.286975,1071.0,-3.58,-3.59,-0.292474,
12/31/2015,3516.0,3516.0,-7435.0,6717.0,,-3919.0,0.0,-178.0,137.0,41.0,-4097.0,-180.0,179.0,179.0,0.0,,-2.0,1.0,-4277.0,189.0,,-4090.0,15.0,15.0,0.0,-4105.0,24.0,-4081.0,0.0,0.0,-4081.0,-1455.58,2610.42,1177.0,-3.47,-3.46,-1.236686,1177.0,-3.47,-3.46,-1.242141,
03/31/2016,3242.0,3242.0,-6948.0,6286.0,,-3706.0,0.0,-166.0,138.0,28.0,-3872.0,-155.0,,191.0,,,7.0,-36.0,-4027.0,-77.0,,-4097.0,14.0,14.0,0.0,-4111.0,-73.0,-4184.0,0.0,0.0,-4184.0,-222.0,3948.0,1251.0,-3.35,-3.34,-0.177458,1251.0,-3.35,-3.34,-0.184125,
06/30/2016,3334.0,3334.0,-3879.0,3247.0,,-545.0,0.0,563.0,160.0,-723.0,18.0,-132.0,,196.0,,,1.0,-64.0,-114.0,-116.0,,-229.0,193.0,193.0,0.0,-422.0,-57.0,-479.0,0.0,0.0,-479.0,-105.0,181.0,1269.0,-0.38,-0.23,-0.082742,1269.0,-0.38,-0.23,-0.087368,
09/30/2016,3877.0,3877.0,-3411.0,2768.0,,466.0,0.0,-107.0,110.0,-3.0,359.0,-182.0,,187.0,,,1.0,-5.0,177.0,114.0,,292.0,6.0,6.0,0.0,286.0,-69.0,217.0,0.0,0.0,217.0,-369.35,-592.35,1346.0,0.19,0.18,-0.274406,1351.0,0.19,0.18,-0.274406,
12/31/2016,4377.0,4377.0,-3342.0,2749.0,,1035.0,0.0,-332.0,199.0,133.0,703.0,-211.0,,181.0,,,2.0,30.0,492.0,-292.0,,202.0,21.0,21.0,0.0,181.0,111.0,292.0,0.0,0.0,292.0,542.25,229.25,1403.0,0.21,0.22,0.386493,1410.0,0.21,0.22,0.382589,
03/31/2017,3341.0,3341.0,-2577.0,2188.0,,764.0,0.0,-167.0,151.0,16.0,597.0,-159.0,,167.0,,,4.0,-8.0,438.0,-174.0,,268.0,-35.0,-35.0,0.0,303.0,-75.0,228.0,0.0,0.0,228.0,186.25,-6.75,1446.0,0.16,0.13,0.128804,1454.0,0.16,0.13,0.125358,
06/30/2017,3711.0,3711.0,-2930.0,2480.0,,781.0,0.0,-95.0,107.0,-12.0,686.0,-173.0,,162.0,,,-1.0,11.0,513.0,-186.0,,326.0,-9.0,-9.0,0.0,335.0,-67.0,268.0,0.0,0.0,268.0,231.0,-28.0,1447.0,0.18,0.18,0.159641,1453.0,0.18,0.18,0.159641,
09/30/2017,4310.0,4310.0,-3212.0,2794.0,,1098.0,0.0,-170.0,104.0,66.0,928.0,-302.0,,304.0,,,3.0,-2.0,626.0,-387.0,,242.0,-3.0,-3.0,0.0,245.0,35.0,280.0,0.0,0.0,280.0,492.0,215.0,1448.0,0.19,0.19,0.339779,1454.0,0.19,0.19,0.337868,
12/31/2017,5041.0,5041.0,-3261.0,2804.0,,1780.0,0.0,-301.0,115.0,186.0,1479.0,-154.0,,168.0,,,4.0,-14.0,1325.0,-136.0,,1193.0,-16.0,-16.0,0.0,1209.0,-168.0,1041.0,0.0,0.0,1041.0,750.0,-275.0,1448.0,0.71,0.707873,0.517956,1455.0,0.71,0.7,0.510997,
03/31/2018,4868.0,4868.0,-3259.0,2808.0,,1609.0,0.0,-150.0,131.0,19.0,1459.0,-123.0,,151.0,,,-2.0,-28.0,1336.0,-506.0,,828.0,11.0,11.0,0.0,817.0,-125.0,692.0,0.0,0.0,692.0,667.15,-35.85,1449.0,0.47,0.48,0.460421,1458.0,0.47,0.48,0.455412,
06/30/2018,5168.0,5168.0,-3357.0,2915.0,,1811.0,0.0,-147.0,109.0,38.0,1664.0,-113.0,,142.0,,,3.0,-29.0,1551.0,-515.0,,1039.0,4.0,4.0,0.0,1035.0,-166.0,869.0,0.0,0.0,869.0,897.61,24.61,1449.0,0.6,0.6,0.619469,1458.0,0.59,0.59,0.606879,
09/30/2018,4908.0,4908.0,-3527.0,3069.0,,1381.0,0.0,-66.0,101.0,-35.0,1315.0,-129.0,,143.0,,,4.0,-14.0,1186.0,-522.0,,668.0,4.0,4.0,0.0,664.0,-108.0,556.0,0.0,0.0,556.0,514.0,-46.0,1450.0,0.38,0.38,0.354483,1458.0,0.38,0.38,0.34845,
12/31/2018,3684.0,3684.0,-3302.0,2899.0,,382.0,0.0,-66.0,102.0,-36.0,316.0,-497.0,,509.0,,,3.0,-12.0,-181.0,552.0,,374.0,-4.0,-4.0,0.0,378.0,107.0,485.0,0.0,0.0,485.0,169.27,-311.73,1450.0,0.33,0.331724,0.116738,1457.0,0.33,0.33,0.116047,
03/31/2019,3792.0,3792.0,-3323.0,2976.0,,469.0,0.0,-148.0,112.0,36.0,321.0,-138.0,,146.0,,,-3.0,-8.0,183.0,-105.0,,75.0,-1.0,-1.0,0.0,76.0,-45.0,31.0,0.0,0.0,31.0,74.18,44.18,1451.0,0.02,0.02,0.051123,1457.0,0.02,0.02,0.050323,
06/30/2019,3546.0,3546.0,-3359.0,3007.0,,187.0,0.0,-154.0,92.0,62.0,33.0,-127.0,,132.0,,,5.0,-5.0,-94.0,15.0,,-74.0,0.0,0.0,0.0,-74.0,2.0,-72.0,0.0,0.0,-72.0,-40.83,31.17,1451.0,-0.05,-0.05,-0.028139,1451.0,-0.05,-0.05,-0.028518,
09/30/2019,3153.0,3153.0,-3028.0,2706.0,,125.0,0.0,-163.0,106.0,57.0,-38.0,-111.0,,123.0,,,5.0,-12.0,-149.0,-91.0,,-235.0,-1.0,-1.0,0.0,-234.0,27.0,-207.0,0.0,0.0,-207.0,-124.0,84.0,1452.0,-0.15,-0.15,-0.085399,1452.0,-0.15,-0.15,-0.092149,
12/31/2019,3911.0,3911.0,-3400.0,3009.0,,511.0,0.0,264.0,99.0,-363.0,775.0,-409.0,,219.0,,,5.0,190.0,366.0,-329.0,,42.0,-1.0,-1.0,0.0,43.0,-34.0,9.0,0.0,0.0,9.0,-31.2,-39.2,1452.0,0.0,0.00551,-0.021488,1457.0,0.0,-0.000686,-0.027591,
03/31/2020,2798.0,2798.0,-3108.0,2767.0,,-310.0,0.0,-163.0,110.0,53.0,-473.0,-139.0,,127.0,,,3.0,12.0,-612.0,60.0,,-549.0,0.0,0.0,0.0,-549.0,58.0,-491.0,0.0,0.0,-491.0,-404.46,86.54,1452.0,-0.34,-0.34,-0.278554,1452.0,-0.34,-0.34,-0.280399,
06/30/2020,3054.0,3054.0,-2613.0,2255.0,,441.0,0.0,-120.0,91.0,29.0,321.0,-104.0,,115.0,,,3.0,-11.0,217.0,-96.0,,124.0,0.0,0.0,0.0,124.0,-71.0,53.0,0.0,0.0,53.0,8.69,-44.31,1453.0,0.03,0.03,0.005981,1458.0,0.03,0.03,-0.000391,
09/30/2020,3431.778,,,,,584.63770008,,,,,581.667,,,,,,,,395.0,,,219.125,,,,,,219.125,,,219.125,203.956,,,0.131,0.131,0.131,,0.131,0.131,0.131,
12/31/2020,3844.111,,,,,801.68934905,,,,,752.0,,,,,,,,658.0,,,377.5,,,,,,377.5,,,377.5,331.5,,,0.221,0.221,0.227,,0.221,0.221,0.227,
