Date,Revenue,Sales & Services Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,2302.0,2302.0,,,0.0,-2097.0,,100.0,,1997.0,205.0,-97.0,,98.0,,-1.0,,,0.0,108.0,-42.0,66.0,-1.0,-1.0,0.0,67.0,-3.0,64.0,-6.0,0.0,58.0,62.2,5.2,102.843,0.56,0.55,0.604804,121.218,0.53,0.52,0.562896,
06/30/2012,2265.0,2265.0,,,0.0,-2085.0,,104.0,,1981.0,180.0,-102.0,,102.0,,0.0,,,0.0,78.0,-30.0,48.0,68.0,-32.0,100.0,-20.0,18.0,-2.0,-4.0,0.0,-6.0,64.6,2.6,103.753,-0.06,0.597572,0.622632,106.927,-0.06,0.575948,0.600264,
09/30/2012,2221.0,2221.0,,,0.0,-2068.0,,110.0,,1958.0,153.0,-102.0,,103.0,,-1.0,,,0.0,51.0,-18.0,33.0,1.0,1.0,0.0,32.0,9.0,41.0,-1.0,0.0,40.0,44.9,3.9,104.244,0.38,0.29,0.43072,107.311,0.37,0.28,0.316344,
12/31/2012,2331.0,2331.0,,,0.0,-2120.0,,116.0,,2004.0,211.0,-114.0,,109.0,,1.0,,,4.0,97.0,-35.0,62.0,8.0,8.0,0.0,54.0,-5.0,49.0,0.0,0.0,49.0,69.35,12.35,105.961,0.46,0.54,0.654486,108.96,0.45,0.52,0.633344,
03/31/2013,2387.0,2387.0,,,0.0,-2241.0,,114.0,,2127.0,146.0,-280.0,,103.0,,,,,177.0,-134.0,53.0,-81.0,2.0,2.0,0.0,-83.0,-5.0,-88.0,0.0,0.0,-88.0,38.15,124.15,104.103,-0.85,-0.83,0.366464,104.103,-0.85,-0.83,0.362569,
06/30/2013,2422.0,2422.0,,,0.0,-2220.0,,121.0,,2099.0,202.0,-268.0,,98.0,,-1.0,,,171.0,-66.0,20.0,-46.0,-3.0,-3.0,0.0,-43.0,-7.0,-50.0,0.0,0.0,-50.0,66.6,119.6,103.01,-0.49,-0.52,0.646539,103.01,-0.49,-0.52,0.641052,
09/30/2013,2408.0,2408.0,,,0.0,-2260.0,,119.0,,2141.0,148.0,-91.0,,91.0,,0.0,,,0.0,57.0,-16.0,41.0,5.0,5.0,0.0,36.0,-8.0,28.0,0.0,0.0,28.0,46.65,13.65,100.894,0.28,0.33,0.462366,103.098,0.27,0.32,0.452398,
12/31/2013,3885.0,3885.0,,,0.0,-3718.0,,191.0,,3527.0,167.0,-182.0,,182.0,,,,,0.0,-15.0,8.0,-7.0,7.0,7.0,0.0,-14.0,-10.0,-24.0,0.0,0.0,-24.0,39.55,56.55,98.586,-0.24,-0.17,0.401173,98.586,-0.24,-0.17,0.401173,
03/31/2014,3926.0,3926.0,,,0.0,-3756.0,,193.0,,3563.0,170.0,-182.0,,182.0,,,,,0.0,-12.0,1.0,-11.0,5.0,5.0,0.0,-16.0,-16.0,-32.0,0.0,0.0,-32.0,-11.4,15.6,97.161,-0.33,-0.28,-0.117331,97.161,-0.33,-0.28,-0.119442,
06/30/2014,4038.0,4038.0,,,4.0,-3835.0,,209.0,,3626.0,207.0,-190.0,,190.0,,0.0,,,0.0,17.0,-8.0,9.0,16.0,16.0,0.0,-7.0,-19.0,-26.0,0.0,0.0,-26.0,18.6,28.6,97.677,-0.27,-0.11,0.190424,97.677,-0.27,-0.11,0.182802,
09/30/2014,4175.0,4175.0,,,4.0,-3968.0,,207.0,,3761.0,211.0,-210.0,,186.0,,0.0,,,24.0,1.0,18.0,19.0,1.0,1.0,0.0,18.0,-9.0,9.0,0.0,0.0,9.0,52.25,42.25,98.036,0.09,0.1,0.532967,100.926,0.09,0.1,0.518624,
12/31/2014,4465.0,4465.0,,,3.0,-4131.0,,240.0,,3891.0,337.0,-196.0,,196.0,,,,,0.0,141.0,-60.0,81.0,0.0,0.0,0.0,81.0,-20.0,61.0,0.0,0.0,61.0,105.85,44.85,98.331,0.62,0.62,1.076466,101.279,0.61,0.61,1.052836,
03/31/2015,4424.0,4424.0,,,4.0,-4138.0,,207.0,,3931.0,290.0,-199.0,,199.0,,0.0,,-4.0,4.0,91.0,-16.0,75.0,-1.0,-1.0,0.0,76.0,-29.0,47.0,0.0,0.0,47.0,67.0,21.0,98.699,0.48,0.47,0.678832,100.872,0.47,0.46,0.668185,
06/30/2015,4492.0,4492.0,,,16.0,-4344.0,,197.0,,4147.0,164.0,-218.0,,217.0,,1.0,,,0.0,-54.0,27.0,-27.0,1.0,1.0,0.0,-28.0,-33.0,-61.0,0.0,0.0,-61.0,76.0,136.0,99.244,-0.61,-0.6,0.765789,99.244,-0.61,-0.6,0.765789,
09/30/2015,4692.0,4692.0,,,7.0,-4440.0,,185.0,,4255.0,259.0,-219.0,,248.0,,-1.0,,-28.0,0.0,40.0,-11.0,29.0,1.0,1.0,0.0,28.0,-57.0,-29.0,0.0,0.0,-29.0,30.0,58.0,99.537,-0.29,-0.28,0.301395,99.537,-0.29,-0.28,0.301395,
12/31/2015,5026.0,5026.0,,,26.0,-4788.0,0.0,208.0,,4580.0,264.0,-197.0,,248.0,,-1.0,,-51.0,1.0,67.0,-68.0,-1.0,-3.0,-3.0,0.0,2.0,-99.0,-97.0,0.0,0.0,-97.0,15.0,115.0,99.188,-0.98,-1.01,0.151228,99.188,-0.98,-1.01,0.149414,
03/31/2016,5044.0,5044.0,,,24.0,-4714.0,,212.0,,4502.0,354.0,-249.0,,243.0,,,,-24.0,30.0,105.0,-67.0,38.0,4.0,4.0,0.0,34.0,-93.0,-59.0,0.0,0.0,-59.0,27.0,82.0,98.768,-0.6,-0.56,0.273368,98.768,-0.6,-0.56,0.270228,
06/30/2016,4868.0,4868.0,,,,-4624.0,,215.0,,4409.0,244.0,-219.0,,244.0,,,,-30.0,5.0,25.0,16.0,41.0,2.0,2.0,0.0,39.0,-85.0,-46.0,0.0,0.0,-46.0,40.0,84.0,99.341,-0.46,-0.44,0.402653,99.341,-0.46,-0.44,0.402653,
09/30/2016,4849.0,4849.0,,,2.0,-4543.0,,205.0,,4338.0,308.0,-219.0,,243.0,,,,-31.0,7.0,89.0,-10.0,79.0,-1.0,-1.0,0.0,80.0,-88.0,-8.0,0.0,0.0,-8.0,37.199996,46.199996,99.523,-0.08,-0.09,0.373783,99.523,-0.08,-0.09,0.373783,
12/31/2016,4860.0,4860.0,,,9.0,-4643.0,0.0,218.0,,4425.0,226.0,-197.0,249.0,249.0,0.0,-6.0,,-46.0,0.0,29.0,-6.0,23.0,0.0,0.0,0.0,23.0,-102.0,-79.0,0.0,0.0,-79.0,11.0,90.0,99.651,-0.79,-0.79,0.110385,99.651,-0.79,-0.79,0.110385,
03/31/2017,4813.0,4813.0,,,0.0,-4575.0,,221.0,,4354.0,238.0,-234.0,258.0,258.0,0.0,,,-29.0,5.0,4.0,33.0,37.0,1.0,1.0,0.0,36.0,-89.0,-53.0,0.0,0.0,-53.0,-27.0,25.0,100.0,-0.53,-0.52,-0.27,100.0,-0.53,-0.52,-0.27,
06/30/2017,4431.0,4431.0,,,0.0,-4149.0,,222.0,,3927.0,282.0,-263.0,260.0,260.0,0.0,,,-28.0,31.0,19.0,12.0,31.0,-1.0,-1.0,0.0,32.0,-87.0,-55.0,0.0,0.0,-55.0,-16.999975,39.000025,100.612,-0.55,-0.56,-0.168966,100.612,-0.55,-0.56,-0.172372,
09/30/2017,4586.0,4586.0,,,0.0,-4573.0,,219.0,,4354.0,13.0,-361.0,257.0,257.0,0.0,,,-38.0,142.0,-348.0,60.0,-288.0,1.0,1.0,0.0,-289.0,-78.0,-367.0,0.0,0.0,-367.0,-17.0,349.0,100.812,-3.64,-3.63,-0.168631,100.812,-3.64,-3.63,-0.168631,
12/31/2017,4978.0,4978.0,,,1.0,-4543.0,,208.0,,4335.0,436.0,-212.0,253.0,253.0,0.0,,,-49.0,8.0,224.0,-324.0,-100.0,-1.0,-1.0,0.0,-99.0,-130.0,-229.0,0.0,0.0,-229.0,120.0,350.0,100.945,-2.27,-2.28,1.188766,100.945,-2.27,-2.28,1.187235,
03/31/2018,4699.0,4699.0,,,0.0,-4207.0,,204.0,,4003.0,492.0,-232.0,255.0,255.0,0.0,,,-25.0,2.0,260.0,-70.0,190.0,-1.0,-1.0,0.0,191.0,-92.0,99.0,0.0,0.0,99.0,59.0,-39.0,101.392,0.98,0.97,0.5819,102.656,0.96,0.95,0.57009,
06/30/2018,4506.0,4506.0,,,0.0,-4139.0,,194.0,,3945.0,367.0,-217.0,254.0,254.0,0.0,,,-39.0,2.0,150.0,-44.0,106.0,-2.0,-2.0,0.0,108.0,-82.0,26.0,0.0,0.0,26.0,50.999984,26.999984,102.147,0.25,0.23,0.49928,104.177,0.25,0.23,0.489174,
09/30/2018,4489.0,4489.0,,,0.0,-4202.0,,204.0,,3998.0,287.0,-216.0,249.0,249.0,0.0,,,-33.0,0.0,71.0,-6.0,65.0,0.0,0.0,0.0,65.0,-74.0,-9.0,0.0,0.0,-9.0,30.0,39.0,102.402,-0.09,-0.09,0.292963,102.402,-0.09,-0.09,0.290852,
12/31/2018,4619.0,4619.0,,,0.0,-4268.0,,200.0,,4068.0,351.0,-193.0,246.0,246.0,0.0,,,-53.0,0.0,158.0,-56.0,102.0,0.0,0.0,0.0,102.0,-107.0,-5.0,0.0,0.0,-5.0,53.0,58.0,102.501,-0.05,-0.05,0.517068,102.501,-0.05,-0.05,0.515848,
03/31/2019,4545.0,4545.0,,,0.0,-4198.0,,208.0,,3990.0,347.0,-263.0,251.0,251.0,0.0,,,-34.0,46.0,84.0,-20.0,64.0,-8.0,-8.0,0.0,72.0,-84.0,-12.0,0.0,0.0,-12.0,62.0,82.0,102.788,-0.11,-0.19,0.603183,102.788,-0.11,-0.19,0.603183,
06/30/2019,4560.0,4560.0,,,0.0,-4202.0,,214.0,,3988.0,358.0,-206.0,247.0,247.0,0.0,,,-42.0,1.0,152.0,-33.0,119.0,-2.0,-2.0,0.0,121.0,-95.0,26.0,0.0,0.0,26.0,68.0,44.0,103.198,0.25,0.23,0.658927,104.629,0.25,0.23,0.650534,
09/30/2019,4568.0,4568.0,,,0.0,-4312.0,,205.0,,4107.0,256.0,-389.0,244.0,244.0,0.0,,,-38.0,183.0,-133.0,-20.0,-153.0,-1.0,-1.0,0.0,-152.0,-80.0,-232.0,0.0,0.0,-232.0,65.0,298.0,103.558,-2.24,-2.25,0.627668,103.558,-2.24,-2.25,0.627614,
12/31/2019,4806.0,4806.0,,,0.0,-4413.0,,223.0,,4190.0,393.0,-184.0,243.0,243.0,0.0,,,-61.0,2.0,209.0,-85.0,124.0,0.0,0.0,0.0,124.0,-127.0,-3.0,0.0,0.0,-3.0,100.0,103.0,104.048,-0.03,-0.03,0.961095,105.666,-0.03,-0.03,0.94477,
03/31/2020,4520.0,4520.0,,,0.0,-4221.0,,203.0,,4018.0,299.0,-214.0,243.0,243.0,0.0,,,-28.0,-1.0,85.0,75.0,160.0,1.0,1.0,0.0,159.0,-66.0,93.0,0.0,0.0,93.0,135.0,41.0,104.353,0.89,0.9,1.293686,105.733,0.88,0.89,1.277769,
06/30/2020,3648.0,3648.0,,,0.0,-3719.0,,206.0,,3513.0,-71.0,285.0,255.0,255.0,0.0,,,-31.0,-509.0,214.0,-45.0,169.0,0.0,0.0,0.0,169.0,-81.0,88.0,0.0,0.0,88.0,133.0,45.0,104.794,0.84,0.84,1.269157,105.578,0.83,0.83,1.256225,
09/30/2020,4379.4,,,,,,,,,,450.5,,,,,,,,,191.0,,-3.402,,,,,,-3.402,,,-3.402,27.138,,,0.293,0.293,0.301,,0.293,0.293,0.301,
12/31/2020,4869.933,,,,,,,,,,588.25,,,,,,,,,368.5,,98.183,,,,,,98.183,,,98.183,114.2,,,1.146,1.146,1.103,,1.146,1.146,1.103,
