Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/27/2015,170867.0,20658.0,3099.0,17559.0,9535.0,9535.0,0.0,7678.0,923.0,4198.0,2557.0,0.0,7131.0,994.0,,1512.0,,1534.0,45002.0,13695.0,,,16233.0,16233.0,95937.0,90514.0,47217.0,43297.0,,2917.0,125865.0,,8355.0,3294.0,1178.0,1728.0,2155.0,9818.0,9818.0,,,,,9672.0,,920.0,28654.0,8900.0,27845.0,29079.0,29079.0,,,,46819.0,,8725.0,8520.0,75898.0,103743.0,27.0,81222.0,459.0,80763.0,-79259.0,74018.0,-9170.0,66838.0,286.0,67124.0,170867.0,
12/31/2015,167381.0,23290.0,3641.0,19649.0,8176.0,8176.0,0.0,7513.0,867.0,3932.0,2714.0,0.0,4825.0,944.0,9.0,1794.0,,1568.0,43804.0,13766.0,27268.0,-13502.0,15999.0,15999.0,93812.0,88598.0,48242.0,40356.0,572.0,1904.0,123577.0,,8249.0,3620.0,418.0,1852.0,2359.0,10159.0,6439.0,0.0,0.0,,3720.0,10990.0,0.0,1062.0,26877.0,10345.0,29398.0,28740.0,28740.0,0.0,0.0,,44245.0,0.0,8119.0,8187.0,72985.0,102383.0,26.0,81475.0,459.0,81016.0,-79252.0,71993.0,-9522.0,64720.0,278.0,64998.0,167381.0,
04/03/2016,162929.0,19443.0,2561.0,16882.0,9033.0,9033.0,0.0,7578.0,840.0,3956.0,2782.0,0.0,5244.0,1478.0,,1738.0,,1966.0,41298.0,13584.0,27586.0,-14002.0,14146.0,14146.0,93901.0,88160.0,48558.0,39602.0,,2525.0,121631.0,,5770.0,3125.0,920.0,0.0,1725.0,11546.0,11545.0,,,,1.0,11419.0,,965.0,26547.0,10556.0,28735.0,27824.0,27824.0,,,,43023.0,,7244.0,8267.0,70847.0,99582.0,26.0,81903.0,460.0,81443.0,-84313.0,74971.0,-9520.0,63067.0,280.0,63347.0,162929.0,
07/03/2016,170658.0,20942.0,3411.0,17531.0,9138.0,9138.0,0.0,7615.0,950.0,3931.0,2734.0,0.0,6150.0,1935.0,,1805.0,,2719.0,43845.0,13609.0,28246.0,-14637.0,13124.0,13124.0,100080.0,93656.0,50600.0,43056.0,,2684.0,126813.0,,7322.0,3261.0,647.0,1820.0,1594.0,13724.0,13722.0,,,,2.0,11053.0,,1319.0,28300.0,10446.0,32099.0,30457.0,30457.0,,,,45035.0,,7101.0,8315.0,75492.0,107591.0,25.0,82599.0,461.0,82138.0,-84313.0,73350.0,-8891.0,62770.0,297.0,63067.0,170658.0,
10/02/2016,178430.0,14371.0,2094.0,12277.0,9836.0,9836.0,0.0,7507.0,862.0,3965.0,2680.0,0.0,6787.0,1932.0,1119.0,1859.0,,2550.0,38501.0,13284.0,28122.0,-14838.0,9507.0,9507.0,117138.0,110519.0,56281.0,54238.0,,2828.0,139929.0,,8503.0,3476.0,1158.0,1821.0,2048.0,13633.0,13632.0,,,,1.0,12623.0,,1022.0,31687.0,11819.0,34759.0,30437.0,30437.0,,,,49633.0,,7120.0,9804.0,80070.0,114829.0,25.0,82995.0,461.0,82534.0,-84346.0,72846.0,-8213.0,63307.0,294.0,63601.0,178430.0,
12/31/2016,171615.0,17850.0,2595.0,15255.0,8225.0,8225.0,0.0,6783.0,793.0,3696.0,2294.0,0.0,6091.0,689.0,801.0,1812.0,,1683.0,38949.0,13318.0,28125.0,-14807.0,7116.0,7116.0,112232.0,107097.0,54449.0,52648.0,300.0,2334.0,132666.0,,9404.0,4536.0,437.0,1944.0,2487.0,10688.0,6463.0,0.0,0.0,,4225.0,11023.0,0.0,444.0,30753.0,9776.0,31115.0,31398.0,31398.0,0.0,0.0,,49262.0,0.0,8172.0,9893.0,80660.0,111775.0,24.0,83146.0,461.0,82685.0,-84364.0,71774.0,-11036.0,59544.0,296.0,59840.0,171615.0,
04/02/2017,168784.0,14560.0,4057.0,10503.0,8892.0,8892.0,0.0,7414.0,809.0,3445.0,3160.0,0.0,5012.0,689.0,3.0,1909.0,,1652.0,35878.0,13238.0,28288.0,-15050.0,7346.0,7346.0,112322.0,107083.0,54656.0,52427.0,,2641.0,132906.0,,6041.0,3393.0,790.0,0.0,1858.0,7680.0,7680.0,,,,,11143.0,,444.0,30857.0,9896.0,24864.0,36330.0,36330.0,,,,48844.0,,7042.0,10501.0,85174.0,110038.0,23.0,83574.0,463.0,83111.0,-89414.0,74847.0,-10595.0,58435.0,311.0,58746.0,168784.0,
07/02/2017,168558.0,14333.0,2585.0,11748.0,9476.0,9476.0,0.0,7584.0,813.0,3860.0,2911.0,0.0,4993.0,568.0,3.0,1952.0,,1626.0,36386.0,13386.0,28892.0,-15506.0,7008.0,7008.0,111778.0,106362.0,55014.0,51348.0,,2896.0,132172.0,,7520.0,3439.0,552.0,1904.0,1625.0,9514.0,9514.0,,,,,10148.0,,1125.0,30879.0,9914.0,27182.0,34191.0,34191.0,,,,48491.0,,7076.0,9411.0,82682.0,109864.0,21.0,83838.0,463.0,83375.0,-89416.0,74107.0,-10182.0,58368.0,326.0,58694.0,168558.0,
10/01/2017,172151.0,16925.0,2779.0,14146.0,10002.0,10002.0,0.0,7926.0,879.0,4070.0,2977.0,0.0,5438.0,543.0,16.0,1858.0,,1871.0,40291.0,13505.0,29411.0,-15906.0,7311.0,7311.0,111044.0,105799.0,56078.0,49721.0,,2844.0,131860.0,,8324.0,3480.0,1003.0,1909.0,1932.0,9448.0,9448.0,,,,,10445.0,,896.0,30411.0,10168.0,28217.0,34503.0,34503.0,,,,48321.0,,7218.0,9796.0,82824.0,111041.0,22.0,84290.0,463.0,83827.0,-89421.0,75043.0,-9164.0,60770.0,340.0,61110.0,172151.0,
12/31/2017,171797.0,19992.0,1342.0,18650.0,8221.0,8221.0,0.0,7579.0,788.0,3908.0,2883.0,0.0,5349.0,484.0,12.0,1855.0,,1949.0,41141.0,13865.0,30037.0,-16172.0,7015.0,7015.0,109777.0,104692.0,55952.0,48740.0,454.0,2291.0,130657.0,,9358.0,4656.0,477.0,2029.0,2196.0,9953.0,0.0,0.0,0.0,,9953.0,11116.0,0.0,490.0,3900.0,10914.0,30427.0,33538.0,33538.0,0.0,0.0,,36176.0,0.0,7430.0,24356.0,69714.0,100141.0,21.0,84742.0,464.0,84278.0,-89425.0,85291.0,-9321.0,71308.0,348.0,71656.0,171797.0,
04/01/2018,164612.0,11421.0,2302.0,9119.0,9452.0,9452.0,0.0,8148.0,825.0,4485.0,2838.0,0.0,5814.0,417.0,64.0,1883.0,,1837.0,34835.0,13971.0,30636.0,-16665.0,6945.0,6945.0,108862.0,104082.0,56393.0,47689.0,,2479.0,129778.0,,7404.0,3879.0,1614.0,0.0,1911.0,9010.0,0.0,,,,9010.0,10951.0,,614.0,5967.0,10562.0,27365.0,31831.0,31831.0,,,,34875.0,,6659.0,21635.0,66706.0,94071.0,21.0,85064.0,465.0,84599.0,-95460.0,89961.0,-9403.0,70183.0,358.0,70541.0,164612.0,
07/01/2018,164980.0,13431.0,2704.0,10727.0,9873.0,9873.0,0.0,8074.0,776.0,4542.0,2756.0,0.0,5925.0,490.0,,1848.0,,1892.0,37303.0,13919.0,30763.0,-16844.0,6595.0,6595.0,107163.0,102420.0,55836.0,46584.0,,2405.0,127677.0,,10448.0,4196.0,2481.0,1980.0,1791.0,11583.0,0.0,,,,11583.0,10125.0,,912.0,5743.0,9999.0,32156.0,28935.0,28935.0,,,,33765.0,,6479.0,20631.0,62700.0,94856.0,21.0,85362.0,465.0,84897.0,-95463.0,89860.0,-10002.0,69778.0,346.0,70124.0,164980.0,
09/30/2018,167838.0,17239.0,3559.0,13680.0,10024.0,10024.0,0.0,8184.0,839.0,4764.0,2581.0,0.0,6136.0,466.0,,1875.0,,1874.0,41583.0,14036.0,31114.0,-17078.0,6444.0,6444.0,105775.0,100920.0,55614.0,45306.0,,2514.0,126255.0,,11137.0,4297.0,2781.0,1963.0,2096.0,7385.0,0.0,,,,7385.0,10491.0,,1085.0,5512.0,10402.0,29013.0,33652.0,33652.0,,,,33509.0,,6341.0,20571.0,67161.0,96174.0,20.0,86294.0,466.0,85828.0,-96574.0,91995.0,-10417.0,71318.0,346.0,71664.0,167838.0,
12/31/2018,159422.0,18833.0,1139.0,17694.0,8025.0,8025.0,0.0,7509.0,546.0,4701.0,2262.0,0.0,15559.0,567.0,9725.0,1924.0,,1886.0,49926.0,13385.0,29976.0,-16591.0,2767.0,2767.0,93344.0,88622.0,53411.0,35211.0,401.0,1830.0,109496.0,,10383.0,4674.0,1265.0,2047.0,2397.0,8831.0,0.0,0.0,0.0,,8831.0,12644.0,0.0,942.0,3700.0,12561.0,31858.0,32909.0,32909.0,0.0,0.0,,30897.0,0.0,6610.0,19645.0,63806.0,95664.0,19.0,86720.0,467.0,86253.0,-101610.0,89554.0,-11276.0,63407.0,351.0,63758.0,159422.0,
03/31/2019,155421.0,11619.0,1937.0,9682.0,9599.0,9599.0,0.0,8029.0,560.0,5182.0,2287.0,0.0,16043.0,730.0,9877.0,1946.0,,2005.0,45290.0,14747.0,30905.0,-16158.0,2859.0,2859.0,92525.0,87526.0,53487.0,34039.0,,2323.0,110131.0,,7802.0,4156.0,1849.0,0.0,1797.0,9663.0,0.0,253.0,,253.0,9410.0,11958.0,,410.0,3591.0,11867.0,29423.0,36776.0,35733.0,1043.0,,1043.0,30064.0,,6457.0,19606.0,66840.0,96263.0,19.0,87103.0,468.0,86635.0,-110781.0,93388.0,-10923.0,58806.0,352.0,59158.0,155421.0,
06/30/2019,156198.0,12912.0,1784.0,11128.0,9793.0,9793.0,0.0,8233.0,490.0,5249.0,2494.0,0.0,16135.0,702.0,9877.0,1935.0,,2122.0,47073.0,14794.0,31183.0,-16389.0,2905.0,2905.0,91426.0,86376.0,53352.0,33024.0,,2413.0,109125.0,,9404.0,4002.0,1536.0,1991.0,1875.0,10770.0,0.0,263.0,,263.0,10507.0,11856.0,,467.0,3180.0,11746.0,32030.0,37194.0,36168.0,1026.0,,1026.0,27050.0,,6292.0,17111.0,64244.0,96274.0,18.0,87431.0,468.0,86963.0,-110786.0,94440.0,-11536.0,59567.0,357.0,59924.0,156198.0,
09/29/2019,170446.0,9087.0,2785.0,6302.0,9439.0,9439.0,0.0,8222.0,762.0,4866.0,2594.0,0.0,6711.0,924.0,29.0,1984.0,,2334.0,33459.0,15007.0,31735.0,-16728.0,2723.0,2723.0,119257.0,97660.0,58665.0,38995.0,,18689.0,136987.0,,10195.0,3942.0,1892.0,1992.0,2369.0,16898.0,0.0,281.0,,281.0,16617.0,9881.0,,600.0,6724.0,9748.0,36974.0,37081.0,36044.0,1037.0,,1037.0,30996.0,,6424.0,17248.0,68077.0,105051.0,18.0,87567.0,468.0,87099.0,-110795.0,100113.0,-11801.0,65102.0,293.0,65395.0,170446.0,
12/31/2019,167489.0,9830.0,1305.0,8525.0,8724.0,8724.0,0.0,8283.0,790.0,4743.0,2750.0,0.0,5966.0,527.0,21.0,2099.0,,2135.0,32803.0,15279.0,32068.0,-16789.0,3014.0,3014.0,116392.0,94024.0,58653.0,35371.0,453.0,19290.0,134685.0,,10024.0,4220.0,980.0,2104.0,2720.0,16471.0,0.0,276.0,,276.0,16195.0,10809.0,0.0,604.0,5578.0,10695.0,37304.0,37003.0,35955.0,1048.0,,1048.0,29735.0,0.0,6762.0,16791.0,66738.0,104042.0,17.0,87896.0,468.0,87428.0,-110801.0,97670.0,-11638.0,63144.0,303.0,63447.0,167489.0,
03/29/2020,166336.0,10350.0,2151.0,8199.0,9881.0,9881.0,0.0,8423.0,757.0,4962.0,2703.0,1.0,6084.0,490.0,,2207.0,,2035.0,34738.0,14040.0,30969.0,-16929.0,2696.0,2696.0,114861.0,92967.0,58502.0,34465.0,,19198.0,131597.0,,7368.0,3972.0,1150.0,0.0,2246.0,16007.0,0.0,,,,16007.0,10515.0,,1139.0,5268.0,10406.0,33890.0,36281.0,36281.0,,,,30827.0,,6535.0,17885.0,67108.0,100998.0,17.0,88150.0,470.0,87680.0,-111010.0,101000.0,-13131.0,65026.0,312.0,65338.0,166336.0,
06/28/2020,177934.0,11382.0,1801.0,9581.0,9128.0,9128.0,0.0,8564.0,752.0,4810.0,3002.0,0.0,17350.0,361.0,,2360.0,,13494.0,46424.0,14113.0,31002.0,-16889.0,3142.0,3142.0,114256.0,91989.0,58449.0,33540.0,,19545.0,131511.0,,9470.0,3872.0,1445.0,2111.0,2042.0,13084.0,0.0,,,,13084.0,10169.0,,866.0,5409.0,10042.0,32723.0,50529.0,50529.0,,,,30118.0,,6430.0,17413.0,80647.0,113370.0,17.0,88339.0,470.0,87869.0,-110978.0,100204.0,-13246.0,64336.0,228.0,64564.0,177934.0,
