Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2005,1720.0,289.6,,,,71.6,,,,0.0,1358.8,-1501.7,1501.7,1501.7,,,,218.3,-153.1,,23.7,11.6,117.8,65.2,-6.0,,,0.0,,15.6,15.6,0.0,0.0,-9.6,59.2,-15.1,44.1,-3.5,,,47.6,1.2,48.8,-0.7,0.0,48.1,48.1,,38.2,1.26,1.17,0.85,38.6,1.25,1.16,0.84,
12/31/2005,2304.1,245.9,,,,184.8,,,,0.0,1873.4,-2121.0,2121.0,2121.0,0.0,0.0,,183.1,-185.1,,22.8,11.8,150.5,-2.0,8.4,,,0.0,,15.0,15.0,0.0,0.0,-23.4,6.4,1.7,8.1,-11.1,,,19.2,1.1,20.3,-0.8,0.0,19.5,19.5,,39.1,0.5,0.35,0.36,39.6,0.49,0.35,0.36,
03/31/2006,1995.699951,246.2,,,,193.0,,,,0.0,1556.5,-1740.699951,1740.699951,1740.699951,,,,255.0,-159.899994,,27.200001,14.6,118.099998,95.099998,-9.599999,,,0.0,,18.299999,18.299999,0.0,0.0,-8.7,85.499999,-27.4,58.099998,-1.6,,,59.699999,1.2,60.900002,-0.8,0.0,60.100002,60.100002,,40.299999,1.49,1.45,1.45,40.599998,1.48,1.44,1.44,
06/30/2006,1475.300049,254.1,,,,95.4,,,,0.0,1125.800049,-1243.400024,1243.400024,1243.400024,,0.0,,231.900024,-164.300003,,29.299999,14.6,120.400002,67.599998,-7.9,,,0.0,,22.4,22.4,0.0,0.0,-14.5,59.699999,-19.0,40.700001,6.2,,,34.499999,1.2,35.700001,-0.8,0.0,34.900001,34.900001,,42.200001,0.83,0.97,0.85,42.200001,0.83,0.97,0.85,
09/30/2006,1555.099976,303.8,,,,91.0,,,,0.0,1160.300049,-1348.5,1348.5,1348.5,,,,206.599976,-162.199997,,32.0,15.6,114.599998,44.400002,-17.6,,,0.0,,29.1,29.1,0.0,0.0,-11.5,26.800001,-0.2,26.6,-12.2,,,38.800001,1.4,40.200001,-0.7,0.0,39.500001,39.500001,,43.299999,0.91,0.63,0.63,43.400002,0.91,0.63,0.63,
12/31/2006,1864.6,253.8,,,,296.7,,,,0.0,1314.1,-1642.4,1642.4,1642.4,,0.0,,222.2,-180.1,,32.8,16.1,131.2,42.1,-21.3,,,0.0,,29.4,29.4,0.0,0.0,-8.1,20.8,1.6,22.4,0.3,,,22.1,0.0,22.1,-0.8,0.0,21.3,21.3,,43.5,0.49,0.5,0.38,43.6,0.49,0.5,0.38,
03/31/2007,2746.600098,288.5,,,,681.3,,,,0.0,1776.800049,-2315.5,2315.5,2315.5,,,,431.100098,-248.0,,40.200001,21.1,186.699997,183.100006,-24.100001,,,0.0,,36.400002,36.400002,0.0,0.0,-12.3,159.000005,-41.900002,117.099998,-23.0,,,140.100003,0.1,140.199997,-0.8,0.0,139.399997,139.399997,,57.5,2.42,2.02,1.75,57.799999,2.41,2.01,1.74,
06/30/2007,2361.699951,294.0,,,,417.8,,,,0.0,1649.900024,-2071.100098,2071.100098,2071.100098,,0.0,,290.599854,-324.5,,50.599998,22.0,251.899994,-33.900002,-20.999998,,,0.0,,42.599998,42.599998,0.0,0.0,-21.6,-54.9,15.3,-39.599998,-24.0,,,-15.599999,0.0,-15.6,-0.8,0.0,-16.4,-16.4,,76.0,-0.22,-0.53,0.12,76.0,-0.22,-0.53,0.12,
09/30/2007,2122.5,330.1,,,,235.9,,,,0.0,1556.5,-1775.5,1775.5,1775.5,,,,347.0,-292.899994,,52.5,21.5,218.899994,54.099998,-32.700001,,,0.0,,48.200001,48.200001,0.0,0.0,-15.5,21.399998,-9.8,11.6,-32.299999,,,43.899997,0.0,43.900002,-0.7,0.0,43.200002,43.200002,,76.199997,0.57,0.14,0.14,76.5,0.56,0.14,0.14,
12/31/2007,3061.6,290.3,,,,767.5,,,,0.0,2003.8,-2558.3,2558.3,2558.3,,0.0,,503.3,-339.2,,51.8,22.8,264.6,164.1,-22.6,,,0.0,,37.3,37.3,0.0,0.0,-14.7,141.5,-49.6,91.9,6.0,,,85.9,0.0,85.9,-0.8,0.0,85.1,85.1,,76.5,1.11,1.19,1.19,76.6,1.11,1.19,1.19,
03/31/2008,3989.199951,316.5,,,,1260.4,,,,0.0,2412.300049,-3390.800049,3390.800049,3390.800049,,,,598.399902,-363.700012,,51.200001,25.9,286.600006,234.699997,-19.800001,,,0.0,,37.900002,37.900002,0.0,0.0,-18.1,214.899996,-78.300003,136.600006,0.0,,,136.599993,0.0,136.600006,-0.8,0.0,135.800006,135.800006,,76.599998,1.77,1.77,1.86,76.800003,1.77,1.77,1.86,
06/30/2008,3417.2,300.5,,,,515.6,,,,0.0,2601.1,-3028.1,3028.1,3028.1,,,,389.1,-329.5,,55.9,21.8,251.8,59.6,-17.3,,,0.0,,33.5,33.5,0.0,0.0,-16.2,42.3,-17.5,24.8,-0.1,,,24.9,0.0,24.9,-0.8,0.0,24.1,24.1,,76.6,0.31,0.31,0.43,76.9,0.31,0.31,0.43,
09/30/2008,3223.100098,365.1,,,,315.0,,,,0.0,2543.0,-2978.899902,2978.899902,2978.899902,,,,244.200195,-320.399994,,56.700001,21.4,242.300003,-76.199997,-15.799999,,,0.0,,39.5,39.5,0.0,0.0,-23.700001,-91.999996,33.599998,-58.400002,0.0,,,-58.399998,0.0,-58.400002,-0.7,0.0,-59.100002,-59.100002,,76.699997,-0.77,-0.77,0.28,76.699997,-0.77,-0.77,0.28,
12/31/2008,3418.3,1236.8,,,,,,,,0.0,2181.5,-3000.6,3000.6,3000.6,,,,417.7,-382.6,,57.6,24.5,300.5,35.1,-24.4,,,0.0,,47.2,47.2,0.0,0.0,-22.8,10.7,11.0,21.7,-4.6,,,26.3,0.1,26.4,-0.8,0.0,25.6,25.6,,76.7,0.33,0.27,0.27,77.0,0.33,0.27,0.27,
03/31/2009,3200.8,317.9,317.9,,,1096.6,1096.6,,,,1786.3,-2679.7,2679.7,2679.7,,,,521.1,-666.2,,56.9,26.9,582.4,-145.1,-21.5,42.7,,,,42.7,42.7,,,-21.2,-166.6,-12.8,-179.4,0.0,0.0,0.0,-179.4,,-179.4,-0.8,0.0,-180.2,120.1,300.3,76.7,-2.35,-2.35,1.565841,76.7,-2.35,-2.35,1.565254,
06/30/2009,1427.6,303.9,303.9,,,308.7,308.7,,,0.0,815.0,-980.3,980.3,980.3,,,0.0,447.3,-374.4,,57.6,21.7,295.1,72.9,-19.4,40.0,,,,40.0,40.0,,,-20.6,53.5,-18.5,35.0,-0.3,-0.3,0.0,35.3,0.2,35.5,-0.8,0.0,34.7,72.6,38.2,76.8,0.45,0.45,0.945313,76.8,0.45,0.45,0.945313,
09/30/2009,1297.8,332.3,332.3,,,211.5,211.5,,,0.0,754.0,-882.3,882.3,882.3,,,0.0,415.5,-322.2,,57.5,23.9,240.8,93.3,-16.2,40.2,-1.5,,1.5,41.7,41.7,,,-24.0,77.1,-28.0,49.1,-2.3,-2.3,0.0,51.4,-0.4,51.0,-0.7,0.8,51.1,78.1,29.3,76.8,0.67,0.64,1.016927,76.9,0.66,0.63,1.011014,
12/31/2009,1573.6,924.9,924.9,,,648.7,648.7,,,,,-1078.8,1078.8,1078.8,,,,494.8,-428.5,,58.9,23.8,345.8,66.3,-18.6,40.4,,,,40.4,40.4,,,-21.8,47.7,-23.9,23.8,-0.2,-0.2,0.0,24.0,0.3,24.3,-0.8,0.0,23.5,67.3,44.0,76.8,0.31,0.31,0.876302,77.0,0.31,0.31,0.876302,
03/31/2010,1903.4,330.1,330.1,,,926.5,926.5,,,0.0,646.8,-1381.1,1381.1,1381.1,,,0.0,522.3,-402.9,,64.1,28.2,310.6,119.4,-19.0,39.4,,,,39.4,39.4,,,-20.4,100.4,-50.0,50.4,-0.1,-0.1,0.0,50.5,,50.5,-0.8,0.0,49.7,86.656,37.056,76.9,0.65,0.65,1.126866,77.2,0.64,0.64,1.12,
06/30/2010,1014.8,314.0,314.0,,,296.8,296.8,,,0.0,404.0,-566.4,566.4,566.4,,,0.0,448.4,-312.2,,67.8,20.6,223.8,136.2,-12.2,36.6,,,,36.6,36.6,,,-24.4,124.0,-44.4,79.6,0.0,0.0,0.0,79.6,0.3,79.9,-0.8,0.0,79.1,30.7,-48.4,77.4,1.02,1.02,0.396641,77.9,1.02,1.02,0.396641,
09/30/2010,997.9,364.5,364.5,,,234.1,234.1,,,0.0,399.3,-570.1,570.1,570.1,,,0.0,427.8,-388.6,,69.0,22.7,296.9,39.2,-8.9,34.4,-0.8,,0.8,35.2,35.2,,,-25.5,30.3,-9.2,21.1,0.0,0.0,0.0,21.1,0.0,21.1,-0.7,0.0,20.4,23.735,3.335,77.7,0.26,0.26,0.30547,78.1,0.26,0.26,0.302702,
12/31/2010,1287.1,902.5,902.5,,,384.6,384.6,,,,,-787.7,787.7,787.7,,,,499.4,-366.1,,64.9,21.7,279.5,133.3,-16.3,36.7,,,,36.7,36.7,,,-20.4,117.0,-44.6,72.4,-0.1,-0.1,0.0,72.5,,72.5,-0.8,0.0,71.7,70.6,-1.0,78.0,0.92,0.92,0.905128,78.5,0.91,0.91,0.897261,
03/31/2011,1627.1,317.4,317.4,,,851.3,851.3,,,,458.4,-1064.7,1064.7,1064.7,,,,562.4,-353.7,,62.3,26.8,264.6,208.7,-13.6,34.8,,,,34.8,34.8,,,-21.2,195.1,-71.7,123.4,-0.1,-0.1,0.0,123.5,,123.5,-0.8,0.0,122.7,123.286,0.686,78.3,1.57,1.57,1.574534,78.6,1.56,1.56,1.568728,
06/30/2011,1010.8,309.6,309.6,,,361.2,361.2,,,,340.0,-596.2,596.2,596.2,,,,414.6,-347.1,,62.2,23.8,261.1,67.5,-10.6,32.2,,,,32.2,32.2,,,-21.6,56.9,-26.1,30.8,0.9,0.9,0.0,29.9,,29.9,-0.8,0.0,29.1,29.8,-0.2,78.7,0.37,0.37,0.378653,79.1,0.37,0.37,0.367472,
09/30/2011,934.4,361.2,361.2,,,235.0,235.0,,,0.0,338.2,-538.5,538.5,538.5,,,0.0,395.9,-325.6,,61.8,23.5,240.3,70.3,-10.4,31.3,,,,31.3,31.3,,,-20.9,59.9,-22.5,37.4,-0.2,-0.2,0.0,37.6,,37.6,-0.7,0.0,36.9,33.2,-3.5,78.7,0.47,0.47,0.421855,79.2,0.47,0.47,0.421855,
12/31/2011,1127.3,858.8,858.8,,,268.5,268.5,,,0.0,,-714.7,714.7,714.7,,,0.0,412.6,-351.2,,62.5,23.7,265.0,61.4,-9.2,30.2,,,,30.2,30.2,,,-21.0,52.2,-13.4,38.8,-0.7,-0.7,0.0,39.5,,39.5,-0.8,0.0,38.7,79.6,41.6,78.7,0.49,0.48,1.011436,79.3,0.49,0.48,1.00459,
03/31/2012,1247.9,307.0,307.0,,,664.0,664.0,,,0.0,276.9,-746.0,746.0,746.0,,,0.0,501.9,-348.8,,62.1,27.4,259.3,153.1,-6.9,30.4,,,,30.4,30.4,,,-23.5,146.2,-47.4,98.8,-0.9,-0.9,0.0,99.7,,99.7,-0.8,0.0,98.9,123.3,25.3,78.6,1.26,1.25,1.568702,79.2,1.25,1.24,1.559444,
06/30/2012,839.6,311.8,311.8,,,251.8,251.8,,,0.0,276.0,-418.2,418.2,418.2,,,0.0,421.4,-334.3,,62.6,22.7,249.0,87.1,-5.8,29.7,,,,29.7,29.7,,,-23.9,81.3,-29.6,51.7,2.1,2.1,0.0,49.6,,49.6,-0.8,0.0,48.8,21.7,-29.2,78.5,0.62,0.65,0.276433,79.3,0.62,0.65,0.276433,
09/30/2012,927.7,366.8,366.8,,,215.5,215.5,,,0.0,345.4,-492.2,492.2,492.2,,,0.0,435.5,-327.0,,62.9,23.8,240.3,108.5,-4.6,29.9,,,,29.9,29.9,,,-25.3,103.9,-29.6,74.3,8.0,8.0,0.0,66.3,0.1,66.4,-0.7,0.0,65.7,39.3,-34.4,78.5,0.84,0.94,0.500637,79.3,0.83,0.93,0.496204,
12/31/2012,1197.2,842.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.6,-710.1,710.1,710.1,,,0.0,487.1,-368.3,,63.1,22.5,282.7,118.8,-6.4,30.2,,,,30.2,30.2,,,-23.8,112.4,-43.2,69.2,0.5,0.5,0.0,68.7,0.1,68.8,-0.8,0.0,68.0,70.2,1.7,78.6,0.87,0.87,0.89313,79.3,0.86,0.86,0.881438,
03/31/2013,1678.2,331.8,331.8,,,792.0,792.0,,,,554.4,-1001.9,1001.9,1001.9,,,,676.3,-383.2,,60.9,27.2,295.1,293.1,-1.3,29.3,,,,29.3,29.3,,,-28.0,291.8,-109.6,182.2,-6.1,-6.1,0.0,188.3,,188.3,-0.8,0.0,187.5,139.9,-41.5,78.7,2.38,2.3,1.777637,79.3,2.37,2.29,1.766671,
06/30/2013,1116.0,327.0,327.0,,,367.4,367.4,,,,421.6,-743.9,743.9,743.9,,,,372.1,-379.0,,65.5,24.8,288.7,-6.9,-0.3,28.6,,,,28.6,28.6,,,-28.3,-7.2,3.3,-3.9,0.8,0.8,0.0,-4.7,0.1,-4.6,-0.8,0.0,-5.4,35.7,40.3,79.4,-0.07,-0.06,0.449622,79.4,-0.07,-0.06,0.447557,
09/30/2013,1129.7,353.9,353.9,,,253.0,253.0,,,0.0,522.8,-698.1,698.1,698.1,,,0.0,431.6,-376.3,,69.6,24.4,282.3,55.3,2.1,33.1,,,,33.1,33.1,,,-35.2,57.4,-18.0,39.4,0.6,0.6,0.0,38.8,,38.8,-0.7,0.0,38.1,27.8,-10.9,79.8,0.48,0.49,0.348371,80.2,0.47,0.48,0.34409,
12/31/2013,1018.8,319.3,319.3,,,681.7,681.7,,,0.0,17.8,-497.4,497.4,497.4,,,0.0,521.4,-391.3,,69.8,23.3,298.2,130.1,-7.5,36.9,,,,36.9,36.9,,,-29.4,122.6,-48.4,74.2,-58.2,-58.2,0.0,132.4,,132.4,-0.8,0.0,131.6,73.4,0.0,80.1,1.64,0.91,0.91,80.7,1.63,0.91,0.91,
03/31/2014,1638.0,349.2,349.2,,,1267.6,1267.6,,,0.0,21.2,-975.6,975.6,975.6,,,0.0,662.4,-430.1,,70.6,26.9,332.6,232.3,-10.2,38.9,,,,38.9,38.9,,,-28.7,222.1,-81.9,140.2,-12.9,-12.9,0.0,153.1,0.1,153.2,-0.8,0.0,152.4,139.5,0.0,80.2,1.9,1.74,1.74,80.5,1.89,1.73,1.73,
06/30/2014,837.1,810.6,810.6,,,493.5,493.5,,,0.0,26.5,-400.2,400.2,400.2,,,0.0,436.9,-413.9,,72.8,17.2,323.9,23.0,-10.5,39.3,,,,39.3,39.3,,,-28.8,12.5,-4.5,8.0,0.8,0.8,0.0,7.2,,7.2,,0.0,7.2,11.835,3.835,,,,,,,,,
09/30/2014,1187.9,342.4,342.4,,,282.7,282.7,,,0.0,562.8,-738.6,738.6,738.6,,,0.0,449.3,-302.4,,73.3,26.3,202.8,146.9,-7.2,38.1,,,,38.1,38.1,,,-30.9,139.7,-56.8,82.9,-1.1,-1.1,0.0,84.0,0.0,84.0,-0.7,0.0,83.3,28.7,-53.5,80.2,1.04,1.03,0.357855,81.1,1.02,1.01,0.350321,
12/31/2014,1012.3,282.1,282.1,0.0,0.0,704.3,704.3,0.0,0.0,0.0,25.9,-506.1,506.1,506.1,,,0.0,506.2,-389.3,,72.4,21.8,295.1,116.9,-8.3,39.5,,,,39.5,39.5,,,-31.2,108.6,-54.8,53.8,19.0,19.0,0.0,34.8,,34.8,-0.8,0.0,34.0,66.2,13.2,80.2,0.42,0.66,0.825436,80.8,0.42,0.66,0.823366,
03/31/2015,1163.2,295.8,295.8,0.0,,839.5,839.5,0.0,,0.0,27.9,-577.7,577.7,577.7,,,0.0,585.5,-361.3,,74.7,25.6,261.0,224.2,-14.1,38.2,,,,38.2,38.2,,,-24.1,210.1,-78.9,131.2,0.9,0.9,0.0,130.3,0.0,130.3,-0.8,0.0,129.5,131.0,0.6,80.2,1.61,1.62,1.633416,80.8,1.6,1.61,1.617426,
06/30/2015,638.3,616.7,616.7,,,,,,,0.0,21.6,-217.1,217.1,217.1,,,0.0,421.2,-422.8,,72.1,17.9,332.8,-1.6,-15.8,40.0,,,,40.0,40.0,,,-24.2,-17.4,8.1,-9.3,0.0,0.0,0.0,-9.3,0.0,-9.3,,0.0,-9.3,32.12,41.42,,,,,,,,,
09/30/2015,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.445,,,,0.445,
12/31/2015,1066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,0.97,
