Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2015,10202.871,2310.715,1809.33,501.385,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3121.125,,0.0,180.573,3104.025,5431.84,173.412,470.758,-297.346,0.0,4597.619,4312.817,0.0,4312.817,104.229,4771.031,,393.88,253.491,0.0,0.0,140.389,0.0,0.0,,,,3135.744,0.0,0.0,2789.023,3529.624,2371.362,2342.362,29.0,29.0,,2078.459,0.0,0.0,0.0,0.0,2078.459,4449.821,7979.445,0.0,1324.809,0.42794,1324.38106,0.0,941.925,-43.308,2223.426,0.0,2223.426,10202.871,
03/31/2016,11262.274,2072.471,1605.244,467.227,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3471.365,,,196.3,3471.365,5543.836,166.254,471.501,-305.247,0.0,5552.184,5260.16,,5260.16,95.724,5718.438,,413.548,231.914,,,181.634,0.0,0.0,,,,3520.084,,,3145.861,3933.632,2372.218,2351.818,20.4,20.4,,2639.191,,,,,2639.191,5011.409,8945.041,0.0,1382.051,0.428289,1381.622711,0.0,969.583,-34.401,2317.233,0.0,2317.233,11262.274,
06/30/2016,11593.507,1834.228,1390.925,443.303,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3552.69,,,213.8,3552.69,5386.918,162.864,474.209,-311.345,0.0,6043.725,5742.938,,5742.938,86.987,6206.589,,412.531,240.458,,,172.073,0.0,0.0,,,,3639.306,,,3242.33,4051.837,2373.085,2353.285,19.8,19.8,,2752.751,,,,,2752.751,5125.836,9177.673,0.0,1443.707,0.428725,1443.278275,0.0,1010.338,-38.211,2415.834,0.0,2415.834,11593.507,
09/30/2016,12347.338,1343.256,969.158,374.098,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3850.637,,,200.0,3850.637,5193.893,191.876,505.958,-314.082,0.0,6961.569,6677.674,,6677.674,83.895,7153.445,,486.985,285.753,,,201.232,0.0,0.0,,,,3924.42,,,3497.214,4411.405,2373.966,2354.766,19.2,19.2,,3033.001,,,,,3033.001,5406.967,9818.372,0.0,1503.641,0.429145,1503.211855,0.0,1061.855,-36.53,2528.966,0.0,2528.966,12347.338,
12/31/2016,13586.61,1733.782,1467.576,266.206,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3986.509,,0.0,227.248,3966.809,5720.291,250.395,544.604,-294.209,0.0,7615.924,7274.501,0.0,7274.501,114.175,7866.319,,510.474,312.842,0.0,0.0,197.632,0.0,0.0,,,,4076.183,0.0,0.0,3632.711,4586.657,3364.311,3335.111,29.2,29.2,,2955.842,0.0,0.0,0.0,0.0,2955.842,6320.153,10906.81,0.0,1599.762,0.430054,1599.331946,0.0,1128.603,-48.565,2679.8,0.0,2679.8,13586.61,
03/31/2017,14359.096,1341.229,1077.824,263.405,0.0,0.0,0.0,1146.982,0.0,0.0,0.0,0.0,0.0,3172.119,,,297.6,3172.119,5660.33,275.083,566.683,-291.6,0.0,8423.683,8029.112,,8029.112,96.971,8698.766,,591.089,294.831,,,296.258,0.0,0.0,,,,4320.14,,,3861.447,4911.229,3365.431,3365.431,,,,3108.753,,,,,3108.753,6474.184,11385.413,0.0,1669.132,0.430993,1668.701007,0.0,1350.41,-45.859,2973.683,0.0,2973.683,14359.096,
06/30/2017,16517.223,2164.902,1918.777,246.125,0.0,0.0,0.0,1057.283,0.0,0.0,0.0,0.0,0.0,3478.6,,,318.2,3478.6,6700.785,309.831,615.881,-306.05,0.0,9506.607,9078.474,,9078.474,109.933,9816.438,,522.269,273.398,,,248.871,0.0,0.0,,,,4600.676,,,4095.374,5122.945,4836.502,4819.402,17.1,17.1,,3445.276,,,,,3445.276,8281.778,13404.723,0.0,1727.858,0.43175,1727.42625,0.0,1416.01,-31.368,3112.5,0.0,3112.5,16517.223,
09/30/2017,16951.54,1746.469,1746.469,0.0,0.0,0.0,0.0,1338.208,0.0,0.0,0.0,0.0,0.0,3300.671,,,374.0,3300.671,6385.348,322.421,644.222,-321.801,0.0,10243.771,9739.704,,9739.704,130.067,10566.192,,633.166,301.443,,,331.723,0.0,0.0,,,,4677.511,,,4142.086,5310.677,4888.783,4872.383,16.4,16.4,,3424.719,,,,,3424.719,8313.502,13624.179,0.0,1807.123,0.432731,1806.690269,0.0,1545.6,-25.362,3327.361,0.0,3327.361,16951.54,
12/31/2017,19012.742,2822.795,2822.795,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4847.179,,0.0,478.266,4847.179,7669.974,319.404,641.218,-321.814,0.0,11023.364,10371.055,0.0,10371.055,174.043,11342.768,,674.649,359.555,0.0,0.0,315.094,0.0,0.0,,,,4791.663,0.0,0.0,4173.041,5466.312,6499.432,6483.832,15.6,15.6,,3465.042,0.0,0.0,0.0,0.0,3465.042,9964.474,15430.786,0.0,1871.396,0.433393,1870.962607,0.0,1731.117,-20.557,3581.956,0.0,3581.956,19012.742,
03/31/2018,20152.797,2593.666,2593.666,0.0,0.0,0.0,0.0,1613.898,0.0,0.0,0.0,0.0,0.0,3610.012,,,500.6,3610.012,7817.576,341.932,679.798,-337.866,0.0,11993.289,11314.803,,11314.803,177.886,12335.221,,865.614,436.183,,,429.431,0.0,0.0,,,,5139.973,,,4466.081,6005.587,6542.373,6542.373,,,,3584.107,,,,,3584.107,10126.48,16132.067,0.0,1995.225,0.434657,1994.790343,0.0,2021.241,4.264,4020.73,0.0,4020.73,20152.797,
06/30/2018,22663.537,3906.357,3906.357,0.0,0.0,0.0,0.0,2085.501,0.0,0.0,0.0,0.0,0.0,3355.031,,,509.9,3355.031,9346.889,349.646,689.942,-340.296,0.0,12967.002,12292.07,,12292.07,165.032,13316.648,,840.814,448.219,,,392.595,0.0,0.0,,,,5238.827,,,4541.087,6079.641,8342.067,8328.867,13.2,13.2,,3745.229,,,,,3745.229,12087.296,18166.937,0.0,2103.437,0.435458,2103.001542,0.0,2405.59,-12.427,4496.6,0.0,4496.6,22663.537,
09/30/2018,23366.229,3067.534,3067.534,0.0,0.0,0.0,0.0,2757.434,0.0,0.0,0.0,0.0,0.0,2905.013,,,549.3,2905.013,8729.981,371.152,727.115,-355.963,0.0,14265.096,13408.443,,13408.443,307.353,14636.248,,968.506,441.427,,,527.079,0.0,0.0,,,,5329.734,,,4613.011,6298.24,8336.586,8324.686,11.9,11.9,,3721.75,,,,,3721.75,12058.336,18356.576,0.0,2215.736,0.436085,2215.299915,0.0,2808.425,-14.508,5009.653,0.0,5009.653,23366.229,
12/31/2018,25974.4,3794.483,3794.483,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5899.652,,0.0,564.425,5899.652,9694.135,418.281,786.8,-368.519,0.0,15861.984,14951.141,0.0,14951.141,346.418,16280.265,,1044.859,562.985,0.0,0.0,481.874,0.0,0.0,,,,5442.461,0.0,0.0,4681.562,6487.32,10360.058,10349.058,11.0,11.0,,3888.257,0.0,0.0,0.0,0.0,3888.257,14248.315,20735.635,0.0,2315.988,0.436599,2315.551401,0.0,2942.359,-19.582,5238.765,0.0,5238.765,25974.4,
03/31/2019,27218.632,3348.557,3348.557,0.0,432.955,432.955,0.0,18.29,0.0,0.0,0.0,0.0,0.0,369.105,177.46,,557.0,191.645,4168.907,1246.372,1617.395,-371.023,0.0,21803.353,20888.785,,20888.785,357.568,23049.725,,1063.266,439.496,,,623.77,122.498,0.0,122.498,,122.498,5672.043,,,4863.351,6857.807,11070.047,10305.023,765.024,,765.024,3587.72,,,,,3587.72,14657.767,21515.574,0.0,2439.773,0.437192,2439.335808,0.0,3288.885,-25.6,5703.058,0.0,5703.058,27218.632,
06/30/2019,30171.339,5004.247,5004.247,0.0,492.034,492.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.876,184.039,,522.0,196.837,5877.157,1460.399,1845.511,-385.112,0.0,22833.783,21945.74,,21945.74,366.043,24294.182,,1055.344,442.194,,,613.15,137.662,0.0,137.662,,137.662,5740.978,,,4848.201,6933.984,13540.455,12594.135,946.32,,946.32,3591.352,,,,,3591.352,17131.807,24065.791,0.0,2566.365,0.437835,2565.927165,0.0,3559.535,-20.352,6105.548,0.0,6105.548,30171.339,
09/30/2019,30941.711,4435.018,4435.018,0.0,466.168,466.168,0.0,43.437,0.0,0.0,0.0,0.0,0.0,383.135,187.865,,470.0,195.27,5327.758,1512.992,1915.596,-402.604,0.0,24100.961,23234.994,,23234.994,395.967,25613.953,,1320.911,444.129,,,876.782,160.941,0.0,160.941,,160.941,5776.048,,,4860.542,7257.9,13378.424,12425.746,952.678,,952.678,3443.882,,,,,3443.882,16822.306,24080.206,0.0,2677.972,0.438251,2677.533749,0.0,4224.779,-41.246,6861.505,0.0,6861.505,30941.711,
12/31/2019,33975.712,5018.437,5018.437,0.0,454.399,454.399,0.0,,0.0,0.0,0.0,0.0,0.0,705.668,180.999,0.0,658.206,524.669,6178.504,2097.221,2513.226,-416.005,0.0,25699.987,24504.567,0.0,24504.567,537.214,27797.208,,1326.768,674.347,0.0,0.0,652.421,190.622,0.0,190.622,0.0,190.622,5338.306,0.0,0.0,4413.561,6855.696,16181.872,14759.26,1422.612,0.0,1422.612,3355.987,0.0,0.0,0.0,0.0,3355.987,19537.859,26393.555,0.0,2793.929,0.438807,2793.490193,0.0,4811.749,-23.521,7582.157,0.0,7582.157,33975.712,
03/31/2020,35059.91,5151.884,5151.884,0.0,539.916,539.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.981,214.35,,612.0,541.631,6447.781,2152.455,2589.011,-436.556,0.0,26459.674,25266.889,,25266.889,580.785,28612.129,,1410.578,545.488,,,865.09,694.809,498.809,196.0,,196.0,5748.338,,,4761.585,7853.725,15570.692,14170.692,1400.0,,1400.0,3226.199,,,,,3226.199,18796.891,26650.616,0.0,2935.532,0.439781,2935.092219,0.0,5520.816,-47.054,8409.294,0.0,8409.294,35059.91,
06/30/2020,37175.281,7153.248,7153.248,0.0,565.668,565.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.223,204.752,,389.0,640.471,8564.139,2563.941,3024.147,-460.206,0.0,26047.201,25155.117,,25155.117,503.084,28611.142,,1206.263,446.668,,,759.595,726.161,499.161,227.0,,227.0,5693.994,,,4664.733,7626.418,16981.998,15294.998,1687.0,,1687.0,3232.112,,,,,3232.112,20214.11,27840.528,0.0,3127.813,0.441015,3127.371985,0.0,6241.012,-34.072,9334.753,0.0,9334.753,37175.281,
