Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2015,9981.185,2025.24,1900.209,125.031,161.077,161.077,0.0,66.583,,,,,95.298,,,95.298,2348.198,7090.449,9882.725,-2792.276,122.888,122.888,419.65,111.58,,,3.472,304.598,7632.987,,653.871,232.999,99.758,74.78,246.334,31.613,0.0,,,,31.613,427.969,,1.1,36.569,423.168,1113.453,8748.449,8748.449,,,,180.065,,,,,142.396,8928.514,10041.967,0.0,977.376,1.146,976.23,-1152.393,-3.56,1.743,-176.834,116.052,-60.782,9981.185,
12/31/2015,10522.259,2080.089,2080.089,0.0,143.898,143.898,0.0,74.493,,,,,207.298,0.7,,207.298,2505.778,7477.478,10318.079,-2840.601,0.0,0.0,539.003,110.972,0.0,110.972,0.727,426.604,8016.481,,657.762,210.372,98.559,98.129,250.702,16.0,0.0,0.0,0.0,,16.0,436.409,0.0,0.1,36.357,436.409,1110.171,9212.765,9212.765,0.0,0.0,,177.478,0.0,0.0,0.0,0.0,141.021,9390.243,10500.414,0.0,984.277,1.146,983.131,-1152.68,55.332,1.092,-111.979,133.824,21.845,10522.259,
03/31/2016,10646.56,2107.253,2107.253,0.0,152.331,152.331,0.0,72.604,,,,,273.305,1.2,,273.305,2605.493,7633.434,10540.886,-2907.452,0.0,,407.633,110.376,,,0.0,296.057,8041.067,,525.277,111.114,90.968,55.496,267.699,15.993,0.0,,,,15.993,429.346,,,39.745,429.346,970.616,9408.555,9408.555,,,,186.454,,,,,146.709,9595.009,10565.625,0.0,993.021,1.149,991.872,-1158.971,79.697,1.927,-84.326,165.261,80.935,10646.56,
06/30/2016,10610.351,1902.323,1902.323,0.0,137.1,137.1,0.0,74.79,,,,,300.33,,,300.33,2414.543,7775.244,10732.378,-2957.134,0.0,,420.564,114.78,,,0.0,305.784,8195.808,,571.355,173.459,97.544,78.633,221.719,0.0,0.0,,,,0.0,420.582,,2.2,36.316,420.582,991.937,9457.016,9457.016,,,,159.703,,,,,121.187,9616.719,10608.656,0.0,987.91,1.149,986.761,-1158.971,99.379,2.097,-69.585,71.28,1.695,10610.351,
09/30/2016,10925.944,1736.804,1510.808,225.996,139.419,139.419,0.0,88.728,,,,,92.246,,,92.246,2057.197,8270.047,11319.447,-3049.4,77.549,77.549,521.151,114.184,,,,406.967,8868.747,,901.078,356.533,145.679,74.325,324.541,0.0,0.0,,,,0.0,529.192,,1.1,36.093,529.192,1430.27,9440.856,9440.856,,,,119.25,,,,,82.057,9560.106,10990.376,0.0,990.803,1.149,989.654,-1158.971,32.148,2.022,-133.998,69.566,-64.432,10925.944,
12/31/2016,11953.557,2626.559,2453.122,173.437,178.712,178.712,0.0,91.541,,,,,93.555,0.0,,93.555,2990.367,8259.631,11434.936,-3175.305,128.023,128.023,575.536,113.588,0.0,113.588,0.0,461.948,8963.19,,816.735,298.505,162.706,98.118,257.406,0.0,0.0,0.0,0.0,,0.0,599.566,0.0,1.1,66.561,599.566,1416.301,10125.352,10125.352,0.0,0.0,,154.023,0.0,0.0,0.0,0.0,86.362,10279.375,11695.676,0.0,1228.065,1.15,1226.915,-1166.697,95.097,1.484,157.949,99.932,257.881,11953.557,
03/31/2017,11829.528,2543.431,2543.431,0.0,144.335,144.335,0.0,86.466,,,,,307.178,,,306.678,3081.41,8273.757,11578.53,-3304.773,0.0,,474.361,112.993,,,,361.368,8748.118,,775.384,341.423,176.104,54.761,203.096,0.0,0.0,,,,0.0,732.786,,,68.62,732.786,1508.17,9812.876,9812.876,,,,155.823,,,,,87.203,9968.699,11476.869,0.0,1252.0,1.156,1250.844,-1175.186,142.441,0.709,219.964,132.695,352.659,11829.528,
06/30/2017,11856.899,2486.423,2486.423,0.0,154.066,154.066,0.0,84.508,,,,,315.192,,,314.992,3040.189,8321.777,11737.855,-3416.078,0.0,,494.933,124.897,,,,370.036,8816.71,,762.79,299.348,175.819,70.424,217.199,1.74,0.0,,,,1.74,775.379,,,71.031,775.379,1539.909,9806.296,9806.296,,,,152.988,,,,,81.957,9959.284,11499.193,0.0,1283.421,1.159,1282.262,-1175.186,166.256,-1.068,273.423,84.283,357.706,11856.899,
09/30/2017,12427.954,3092.851,2935.985,156.866,171.234,171.234,0.0,82.897,,,,,209.57,,,209.57,3556.552,8386.843,11906.044,-3519.201,163.368,163.368,321.191,124.301,,,0.0,196.89,8871.402,,773.515,279.416,188.953,69.651,235.495,405.339,0.0,,,,405.339,883.204,,,87.281,883.204,2062.058,9771.815,9771.815,,,,195.871,,,,,108.59,9967.686,12029.744,0.0,1310.121,1.161,1308.96,-1175.186,194.814,-0.673,329.076,69.134,398.21,12427.954,
12/31/2017,12681.739,2971.247,2804.474,166.773,165.551,165.551,0.0,71.636,,,,,215.35,,240.533,215.35,3423.784,8498.756,12137.438,-3638.682,160.682,160.682,598.517,123.705,0.0,123.705,0.0,234.279,9257.955,,817.971,285.437,211.6,94.695,226.239,62.69,0.0,,,,62.69,1049.629,0.0,,0.0,1049.629,1930.29,9565.936,9565.936,,,,107.163,0.0,0.0,0.0,0.0,107.163,9673.099,11603.389,0.0,1499.092,1.164,1497.928,-1184.468,635.067,-1.845,947.846,130.504,1078.35,12681.739,
03/31/2018,12215.174,2060.87,2031.662,29.208,173.666,173.666,0.0,67.579,,,,,146.184,,347.97,146.184,2448.299,8887.843,12648.287,-3760.444,100.494,100.494,778.538,212.384,,,,218.184,9766.875,,940.249,301.577,225.304,210.28,203.088,121.714,0.0,,,,121.714,1036.946,,,,1036.946,2098.909,9234.679,9234.679,,,,110.198,,,,,110.198,9344.877,11443.786,0.0,1509.88,1.166,1508.714,-1184.967,388.523,-1.874,711.562,59.826,771.388,12215.174,
06/30/2018,11816.556,1445.163,1445.163,0.0,175.133,175.133,0.0,66.765,,,,,201.397,,357.566,122.997,1888.458,9053.922,12931.647,-3877.725,72.083,72.083,802.093,224.008,,,,220.519,9928.098,,728.023,247.39,196.405,58.86,225.368,179.075,0.0,,,,179.075,839.721,,,,839.721,1746.819,8133.602,8133.602,,,,116.54,,,,,116.54,8250.142,9996.961,0.0,2436.94,1.22,2435.72,-1184.967,462.95,-1.938,1712.985,106.61,1819.595,11816.556,
09/30/2018,12377.491,1949.253,1949.253,0.0,176.89,176.89,0.0,63.076,,,,,147.101,,361.314,147.101,2336.32,9221.028,13206.017,-3984.989,0.0,0.0,820.143,223.382,,,,235.447,10041.171,,973.87,315.959,210.451,212.414,235.046,236.835,0.0,,,,236.835,836.7,,,,836.7,2047.405,8695.335,8695.335,,,,94.468,,,,,94.468,8789.803,10837.208,0.0,2456.578,1.221,2455.357,-1187.273,537.771,-2.083,1804.993,-264.71,1540.283,12377.491,
12/31/2018,13216.269,2215.001,2215.001,0.0,218.986,218.986,0.0,66.627,,,,,140.762,,736.452,140.762,2641.376,9385.92,13473.809,-4087.889,0.0,0.0,1188.973,222.506,,222.506,0.0,230.015,10574.893,,914.653,321.796,247.341,61.595,283.921,11.96,0.0,,,,11.96,955.45,0.0,,70.56,955.45,1882.063,9411.14,9411.14,,,,108.277,0.0,0.0,0.0,0.0,37.717,9519.417,11401.48,0.0,2458.3,1.221,2457.079,-1344.012,921.785,-1.95,2034.123,-219.334,1814.789,13216.269,
03/31/2019,13161.227,1822.891,1822.891,0.0,202.61,202.61,0.0,67.373,,,,,148.953,,736.528,148.953,2241.827,9806.004,13909.427,-4103.423,0.0,,1113.396,133.837,,,,243.031,10919.4,,907.179,345.527,226.454,75.839,259.359,54.661,0.0,18.191,0.0,18.191,36.47,916.09,,,,916.09,1877.93,9274.023,9117.008,157.015,16.554,140.461,94.031,,,,,94.031,9368.054,11245.984,0.0,2484.252,1.226,2483.026,-1349.413,945.972,-2.591,2078.22,-162.977,1915.243,13161.227,
06/30/2019,13165.274,1501.886,1501.886,0.0,235.126,235.126,0.0,81.766,,,,,148.545,,738.94,53.545,1967.323,10092.978,14327.078,-4234.1,0.0,,1104.973,133.066,,,,232.967,11197.951,,994.519,432.13,214.606,63.005,284.778,74.374,0.0,17.769,0.0,17.769,56.605,906.455,,,,906.455,1975.348,9246.739,9078.728,168.011,16.565,151.446,92.248,,,,,92.248,9338.987,11314.335,0.0,2499.544,1.228,2498.316,-1379.644,932.907,-1.986,2050.821,-199.882,1850.939,13165.274,
09/30/2019,13277.058,1676.11,1676.11,0.0,228.204,228.204,0.0,80.486,,,,,126.452,,719.614,126.452,2111.252,10065.425,14438.236,-4372.811,0.0,0.0,1100.381,148.972,,,,231.795,11165.806,,841.558,292.14,188.496,74.34,286.582,132.082,0.0,15.964,0.162,15.802,116.118,956.744,,,,956.744,1930.384,9571.815,9404.056,167.759,17.789,149.97,108.98,,,,,108.98,9680.795,11611.179,0.0,2509.098,1.228,2507.87,-1409.717,822.07,-2.7,1918.751,-252.872,1665.879,13277.058,
12/31/2019,13871.281,2351.904,2351.904,0.0,286.934,286.934,0.0,88.519,,,,,128.98,,562.262,128.98,2856.337,10076.751,14587.278,-4510.527,0.0,0.0,938.193,146.414,0.0,146.414,0.0,229.517,11014.944,,815.682,262.437,168.043,73.136,312.066,342.933,0.0,19.057,0.164,18.893,323.876,824.269,0.0,,8.887,824.269,1982.884,10239.165,10062.224,176.941,17.759,159.182,107.76,0.0,0.0,0.0,0.0,98.873,10346.925,12329.809,0.0,2513.904,1.228,2512.676,-1410.998,641.818,-1.679,1743.045,-201.573,1541.472,13871.281,
03/31/2020,14273.347,2880.971,2880.971,0.0,293.97,293.97,0.0,86.182,,,,,154.241,,487.402,154.241,3415.364,9985.971,14667.434,-4681.463,0.0,,872.012,143.857,,,,240.753,10857.983,,735.445,194.226,48.348,106.344,386.527,235.997,0.0,,,,235.997,913.395,,,,913.395,1884.837,11289.168,11133.048,156.12,,156.12,106.862,,,,,106.862,11396.03,13280.867,0.0,2527.296,1.234,2526.062,-1416.525,132.266,-0.947,1242.09,-249.61,992.48,14273.347,
06/30/2020,14885.675,3797.74,3797.74,0.0,184.063,184.063,0.0,84.779,,,,,169.799,,406.947,169.799,4236.381,9855.388,14704.058,-4848.67,0.0,,793.906,141.299,,,,245.66,10649.294,,617.727,215.832,7.484,82.655,311.756,298.05,0.0,,,,298.05,954.074,,,,954.074,1869.851,12631.575,12477.183,154.392,,154.392,110.051,,,,,110.051,12741.626,14611.477,0.0,2544.952,1.234,2543.718,-1419.435,-505.09,-0.908,619.519,-345.321,274.198,14885.675,
