Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/29/2007,2986.2,1092.5,340.1,752.4,288.1,288.1,,196.5,66.6,64.5,54.8,10.6,58.8,,,,,,,,1635.9,203.3,525.0,-321.7,12.3,,1134.7,1106.2,724.7,381.5,28.5,1350.3,,118.5,118.5,,,,233.0,,,,,,205.8,,,,205.8,557.3,425.0,,,,,207.9,,,207.9,632.9,1190.2,0.0,69177.5,,,-2.2,-67436.5,57.2,1796.0,0.0,1796.0,2986.2,
03/29/2008,3077.2,994.1,422.9,571.2,281.0,281.0,,193.2,64.9,64.9,51.6,11.8,69.1,,,,,,,,1537.4,210.3,552.7,-342.4,26.7,,1302.8,1276.5,831.0,445.5,26.3,1539.8,,119.7,119.7,,,,158.0,,,,,,214.9,,,,214.9,492.6,425.0,,,,,213.2,,,213.2,638.2,1130.8,0.0,69316.1,,,0.0,-67442.7,73.0,1946.4,0.0,1946.4,3077.2,
06/28/2008,2906.1,873.6,265.6,608.0,297.7,297.7,,188.9,66.5,56.3,51.6,14.5,68.9,,,,,,,,1429.1,213.2,570.3,-357.1,25.6,,1238.2,1212.3,796.2,416.1,25.9,1477.0,,129.6,129.6,,,,83.0,82.0,1.0,1.0,,,232.8,,,,232.8,445.4,425.0,423.2,1.8,1.8,,218.3,,,218.3,643.3,1088.7,0.0,69325.2,,,0.0,-67585.7,77.9,1817.4,0.0,1817.4,2906.1,
09/27/2008,2751.6,791.1,328.5,462.6,270.1,270.1,0.0,185.8,68.7,57.2,46.7,13.2,65.7,,,,3.8,9.2,,56.5,1312.7,211.5,580.1,-368.6,30.8,30.8,1196.6,1171.3,781.1,390.2,21.5,1438.9,,219.8,138.3,7.8,,73.7,75.0,0.0,,,,75.0,112.4,,,20.6,112.1,407.2,425.0,425.0,,,,210.4,,77.0,112.8,635.4,1042.6,0.0,69340.5,0.2,69340.3,0.0,-67688.9,57.4,1709.0,0.0,1709.0,2751.6,
12/27/2008,1865.0,677.8,284.9,392.9,265.0,265.0,0.0,200.1,76.4,53.3,54.9,15.5,62.5,,,,3.8,9.6,,52.9,1205.4,204.4,576.7,-372.3,15.8,15.8,439.4,415.7,56.1,359.6,19.9,659.6,,217.6,125.1,18.9,,73.6,0.2,0.0,,,,0.2,116.3,,,15.9,116.3,334.1,375.0,375.0,,,,181.9,,72.9,93.1,556.9,891.0,0.0,69352.4,0.2,69352.2,0.0,-68394.2,15.8,974.0,0.0,974.0,1865.0,
03/28/2009,1683.2,662.0,252.4,409.6,198.4,198.4,0.0,159.7,52.0,37.6,58.5,11.6,91.7,,,32.8,0.7,8.2,,50.7,1111.8,190.1,547.3,-357.2,14.4,14.4,366.9,348.3,11.1,337.2,17.9,571.4,,176.5,88.6,15.4,,72.5,0.2,0.0,,,,0.2,107.4,,,14.0,107.3,284.1,325.0,325.0,,,,168.7,,70.3,84.4,493.7,777.8,0.0,69367.0,0.2,69366.8,0.0,-68479.4,17.8,905.4,0.0,905.4,1683.2,
06/27/2009,1668.1,685.2,286.9,398.3,187.3,187.3,0.0,144.8,47.4,33.6,52.3,11.5,90.5,,0.0,,5.7,14.4,,76.1,1107.8,191.1,562.5,-371.4,15.1,15.1,354.1,330.9,8.3,322.6,17.5,560.3,,252.5,106.6,20.3,0.0,125.6,0.2,0.0,,,,0.2,57.2,0.0,0.0,12.0,51.6,309.9,249.9,249.9,,,,173.8,0.0,74.0,87.8,423.7,733.6,0.0,69530.7,0.2,69530.5,0.0,-68618.8,22.6,934.5,0.0,934.5,1668.1,
10/03/2009,1647.3,648.6,248.8,399.8,192.0,192.0,,133.4,43.5,30.7,45.4,13.8,96.0,,,,7.8,13.6,,82.4,1070.0,184.5,567.9,-383.4,13.6,13.6,379.2,353.9,18.2,335.7,17.5,577.3,,188.5,105.9,21.6,,61.0,0.2,0.0,,,,0.2,112.9,,,12.7,106.4,301.6,254.1,254.1,,,,177.1,,77.5,86.9,431.2,732.8,0.0,69543.0,0.2,69542.8,0.0,-68650.7,22.2,914.5,,914.5,1647.3,
01/02/2010,1647.5,673.5,364.8,308.7,225.3,225.3,0.0,122.2,38.6,27.4,43.3,12.9,81.1,,,,1.7,12.9,,68.2,1102.1,179.1,566.4,-387.3,13.0,13.0,353.3,335.2,19.2,316.0,16.4,545.4,,253.9,101.3,22.5,,130.1,0.2,0.0,,,,0.2,60.6,,,5.6,54.2,314.7,258.4,258.4,,,,170.3,,76.1,88.6,428.7,743.4,0.0,69553.6,0.2,69553.4,0.0,-68670.2,20.7,904.1,0.0,904.1,1647.5,
04/03/2010,1643.3,679.1,433.6,245.5,237.0,237.0,,123.4,42.3,27.5,40.3,13.3,87.2,,,,7.8,7.1,,80.1,1126.7,171.9,559.8,-387.9,7.5,7.5,337.2,313.4,19.2,294.2,16.0,516.6,,241.3,110.9,23.3,,107.1,0.2,0.0,,,,0.2,64.9,,,10.1,58.3,306.4,262.7,262.7,,,,164.9,,70.8,84.0,427.6,734.0,0.0,69568.4,0.2,69568.2,0.0,-68682.1,23.0,909.3,,909.3,1643.3,
07/03/2010,1703.6,567.6,340.2,227.4,271.8,271.8,0.0,125.7,39.6,25.4,60.7,0.0,109.5,,0.0,,,,,109.5,1074.6,183.0,576.6,-393.6,5.1,5.1,440.9,423.4,66.0,357.4,17.5,629.0,,267.8,137.4,19.8,0.0,110.6,0.0,,,,,,83.1,0.0,0.0,8.5,35.7,350.9,267.1,267.1,,,,176.9,0.0,77.1,91.3,444.0,794.9,0.0,69574.2,0.2,69574.0,0.0,-68680.6,15.1,908.7,0.0,908.7,1703.6,
10/02/2010,1755.3,585.9,370.3,215.6,297.0,297.0,0.0,136.9,45.7,26.1,44.6,20.5,101.3,,,,3.6,3.9,,97.4,1121.1,205.5,618.0,-412.5,4.9,4.9,423.8,405.5,66.0,339.5,14.7,634.2,,281.9,140.6,20.6,,120.7,0.0,0.0,,,,,91.7,,,8.2,91.7,373.6,271.6,271.6,,,,187.4,,85.9,93.3,459.0,832.6,0.0,69586.4,0.2,69586.2,0.0,-68680.5,16.8,922.7,0.0,922.7,1755.3,
01/01/2011,1830.7,620.9,408.6,212.3,339.2,339.2,0.0,145.1,46.2,27.6,55.2,16.1,107.0,,,,,,,107.0,1212.2,214.6,638.8,-424.2,4.8,4.8,399.1,382.8,66.4,316.4,16.3,618.5,,311.5,147.3,22.9,,141.3,0.0,0.0,,,,0.0,102.5,,,,37.6,414.0,276.3,276.3,,,,183.2,,83.4,99.8,459.5,873.5,,69597.6,0.2,69597.4,0.0,-68656.9,16.5,957.2,0.0,957.2,1830.7,
04/02/2011,1914.0,664.5,407.8,256.7,334.5,334.5,0.0,163.8,56.7,27.6,64.2,15.3,99.9,,,,,,,99.9,1262.7,231.9,669.4,-437.5,4.6,4.6,414.8,363.1,66.4,296.7,51.7,651.3,,276.8,154.4,21.2,,101.2,0.0,0.0,,,,0.0,129.6,,,7.4,40.3,406.4,281.1,281.1,,,,189.7,,88.3,94.0,470.8,877.2,,69634.0,0.2,69633.8,0.0,-68618.3,21.1,1036.8,0.0,1036.8,1914.0,
07/02/2011,1950.7,692.8,395.4,297.4,334.0,334.0,0.0,171.2,54.3,30.4,86.5,0.0,106.1,33.4,0.0,,,,,70.7,1304.1,248.9,702.9,-454.0,2.9,2.9,394.8,342.8,67.4,275.4,52.0,646.6,,294.1,145.4,21.5,0.0,127.2,0.0,0.0,0.0,0.0,,0.0,124.5,0.0,0.0,8.6,39.5,418.6,285.8,285.8,0.0,0.0,,180.9,0.0,81.3,91.0,466.7,885.3,0.0,69641.6,0.2,69641.4,0.0,-68609.0,32.8,1065.4,0.0,1065.4,1950.7,
10/01/2011,1894.1,686.9,366.9,320.0,283.5,283.5,0.0,186.7,57.6,33.7,95.4,0.0,109.9,50.8,,,,,,57.3,1267.0,253.3,718.7,-465.4,1.4,1.4,372.4,322.8,67.0,255.8,49.6,627.1,,266.2,131.9,21.0,,113.3,0.0,0.0,,,,,99.8,,,7.5,27.7,366.0,290.7,290.7,,,,172.3,,77.3,87.5,463.0,829.0,0.0,69654.3,0.2,69654.1,0.0,-68614.8,25.6,1065.1,0.0,1065.1,1894.1,
12/31/2011,1915.5,721.3,415.2,306.1,287.5,287.5,0.0,186.9,54.4,34.8,97.7,0.0,107.2,47.1,,,,,,58.3,1302.9,262.0,740.8,-478.8,1.3,1.3,349.3,299.0,66.8,232.2,50.3,612.6,,273.4,126.6,20.3,,126.5,0.0,0.0,,,,,109.2,,,6.7,34.4,382.6,295.7,295.7,,,,172.6,,73.4,92.5,468.3,850.9,0.0,69665.1,0.2,69664.9,0.0,-68625.0,24.5,1064.6,0.0,1064.6,1915.5,
03/31/2012,1920.0,717.2,414.0,303.2,300.1,300.1,0.0,192.1,54.2,37.4,100.5,0.0,106.8,45.8,,,,,,59.1,1316.2,259.1,753.8,-494.7,1.3,1.3,343.4,290.0,69.1,220.9,53.4,603.8,,255.2,127.7,20.8,,106.7,0.0,0.0,,,,,121.9,,,5.2,32.3,377.1,300.8,300.8,,,,170.9,,74.9,90.8,471.7,848.8,0.0,69686.1,0.2,69685.9,0.0,-68642.4,27.5,1071.2,0.0,1071.2,1920.0,
06/30/2012,1869.5,721.6,401.1,320.5,305.8,305.8,0.0,174.5,47.7,37.3,89.5,0.0,108.3,30.9,0.0,,40.1,,,75.1,1310.2,252.9,765.6,-512.7,0.0,,306.4,247.5,68.7,178.8,18.8,559.3,,242.2,117.6,20.7,0.0,103.9,292.8,0.0,0.0,0.0,,292.8,119.1,0.0,0.0,4.7,34.8,654.1,0.0,0.0,0.0,0.0,,176.6,0.0,85.2,86.7,176.6,830.7,,69695.9,0.2,69695.7,0.0,-68664.6,7.5,1038.8,0.0,1038.8,1869.5,
09/29/2012,1823.3,698.8,332.6,366.2,275.7,275.7,0.0,177.3,49.3,38.8,89.2,0.0,110.8,33.7,,,,,,74.7,1262.6,252.5,774.0,-521.5,0.0,,308.2,237.3,75.0,162.3,70.9,560.7,,236.4,113.8,21.6,,101.0,249.9,249.9,,,,,104.4,,,4.4,31.8,590.7,0.0,,,,,190.2,,88.7,97.1,190.2,780.9,0.0,69707.5,0.2,69707.3,0.0,-68676.2,11.1,1042.4,0.0,1042.4,1823.3,
12/29/2012,1812.9,709.3,305.5,403.8,278.8,278.8,0.0,179.3,46.1,37.4,95.8,0.0,109.3,31.1,,,,,,75.8,1276.7,250.3,781.1,-530.8,0.0,,285.9,215.2,75.3,139.9,70.7,536.2,,256.6,116.1,22.9,,117.6,205.6,205.6,,,,,93.0,,,4.0,29.6,555.2,0.0,,,,,192.5,,89.8,98.7,192.5,747.7,0.0,69723.2,0.2,69723.0,0.0,-68672.1,14.1,1065.2,0.0,1065.2,1812.9,
03/30/2013,1762.1,608.1,257.7,350.4,295.2,295.2,0.0,153.6,30.8,38.5,84.3,0.0,114.1,31.6,,,,,,80.0,1171.0,249.1,788.0,-538.9,0.0,,342.0,282.8,114.8,168.0,59.2,591.1,,239.8,122.1,20.3,,97.4,159.6,159.6,,,,,101.8,,,11.4,28.7,501.2,0.0,,,,,205.8,,86.8,107.6,205.8,707.0,0.0,69744.5,0.2,69744.3,0.0,-68700.1,10.7,1055.1,0.0,1055.1,1762.1,
06/29/2013,1715.2,486.2,281.0,205.2,273.3,273.3,0.0,145.8,23.1,37.0,85.7,0.0,125.0,36.0,0.0,,155.5,,,85.1,1030.3,247.0,743.8,-496.8,0.0,,437.9,264.8,115.1,149.7,17.6,684.9,,230.5,97.7,18.7,0.0,114.1,0.0,0.0,0.0,0.0,,,117.2,,0.0,11.0,45.3,347.7,0.0,0.0,0.0,0.0,,206.2,0.0,92.0,103.2,206.2,553.9,0.0,69760.3,0.2,69760.1,0.0,-68607.6,8.6,1161.3,0.0,1161.3,1715.2,
09/28/2013,2306.9,1057.1,449.3,607.8,292.9,292.9,0.0,138.5,31.8,37.7,69.0,0.0,131.0,36.4,,,159.0,,,89.7,1619.5,244.8,760.9,-516.1,0.0,,442.6,256.1,118.1,138.0,27.5,687.4,,246.2,127.8,18.2,,100.2,0.0,0.0,,,,,114.6,25.8,,9.8,41.7,360.8,518.2,518.2,,,,207.6,,95.7,76.3,725.8,1086.6,0.0,69907.8,0.2,69907.6,0.0,-68707.3,19.8,1220.3,0.0,1220.3,2306.9,
12/28/2013,2346.5,1065.4,473.4,592.0,301.8,301.8,0.0,137.0,32.6,36.7,67.7,0.0,119.6,32.7,,,158.9,,,82.1,1623.8,265.6,796.9,-531.3,0.0,,457.1,270.9,131.2,139.7,27.3,722.7,,258.7,125.8,19.4,,113.5,0.0,0.0,,,,0.0,121.1,23.2,,9.7,50.1,379.8,524.2,524.2,,,,199.6,,96.3,70.4,723.8,1103.6,0.0,69922.7,0.2,69922.5,0.0,-68698.5,18.7,1242.9,0.0,1242.9,2346.5,
03/29/2014,2381.9,894.8,314.5,580.3,287.1,287.1,0.0,147.7,37.6,39.9,70.2,0.0,117.3,30.5,,,180.0,,,82.6,1446.9,271.9,817.4,-545.5,0.0,,663.1,457.0,264.6,192.4,26.1,935.0,,240.8,129.9,19.2,,91.7,0.0,0.0,,,,,146.8,26.0,,8.0,66.1,387.6,530.2,530.2,,,,202.8,,97.4,71.4,733.0,1120.6,0.0,69943.8,0.2,69943.6,0.0,-68700.0,17.5,1261.3,0.0,1261.3,2381.9,
06/28/2014,2351.9,849.4,297.2,552.2,296.2,296.2,0.0,153.3,34.8,40.1,78.4,0.0,110.6,33.3,0.0,,183.3,,,73.4,1409.5,288.8,835.8,-547.0,0.0,,653.6,444.8,267.0,177.8,25.5,942.4,,273.2,137.1,21.4,0.0,114.7,0.0,0.0,0.0,0.0,,,135.2,0.0,0.0,9.3,57.7,408.4,536.3,536.3,0.0,0.0,,219.5,0.0,107.3,102.9,755.8,1164.2,0.0,69957.2,0.2,69957.0,0.0,-68780.6,11.1,1187.7,0.0,1187.7,2351.9,
09/27/2014,2327.6,848.8,311.1,537.7,295.6,295.6,0.0,155.2,34.2,39.5,81.5,0.0,112.2,36.7,,,173.3,,,75.5,1411.8,292.0,,,0.0,,623.8,425.0,264.2,160.8,25.5,915.8,,277.9,152.6,21.8,,103.5,0.0,0.0,,,,,131.7,22.5,,,53.4,409.6,542.5,542.5,,,,208.0,,100.6,84.9,750.5,1160.1,0.0,69970.0,0.2,69969.8,0.0,-68795.0,-7.5,1167.5,0.0,1167.5,2327.6,
12/27/2014,2295.6,838.7,293.6,545.1,317.4,317.4,0.0,153.1,37.0,35.4,80.7,0.0,107.8,37.4,,,166.2,,,70.4,1417.0,285.0,,,0.0,,593.6,403.2,261.3,141.9,24.2,878.6,,275.1,128.9,24.6,,121.6,0.0,,,,,,127.6,25.6,,,51.5,402.7,548.8,548.8,,,,206.3,,96.3,84.4,755.1,1157.8,0.0,69982.9,0.2,69982.7,0.0,-68820.1,-25.0,1137.8,0.0,1137.8,2295.6,
03/28/2015,2191.7,788.9,299.2,489.7,305.3,305.3,0.0,155.8,36.8,31.5,87.5,0.0,106.9,34.2,,,149.9,,,72.7,1356.9,278.1,,,0.0,,556.7,383.4,258.5,124.9,23.4,834.8,,217.3,109.2,12.7,,95.4,0.0,0.0,,,,,118.7,27.4,,,41.8,336.0,555.2,555.2,,,,181.4,,84.8,69.2,736.6,1072.6,0.0,70004.4,0.2,70004.2,0.0,-68833.4,-51.9,1119.1,0.0,1119.1,2191.7,
06/27/2015,2217.8,799.4,334.5,464.9,152.3,152.3,0.0,53.8,15.5,6.8,31.5,0.0,374.6,15.7,0.0,,117.3,,10.9,41.4,1380.1,149.2,455.7,-306.5,0.0,,688.5,346.1,255.5,90.6,20.9,837.7,,118.3,42.0,,0.0,76.3,0.0,0.0,0.0,0.0,,,257.2,23.6,0.0,,46.6,375.5,561.6,561.6,0.0,0.0,,179.3,0.0,86.2,58.6,740.9,1116.4,0.0,70022.9,0.2,70022.7,0.0,-68873.5,-48.0,1101.4,0.0,1101.4,2217.8,
10/03/2015,1770.9,891.9,350.0,541.9,157.2,157.2,0.0,58.1,20.5,6.6,31.0,0.0,59.7,12.6,,,109.5,,,47.1,1166.9,142.0,,,0.0,,462.0,332.7,247.1,85.6,19.8,604.0,,162.7,46.0,27.5,,89.2,0.0,0.0,,,,,120.2,23.0,,,39.7,282.9,568.2,568.2,,,,173.5,,86.0,64.5,741.7,1024.6,0.0,70034.8,0.2,70034.6,0.0,-69304.6,16.1,746.3,0.0,746.3,1770.9,
01/02/2016,1782.4,914.5,329.0,585.5,181.8,181.8,0.0,57.6,19.0,5.6,33.0,0.0,45.6,13.2,,,103.3,,0.0,32.4,1199.5,136.5,,,0.0,,446.4,323.7,246.1,77.6,19.4,582.9,,140.2,37.5,18.2,,84.5,0.0,0.0,,,,,124.1,22.5,,,30.8,264.3,574.8,574.8,,,,162.3,,83.3,56.5,737.1,1001.4,0.0,70034.5,0.2,70034.3,0.0,-69329.3,75.8,781.0,0.0,781.0,1782.4,
04/02/2016,1824.8,992.9,437.1,555.8,151.9,151.9,0.0,52.5,15.2,6.8,30.5,0.0,46.8,12.5,,,113.0,,0.0,34.3,1244.1,134.4,,,0.0,,446.3,314.7,245.3,69.4,18.6,580.7,,127.9,39.9,14.5,,73.5,0.0,0.0,,,,,105.6,24.2,,,17.7,233.5,581.5,581.5,,,,172.4,,83.5,64.7,753.9,987.4,0.0,70051.8,0.2,70051.6,0.0,-69303.5,89.1,837.4,0.0,837.4,1824.8,
07/02/2016,1678.1,967.6,482.9,484.7,148.4,148.4,0.0,51.4,14.8,7.5,29.1,0.0,44.3,10.4,0.0,,108.8,,0.0,33.9,1211.7,133.0,450.8,-317.8,0.0,,333.4,212.0,152.1,59.9,12.6,466.4,,116.8,47.0,,0.0,69.8,0.0,0.0,0.0,0.0,,,109.6,22.7,0.0,,31.0,226.4,583.3,583.3,0.0,0.0,,179.1,0.0,101.9,54.5,762.4,988.8,0.0,70060.0,0.2,70059.8,0.0,-69380.7,10.0,689.3,0.0,689.3,1678.1,
10/01/2016,1763.2,1033.1,474.3,558.8,165.8,165.8,0.0,47.2,15.7,9.1,22.4,0.0,52.6,11.6,,,111.1,,,41.0,1298.7,137.0,,,0.0,,327.5,203.9,151.7,52.2,12.5,464.5,,114.1,37.1,,,77.0,0.0,0.0,,,,,128.9,18.9,,,59.0,243.0,590.8,590.8,,,,174.6,,104.1,51.6,765.4,1008.4,0.0,70066.2,0.2,70066.0,0.0,-69328.2,16.8,754.8,0.0,754.8,1763.2,
12/31/2016,1718.8,1003.7,505.7,498.0,164.4,164.4,0.0,47.2,13.2,9.3,24.7,0.0,59.6,10.5,,,103.8,,,49.1,1274.9,133.8,,,0.0,,310.1,194.1,149.7,44.4,12.2,443.9,,109.6,36.0,,,73.6,0.0,0.0,,,,,135.4,17.4,,,71.0,245.0,598.3,598.3,,,,166.1,,97.1,51.6,764.4,1009.4,0.0,70073.9,0.2,70073.7,0.0,-69293.2,-71.3,709.4,0.0,709.4,1718.8,
04/01/2017,2140.7,1442.8,964.2,478.6,142.6,142.6,0.0,46.8,12.7,8.9,25.2,0.0,65.3,11.4,,,108.0,,,53.9,1697.5,134.6,,,0.0,,308.6,188.3,150.7,37.6,12.3,443.2,,109.9,34.7,,,75.2,0.0,0.0,,,,,137.1,16.0,,,69.8,247.0,958.1,958.1,,,,164.4,,98.0,50.4,1122.5,1369.5,0.0,70184.4,0.2,70184.2,0.0,-69319.1,-94.1,771.2,0.0,771.2,2140.7,
07/01/2017,2110.5,1436.6,1004.4,432.2,120.4,120.4,0.0,48.0,12.8,10.3,24.9,0.0,62.0,8.3,0.0,,109.5,,0.0,53.7,1667.0,136.9,458.8,-321.9,0.0,,306.6,182.7,151.6,31.1,14.4,443.5,,107.2,32.6,,0.0,74.6,0.0,0.0,0.0,0.0,,0.0,121.6,14.0,0.0,,61.4,228.8,931.4,931.4,0.0,0.0,,163.9,0.0,99.4,50.5,1095.3,1324.1,0.0,70184.6,0.2,70184.4,0.0,-69305.8,-92.4,786.4,0.0,786.4,2110.5,
09/30/2017,1957.9,1223.6,792.7,430.9,121.2,121.2,0.0,68.9,20.9,14.4,33.6,0.0,55.4,8.9,,,113.7,,,46.5,1469.1,140.2,,,0.0,,348.6,220.2,169.4,50.8,14.7,488.8,,115.3,40.5,,,74.8,443.3,0.0,,,,443.3,108.4,12.6,,,54.1,667.0,358.8,358.8,,,,165.8,,102.3,50.9,524.6,1191.6,0.0,70168.6,0.2,70168.4,0.0,-69320.5,-81.8,766.3,0.0,766.3,1957.9,
12/30/2017,1958.4,1205.4,753.1,452.3,139.9,139.9,0.0,77.3,20.9,12.8,43.6,0.0,57.1,10.7,,,115.0,,,46.4,1479.7,135.5,,,0.0,,343.2,214.0,170.7,43.3,14.2,478.7,,113.0,38.7,,,74.3,436.8,0.0,,,,436.8,130.2,11.7,,,62.6,680.0,362.2,362.2,,,,162.8,,102.7,48.4,525.0,1205.0,0.0,70174.0,0.2,70173.8,0.0,-69346.0,-74.6,753.4,0.0,753.4,1958.4,
03/31/2018,2007.2,730.5,534.3,196.2,188.2,188.2,0.0,104.2,69.1,31.3,3.8,0.0,66.6,12.1,,,119.1,,,54.5,1089.5,174.5,,,0.0,,743.2,609.5,344.2,265.3,14.6,917.7,,140.6,55.8,,,84.8,420.4,0.0,,,,420.4,129.7,12.2,,,61.6,690.7,365.6,365.6,,,,192.3,,106.1,74.0,557.9,1248.6,0.0,70180.7,0.2,70180.5,0.0,-69364.5,-57.6,758.6,0.0,758.6,2007.2,
06/30/2018,2026.8,780.7,611.4,169.3,218.6,218.6,0.0,92.3,36.2,24.4,31.7,0.0,63.6,11.0,0.0,,114.3,,0.0,52.6,1155.2,170.5,499.1,-328.6,4.7,4.7,696.4,571.4,336.3,235.1,10.7,871.6,,138.4,55.5,,,82.9,275.3,0.0,0.0,0.0,,275.3,139.5,11.3,0.0,,78.9,553.2,557.9,557.9,0.0,0.0,,180.8,0.0,100.0,69.5,738.7,1291.9,0.0,70216.4,0.2,70216.2,0.0,-69378.6,-102.9,734.9,0.0,734.9,2026.8,
09/29/2018,1888.8,652.4,600.7,51.7,224.1,224.1,0.0,89.5,35.4,20.6,33.5,0.0,60.2,12.7,,,113.4,,,47.5,1026.2,170.8,,,4.6,4.6,687.2,557.7,341.1,216.6,16.1,862.6,,150.6,60.3,,,90.3,142.7,0.0,,,,142.7,136.3,11.1,,,74.8,429.6,563.1,563.1,,,,186.5,,98.8,76.6,749.6,1179.2,0.0,70218.8,0.2,70218.6,0.0,-69394.1,-115.1,709.6,0.0,709.6,1888.8,
12/29/2018,1798.2,495.6,465.6,30.0,248.3,248.3,0.0,87.2,36.9,18.1,32.2,0.0,58.8,12.6,,,113.2,,,46.2,889.9,180.6,,,0.0,,727.7,594.0,371.1,222.9,20.5,908.3,,150.4,55.4,,,95.0,0.0,0.0,,,,0.0,147.4,11.8,,,88.2,297.8,568.4,568.4,,,,221.9,,97.1,113.0,790.3,1088.1,0.0,70227.0,0.2,70226.8,0.0,-69389.5,-127.4,710.1,0.0,710.1,1798.2,
03/30/2019,1809.5,529.8,502.7,27.1,223.1,223.1,0.0,95.1,36.1,26.9,32.1,0.0,61.6,11.6,,,110.1,,,50.0,909.6,181.6,,,4.5,4.5,713.8,590.4,371.9,218.5,13.3,899.9,,143.9,57.5,,,86.4,0.0,0.0,,,,0.0,140.8,12.6,,,79.5,284.7,573.5,573.5,,,,223.0,,94.8,115.6,796.5,1081.2,0.0,70238.2,0.2,70238.0,0.0,-69394.7,-115.2,728.3,0.0,728.3,1809.5,
06/29/2019,1815.1,523.0,521.5,1.5,233.8,233.8,0.0,102.7,39.5,26.5,36.7,0.0,57.3,14.2,0.0,,108.4,,0.0,43.1,916.8,179.9,529.1,-349.2,4.5,4.5,713.9,592.7,381.1,211.6,12.8,898.3,,156.3,63.4,,,92.9,0.0,0.0,0.0,0.0,,0.0,127.7,13.2,0.0,,72.4,284.0,578.8,578.8,0.0,0.0,,226.5,0.0,103.2,110.1,805.3,1089.3,0.0,70244.9,0.2,70244.7,0.0,-69384.5,-134.6,725.8,0.0,725.8,1815.1,
09/28/2019,1807.7,526.8,525.3,1.5,232.7,232.7,0.0,99.4,40.7,22.9,35.8,0.0,55.3,14.0,,,104.4,,,41.3,914.2,170.5,,,0.0,,723.0,568.5,376.7,191.8,50.1,893.5,,158.2,60.9,,,97.3,11.8,0.0,11.8,,11.8,,112.5,13.2,,,61.3,282.5,608.5,584.3,24.2,,24.2,208.6,,98.9,96.5,817.1,1099.6,0.0,70245.6,0.2,70245.4,0.0,-69376.2,-161.3,708.1,0.0,708.1,1807.7,
12/28/2019,1859.7,553.4,551.8,1.6,251.5,251.5,0.0,91.9,35.2,20.4,36.3,0.0,58.0,13.3,,,106.8,,,44.7,954.8,173.5,,,0.0,,731.4,563.8,384.5,179.3,60.8,904.9,,147.5,48.9,,,98.6,12.4,0.0,12.4,,12.4,,102.0,18.7,,,48.8,261.9,621.2,589.8,31.4,,31.4,212.3,,101.7,91.9,833.5,1095.4,0.0,70254.2,0.2,70254.0,0.0,-69357.4,-132.5,764.3,0.0,764.3,1859.7,
03/28/2020,1778.2,533.8,532.5,1.3,235.4,235.4,0.0,87.0,33.5,24.4,29.1,0.0,57.8,11.0,,,104.5,,,46.8,914.0,171.1,,,4.5,4.5,688.6,533.9,376.2,157.7,50.2,864.2,,121.1,45.2,,,75.9,11.8,0.0,11.8,,11.8,,106.2,18.7,,,51.0,239.1,624.3,595.3,29.0,,29.0,237.9,,98.4,120.8,862.2,1101.3,0.0,70265.7,0.2,70265.5,0.0,-69423.2,-165.6,676.9,0.0,676.9,1778.2,
06/27/2020,1776.3,540.5,539.0,1.5,235.5,235.5,0.0,83.3,30.8,22.5,30.0,0.0,54.3,10.9,0.0,,105.4,,,43.4,913.6,172.5,494.9,-322.4,4.5,4.5,685.7,529.5,381.4,148.1,50.8,862.7,,127.0,53.0,,,74.0,14.5,0.0,11.7,0.0,11.7,2.8,91.3,20.0,0.0,,36.7,232.8,629.0,600.9,28.1,0.0,28.1,203.1,0.0,102.7,80.4,832.1,1064.9,0.0,70274.5,0.2,70274.3,0.0,-69397.2,-165.9,711.4,0.0,711.4,1776.3,
