Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/2011,522.7,510.4,12.3,-167.8,167.8,354.9,0.0,-172.1,147.7,24.4,0.0,182.8,1.4,,,,,,,-1.4,184.2,-65.3,118.9,0.0,0.0,0.0,118.9,0.0,118.9,0.0,0.0,118.9,118.315,-0.585,362.0,0.33,0.33,0.326837,363.0,0.33,0.33,0.326837,
08/31/2011,563.1,552.0,11.1,-164.1,164.1,399.0,0.0,-169.3,145.1,24.2,0.0,229.7,1.5,,,,,,,-1.5,231.2,-82.3,148.9,0.0,0.0,0.0,148.9,0.0,148.9,0.0,0.0,148.9,148.835,-0.065,362.2,0.41,0.41,0.410919,362.8,0.41,0.41,0.409821,
11/30/2011,545.7,535.0,10.7,-162.7,162.7,383.0,0.0,-165.1,141.0,24.1,0.0,217.9,1.5,,,,,,,-1.5,219.4,-79.0,140.4,0.0,0.0,0.0,140.4,0.0,140.4,0.0,0.0,140.4,140.335,-0.065,362.4,0.39,0.39,0.387238,362.8,0.39,0.39,0.387238,
02/29/2012,569.5,558.5,11.0,-174.2,174.2,395.3,0.0,-184.9,160.3,24.6,0.0,210.4,1.6,,,,,,,-1.6,212.0,-76.6,135.4,0.0,0.0,0.0,135.4,0.0,135.4,0.0,0.0,135.4,135.14,-0.26,362.5,0.37,0.37,0.3728,363.1,0.37,0.37,0.369284,
05/31/2012,551.5,540.7,10.8,-169.1,169.1,382.4,0.0,-186.5,161.6,24.9,0.0,195.9,1.8,,,,,,,-1.8,197.7,-74.4,123.3,0.0,0.0,0.0,123.3,0.0,123.3,0.0,0.0,123.3,123.04,-0.26,362.6,0.34,0.34,0.339327,363.4,0.34,0.34,0.339285,
08/31/2012,578.2,568.1,10.1,-163.5,163.5,414.7,0.0,-176.7,152.6,24.1,0.0,238.0,1.9,-1.9,0.1,-2.0,,,,0.0,239.9,-86.8,153.1,0.0,0.0,0.0,153.1,0.0,153.1,0.0,0.0,153.1,152.97,-0.13,363.0,0.42,0.42,0.421405,363.8,0.42,0.42,0.419643,
11/30/2012,569.4,559.4,10.0,-163.6,163.6,405.8,0.0,-175.8,151.6,24.2,0.0,230.0,1.9,-1.9,0.0,-1.9,,,,0.0,231.9,-84.0,147.9,0.0,0.0,0.0,147.9,0.0,147.9,0.0,0.0,147.9,147.835,-0.065,363.6,0.41,0.41,0.406587,364.4,0.41,0.41,0.406587,
02/28/2013,593.3,582.4,10.9,-171.2,171.2,422.1,0.0,-197.1,172.1,25.0,0.0,225.0,1.4,-1.4,0.0,-1.4,0.0,,0.0,0.0,226.4,-81.9,144.5,0.0,0.0,0.0,144.5,0.0,144.5,0.0,0.0,144.5,144.11,-0.39,363.8,0.4,0.4,0.396124,364.6,0.4,0.4,0.396124,
05/31/2013,585.3,575.3,10.0,-169.9,169.9,415.4,0.0,-203.6,178.7,24.9,0.0,211.8,1.4,-0.5,0.9,-1.4,,,,-0.9,213.2,-89.7,123.5,0.0,0.0,0.0,123.5,0.0,123.5,0.0,0.0,123.5,123.5,0.0,364.6,0.34,0.34,0.34,365.9,0.34,0.34,0.34,
08/31/2013,613.1,603.1,10.0,-169.9,169.9,443.2,0.0,-188.1,163.7,24.4,0.0,255.1,1.2,-1.2,0.4,-1.6,,,0.0,0.0,256.3,-93.5,162.8,0.0,0.0,0.0,162.8,0.0,162.8,0.0,0.0,162.8,162.67,-0.13,365.3,0.45,0.45,0.445305,366.7,0.44,0.44,0.439645,
11/30/2013,616.4,606.4,10.0,-173.6,173.6,442.8,0.0,-194.2,168.2,26.0,0.0,248.6,1.3,-1.3,0.4,-1.7,,,0.0,0.0,249.9,-91.2,158.7,0.0,0.0,0.0,158.7,0.0,158.7,0.0,0.0,158.7,158.7,0.0,364.9,0.43,0.43,0.43,366.4,0.43,0.43,0.43,
02/28/2014,650.4,639.9,10.5,-191.0,191.0,459.4,0.0,-208.7,182.4,26.3,0.0,250.7,1.5,-1.7,0.2,-1.9,,,0.2,0.0,252.2,-92.1,160.1,0.0,0.0,0.0,160.1,0.0,160.1,0.0,0.0,160.1,159.905,-0.195,364.2,0.44,0.44,0.439058,365.8,0.44,0.44,0.439058,
05/31/2014,639.0,628.8,10.2,-198.0,198.0,441.0,0.0,-212.7,184.4,28.3,0.0,228.3,1.4,-1.6,0.1,-1.7,,,0.2,0.0,229.7,-83.8,145.9,0.0,0.0,0.0,145.9,0.0,145.9,0.0,0.0,145.9,145.835,-0.065,363.5,0.4,0.4,0.401197,365.3,0.4,0.4,0.399822,
08/31/2014,666.8,656.6,10.2,-194.3,194.3,472.5,0.0,-205.0,178.5,26.5,0.0,267.5,1.4,-1.6,0.3,-1.9,,,0.2,0.0,268.9,-97.6,171.3,0.0,0.0,0.0,171.3,0.0,171.3,0.0,0.0,171.3,171.235,-0.065,363.1,0.47,0.47,0.471592,364.7,0.47,0.47,0.469822,
11/30/2014,676.3,665.9,10.4,-199.1,199.1,477.2,0.0,-207.0,181.0,26.0,0.0,270.2,1.4,-1.7,0.3,-2.0,,,0.3,0.0,271.6,-98.6,173.0,0.0,0.0,0.0,173.0,0.0,173.0,0.0,0.0,173.0,172.935,-0.065,363.0,0.48,0.48,0.476405,364.6,0.47,0.47,0.469822,
02/28/2015,704.3,693.6,10.7,-211.0,211.0,493.3,0.0,-229.0,202.4,26.6,0.0,264.3,1.6,-1.9,0.1,-2.0,,,0.3,0.0,265.9,-96.5,169.4,0.0,0.0,0.0,169.4,0.0,169.4,0.0,0.0,169.4,169.4,0.0,363.2,0.47,0.47,0.47,365.0,0.46,0.46,0.46,
05/31/2015,692.2,681.4,10.8,-203.6,203.6,488.6,0.0,-237.0,209.5,27.5,0.0,251.6,2.0,-1.9,0.0,-1.9,,,-0.1,0.0,253.6,-92.4,161.2,0.0,0.0,0.0,161.2,0.0,161.2,0.0,0.0,161.2,161.135,-0.065,362.3,0.44,0.44,0.444756,364.5,0.44,0.44,0.439822,
08/31/2015,723.0,712.2,10.8,-205.7,205.7,517.3,0.0,-221.2,194.2,27.0,0.0,296.1,1.4,-1.7,0.2,-1.9,,,0.3,0.0,297.5,-88.4,209.1,0.0,0.0,0.0,209.1,0.0,209.1,0.0,0.0,209.1,187.332,-21.768,361.1,0.58,0.58,0.518782,362.8,0.58,0.58,0.518782,
11/30/2015,722.4,711.3,11.1,-205.2,205.2,517.2,0.0,-223.0,195.3,27.7,0.0,294.2,1.6,-1.8,0.3,-2.1,,,0.2,0.0,295.8,-106.6,189.2,0.0,0.0,0.0,189.2,0.0,189.2,0.0,0.0,189.2,189.0,-0.2,360.7,0.52,0.52,0.523981,362.3,0.52,0.52,0.519448,
02/29/2016,752.6,740.7,11.9,-225.9,225.9,526.7,0.0,-246.7,216.3,30.4,0.0,280.0,1.7,-1.9,0.2,-2.1,,,0.2,0.0,281.7,-101.3,180.4,0.0,0.0,0.0,180.4,0.0,180.4,0.0,0.0,180.4,180.335,-0.065,360.5,0.5,0.5,0.500236,362.2,0.5,0.5,0.499821,
05/31/2016,753.9,741.6,12.3,-220.3,220.3,533.6,0.0,-257.3,227.3,30.0,0.0,276.3,-0.2,-1.9,0.4,-2.3,,,2.1,0.0,276.1,-98.0,178.1,0.0,0.0,0.0,178.1,0.0,178.1,0.0,0.0,178.1,178.1,0.0,360.3,0.49,0.49,0.49,362.6,0.49,0.49,0.49,
08/31/2016,785.5,773.5,12.0,-225.1,225.1,560.4,0.0,-237.4,207.7,29.7,0.0,323.0,1.5,-1.7,0.7,-2.4,,,0.2,0.0,324.5,-107.1,217.4,0.0,0.0,0.0,217.4,0.0,217.4,0.0,0.0,217.4,208.2305,-9.1695,361.0,0.6,0.6,0.576816,364.1,0.6,0.6,0.574816,
11/30/2016,771.4,760.0,11.4,-226.3,226.3,545.1,0.0,-234.0,204.0,30.0,0.0,311.1,0.9,-1.8,0.6,-2.4,,,0.9,0.0,312.0,-109.9,202.1,0.0,0.0,0.0,202.1,0.0,202.1,0.0,0.0,202.1,202.1,0.0,360.2,0.56,0.56,0.56,362.6,0.56,0.56,0.56,
02/28/2017,795.8,782.6,13.2,-236.8,236.8,559.0,0.0,-252.4,221.4,31.0,0.0,306.6,1.2,-1.8,0.6,-2.4,,,0.6,0.0,307.8,-105.3,202.5,0.0,0.0,0.0,202.5,0.0,202.5,0.0,0.0,202.5,202.5,0.0,359.0,0.56,0.56,0.56,361.8,0.56,0.56,0.56,
05/31/2017,798.6,784.6,14.0,-231.4,231.4,567.2,0.0,-268.3,232.1,36.2,0.0,298.9,1.6,-2.1,0.6,-2.7,,,0.5,0.0,300.5,-105.2,195.3,0.0,0.0,0.0,195.3,0.0,195.3,0.0,0.0,195.3,195.3,0.0,359.3,0.54,0.54,0.54,362.1,0.54,0.54,0.54,
08/31/2017,792.9,779.2,13.7,-232.0,232.0,560.9,0.0,-243.6,211.6,32.0,0.0,317.3,2.1,-2.1,0.8,-2.9,,,,0.0,319.4,-109.0,210.4,0.0,0.0,0.0,210.4,0.0,210.4,0.0,0.0,210.4,210.4,0.0,358.9,0.59,0.59,0.59,361.3,0.58,0.58,0.58,
11/30/2017,803.0,789.0,14.0,-248.6,248.6,554.4,0.0,-251.3,217.6,33.7,0.0,303.1,1.7,-1.4,1.3,-2.7,-1.7,,-0.3,1.7,304.8,-106.0,198.8,0.0,0.0,0.0,198.8,0.0,198.8,0.0,0.0,198.8,198.8,0.0,359.1,0.55,0.55,0.55,361.4,0.55,0.55,0.55,
02/28/2018,936.1,918.0,18.1,-272.2,272.2,663.9,0.0,-294.9,258.3,36.6,0.0,369.0,2.3,-2.0,1.1,-3.1,2.3,,0.3,-2.9,371.3,-4.1,367.2,0.0,0.0,0.0,367.2,0.0,367.2,0.0,0.0,367.2,313.2,-54.0,359.2,1.02,1.02,0.871938,362.0,1.01,1.01,0.860829,
05/31/2018,845.7,828.0,17.7,-265.4,265.4,580.3,0.0,-278.2,242.5,35.7,0.0,302.1,2.5,-2.5,0.7,-3.2,,,0.0,0.0,304.6,-86.9,217.7,0.0,0.0,0.0,217.7,0.0,217.7,0.0,0.0,217.7,212.821,-4.879,359.0,0.61,0.61,0.592816,361.5,0.6,0.6,0.586503,
08/31/2018,862.8,845.7,17.1,-265.5,265.5,597.3,0.0,-277.0,241.1,35.9,0.0,320.3,2.3,-2.3,0.9,-3.2,,,,0.0,322.6,-79.0,243.6,0.0,0.0,0.0,243.6,0.0,243.6,0.0,0.0,243.6,245.221,1.621,359.1,0.68,0.68,0.682877,361.5,0.67,0.67,0.674484,
11/30/2018,858.9,840.6,18.3,-264.9,264.9,594.0,0.0,-286.8,250.0,36.8,0.0,307.2,2.1,-2.0,0.8,-2.8,,,,-0.1,309.3,-73.5,235.8,0.0,0.0,0.0,235.8,0.0,235.8,0.0,0.0,235.8,236.037,0.237,359.1,0.66,0.66,0.657302,361.5,0.65,0.65,0.650656,
02/28/2019,1070.4,1047.4,23.0,-325.3,325.3,745.1,0.0,-315.8,262.8,53.0,0.0,429.3,-3.7,3.6,6.7,-3.1,,,,0.1,425.6,-101.0,324.6,0.0,0.0,0.0,324.6,0.0,324.6,0.0,0.0,324.6,324.521,-0.079,359.2,0.9,0.9,0.903455,361.6,0.9,0.9,0.899782,
05/31/2019,980.4,958.2,22.2,-322.1,322.1,658.3,0.0,-343.8,288.0,55.8,0.0,314.5,-4.0,5.0,9.2,-4.2,,,-1.0,0.0,310.5,-80.1,230.4,0.0,0.0,0.0,230.4,0.0,230.4,0.0,0.0,230.4,230.479,0.079,359.4,0.64,0.64,0.641288,362.5,0.64,0.64,0.640218,
08/31/2019,992.0,971.5,20.5,-325.4,325.4,666.6,0.0,-317.5,264.6,52.9,0.0,349.1,-4.8,5.8,10.3,-4.5,,,,-1.0,344.3,-80.1,264.2,0.0,0.0,0.0,264.2,0.0,264.2,0.0,0.0,264.2,263.489,-0.711,358.6,0.74,0.74,0.734771,361.5,0.73,0.73,0.728033,
11/30/2019,990.7,970.8,19.9,-323.4,323.4,667.3,0.0,-325.6,270.6,55.0,0.0,341.7,-4.7,6.8,10.1,-3.3,,,,-2.1,337.0,-78.3,258.7,0.0,0.0,0.0,258.7,0.0,258.7,0.0,0.0,258.7,257.989,-0.711,358.1,0.72,0.72,0.720438,360.6,0.72,0.72,0.718028,
02/29/2020,1142.7,1121.5,21.2,-340.3,340.3,802.4,0.0,-332.3,282.2,50.1,0.0,470.1,-5.9,6.2,9.3,-3.1,,,,-0.3,464.2,-109.7,354.5,0.0,0.0,0.0,354.5,0.0,354.5,0.0,0.0,354.5,354.026,-0.474,358.5,0.99,0.99,0.98752,361.0,0.98,0.98,0.978687,
05/31/2020,915.1,889.8,25.3,-291.7,291.7,623.4,0.0,-323.8,272.1,51.7,0.0,299.6,-8.0,7.7,9.1,-1.4,,,,0.3,291.6,-70.9,220.7,0.0,0.0,0.0,220.7,0.0,220.7,0.0,0.0,220.7,227.731,7.031,358.7,0.62,0.62,0.634879,360.7,0.61,0.61,0.629493,
08/31/2020,893.647,,,,,570.2361507,,,,,,255.4,,,,,,,,,243.643,,178.727,,,,,,178.727,,,178.727,197.267,,,0.509,0.509,0.551,,0.509,0.509,0.551,
11/30/2020,925.0,,,,,621.193,,,,,,312.133,,,,,,,,,304.571,,228.727,,,,,,228.727,,,228.727,228.933,,,0.634,0.634,0.637,,0.634,0.634,0.637,
