Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,5011.0,5011.0,,-1343.0,1343.0,3668.0,0.0,-2121.0,1142.0,,935.0,44.0,1547,220.0,,31.0,,-21.0,,-82.0,-148.0,1767.0,-400.0,,,,1367.0,0.0,0.0,0.0,1367.0,-381.0,986.0,0.0,0.0,986.0,981.45,-4.55,1702.0,0.58,0.58,0.576645,1714.0,0.57,0.57,0.567345,
06/30/2011,5434.0,5434.0,,-1481.0,1481.0,3953.0,0.0,-2256.0,1293.0,,923.0,40.0,1697,93.0,,32.0,,-25.0,,-62.0,-38.0,1790.0,-483.0,,,,1307.0,0.0,0.0,0.0,1307.0,-405.0,902.0,0.0,0.0,902.0,942.3,40.3,1707.0,0.53,0.53,0.552021,1722.0,0.52,0.52,0.543403,
09/30/2011,5345.0,5345.0,,-1407.0,1407.0,3938.0,0.0,-2205.0,1224.0,,973.0,8.0,1733,97.0,,40.0,,-23.0,,-71.0,-43.0,1830.0,-475.0,,,,1355.0,0.0,0.0,0.0,1355.0,-386.0,969.0,0.0,0.0,969.0,991.1,22.1,1698.0,0.57,0.57,0.583687,1715.0,0.56,0.56,0.572886,
12/31/2011,5454.0,5454.0,,-1367.0,1367.0,4087.0,0.0,-2533.0,1501.0,,1008.0,24.0,1554,40.0,,42.0,,-22.0,,-66.0,6.0,1594.0,-363.0,363.0,0.0,0.0,1231.0,0.0,0.0,0.0,1231.0,-379.0,852.0,0.0,0.0,852.0,905.95,53.95,1692.0,0.5,0.5,0.535431,1712.0,0.5,0.5,0.531513,
03/31/2012,5251.0,5251.0,,-1303.0,1303.0,3948.0,0.0,-2105.0,1196.0,,909.0,0.0,1843,184.0,,42.0,,-36.0,,-57.0,-133.0,2027.0,-545.0,,,,1482.0,0.0,0.0,0.0,1482.0,-381.0,1101.0,0.0,0.0,1101.0,1105.55,4.55,1687.0,0.65,0.65,0.655335,1706.0,0.64,0.64,0.642667,
06/30/2012,4443.0,4443.0,,-1245.0,1245.0,3198.0,0.0,-2210.0,1228.0,,962.0,20.0,988,71.0,,41.0,,-22.0,,-53.0,-37.0,1059.0,-251.0,,,,808.0,0.0,0.0,0.0,808.0,-163.0,645.0,0.0,0.0,645.0,799.05,154.05,1683.0,0.38,0.38,0.474777,1701.0,0.38,0.38,0.470564,
09/30/2012,3736.0,3736.0,,-987.0,987.0,2749.0,0.0,-4098.0,1238.0,,951.0,1909.0,-1349,90.0,,48.0,,-27.0,,-40.0,-71.0,-1259.0,546.0,,,,-713.0,0.0,0.0,0.0,-713.0,2.0,-711.0,0.0,0.0,-711.0,537.0,1248.0,1666.0,-0.43,-0.43,0.322329,1666.0,-0.43,-0.43,0.3191,
12/31/2012,4191.0,3084.0,1107.0,-1075.0,1075.0,3116.0,0.0,-2437.0,1355.0,,1082.0,0.0,679,-166.0,,51.0,,-21.0,,-33.0,169.0,513.0,411.0,,,,924.0,0.0,0.0,0.0,924.0,1.0,925.0,0.0,0.0,925.0,1022.5,97.5,1644.0,0.56,0.56,0.621959,1662.0,0.56,0.56,0.618664,
03/31/2013,3831.0,2957.0,874.0,-1063.0,1063.0,2768.0,0.0,-2113.0,1183.0,,930.0,0.0,655,19.0,,50.0,,-25.0,,-36.0,-8.0,674.0,-51.0,,,,623.0,0.0,0.0,0.0,623.0,-14.0,609.0,0.0,0.0,609.0,651.9,42.9,1638.0,0.37,0.37,0.397985,1655.0,0.37,0.37,0.395921,
06/30/2013,4048.0,3024.0,1024.0,-1108.0,1108.0,2940.0,0.0,-2211.0,1260.0,,951.0,0.0,729,-199.0,,50.0,,-28.0,,-50.0,227.0,530.0,0.0,0.0,0.0,,530.0,0.0,0.0,0.0,530.0,6.0,536.0,0.0,0.0,536.0,628.3,92.3,1644.0,0.33,0.33,0.382178,1660.0,0.32,0.32,0.375602,
09/30/2013,4065.0,3025.0,1040.0,-1175.0,1175.0,2890.0,0.0,-2067.0,1174.0,,893.0,0.0,823,-5.0,,46.0,,-23.0,,-42.0,24.0,818.0,-126.0,,,,692.0,0.0,0.0,0.0,692.0,0.0,692.0,0.0,0.0,692.0,709.55,17.55,1646.0,0.42,0.42,0.431075,1662.0,0.42,0.42,0.43056,
12/31/2013,4441.0,3298.0,1143.0,-1273.0,1273.0,3168.0,0.0,-2279.0,1322.0,,957.0,0.0,889,-20.0,,53.0,,-28.0,,-38.0,33.0,869.0,-134.0,,,,735.0,0.0,0.0,0.0,735.0,-9.0,726.0,0.0,0.0,726.0,780.6,54.6,1648.0,0.44,0.44,0.473665,1666.0,0.44,0.44,0.472773,
03/31/2014,3811.0,2807.0,1004.0,-968.0,968.0,2843.0,0.0,-2066.0,1120.0,,946.0,0.0,777,208.0,,54.0,,-23.0,,-36.0,-203.0,985.0,-49.0,,,,936.0,0.0,0.0,0.0,936.0,1.0,937.0,0.0,0.0,937.0,893.45,-43.55,1652.0,0.57,0.57,0.540829,1666.0,0.56,0.56,0.53386,
06/30/2014,3889.0,2770.0,1119.0,-991.0,991.0,2898.0,0.0,-2554.0,1138.0,,1416.0,0.0,344,104.0,,46.0,,-28.0,,-33.0,-89.0,448.0,-114.0,,,,334.0,0.0,0.0,0.0,334.0,-1.0,333.0,0.0,0.0,333.0,578.05,245.05,1657.0,0.2,0.2,0.348853,1669.0,0.2,0.2,0.346824,
09/30/2014,3921.0,2843.0,1078.0,-1007.0,1007.0,2914.0,0.0,-2183.0,1200.0,,983.0,0.0,731,277.0,,50.0,,-20.0,,-12.0,-295.0,1008.0,-276.0,,,,732.0,0.0,0.0,0.0,732.0,-11.0,721.0,0.0,0.0,721.0,607.9,-113.1,1658.0,0.43,0.43,0.366647,1670.0,0.43,0.43,0.362275,
12/31/2014,4258.0,3240.0,1018.0,-966.0,966.0,3292.0,0.0,-2553.0,1364.0,,1189.0,0.0,739,-799.0,,53.0,,-30.0,,-26.0,802.0,-60.0,87.0,,,,27.0,0.0,0.0,0.0,27.0,-14.0,13.0,,0.0,13.0,233.5,220.5,1660.0,0.01,0.01,0.140663,1673.0,0.01,0.01,0.140663,
03/31/2015,4041.0,3059.0,982.0,-847.0,847.0,3194.0,0.0,-2045.0,1029.0,,1016.0,0.0,1149,299.0,,51.0,,-30.0,,-26.0,-294.0,1448.0,-249.0,,,,1199.0,0.0,0.0,0.0,1199.0,-13.0,1186.0,0.0,0.0,1186.0,1234.75,48.75,1663.0,0.71,0.71,0.742483,1676.0,0.71,0.71,0.739087,
06/30/2015,4163.0,3572.0,591.0,-1013.0,1013.0,3150.0,0.0,-2991.0,1135.0,,1856.0,0.0,159,-107.0,,49.0,,-26.0,,-22.0,106.0,52.0,-162.0,,,,-110.0,0.0,0.0,0.0,-110.0,-20.0,-130.0,0.0,0.0,-130.0,1128.4,1258.4,1667.0,-0.08,-0.08,0.676905,1667.0,-0.08,-0.08,0.674889,
09/30/2015,4069.0,3552.0,517.0,-1097.0,1097.0,2972.0,0.0,-2308.0,1176.0,,1132.0,0.0,664,323.0,,41.0,,-18.0,,-19.0,-327.0,987.0,-257.0,,,,730.0,0.0,0.0,0.0,730.0,-24.0,706.0,,0.0,706.0,696.679612,-9.320388,1668.0,0.42,0.42,0.417674,1678.0,0.42,0.42,0.414446,
12/31/2015,4287.0,3862.0,425.0,-952.0,952.0,3335.0,0.0,-3417.0,1501.0,,1916.0,0.0,-82,-328.0,,43.0,,-27.0,,-16.0,328.0,-410.0,222.0,,,,-188.0,0.0,0.0,0.0,-188.0,-9.0,-197.0,0.0,0.0,-197.0,627.737109,824.737109,1669.0,-0.12,-0.12,0.376116,1669.0,-0.12,-0.12,0.37415,
03/31/2016,4391.0,3964.0,427.0,-1052.0,1052.0,3339.0,0.0,-2204.0,1068.0,,1136.0,0.0,1135,520.0,,43.0,,-24.0,,-26.0,-513.0,1655.0,-449.0,,,,1206.0,0.0,0.0,0.0,1206.0,-11.0,1195.0,0.0,0.0,1195.0,1167.05,-27.95,1669.0,0.72,0.72,0.699251,1680.0,0.71,0.71,0.693363,
06/30/2016,4871.0,4432.0,439.0,-1206.0,1206.0,3665.0,0.0,-2504.0,1238.0,,1266.0,0.0,1161,454.0,,42.0,,-25.0,,-20.0,-451.0,1615.0,-427.0,,,,1188.0,0.0,0.0,0.0,1188.0,-22.0,1166.0,0.0,0.0,1166.0,1205.164103,39.164103,1670.0,0.7,0.7,0.721655,1679.0,0.69,0.69,0.713326,
09/30/2016,4922.0,4492.0,430.0,-1305.0,1305.0,3617.0,0.0,-2282.0,1144.0,,1138.0,0.0,1335,224.0,,42.0,,-32.0,,-19.0,-215.0,1559.0,-344.0,,,,1215.0,0.0,0.0,0.0,1215.0,-13.0,1202.0,0.0,0.0,1202.0,1287.0,85.0,1671.0,0.72,0.72,0.770197,1679.0,0.72,0.72,0.770197,
12/31/2016,5243.0,4814.0,429.0,-1383.0,1383.0,3860.0,0.0,-2861.0,1461.0,,1400.0,0.0,999,87.0,,40.0,,-24.0,,-12.0,-91.0,1086.0,-188.0,,,,898.0,0.0,0.0,0.0,898.0,-4.0,894.0,0.0,0.0,894.0,1043.790909,149.790909,1672.0,0.53,0.53,0.624277,1680.0,0.53,0.53,0.619161,
03/31/2017,4929.0,4580.0,349.0,-1265.0,1265.0,3664.0,0.0,-2388.0,1085.0,,1303.0,0.0,1276,679.0,,45.0,,-26.0,,-7.0,-691.0,1955.0,-429.0,,,,1526.0,0.0,0.0,0.0,1526.0,48.0,1574.0,0.0,0.0,1574.0,1459.000049,-114.999951,1662.0,0.95,0.95,0.877858,1671.0,0.94,0.94,0.871179,
06/30/2017,5144.0,4770.0,374.0,-1569.0,1569.0,3575.0,0.0,-2866.0,1187.0,,1679.0,0.0,709,586.0,,52.0,,-29.0,,-20.0,-589.0,1295.0,-373.0,,,,922.0,0.0,0.0,0.0,922.0,-6.0,916.0,0.0,0.0,916.0,1791.848238,875.848238,1644.0,0.56,0.56,1.089932,1650.0,0.56,0.56,1.089932,
09/30/2017,5254.0,4862.0,392.0,-1579.0,1579.0,3675.0,0.0,-2724.0,1163.0,,1561.0,0.0,951,232.0,,48.0,,-32.0,,-21.0,-227.0,1183.0,-327.0,,,,856.0,0.0,0.0,0.0,856.0,-11.0,845.0,0.0,0.0,845.0,1271.650056,426.650056,1639.0,0.52,0.52,0.775869,1645.0,0.51,0.51,0.769362,
12/31/2017,5449.0,5046.0,403.0,-1681.0,1681.0,3768.0,0.0,-3255.0,1316.0,,1939.0,0.0,513,185.0,,51.0,,-39.0,,-16.0,-181.0,698.0,-3027.0,,,,-2329.0,0.0,0.0,0.0,-2329.0,1.0,-2328.0,0.0,0.0,-2328.0,1122.20342,3450.20342,1635.0,-1.42,-1.42,0.686363,1635.0,-1.42,-1.42,0.686363,
03/31/2018,5193.0,4972.0,221.0,-1584.0,1584.0,3609.0,0.0,-2230.0,980.0,,1250.0,0.0,1379,400.0,,46.0,,-36.0,,-24.0,-386.0,1779.0,-284.0,,,,1495.0,0.0,0.0,0.0,1495.0,-9.0,1486.0,0.0,0.0,1486.0,1594.080693,108.080693,1633.0,0.91,0.91,0.976167,1640.0,0.91,0.91,0.975903,
06/30/2018,5704.0,5461.0,243.0,-1625.0,1625.0,4079.0,0.0,-3566.0,1131.0,,2435.0,0.0,513,4.0,,45.0,,-38.0,,-27.0,16.0,517.0,-135.0,,,,382.0,0.0,0.0,0.0,382.0,-9.0,373.0,0.0,0.0,373.0,1667.337366,1294.337366,1633.0,0.23,0.23,1.021027,1636.0,0.23,0.23,1.021027,
09/30/2018,5691.0,5433.0,258.0,-1648.0,1648.0,4043.0,0.0,-2384.0,1104.0,,1280.0,0.0,1659,508.0,,44.0,,-44.0,,-22.0,-486.0,2167.0,-255.0,,,,1912.0,0.0,0.0,0.0,1912.0,-11.0,1901.0,0.0,0.0,1901.0,1855.02,-45.98,1632.0,1.16,1.16,1.136654,1636.0,1.16,1.16,1.131895,
12/31/2018,5973.0,5715.0,258.0,-1670.0,1670.0,4303.0,0.0,-2737.0,1336.0,,1376.0,25.0,1566,-61.0,48.0,48.0,0.0,-55.0,0.0,-20.0,88.0,1505.0,-347.0,,,,1158.0,0.0,0.0,0.0,1158.0,2.0,1160.0,0.0,0.0,1160.0,1510.084399,350.084399,1632.0,0.71,0.71,0.925297,1637.0,0.71,0.71,0.923857,
03/31/2019,5920.0,5713.0,207.0,-1824.0,1824.0,4096.0,0.0,-2378.0,1006.0,,1348.0,24.0,1718,261.0,45.0,45.0,0.0,-56.0,,,-250.0,1979.0,-264.0,,,,1715.0,0.0,0.0,0.0,1715.0,-5.0,1710.0,0.0,0.0,1710.0,1803.21,93.21,1634.0,1.05,1.05,1.103556,1637.0,1.04,1.04,1.09694,
06/30/2019,6273.0,6031.0,242.0,-1992.0,1992.0,4281.0,0.0,-2404.0,1076.0,,1328.0,0.0,1877,-101.0,123.0,123.0,0.0,-54.0,,0.0,32.0,1776.0,-337.0,,,,1439.0,0.0,0.0,0.0,1439.0,-7.0,1432.0,0.0,0.0,1432.0,1914.97549,482.97549,1636.0,0.88,0.88,1.170523,1637.0,0.87,0.87,1.165037,
09/30/2019,6007.0,5768.0,239.0,-1810.0,1810.0,4197.0,0.0,-2437.0,1055.0,,1382.0,0.0,1760,-411.0,209.0,209.0,0.0,-173.0,,0.0,375.0,1349.0,17.0,,,,1366.0,0.0,0.0,0.0,1366.0,-13.0,1353.0,0.0,0.0,1353.0,1878.198095,525.198095,1632.0,0.83,0.83,1.150857,1634.0,0.83,0.83,1.150857,
12/31/2019,7945.0,7662.0,283.0,-2492.0,2492.0,5453.0,0.0,-4893.0,1734.0,,2097.0,1062.0,560,-689.0,279.0,279.0,0.0,-44.0,,-4.0,458.0,-129.0,-931.0,,,,-1060.0,0.0,0.0,0.0,-1060.0,4.0,-1056.0,0.0,0.0,-1056.0,1339.191268,2395.191268,1918.0,-0.55,-0.55,0.698223,1918.0,-0.55,-0.55,0.698223,
03/31/2020,10781.0,10541.0,240.0,-3662.0,3662.0,7119.0,0.0,-6260.0,1606.0,,2372.0,2282.0,859,-1163.0,362.0,362.0,0.0,-61.0,,,862.0,-304.0,-462.0,,,,-766.0,0.0,0.0,0.0,-766.0,-9.0,-775.0,0.0,0.0,-775.0,490.024325,1265.024325,2258.0,-0.34,-0.34,0.217017,2258.0,-0.34,-0.34,0.217017,
06/30/2020,10129.0,9817.0,312.0,-2699.0,2699.0,7430.0,0.0,-6539.0,1628.0,,2522.0,2389.0,891,736.0,357.0,357.0,0.0,-25.0,,,-1068.0,1627.0,-1707.0,,,,-80.0,0.0,0.0,0.0,-80.0,-5.0,-85.0,0.0,0.0,-85.0,697.175824,782.175824,2263.0,-0.04,-0.04,0.308076,2263.0,-0.04,-0.04,0.305637,
09/30/2020,10357.273,,,,,8296.79710938,,,,,,,4299,,,,,,,,,4168.111,,,,,2038.5,,,,,,2038.5,,,2038.5,3428.1,,,0.65,0.65,1.496,,0.65,0.65,1.496,
12/31/2020,10723.545,,,,,8601.3554445,,,,,,,4098,,,,,,,,,4108.667,,,,,1818.5,,,,,,1818.5,,,1818.5,3333.6,,,0.58,0.58,1.452,,0.58,0.58,1.452,
