Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/31/2005,2648.309082,1658.401978,771.843994,886.557983,201.328003,201.328003,,0.0,,,,,60.487999,,,,,1920.218018,219.835007,,,57.511002,,450.744995,422.167999,361.080994,61.087006,28.576996,728.091003,,45.903,45.903,,,,0.0,,,,594.250015,,,594.250015,640.153015,600.0,,,,4.64,,,4.64,604.64,1244.793015,25.0,478.464996,,,-124.988998,1002.887024,15.788986,1397.152008,6.364,1403.516008,2648.309023,
04/30/2005,2628.913086,1597.741028,986.879028,610.862,209.675995,209.675995,,0.0,0.0,0.0,0.0,0.0,59.529999,,,,,1866.947021,218.587006,,,57.337002,,486.041992,457.494995,391.903992,65.591003,28.546997,761.966,,48.195999,48.195999,,,,0.0,,,,567.825974,,,567.825974,616.021973,600.0,,,,4.096,,,4.096,604.096,1220.117973,25.0,499.138,,,-124.969002,987.13501,16.573006,1402.877014,5.918,1408.795014,2628.912987,
07/31/2005,2671.252,1604.291,985.83,618.461,255.426,255.426,,0.0,0.0,0.0,0.0,0.0,58.494,,,,,1918.211,211.729,,,56.49,,484.822,481.735,395.379,86.356,3.087,753.041,,48.66,48.66,,,,0.0,,,,615.775,,,615.775,664.435,600.0,,,,4.065,,,4.065,604.065,1268.5,25.0,502.561,,,-124.92,989.15,4.653,1396.444,6.308,1402.752,2671.252,
10/31/2005,2761.858,1654.904,811.238,843.666,293.627,293.627,,0.0,0.0,0.0,0.0,0.0,60.522,,,,,2009.053,212.377,488.167,-275.79,54.34,,486.088,451.93,395.509,56.421,34.158,752.805,,45.445,45.445,,,,0.0,0.0,0.0,0.0,707.485,,,707.485,752.93,600.0,600.0,0.0,0.0,4.537,,,4.537,604.537,1357.467,9.35,523.256,,,-124.875,984.107,3.998,1395.836,8.555,1404.391,2761.858,
01/31/2006,2675.065,1685.59,845.128,840.462,185.251,185.251,,0.0,0.0,0.0,0.0,0.0,60.728,,,,,1931.569,209.624,,,54.221,,479.651,485.574,396.676,88.898,-5.923,743.496,,43.602,43.602,,,,0.0,,,,595.765,,,595.765,639.367,600.0,,,,4.369,,,4.369,604.369,1243.736,9.35,548.648,,,-124.86,985.925,9.461,1428.524,2.805,1431.329,2675.065,
04/30/2006,2422.6,1339.041,542.074,796.967,219.242,219.242,,0.0,0.0,0.0,0.0,0.0,67.281,,,,,1625.564,204.274,,,56.856,,535.906,501.647,454.163,47.484,34.259,797.036,,46.713,46.713,,,,0.0,,,,588.765,,,588.765,635.478,600.0,,,,4.066,,,4.066,604.066,1239.544,9.35,388.899,,,-124.86,897.571,9.122,1180.082,2.974,1183.056,2422.6,
07/31/2006,2343.827,1299.331,500.716,798.615,236.112,236.112,,0.0,0.0,0.0,0.0,0.0,59.855,,,,,1595.298,186.752,,,55.064,,506.713,472.294,427.375,44.919,34.419,748.529,,40.32,40.32,,,,0.0,,,,608.335,,,608.335,648.655,600.0,,,,43.412,,,43.412,643.412,1292.067,9.35,339.293,,,-124.805,820.625,7.297,1051.76,0.0,1051.76,2343.827,
10/31/2006,2449.723,1466.287,675.787,790.5,233.986,233.986,,0.0,0.0,0.0,0.0,0.0,60.852,,,,,1761.125,184.084,,,2.263,,502.251,465.105,424.701,40.404,37.146,688.598,,44.419,44.419,,,,0.0,0.0,0.0,0.0,641.126,,,641.126,685.545,600.0,600.0,0.0,0.0,50.178,,,50.178,650.178,1335.723,9.35,374.805,,,-124.684,840.449,14.08,1114.0,0.0,1114.0,2449.723,
01/31/2007,2706.108,1815.511,1025.478,790.033,146.291,146.291,,0.0,0.0,0.0,0.0,0.0,65.353,,,,,2027.155,182.721,,,0.0,,496.232,459.255,420.275,38.98,36.977,678.953,,41.592,41.592,,,,0.0,,,,645.611,,,645.611,687.203,600.0,,,,307.404,,,307.404,907.404,1594.607,0.0,399.969,,,-124.655,820.499,15.688,1111.501,0.0,1111.501,2706.108,
04/30/2007,2711.375,1791.713,950.992,840.721,178.269,178.269,,0.0,0.0,0.0,0.0,0.0,68.116,,,,,2038.098,183.491,,,0.0,,489.786,453.85,415.815,38.035,35.936,673.277,,43.386,43.386,,,,0.0,,,,645.378,,,645.378,688.764,600.0,,,,292.498,,,292.498,892.498,1581.262,0.0,412.554,,,-124.655,818.307,23.907,1130.113,0.0,1130.113,2711.375,
07/31/2007,2774.14,1822.638,957.379,865.259,200.831,200.831,,0.0,0.0,0.0,0.0,0.0,87.524,,,,,2110.993,180.52,,,,,482.627,448.084,415.471,32.613,34.543,663.147,,36.131,36.131,,,,0.0,,,,707.428,,,707.428,743.559,600.0,,,,283.284,,,283.284,883.284,1626.843,0.0,430.632,,,-124.65,814.887,26.428,1147.297,0.0,1147.297,2774.14,
10/31/2007,2854.394,1857.637,1079.819,777.818,208.318,208.318,,0.0,0.0,0.0,0.0,0.0,88.381,,,,,2154.336,180.537,464.666,-284.129,37.304,,482.217,438.184,404.612,33.572,44.033,700.058,,45.135,45.135,,,,0.0,,,,776.983,,,776.983,822.118,600.0,,,,273.95,,,273.95,873.95,1696.068,0.0,449.756,,,-124.512,795.984,37.098,1158.326,0.0,1158.326,2854.394,
01/31/2008,2771.538,1767.409,1038.621,728.788,133.606,133.606,,0.0,0.0,0.0,0.0,0.0,152.5,,,,,2053.515,177.082,,,58.643,,482.298,431.611,399.581,32.03,50.687,718.023,,34.247,34.247,,,,0.0,,,,636.862,,,636.862,671.109,600.0,,,,301.603,,,301.603,901.603,1572.712,0.0,472.913,,,-124.459,811.397,38.975,1198.826,0.0,1198.826,2771.538,
04/30/2008,2679.323,1430.72,1003.398,427.322,176.676,176.676,,0.0,0.0,0.0,0.0,0.0,136.294,,,,,1743.69,183.743,,,42.088,,709.802,635.62,596.978,38.642,74.182,935.633,,40.841,40.841,,,,0.0,,,,645.386,,,645.386,686.227,479.394,,,,292.492,,,292.492,771.886,1458.113,0.0,498.112,,,-124.424,817.263,30.259,1221.21,0.0,1221.21,2679.323,
07/31/2008,2656.913,1364.552,973.837,390.715,212.923,212.923,,0.0,0.0,0.0,0.0,0.0,147.488,,,,,1724.963,187.641,,,29.586,,714.723,676.615,593.983,82.632,38.108,931.95,,39.678,39.678,,,,451.394,,,,0.0,,,0.0,1191.401,0.0,,,,298.015,,,298.015,298.015,1489.416,0.0,464.638,,,-124.424,792.17,35.113,1167.497,0.0,1167.497,2656.913,
10/31/2008,2269.349,1067.847,680.034,387.813,193.088,193.088,,0.0,0.0,0.0,0.0,0.0,124.757,,,,,1385.692,174.978,435.054,-260.076,14.972,,693.707,635.437,582.117,53.32,58.27,883.657,,36.982,36.982,,,,125.668,125.668,0.0,0.0,736.983,,,736.983,899.633,0.0,0.0,0.0,0.0,282.188,,,282.188,282.188,1181.821,0.0,456.522,,,-124.424,772.559,-17.129,1087.528,0.0,1087.528,2269.349,
01/31/2009,2177.078,1035.427,648.093,387.334,111.775,111.775,0.0,0.0,0.0,0.0,0.0,0.0,115.81,32.508,,36.483,78.584,1263.012,168.126,,,12.991,12.991,732.949,674.618,616.801,57.817,21.848,914.066,,188.187,28.544,4.851,,154.792,121.668,121.668,,,487.412,217.205,,0.0,797.267,0.0,0.0,,,275.202,,11.643,46.354,275.202,1072.469,0.0,463.955,35.95,428.005,-124.424,783.236,-18.158,1104.609,0.0,1104.609,2177.078,
04/30/2009,2155.458,1004.766,619.948,384.818,136.19,136.19,0.0,0.0,0.0,0.0,0.0,0.0,114.409,32.363,,30.073,77.384,1255.365,164.852,,,10.14,10.14,725.101,674.136,619.744,54.392,20.892,900.093,,195.403,25.588,3.317,,166.498,121.668,121.668,,,449.275,210.14,,0.0,766.346,0.0,0.0,,,263.442,,13.515,39.787,263.442,1029.788,0.0,466.148,36.025,430.123,-124.424,798.853,-14.907,1125.67,0.0,1125.67,2155.458,
07/31/2009,2115.358,921.496,536.864,384.632,169.638,169.638,0.0,0.0,0.0,0.0,0.0,0.0,117.215,35.343,,29.479,76.929,1208.349,171.266,,,8.543,8.543,727.2,676.92,626.404,50.516,20.801,907.009,,214.259,30.695,3.583,,179.981,0.0,0.0,,,476.221,198.103,,0.0,690.48,0.0,0.0,,,252.105,,14.374,39.628,252.105,942.585,0.0,472.469,36.167,436.302,-124.299,815.512,9.091,1172.773,0.0,1172.773,2115.358,
10/31/2009,1902.908,983.465,591.656,391.809,177.898,177.898,0.0,0.0,0.0,0.0,0.0,0.0,103.009,17.708,0.0,26.717,79.78,1264.372,170.459,392.511,-222.052,10.303,10.303,457.774,392.654,356.033,36.621,38.403,638.536,,222.71,37.628,0.0,0.0,185.082,0.0,0.0,0.0,0.0,495.245,193.526,0.0,0.0,717.955,0.0,0.0,0.0,0.0,250.431,0.0,8.403,48.502,250.431,968.386,0.0,478.016,36.218,441.798,-124.299,559.823,20.982,934.522,0.0,934.522,1902.908,
01/31/2010,1819.47,991.292,607.05,384.242,112.279,112.279,0.0,0.0,0.0,0.0,0.0,0.0,99.506,17.996,,21.673,76.068,1203.077,167.009,,,2.07,2.07,447.314,390.717,356.194,34.523,34.924,616.393,,164.046,31.859,0.718,,131.469,0.0,0.0,,,464.85,181.031,,0.0,628.896,0.0,0.0,,,237.391,,8.36,48.0,237.391,866.287,0.0,483.745,36.334,447.411,-124.299,580.012,13.725,953.183,0.0,953.183,1819.47,
04/30/2010,1814.758,979.586,581.425,398.161,131.864,131.864,0.0,0.0,0.0,0.0,0.0,0.0,100.624,20.3,0.0,19.009,75.7,1212.074,163.42,,,0.0,,439.264,386.222,353.734,32.488,34.033,602.684,,170.677,31.682,1.059,0.0,137.936,0.0,0.0,,,441.866,173.17,,0.0,612.543,0.0,0.0,,,228.427,,8.314,46.943,228.427,840.97,0.0,495.567,36.495,459.072,-124.299,599.924,2.596,973.788,0.0,973.788,1814.758,
07/31/2010,1846.027,1042.915,605.05,437.865,146.059,146.059,0.0,0.0,0.0,0.0,0.0,0.0,64.836,20.105,,14.973,40.363,1253.81,159.82,,,0.0,,432.397,383.84,353.335,30.505,33.584,592.217,,170.996,27.184,,,143.812,0.0,0.0,,,462.856,160.86,,0.0,633.852,0.0,0.0,,,216.155,,7.622,47.673,216.155,850.007,0.0,501.817,36.632,465.185,-124.276,615.601,2.878,996.02,0.0,996.02,1846.027,
10/31/2010,2225.998,1126.69,685.594,441.096,171.607,171.607,0.0,0.0,0.0,0.0,0.0,0.0,99.127,16.233,,243.583,33.725,1397.424,156.033,350.504,-194.471,,,672.541,382.161,353.415,28.746,46.797,828.574,,196.189,26.785,,,169.404,0.0,0.0,0.0,0.0,487.59,163.394,,0.0,683.779,0.0,0.0,0.0,0.0,206.671,,7.622,35.655,206.671,890.45,0.0,513.149,36.667,476.482,-124.224,937.799,8.824,1335.548,0.0,1335.548,2225.998,
01/31/2011,2101.003,1131.435,981.426,150.009,89.465,89.465,0.0,0.0,0.0,0.0,0.0,0.0,72.543,15.28,,227.363,21.126,1293.443,151.378,,,0.0,,656.182,380.806,353.818,26.988,48.013,807.56,,145.833,30.102,,,115.731,0.0,0.0,,,448.744,144.065,,0.0,594.577,0.0,0.0,,,187.684,,7.622,35.997,187.684,782.261,0.0,518.37,36.802,481.568,-124.224,919.857,4.739,1318.742,0.0,1318.742,2101.003,
