Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non - Cash Adjusted,Net Ch in Operating Capital,Net Ch of Investments,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2012,373.0,717.0,146.0,14.0,274.0,,,79.0,195.0,-778.0,80.0,72.0,-930.0,0.0,-8842.0,-107.0,0.0,-107.0,-8427.0,16082.0,4012.0,12070.0,0.0,-24509.0,-4620.0,-19889.0,0.0,-318.0,-318.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8313.0,-252.0,-207.0,0.0,0.0,0.0,-207.0,889.0,889.0,0.0,7902.0,-19.0,0.0,-156.0,379.0,118.0,
12/31/2012,1266.0,928.0,196.0,16.0,390.0,,5.0,105.0,280.0,-264.0,-43.0,72.0,-293.0,0.0,-16260.0,-148.0,0.0,-148.0,-15057.0,22656.0,5453.0,17203.0,0.0,-37713.0,-8678.0,-29035.0,0.0,-978.0,-978.0,0.0,0.0,-80.0,0.0,-80.0,0.0,3.0,18978.0,-337.0,-82.0,300.0,0.0,350.0,-732.0,898.0,898.0,0.0,18523.0,-24.0,0.0,3984.0,508.0,143.0,
03/31/2013,-368.0,206.0,51.0,6.0,92.0,4.0,,37.0,51.0,-723.0,91.0,,-814.0,0.0,-8035.0,-49.0,0.0,-49.0,-7458.0,5276.0,1279.0,3997.0,0.0,-12734.0,-6031.0,-6703.0,0.0,-530.0,-530.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2671.0,-98.0,-302.0,-300.0,0.0,0.0,-2.0,25.0,25.0,0.0,3047.0,-1.0,0.0,-5732.0,35.0,40.0,
06/30/2013,532.0,256.0,51.0,-1.0,86.0,3.0,,22.0,61.0,140.0,57.0,,83.0,0.0,-3117.0,-62.0,0.0,-62.0,-2609.0,7158.0,1134.0,6024.0,0.0,-9767.0,-3883.0,-5884.0,0.0,-446.0,-446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1888.0,-86.0,-1.0,0.0,0.0,0.0,-1.0,56.0,56.0,0.0,1921.0,-2.0,0.0,-697.0,242.0,11.0,
09/30/2013,661.0,290.0,51.0,-4.0,65.0,1.0,,24.0,40.0,259.0,6.0,,253.0,0.0,-6605.0,-65.0,0.0,-65.0,-6201.0,4650.0,919.0,3731.0,0.0,-10851.0,-3528.0,-7323.0,0.0,-339.0,-339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7072.0,-99.0,274.0,0.0,0.0,275.0,-1.0,59.0,59.0,0.0,6842.0,-4.0,0.0,1128.0,171.0,38.0,
12/31/2013,831.0,319.0,49.0,-2.0,39.0,2.0,,33.0,4.0,426.0,-35.0,,461.0,0.0,-2293.0,-73.0,0.0,-73.0,-1901.0,3750.0,563.0,3187.0,0.0,-5651.0,-2619.0,-3032.0,0.0,-319.0,-319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.0,-85.0,-2.0,0.0,0.0,0.0,-2.0,118.0,118.0,0.0,1785.0,12.0,0.0,366.0,176.0,10.0,
03/31/2014,69.0,326.0,48.0,1.0,58.0,,,29.0,29.0,-364.0,61.0,,-425.0,0.0,-3210.0,-53.0,0.0,-53.0,-2978.0,3543.0,520.0,3023.0,0.0,-6521.0,-2271.0,-4250.0,0.0,-171.0,-171.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2586.0,-100.0,-2.0,0.0,0.0,0.0,-2.0,65.0,65.0,0.0,2619.0,4.0,0.0,-555.0,51.0,40.0,
06/30/2014,432.0,324.0,48.0,-7.0,61.0,,,25.0,36.0,6.0,-127.0,,133.0,0.0,-800.0,-112.0,0.0,-112.0,-399.0,2828.0,612.0,2216.0,0.0,-3227.0,-984.0,-2243.0,0.0,-289.0,-289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,-86.0,-2.0,0.0,0.0,0.0,-2.0,16.0,16.0,0.0,97.0,2.0,0.0,-341.0,352.0,11.0,
09/30/2014,987.0,321.0,49.0,-1.0,48.0,,,26.0,22.0,570.0,11.0,,559.0,0.0,-846.0,-145.0,0.0,-145.0,-489.0,5931.0,816.0,5115.0,0.0,-6420.0,-2357.0,-4063.0,0.0,-212.0,-212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,-100.0,-1.0,0.0,0.0,0.0,-1.0,57.0,57.0,0.0,1657.0,2.0,0.0,1756.0,185.0,40.0,
12/31/2014,860.0,350.0,54.0,3.0,42.0,,,35.0,7.0,411.0,56.0,,355.0,0.0,-3539.0,-90.0,0.0,-90.0,-3102.0,2784.0,739.0,2045.0,0.0,-5886.0,-1308.0,-4578.0,0.0,-344.0,-344.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5454.0,-87.0,-1.0,0.0,0.0,0.0,-1.0,51.0,51.0,0.0,5470.0,21.0,0.0,2775.0,190.0,12.0,
03/31/2015,-1305.0,302.0,54.0,-4.0,75.0,,,39.0,36.0,-1732.0,-141.0,,-1591.0,0.0,-8662.0,-55.0,0.0,-55.0,-8386.0,2329.0,767.0,1562.0,0.0,-10715.0,-2658.0,-8057.0,0.0,-221.0,-221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7615.0,-100.0,996.0,0.0,0.0,998.0,-2.0,28.0,28.0,0.0,6688.0,3.0,0.0,-2352.0,54.0,46.0,
06/30/2015,568.0,353.0,55.0,-2.0,74.0,,,30.0,44.0,88.0,46.0,,42.0,0.0,-3906.0,-70.0,0.0,-70.0,-3421.0,3357.0,921.0,2436.0,0.0,-6778.0,-2412.0,-4366.0,0.0,-411.0,-411.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3344.0,-88.0,-2.0,0.0,0.0,0.0,-2.0,22.0,22.0,0.0,3408.0,4.0,0.0,6.0,332.0,7.0,
09/30/2015,1091.0,376.0,57.0,-5.0,75.0,,,29.0,46.0,588.0,141.0,,447.0,0.0,-6350.0,-79.0,0.0,-79.0,-6034.0,2794.0,1021.0,1773.0,0.0,-8828.0,-3754.0,-5074.0,0.0,-223.0,-231.0,8.0,0.0,0.0,0.0,0.0,0.0,-14.0,6608.0,-100.0,-2.0,0.0,0.0,0.0,-2.0,598.0,598.0,0.0,6106.0,6.0,0.0,1349.0,212.0,54.0,
12/31/2015,892.0,416.0,58.0,0.0,62.0,,,37.0,25.0,356.0,-63.0,,419.0,0.0,-9705.0,-62.0,0.0,-62.0,-9509.0,4824.0,831.0,3993.0,0.0,-14333.0,-10479.0,-3854.0,0.0,-117.0,-117.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,10425.0,-99.0,-3.0,0.0,0.0,348.0,-351.0,23.0,23.0,0.0,10485.0,19.0,0.0,1612.0,212.0,14.0,
03/31/2016,-369.0,412.0,56.0,2.0,103.0,,,47.0,56.0,-942.0,48.0,,-990.0,0.0,-8762.0,-56.0,0.0,-56.0,-8562.0,3283.0,897.0,2386.0,0.0,-11845.0,-3878.0,-7967.0,0.0,-139.0,-139.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,7610.0,-110.0,799.0,800.0,0.0,0.0,-1.0,732.0,732.0,0.0,6187.0,2.0,0.0,-1521.0,19.0,56.0,
06/30/2016,1892.0,452.0,57.0,-2.0,96.0,,,28.0,68.0,1289.0,-40.0,,1329.0,0.0,-5072.0,-139.0,0.0,-139.0,-4583.0,7752.0,1301.0,6451.0,0.0,-12335.0,-3704.0,-8631.0,0.0,-223.0,-223.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.0,5699.0,-120.0,4198.0,4200.0,0.0,0.0,-2.0,12.0,12.0,0.0,1606.0,3.0,0.0,2519.0,486.0,18.0,
09/30/2016,-549.0,503.0,60.0,-5.0,108.0,,,26.0,82.0,-1215.0,-333.0,,-882.0,0.0,-8203.0,-77.0,0.0,-77.0,-8083.0,10110.0,1643.0,8467.0,0.0,-18193.0,-11857.0,-6184.0,-152.0,-150.0,-238.0,88.0,0.0,0.0,0.0,0.0,0.0,107.0,10214.0,-135.0,-2001.0,-1999.0,0.0,0.0,-2.0,12.0,12.0,0.0,12335.0,3.0,0.0,1462.0,252.0,67.0,
12/31/2016,2629.0,522.0,61.0,,124.0,,,40.0,84.0,1922.0,409.0,,1513.0,0.0,-12731.0,-74.0,0.0,-74.0,-12140.0,6049.0,1906.0,4143.0,0.0,-18189.0,-11723.0,-6466.0,0.0,-503.0,-503.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,11440.0,-121.0,-3003.0,-3001.0,0.0,0.0,-2.0,704.0,704.0,0.0,13824.0,36.0,0.0,1338.0,234.0,19.0,
03/31/2017,-1577.0,564.0,65.0,0.0,136.0,,,52.0,84.0,-2342.0,-115.0,,-2227.0,0.0,-5587.0,-80.0,0.0,-80.0,-5431.0,5862.0,1731.0,4131.0,0.0,-11293.0,-9301.0,-1992.0,0.0,-70.0,-134.0,64.0,0.0,0.0,0.0,0.0,0.0,-6.0,4568.0,-158.0,1241.0,600.0,0.0,643.0,-2.0,58.0,58.0,0.0,3435.0,-8.0,0.0,-2596.0,8.0,75.0,
06/30/2017,719.0,575.0,66.0,0.0,115.0,,,32.0,83.0,-37.0,104.0,,-141.0,0.0,4270.0,-84.0,0.0,-84.0,4610.0,8790.0,2738.0,6052.0,0.0,-4180.0,-3008.0,-1085.0,-87.0,-248.0,-284.0,36.0,0.0,0.0,0.0,0.0,0.0,-8.0,-5013.0,-135.0,-302.0,-300.0,0.0,0.0,-2.0,13.0,13.0,0.0,-4589.0,0.0,0.0,-24.0,589.0,42.0,
09/30/2017,3309.0,618.0,69.0,0.0,135.0,,,27.0,108.0,2487.0,33.0,,2454.0,,-5914.0,-103.0,0.0,-103.0,-5262.0,5686.0,3458.0,2122.0,106.0,-10948.0,-7577.0,-3298.0,-73.0,-511.0,-411.0,-100.0,0.0,0.0,0.0,0.0,0.0,-38.0,7273.0,-163.0,4448.0,4700.0,0.0,0.0,-252.0,27.0,27.0,0.0,2963.0,-2.0,0.0,4668.0,293.0,116.0,
12/31/2017,-565.0,597.0,69.0,0.0,218.0,,,42.0,176.0,-1449.0,-112.0,,-1337.0,0.0,-13242.0,-133.0,0.0,-133.0,-12966.0,9001.0,,,,-21967.0,-13039.0,-8658.0,-270.0,-136.0,-242.0,106.0,0.0,0.0,0.0,0.0,0.0,-7.0,15771.0,-136.0,11485.0,10000.0,0.0,1486.0,-1.0,80.0,565.0,-485.0,4377.0,-35.0,0.0,1964.0,322.0,94.0,
03/31/2018,248.0,783.0,73.0,0.0,182.0,,,50.0,132.0,-790.0,39.0,,-829.0,0.0,-6539.0,-122.0,0.0,-122.0,-6623.0,6243.0,3548.0,2695.0,0.0,-12866.0,-8235.0,-4631.0,0.0,246.0,74.0,172.0,0.0,0.0,0.0,0.0,0.0,-40.0,4756.0,-184.0,-15627.0,-15000.0,0.0,0.0,-627.0,49.0,49.0,0.0,20528.0,-10.0,0.0,-1535.0,3.0,169.0,
06/30/2018,3132.0,866.0,75.0,0.0,165.0,,,33.0,132.0,2026.0,-25.0,,2051.0,0.0,-13115.0,-131.0,0.0,-131.0,-13145.0,8303.0,3926.0,4377.0,0.0,-21448.0,-13977.0,-7330.0,-141.0,172.0,-184.0,356.0,0.0,0.0,0.0,0.0,0.0,-11.0,11276.0,-170.0,1659.0,0.0,0.0,1936.0,-277.0,50.0,50.0,0.0,9738.0,-1.0,0.0,1293.0,479.0,136.0,
09/30/2018,1275.0,923.0,78.0,0.0,150.0,,,30.0,120.0,124.0,25.0,,99.0,0.0,-6366.0,-147.0,0.0,-147.0,-6220.0,10042.0,4908.0,5134.0,0.0,-16262.0,-8427.0,-7820.0,-15.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,13267.0,-225.0,-2.0,0.0,0.0,0.0,-2.0,9.0,9.0,0.0,13486.0,-1.0,0.0,8176.0,167.0,245.0,
12/31/2018,7801.0,935.0,80.0,,236.0,,,84.0,152.0,6550.0,-39.0,,6589.0,0.0,-14535.0,-170.0,,-170.0,-14301.0,8953.0,5028.0,3925.0,0.0,-23254.0,-10234.0,-13020.0,0.0,-42.0,-43.0,1.0,0.0,0.0,0.0,0.0,0.0,-22.0,17867.0,-208.0,1085.0,0.0,0.0,1088.0,-3.0,-983.0,17.0,-1000.0,18015.0,-42.0,,11133.0,278.0,248.0,
03/31/2019,-2595.0,964.0,83.0,0.0,157.0,,,56.0,101.0,-3799.0,18.0,,-3817.0,0.0,18285.0,-139.0,0.0,-139.0,18318.0,20687.0,3996.0,16691.0,0.0,-2369.0,-1235.0,-1132.0,-2.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-12229.0,-276.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,-11969.0,-10.0,0.0,3461.0,23.0,336.0,
06/30/2019,2214.0,937.0,84.0,0.0,162.0,,,39.0,123.0,1031.0,-17.0,,1048.0,0.0,2163.0,-171.0,0.0,-171.0,2490.0,16359.0,4470.0,11889.0,0.0,-13869.0,-9234.0,-4635.0,0.0,-140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-11883.0,-261.0,593.0,0.0,0.0,593.0,0.0,-1133.0,22.0,-1155.0,-11079.0,-3.0,0.0,-7506.0,618.0,289.0,
09/30/2019,5402.0,951.0,88.0,0.0,221.0,,,36.0,185.0,4142.0,41.0,,4101.0,0.0,-7189.0,-205.0,0.0,-205.0,-6678.0,16691.0,5187.0,11504.0,0.0,-23369.0,-8392.0,-14977.0,0.0,-279.0,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,-111.0,-271.0,0.0,0.0,0.0,0.0,0.0,-792.0,17.0,-809.0,952.0,0.0,0.0,-1898.0,266.0,297.0,
12/31/2019,4304.0,852.0,94.0,0.0,290.0,,,52.0,238.0,3068.0,-42.0,,3110.0,0.0,-1295.0,-193.0,0.0,-193.0,304.0,11980.0,5953.0,6027.0,0.0,-11676.0,-580.0,-11071.0,-25.0,-1368.0,-1392.0,24.0,0.0,0.0,0.0,0.0,0.0,-38.0,10284.0,-252.0,0.0,0.0,0.0,0.0,0.0,-203.0,53.0,-256.0,10767.0,-28.0,0.0,13293.0,292.0,153.0,
03/31/2020,10118.0,795.0,96.0,0.0,329.0,,,56.0,273.0,8898.0,,,8898.0,0.0,-19196.0,-156.0,0.0,-156.0,-17509.0,10260.0,0.0,10260.0,0.0,-27769.0,0.0,-27769.0,0.0,-1327.0,-1327.0,0.0,0.0,0.0,0.0,0.0,0.0,-204.0,58208.0,-281.0,1089.0,0.0,0.0,1089.0,0.0,23.0,23.0,0.0,57383.0,-6.0,0.0,49130.0,20.0,169.0,
06/30/2020,-16443.0,671.0,109.0,0.0,439.0,,,35.0,404.0,-17662.0,,,-17662.0,0.0,-58249.0,-179.0,0.0,-179.0,-59423.0,14487.0,0.0,14487.0,0.0,-73910.0,0.0,-73898.0,-12.0,-1518.0,-1336.0,-182.0,0.0,2768.0,0.0,2768.0,0.0,103.0,26298.0,-266.0,0.0,0.0,0.0,0.0,,2476.0,2476.0,0.0,24089.0,-1.0,0.0,-48394.0,21.0,58.0,
