Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2012,9524.0,657.0,657.0,0.0,627.0,565.0,62.0,575.0,,,,,603.0,7.0,626.0,317.0,2462.0,3302.0,,,682.0,271.0,411.0,3078.0,2067.0,,,,,378.0,7062.0,,1673.0,116.0,131.0,,1426.0,677.0,552.0,,,125.0,0.0,20.0,,0.0,2350.0,2012.0,2012.0,1994.0,,,47.0,1927.0,4006.0,6356.0,0.0,1007.0,2.0,1005.0,0.0,2465.0,-309.0,3163.0,5.0,3168.0,9524.0,
06/30/2012,8989.0,270.0,270.0,0.0,657.0,597.0,60.0,461.0,,,,,592.0,6.0,613.0,311.0,1980.0,3187.0,,,648.0,267.0,381.0,3174.0,2027.0,,,,,528.0,7009.0,,1704.0,104.0,149.0,,1451.0,117.0,0.0,,,117.0,2.0,42.0,,0.0,1823.0,1984.0,1984.0,1947.0,,,45.0,1860.0,3931.0,5754.0,0.0,1001.0,2.0,999.0,0.0,2587.0,-358.0,3230.0,5.0,3235.0,8989.0,
09/30/2012,9209.0,651.0,651.0,0.0,633.0,575.0,58.0,414.0,,,,,552.0,6.0,624.0,296.0,2250.0,3134.0,,,609.0,261.0,348.0,3216.0,2013.0,,,,,573.0,6959.0,,1769.0,111.0,156.0,,1502.0,112.0,1.0,,,111.0,1.0,41.0,,0.0,1882.0,1952.0,1952.0,1997.0,,,46.0,1910.0,3949.0,5831.0,0.0,953.0,2.0,951.0,0.0,2757.0,-337.0,3373.0,5.0,3378.0,9209.0,
12/31/2012,8855.0,305.0,305.0,0.0,651.0,586.0,65.0,361.0,,,,,572.0,0.0,660.0,280.0,1889.0,3162.0,5584.0,-2422.0,698.0,260.0,438.0,3106.0,2025.0,1427.0,598.0,158.0,22.0,241.0,6966.0,,1863.0,121.0,274.0,0.0,1468.0,152.0,2.0,,,150.0,1.0,33.0,0.0,0.0,2016.0,1656.0,1656.0,2041.0,0.0,76.0,85.0,1847.0,3697.0,5713.0,0.0,818.0,2.0,816.0,0.0,2657.0,-338.0,3137.0,5.0,3142.0,8855.0,
03/31/2013,8830.0,387.0,387.0,0.0,663.0,600.0,63.0,299.0,,,,,598.0,,624.0,318.0,1947.0,3133.0,,,676.0,266.0,410.0,3074.0,2025.0,,,,,425.0,6883.0,,1740.0,100.0,195.0,,1445.0,121.0,2.0,,,119.0,2.0,38.0,,0.0,1863.0,1626.0,1626.0,1996.0,,,75.0,1883.0,3622.0,5485.0,0.0,822.0,2.0,820.0,0.0,2870.0,-350.0,3342.0,3.0,3345.0,8830.0,
06/30/2013,8966.0,662.0,662.0,0.0,677.0,616.0,61.0,253.0,,,,,598.0,,588.0,325.0,2190.0,3039.0,,,645.0,266.0,379.0,3092.0,2031.0,,,,,473.0,6776.0,,1807.0,95.0,205.0,,1507.0,115.0,2.0,,,113.0,2.0,33.0,,0.0,1924.0,1586.0,1586.0,1975.0,,,76.0,1866.0,3561.0,5485.0,0.0,855.0,2.0,853.0,0.0,3007.0,-386.0,3476.0,5.0,3481.0,8966.0,
09/30/2013,8963.0,694.0,694.0,0.0,674.0,614.0,60.0,229.0,,,,,539.0,,585.0,295.0,2136.0,3097.0,,,599.0,252.0,347.0,3131.0,2040.0,,,,,506.0,6827.0,,1788.0,90.0,196.0,,1502.0,108.0,2.0,,,106.0,4.0,35.0,,0.0,1900.0,1556.0,1556.0,1986.0,,,79.0,1872.0,3542.0,5442.0,0.0,706.0,2.0,704.0,0.0,3164.0,-354.0,3516.0,5.0,3521.0,8963.0,
12/31/2013,8762.0,616.0,616.0,0.0,697.0,643.0,54.0,217.0,,,,,466.0,1.0,591.0,253.0,1996.0,3034.0,5418.0,-2384.0,566.0,251.0,315.0,3166.0,2032.0,1407.0,625.0,186.0,25.0,331.0,6766.0,,1823.0,105.0,224.0,0.0,1494.0,99.0,2.0,,,97.0,2.0,37.0,0.0,0.0,1924.0,1523.0,1523.0,1952.0,0.0,42.0,48.0,1825.0,3475.0,5399.0,0.0,663.0,2.0,661.0,0.0,3032.0,-335.0,3360.0,3.0,3363.0,8762.0,
03/31/2014,8752.0,657.0,657.0,0.0,677.0,625.0,52.0,209.0,,,,,520.0,2.0,632.0,313.0,2063.0,2899.0,,,537.0,245.0,292.0,3253.0,2007.0,,,,,612.0,6689.0,,1796.0,78.0,258.0,,1460.0,95.0,4.0,,,91.0,2.0,52.0,,0.0,1893.0,1500.0,1500.0,2039.0,,,47.0,1940.0,3539.0,5432.0,0.0,677.0,2.0,675.0,0.0,2975.0,-335.0,3317.0,3.0,3320.0,8752.0,
06/30/2014,8746.0,597.0,597.0,0.0,691.0,640.0,51.0,202.0,,,,,432.0,4.0,617.0,227.0,1922.0,3046.0,,,512.0,242.0,270.0,3266.0,2013.0,,,,,632.0,6824.0,,1851.0,88.0,257.0,,1506.0,89.0,3.0,,,86.0,2.0,53.0,,0.0,1942.0,1637.0,1637.0,2022.0,,,46.0,1923.0,3659.0,5601.0,0.0,535.0,2.0,533.0,0.0,2937.0,-330.0,3142.0,3.0,3145.0,8746.0,
09/30/2014,8426.0,454.0,454.0,0.0,672.0,624.0,48.0,198.0,,,,,428.0,2.0,575.0,217.0,1752.0,2942.0,,,479.0,233.0,246.0,3253.0,1998.0,,,,,678.0,6674.0,,1839.0,90.0,251.0,,1498.0,84.0,3.0,,,81.0,8.0,50.0,,0.0,1931.0,2354.0,2354.0,1991.0,,,42.0,1899.0,4345.0,6276.0,0.0,30.0,2.0,28.0,0.0,2535.0,-417.0,2148.0,2.0,2150.0,8426.0,
12/31/2014,8659.0,935.0,935.0,0.0,708.0,661.0,47.0,236.0,,,,,442.0,4.0,596.0,233.0,2321.0,2634.0,4882.0,-2248.0,441.0,214.0,227.0,3263.0,1956.0,1322.0,634.0,223.0,38.0,446.0,6338.0,,2060.0,101.0,256.0,0.0,1703.0,370.0,297.0,,,73.0,20.0,52.0,0.0,0.0,2450.0,2574.0,2574.0,2107.0,0.0,51.0,38.0,1966.0,4681.0,7131.0,0.0,49.0,2.0,47.0,0.0,1984.0,-508.0,1525.0,3.0,1528.0,8659.0,
03/31/2015,8129.0,573.0,573.0,0.0,731.0,685.0,46.0,242.0,,,,,391.0,6.0,571.0,219.0,1937.0,2487.0,,,412.0,202.0,210.0,3293.0,1922.0,,,,,794.0,6192.0,,1958.0,107.0,243.0,,1608.0,362.0,297.0,,,65.0,7.0,52.0,,0.0,2327.0,2395.0,2395.0,2065.0,,,33.0,1980.0,4460.0,6787.0,0.0,61.0,2.0,59.0,0.0,1896.0,-618.0,1339.0,3.0,1342.0,8129.0,
06/30/2015,8053.0,735.0,735.0,0.0,719.0,675.0,44.0,246.0,,,,,395.0,5.0,579.0,214.0,2095.0,2320.0,,,397.0,204.0,193.0,3241.0,1912.0,,,,,745.0,5958.0,,2051.0,94.0,261.0,,1696.0,356.0,299.0,,,57.0,1.0,45.0,,0.0,2408.0,1992.0,1992.0,2309.0,,,35.0,2229.0,4301.0,6709.0,0.0,76.0,2.0,74.0,0.0,1863.0,-598.0,1341.0,3.0,1344.0,8053.0,
09/30/2015,8185.0,1066.0,1066.0,0.0,693.0,660.0,33.0,256.0,,,,,353.0,7.0,592.0,171.0,2368.0,2185.0,,,341.0,187.0,154.0,3291.0,1894.0,,,,,798.0,5817.0,,2127.0,102.0,299.0,,1726.0,350.0,299.0,,,51.0,2.0,43.0,,0.0,2479.0,2011.0,2011.0,2441.0,,,41.0,2357.0,4452.0,6931.0,0.0,100.0,2.0,98.0,0.0,1787.0,-636.0,1251.0,3.0,1254.0,8185.0,
12/31/2015,8268.0,1048.0,1048.0,0.0,722.0,690.0,32.0,319.0,,,,,206.0,4.0,747.0,196.0,2295.0,2144.0,4234.0,-2090.0,324.0,183.0,141.0,3505.0,1908.0,1246.0,662.0,277.0,40.0,529.0,5973.0,,2154.0,98.0,303.0,0.0,1753.0,81.0,33.0,,,48.0,1.0,46.0,0.0,0.0,2236.0,2278.0,2278.0,2455.0,0.0,43.0,34.0,2332.0,4733.0,6969.0,0.0,117.0,2.0,115.0,0.0,1847.0,-668.0,1296.0,3.0,1299.0,8268.0,
03/31/2016,8444.0,1180.0,1180.0,0.0,702.0,671.0,31.0,355.0,,,,,243.0,7.0,757.0,229.0,2480.0,2068.0,,,324.0,197.0,127.0,3572.0,1948.0,,,,,860.0,5964.0,,2144.0,115.0,312.0,,1717.0,79.0,34.0,,,45.0,7.0,43.0,,0.0,2230.0,2429.0,2429.0,2438.0,,,31.0,2364.0,4867.0,7097.0,0.0,117.0,2.0,115.0,0.0,1872.0,-645.0,1344.0,3.0,1347.0,8444.0,
06/30/2016,6922.0,1575.0,1575.0,0.0,630.0,630.0,0.0,15.0,,,,,133.0,8.0,694.0,133.0,2353.0,1478.0,,,178.0,178.0,,2913.0,1769.0,,,,,442.0,4569.0,,1938.0,74.0,292.0,,1572.0,34.0,0.0,,,34.0,6.0,37.0,,0.0,1978.0,2380.0,2380.0,2387.0,,,21.0,2329.0,4767.0,6745.0,0.0,137.0,2.0,135.0,0.0,505.0,-468.0,174.0,3.0,177.0,6922.0,
