Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,13463.0,835.0,835.0,0.0,307.0,307.0,0.0,275.0,42.0,0.0,233.0,0.0,48.0,33.0,0.0,,,14.0,1465.0,9175.0,13246.0,-4071.0,0.0,,,2823.0,2629.0,2371.0,258.0,10.0,108.0,76.0,11998.0,,474.0,99.0,2.0,,373.0,0.0,0.0,0.0,0.0,,,106.0,0.0,0.0,1047.0,94.0,580.0,4692.0,4692.0,0.0,0.0,,1507.0,0.0,126.0,334.0,6199.0,6779.0,0.0,1399.0,2.0,1397.0,0.0,2443.0,-263.0,3579.0,3105.0,6684.0,13463.0,
03/31/2018,13522.0,936.0,936.0,0.0,247.0,247.0,0.0,401.0,38.0,0.0,363.0,0.0,76.0,55.0,0.0,,,21.0,1660.0,9031.0,13297.0,-4266.0,0.0,,,2831.0,2643.0,2381.0,262.0,,100.0,88.0,11862.0,,457.0,,10.0,,447.0,0.0,0.0,,,,0.0,169.0,,,1076.0,160.0,626.0,4693.0,4693.0,,,,1538.0,,,462.0,6231.0,6857.0,0.0,1407.0,2.0,1405.0,-1.0,2436.0,-248.0,3594.0,3071.0,6665.0,13522.0,
06/30/2018,12987.0,728.0,728.0,0.0,338.0,338.0,0.0,257.0,40.0,0.0,217.0,0.0,25.0,1.0,0.0,,,24.0,1348.0,8841.0,13275.0,-4434.0,0.0,,,2798.0,2485.0,2364.0,121.0,,94.0,219.0,11639.0,,452.0,,23.0,,429.0,0.0,0.0,,,,,30.0,,,1051.0,26.0,482.0,4695.0,4695.0,,,,1488.0,,,437.0,6183.0,6665.0,0.0,1351.0,2.0,1349.0,0.0,2514.0,-309.0,3556.0,2766.0,6322.0,12987.0,
09/30/2018,13156.0,1022.0,1022.0,0.0,273.0,273.0,0.0,264.0,38.0,0.0,226.0,0.0,38.0,17.0,0.0,,,20.0,1597.0,8772.0,13353.0,-4581.0,0.0,,,2787.0,2480.0,2361.0,119.0,,96.0,211.0,11559.0,,467.0,,0.0,,467.0,0.0,0.0,,,,,321.0,,,1087.0,320.0,788.0,4697.0,4697.0,,,,1508.0,,,421.0,6205.0,6993.0,0.0,1362.0,2.0,1360.0,-92.0,2474.0,-308.0,3436.0,2727.0,6163.0,13156.0,
12/31/2018,12661.0,682.0,682.0,0.0,235.0,235.0,0.0,309.0,37.0,0.0,272.0,0.0,48.0,28.0,0.0,,,18.0,1274.0,8623.0,13307.0,-4684.0,0.0,,,2764.0,2468.0,2353.0,115.0,9.0,93.0,194.0,11387.0,,550.0,101.0,5.0,,444.0,0.0,0.0,0.0,0.0,,,155.0,0.0,0.0,1117.0,155.0,705.0,4698.0,4698.0,0.0,0.0,,1527.0,0.0,117.0,293.0,6225.0,6930.0,0.0,1370.0,2.0,1368.0,-504.0,2463.0,-371.0,2958.0,2773.0,5731.0,12661.0,
03/31/2019,12942.0,671.0,671.0,0.0,264.0,264.0,0.0,446.0,41.0,0.0,405.0,0.0,31.0,1.0,,,,30.0,1412.0,8756.0,13609.0,-4853.0,0.0,,,2774.0,2590.0,2360.0,230.0,,100.0,84.0,11530.0,,435.0,,3.0,,432.0,85.0,0.0,85.0,,85.0,,306.0,,,1135.0,306.0,826.0,4903.0,4700.0,203.0,,203.0,1543.0,,,408.0,6446.0,7272.0,0.0,1313.0,2.0,1311.0,-64.0,2047.0,-341.0,2955.0,2715.0,5670.0,12942.0,
06/30/2019,12863.0,858.0,858.0,0.0,313.0,313.0,0.0,290.0,40.0,0.0,250.0,0.0,27.0,1.0,0.0,,,26.0,1488.0,8617.0,13686.0,-5069.0,0.0,,,2758.0,2464.0,2353.0,111.0,,101.0,193.0,11375.0,,429.0,,13.0,,416.0,587.0,0.0,89.0,,89.0,498.0,26.0,,,1207.0,26.0,1042.0,4400.0,4203.0,197.0,,197.0,1603.0,,,396.0,6003.0,7045.0,0.0,1301.0,2.0,1299.0,-2.0,2111.0,-344.0,3066.0,2752.0,5818.0,12863.0,
09/30/2019,12902.0,1019.0,1019.0,0.0,311.0,311.0,0.0,296.0,43.0,0.0,253.0,0.0,43.0,17.0,0.0,,,26.0,1669.0,8511.0,13645.0,-5134.0,0.0,,,2722.0,2450.0,2344.0,106.0,,87.0,185.0,11233.0,,466.0,,7.0,,459.0,586.0,0.0,87.0,,87.0,499.0,193.0,,,1235.0,193.0,1245.0,4385.0,4204.0,181.0,,181.0,1591.0,,,356.0,5976.0,7221.0,0.0,1319.0,2.0,1317.0,-74.0,2109.0,-374.0,2980.0,2701.0,5681.0,12902.0,
12/31/2019,12172.0,287.0,287.0,0.0,242.0,242.0,0.0,351.0,40.0,0.0,311.0,0.0,94.0,71.0,0.0,,,23.0,974.0,8450.0,13815.0,-5365.0,0.0,,,2748.0,2475.0,2365.0,110.0,10.0,88.0,175.0,11198.0,,438.0,78.0,1.0,,359.0,90.0,0.0,90.0,0.0,90.0,,137.0,0.0,0.0,1246.0,125.0,665.0,4150.0,3957.0,193.0,0.0,193.0,1720.0,0.0,93.0,381.0,5870.0,6535.0,0.0,1305.0,2.0,1303.0,0.0,1958.0,-366.0,2897.0,2740.0,5637.0,12172.0,
03/31/2020,12441.0,753.0,753.0,0.0,251.0,251.0,0.0,379.0,43.0,0.0,336.0,0.0,97.0,78.0,0.0,,,19.0,1480.0,8225.0,13730.0,-5505.0,0.0,,,2736.0,2448.0,2346.0,102.0,,91.0,197.0,10961.0,,397.0,,19.0,,378.0,594.0,500.0,94.0,,94.0,0.0,244.0,,,1217.0,244.0,1235.0,4155.0,3958.0,197.0,,197.0,1648.0,,,431.0,5803.0,7038.0,0.0,1315.0,2.0,1313.0,-108.0,1961.0,-440.0,2728.0,2675.0,5403.0,12441.0,
06/30/2020,11950.0,563.0,563.0,0.0,250.0,250.0,0.0,273.0,44.0,0.0,229.0,0.0,50.0,20.0,0.0,,,30.0,1136.0,8070.0,13800.0,-5730.0,0.0,,,2744.0,2447.0,2346.0,101.0,,94.0,203.0,10814.0,,498.0,389.0,109.0,,,92.0,0.0,92.0,,92.0,0.0,25.0,,,1175.0,25.0,615.0,4150.0,3959.0,191.0,,191.0,1609.0,,,434.0,5759.0,6374.0,0.0,1302.0,2.0,1300.0,0.0,1997.0,-426.0,2873.0,2703.0,5576.0,11950.0,
