Date,Revenue,Sales & Services Revenue,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2016,598.5,598.5,,0.0,-387.6,78.1,309.5,210.9,-45.2,,24.5,,24.7,-4.2,0.2,165.7,-35.4,130.3,0.0,0.0,0.0,130.3,-0.7,129.6,0.0,0.0,129.6,129.6,0.0,106.845,1.21,1.21,1.21,107.051,1.21,1.21,1.21,
03/31/2017,609.5,609.5,,0.0,-398.8,79.3,319.5,210.7,27.2,,24.7,,-46.8,-4.0,-1.1,237.9,-91.0,146.9,0.0,0.0,0.0,146.9,-0.3,146.6,-0.1,0.0,146.5,146.5,0.0,106.111,1.38,1.38,1.38,106.326,1.38,1.38,1.38,
06/30/2017,656.4,656.4,,0.0,-417.1,80.4,336.7,239.3,-8.0,,25.0,,-14.2,-2.9,0.1,231.3,-96.6,134.7,0.0,0.0,0.0,134.7,-0.3,134.4,0.0,0.0,134.4,134.4,0.0,105.473,1.27,1.27,1.27,105.758,1.27,1.27,1.27,
09/30/2017,656.6,656.6,,0.0,-422.8,81.9,340.9,233.8,-21.9,,25.2,,-0.8,-2.8,0.3,211.9,-82.0,129.9,0.0,0.0,0.0,129.9,-0.6,129.3,-0.1,0.0,129.2,129.2,0.0,104.324,1.24,1.24,1.24,104.678,1.23,1.23,1.23,
12/31/2017,660.4,660.4,,0.0,-422.6,79.3,343.3,237.8,-44.6,,25.3,,20.1,-1.8,1.0,193.2,359.2,552.4,0.0,0.0,0.0,552.4,-0.7,551.7,0.0,0.0,551.7,137.3,-414.4,103.038,5.35,5.35,1.332518,103.431,5.33,5.33,1.323464,
03/31/2018,638.6,638.6,,0.0,-419.9,83.3,336.6,218.7,3.0,,25.5,,-27.8,-1.0,0.3,221.7,-76.8,144.9,0.0,0.0,0.0,144.9,-0.4,144.5,-0.1,0.0,144.4,144.4,0.0,102.574,1.41,1.41,1.41,102.976,1.4,1.4,1.4,
06/30/2018,682.4,682.4,,0.0,-436.6,86.3,350.3,245.8,-49.7,,28.0,,21.0,-1.0,1.7,196.1,-47.4,148.7,0.0,0.0,0.0,148.7,-0.5,148.2,0.0,0.0,148.2,145.4,-2.8,102.092,1.45,1.45,1.424206,102.492,1.45,1.45,1.422681,
09/30/2018,699.0,699.0,,0.0,-433.6,87.5,346.1,265.4,-18.4,,28.3,,-9.5,0.2,-0.6,247.0,-73.0,174.0,0.0,0.0,0.0,174.0,-0.4,173.6,0.0,0.0,173.6,149.8,-23.8,101.658,1.71,1.71,1.473568,102.11,1.7,1.7,1.466918,
12/31/2018,694.0,694.0,,0.0,-437.6,89.6,348.0,256.4,-34.3,,28.2,,8.5,-0.8,-1.6,222.1,-60.3,161.8,0.0,0.0,0.0,161.8,-0.7,161.1,0.0,0.0,161.1,154.6,-6.5,101.098,1.59,1.59,1.529209,101.516,1.59,1.59,1.525971,
03/31/2019,674.8,674.8,,0.0,-514.5,88.5,426.0,160.3,-22.4,,28.2,,-4.6,-1.7,0.5,137.9,-34.7,103.2,0.0,0.0,0.0,103.2,-0.4,102.8,-0.1,0.0,102.7,164.8,62.1,100.5,1.02,1.02,1.639801,100.915,1.02,1.02,1.635369,
06/30/2019,714.0,714.0,,0.0,-506.0,87.7,418.3,208.0,-19.8,,28.0,,-8.3,0.2,-0.1,188.2,-59.1,129.1,0.0,0.0,0.0,129.1,-0.4,128.7,0.0,0.0,128.7,166.5,37.8,100.028,1.29,1.29,1.664534,100.422,1.28,1.28,1.656412,
09/30/2019,747.7,747.7,,0.0,-465.7,86.5,379.2,282.0,-27.2,,27.9,,3.4,-2.1,-2.0,254.8,-74.2,180.6,0.0,0.0,0.0,180.6,-0.4,180.2,-0.1,0.0,180.1,188.9,8.8,99.296,1.81,1.81,1.902393,99.699,1.81,1.81,1.898266,
12/31/2019,729.5,729.5,,0.0,-493.5,88.0,405.5,236.0,-28.5,,31.8,,-7.6,2.6,1.7,207.5,-79.6,127.9,0.0,0.0,0.0,127.9,-0.7,127.2,0.0,0.0,127.2,155.8,28.6,97.467,1.31,1.31,1.59849,97.98,1.3,1.3,1.591896,
03/31/2020,731.7,731.7,,0.0,-442.9,89.4,353.5,288.8,-91.3,,34.2,,59.5,-1.0,-1.4,197.5,-45.2,152.3,0.0,0.0,0.0,152.3,-0.5,151.8,-0.1,0.0,151.7,146.5,-5.2,95.662,1.59,1.59,1.531434,96.171,1.58,1.58,1.52593,
06/30/2020,547.9,547.9,,0.0,-367.5,89.3,278.2,180.4,-29.3,,38.1,,-7.8,-0.2,-0.8,151.1,-40.8,110.3,0.0,0.0,0.0,110.3,-0.6,109.7,0.0,0.0,109.7,114.6,4.9,94.476,1.16,1.16,1.213006,94.893,1.16,1.16,1.211637,
09/30/2020,659.235,,269.2711281,,,,,258.667,,,,,,,,224.364,,162.0,,,,,,162.0,,,162.0,163.615,,,1.715,1.715,1.71,,1.715,1.715,1.71,
12/31/2020,694.588,,287.49691908,,,,,276.889,,,,,,,,239.545,,170.556,,,,,,170.556,,,170.556,171.846,,,1.828,1.828,1.839,,1.828,1.828,1.839,
