Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/29/2017,1591.464,56.009,56.009,0.0,0.0,0.0,0.0,810.485,0.0,0.0,810.485,0.0,107.899,0.403,47.084,107.77,974.393,523.719,,,0.0,93.352,,,,,,45.865,617.071,,467.227,363.276,2.072,,101.879,0.0,0.0,,,,,132.967,,0.558,0.0,132.335,600.194,226.6,226.6,0.0,0.0,,179.732,,,,,,179.174,406.332,1006.526,0.0,609.895,1.175,608.72,-2405.925,2380.968,0.0,584.938,0.0,584.938,1591.464,
10/28/2017,1846.109,58.012,58.012,0.0,0.0,0.0,0.0,1038.156,0.0,0.0,1038.156,0.0,118.822,0.291,47.027,118.632,1214.99,537.563,,,0.0,93.556,,,,,,46.238,631.119,,689.942,493.097,87.872,,108.973,0.0,0.0,,,,,41.834,,0.255,,41.561,731.776,371.9,371.9,,,,176.769,,,,,,176.514,548.669,1280.445,0.0,616.38,1.175,615.205,-2425.049,2374.333,0.0,565.664,0.0,565.664,1846.109,
02/03/2018,1651.726,51.176,51.176,0.0,0.0,0.0,0.0,872.79,0.0,0.0,872.79,0.0,98.007,0.262,13.986,97.695,1021.973,565.977,1921.827,-1355.85,0.0,63.776,0.0,0.0,0.0,0.0,0.0,49.528,629.753,,551.014,351.226,88.531,,111.257,0.374,0.0,0.374,0.374,,,38.22,0.0,0.107,0.0,38.143,589.608,215.406,199.8,15.606,15.606,,177.125,0.0,0.0,0.0,0.0,0.0,177.018,392.531,982.139,0.0,623.725,1.175,622.55,-2422.396,2468.258,0.0,669.587,0.0,669.587,1651.726,
05/05/2018,1726.986,64.83,64.83,0.0,0.0,0.0,0.0,849.627,0.0,0.0,849.627,0.0,137.714,0.52,21.335,136.989,1052.171,604.524,,,0.0,70.291,,,,,,48.436,674.815,,482.775,342.185,25.612,,114.978,0.0,0.0,,,,,153.537,,0.205,,153.416,636.312,174.0,174.0,,,,227.562,,,,,,227.357,401.562,1037.874,0.0,614.796,1.175,613.621,-2412.437,2486.753,0.0,689.112,0.0,689.112,1726.986,
08/04/2018,1828.73,58.457,58.457,0.0,0.0,0.0,0.0,854.192,0.0,0.0,854.192,0.0,140.393,0.382,23.664,139.62,1053.042,701.672,,,0.0,74.016,,,,,,49.97,775.688,,500.589,355.721,1.266,,143.602,0.0,0.0,,,,,121.896,,0.102,0.0,121.795,622.485,422.913,324.7,98.213,98.213,,177.607,,,,,,177.505,600.52,1223.005,0.0,615.066,1.175,613.891,-2507.784,2498.443,,605.725,0.0,605.725,1828.73,
11/03/2018,2133.016,61.938,61.938,0.0,0.0,0.0,0.0,1073.885,0.0,0.0,1073.885,0.0,141.424,0.452,22.923,140.344,1277.247,782.771,,,0.0,72.998,,,,,,49.623,855.769,,621.489,479.634,1.295,,140.56,0.0,0.0,,,,,124.085,,0.442,,123.845,745.574,619.644,488.0,131.644,131.644,,175.066,,,,,,174.624,794.71,1540.284,0.0,619.254,1.175,618.079,-2506.088,2479.566,0.0,592.732,0.0,592.732,2133.016,
02/02/2019,2023.347,46.034,46.034,0.0,0.0,0.0,0.0,969.561,0.0,0.0,969.561,0.0,112.408,0.203,8.633,111.885,1128.003,822.338,2181.163,-1358.825,0.0,73.006,0.0,0.0,0.0,0.0,0.0,64.17,895.344,,523.774,396.903,1.237,,125.634,11.723,0.0,11.723,11.723,,,103.063,0.0,0.825,0.0,102.477,638.56,518.577,374.1,144.477,144.477,,173.169,0.0,0.0,0.0,0.0,0.0,172.344,691.746,1330.306,0.0,623.86,1.175,622.685,-2506.086,2575.267,0.0,693.041,0.0,693.041,2023.347,
05/04/2019,3045.645,63.572,63.572,0.0,0.0,0.0,0.0,926.988,0.0,0.0,926.988,0.0,78.532,0.829,15.418,77.979,1069.092,1892.613,,,0.0,83.94,0.0,,0.0,,,67.693,1976.553,,577.85,314.639,90.567,,172.644,239.796,0.0,239.796,3.78,236.016,,37.823,,0.765,,37.492,855.469,1438.763,470.4,968.363,7.609,960.754,103.082,,,,,,102.317,1541.845,2397.314,0.0,615.349,1.175,614.174,-2545.967,2578.949,0.0,648.331,0.0,648.331,3045.645,
08/03/2019,3192.295,53.705,53.705,0.0,0.0,0.0,0.0,874.058,0.0,0.0,874.058,0.0,112.675,0.455,16.077,112.367,1040.438,2068.997,,,0.0,82.86,,,,,,66.328,2151.857,,598.039,345.355,86.791,,165.893,314.803,0.0,314.803,75.211,239.592,,38.566,,0.475,0.0,37.745,951.408,1495.561,467.8,1027.761,6.631,1021.13,100.783,,,,,,100.308,1596.344,2547.752,0.0,619.168,1.175,617.993,-2547.556,2572.931,0.0,644.543,0.0,644.543,3192.295,
11/02/2019,3421.746,61.794,61.794,0.0,0.0,0.0,0.0,1117.263,0.0,0.0,1117.263,0.0,82.495,0.297,0.0,82.338,1261.552,2094.217,,,0.0,65.977,0.0,,,,,65.68,2160.194,,643.52,475.995,1.977,,165.548,209.161,0.0,209.161,3.771,205.39,,124.563,,0.594,0.0,123.891,977.244,1574.279,501.115,1073.164,5.635,1067.529,107.899,,,,,8.316,98.989,1682.178,2659.422,0.0,620.616,1.175,619.441,-2546.251,2687.959,0.0,762.324,0.0,762.324,3421.746,
02/01/2020,3189.281,52.721,52.721,0.0,0.0,0.0,0.0,921.266,0.0,0.0,921.266,0.0,89.962,,4.762,89.962,1063.949,2051.399,3402.939,-1351.54,0.0,73.933,0.0,0.0,0.0,,,69.171,2125.332,,536.786,378.241,3.93,,154.615,215.794,0.0,215.794,3.65,212.144,,118.24,0.0,,,118.24,870.82,1319.323,279.464,1039.859,4.482,1035.377,153.674,0.0,0.0,0.0,0.0,48.61,105.064,1472.997,2343.817,0.0,621.903,1.175,620.728,-2546.232,2769.793,0.0,845.464,0.0,845.464,3189.281,
05/02/2020,3321.786,311.872,311.872,0.0,0.0,0.0,0.0,806.559,0.0,0.0,806.559,0.0,75.978,,6.161,75.978,1194.409,2055.99,,,0.0,71.387,0.0,,0.0,,,65.226,2127.377,,465.198,275.461,16.903,,172.834,207.899,0.0,207.899,,207.899,,131.82,,,,131.82,804.917,1483.395,436.684,1046.711,,1046.711,149.541,,,,,41.171,108.37,1632.936,2437.853,0.0,614.998,1.175,613.823,-2538.276,2807.211,0.0,883.933,0.0,883.933,3321.786,
08/01/2020,4169.49,898.56,898.56,0.0,0.0,0.0,0.0,713.504,0.0,0.0,713.504,0.0,83.956,,16.597,83.956,1696.02,2390.111,,,0.0,83.359,,,,,,66.762,2473.47,,741.413,379.409,179.821,,182.183,206.088,0.0,206.088,,206.088,,129.189,,,,129.189,1076.69,1515.381,43.074,1472.307,,1472.307,249.259,,,,,,249.259,1764.64,2841.33,0.0,,,,,,1328.16,1328.16,0.0,1328.16,4169.49,
