Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,47169.108,6570.055,5853.494,716.561,15512.73,,,,,,,1661.777,,0.0,743.811,,1661.777,23744.562,750.403,1361.861,-611.458,569.946,569.946,,,22104.197,2463.18,1722.15,741.03,2066.829,16830.377,23424.546,,7167.666,,7167.666,436.215,436.215,0.0,0.0,,,20988.872,0.0,,20988.872,28592.753,7885.783,7885.783,0.0,0.0,,0.0,0.0,,,,0.0,7885.783,36478.536,125.0,5032.265,356.227,4676.038,4700.968,372.724,10230.957,459.615,10690.572,47169.108,
03/31/2018,49001.494,6638.063,5947.318,690.745,17346.648,,0.0,0.0,0.0,0.0,0.0,1806.203,0.0,0.0,777.138,,1806.203,25790.914,754.668,,,0.0,,,,22455.912,2450.957,1723.947,727.01,2233.07,16994.747,23210.58,,7336.062,,7336.062,468.046,468.046,,,,,21869.719,,,21869.719,29673.827,8499.724,8499.724,,,,0.0,,,,,0.0,8499.724,38173.551,125.0,5068.434,357.216,4711.218,4833.329,357.317,10384.08,443.863,10827.943,49001.494,
06/30/2018,49401.798,6693.178,5450.703,1242.475,18318.992,,0.0,0.0,0.0,0.0,0.0,1777.052,,249.825,537.063,,1527.227,26789.222,353.553,,,0.0,,,,22259.023,1901.352,1705.611,195.741,2522.944,17297.664,22612.576,,7496.897,,7496.897,506.218,506.218,,,,,22977.02,,,22977.02,30980.135,7714.97,7714.97,,,,0.0,,,,,0.0,7714.97,38695.105,125.0,4699.942,333.311,4366.631,5523.277,314.973,10663.192,43.501,10706.693,49401.798,
09/30/2018,48948.669,7677.664,5809.244,1868.42,17709.245,,0.0,0.0,0.0,0.0,0.0,1506.986,,0.0,468.297,,1506.986,26893.895,346.896,,,0.0,,,,21707.878,1894.898,1703.128,191.77,2450.901,16893.782,22054.774,,6680.224,,6680.224,382.006,382.006,,,,,23315.878,,,23315.878,30378.108,7777.425,7777.425,,,,0.0,,,,,0.0,7777.425,38155.533,125.0,4661.077,331.416,4329.661,5672.363,287.745,10746.185,46.951,10793.136,48948.669,
11/30/2018,47131.095,7376.655,5966.769,1409.886,17463.256,,0.0,0.0,0.0,0.0,0.0,1859.561,,,,,,26699.472,0.0,,,,,,,20431.623,1890.131,0.0,0.0,2417.332,16124.16,20431.623,,,,,387.492,387.492,0.0,0.0,,,28902.004,,,28902.004,29289.496,7617.563,7617.563,0.0,0.0,,,,,,,,7617.563,36907.059,125.0,4162.362,,,5610.218,288.286,10185.866,38.17,10224.036,47131.095,
02/28/2019,48959.345,6304.383,6280.334,24.049,17925.044,,0.0,0.0,0.0,0.0,0.0,2001.708,,0.0,499.827,,2001.708,26231.135,0.0,,,0.0,,,,22728.21,1890.948,1705.105,185.843,2381.026,17956.409,22728.21,,7293.843,,7293.843,530.484,530.484,,,,,23347.788,,,23347.788,31172.115,7685.908,7685.908,,,,0.0,,,,,0.0,7685.908,38858.023,125.0,3979.398,298.313,3681.085,5614.935,338.619,10057.952,43.37,10101.322,48959.345,
05/31/2019,48523.94,5937.166,5937.166,0.0,17178.584,,0.0,0.0,0.0,0.0,0.0,1985.328,,,471.506,,1985.328,25101.078,,,,0.0,,,,23422.862,1882.93,1701.301,181.629,2415.894,18652.532,23422.862,,7029.001,,7029.001,510.435,510.435,,,,,23102.221,,,23102.221,30641.657,7860.984,7860.984,,,,0.0,,,,,0.0,7860.984,38502.641,125.0,3849.843,290.687,3559.156,6246.852,-242.824,9978.871,42.428,10021.299,48523.94,
08/31/2019,49263.208,6669.685,6669.685,0.0,17195.916,,0.0,0.0,0.0,0.0,0.0,2398.251,,,509.772,,2398.251,26263.852,0.0,,,0.0,,,,22999.356,1921.793,1734.955,186.838,2346.297,18221.494,22999.356,,7350.914,,7350.914,518.914,518.914,,,,,23224.75,,,23224.75,31094.578,7968.785,7968.785,,,,0.0,,,,,0.0,7968.785,39063.363,125.0,4031.58,299.868,3731.712,6255.314,-266.452,10145.442,54.403,10199.845,49263.208,
11/30/2019,49460.234,8475.618,8475.618,0.0,16895.741,,0.0,0.0,0.0,0.0,0.0,2372.67,,,462.468,,2372.67,27744.029,0.0,,,9.5,,9.5,,21706.705,1922.934,1739.98,182.954,1652.957,17668.346,21716.205,,8179.013,,8179.013,548.49,548.49,0.0,0.0,,,22642.381,0.0,,22642.381,31369.884,8337.061,8337.061,0.0,0.0,,0.0,0.0,,,,0.0,8337.061,39706.945,125.0,3919.355,291.644,3627.711,5933.389,-273.039,9704.705,48.584,9753.289,49460.234,
02/29/2020,51778.123,7452.793,7452.793,0.0,18396.981,,0.0,0.0,0.0,0.0,0.0,2654.158,,0.0,,,2654.158,28503.932,1464.458,,,15.004,,15.004,,21794.729,1918.068,1739.295,178.773,1562.628,18314.033,23274.191,,9447.23,,9447.23,670.021,623.156,46.865,,46.865,,23113.034,,,23113.034,33230.285,9012.174,8451.504,560.67,0.378,560.292,0.0,,,,,0.0,9012.174,42242.459,125.0,3606.742,277.109,3329.633,6000.613,-258.4,9473.955,61.709,9535.664,51778.123,
05/31/2020,50283.215,7552.806,7552.806,0.0,18542.477,,0.0,0.0,0.0,0.0,0.0,0.0,,,392.6,,0.0,26095.283,1441.302,,,10751.006,,10751.006,,11995.624,1910.204,1736.492,173.712,1559.793,8133.027,24187.932,,8496.856,,8496.856,688.615,656.855,31.76,,31.76,,23003.136,,,22975.136,32188.607,8586.233,8020.436,565.797,0.29,565.507,0.0,,,,,0.0,8586.233,40774.84,125.0,3459.004,267.111,3191.893,6002.078,-134.528,9451.554,56.821,9508.375,50283.215,
