Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2013,85.123,60.201,24.922,-0.155,0.155,,84.968,0.0,-98.151,26.447,71.704,0.0,-13.183,-8.805,,7.699,,,1.106,-21.988,-0.049,,,-22.037,0.0,0.0,0.0,-22.037,0.0,-22.037,0.0,0.0,-22.037,-21.06785,0.96915,155.067,-0.14,-0.14,-0.135863,155.067,-0.14,-0.14,-0.135863,
12/31/2013,97.072,72.854,24.218,-0.167,0.167,,96.905,0.0,-113.048,38.028,75.02,0.0,-16.143,-26.59,,8.932,,,17.658,-42.733,-0.137,,,-42.87,0.0,0.0,0.0,-42.87,0.0,-42.87,0.0,0.0,-42.87,-31.06925,11.80075,161.914,-0.26,-0.26,-0.191887,161.914,-0.26,-0.26,-0.191887,
03/31/2014,89.792,69.651,20.141,-0.168,0.168,,89.624,0.0,-112.559,36.974,75.585,0.0,-22.935,-10.973,,11.443,,,-0.47,-33.908,-0.049,,,-33.957,0.0,0.0,0.0,-33.957,0.0,-33.957,0.0,0.0,-33.957,-33.78475,0.17225,165.357,-0.21,-0.21,-0.204314,165.357,-0.21,-0.21,-0.208958,
06/30/2014,99.582,84.025,15.557,-0.187,0.187,,99.395,0.0,-125.582,40.899,84.683,0.0,-26.187,-10.616,,11.406,,,-0.79,-36.803,-0.07,,,-36.873,0.0,0.0,0.0,-36.873,0.0,-36.873,0.0,0.0,-36.873,-36.873,0.0,167.914,-0.22,-0.22,-0.22,167.914,-0.22,-0.22,-0.22,
09/30/2014,198.147,97.837,100.31,-0.221,0.221,,197.926,0.0,-127.983,39.446,88.537,0.0,69.943,-10.578,,11.463,,,-0.885,59.365,-0.072,,,59.293,0.0,0.0,0.0,59.293,0.0,59.293,0.0,0.0,59.293,59.293,0.0,168.592,0.35,0.35,0.35,189.046,0.33,0.33,0.33,
12/31/2014,123.973,106.049,17.924,-2.428,2.428,,121.545,0.0,-147.169,48.452,98.717,0.0,-25.624,-11.576,,12.516,,,-0.94,-37.2,0.256,,,-36.944,0.0,0.0,0.0,-36.944,0.0,-36.944,0.0,0.0,-36.944,-36.944,0.0,169.924,-0.22,-0.22,-0.22,169.924,-0.22,-0.22,-0.22,
03/31/2015,159.275,115.33,43.945,-2.974,2.974,,156.301,0.0,-163.236,44.871,118.365,0.0,-6.935,-11.057,,12.687,,,-1.63,-17.992,-0.367,,,-18.359,0.0,0.0,0.0,-18.359,0.0,-18.359,0.0,0.0,-18.359,-18.359,0.0,172.07,-0.11,-0.11,-0.11,172.07,-0.11,-0.11,-0.11,
06/30/2015,162.984,142.406,20.578,-6.254,6.254,,156.73,0.0,-164.124,51.679,112.445,0.0,-7.394,16.824,,11.494,,,-28.318,9.43,-0.136,,,9.294,0.0,0.0,0.0,9.294,0.0,9.294,0.0,0.0,9.294,-8.3691,-17.6631,178.676,0.05,0.05,-0.04684,186.493,0.05,0.05,-0.04684,
09/30/2015,187.611,161.259,26.352,-8.04,8.04,,179.571,0.0,-179.672,47.599,132.073,0.0,-0.101,-39.472,,11.209,,,28.263,-39.573,-0.009,,,-39.582,0.0,0.0,0.0,-39.582,0.0,-39.582,0.0,0.0,-39.582,-20.41415,19.16785,181.387,-0.22,-0.22,-0.112545,181.387,-0.22,-0.22,-0.114326,
12/31/2015,243.881,182.021,61.86,-9.704,9.704,,234.177,0.0,-169.097,52.467,116.63,0.0,65.08,-9.39,,10.213,,,-0.823,55.69,-0.512,,,55.178,0.0,0.0,0.0,55.178,0.0,55.178,0.0,0.0,55.178,55.4809,0.3029,186.269,0.3,0.3,0.297854,193.367,0.29,0.29,0.291566,
03/31/2016,263.464,183.267,80.197,-6.005,6.005,,257.459,0.0,-221.42,64.596,156.824,0.0,36.039,-11.592,,10.134,,,1.458,24.447,-0.4,,,24.047,0.0,0.0,0.0,24.047,0.0,24.047,0.0,0.0,24.047,25.9645,1.9175,187.184,0.13,0.13,0.138711,192.625,0.12,0.12,0.129955,
06/30/2016,246.288,212.116,34.172,-12.367,12.367,,233.921,0.0,-189.332,66.792,120.269,2.271,44.589,-9.379,,9.662,,,-0.283,35.21,-0.785,,,34.425,0.0,0.0,0.0,34.425,0.0,34.425,0.0,0.0,34.425,36.45625,2.03125,187.682,0.18,0.18,0.194245,193.015,0.18,0.18,0.190524,
09/30/2016,269.469,236.623,32.846,-20.205,20.205,,249.264,0.0,-226.972,75.776,143.184,8.012,22.292,16.01,,9.479,,,-25.489,38.302,-1.425,,,36.877,0.0,0.0,0.0,36.877,0.0,36.877,0.0,0.0,36.877,26.41915,-10.45785,188.029,0.2,0.2,0.140506,194.265,0.19,0.19,0.136167,
12/31/2016,326.498,250.398,76.1,-19.61,19.61,,306.888,0.0,-264.809,96.085,161.585,7.139,42.079,-32.634,,9.47,,,23.164,9.445,-0.572,,,8.873,0.0,0.0,0.0,8.873,0.0,8.873,0.0,0.0,8.873,29.02105,20.14805,188.598,0.05,0.05,0.153878,195.187,0.05,0.05,0.153224,
03/31/2017,384.082,264.807,119.275,-14.824,9.44,5.384,369.258,0.0,-502.505,87.229,407.92,7.356,-133.247,-64.736,5.939,5.939,0.0,,58.797,-197.983,10.9,,,-187.083,0.0,0.0,0.0,-187.083,0.0,-187.083,0.0,0.0,-187.083,-74.98975,112.09325,195.26,-0.96,-0.96,-0.384051,195.26,-0.96,-0.96,-0.385928,
06/30/2017,326.444,291.667,34.777,-20.26,14.876,5.384,306.184,0.0,-298.925,90.066,201.786,7.073,7.259,-16.643,0.384,0.384,0.0,,16.259,-9.384,-3.1,,,-12.484,0.0,0.0,0.0,-12.484,0.0,-12.484,0.0,0.0,-12.484,31.0381,43.5221,205.141,-0.06,-0.06,0.151301,205.141,-0.06,-0.06,0.151301,
09/30/2017,381.534,322.029,59.505,-22.036,22.036,,359.498,0.0,-344.54,91.271,269.612,-16.343,14.958,28.396,0.204,0.204,0.0,,-28.6,43.354,-7.3,,,36.054,0.0,0.0,0.0,36.054,0.0,36.054,0.0,0.0,36.054,10.4518,-25.6022,206.796,0.17,0.17,0.050542,212.61,0.17,0.17,0.049581,
12/31/2017,444.156,321.809,122.347,-22.359,22.359,,421.797,0.0,-554.038,97.709,446.711,9.618,-132.241,-16.036,,0.373,,,15.663,-148.277,-1.352,,,-149.629,0.0,0.0,0.0,-149.629,0.0,-149.629,0.0,0.0,-149.629,-68.1036,81.5254,205.309,-0.708729,-0.708729,-0.322578,205.309,-0.708729,-0.708729,-0.322578,
03/31/2018,382.282,334.505,47.777,-18.106,12.722,5.384,364.176,0.0,-431.286,121.498,303.103,6.685,-67.11,26.756,0.385,0.385,0.0,,-27.141,-40.354,-0.786,,,-41.14,0.0,0.0,0.0,-41.14,0.0,-41.14,0.0,0.0,-41.14,-45.54471,-4.40471,211.681,-0.19,-0.19,-0.215157,211.681,-0.19,-0.19,-0.215157,
06/30/2018,521.516,365.524,155.992,-24.856,19.472,5.384,496.66,0.0,-413.421,108.029,298.089,7.303,83.239,-29.231,0.398,0.398,0.0,,28.833,54.008,-1.614,,,52.394,0.0,0.0,0.0,52.394,0.0,52.394,0.0,0.0,52.394,102.5829,50.1889,212.21,0.25,0.25,0.483403,215.103,0.24,0.24,0.473325,
09/30/2018,449.683,367.715,81.968,-24.795,24.795,,424.888,0.0,-393.769,96.522,292.527,4.72,31.119,-0.143,0.405,0.405,0.0,,-0.262,30.976,-1.8,,,29.176,0.0,0.0,0.0,29.176,0.0,29.176,0.0,0.0,29.176,52.05982,22.88382,212.627,0.14,0.14,0.244841,215.964,0.14,0.14,0.244841,
12/31/2018,528.402,399.156,129.246,-26.366,26.366,,502.036,0.0,-420.061,108.358,304.238,7.465,81.975,-11.258,,0.355,,,10.903,70.717,-1.654,,,69.063,0.0,0.0,0.0,69.063,0.0,69.063,0.0,0.0,69.063,96.73047,27.66747,213.013,0.32,0.32,0.454106,216.042,0.32,0.32,0.448065,
03/31/2019,497.857,396.249,101.608,-22.588,17.204,5.384,475.269,0.0,-401.199,123.983,270.545,6.671,74.07,30.027,0.335,0.335,0.0,,-30.362,104.097,-1.785,,,102.312,0.0,0.0,0.0,102.312,0.0,102.312,0.0,0.0,102.312,98.05269,-4.25931,214.065,0.48,0.48,0.458051,217.061,0.47,0.47,0.450377,
06/30/2019,529.932,433.897,96.035,-29.406,24.022,5.384,500.526,0.0,-401.914,105.943,289.363,6.608,98.612,10.059,0.316,0.316,0.0,,-10.375,108.671,-3.353,,,105.318,0.0,0.0,0.0,105.318,0.0,105.318,0.0,0.0,105.318,125.95994,20.64194,214.62,0.49,0.49,0.586897,217.483,0.48,0.48,0.574913,
09/30/2019,551.581,453.998,97.583,-30.04,30.04,,521.541,0.0,-387.225,102.608,281.336,3.281,134.316,13.703,0.597,0.597,0.0,,-14.3,148.019,-19.748,,,128.271,0.0,0.0,0.0,128.271,0.0,128.271,0.0,0.0,128.271,140.34139,12.07039,215.199,0.6,0.6,0.652147,217.791,0.59,0.59,0.645422,
12/31/2019,579.389,490.778,88.611,-32.215,26.831,5.384,547.174,0.0,-452.166,136.177,312.867,3.122,95.008,30.996,0.607,0.607,0.0,,-31.603,126.004,-14.999,,,111.005,0.0,0.0,0.0,111.005,0.0,111.005,0.0,0.0,111.005,104.30909,-6.69591,215.77,0.51,0.51,0.483427,218.542,0.51,0.51,0.479361,
03/31/2020,568.507,486.727,81.78,-27.319,21.935,5.384,541.188,0.0,-1205.192,111.148,1085.287,8.757,-664.004,-40.072,0.602,0.602,0.0,,39.47,-704.076,-16.566,,,-720.642,0.0,0.0,0.0,-720.642,0.0,-720.642,0.0,0.0,-720.642,-656.9348,63.7072,216.721,-3.33,-3.33,-3.031247,216.721,-3.33,-3.33,-3.03604,
06/30/2020,688.043,500.29,187.753,-33.364,27.98,5.384,654.679,0.0,-423.906,117.998,286.601,19.307,230.773,76.491,0.6,0.6,0.0,,-77.091,307.264,-16.966,,,290.298,0.0,0.0,0.0,290.298,0.0,290.298,0.0,0.0,290.298,232.56673,-57.73127,217.549,1.33,1.33,1.069031,220.434,1.32,1.32,1.058102,
09/30/2020,617.278,,,,,,579.69194258,,,,,,135.322,,,,,,,150.8,,,,117.591,,,,,,117.591,,,117.591,150.791,,,0.52,0.52,0.661,,0.52,0.52,0.661,
12/31/2020,652.611,,,,,,612.22743132,,,,,,131.022,,,,,,,172.75,,,,117.609,,,,,,117.609,,,117.609,161.445,,,0.509,0.509,0.714,,0.509,0.509,0.714,
