Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2015,2515,5804.0,727.0,608.0,-1577,-2301.0,-435.0,354.0,805,-3047,5777.0,-10379.0,-300.0,76.0,1779.0,0.0,-42924.0,0.0,0.0,0.0,-9947.0,13036.0,1204.0,11234.0,598.0,-22983.0,-8068.0,-14634.0,-281.0,-34018.0,-2584.0,-33026.0,1592.0,0.0,0.0,0.0,0.0,1041.0,40631.0,-2126.0,13820.0,14174.0,0.0,5286.0,-5640.0,373.0,2965.0,-2592.0,28591.0,-27.0,0.0,222.0,352,901.0,
06/30/2015,-1651,5719.0,831.0,300.0,-1086,-824.0,71.0,415.0,-748,-7415,14015.0,-16167.0,-82.0,110.0,-5291.0,0.0,14798.0,0.0,0.0,0.0,-17842.0,17669.0,1617.0,14756.0,1296.0,-35511.0,-14666.0,-20334.0,-511.0,30915.0,-19706.0,59070.0,-8449.0,0.0,0.0,0.0,0.0,1725.0,-13253.0,-2220.0,1356.0,5271.0,0.0,8549.0,-12464.0,-1541.0,453.0,-1994.0,-10835.0,-13.0,,-106.0,6753,846.0,
09/30/2015,18937,5796.0,838.0,703.0,-1921,-1051.0,-2057.0,325.0,862,13521,20508.0,-10596.0,-261.0,-107.0,3977.0,0.0,-44307.0,0.0,0.0,0.0,-5821.0,16117.0,1457.0,13650.0,1010.0,-21938.0,-89.0,-21558.0,-291.0,-39766.0,-18082.0,-22591.0,907.0,0.0,0.0,0.0,0.0,1280.0,23078.0,-2246.0,9766.0,5106.0,0.0,10660.0,-6000.0,-698.0,1439.0,-2137.0,16351.0,-95.0,0.0,-2292.0,2165,1095.0,
12/31/2015,-3897,5575.0,892.0,831.0,-1775,-2320.0,156.0,864.0,-475,-9420,2454.0,-7951.0,,,-3923.0,0.0,-34802.0,0.0,0.0,0.0,-5815.0,21307.0,1012.0,19703.0,592.0,-27122.0,-2601.0,-23252.0,-1269.0,-30518.0,-16648.0,-15319.0,1449.0,-3.0,0.0,-3.0,0.0,1534.0,40415.0,-2234.0,24765.0,9459.0,0.0,18535.0,-3229.0,-2812.0,294.0,-3106.0,20760.0,-64.0,0.0,1716.0,4418,974.0,
03/31/2016,5914,5462.0,1295.0,1086.0,2266,1855.0,-1240.0,716.0,935,-4195,12234.0,-7509.0,,,-8920.0,0.0,-50366.0,0.0,0.0,0.0,14919.0,21235.0,997.0,19709.0,529.0,-6316.0,0.0,-5321.0,-995.0,-38408.0,-9798.0,-30518.0,1908.0,-28904.0,0.0,-28904.0,0.0,2027.0,44425.0,-2244.0,29586.0,10175.0,0.0,23934.0,-4523.0,-1043.0,986.0,-2029.0,18178.0,-52.0,0.0,-27.0,138,1054.0,
06/30/2016,-7335,5558.0,938.0,1074.0,-538,-748.0,-1046.0,460.0,796,-14367,4272.0,-18488.0,,,-151.0,0.0,-19138.0,0.0,0.0,0.0,-13912.0,20589.0,1954.0,18104.0,531.0,-34501.0,0.0,-33498.0,-1003.0,-7021.0,-11739.0,5026.0,-308.0,-83.0,0.0,-83.0,0.0,1878.0,28269.0,-2259.0,26977.0,12555.0,0.0,24037.0,-9615.0,-304.0,1910.0,-2214.0,3983.0,-128.0,0.0,1796.0,4117,1303.0,
09/30/2016,-2441,5644.0,1365.0,805.0,-204,-1181.0,669.0,267.0,41,-10051,17967.0,-26148.0,-147.0,-28.0,-1695.0,0.0,-39684.0,0.0,0.0,0.0,-31988.0,20474.0,2134.0,18102.0,238.0,-52462.0,-4376.0,-47083.0,-1003.0,-8426.0,-6618.0,-2804.0,996.0,-810.0,0.0,-810.0,0.0,1540.0,41005.0,-2279.0,14491.0,4152.0,0.0,19706.0,-9367.0,-1579.0,260.0,-1839.0,30421.0,-49.0,0.0,-1120.0,2903,1563.0,
12/31/2016,4764,5274.0,1372.0,805.0,-3657,-6012.0,3410.0,471.0,-1526,970,31776.0,-25681.0,,,-5125.0,0.0,-12931.0,0.0,0.0,0.0,-35287.0,20323.0,2872.0,16774.0,677.0,-55610.0,0.0,-54295.0,-1315.0,21785.0,-10847.0,32287.0,345.0,-787.0,0.0,-787.0,0.0,1358.0,9609.0,-2256.0,-16603.0,-28080.0,0.0,22434.0,-10957.0,-1651.0,383.0,-2034.0,30185.0,-66.0,,1442.0,1288,1653.0,
03/31/2017,13138,5634.0,1237.0,605.0,688,-1158.0,1007.0,740.0,99,4974,14628.0,-12395.0,,,2741.0,0.0,-1899.0,0.0,0.0,0.0,1849.0,17042.0,1470.0,14039.0,1533.0,-15193.0,0.0,-14495.0,-698.0,-5055.0,5123.0,-12395.0,2217.0,-46.0,0.0,-46.0,0.0,1353.0,15051.0,-2267.0,-26.0,-1064.0,0.0,12975.0,-11937.0,-1962.0,213.0,-2175.0,19365.0,-59.0,0.0,26290.0,215,1612.0,
06/30/2017,-4326,5856.0,1241.0,555.0,2541,1224.0,274.0,446.0,597,-14519,10374.0,-20216.0,,,-4677.0,0.0,10031.0,0.0,0.0,0.0,5538.0,37633.0,3136.0,33041.0,1456.0,-32095.0,0.0,-31142.0,-953.0,3445.0,-2798.0,2292.0,3951.0,43.0,0.0,43.0,0.0,1005.0,-37090.0,-2255.0,-13685.0,7178.0,0.0,15015.0,-35878.0,-1469.0,818.0,-2287.0,-19614.0,-67.0,0.0,-31385.0,2579,2342.0,
09/30/2017,9668,4542.0,1316.0,717.0,1619,593.0,467.0,409.0,150,1474,3461.0,-4636.0,,,2649.0,0.0,1182.0,0.0,0.0,0.0,-367.0,28632.0,,,,-28999.0,0.0,-28623.0,-376.0,1088.0,3340.0,-3793.0,1541.0,-20.0,0.0,-20.0,0.0,481.0,-7278.0,-2309.0,-3379.0,-1459.0,0.0,10368.0,-12288.0,-2426.0,175.0,-2601.0,876.0,-40.0,0.0,3572.0,1893,2560.0,
12/31/2017,139,6320.0,1612.0,651.0,-2660,-2177.0,-1082.0,451.0,148,-5784,5042.0,-9038.0,,,-1788.0,0.0,-22466.0,0.0,0.0,0.0,-10532.0,20572.0,3116.0,14843.0,2613.0,-31104.0,0.0,-29396.0,-1708.0,-13287.0,-5348.0,-7601.0,-338.0,23.0,0.0,23.0,0.0,1330.0,18397.0,0.0,-6117.0,9365.0,0.0,5217.0,-20699.0,-2840.0,5.0,-2845.0,29285.0,-1931.0,0.0,-3930.0,1905,2589.0,
03/31/2018,15230,5136.0,1431.0,191.0,-1630,-2309.0,484.0,792.0,-597,10102,10861.0,-7224.0,,,6465.0,0.0,10161.0,0.0,0.0,0.0,-822.0,14591.0,2304.0,10367.0,1920.0,-15413.0,0.0,-14179.0,-1234.0,9894.0,1238.0,4566.0,4090.0,0.0,0.0,0.0,0.0,1089.0,-38943.0,-2285.0,-1273.0,-5165.0,0.0,15517.0,-11625.0,-2954.0,75.0,-3029.0,-32276.0,-155.0,0.0,-13552.0,158,3002.0,
06/30/2018,-849,5186.0,1404.0,452.0,-2724,-3976.0,634.0,494.0,124,-5167,5510.0,-12826.0,,,2149.0,0.0,550.0,0.0,0.0,0.0,4027.0,17705.0,3127.0,13161.0,1417.0,-13678.0,0.0,-12121.0,-1557.0,-4058.0,-1683.0,-5727.0,3352.0,0.0,0.0,0.0,0.0,581.0,-38647.0,-2309.0,1516.0,6405.0,0.0,5791.0,-10680.0,-2863.0,60.0,-2923.0,-34825.0,-166.0,0.0,-38946.0,1521,3350.0,
09/30/2018,6658,6007.0,1387.0,580.0,-2430,-2634.0,-178.0,573.0,-191,1114,8338.0,-9772.0,,,2548.0,0.0,-220.0,0.0,0.0,0.0,-199.0,16142.0,3078.0,11920.0,1144.0,-16341.0,0.0,-15195.0,-1146.0,-2439.0,-2520.0,-3287.0,3368.0,-10.0,0.0,-10.0,0.0,2428.0,-10364.0,-2347.0,3930.0,955.0,0.0,10089.0,-7114.0,-9748.0,0.0,-9748.0,-2270.0,71.0,0.0,-3926.0,242,3756.0,
12/31/2018,15034,6064.0,1371.0,521.0,4315,1289.0,1030.0,396.0,1600,2763,10345.0,-3913.0,,,-3669.0,0.0,-18245.0,0.0,0.0,0.0,-8285.0,12783.0,2425.0,8597.0,1761.0,-21068.0,0.0,-18572.0,-2496.0,-8685.0,-15654.0,3264.0,3705.0,10.0,0.0,10.0,0.0,-1285.0,16975.0,-2373.0,5388.0,336.0,0.0,16198.0,-11146.0,-7224.0,75.0,-7299.0,21337.0,-153.0,0.0,13764.0,56,4258.0,
03/31/2019,7951,5860.0,1449.0,845.0,1047,-1418.0,312.0,902.0,1251,-1250,6969.0,-7950.0,,,-269.0,0.0,-9026.0,0.0,0.0,0.0,4695.0,10984.0,2123.0,7681.0,1180.0,-6289.0,0.0,-4937.0,-1352.0,-15085.0,669.0,-18414.0,2660.0,0.0,0.0,0.0,0.0,1364.0,-23244.0,-2291.0,6250.0,810.0,0.0,17338.0,-11898.0,-4639.0,181.0,-4820.0,-22161.0,-403.0,0.0,-24319.0,126,4401.0,
06/30/2019,-669,6206.0,1651.0,503.0,807,58.0,-1133.0,486.0,1396,-9836,7808.0,-16145.0,,,-1499.0,0.0,-10698.0,0.0,,0.0,6223.0,20820.0,3022.0,16658.0,1140.0,-14597.0,-154.0,-13369.0,-1074.0,-17474.0,-7677.0,-13498.0,3701.0,0.0,0.0,0.0,0.0,553.0,26826.0,-2374.0,10041.0,8747.0,0.0,15753.0,-14459.0,-5109.0,,,24099.0,169.0,,15459.0,2390,4953.0,
09/30/2019,-12975,4610.0,1840.0,695.0,-1854,-1528.0,-2321.0,497.0,1498,-18266,2327.0,-14597.0,,,-5996.0,0.0,-7381.0,0.0,0.0,0.0,-11573.0,19525.0,4009.0,13732.0,1784.0,-31098.0,-2775.0,-26154.0,-2169.0,2598.0,-8125.0,9068.0,1655.0,0.0,0.0,0.0,0.0,1594.0,4660.0,-2458.0,-3890.0,8564.0,0.0,7129.0,-19583.0,-8884.0,114.0,-8998.0,20067.0,-175.0,0.0,-15696.0,2732,5151.0,
12/31/2019,12423,2873.0,2135.0,644.0,-2278,-2612.0,-104.0,389.0,49,9049,4962.0,-7263.0,,,11350.0,0.0,-2526.0,0.0,0.0,0.0,3881.0,24426.0,4530.0,17857.0,2039.0,-20545.0,-5720.0,-12555.0,-2270.0,-7027.0,-8565.0,911.0,627.0,0.0,0.0,0.0,0.0,620.0,-17378.0,-2466.0,-21291.0,-19396.0,0.0,13161.0,-15056.0,-7343.0,24.0,-7367.0,14132.0,-410.0,0.0,-7481.0,2309,4329.0,
03/31/2020,17273,653.0,1868.0,4005.0,10110,7638.0,-1448.0,582.0,3338,637,20413.0,-5294.0,,,-14482.0,0.0,-44303.0,0.0,0.0,0.0,-10275.0,30862.0,3769.0,25978.0,1115.0,-41137.0,-19141.0,-18658.0,-3338.0,-34619.0,-53400.0,15675.0,3106.0,0.0,0.0,0.0,0.0,591.0,36589.0,-2312.0,-11393.0,-12223.0,0.0,20863.0,-20033.0,-3198.0,209.0,-3407.0,53903.0,-411.0,0.0,9559.0,207,3479.0,
06/30/2020,16119,-2379.0,2194.0,9534.0,1011,-492.0,90.0,371.0,1042,5759,16046.0,-8805.0,,,-1482.0,0.0,103687.0,0.0,0.0,0.0,33016.0,51152.0,7797.0,38886.0,4469.0,-18136.0,-6235.0,-9652.0,-2249.0,70540.0,62271.0,7176.0,1093.0,0.0,0.0,0.0,0.0,131.0,-8112.0,-2397.0,-40046.0,-31804.0,0.0,18769.0,-27011.0,-77.0,,,34182.0,226.0,0.0,111694.0,2047,2066.0,
