Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2011,4240.0,253.0,253.0,0.0,33.0,33.0,0.0,43.0,4.0,1.0,27.0,11.0,97.0,,,39.0,6.0,,51.0,426.0,3525.0,3782.0,-257.0,241.0,241.0,,48.0,,,,,42.0,3814.0,,83.0,31.0,14.0,26.0,12.0,622.0,227.0,,,395.0,44.0,,,8.0,749.0,2076.0,2076.0,,,81.0,,,,81.0,2157.0,2906.0,0.0,2258.0,2.0,2256.0,-912.0,-3.0,-9.0,1334.0,0.0,1334.0,4240.0,
09/30/2011,4282.0,291.0,291.0,0.0,36.0,36.0,0.0,44.0,6.0,1.0,25.0,12.0,56.0,,,34.0,8.0,,15.0,427.0,3583.0,3844.0,-261.0,225.0,225.0,,47.0,,,,,39.0,3855.0,,86.0,27.0,17.0,26.0,16.0,697.0,302.0,,,395.0,41.0,,,8.0,824.0,2077.0,2077.0,,,80.0,,,,80.0,2157.0,2981.0,0.0,2260.0,2.0,2258.0,-927.0,-21.0,-11.0,1301.0,0.0,1301.0,4282.0,
12/31/2011,4259.0,254.0,254.0,0.0,30.0,28.0,2.0,48.0,10.0,1.0,24.0,13.0,121.0,7.0,0.0,103.0,18.0,3.0,3.0,453.0,3515.0,3778.0,-263.0,245.0,237.0,8.0,46.0,0.0,0.0,0.0,,28.0,3806.0,,80.0,25.0,9.0,26.0,20.0,700.0,347.0,1.0,1.0,352.0,35.0,20.0,0.0,8.0,815.0,2073.0,2072.0,1.0,1.0,108.0,0.0,60.0,5.0,23.0,2181.0,2996.0,0.0,2263.0,2.0,2261.0,-937.0,-28.0,-35.0,1263.0,0.0,1263.0,4259.0,
03/31/2012,4314.0,273.0,273.0,0.0,38.0,38.0,0.0,50.0,10.0,1.0,26.0,13.0,63.0,,,39.0,18.0,,18.0,424.0,3610.0,3875.0,-265.0,224.0,224.0,,56.0,,,,,38.0,3890.0,,69.0,27.0,11.0,24.0,7.0,627.0,451.0,,,176.0,32.0,,,9.0,728.0,2250.0,2250.0,,,105.0,,,,105.0,2355.0,3083.0,0.0,2268.0,2.0,2266.0,-938.0,-67.0,-32.0,1231.0,0.0,1231.0,4314.0,
06/30/2012,4294.0,260.0,260.0,0.0,36.0,36.0,0.0,46.0,5.0,2.0,26.0,13.0,97.0,,,76.0,18.0,,15.0,439.0,3562.0,3833.0,-271.0,238.0,238.0,,55.0,,,,,37.0,3855.0,,74.0,24.0,13.0,26.0,11.0,627.0,451.0,,,176.0,44.0,,,8.0,745.0,2250.0,2250.0,,,97.0,,,,97.0,2347.0,3092.0,0.0,2271.0,2.0,2269.0,-938.0,-99.0,-32.0,1202.0,0.0,1202.0,4294.0,
09/30/2012,4303.0,320.0,320.0,0.0,39.0,39.0,0.0,49.0,8.0,2.0,26.0,13.0,64.0,,,44.0,18.0,,14.0,472.0,3551.0,3826.0,-275.0,225.0,225.0,,55.0,,,,,37.0,3831.0,,89.0,29.0,16.0,25.0,19.0,527.0,351.0,,,176.0,40.0,,,9.0,656.0,2350.0,2350.0,,,98.0,,,,98.0,2448.0,3104.0,0.0,2275.0,2.0,2273.0,-938.0,-108.0,-30.0,1199.0,0.0,1199.0,4303.0,
12/31/2012,4384.0,356.0,356.0,0.0,23.0,22.0,1.0,49.0,9.0,2.0,24.0,14.0,78.0,8.0,0.0,61.0,21.0,3.0,1.0,506.0,3577.0,3856.0,-279.0,250.0,243.0,7.0,51.0,0.0,0.0,0.0,,30.0,3878.0,,90.0,26.0,9.0,26.0,29.0,352.0,103.0,1.0,1.0,248.0,30.0,9.0,0.0,7.0,472.0,2598.0,2598.0,0.0,0.0,91.0,0.0,49.0,6.0,27.0,2689.0,3161.0,0.0,2290.0,2.0,2288.0,-938.0,-97.0,-32.0,1223.0,0.0,1223.0,4384.0,
03/31/2013,4372.0,296.0,296.0,0.0,40.0,40.0,0.0,55.0,12.0,2.0,27.0,14.0,114.0,,,39.0,18.0,0.0,68.0,505.0,3583.0,3868.0,-285.0,232.0,232.0,,52.0,,,,,34.0,3867.0,,64.0,24.0,10.0,21.0,9.0,352.0,278.0,,,74.0,28.0,,,12.0,444.0,2598.0,2598.0,,,90.0,,,,90.0,2688.0,3132.0,0.0,2318.0,2.0,2316.0,-940.0,-109.0,-29.0,1240.0,0.0,1240.0,4372.0,
06/30/2013,4465.0,355.0,355.0,0.0,40.0,40.0,0.0,49.0,6.0,2.0,27.0,14.0,94.0,,,49.0,19.0,,37.0,538.0,3625.0,3916.0,-291.0,250.0,250.0,,52.0,,,,,33.0,3927.0,,78.0,28.0,13.0,22.0,15.0,427.0,353.0,,,74.0,43.0,,,10.0,548.0,2598.0,2598.0,,,91.0,,,,91.0,2689.0,3237.0,0.0,2330.0,2.0,2328.0,-940.0,-135.0,-27.0,1228.0,0.0,1228.0,4465.0,
09/30/2013,4631.0,439.0,439.0,0.0,35.0,35.0,0.0,53.0,8.0,2.0,29.0,14.0,63.0,,,38.0,19.0,,17.0,590.0,3755.0,4051.0,-296.0,237.0,237.0,,49.0,,,,,30.0,4041.0,,89.0,30.0,16.0,21.0,22.0,581.0,507.0,,,74.0,39.0,,,10.0,709.0,2598.0,2598.0,,,94.0,,,,94.0,2692.0,3401.0,0.0,2332.0,2.0,2330.0,-940.0,-135.0,-27.0,1230.0,0.0,1230.0,4631.0,
12/31/2013,5695.0,433.0,433.0,0.0,32.0,29.0,3.0,55.0,9.0,2.0,30.0,14.0,113.0,7.0,0.0,92.0,17.0,3.0,2.0,633.0,4596.0,4892.0,-296.0,256.0,256.0,,210.0,0.0,0.0,0.0,139.0,54.0,5062.0,,85.0,24.0,10.0,22.0,29.0,467.0,466.0,1.0,1.0,0.0,36.0,9.0,0.0,10.0,588.0,3197.0,3197.0,0.0,0.0,78.0,0.0,39.0,6.0,24.0,3275.0,3863.0,0.0,2944.0,2.0,2942.0,-940.0,-173.0,1.0,1832.0,0.0,1832.0,5695.0,
03/31/2014,5354.0,104.0,104.0,0.0,44.0,44.0,0.0,57.0,9.0,2.0,32.0,14.0,97.0,,,77.0,19.0,,13.0,302.0,4590.0,4891.0,-301.0,244.0,244.0,,218.0,,,,142.0,57.0,5052.0,,83.0,32.0,11.0,30.0,10.0,180.0,180.0,,,0.0,28.0,,,10.0,291.0,3197.0,3197.0,,,78.0,,,,78.0,3275.0,3566.0,0.0,2949.0,2.0,2947.0,-942.0,-221.0,2.0,1788.0,0.0,1788.0,5354.0,
06/30/2014,5337.0,107.0,107.0,0.0,44.0,44.0,0.0,51.0,8.0,2.0,27.0,14.0,81.0,,,55.0,20.0,,20.0,283.0,4579.0,4880.0,-301.0,261.0,261.0,,214.0,,,,139.0,55.0,5054.0,,93.0,36.0,14.0,26.0,17.0,152.0,152.0,,,0.0,47.0,,,11.0,292.0,3197.0,3197.0,,,81.0,,,,81.0,3278.0,3570.0,0.0,2952.0,2.0,2950.0,-942.0,-244.0,1.0,1767.0,0.0,1767.0,5337.0,
09/30/2014,5277.0,90.0,90.0,0.0,44.0,44.0,0.0,59.0,10.0,2.0,33.0,14.0,55.0,,,30.0,20.0,,21.0,248.0,4567.0,4873.0,-306.0,249.0,249.0,,213.0,,,,139.0,54.0,5029.0,,105.0,36.0,17.0,32.0,20.0,152.0,152.0,,,0.0,37.0,,,8.0,294.0,3198.0,3198.0,,,81.0,,,,81.0,3279.0,3573.0,0.0,2954.0,2.0,2952.0,-992.0,-261.0,3.0,1704.0,0.0,1704.0,5277.0,
12/31/2014,5187.0,92.0,92.0,0.0,38.0,38.0,0.0,61.0,12.0,3.0,31.0,15.0,119.0,8.0,0.0,98.0,23.0,4.0,3.0,310.0,4418.0,4726.0,-308.0,265.0,265.0,,194.0,0.0,0.0,0.0,126.0,45.0,4877.0,,90.0,27.0,10.0,22.0,31.0,534.0,91.0,4.0,4.0,439.0,33.0,7.0,0.0,10.0,657.0,2759.0,2758.0,1.0,1.0,100.0,0.0,59.0,5.0,29.0,2859.0,3516.0,0.0,2957.0,2.0,2955.0,-992.0,-271.0,-23.0,1671.0,0.0,1671.0,5187.0,
03/31/2015,5086.0,94.0,94.0,0.0,47.0,47.0,0.0,59.0,9.0,3.0,32.0,15.0,75.0,,,54.0,23.0,,15.0,275.0,4364.0,4676.0,-312.0,258.0,258.0,,189.0,,,,125.0,41.0,4811.0,,88.0,32.0,10.0,34.0,12.0,495.0,56.0,,,439.0,26.0,,,10.0,609.0,2759.0,2759.0,,,100.0,,,,100.0,2859.0,3468.0,0.0,2961.0,2.0,2959.0,-1013.0,-306.0,-24.0,1618.0,0.0,1618.0,5086.0,
06/30/2015,5080.0,83.0,83.0,0.0,43.0,43.0,0.0,56.0,9.0,3.0,29.0,15.0,81.0,,,60.0,25.0,,15.0,263.0,4349.0,4665.0,-316.0,275.0,275.0,,193.0,,,,126.0,42.0,4817.0,,94.0,35.0,15.0,26.0,18.0,547.0,108.0,,,439.0,45.0,,,11.0,686.0,2759.0,2759.0,,,102.0,,,,102.0,2861.0,3547.0,0.0,2963.0,2.0,2961.0,-1044.0,-363.0,-23.0,1533.0,0.0,1533.0,5080.0,
09/30/2015,5004.0,81.0,81.0,0.0,43.0,43.0,0.0,59.0,13.0,2.0,29.0,15.0,61.0,,,39.0,28.0,,16.0,244.0,4320.0,4633.0,-313.0,262.0,262.0,,178.0,,,,107.0,43.0,4760.0,,106.0,36.0,17.0,32.0,21.0,481.0,42.0,,,439.0,46.0,,,16.0,633.0,2759.0,2759.0,,,106.0,,,,106.0,2865.0,3498.0,0.0,2965.0,2.0,2963.0,-1094.0,-340.0,-25.0,1506.0,0.0,1506.0,5004.0,
12/31/2015,4990.0,88.0,88.0,0.0,32.0,32.0,0.0,57.0,15.0,3.0,24.0,15.0,53.0,8.0,0.0,24.0,24.0,5.0,3.0,230.0,4304.0,4615.0,-311.0,289.0,289.0,,167.0,0.0,0.0,0.0,102.0,41.0,4760.0,,82.0,22.0,10.0,19.0,31.0,519.0,518.0,1.0,1.0,0.0,69.0,4.0,0.0,46.0,670.0,2759.0,2759.0,0.0,0.0,83.0,0.0,30.0,5.0,44.0,2842.0,3512.0,0.0,2990.0,2.0,2988.0,-1094.0,-382.0,-36.0,1478.0,0.0,1478.0,4990.0,
