Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/2017,10912.3,490.9,490.9,0.0,688.1,688.1,0.0,1253.8,,,,,222.4,150.1,0.1,,17.2,51.4,2655.2,751.6,,,0.0,7505.5,7163.4,3545.4,3618.0,,,324.8,8257.1,,1296.5,546.7,,,749.8,42.5,42.5,,,,0.0,39.2,,1.0,846.8,0.0,1378.2,3157.1,3141.1,16.0,16.0,,1498.6,,,650.8,4655.7,6033.9,0.0,2962.1,84.1,2878.0,-597.4,3161.7,-651.4,4875.0,3.4,4878.4,10912.3,
07/30/2017,11453.9,559.4,559.4,0.0,646.2,646.2,0.0,1498.6,,,,,231.3,171.8,0.2,,24.4,54.7,2935.5,805.8,,,0.0,7712.6,7348.7,3669.4,3679.3,,,339.3,8518.4,,1523.2,767.1,,,756.1,18.0,18.0,,,,0.0,92.0,,5.9,842.4,0.0,1633.2,3185.7,3169.7,16.0,16.0,,1536.7,,,688.4,4722.4,6355.6,0.0,2979.5,84.3,2895.2,-666.1,3278.4,-496.6,5095.2,3.1,5098.3,11453.9,
10/29/2017,11658.2,612.3,612.3,0.0,827.9,827.9,0.0,1466.2,,,,,237.7,168.4,2.0,,23.6,61.3,3144.1,821.2,,,0.0,7692.9,7336.0,3685.8,3650.2,,,331.3,8514.1,,1464.8,681.3,,,783.5,207.5,207.5,,,,0.0,54.0,,0.8,823.3,0.0,1726.3,3182.7,3167.7,15.0,15.0,,1496.8,,,672.7,4679.5,6405.8,0.0,2995.6,84.3,2911.3,-735.0,3514.7,-525.5,5249.8,2.6,5252.4,11658.2,
02/04/2018,11885.7,493.9,493.9,0.0,658.5,658.5,0.0,1591.3,,,,,287.1,184.5,,0.0,25.4,100.1,3030.8,899.8,2129.7,-1229.9,0.0,7955.1,7561.3,3834.7,3726.6,,,368.4,8854.9,,1749.5,889.8,,,859.7,19.5,19.5,,,,0.0,102.6,0.0,,663.0,0.0,1871.6,3061.3,3045.3,16.0,16.0,,1414.4,0.0,105.1,646.3,4475.7,6347.3,0.0,3026.1,84.9,2941.2,-793.4,3625.2,-321.5,5536.4,2.0,5538.4,11885.7,
05/06/2018,11714.6,434.5,434.5,0.0,787.6,787.6,0.0,1524.9,,,,,294.6,201.6,2.7,,16.1,82.5,3041.6,873.5,,,0.0,7799.5,7434.9,3762.4,3672.5,,,345.8,8673.0,,1408.4,670.5,,,737.9,254.5,254.5,,,,0.0,64.2,,0.2,661.9,0.0,1727.1,3013.2,2997.2,16.0,16.0,,1408.2,,,746.1,4421.4,6148.5,0.0,3050.9,85.3,2965.6,-868.5,3788.8,-406.6,5564.6,1.5,5566.1,11714.6,
08/05/2018,11697.7,431.1,431.1,0.0,710.4,710.4,0.0,1731.0,,,,,293.5,193.0,2.9,,12.9,73.2,3166.0,881.3,,,0.0,7650.4,7284.6,3678.8,3605.8,,,350.0,8531.7,,1685.9,922.6,,,763.3,85.4,85.4,,,,0.0,64.4,,0.1,649.3,0.0,1835.7,2893.5,2879.5,14.0,14.0,,1402.1,,,752.7,4295.6,6131.3,0.0,3073.0,85.4,2987.6,-954.0,3951.1,-504.7,5565.4,1.0,5566.4,11697.7,
11/04/2018,11830.9,398.5,398.5,0.0,937.0,937.0,0.0,1686.9,,,,,285.4,173.4,2.6,,15.3,76.2,3307.8,923.7,,,0.0,7599.4,7230.2,3655.2,3575.0,,,351.3,8523.1,,1578.7,752.5,,,826.2,276.7,276.7,,,,0.0,43.2,,0.1,655.3,0.0,1898.6,2878.3,2864.3,14.0,14.0,,1372.3,,,716.9,4250.6,6149.2,0.0,3088.3,85.4,3002.9,-1064.2,4191.4,-534.3,5681.2,0.5,5681.7,11830.9,
02/03/2019,11863.7,452.0,452.0,0.0,777.8,777.8,0.0,1732.4,,,,,276.4,168.7,0.7,0.0,40.5,82.2,3238.6,984.5,2398.5,-1414.0,0.0,7640.6,7239.7,3670.5,3569.2,,,359.7,8625.1,,1809.1,924.2,,,884.9,12.8,12.8,,,,0.0,72.0,0.0,2.3,565.2,0.0,1893.9,2819.4,2802.9,16.5,16.5,,1322.4,0.0,115.1,639.8,4141.8,6035.7,0.0,3102.7,85.4,3017.3,-1117.1,4350.1,-507.9,5827.8,0.2,5828.0,11863.7,
05/05/2019,13355.0,494.3,494.3,0.0,851.6,851.6,0.0,1608.4,,,,,299.1,173.4,2.2,0.0,27.6,88.5,3253.4,2568.3,,,0.0,7533.3,7149.7,3625.7,3524.0,,,353.8,10101.6,,1481.8,696.2,,,785.6,665.0,295.0,339.0,4.7,334.3,31.0,59.8,,1.9,543.0,0.0,2206.6,4258.8,2748.4,1510.4,11.0,1499.4,1128.3,,,583.4,5387.1,7593.7,0.0,3118.5,85.8,3032.7,-1196.6,4423.3,-583.7,5761.5,-0.2,5761.3,13355.0,
08/04/2019,13820.9,433.5,433.5,0.0,781.0,781.0,0.0,1862.1,,,,,322.0,183.3,0.7,,27.8,98.6,3398.6,2634.1,,,0.0,7788.2,7461.1,3736.9,3724.2,,,298.6,10422.3,,1776.6,930.2,,,846.4,574.3,183.2,349.9,4.7,345.2,41.2,76.8,,3.0,599.1,0.0,2427.7,4289.1,2743.0,1546.1,10.6,1535.5,1233.0,,,630.9,5522.1,7949.8,0.0,3132.9,85.9,3047.0,-1263.8,4614.0,-611.4,5871.7,-0.6,5871.1,13820.9,
11/03/2019,14019.2,555.2,555.2,0.0,972.7,972.7,0.0,1768.1,,,,,286.1,161.3,0.2,,29.2,101.8,3582.1,2642.8,,,0.0,7794.3,7458.1,3738.5,3719.6,,,306.8,10437.1,,1717.2,780.5,,,936.7,780.8,387.5,352.0,4.7,347.3,41.3,54.7,,2.2,624.1,0.0,2552.7,4267.0,2738.4,1528.6,11.1,1517.5,1215.3,,,589.0,5482.3,8035.0,0.0,3147.8,85.9,3061.9,-1360.5,4820.4,-622.6,5985.1,-0.9,5984.2,14019.2,
02/02/2020,13631.0,503.4,503.4,0.0,741.4,741.4,0.0,1615.7,,,,,533.7,159.9,0.4,237.2,40.3,113.6,3394.2,2702.6,4282.0,-1579.4,0.0,7534.2,7158.3,3677.6,3480.7,1.7,176.3,157.2,10236.8,,1800.2,882.8,,,917.4,431.5,49.6,368.1,4.6,363.5,13.8,129.4,0.0,0.5,558.1,57.1,2361.1,4235.8,2693.9,1541.9,9.9,1532.0,1224.6,0.0,232.9,433.1,5460.4,7821.5,0.0,3161.3,85.9,3075.4,-1462.7,4753.0,-640.1,5811.5,-2.0,5809.5,13631.0,
05/03/2020,12294.2,800.7,800.7,0.0,545.6,545.6,0.0,1561.2,,,,,280.8,160.1,2.5,0.0,49.4,80.8,3188.3,2614.5,,,0.0,6491.4,6144.4,2759.1,3385.3,,,295.1,9105.9,,1521.7,783.9,,,737.8,734.7,322.1,399.0,,399.0,13.6,65.2,,2.7,433.7,0.0,2321.6,4347.4,2854.2,1493.2,,1493.2,1114.2,,,677.8,5461.6,7783.2,0.0,3171.3,86.1,3085.2,-1577.0,3652.5,-733.4,4513.4,-2.4,4511.0,12294.2,
08/02/2020,13252.5,1394.3,1394.3,0.0,596.2,596.2,0.0,1642.2,,,,,214.1,,,,,214.1,3846.8,2671.6,,,0.0,6734.1,6369.2,,,,,364.9,9405.7,,2015.0,2015.0,,,,511.1,70.6,425.7,,425.7,14.8,0.0,,,,0.0,2526.1,5030.4,3498.3,1532.1,,1532.1,1115.2,,,1115.2,6145.6,8671.7,0.0,,,,,,4583.5,4583.5,-2.7,4580.8,13252.5,
