Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,661.588,23.512,22.515,0.997,87.921,87.921,,0.0,0.0,0.0,0.0,0.0,33.319,,,,,,,144.752,224.071,,,0.0,292.765,278.064,176.574,101.49,,14.701,516.836,,8.531,8.531,,,,10.0,10.0,0.0,0.0,,,120.337,,,,120.337,138.868,0.0,0.0,0.0,0.0,,40.358,,,,,40.358,40.358,179.226,0.0,184.972,,,0.0,297.39,0.0,482.362,0.0,482.362,661.588,
03/31/2005,660.099976,16.945,15.952,0.993,80.026001,80.026001,,0.0,0.0,0.0,0.0,0.0,32.699001,,,,,,,129.669998,226.537003,,,0.0,303.893005,218.380997,187.222,31.158997,,85.512009,530.430008,,7.919,7.919,,,,14.0,14.0,0.0,0.0,,,91.552001,,,,91.552001,113.471001,0.0,0.0,0.0,0.0,,43.755001,,,,,43.755001,43.755001,157.226002,0.0,190.162003,,,0.0,312.712006,0.0,502.874008,0.0,502.874008,660.10001,
06/30/2005,814.153015,12.601,11.608,0.993,209.921997,209.921997,,0.0,0.0,0.0,0.0,0.0,37.77,,,,,,,260.292999,243.190994,334.536011,-91.345001,0.0,310.669006,293.388,191.414993,101.973007,,17.281006,553.860001,,15.895,15.895,,,,45.0,45.0,0.0,0.0,,,185.687992,,,,185.687992,246.582993,0.0,0.0,0.0,0.0,,50.416,,,,,50.416,50.416,296.998993,0.0,196.798004,,,-9.952,330.308014,-2.7e-05,517.153992,0.0,517.153992,814.152985,
09/30/2005,738.306,56.55,55.558,0.992,88.908,88.908,,0.0,0.0,0.0,0.0,0.0,38.281,,,,,,,183.739,243.167,,,0.0,311.4,294.767,191.415,103.352,,16.633,554.567,,5.731,5.731,,,,0.0,0.0,0.0,0.0,,,151.172,,,,151.172,156.903,0.0,0.0,0.0,0.0,,50.49,,,,,50.49,50.49,207.393,0.0,201.591,,,-16.286,345.608,0.0,530.913,0.0,530.913,738.306,
12/31/2005,765.877991,40.910001,38.249001,2.661,102.841003,102.841003,,0.0,0.0,0.0,0.0,0.0,35.910999,,,,,,,179.662003,246.167007,,,0.0,340.049011,319.195007,210.955994,108.239014,,20.854004,586.216019,,7.673,7.673,,,,25.0,25.0,0.0,0.0,,,127.711995,,,,127.711995,160.384995,0.0,0.0,0.0,0.0,,58.131001,,,,,58.131001,58.131001,218.515995,0.0,206.748993,,,-22.528,363.140991,1.5e-05,547.362,0.0,547.362,765.877995,
03/31/2006,769.374023,40.914,38.805,2.109,99.717003,99.717003,,0.0,0.0,0.0,0.0,0.0,32.889999,,,,,,,173.520996,250.876007,,,0.0,344.97699,321.772003,212.442001,109.330002,,23.204987,595.852997,,6.255,6.255,,,,25.0,25.0,0.0,0.0,,,94.481,,,,94.481,125.736,0.0,0.0,0.0,0.0,,63.740002,,,,,63.740002,63.740002,189.476002,0.0,220.884995,,,-22.528,381.540985,1.5e-05,579.897995,0.0,579.897995,769.373997,
06/30/2006,906.067,76.32,74.139,2.181,180.295,180.295,,0.0,0.0,0.0,0.0,0.0,49.795,,,,,,,306.41,251.632,351.039,-99.407,0.0,348.025,323.549,212.538,111.011,,24.476,599.657,,14.525,14.525,,,,50.241,,,,,,198.726,,,,198.726,263.492,0.0,,,,,67.363,,,,,67.363,67.363,330.855,0.0,225.134,,,-51.771,401.849,0.0,575.212,0.0,575.212,906.067,
09/30/2006,821.104004,51.564999,49.841999,1.723,118.767998,118.767998,,0.0,0.0,0.0,0.0,0.0,47.462002,,,,,,,217.794998,250.684998,,,0.0,352.623993,327.436005,214.511993,112.924011,,25.187988,603.30899,,5.351,5.351,,,,0.222,0.222,0.0,0.0,,,170.169996,,,,170.169996,175.742996,0.0,0.0,0.0,0.0,,69.595001,,,,,69.595001,69.595001,245.337997,0.0,229.119995,,,-71.603996,418.25,-8e-06,575.765991,0.0,575.765991,821.103989,
12/31/2006,830.322998,28.755,27.625,1.13,113.258003,113.258003,,0.0,0.0,0.0,0.0,0.0,45.731998,,,,,,,187.744995,249.315994,,,0.0,393.261993,368.013,245.656006,122.356995,,25.248993,642.577988,,8.161,8.161,,,,25.278,25.278,0.0,0.0,,,144.077998,,,,144.077998,177.516998,0.0,0.0,0.0,0.0,,73.931999,,,,,73.931999,73.931999,251.448997,0.0,237.612,,,-99.801003,441.062988,8e-06,578.873993,0.0,578.873993,830.32299,
03/31/2007,834.651001,28.794,27.73,1.064,114.499001,114.499001,,0.0,0.0,0.0,0.0,0.0,46.459999,,,,,,,189.753006,246.201004,,,0.0,398.696991,372.584015,249.070007,123.514008,,26.112976,644.897995,,4.48,4.48,,,,50.492001,50.492001,0.0,0.0,,,106.902999,,,,106.902999,161.875,0.0,0.0,0.0,0.0,,80.742996,,,,,80.742996,80.742996,242.617996,0.0,253.598999,,,-123.139999,461.574005,-1.5e-05,592.03299,0.0,592.03299,834.650986,
06/30/2007,999.34,89.606,88.617,0.989,209.242,209.242,,0.0,0.0,0.0,0.0,0.0,51.537,,,,,,,350.385,249.882,366.894,-117.012,0.0,399.073,373.31,248.863,124.447,,25.763,648.955,,11.481,11.481,,,,70.503,70.503,0.0,0.0,,,248.493,,,,248.493,330.477,0.0,0.0,0.0,0.0,,70.498,,,,,70.498,70.498,400.975,0.0,263.704,,,-150.184,484.845,0.0,598.365,0.0,598.365,999.34,
09/30/2007,901.852,55.508,54.527,0.981,132.153,132.153,,0.0,0.0,0.0,0.0,0.0,50.008,,,,,,,237.669,248.486,,,0.0,415.697,392.101,262.015,130.086,,23.596,664.183,,6.292,6.292,,,,0.284,0.0,0.284,0.284,,,203.613,,,,203.613,210.189,0.0,-0.455,0.455,0.455,,75.057,,,,,75.057,75.057,285.246,0.0,273.247,,,-155.367,498.726,0.0,616.606,0.0,616.606,901.852,
12/31/2007,907.805,29.127,28.136,0.991,128.076,128.076,,,,,,,51.407,,,,,,,208.61,250.236,,,,448.959,426.91,284.584,142.326,,22.049,699.195,,5.963,5.963,,,,25.218,25.0,0.218,0.218,,,172.981,,,,172.981,204.162,0.0,-0.351,0.351,0.351,,73.44,,,,,73.44,73.44,277.602,0.0,281.631,,,-173.498,522.07,0.0,630.203,0.0,630.203,907.805,
03/31/2008,915.595,41.573,40.578,0.995,125.879,125.879,,,,,,,48.511,,,,,,,215.963,246.233,,,,453.399,431.498,289.054,142.444,,21.901,699.632,,7.397,7.397,,,,85.19,85.0,0.19,0.19,,,130.872,,,,130.872,223.459,0.0,-0.266,0.266,0.266,,83.361,,,,,83.361,83.361,306.82,0.0,285.294,,,-218.653,542.134,0.0,608.775,0.0,608.775,915.595,
06/30/2008,1021.044,66.562,65.565,0.997,213.947,213.947,,0.0,0.0,0.0,0.0,0.0,49.248,,,,,,,329.757,239.005,387.308,-148.303,0.0,452.282,432.134,289.373,142.761,,20.148,691.287,,6.946,6.946,,,,70.177,70.0,0.177,0.177,,,264.052,,,,264.052,341.175,0.0,-0.024,0.024,0.024,,78.418,,,,,78.418,78.418,419.593,0.0,292.097,,,-251.18,560.534,0.0,601.451,0.0,601.451,1021.044,
09/30/2008,900.892,25.831,24.835,0.996,125.958,125.958,0.0,0.0,0.0,0.0,0.0,0.0,59.067,26.622,,,4.453,,27.992,210.856,234.179,,,0.0,455.857,435.193,292.385,142.808,10.606,10.058,690.036,,36.343,7.098,0.408,,28.837,20.147,20.0,0.147,0.147,,,176.084,12.115,,62.894,0.0,232.574,5.413,5.397,0.016,0.016,,75.009,,,,,0.0,80.422,312.996,0.0,293.75,0.978,292.772,-282.508,576.654,,587.896,0.0,587.896,900.892,
12/31/2008,916.551,41.6,40.602,0.998,122.666,122.666,0.0,0.0,0.0,0.0,0.0,0.0,56.058,24.718,,,4.452,,26.888,220.324,240.832,,,0.0,455.395,435.668,292.385,143.283,9.065,10.662,696.227,,41.151,9.333,3.796,,28.022,63.728,60.551,3.177,3.177,,,136.776,10.822,,63.33,0.0,241.655,8.788,5.682,3.106,3.106,,74.152,,,,,0.0,82.94,324.595,0.0,295.035,0.979,294.056,-301.417,598.338,,591.956,0.0,591.956,916.551,
03/31/2009,872.718,27.415,26.415,1.0,104.524,104.524,0.0,0.0,0.0,0.0,0.0,0.0,50.087,21.505,,,4.584,,23.998,182.026,236.169,,,0.0,454.523,435.345,292.4,142.945,8.514,10.664,690.692,,33.67,5.38,1.025,,27.265,64.74,60.0,4.74,4.74,,,91.06,9.771,,64.337,0.0,189.47,5.839,5.837,0.002,0.002,,74.108,,,,,0.0,79.947,269.417,0.0,296.885,0.979,295.906,-309.585,616.001,,603.301,0.0,603.301,872.718,
06/30/2009,1050.7,119.251,118.251,1.0,192.733,192.733,0.0,0.0,0.0,0.0,0.0,0.0,47.662,19.717,0.0,,0.882,2.692,24.371,359.646,237.778,416.505,-178.727,0.0,453.276,434.528,292.4,142.128,6.793,11.955,691.054,,43.389,8.206,1.165,0.0,34.018,63.461,60.0,3.461,3.461,,,237.557,7.981,0.0,65.066,0.0,344.407,0.0,0.0,,,,79.787,0.0,0.0,0.0,0.0,6.74,79.787,424.194,0.0,299.358,0.98,298.378,-309.585,636.733,,626.506,0.0,626.506,1050.7,
09/30/2009,979.659,109.018,108.018,1.0,124.633,124.633,0.0,0.0,0.0,0.0,0.0,0.0,52.439,25.767,,,0.882,,25.79,286.09,241.411,,,0.0,452.158,432.92,292.4,140.52,7.603,11.635,693.569,,48.214,9.17,8.084,,30.96,2.916,2.916,,,,,189.579,8.906,,65.31,0.0,240.709,0.0,0.0,,,,82.196,,,,,7.98,82.196,322.905,0.0,310.474,0.986,309.488,-309.585,655.865,,656.754,0.0,656.754,979.659,
12/31/2009,1036.954,25.943,24.943,1.0,117.954,117.954,0.0,0.0,0.0,0.0,0.0,0.0,59.695,22.9,,,0.882,4.125,31.788,203.592,250.255,,,0.0,583.107,560.024,344.922,215.102,8.244,14.839,833.362,,49.715,11.729,1.146,,36.84,61.732,60.715,1.017,1.017,,,155.622,9.616,,64.481,0.0,267.069,10.977,9.036,1.941,1.941,,74.097,,,,,0.0,85.074,352.143,0.0,315.726,0.989,314.737,-309.585,678.67,,684.811,0.0,684.811,1036.954,
03/31/2010,1048.238,36.779,35.779,1.0,122.457,122.457,0.0,0.0,0.0,0.0,0.0,0.0,50.902,29.142,,,0.882,,20.878,210.138,256.692,,,0.0,581.408,556.975,344.921,212.054,8.447,15.986,838.1,,46.176,7.663,0.171,,38.342,73.791,72.905,0.886,0.886,,,110.307,73.547,,10.269,0.0,230.274,10.56,8.885,1.675,1.675,,83.816,,,,,0.0,94.376,324.65,0.0,330.907,0.996,329.911,-309.585,702.266,,723.588,0.0,723.588,1048.238,
06/30/2010,1560.56,126.518,125.518,1.0,208.45,208.45,0.0,0.0,0.0,0.0,0.0,0.0,58.134,19.432,0.0,,,6.94,31.762,393.102,274.67,474.991,-200.321,0.0,892.788,856.31,533.52,322.79,11.093,25.385,1167.458,,63.754,13.5,3.851,0.0,46.403,105.963,100.762,,,,5.201,274.668,11.398,0.0,73.603,0.0,444.385,272.732,272.732,,,,93.071,0.0,0.0,0.0,0.0,8.07,365.803,810.188,0.0,335.815,0.998,334.817,-309.585,724.142,,750.372,0.0,750.372,1560.56,
09/30/2010,1415.505,47.766,46.766,1.0,133.499,133.499,0.0,0.0,0.0,0.0,0.0,0.0,67.489,25.627,,,,6.217,35.645,248.754,274.471,,,0.0,892.28,854.111,537.106,317.005,13.439,24.73,1166.751,,59.748,8.633,13.2,,37.915,11.043,4.56,,,,6.483,234.249,14.373,,75.111,0.0,305.04,235.422,235.422,,,,97.879,,,,,8.395,333.301,638.341,0.0,338.958,1.0,337.958,-309.585,747.791,,777.164,0.0,777.164,1415.505,
12/31/2010,1397.646,47.871,46.871,1.0,126.827,126.827,0.0,0.0,0.0,0.0,0.0,0.0,64.365,23.24,,,,7.852,33.273,239.063,270.984,,,0.0,887.599,844.284,533.52,310.764,16.065,27.25,1158.583,,48.846,8.026,0.1,,40.72,15.043,2.514,,,,12.529,185.369,15.096,,74.687,0.0,249.258,229.889,229.889,,,,99.352,,,,,9.569,329.241,578.499,0.0,353.042,1.005,352.037,-309.585,775.69,,819.147,0.0,819.147,1397.646,
03/31/2011,1384.786,55.383,54.383,1.0,115.529,115.529,0.0,0.0,0.0,0.0,0.0,0.0,60.842,20.743,,,,6.17,33.929,231.754,270.124,,,0.0,882.908,839.379,533.52,305.859,17.396,26.133,1153.032,,54.305,8.754,3.441,,42.11,20.102,0.0,1.105,1.105,,18.997,132.745,15.311,,78.604,0.0,207.152,224.587,223.345,1.242,1.242,,103.525,,,,,9.61,328.112,535.264,0.0,359.392,1.007,358.385,-309.585,799.715,,849.522,0.0,849.522,1384.786,
06/30/2011,1505.797,64.125,63.125,1.0,207.51,207.51,0.0,0.0,0.0,0.0,0.0,0.0,82.315,19.261,0.0,,,17.116,45.938,353.95,270.186,493.836,-223.65,0.0,881.661,834.086,533.52,300.566,19.083,28.492,1151.847,,62.308,12.829,0.0,0.0,49.479,26.092,3.016,,,,23.076,292.111,18.267,0.0,89.304,0.0,380.511,127.939,127.939,,,,117.571,0.0,0.0,0.0,0.0,10.0,245.51,626.021,0.0,362.139,1.008,361.131,-309.585,827.222,,879.776,0.0,879.776,1505.797,
09/30/2011,1481.778,109.055,108.055,1.0,134.648,134.648,0.0,0.0,0.0,0.0,0.0,0.0,79.271,21.98,,,,5.337,51.954,322.974,279.745,,,0.0,879.059,829.648,533.52,296.128,20.67,28.741,1158.804,,59.996,10.316,5.706,,43.974,33.161,2.87,2.87,2.87,,27.421,234.642,19.15,,91.24,0.0,327.799,124.148,114.909,9.239,9.239,,120.668,,,,,10.278,244.816,572.615,0.0,364.125,1.009,363.116,-309.585,854.623,,909.163,0.0,909.163,1481.778,
12/31/2011,1463.602,96.202,95.202,1.0,126.6,126.6,0.0,0.0,0.0,0.0,0.0,0.0,85.971,21.5,,,,6.868,57.603,308.773,278.233,,,0.0,876.596,825.114,533.52,291.594,22.052,29.43,1154.829,,61.779,7.527,5.941,,48.311,28.914,1.506,1.506,1.506,,25.902,186.668,19.926,,93.214,0.0,277.361,118.107,111.994,6.113,6.113,,123.687,,,,,10.547,241.794,519.155,0.0,369.978,1.011,368.967,-309.585,884.054,,944.447,0.0,944.447,1463.602,
03/31/2012,1444.035,89.771,89.771,0.0,118.371,118.371,0.0,0.0,0.0,0.0,0.0,0.0,84.821,19.624,,,,7.284,57.913,292.963,273.106,,,0.0,877.966,823.511,533.52,289.991,25.062,29.393,1151.072,,59.827,10.236,0.042,,49.549,28.567,1.488,1.488,1.488,,25.591,133.313,20.228,,99.407,0.0,221.707,112.483,106.573,5.91,5.91,,131.054,,,,,11.419,243.537,465.244,0.0,377.661,1.013,376.648,-309.585,910.715,,978.791,0.0,978.791,1444.035,
06/30/2012,1619.492,157.313,157.313,0.0,218.305,218.305,0.0,0.0,0.0,0.0,0.0,0.0,93.031,23.294,0.0,,,8.476,61.261,468.649,276.73,518.159,-241.429,0.0,874.113,822.246,533.52,288.726,21.344,30.523,1150.843,,74.577,16.317,0.0,0.0,58.26,25.503,0.206,0.206,0.206,,25.091,302.163,20.093,0.0,100.932,0.0,402.243,106.166,102.648,3.518,3.518,,128.027,0.0,0.0,0.0,0.0,7.002,234.193,636.436,0.0,382.934,1.015,381.919,-343.956,944.078,,983.056,0.0,983.056,1619.492,
09/30/2012,1602.684,223.688,223.688,0.0,136.827,136.827,0.0,0.0,0.0,0.0,0.0,0.0,90.214,29.161,,,,1.711,59.342,450.729,279.055,,,0.0,872.9,821.367,533.52,287.847,22.66,28.873,1151.955,,68.938,10.518,10.945,,47.475,31.474,1.989,1.989,1.989,,27.496,254.959,18.905,,104.003,0.0,355.371,101.231,92.693,8.538,8.538,,130.067,,,,,7.159,231.298,586.669,0.0,388.105,1.017,387.088,-348.732,976.642,,1016.015,0.0,1016.015,1602.684,
12/31/2012,1569.508,192.854,192.854,0.0,129.462,129.462,0.0,0.0,0.0,0.0,0.0,0.0,86.62,27.35,,,,2.688,56.582,408.936,286.42,,,0.0,874.152,821.411,533.291,288.12,23.152,29.589,1160.572,,63.069,11.607,,,51.462,30.376,1.671,1.671,1.671,,27.034,206.311,13.404,,106.525,0.0,299.756,98.927,87.75,11.177,11.177,,124.262,,,,,4.333,223.189,522.945,0.0,392.57,1.018,391.552,-353.253,1007.246,,1046.563,0.0,1046.563,1569.508,
03/31/2013,1563.441,182.051,182.051,0.0,126.82,126.82,0.0,0.0,0.0,0.0,0.0,0.0,83.893,23.043,,,,2.771,58.079,392.764,291.329,,,0.0,879.348,822.401,533.291,289.11,27.394,29.553,1170.677,,70.193,11.331,3.679,,55.183,37.581,2.184,2.184,2.184,,33.213,153.017,13.524,,108.755,0.0,260.791,95.055,75.357,19.698,19.698,,127.755,,,,,5.476,222.81,483.601,0.0,397.53,1.019,396.511,-359.744,1042.054,,1079.84,0.0,1079.84,1563.441,
06/30/2013,1629.155,127.905,127.905,0.0,231.263,231.263,0.0,0.0,0.0,0.0,0.0,0.0,88.717,23.366,0.0,,,6.107,59.244,447.885,300.511,573.097,-272.586,0.0,880.759,822.45,533.291,289.159,27.898,30.411,1181.27,,80.229,11.701,0.0,0.0,68.528,7.929,1.014,,,,6.915,324.1,11.342,0.0,120.434,0.0,412.258,7.366,7.366,,,,137.362,0.0,0.0,0.0,0.0,5.586,144.728,556.986,0.0,401.73,1.02,400.71,-402.082,1072.521,,1072.169,0.0,1072.169,1629.155,
09/30/2013,1615.142,181.787,181.787,0.0,152.624,152.624,0.0,0.0,0.0,0.0,0.0,0.0,96.048,29.621,,,,2.691,63.736,430.459,295.635,,,0.0,889.048,829.614,533.291,296.323,28.427,31.007,1184.683,,80.965,13.914,14.887,,52.164,11.447,1.497,,,,9.95,272.831,10.446,,122.296,0.0,365.243,6.543,6.543,,,,138.575,,,,,5.833,145.118,510.361,0.0,401.608,1.023,400.585,-402.082,1105.255,,1104.781,0.0,1104.781,1615.142,
12/31/2013,1582.144,155.501,155.501,0.0,136.369,136.369,0.0,0.0,0.0,0.0,0.0,0.0,90.841,27.367,,,,1.342,62.132,382.711,299.016,,,0.0,900.417,835.044,533.291,301.753,32.708,32.665,1199.433,,65.246,10.731,3.222,,51.293,3.989,0.576,,,,3.413,220.311,10.838,,124.302,0.0,289.546,5.689,5.689,,,,141.462,,,,,6.322,147.151,436.697,0.0,405.384,1.024,404.36,-402.082,1142.145,,1145.447,0.0,1145.447,1582.144,
03/31/2014,1514.472,52.244,52.244,0.0,140.01,140.01,0.0,0.0,0.0,0.0,0.0,0.0,86.731,24.307,,,,1.061,61.363,278.985,299.153,,,0.0,936.334,868.193,552.059,316.134,32.76,35.381,1235.487,,72.099,7.098,6.864,,58.137,11.832,11.832,,,,,170.517,9.195,,125.983,0.0,254.448,3.622,3.622,,,,141.862,,,,,6.684,145.484,399.932,0.0,409.339,1.024,408.315,-465.077,1170.278,,1114.54,0.0,1114.54,1514.472,
06/30/2014,1680.703,70.377,70.377,0.0,224.041,224.041,0.0,0.0,0.0,0.0,0.0,0.0,96.088,,0.0,,27.077,7.937,61.074,390.506,291.675,578.602,-286.927,0.0,998.522,875.407,552.761,322.646,,123.115,1290.197,,73.815,10.516,0.0,0.0,63.299,5.407,5.407,,,,,367.587,155.375,0.0,97.72,0.0,446.809,3.729,3.729,,,,262.778,0.0,0.0,0.0,0.0,9.683,266.507,713.316,0.0,413.536,1.024,412.512,-577.781,1131.632,0.0,967.387,0.0,967.387,1680.703,
09/30/2014,1558.054,39.402,39.402,0.0,159.11,159.11,0.0,0.0,0.0,0.0,0.0,0.0,103.607,28.649,,,,2.618,72.34,302.119,301.132,,,0.0,954.803,881.044,552.761,328.283,,73.759,1255.935,,81.044,8.316,14.69,,58.038,9.964,4.64,,,,5.324,298.144,9.017,,136.576,0.0,389.152,1.041,1.041,,,,155.942,,,,,10.349,156.983,546.135,0.0,413.118,1.026,412.092,-638.325,1237.126,,1011.919,0.0,1011.919,1558.054,
12/31/2014,1620.971,49.332,49.332,0.0,147.89,147.89,0.0,0.0,0.0,0.0,0.0,0.0,109.559,,,,,2.106,107.453,306.781,295.483,,,0.0,1018.707,883.462,550.366,333.096,,135.245,1314.19,,72.209,7.889,0.438,,63.882,77.888,72.287,,,,5.601,255.162,178.142,,103.066,0.0,405.259,0.923,0.923,,,,292.727,,,,,11.519,293.65,698.909,0.0,417.008,1.026,415.982,-690.584,1195.638,,922.062,0.0,922.062,1620.971,
03/31/2015,1618.139,52.8,52.8,0.0,137.415,137.415,0.0,0.0,0.0,0.0,0.0,0.0,104.317,,,,30.758,0.01,73.549,294.532,290.72,,,0.0,1032.887,890.766,550.366,340.4,,142.121,1323.607,,76.103,6.639,4.601,,64.863,7.247,6.435,,,,0.812,204.255,190.02,,103.628,0.0,287.605,70.2,70.2,,,,303.724,,,,,10.076,373.924,661.529,0.0,421.066,1.026,420.04,-690.584,1226.128,,956.61,0.0,956.61,1618.139,
06/30/2015,1836.835,148.313,148.313,0.0,245.387,245.387,0.0,0.0,0.0,0.0,0.0,0.0,99.799,,0.0,,27.95,2.753,69.096,493.499,296.332,616.205,-319.873,0.0,1047.004,898.149,550.366,347.783,,148.855,1343.336,,94.438,9.933,5.543,0.0,78.962,2.595,2.595,,,,,346.578,192.443,0.0,150.223,0.0,443.611,50.102,50.102,,,,351.588,0.0,0.0,0.0,0.0,8.922,401.69,845.301,0.0,425.563,1.027,424.536,-700.472,1266.443,0.0,991.534,0.0,991.534,1836.835,
09/30/2015,1714.197,84.485,84.485,0.0,147.652,147.652,0.0,0.0,0.0,0.0,0.0,0.0,113.288,39.672,,,,1.802,71.814,345.425,295.941,,,0.0,1072.831,918.247,556.256,361.991,,154.584,1368.772,,95.31,8.116,20.036,,67.158,1.107,0.0,1.107,1.107,,0.0,300.809,199.579,,153.88,0.0,397.226,0.0,0.0,,,,362.687,,,,,9.228,362.687,759.913,0.0,426.389,1.028,425.361,-769.714,1297.609,,954.284,0.0,954.284,1714.197,
12/31/2015,1708.865,55.126,55.126,0.0,147.091,147.091,0.0,0.0,0.0,0.0,0.0,0.0,117.8,,,,,3.116,114.684,320.017,302.091,,,0.0,1086.757,928.117,556.256,371.861,,158.64,1388.848,,80.122,5.653,0.0,,74.469,0.323,0.0,0.323,0.323,,0.0,253.306,193.873,,158.419,0.0,333.751,100.0,100.0,0.0,0.0,,362.64,,,,,10.348,462.64,796.391,0.0,430.883,1.028,429.855,-855.594,1337.185,0.0,912.474,0.0,912.474,1708.865,
03/31/2016,1702.622,54.001,54.001,0.0,137.406,137.406,0.0,0.0,0.0,0.0,0.0,0.0,118.563,,,,40.252,8.236,70.075,309.97,298.023,,,0.0,1094.629,936.968,556.256,380.712,,157.661,1392.652,,76.781,7.06,0.0,,69.721,0.213,0.0,0.213,0.213,,0.0,202.27,180.901,,183.881,0.0,279.264,100.0,100.0,0.0,0.0,,374.491,,,,,9.709,474.491,753.755,0.0,435.458,1.028,434.43,-855.594,1369.003,,948.867,0.0,948.867,1702.622,
06/30/2016,1815.512,70.31,70.31,0.0,253.923,253.923,0.0,0.0,0.0,0.0,0.0,0.0,107.696,,0.0,,35.472,15.636,56.588,431.929,298.564,626.723,-328.159,0.0,1085.019,914.759,552.853,361.906,,170.26,1383.583,,100.007,14.596,0.0,0.0,85.411,0.2,0.0,0.2,0.2,,0.0,343.525,177.529,0.0,188.601,0.0,443.732,0.0,0.0,0.0,0.0,,375.57,0.0,0.0,0.0,0.0,9.44,375.57,819.302,0.0,441.152,1.029,440.123,-876.134,1431.192,0.0,996.21,0.0,996.21,1815.512,
09/30/2016,1732.252,84.519,84.519,0.0,148.428,148.428,0.0,0.0,0.0,0.0,0.0,0.0,109.953,45.308,,,,2.989,61.656,342.9,293.237,631.743,-338.506,0.0,1096.115,918.446,552.853,365.593,,177.669,1389.352,,83.46,7.092,6.547,,69.821,0.0,0.0,,,,,295.911,173.957,,196.384,0.0,379.371,0.0,0.0,,,,380.292,,,,,9.951,380.292,759.663,0.0,438.483,1.03,437.453,-937.473,1471.579,,972.589,0.0,972.589,1732.252,
12/31/2016,1718.095,64.188,64.188,0.0,146.256,146.256,0.0,0.0,0.0,0.0,0.0,0.0,113.293,42.799,,,,9.649,60.845,323.737,289.273,639.99,-350.717,0.0,1105.085,924.158,552.853,371.305,,180.927,1394.358,,83.418,15.863,,,67.555,0.0,0.0,0.0,0.0,,,245.17,162.271,,197.346,0.0,328.588,50.0,50.0,0.0,0.0,,368.095,,,,,8.478,418.095,746.683,0.0,442.763,1.03,441.733,-980.019,1508.668,,971.412,0.0,971.412,1718.095,
03/31/2017,1686.983,42.916,42.916,0.0,139.503,139.503,0.0,0.0,0.0,0.0,0.0,0.0,116.735,,,,,8.593,108.142,299.154,285.018,626.793,-341.775,0.0,1102.811,926.754,552.853,373.901,,176.057,1387.829,,75.062,5.255,,,69.807,0.0,0.0,0.0,0.0,,0.0,194.814,143.93,,203.431,0.0,269.876,50.0,50.0,0.0,0.0,,354.995,,,,,7.634,404.995,674.871,0.0,447.478,1.031,446.447,-980.019,1544.653,,1012.112,0.0,1012.112,1686.983,
06/30/2017,1908.945,114.765,114.765,0.0,276.923,276.923,0.0,0.0,0.0,0.0,0.0,0.0,128.343,,0.0,,41.314,20.135,66.894,520.031,282.934,627.948,-345.014,0.0,858.663,926.608,552.465,374.143,,179.372,1141.597,,88.415,6.841,,0.0,81.574,0.0,0.0,0.0,0.0,,,382.777,128.607,0.0,219.541,0.0,471.192,50.0,50.0,0.0,0.0,,355.702,0.0,0.0,0.0,0.0,7.554,405.702,876.894,0.0,453.047,1.031,452.016,-1006.274,1585.278,0.0,1032.051,0.0,1032.051,1908.945,
09/30/2017,1796.345,104.04,104.04,0.0,172.515,172.515,0.0,0.0,0.0,0.0,0.0,0.0,127.316,53.565,,,,2.942,70.809,403.871,273.834,630.393,-356.559,0.0,1118.64,940.148,558.831,381.317,,178.492,1392.474,,90.224,8.857,8.682,,72.685,0.0,0.0,,,,,324.516,115.049,,220.9,0.0,414.74,0.0,0.0,,,,343.792,,,,,7.843,343.792,758.532,0.0,449.32,1.032,448.288,-1036.292,1624.785,,1037.813,0.0,1037.813,1796.345,
