Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Abnormal Losses/(Gains),Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/2007,115.54,103.911,,,,,0.0,10.789,0.0,0.84,-62.376,24.805,,,12.159,23.787,,,1.625,53.164,-13.346,20.515,-1.677,-5.492,39.818,0.0,,,36.979815,-4.361,,,44.179,0.291109,42.739,-4.919,2.267687,37.82,37.82,,69.114,0.53,0.47,0.47,69.303,0.53,0.47,0.47,,19.638336,10.903364,3.616154,,-3.662998,,,-0.257699,67.508081,,67.508081,-2.127717,,,-3.381483,-1.182728,-4.977786,58.106054,0.966081,0.831533,0.66,68.31722,79.371496,203.602292,
12/31/2007,107.63,99.232,,,,,0.0,8.398,0.0,0.0,-66.222,23.764,,,13.217,22.506,0.0,,6.735,41.408,7.303,22.174,-11.848,-17.629,48.711,0.0,,,50.560865,-8.257,,,56.968,0.379845,55.48,-4.918,2.288783,50.562,50.562,,69.261458,0.73,0.68,0.68,69.926241,0.73,0.67,0.67,,20.858065,10.448747,3.207432,,-4.235866,,,-0.210064,81.009024,,81.009024,-1.981551,,,-6.187815,,-2.869978,72.258463,1.158398,1.033269,0.66,56.975222,63.874969,56.428975,
03/31/2008,115.505,107.058,,,,,0.0,8.447,0.0,0.0,-41.796,26.957,,,14.123,24.546,0.716,,0.796,48.367,0.0,22.538,-2.635,-2.934,31.398,0.0,,,26.7195,-1.641,,,33.039,0.212847,31.638,-4.919,2.78484,26.719,26.719,,69.317,0.38,0.36,0.36,69.41,0.38,0.36,0.36,,21.258221,10.855658,3.146853,,-1.006427,,,-0.422267,60.764385,,60.764385,-3.461143,,,-1.765837,-1.318612,-1.909481,55.094152,0.869524,0.788384,0.725,83.378953,91.960229,83.028899,
06/30/2008,120.92,108.954,,,,,0.0,11.966,0.0,0.0,-39.805,26.599,,,13.153,26.294,0.053,,0.669,54.152,0.0,23.453,-1.122,0.0,31.821,0.0,,,31.865866,-6.365,,,38.186,0.24615,36.785,-4.919,2.786145,31.866,31.866,0.0,69.397,0.45,0.36,0.36,69.552,0.45,0.36,0.36,,22.334388,10.373693,3.523185,,-0.04154,,,-0.360387,67.941355,,67.941355,-1.285806,,,-3.192069,-1.309671,-2.551814,62.38814,0.970314,0.891005,0.725,74.71811,81.368825,74.626124,
09/30/2008,121.291,113.545,,,,,0.0,7.746,0.0,0.0,-36.999,27.505,,,9.494,26.83,0.0,,5.611,51.851,-7.293,22.683,-1.817,-13.573,44.558,0.0,,,43.90175,-5.64,,,50.198,0.326748,48.819,-4.919,1.492475,43.9,43.9,0.0,69.522,0.63,0.55,0.55,69.612,0.63,0.55,0.55,,22.608475,10.35613,3.58681,,-7.93449,,10.716188,-0.298506,83.263105,-25.837219,57.425886,-1.912711,,,-4.302817,-1.363033,-3.851437,47.488363,0.819432,0.67763,0.725,88.475886,106.990552,60.926145,
12/31/2008,140.649979,112.77685,,,,,0.0,27.873129,0.0,0.0,-41.27988,27.432467,,,12.724904,27.430421,1.122509,,7.746948,64.19273,-51.308711,24.111069,0.28221,26.915432,12.884019,0.0,,,14.025817,-7.210717,,,20.094736,0.121086,18.944608,-4.918791,-2.285799,14.025817,14.025817,0.0,69.72,0.2,0.09775,0.09775,69.72,0.2,0.096576,0.09775,,22.792966,10.794386,3.760999,,-2.726623,,2.029,-0.183259,50.614372,12.770634,63.385006,-1.81855,,,-5.049939,-1.178172,-3.567897,49.484649,0.902973,0.704951,0.725,80.290302,102.844042,99.866892,
03/31/2009,119.714,111.957,86.19,25.067,0.7,0.0,0.0,7.757,0.0,0.0,-74.467,29.941,14.148,15.793,15.884,27.853,0.501,0.0,0.288,45.247,-24.616,26.518,-1.902,0.0,20.631,0.0,0.0,0.0,19.562977,-5.082,-5.082,0.0,25.713,0.163695,24.482,-4.919,,19.563,14.481,0.0,69.67,0.28,0.21,0.21,69.67,0.28,0.21,0.21,,23.214162,9.510545,3.6225,,-1.092994,,,-0.325002,54.655883,-1.820547,52.835336,-1.536945,1.531767,-0.031966,-1.176313,-1.030771,-3.653823,46.937285,0.753302,0.669211,0.725,96.2429,108.336602,92.822579,
06/30/2009,115.294,108.396,85.5,22.589,0.307,0.0,0.0,6.898,0.0,0.0,-73.974,29.401,14.005,15.396,9.292,29.621,4.731,0.0,0.929,41.32,-54.222,25.64,26.213,2.369,-12.902,0.0,0.0,0.0,-17.179989,-1.617,-1.617,0.0,-11.285,-0.092204,-12.261,-4.919,,-17.18,-18.797,0.0,77.109,-0.23,-0.25,-0.25,77.109,-0.23,-0.25,-0.25,,23.479024,9.208289,3.775632,,-0.000667,,,-0.139607,19.050478,28.818636,47.869114,0.488559,1.859723,-0.031966,-1.858686,-1.063055,-4.343895,42.919794,0.617697,0.553832,0.463,74.955836,83.59941,187.404573,
09/30/2009,132.321,116.715,87.776,28.704,0.235,0.0,0.0,15.606,0.0,0.0,-77.884,30.615,14.259,16.356,12.151,29.428,2.333,0.0,3.357,54.437,-127.863,27.92,2.084,97.859,-73.426,0.0,0.0,0.0,-84.092421,5.185,5.185,0.0,-78.611,-0.461566,-79.173,-4.919,,-84.092,-76.198,2.709,79.928,-1.05,-0.99,-0.953333,79.928,-1.05,-0.99,-0.956107,,24.640687,9.591931,3.956551,,0.000385,,,-0.16412,-46.528553,102.225273,55.69672,-1.699083,1.836395,-0.031966,-2.819417,-1.03442,-3.682039,48.26619,0.692782,0.600358,0.463,66.831987,77.120703,,
12/31/2009,121.342065,113.313671,85.708691,25.262892,2.342088,0.0,0.0,8.028394,0.0,0.0,-81.267178,29.766878,11.34492,18.421958,16.808386,29.765619,1.13182,0.0,3.794475,40.074887,-13.064169,29.160278,-0.02275,-16.073359,27.010718,0.0,0.0,0.0,25.330221,-4.43006,-4.43006,0.0,31.440778,0.173683,30.249013,-4.918791,,25.330222,20.975362,0.0752,81.71,0.31,0.255785,0.256705,81.71,0.31,0.255783,0.256703,,26.089673,9.424913,4.32386,,-20.52586,,13.135336,-0.122107,57.829719,-10.305012,47.524707,-1.957438,1.014362,-0.031965,-6.114908,-1.010311,-4.636511,34.787936,0.585793,0.428799,0.463,79.038143,107.97607,65.419184,
03/31/2010,124.078,117.147,86.204,30.583,0.36,0.0,0.0,6.931,0.0,0.0,-81.583,32.091,14.493,17.598,15.318,31.228,2.339,0.0,0.607,42.495,-31.959,29.129,3.892,-1.062,10.536,0.0,0.0,0.0,11.399425,-6.903,-6.903,0.0,17.439,0.093861,16.318,-4.919,,11.399,4.496,0.0,80.908,0.14,0.05,0.05,81.995,0.14,0.05,0.05,,26.249324,13.203559,3.885633,,-7.194648,,,0.778677,48.415831,3.381828,51.797659,-1.309151,1.761974,-0.031966,-1.333385,-1.017311,-5.394684,44.473136,0.625725,0.537243,0.4625,73.914298,86.087646,78.338013,
06/30/2010,121.251,111.733,85.845,25.624,0.264,0.0,0.0,9.518,0.0,0.0,-77.781,31.599,14.378,17.221,12.656,31.395,0.063,0.0,2.068,43.47,-29.658,30.635,-1.782,0.805,13.812,0.0,0.0,0.0,7.747716,0.108,0.108,0.0,13.704,0.026905,12.667,-4.919,,7.748,7.856,0.0,81.054,0.09,0.09,0.09,82.576,0.09,0.09,0.09,,26.676414,12.082785,3.624376,,-0.614498,,,-1.173458,48.37024,0.208052,48.578292,-1.894863,1.77008,0.013303,-2.75213,-0.886016,-4.144293,40.684373,0.584024,0.489121,0.463,79.277601,94.659697,78.428389,
09/30/2010,120.793,114.269,86.486,27.383,0.4,0.0,0.0,6.524,0.0,0.0,-81.505,30.935,13.788,17.147,17.761,30.181,0.248,0.0,2.38,39.288,-25.889,32.209,-2.102,-4.218,13.399,0.0,0.0,0.0,7.893189,-0.474,-0.474,0.0,13.873,0.034126,12.813,-4.919,,7.894,7.42,0.0,81.167,0.1,0.09,0.09,82.577,0.09,0.09,0.09,,25.599688,12.10993,3.710559,0.8,-0.476593,,,1.991541,51.66244,1.109306,52.613772,-2.724742,1.779186,0.013302,-4.824381,-0.819639,-4.684121,41.353377,0.632996,0.497522,0.4625,73.065198,92.960622,72.665945,
12/31/2010,117.584759,111.15921,86.313184,23.328758,1.517268,0.0,0.0,6.425549,0.0,0.0,-74.169057,29.396812,11.677858,17.718954,15.770232,29.287456,1.289536,0.0,-1.574979,43.415702,-76.14265,33.314433,12.875969,29.952248,-32.726948,0.0,0.0,0.0,-37.899593,-0.711611,-0.711611,0.0,-32.015337,-0.07,-32.980802,-4.918791,,-37.899593,-34.368428,4.242776,83.882191,-0.47,-0.460303,-0.409723,83.882191,-0.47,-0.478483,-0.427903,,25.659224,11.949301,3.890263,41.114593,-3.909053,,,1.232302,41.967037,5.527263,47.4943,-1.865346,2.156358,-0.012416,-7.00053,-0.741095,-6.383185,33.648086,0.566202,0.401135,0.463,81.772875,115.422477,92.54276,
03/31/2011,124.328,116.47,87.173,28.39,0.907,0.0,0.0,7.858,0.0,0.0,-84.472,33.341,14.357,18.984,16.953,34.499,,0.0,-0.321,39.856,-32.845,30.865,2.725,-0.745,7.011,0.0,0.0,0.0,2.185,-1.119,-1.119,0.0,8.13,0.013,7.104,-4.919,,2.185,1.066,0.0,83.099,0.02,0.01,0.01,84.794,0.02,0.01,0.01,,29.673,11.341,4.38,4.58,-0.019,,,0.323,52.476,-1.747,50.729,-1.857,2.758,,-2.997,-0.671,-4.304,43.658,0.594309,0.511469,0.4625,77.821512,90.425752,71.649897,
06/30/2011,124.643,112.45,87.0,25.299,0.151,0.0,0.0,12.193,0.0,0.0,-79.595,30.944,13.712,17.232,15.177,31.219,,0.0,2.255,45.048,-27.732,30.563,-2.688,-0.143,17.316,0.0,0.0,0.0,12.860956,-1.621,-1.621,0.0,18.937,0.037124,17.78,-4.919,,12.861,11.24,0.0,89.074,0.14,0.12,0.12,89.118,0.14,0.12,0.12,,26.807381,10.889151,3.956462,,-0.005812,,,0.31,54.855262,-4.598,50.256852,-1.034,2.767,,-6.005,-0.612,-5.206,40.166852,0.560601,0.44805,0.463,82.590008,103.336796,75.181962,
09/30/2011,123.02,116.08,87.974,27.676,0.43,0.0,0.0,6.94,0.0,0.0,-77.236,30.874,13.181,17.693,11.671,32.497,,0.0,2.194,45.784,-34.687,30.867,-4.825,8.645,11.097,0.0,0.0,0.0,8.51041,-3.444,-3.444,0.0,14.541,0.026912,13.429,-4.919,,8.51,5.066,0.0,89.506,0.09,0.05,0.05,89.517,0.09,0.05,0.05,,28.159266,10.79265,3.986744,6.699117,-2.211867,,,-0.116752,55.84648,-1.125,54.72148,-0.935,2.768,,-7.411,-0.719,-7.56,40.86448,0.61009,0.455598,0.4625,75.80845,101.514827,74.125576,
12/31/2011,123.597,116.61,90.176,24.925,1.509,0.0,0.0,6.987,0.0,0.0,-82.225,31.704,13.634,18.07,12.316,32.605,,0.0,5.6,41.372,-28.963,31.348,-4.854,2.469,12.409,0.0,0.0,0.0,8.138421,-1.77,-1.77,0.0,14.179,0.026167,13.057,-4.919,,8.138,6.368,0.0,89.755,0.09,0.070949,0.070949,89.755,0.09,0.07028,0.07028,,28.006062,10.727674,4.103387,8.334534,-2.679349,,,-0.12079,56.536106,0.247,56.629447,-1.652,2.634,-0.13,-9.792,-0.599,-7.653,39.437447,0.630935,0.439391,0.4625,73.303928,105.259372,73.425091,
03/31/2012,126.243,119.093,91.395,26.538,1.16,0.0,0.0,7.15,0.0,0.0,-83.589,33.629,15.145,18.484,16.122,32.48,,0.0,1.358,42.654,-22.861,28.958,-2.966,-3.131,19.793,,0.0,0.0,13.181,-6.942,-6.942,0.0,26.735,0.054,27.118,-13.937,,13.181,6.239,0.0,89.497,0.14,0.07,0.07,89.527,0.14,0.07,0.07,,27.858,11.1,4.013,,-6.301,,,-0.217,49.688,6.381,56.069,-2.034,2.926,,-1.86,-0.613,-9.827,44.661,0.625045,0.497871,0.4625,73.994721,92.895591,83.273627,
06/30/2012,126.765,120.296,90.164,29.734,0.398,0.0,0.0,6.469,0.0,0.0,-78.088,31.22,13.799,17.421,14.02,31.737,,0.0,1.111,48.677,-36.206,28.377,-10.804,18.633,12.471,,0.0,0.0,5.697,1.123,1.123,0.0,11.348,0.023,11.093,-5.396,,5.697,6.82,0.0,89.489,0.06,0.07,0.07,89.54,0.06,0.07,0.07,,28.028,10.778,4.027,22.509,-9.778,,,-0.182,61.102,1.111,62.213,-2.109,2.938,,-3.217,-0.612,-11.262,47.951,0.693436,0.534469,0.4625,66.696852,86.534405,67.713004,
09/30/2012,115.589,109.148,84.382,24.388,0.378,0.0,0.0,6.441,0.0,0.0,-74.012,28.692,12.884,15.808,15.641,28.529,,0.0,1.15,41.577,-23.568,27.462,-5.403,1.509,18.009,,0.0,0.0,30.515,-1.811,-1.811,0.0,19.82,0.116,19.569,-7.932,,11.637,10.678,0.852,89.594,0.13,0.11,0.119182,89.662,0.13,0.11,0.119182,,81.063,32.516,11.817,23.655,-16.529,,,-0.465,162.688,3.585,166.273,-1.65,2.921,,-2.995,-0.62,-10.469,153.46,1.853388,1.710566,0.4625,24.9543,27.037836,25.470364,
12/31/2012,116.23,109.779,83.601,24.789,1.389,0.0,0.0,6.451,0.0,0.0,-77.878,28.883,12.41,16.473,15.917,29.451,,0.0,3.627,38.352,-35.864,27.333,-4.634,13.165,2.488,0.0,0.0,0.0,-37.179,34.182,34.182,0.0,-31.694,-0.01,-31.913,-5.266,,-37.179,-2.997,0.0,89.669,-0.41,-0.033423,-0.033423,90.307,-0.41,-0.033423,-0.033423,,26.238,10.646,4.238,51.671,3.342,,,-0.121,58.825,-2.259,56.566,-1.773,2.988,,-4.553,-0.724,-13.91,38.594,0.626374,0.427364,0.4625,73.837619,108.221453,70.500489,
03/31/2013,120.378,113.617,86.146,25.927,1.544,0.0,0.0,6.761,0.0,0.0,-80.982,30.372,13.231,17.141,17.975,31.118,,0.0,1.517,39.396,-20.885,27.832,-5.876,-1.071,18.511,0.0,0.0,0.0,15.554,-2.623,-2.623,0.0,21.134,0.039,20.82,-5.266,,15.554,12.931,0.0,90.29,0.17,0.14,0.14,90.351,0.17,0.14,0.14,,31.663,10.618,,,,,,-0.188,57.686,0.441,58.127,-1.719,3.415,,-1.647,-0.836,-8.539,48.801,0.643347,0.540127,0.4625,71.88972,85.628035,72.228964,
06/30/2013,122.307,115.566,87.006,28.263,0.297,0.0,0.0,6.741,0.0,0.0,-78.858,31.231,13.75,17.481,14.966,31.082,,0.0,1.579,43.449,-20.09,27.781,-6.012,-1.679,23.359,0.0,0.0,0.0,31.864,-14.11,-14.11,0.0,37.469,0.07,37.129,-5.265,,31.864,17.754,0.0,91.422,0.35,0.19,0.19,91.486,0.35,0.19,0.19,,26.496,10.971,4.82,,-12.099,,,-0.155,61.967,-0.305,61.662,-1.533,3.693,,-2.393,-0.841,-8.922,51.666,0.672696,0.563645,0.4625,68.753203,82.055123,68.389627,
09/30/2013,120.318,114.624,88.784,25.425,0.415,0.0,0.0,5.694,0.0,0.0,-84.777,30.129,13.351,16.778,15.001,32.74,,0.0,6.907,35.541,-12.469,26.75,-13.262,-1.019,23.072,0.0,0.0,0.0,34.998,-17.592,-17.592,0.0,40.664,0.073,40.264,-5.266,,34.998,23.406,6.0,91.985,0.38,0.19,0.254455,92.018,0.38,0.19,0.254455,,42.746,,,6.0,-23.407,,,-0.133,60.277,-0.287,59.99,-1.606,3.687,,-5.038,-0.894,-10.053,46.086,0.65075,0.499924,0.4625,71.071887,92.51405,66.517909,
12/31/2013,126.005,120.104,91.898,26.879,1.327,0.0,0.0,5.901,0.0,0.0,-86.071,33.012,13.394,19.618,13.292,35.692,,0.0,4.075,39.934,-18.877,26.603,-6.568,-1.158,21.057,0.0,0.0,0.0,46.326,-30.961,-30.961,0.0,52.018,0.093,51.592,-5.266,,46.326,15.397,0.032,92.275,0.5,0.166513,0.16686,92.275,0.5,0.16447,0.164817,,29.621,11.542,5.021,,-32.388,,,-0.106,60.109,1.111,61.22,-1.905,3.585,,-5.297,-1.117,-12.461,44.025,0.663452,0.477106,0.4625,69.711185,96.938529,70.999663,
03/31/2014,133.28,126.961,94.536,31.041,1.384,0.0,0.0,6.319,0.0,0.0,-89.58,35.304,14.799,20.505,14.198,37.905,,0.0,2.173,43.7,-18.644,27.134,-7.808,-0.682,25.056,0.0,0.0,0.0,19.389,0.0,0.0,0.0,25.056,0.042,24.655,-5.266,,19.389,19.389,0.0,92.167,0.21,0.21,0.21,92.191,0.21,0.21,0.21,,36.649,10.089,,,-0.708,,,-0.186,65.275,-1.339,63.936,-1.857,2.968,,-1.61,-1.093,-7.641,54.703,0.693517,0.593366,0.47,67.770536,79.209129,66.392953,
06/30/2014,134.892,128.639,97.778,30.316,0.545,0.0,0.0,6.253,0.0,0.0,-87.437,34.396,14.898,19.498,15.223,36.023,,0.0,1.795,47.455,-16.294,27.445,-8.832,-2.319,31.161,0.0,0.0,0.0,25.482,0.0,0.0,0.0,31.161,0.053,30.748,-5.266,,25.482,25.482,0.0,91.975,0.28,0.28,0.28,92.021,0.28,0.28,0.28,,46.645,,,0.424,-6.71,,,-0.155,65.739,0.013,65.752,-1.588,2.976,,-2.217,-1.041,-9.178,54.704,0.713525,0.593634,0.47,65.870194,79.173315,65.936506,
09/30/2014,133.559,127.778,98.62,28.787,0.371,0.0,0.0,5.781,0.0,0.0,-85.923,32.981,14.832,18.149,14.463,36.417,,0.0,2.062,47.636,5.804,27.561,-5.713,-27.652,53.44,0.0,0.0,0.0,47.942,0.0,0.0,0.0,53.44,0.09,53.208,-5.266,,47.942,47.942,0.0,92.345,0.52,0.52,0.52,92.396,0.52,0.52,0.52,,45.244,,,0.002,-28.488,,,-0.075,64.715,0.699,65.414,-1.968,2.976,,-4.261,-1.098,-8.906,52.157,0.707186,0.563866,0.47,66.460589,83.353203,66.839218,
12/31/2014,136.165,130.423,99.762,29.474,1.187,0.0,0.0,5.742,0.0,0.0,-90.775,34.138,14.502,19.636,16.359,37.446,,0.0,2.832,45.39,32.802,27.35,-8.917,-51.235,78.192,0.996,,,73.514,0.0,0.0,0.0,79.188,0.134,78.779,-5.265,,73.514,73.53,0.016,93.456,0.786616,0.786616,0.786787,93.456,0.786616,0.786616,0.786787,,46.123,,,0.557,-29.053,,,-18.359,72.916,-6.991,65.925,-2.086,3.449,,-5.506,-1.048,-8.885,51.849,0.705412,0.554796,0.47,66.627713,84.715848,60.239618,
03/31/2015,140.399,134.161,101.305,31.048,1.808,0.0,0.0,6.238,0.0,0.0,-89.839,36.303,15.131,21.172,16.378,35.992,,0.0,1.166,50.56,-19.568,26.633,-5.567,-1.498,30.992,0.0,0.0,0.0,25.174,0.0,0.0,0.0,30.992,0.049,30.44,-5.266,,25.174,24.31,-0.864,93.842,0.27,0.27,0.259052,93.907,0.27,0.27,0.259052,,45.091,,,0.0,-0.683,,,,69.631,-0.13,69.501,-2.259,3.549,2.863,-1.783,-0.826,-7.4,63.645,0.738893,0.676635,0.485,65.638746,71.678192,65.36366,
06/30/2015,141.129,135.121,102.39,32.431,0.3,0.0,0.0,6.008,0.0,0.0,-88.955,35.852,15.667,20.185,15.099,36.225,,0.0,1.779,52.174,-13.894,26.675,-6.757,-6.024,38.28,0.0,0.0,0.0,32.48,0.0,0.0,0.0,38.28,0.061,37.746,-5.266,,32.48,32.48,0.0,94.136,0.35,0.35,0.35,94.504,0.34,0.34,0.34,,45.293,,,0.0,-6.792,,,,71.042,0.111,71.153,-2.015,3.564,3.051,-2.067,-0.7,-8.007,64.979,0.751685,0.686461,0.485,64.521707,70.652257,64.266152,
09/30/2015,142.068,136.282,105.071,30.725,0.486,0.0,0.0,5.786,0.0,0.0,-89.467,35.805,16.044,19.761,14.75,37.032,,0.0,1.88,52.601,7.133,25.099,-5.667,-26.565,59.734,0.0,0.0,0.0,53.731,0.0,0.0,0.0,59.734,0.094,58.997,-5.266,,53.731,25.976,-27.755,94.158,0.57,0.57,0.275877,94.595,0.57,0.57,0.275877,,45.606,,,0.0,-27.806,,,,71.625,0.62,72.245,-2.609,3.463,2.749,-4.562,-0.58,-8.317,62.389,0.762488,0.658466,0.485,63.607537,73.656037,63.757948,
12/31/2015,146.168,138.637,106.389,31.091,1.157,0.0,0.0,7.531,0.0,0.0,-96.838,36.873,15.013,21.86,19.373,37.58,,0.0,3.012,49.33,-25.792,24.215,-4.517,6.094,23.538,0.0,0.0,0.0,17.609,0.0,0.0,0.0,23.538,0.036,22.874,-5.266,,17.608,24.517,6.909,96.013,0.18,0.18,0.255351,96.013,0.18,0.18,0.251959,,46.113,,,1.82,-1.361,,,,64.217,11.755,75.972,-2.07,3.294,2.683,-5.12,-0.687,-10.074,63.998,0.791268,0.666556,0.485,61.294036,72.762125,72.513984,
03/31/2016,149.628,142.864,107.674,33.487,1.703,0.0,0.0,6.764,0.0,0.0,-95.876,38.555,15.87,22.685,16.299,38.716,,0.0,2.306,53.752,-0.175,24.142,-12.92,-11.047,53.577,0.0,0.0,0.0,47.877,0.0,0.0,0.0,53.577,0.085,53.143,-5.266,,47.877,35.009,-12.868,97.518,0.49,0.49,0.359,97.891,0.49,0.49,0.358548,,47.416,,,0.659,-11.641,,,,84.396,-5.613,78.783,-2.1,3.402,2.74,-2.658,-0.615,-7.229,72.323,0.803539,0.737651,0.5,62.224719,67.782725,57.916252,
06/30/2016,152.412,146.272,109.945,35.874,0.453,0.0,0.0,6.14,0.0,0.0,-99.567,40.478,16.769,23.709,16.35,40.299,,0.0,2.44,52.845,-12.201,24.401,-11.05,-1.15,40.644,0.0,0.0,0.0,34.81,0.0,0.0,0.0,40.644,0.064,40.076,-5.266,,34.81,34.262,-0.548,97.657,0.36,0.36,0.35084,98.218,0.35,0.35,0.344421,,48.13,,,0.0,-3.308,,,,79.696,1.318,81.014,-1.678,3.402,2.863,-1.824,-1.058,-9.346,73.373,0.823547,0.745873,0.5,60.712963,67.035558,61.268445,
09/30/2016,152.768,146.913,111.886,34.532,0.495,0.0,0.0,5.855,0.0,0.0,-98.228,40.431,17.058,23.373,16.046,40.705,,0.0,1.046,54.54,-43.426,21.945,-22.647,44.128,11.114,0.0,0.0,0.0,5.305,0.0,0.0,0.0,11.114,0.016,10.571,-5.266,,5.305,9.668,4.363,103.675,0.05,0.05,0.093253,104.255,0.05,0.05,0.091849,,47.827,,,0.0,-23.067,,,,30.081,54.27,84.351,-1.253,3.163,2.339,-4.298,-1.322,-7.564,75.416,0.807735,0.722175,0.5,61.901459,69.235308,172.326385,
12/31/2016,159.561,152.993,114.8,36.717,1.476,0.0,0.0,6.568,0.0,0.0,-109.48,41.954,16.698,25.256,16.631,42.606,,0.0,8.289,50.081,11.578,20.222,-9.9,-21.9,61.659,0.0,0.0,0.0,55.869,0.0,0.0,0.0,61.659,0.092,61.135,-5.266,,55.869,31.841,-24.028,104.971,0.53,0.53,0.303331,104.971,0.53,0.53,0.301099,,50.077,,,2.5,-25.41,,,0.0,83.128,6.776,89.904,-2.189,3.455,2.102,-7.361,-1.79,-10.659,73.462,0.85521,0.698806,0.5,58.465141,71.550598,63.138172,
03/31/2017,196.131,189.425,141.24,45.279,2.906,0.0,,6.706,0.0,0.0,-200.451,51.213,21.45,29.763,17.673,60.053,,,71.512,-4.32,-16.345,27.199,-9.342,-1.512,-20.665,-0.05,,,-33.223,0.0,0.0,0.0,-20.715,-0.019,-21.367,-11.856,,-33.223,-33.638,-0.415,126.649,-0.26,-0.26,-0.2656,126.649,-0.26,-0.26,-0.2656,,67.444,,,0.0,-0.012,,,,34.19,80.084,114.274,-3.365,3.733,2.457,-1.876,-3.719,-9.128,102.376,0.899434,0.805787,0.53,58.925941,65.774234,196.326323,
06/30/2017,261.305,254.704,195.992,57.256,1.456,0.0,,6.601,0.0,0.0,-180.814,64.976,28.871,36.105,16.746,92.23,,,6.862,80.491,-30.318,35.407,-12.24,7.151,50.173,0.0,0.0,0.0,48.368,0.0,0.0,0.0,50.173,0.104,49.493,-1.125,,48.368,56.406,8.038,170.088,0.28,0.28,0.331628,170.42,0.28,0.28,0.327166,,100.144,,,0.0,-5.054,,,,143.562,14.739,158.301,-5.403,3.669,1.789,-3.768,-8.593,-14.118,131.877,0.92713,0.772371,0.53,57.165646,68.619843,62.792828,
09/30/2017,262.141,256.094,195.393,59.554,1.147,0.0,0.0,6.047,0.0,0.0,-177.203,67.335,29.315,38.02,15.199,91.474,,,3.195,84.938,-21.356,34.679,-12.221,-1.102,63.582,0.0,0.0,0.0,59.666,0.0,0.0,0.0,63.582,0.132,62.813,-3.147,,59.666,59.535,-0.131,170.105,0.35,0.35,0.34999,170.466,0.35,0.35,0.349232,,99.284,,,0.0,-3.349,,,,155.733,5.769,161.502,-4.828,3.749,2.504,-6.22,-7.293,-13.016,136.398,0.945473,0.798508,0.53,56.056569,66.373759,57.891166,
12/31/2017,264.751,257.945,195.452,61.367,1.126,0.0,0.0,6.806,0.0,0.0,-186.243,70.188,30.087,40.101,18.006,90.444,,0.0,7.605,78.508,-2.304,35.344,-9.537,-23.503,76.204,9.737,,,85.139,0.0,0.0,0.0,85.941,0.171,85.139,0.0,,85.139,72.403,-12.736,170.855,0.498311,0.498311,0.423769,170.855,0.498311,0.498311,0.423769,,98.035,,,0.0,-21.987,,,,161.358,-3.425,157.933,-4.534,4.375,2.536,-14.587,-4.681,-17.348,123.694,0.922479,0.722491,0.53,57.453889,73.357358,56.119405,
03/31/2018,276.693,269.535,201.392,64.27,3.873,0.0,,7.158,0.0,0.0,-180.704,72.941,30.425,42.516,17.606,88.525,,,1.632,95.989,-42.524,36.785,-10.349,16.088,53.465,0.0,0.0,0.0,52.66,0.0,0.0,0.0,53.465,0.111,52.66,0.0,,52.66,68.78,16.12,170.704,0.31,0.31,0.40292,170.959,0.31,0.31,0.40292,,96.197,,,16.054,-0.102,,,,164.92,0.655,165.575,-4.081,4.122,2.572,-3.421,-8.422,-13.342,143.003,0.966528,0.834766,0.555,57.422011,66.485665,57.846835,
