Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,30699.0,30699.0,-29138.0,29138.0,1561.0,0.0,-985.0,,985.0,576.0,-48.0,,56.0,,,-8.0,528.0,-149.0,379.0,-1.0,-1.0,0.0,380.0,0.0,380.0,0.0,0.0,380.0,271.0,-108.0,236.0,1.61,1.61,1.148305,240.0,1.58,1.58,1.13,
09/30/2012,29755.0,29755.0,-28072.0,28072.0,1683.0,0.0,-1077.0,,1077.0,606.0,-45.0,,55.0,,,-10.0,561.0,-162.0,399.0,-2.0,-2.0,0.0,401.0,0.0,401.0,0.0,0.0,401.0,410.25,11.25,236.0,1.7,1.69,1.738347,240.0,1.67,1.66,1.706875,
12/31/2012,31099.0,31099.0,-29454.0,29454.0,1645.0,0.0,-1147.0,,1147.0,498.0,-49.0,,59.0,,,-10.0,449.0,-143.0,306.0,8.0,8.0,0.0,298.0,0.0,298.0,0.0,0.0,298.0,319.8,13.8,235.0,1.27,1.3,1.360851,240.0,1.24,1.27,1.3275,
03/31/2013,30620.0,30620.0,-28624.0,28624.0,1996.0,0.0,-1356.0,,1356.0,640.0,-254.0,,70.0,,,184.0,386.0,-127.0,259.0,0.0,0.0,0.0,259.0,,259.0,0.0,0.0,259.0,474.5,215.5,231.0,1.12,1.12,2.054113,237.0,1.1,1.1,2.009283,
06/30/2013,32239.0,32239.0,-30309.0,30309.0,1930.0,0.0,-1275.0,,1275.0,655.0,-53.0,,59.0,,,-6.0,602.0,-174.0,428.0,4.0,4.0,0.0,424.0,0.0,424.0,0.0,0.0,424.0,445.0,17.0,227.0,1.86,1.88,1.960352,232.0,1.83,1.84,1.913276,
09/30/2013,32985.0,32985.0,-30964.0,30964.0,2021.0,0.0,-1335.0,,1335.0,686.0,-50.0,,59.0,,,-9.0,636.0,-213.0,423.0,19.0,19.0,0.0,404.0,0.0,404.0,0.0,0.0,404.0,464.0,41.0,229.0,1.76,1.85,2.026201,233.0,1.74,1.82,1.995966,
12/31/2013,34336.0,34336.0,-32486.0,32486.0,1850.0,0.0,-1357.0,,1357.0,493.0,-75.0,,69.0,,,6.0,418.0,-254.0,164.0,99.0,99.0,0.0,65.0,0.0,65.0,0.0,0.0,65.0,255.05,91.05,230.0,0.28,0.71,1.108913,234.0,0.28,0.7,1.089103,
03/31/2014,37832.0,37832.0,-35281.0,35281.0,2551.0,0.0,-1946.0,,1946.0,605.0,-90.0,,113.0,,,-23.0,515.0,-116.0,399.0,34.0,34.0,0.0,365.0,5.0,370.0,0.0,0.0,370.0,492.0,88.0,230.0,1.61,1.76,2.13913,235.0,1.58,1.72,2.094468,
06/30/2014,43476.0,43476.0,-40744.0,40744.0,2732.0,0.0,-2051.0,,2051.0,681.0,-77.0,,96.0,,,-19.0,604.0,-185.0,419.0,8.0,8.0,0.0,411.0,-8.0,403.0,0.0,0.0,403.0,441.0,30.0,231.0,1.75,1.79,1.909091,235.0,1.72,1.76,1.88766,
09/30/2014,44160.0,44160.0,-41296.0,41296.0,2864.0,0.0,-2077.0,,2077.0,787.0,-73.0,,95.0,,,-22.0,714.0,-223.0,491.0,14.0,14.0,0.0,477.0,-8.0,469.0,0.0,0.0,469.0,521.0,38.0,232.0,2.02,2.08,2.24569,235.0,1.99,2.05,2.211702,
12/31/2014,46484.0,46484.0,-43586.0,43586.0,2898.0,0.0,-2098.0,,2098.0,800.0,-81.0,,93.0,,,-12.0,719.0,-198.0,521.0,10.0,10.0,0.0,511.0,-39.0,472.0,0.0,0.0,472.0,515.0,33.0,232.0,2.03,2.07,2.219828,236.0,2.0,2.04,2.179831,
03/31/2015,44925.0,44925.0,-42008.0,42008.0,2917.0,0.0,-2217.0,,2217.0,700.0,-80.0,,90.0,,,-10.0,620.0,-209.0,411.0,267.0,267.0,0.0,144.0,-12.0,132.0,0.0,0.0,132.0,588.0,189.0,232.0,0.57,1.72,2.534483,236.0,0.56,1.69,2.490847,
06/30/2015,47546.0,47546.0,-44698.0,44698.0,2848.0,0.0,-1917.0,,1917.0,931.0,-76.0,,89.0,,,-13.0,855.0,-256.0,599.0,10.0,10.0,0.0,589.0,-13.0,576.0,0.0,0.0,576.0,528.65,-57.35,232.0,2.49,2.53,2.278664,235.0,2.45,2.5,2.255957,
09/30/2015,48761.0,48761.0,-45917.0,45917.0,2844.0,0.0,-1890.0,,1890.0,954.0,-74.0,,91.0,,,-17.0,880.0,-244.0,636.0,6.0,6.0,0.0,630.0,-13.0,617.0,0.0,0.0,617.0,588.0,-35.0,232.0,2.66,2.68,2.534483,235.0,2.63,2.65,2.501064,
12/31/2015,47899.0,47899.0,-45027.0,45027.0,2872.0,0.0,-1952.0,,1952.0,920.0,-74.0,,87.0,,,-13.0,846.0,-204.0,642.0,-5.0,-5.0,0.0,647.0,-13.0,634.0,0.0,0.0,634.0,619.15,-9.85,230.0,2.76,2.74,2.691957,232.0,2.73,2.71,2.667543,
03/31/2016,46678.0,46678.0,-43826.0,43826.0,2852.0,0.0,-2112.0,,2112.0,740.0,-71.0,,86.0,,,-15.0,669.0,-204.0,465.0,21.0,21.0,0.0,444.0,-13.0,431.0,0.0,0.0,431.0,627.05,175.05,227.0,1.9,1.99,2.762335,229.0,1.88,1.97,2.73441,
06/30/2016,49733.0,49733.0,-46826.0,46826.0,2907.0,0.0,-1935.0,,1935.0,972.0,-60.0,,79.0,,,-19.0,912.0,-239.0,673.0,113.0,113.0,0.0,560.0,-18.0,542.0,0.0,0.0,542.0,652.0,-3.0,225.0,2.41,2.91,2.897778,228.0,2.38,2.88,2.866842,
09/30/2016,49957.0,49957.0,-47201.0,47201.0,2756.0,0.0,-2176.0,,2176.0,580.0,-55.0,,78.0,,,-23.0,525.0,-200.0,325.0,1.0,1.0,0.0,324.0,-17.0,307.0,0.0,0.0,307.0,611.0,303.0,226.0,1.36,1.36,2.70354,228.0,1.34,1.35,2.678947,
12/31/2016,50130.0,50130.0,-47318.0,47318.0,2812.0,0.0,-1981.0,,1981.0,831.0,-51.0,,74.0,,0.0,-23.0,780.0,-131.0,649.0,3.0,3.0,0.0,646.0,-13.0,633.0,0.0,0.0,633.0,699.0,63.0,221.0,2.87,2.89,3.162896,222.0,2.85,2.86,3.143784,
03/31/2017,48713.0,48713.0,-45917.0,45917.0,2796.0,0.0,1930.0,,-1930.0,4726.0,-52.0,,77.0,,,-25.0,4674.0,-1044.0,3630.0,7.0,7.0,0.0,3623.0,-35.0,3588.0,0.0,0.0,3588.0,551.8,-3043.2,212.0,16.92,16.95,2.60283,214.0,16.76,16.79,2.569439,
06/30/2017,51051.0,51051.0,-48491.0,48491.0,2560.0,0.0,-1927.0,,1927.0,633.0,-175.0,,68.0,,120.0,-13.0,458.0,-95.0,363.0,-2.0,-2.0,0.0,365.0,-56.0,309.0,0.0,0.0,309.0,379.4,72.4,211.0,1.46,1.46,1.798104,213.0,1.45,1.44,1.779906,
09/30/2017,52061.0,52061.0,-49227.0,49227.0,2834.0,0.0,-2595.0,,2595.0,239.0,-61.0,,69.0,,61.0,-69.0,178.0,-122.0,56.0,0.0,0.0,0.0,56.0,-55.0,1.0,0.0,0.0,1.0,578.0,577.0,209.0,0.01,0.01,2.76555,210.0,0.01,0.01,2.757619,
12/31/2017,53617.0,53617.0,-50902.0,50902.0,2715.0,0.0,-1881.0,,1881.0,834.0,-137.0,,67.0,,90.0,-20.0,697.0,263.0,960.0,-1.0,-1.0,0.0,961.0,-58.0,903.0,0.0,0.0,903.0,570.9,-331.1,207.0,4.35,4.34,2.757971,208.0,4.33,4.32,2.728173,
03/31/2018,51628.0,51628.0,-48553.0,48553.0,3075.0,0.0,-4019.0,,4019.0,-944.0,-150.0,,79.0,,-23.0,94.0,-1094.0,7.0,-1087.0,-2.0,-2.0,0.0,-1085.0,-61.0,-1146.0,0.0,0.0,-1146.0,644.71,1792.71,206.0,-5.58,-5.58,3.12966,206.0,-5.58,-5.58,3.122476,
06/30/2018,52607.0,52607.0,-49828.0,49828.0,2779.0,0.0,-2696.0,,2696.0,83.0,-77.0,,61.0,,56.0,-40.0,6.0,-87.0,-81.0,-1.0,-1.0,0.0,-80.0,-58.0,-138.0,0.0,0.0,-138.0,438.0,577.0,202.0,-0.68,-0.69,2.168317,202.0,-0.68,-0.69,2.166436,
09/30/2018,53075.0,53075.0,-50271.0,50271.0,2804.0,0.0,-2115.0,,2115.0,689.0,-102.0,,66.0,,56.0,-20.0,587.0,-35.0,552.0,-1.0,-1.0,0.0,553.0,-54.0,499.0,0.0,0.0,499.0,619.0,121.0,198.0,2.52,2.52,3.126263,199.0,2.51,2.51,3.11804,
12/31/2018,56208.0,56208.0,-53238.0,53238.0,2970.0,0.0,-2287.0,,2287.0,683.0,-33.0,,67.0,,50.0,-84.0,650.0,-123.0,527.0,1.0,1.0,0.0,526.0,-57.0,469.0,0.0,0.0,469.0,545.0,75.0,194.0,2.41,2.42,2.809278,195.0,2.4,2.42,2.804615,
03/31/2019,52429.0,52429.0,-49228.0,49228.0,3201.0,0.0,-3770.0,,3770.0,-569.0,-64.0,,70.0,,32.0,-38.0,-633.0,-111.0,-744.0,0.0,0.0,0.0,-744.0,-52.0,-796.0,0.0,0.0,-796.0,667.0,1463.0,191.0,-4.17,-4.17,3.492147,191.0,-4.17,-4.17,3.489686,
06/30/2019,55728.0,55728.0,-52941.0,52941.0,2787.0,0.0,-2153.0,,2153.0,634.0,-15.0,,56.0,,-4.0,-37.0,619.0,-136.0,483.0,6.0,6.0,0.0,477.0,-54.0,423.0,0.0,0.0,423.0,489.0,60.0,188.0,2.25,2.28,2.601064,189.0,2.24,2.27,2.58746,
09/30/2019,57616.0,57616.0,-54749.0,54749.0,2867.0,0.0,-2241.0,,2241.0,626.0,-1596.0,,64.0,,1454.0,78.0,-970.0,294.0,-676.0,1.0,1.0,0.0,-677.0,-53.0,-730.0,0.0,0.0,-730.0,538.0,1267.0,183.0,-3.99,-3.99,2.939891,183.0,-3.99,-3.99,2.933497,
12/31/2019,59172.0,59172.0,-56139.0,56139.0,3033.0,0.0,-2673.0,,2673.0,360.0,-66.0,,64.0,,28.0,-26.0,294.0,-47.0,247.0,5.0,5.0,0.0,242.0,-56.0,186.0,0.0,0.0,186.0,599.0,408.0,179.0,1.04,1.06,3.346369,180.0,1.03,1.06,3.326667,
03/31/2020,58535.0,58535.0,-55199.0,55199.0,3336.0,0.0,-2467.0,,2467.0,869.0,332.0,,65.0,,-370.0,-27.0,1201.0,-129.0,1072.0,-6.0,-6.0,0.0,1078.0,-57.0,1021.0,0.0,0.0,1021.0,692.0,-323.0,173.0,5.89,5.86,4.0,174.0,5.85,5.82,3.963678,
06/30/2020,55679.0,55679.0,-52979.0,52979.0,2700.0,0.0,-2022.0,,2022.0,678.0,-33.0,,60.0,,0.0,-27.0,645.0,-150.0,495.0,1.0,1.0,0.0,494.0,-50.0,444.0,0.0,0.0,444.0,408.0,-37.0,162.0,2.74,2.74,2.518519,163.0,2.72,2.72,2.493006,
09/30/2020,59402.538,,,,2839.4413164,,,,,780.2,,,,,,,737.875,,582.0,,,,,,582.0,,,582.0,629.909,,,3.178,3.178,3.814,,3.178,3.178,3.814,
12/31/2020,62188.0,,,,3056.5402,,,,,921.0,,,,,,,881.125,,660.333,,,,,,660.333,,,660.333,648.0,,,3.29,3.29,4.03,,3.29,3.29,4.03,
