Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2006,8552.808,902.691,661.377,241.314,317.353,317.353,,169.102,45.691,105.291,18.12,0.0,323.421,,,,1712.567,1280.385,1588.999,-308.614,1412.238,,1412.238,4147.618,3901.998,1154.757,2747.241,,245.62,6840.241,,100.457,100.457,,,,0.0,0.0,0.0,0.0,,,482.398,,,482.398,582.855,96.694,96.694,0.0,0.0,,723.481,,,,,,723.481,820.175,1403.03,0.0,8308.405,,,-319.655,-860.827,21.855,7149.778,0.0,7149.778,8552.808,
03/31/2007,8709.58,1127.579,780.94,346.639,324.569,324.569,,186.22,50.061,111.382,24.777,0.0,302.973,,,,1941.341,1291.041,,,1653.363,,1385.666,3823.835,3823.835,1135.745,2688.09,,0.0,6768.239,,102.183,102.183,,,,9.148,9.148,0.0,0.0,,,389.117,,,389.117,500.448,52.043,52.043,0.0,0.0,,809.923,,,,,,809.923,861.966,1362.414,0.0,8286.917,,,-150.194,-821.215,31.658,7347.166,,7347.166,8709.58,
06/30/2007,8935.715,1802.717,1611.581,191.136,359.518,359.518,,207.897,54.7,125.1,28.1,0.0,323.874,,,,2694.006,1330.899,,,917.403,,917.403,3993.407,3762.739,1135.939,2626.8,,230.668,6241.709,,99.44,99.44,,,,3001.927,11.897,2990.03,2990.03,,,363.562,,,363.562,3464.929,51.348,51.348,0.0,0.0,,782.739,,,,,,782.739,834.087,4299.016,0.0,8287.13,,,-25.346,-666.955,-2958.13,4636.699,0.0,4636.699,8935.715,
09/30/2007,7816.375,671.347,437.326,234.021,378.807,378.807,,222.857,48.9,142.9,31.1,0.0,347.459,,,,1620.47,1392.577,,,1103.904,,921.994,3699.424,3699.458,1136.858,2562.6,,-0.034,6195.905,,92.336,92.336,,,,1510.113,1510.113,0.0,0.0,,,386.295,,,386.295,1988.744,50.113,50.113,0.0,0.0,,784.819,,,,,,784.819,834.932,2823.676,0.0,5497.652,,,,-553.08,48.127,4992.699,,4992.699,7816.375,
12/31/2007,8628.815,979.07,659.662,319.408,392.646,392.646,,233.987,46.4,155.4,32.2,0.0,762.704,,,,2368.407,1497.4,1917.7,-420.3,932.271,,932.271,3830.754,3629.772,1137.372,2492.4,,200.982,6260.425,,90.672,90.672,,,,1719.344,1719.344,0.0,0.0,,,379.159,,,379.159,2189.175,51.843,51.843,0.0,0.0,,853.502,,,,,,853.502,905.345,3094.52,0.0,5807.218,,,0.0,-352.169,79.246,5534.295,0.0,5534.295,8628.815,
03/31/2008,8170.653,845.419,688.499,156.92,451.48,451.48,,237.172,50.3,150.2,36.7,0.0,606.404,,,,2140.475,1581.664,,,674.529,,674.529,3773.985,3561.49,1140.19,2421.3,,212.495,6030.178,,114.842,114.842,,,,12.841,12.841,0.0,0.0,,,579.489,,,579.489,707.172,1060.448,1060.448,0.0,0.0,,870.325,,,,,,870.325,1930.773,2637.945,0.0,5848.692,,,-240.219,-199.204,123.439,5532.708,0.0,5532.708,8170.653,
06/30/2008,8172.826,701.008,466.493,234.515,482.797,482.797,,255.028,47.3,171.7,36.0,0.0,722.195,,,,2161.028,1629.398,,,691.044,,691.044,3691.356,3487.197,1139.597,2347.6,,204.159,6011.798,,116.755,116.755,,,,11.544,11.544,0.0,0.0,,,757.142,,,757.142,885.441,1038.086,1038.086,0.0,0.0,,726.368,,,,,,726.368,1764.454,2649.895,0.0,5979.349,,,-474.396,-103.137,121.115,5522.931,,5522.931,8172.826,
09/30/2008,8535.208,1227.828,1010.701,217.127,484.636,484.636,,249.858,34.2,168.8,46.9,0.0,676.758,,,,2639.08,1579.938,,,927.877,,717.182,3388.313,3388.347,1137.547,2250.8,,-0.034,5896.128,,123.512,123.512,,,,10.215,10.215,0.0,0.0,,,852.145,,,852.145,985.872,1042.427,1042.427,0.0,0.0,,738.431,,,,,,738.431,1780.858,2766.73,0.0,6029.26,,,-369.574,75.361,33.431,5768.478,0.0,5768.478,8535.208,
12/31/2008,8478.991,1341.971,622.385,719.586,446.665,446.665,,263.602,29.8,180.0,53.8,0.0,405.762,,,,2458.0,1594.8,2131.8,-537.0,1126.558,,891.406,3299.633,3299.721,1138.621,2161.1,,-0.088,6020.991,,107.417,107.417,,,,57.658,,,,,,758.147,,,758.147,923.222,1085.431,,,,,664.255,,,,,,664.255,1749.686,2672.908,,6074.106,,,-527.097,270.18,-11.106,5806.083,,5806.083,8478.991,
03/31/2009,8575.206,1401.323,764.104,637.219,481.214,481.214,0.0,268.076,40.976,182.6,44.5,0.0,330.04,,,327.94,2480.653,1562.174,,,1060.875,,1060.875,3471.504,3210.421,1138.621,2071.8,,261.074,6094.553,,781.279,104.271,247.319,,429.689,26.488,0.0,,,,26.488,0.0,,,0.0,807.767,1082.909,1082.909,,,,664.276,,,,,345.784,318.492,1747.185,2554.952,0.0,6110.066,0.149,6109.917,-478.045,388.019,-32.346,5987.694,32.56,6020.254,8575.206,
06/30/2009,8777.196,1623.074,786.804,836.27,511.286,511.286,0.0,268.529,38.8,173.4,56.3,0.029,341.389,,,341.389,2744.278,1608.66,2197.46,-588.8,1047.611,,1047.611,3376.647,3117.14,1138.621,1978.519,,259.507,6032.918,,789.229,210.941,81.594,,496.694,14.697,0.0,,,,14.697,0.0,,,0.0,803.926,1085.607,1085.607,,,,641.958,,,,,310.962,330.996,1727.565,2531.491,0.0,6143.085,0.149,6142.936,-458.472,516.632,11.293,6212.538,33.167,6245.705,8777.196,
09/30/2009,9026.437,1407.676,585.788,821.888,550.995,550.995,0.0,278.686,40.586,168.4,69.7,0.0,334.902,,,334.902,2572.259,1634.696,,,1497.447,,1497.447,3322.035,3065.736,1138.621,1927.115,,256.299,6454.178,,705.916,108.547,59.961,,537.408,15.452,0.0,15.452,15.452,,,0.0,,,0.0,721.368,1085.844,1085.844,,,,621.415,,,,,289.654,331.761,1707.259,2428.627,0.0,6184.464,0.149,6184.315,-438.71,781.321,37.114,6564.189,33.621,6597.81,9026.437,
12/31/2009,8551.854,1263.724,581.889,681.835,551.208,551.208,0.0,293.95,49.15,174.0,70.8,0.0,371.713,0.0,,355.913,2480.595,1637.083,2279.583,-642.5,1194.08,,1194.08,3240.096,3009.699,1138.621,1871.078,,230.397,6071.259,,695.18,118.534,75.891,0.0,500.755,19.762,0.0,0.0,0.0,,19.762,0.0,0.0,11.1,0.0,714.942,1080.207,1080.207,0.0,0.0,,494.823,0.0,5.7,,,240.618,237.405,1575.03,2289.972,0.0,5782.064,0.144,5781.92,-679.92,1068.89,50.496,6221.53,40.352,6261.882,8551.854,
03/31/2010,8217.323,1152.674,639.559,513.115,560.777,560.777,0.0,280.038,43.738,155.7,80.6,0.0,415.523,2.2,,381.623,2409.012,1604.573,2276.473,-671.9,1032.223,,1032.223,3171.515,2960.754,1138.621,1822.133,,208.561,5808.311,,663.215,121.356,108.972,,432.887,19.115,0.0,,,,19.115,0.0,,,0.0,682.33,1076.201,1076.201,,,,508.198,,,,,248.898,259.3,1584.399,2266.729,0.0,5268.604,0.139,5268.465,-513.627,1131.523,22.872,5909.372,41.222,5950.594,8217.323,
06/30/2010,7502.15,969.672,720.962,248.71,548.893,548.893,0.0,267.878,49.1,127.6,91.1,0.078,468.788,0.1,,407.388,2255.231,1571.521,2275.121,-703.6,566.118,,566.118,3109.28,2907.55,1138.621,1768.929,,201.63,5246.919,,745.562,144.476,113.283,,487.803,10.096,0.0,,,,10.096,0.0,,,0.0,755.658,1069.725,1069.725,,,,465.477,,,,,207.492,257.985,1535.202,2290.86,0.0,4282.868,0.129,4282.739,-488.98,1405.34,-28.422,5170.806,40.484,5211.29,7502.15,
09/30/2010,7394.147,824.592,626.757,197.835,616.697,616.697,0.0,269.313,51.613,126.0,91.7,0.0,420.529,,,420.529,2131.131,1641.791,,,560.006,,560.006,3061.219,2853.963,1138.621,1715.342,,207.256,5263.016,,813.184,143.699,115.689,,553.796,11.296,0.0,,,,11.296,0.0,,,0.0,824.48,1068.776,1068.776,,,,430.69,,,,,174.615,256.075,1499.466,2323.946,0.0,3855.814,0.124,3855.69,-462.81,1646.852,-9.161,5030.695,39.506,5070.201,7394.147,
12/31/2010,8092.493,1207.744,759.598,448.146,605.329,605.329,0.0,289.066,58.966,142.2,87.9,0.0,438.281,,,436.981,2540.42,1641.634,2408.834,-767.2,743.101,,743.101,3167.338,2919.14,1146.314,1772.826,,248.198,5552.073,,912.969,162.529,84.517,,665.923,137.153,0.0,0.0,0.0,,137.153,0.0,,12.2,0.0,1050.122,1066.379,1066.379,0.0,0.0,,526.549,,8.2,,,200.95,305.199,1592.928,2643.05,,3895.227,0.124,3895.103,-349.592,1872.481,-21.61,5396.506,52.937,5449.443,8092.493,
03/31/2011,8293.524,1228.545,790.675,437.87,687.609,687.609,0.0,295.26,62.06,147.4,85.8,0.0,416.901,,,416.901,2628.315,1673.502,2463.402,-789.9,885.444,,885.444,3106.263,2878.158,1146.314,1731.844,,228.105,5665.209,,844.067,159.136,93.483,,591.448,134.779,0.0,,,,134.779,0.0,,,0.0,978.846,1065.613,1065.613,,,,574.765,,,,,218.504,356.261,1640.378,2619.224,0.0,3975.553,0.125,3975.428,-537.215,2166.813,-0.992,5604.159,70.141,5674.3,8293.524,
06/30/2011,8621.979,1326.744,697.526,629.218,666.96,666.96,0.0,308.254,59.754,165.6,82.9,0.0,386.665,,,386.665,2688.623,1712.869,2483.969,-771.1,1183.559,,1183.559,3036.928,2825.181,1146.314,1678.867,,211.747,5933.356,,822.349,170.746,10.33,,641.273,131.981,0.0,,,,131.981,0.0,,,0.0,954.33,1062.986,1062.986,,,,548.469,,,,,196.784,351.685,1611.455,2565.785,0.0,4224.992,0.127,4224.865,-728.503,2454.848,25.713,5977.05,79.144,6056.194,8621.979,
09/30/2011,8802.204,1519.521,575.14,944.381,581.052,581.052,0.0,310.934,63.634,169.0,78.3,0.0,425.781,,,425.781,2837.288,1572.259,2321.359,-749.1,1349.359,,1349.359,3043.298,2805.428,1146.314,1659.114,,237.87,5964.916,,881.924,159.197,47.984,,674.743,3.422,0.0,,,,3.422,0.0,,,0.0,885.346,1060.639,1060.639,,,,622.625,,,,,238.175,384.45,1683.264,2568.61,0.0,4143.557,0.128,4143.429,-728.503,2806.523,7.571,6229.148,4.446,6233.594,8802.204,
12/31/2011,9049.604,1690.657,514.542,1176.115,584.603,584.603,,326.843,83.843,169.4,73.6,0.0,373.324,,,373.324,2975.427,1571.387,2353.487,-782.1,1416.737,,1416.737,3086.053,2754.505,1146.314,1608.191,,331.548,6074.177,,909.597,186.448,45.939,,677.21,3.292,0.0,0.0,0.0,,3.292,0.0,,,0.0,912.889,1060.808,1060.808,0.0,0.0,,648.92,,18.6,,,248.644,381.676,1709.728,2622.617,,4185.176,0.128,4185.048,-839.903,3106.761,-26.535,6425.499,1.488,6426.987,9049.604,
03/31/2012,9113.549,1276.612,298.139,978.473,684.242,684.242,0.0,337.619,90.819,163.5,83.3,0.0,379.477,,,364.777,2677.95,1617.459,2438.959,-821.5,1471.943,,1471.943,3346.197,2977.26,1193.279,1783.981,,368.937,6435.599,,883.258,173.33,50.066,,659.862,453.361,0.0,,,,453.361,0.7,,,0.0,1337.319,626.012,626.012,,,,841.67,,,,,324.264,517.406,1467.682,2805.001,0.0,4217.377,0.129,4217.248,-1303.074,3409.308,-17.71,6305.901,2.647,6308.548,9113.549,
06/30/2012,9162.38,1406.05,456.811,949.239,683.841,683.841,0.0,362.94,92.94,166.8,103.2,0.0,416.088,,,380.388,2868.919,1622.812,2477.512,-854.7,1467.909,,1467.909,3202.74,2930.876,1197.904,1732.972,,271.864,6293.461,,979.82,159.152,58.315,,762.353,453.045,0.0,,,,453.045,0.0,,,0.0,1432.865,641.568,641.568,,,,817.262,,,,,282.904,534.358,1458.83,2891.695,,3825.774,0.127,3825.647,-1303.074,3796.154,-50.557,6268.297,2.388,6270.685,9162.38,
09/30/2012,9630.621,1605.794,451.723,1154.071,661.519,661.519,0.0,392.936,101.936,183.6,107.4,0.0,395.139,,,388.739,3055.388,1676.583,2574.9,-898.317,1741.534,,1741.534,3157.116,2885.972,1204.74,1681.232,,271.144,6575.233,,1067.384,157.424,44.252,,865.708,453.209,0.0,,,,453.209,0.5,,,0.0,1521.093,658.442,658.442,,,,789.146,,,,,249.577,539.569,1447.588,2968.681,,3819.19,0.127,3819.063,-1303.074,4194.551,-51.115,6659.552,2.388,6661.94,9630.621,
12/31/2012,10130.118,1705.71,570.721,1134.989,686.848,686.848,,447.373,101.773,244.9,100.7,0.0,404.406,,,403.806,3244.337,1742.226,2683.326,-941.1,2036.658,,2036.658,3106.897,2832.843,1201.296,1631.547,,274.054,6885.781,,1192.51,203.999,20.066,,968.445,453.379,0.0,0.0,0.0,,453.379,11.5,,0.0,0.0,1657.389,687.396,687.396,0.0,0.0,,821.538,0.0,36.4,36.4,0.0,217.272,567.866,1508.934,3166.323,,3854.652,0.127,3854.525,-1324.618,4486.794,-55.305,6961.523,2.272,6963.795,10130.118,
03/31/2013,10164.717,663.302,663.302,0.0,753.611,753.611,0.0,506.557,109.757,276.1,120.7,0.0,3405.368,,,3398.368,5328.838,1736.811,2720.611,-983.8,0.0,,0.0,3099.068,2792.229,1210.718,1581.511,,306.839,4835.879,,1075.145,165.207,28.045,,881.893,203.317,0.0,,,,203.317,3.2,,,0.0,1281.662,711.831,711.831,,,,831.618,,,,,156.667,674.951,1543.449,2825.111,0.0,3859.083,0.128,3858.955,-1365.641,4913.543,-67.975,7339.01,0.596,7339.606,10164.717,
06/30/2013,10841.59,667.67,392.507,275.163,861.457,861.457,0.0,570.39,110.09,347.2,113.1,0.0,423.704,,,417.804,2523.221,1787.776,2818.176,-1030.4,107.139,,107.139,6423.454,5889.602,1210.718,4678.884,,533.852,8318.369,,1294.986,163.094,81.563,,1050.329,3.188,0.0,,,,3.188,5.9,,,0.0,1304.074,726.388,726.388,,,,908.983,,,,,313.341,595.642,1635.371,2939.445,0.0,3918.113,0.128,3917.985,-1365.641,5404.213,-55.136,7901.549,0.596,7902.145,10841.59,
09/30/2013,11250.249,668.693,427.811,240.882,891.396,891.396,0.0,614.483,112.183,389.8,112.5,0.0,469.1,,,467.3,2643.672,1806.074,2880.074,-1074.0,373.558,,373.558,6426.945,5790.917,1210.718,4580.199,,636.028,8606.577,,1498.226,166.709,144.18,,1187.337,3.385,0.0,,,,3.385,17.1,,0.0,0.0,1518.711,694.894,694.894,,,,910.956,,,,,302.483,608.473,1605.85,3124.561,0.0,3987.505,0.128,3987.377,-1724.927,5891.829,-29.315,8125.092,0.596,8125.688,11250.249,
12/31/2013,11863.335,1222.729,602.562,620.167,824.406,824.406,0.0,659.003,115.003,435.4,108.6,0.0,478.796,0.0,,474.996,3184.934,1750.71,2869.01,-1118.3,625.772,,625.772,6301.919,5707.569,1232.916,4474.653,,594.35,8678.401,,1731.285,219.913,179.685,0.0,1331.687,3.494,0.0,0.0,0.0,,3.494,23.5,0.0,0.0,0.0,1758.279,592.433,592.433,0.0,0.0,,891.785,0.0,42.6,42.6,0.0,232.554,616.631,1484.218,3242.497,0.0,4023.779,0.128,4023.651,-1724.927,6349.135,-27.745,8620.242,0.596,8620.838,11863.335,
03/31/2014,12230.131,1260.211,828.601,431.61,1018.487,1018.487,0.0,672.75,122.65,421.2,128.9,0.0,573.576,0.1,,571.076,3525.024,1744.266,2908.166,-1163.9,724.272,,724.272,6236.569,5597.3,1232.916,4364.384,,639.169,8705.107,,1573.897,212.809,161.045,,1200.043,3.55,0.0,,,,3.55,16.8,,2.2,0.0,1594.247,591.012,591.012,,,,903.809,,,,,200.901,700.708,1494.821,3089.068,0.0,4054.902,0.128,4054.774,-1724.927,6829.091,-22.355,9136.711,4.352,9141.063,12230.131,
06/30/2014,12917.998,1573.066,863.197,709.869,1002.328,1002.328,0.0,715.935,124.835,447.4,143.7,0.0,633.684,0.6,,632.184,3925.013,1756.164,2966.764,-1210.6,1010.837,,1010.837,6225.984,5614.193,1364.815,4249.378,,611.191,8992.985,,1904.638,224.931,192.758,,1486.949,3.386,0.0,,,,3.386,8.6,,0.5,0.0,1916.624,586.091,586.091,,,,850.057,,,,,139.092,710.465,1436.148,3352.772,0.0,4106.212,0.128,4106.084,-2061.832,7543.597,-26.678,9561.299,3.927,9565.226,12917.998,
09/30/2014,13704.142,1861.346,1186.281,675.065,1091.232,1091.232,0.0,753.063,133.763,478.6,140.7,0.0,666.47,7.8,,631.37,4372.111,1724.129,2970.529,-1246.4,1371.431,,1371.431,6236.471,5670.958,1541.204,4129.754,,557.713,9332.031,,1930.627,233.629,159.638,,1537.36,3.22,0.0,,,,3.22,6.8,,0.0,0.0,1940.647,583.977,583.977,,,,748.633,,,,,90.357,658.276,1332.61,3273.257,0.0,4150.136,0.129,4150.007,-2084.908,8400.455,-37.987,10427.696,3.189,10430.885,13704.142,
12/31/2014,14316.559,1845.384,1204.924,640.46,1292.445,1292.445,0.0,804.022,128.3,511.5,164.2,0.022,730.822,1.9,,660.022,4672.673,1765.683,2952.083,-1186.4,1470.652,,1470.652,6407.551,5788.756,1760.249,4028.507,,616.895,9643.886,,2211.17,229.178,168.058,0.0,1813.934,3.136,0.0,0.0,0.0,,3.136,5.4,0.0,0.0,0.0,2219.706,582.061,582.061,0.0,0.0,,700.752,0.0,,,,50.656,650.096,1282.813,3502.519,0.0,4196.285,0.129,4196.156,-2611.706,9283.919,-59.488,10809.01,5.03,10814.04,14316.559,
03/31/2015,15219.454,2151.997,1478.051,673.946,1389.995,1389.995,0.0,825.349,139.7,513.1,172.6,-0.051,891.555,6.2,,729.555,5258.896,1739.628,2957.428,-1217.8,1377.325,,1377.325,6843.605,6202.975,1849.852,4353.123,,634.43,9960.558,,1934.077,236.128,322.075,,1375.874,3.254,0.0,,,,3.254,8.9,,3.7,0.0,1946.231,580.672,580.672,,,,1023.093,,,,,130.564,888.829,1603.765,3549.996,0.0,4242.555,0.129,4242.426,-2611.706,10106.46,-70.538,11666.771,2.687,11669.458,15219.454,
06/30/2015,16759.171,2368.673,1282.078,1086.595,1310.821,1310.821,0.0,865.738,173.2,516.7,175.8,0.038,1073.753,17.2,,973.253,5618.985,1837.67,3111.87,-1274.2,2101.796,,2101.796,7200.72,6449.132,2154.341,4294.791,,734.388,11140.186,,2542.07,282.702,457.769,,1801.599,3.262,0.0,,,,3.262,10.5,,,0.0,2555.832,576.207,576.207,,,,1054.134,,,,,138.403,915.731,1630.341,4186.173,0.0,4251.572,0.129,4251.443,-2611.706,11033.736,-101.025,12572.577,0.421,12572.998,16759.171,
09/30/2015,20728.368,5842.502,4089.003,1753.499,1327.78,1327.78,0.0,918.921,221.5,537.7,159.7,0.021,1181.67,5.6,,1125.87,9270.873,2027.821,3348.321,-1320.5,1947.354,,1947.354,7482.32,6590.099,2408.854,4181.245,,886.621,11457.495,,2605.997,251.228,458.672,,1896.097,5.171,0.0,,,,5.171,22.8,,8.5,0.0,2633.968,6529.275,6529.275,,,,998.182,,,,,136.761,852.921,7527.457,10161.425,0.0,1342.497,0.124,1342.373,-2611.713,11999.358,-157.416,10572.726,-5.783,10566.943,20728.368,
12/31/2015,19504.8,3428.5,1308.0,2120.5,1227.0,1227.0,0.0,893.4,213.0,537.4,143.0,0.0,1151.4,0.3,,1124.5,6700.3,2187.6,3517.7,-1330.1,2760.4,,2760.4,7856.5,6748.9,2663.8,4085.1,871.7,235.6,12804.5,,2560.7,267.4,208.7,,2084.6,4.8,0.0,1.7,1.7,,3.1,12.2,0.0,2.5,0.0,2577.7,6521.5,6503.4,18.1,18.1,,1030.7,0.0,70.0,,,124.9,833.3,7552.2,10129.9,0.0,0.1,0.1,0.0,-2611.7,12208.4,-224.0,9372.8,2.1,9374.9,19504.8,
03/31/2016,20674.7,3585.4,1130.7,2454.7,1395.1,1395.1,0.0,964.6,249.5,571.0,144.1,0.0,1256.2,12.8,,1238.4,7201.3,2258.9,3653.3,-1394.4,3189.8,,3189.8,8024.7,6930.1,2917.9,4012.2,,1081.8,13473.4,,2732.2,271.3,496.5,,1964.4,4.9,0.0,,,,4.9,39.5,,7.1,0.0,2776.6,6535.6,6535.6,,,,1034.4,,,,,117.8,909.5,7570.0,10346.6,0.0,18.5,0.1,18.4,-2611.7,13179.3,-259.3,10326.8,1.3,10328.1,20674.7,
06/30/2016,21514.8,3796.8,1362.0,2434.8,1293.0,1293.0,0.0,996.4,235.0,622.3,139.1,0.0,1361.5,23.6,,1355.0,7447.7,2301.8,3772.8,-1471.0,3477.6,,3477.6,8287.7,7134.7,3167.1,3967.6,,1129.4,14067.1,,2486.6,225.9,212.8,,2047.9,4.8,0.0,,,,4.8,24.8,,0.0,0.0,2516.2,6538.3,6538.3,,,,1056.6,,,,,105.6,951.0,7594.9,10111.1,0.0,69.2,0.1,69.1,-2611.7,14229.1,-282.8,11403.8,-0.1,11403.7,21514.8,
09/30/2016,22104.9,4316.0,2084.8,2231.2,1467.8,1467.8,0.0,1009.7,166.4,672.2,171.1,0.0,1298.3,12.1,,1290.1,8091.8,2387.0,3915.4,-1528.4,3096.9,,3096.9,8529.2,7289.6,3419.7,3869.9,,1227.5,14013.1,,2480.8,274.0,208.8,,1998.0,4.9,0.0,,,,4.9,14.0,,0.0,0.0,2499.7,6529.6,6529.6,,,,960.8,,,,,98.7,862.1,7490.4,9990.1,0.0,0.1,0.1,0.0,-2611.7,15030.0,-300.9,12117.5,-2.7,12114.8,22104.9,
12/31/2016,22876.8,4895.1,2326.5,2568.6,1441.6,1441.6,0.0,1001.6,170.4,660.9,170.3,0.0,1393.9,6.6,,1339.5,8732.2,2501.8,3941.1,-1439.3,2829.4,,2829.4,8813.4,7477.6,3669.3,3808.3,1071.8,257.4,14144.6,,3406.2,279.8,231.9,,2894.5,4.7,0.0,1.7,1.7,,3.0,9.0,0.0,4.6,0.0,3419.9,6512.7,6496.3,16.4,16.4,,815.6,0.0,74.5,,,93.1,643.4,7328.3,10748.2,0.0,0.1,0.1,0.0,-2611.7,15071.6,-319.9,12140.1,-11.5,12128.6,22876.8,
03/31/2017,21195.9,2880.2,924.0,1956.2,1501.5,1501.5,0.0,921.6,158.2,606.6,156.8,0.0,1556.4,3.3,,1515.2,6859.7,2610.9,4049.0,-1438.1,2825.2,,2825.2,8900.1,7715.6,3611.7,4103.9,,1181.2,14336.2,,2421.6,316.4,70.0,,2035.2,561.5,0.0,,,,561.5,9.4,,4.2,0.0,2992.5,5952.7,5952.7,,,,783.3,,,,,94.5,684.6,6736.0,9728.5,0.0,0.1,0.1,0.0,-2977.1,14781.2,-325.2,11479.0,-11.6,11467.4,21195.9,
06/30/2017,21759.0,2893.0,1169.5,1723.5,1630.2,1630.2,0.0,936.5,148.3,604.0,184.2,0.0,1649.0,40.8,,1644.4,7108.7,2827.6,4339.0,-1511.4,2632.7,,2632.7,9190.0,7921.7,3870.4,4051.3,,1227.5,14650.3,,2819.5,330.3,52.6,,2436.6,559.9,0.0,,,,559.9,0.3,,29.5,0.0,3379.7,5954.0,5954.0,,,,851.7,,,,,100.8,721.4,6805.7,10185.4,0.0,19.4,0.1,19.3,-2977.1,14881.7,-338.8,11585.2,-11.6,11573.6,21759.0,
09/30/2017,23073.2,3508.3,1548.1,1960.2,1567.5,1567.5,0.0,1007.2,208.1,623.6,175.5,0.0,1485.0,24.2,,1483.4,7568.0,2995.9,4576.5,-1580.6,3062.0,,3062.0,9447.3,8146.9,4127.5,4019.4,,1276.2,15505.2,,2874.0,298.7,121.3,,2454.0,573.2,0.0,,,,573.2,1.2,,80.8,0.0,3448.4,5938.3,5938.3,,,,837.6,,,,,120.7,636.1,6775.9,10224.3,0.0,59.3,0.1,59.2,-2977.1,16107.7,-329.4,12860.5,-11.6,12848.9,23073.2,
12/31/2017,23652.6,3689.0,1573.8,2115.2,1787.0,1787.0,0.0,902.7,162.4,582.9,157.4,0.0,1494.6,,,1492.1,7873.3,3182.4,4741.5,-1559.1,3488.9,431.6,3057.3,9108.0,8512.1,4632.5,3879.6,595.9,0.0,15779.3,,3361.8,395.5,68.2,,2898.1,3.2,0.0,0.0,0.0,,3.2,3.2,0.0,84.7,0.0,3368.2,5935.0,5935.0,0.0,0.0,,1751.3,0.0,91.8,,,122.6,1452.2,7686.3,11054.5,0.0,97.9,0.1,97.8,-2977.1,15810.4,-318.4,12612.8,-14.7,12598.1,23652.6,
03/31/2018,26090.1,5916.0,4108.0,1808.0,1939.2,1939.2,0.0,890.8,164.3,578.5,148.0,0.0,1449.4,,,1446.2,10195.4,3334.7,4966.2,-1631.5,1200.2,,1200.2,11359.8,8702.3,4907.8,3794.5,2277.4,380.1,15894.7,,3033.3,345.8,231.9,,2455.6,3.3,0.0,,,,3.3,115.5,,32.2,0.0,3152.1,5929.4,5929.4,,,,2971.1,,,,,1331.1,1607.8,8900.5,12052.6,0.0,0.1,0.1,0.0,-2977.1,17334.6,-303.9,14053.7,-16.2,14037.5,26090.1,
06/30/2018,23952.9,3224.2,1250.2,1974.0,1951.0,1951.0,0.0,931.7,176.1,597.1,158.5,0.0,1325.2,8.8,,1294.0,7432.1,3409.0,5080.7,-1671.7,1160.2,,1160.2,11951.6,8831.6,5170.3,3661.3,2217.9,893.3,16520.8,,3131.1,295.7,223.0,,2612.4,0.0,0.0,,,,0.0,21.3,,22.2,0.0,3152.4,5928.4,5928.4,,,,2618.4,,,,,1160.8,1435.4,8546.8,11699.2,0.0,0.1,0.1,0.0,-2977.1,15499.5,-261.6,12260.9,-7.2,12253.7,23952.9,
09/30/2018,25492.2,4428.4,2386.7,2041.7,2017.3,2017.3,0.0,916.6,181.8,598.3,136.5,0.0,1356.7,5.4,,1327.0,8719.0,3538.9,5269.5,-1730.6,1244.5,,1244.5,11989.8,8819.1,5440.1,3379.0,2160.9,1004.4,16773.2,,3154.6,342.3,254.1,,2558.2,0.0,0.0,,,,0.0,20.3,,10.9,0.0,3174.9,5931.1,5931.1,,,,2626.4,,,,,1114.6,1500.9,8557.5,11732.4,0.0,47.9,0.1,47.8,-2977.1,16944.1,-248.3,13766.6,-6.8,13759.8,25492.2,
