Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,1501.914,1501.914,-1025.759,1025.759,476.155,0.0,-321.091,10.447,,9.146,301.498,155.064,0.137,-2.467,0.248,-2.715,,,2.33,155.201,-62.061,93.14,0.0,0.0,0.0,93.14,-0.297,92.843,0.0,0.0,92.843,92.843,0.0,211.988482,0.44,0.44,0.44,214.159723,0.43,0.43,0.43,
03/31/2012,1411.37,1411.37,-964.799,964.799,446.571,0.0,-321.3,8.663,,9.545,303.092,125.271,3.837,-3.36,0.0,-3.36,,,-0.477,129.108,-52.386,76.722,0.0,0.0,0.0,76.722,-0.015,76.707,0.0,0.0,76.707,76.707,0.0,212.097662,0.36,0.36,0.36,214.19951,0.36,0.36,0.36,
06/30/2012,1504.952,1504.952,-1051.301,1051.301,453.651,0.0,-321.248,8.86,,9.67,302.718,132.403,6.51,-3.05,0.0,-3.05,,,-3.46,138.913,-54.892,84.021,0.0,0.0,0.0,84.021,-0.066,83.955,0.0,0.0,83.955,83.955,0.0,211.724082,0.4,0.4,0.4,213.212912,0.39,0.39,0.39,
09/30/2012,1531.664,1531.664,-1066.526,1066.526,465.138,0.0,-320.039,7.847,,10.03,302.162,145.099,3.881,-2.831,0.0,-2.831,,,-1.05,148.98,-60.253,88.727,0.0,0.0,0.0,88.727,-0.237,88.49,0.0,0.0,88.49,88.49,0.0,210.135763,0.42,0.42,0.42,211.397602,0.42,0.42,0.42,
12/31/2012,1535.729,1535.729,-1074.219,1074.219,461.51,0.0,-333.485,8.814,,10.695,313.976,128.025,5.367,-3.522,0.0,-3.522,,,-1.845,133.392,-49.893,83.499,0.0,0.0,0.0,83.499,0.709,84.208,0.0,0.0,84.208,84.208,0.0,207.766619,0.41,0.41,0.41,208.963216,0.4,0.4,0.4,
03/31/2013,1410.485,1410.485,-965.201,965.201,445.284,0.0,-316.766,7.257,,11.278,298.231,128.518,4.774,-3.243,0.0,-3.243,,,-1.531,133.292,-52.682,80.61,0.0,0.0,0.0,80.61,-0.295,80.315,0.0,0.0,80.315,80.315,0.0,206.475095,0.39,0.39,0.39,207.613863,0.39,0.39,0.39,
06/30/2013,1503.224,1503.224,-1031.352,1031.352,471.872,0.0,-328.293,8.328,,11.674,308.291,143.579,7.395,-3.07,0.0,-3.07,,,-4.325,150.974,-58.311,92.663,0.0,0.0,0.0,92.663,-0.348,92.315,0.0,0.0,92.315,92.315,0.0,206.444464,0.45,0.45,0.45,207.192534,0.45,0.45,0.45,
09/30/2013,1537.966,1537.966,-1053.064,1053.064,484.902,0.0,-338.589,8.306,,12.629,317.654,146.313,4.179,-2.967,0.0,-2.967,,,-1.212,150.492,-57.763,92.729,0.0,0.0,0.0,92.729,-0.329,92.4,0.0,0.0,92.4,92.4,0.0,206.516194,0.45,0.45,0.45,207.368792,0.45,0.45,0.45,
12/31/2013,1625.859,1625.859,-1147.787,1147.787,478.072,0.0,-344.409,9.352,,12.49,322.567,133.663,4.175,-2.53,0.0,-2.53,,,-1.645,137.838,-53.829,84.009,0.0,0.0,0.0,84.009,-0.513,83.496,0.0,0.0,83.496,83.496,0.0,204.558152,0.41,0.41,0.41,205.526229,0.41,0.41,0.41,
03/31/2014,1491.645,1491.645,-1027.059,1027.059,464.586,0.0,-329.383,8.173,,12.382,308.828,135.203,2.416,-2.697,0.0,-2.697,,,0.281,137.619,-53.424,84.195,0.0,0.0,0.0,84.195,-0.371,83.824,0.0,0.0,83.824,83.824,0.0,201.11839,0.42,0.42,0.42,201.843858,0.42,0.42,0.42,
06/30/2014,1599.141,1599.141,-1114.427,1114.427,484.714,0.0,-342.271,9.291,,12.417,320.563,142.443,5.954,-2.764,0.0,-2.764,,,-3.19,148.397,-56.669,91.728,0.0,0.0,0.0,91.728,-0.426,91.302,0.0,0.0,91.302,91.302,0.0,196.451912,0.46,0.46,0.46,197.126243,0.46,0.46,0.46,
09/30/2014,1705.105,1705.105,-1191.849,1191.849,513.256,0.0,-354.125,9.24,,12.741,332.144,159.131,5.129,-2.793,0.0,-2.793,,,-2.336,164.26,-61.463,102.797,0.0,0.0,0.0,102.797,-0.416,102.381,0.0,0.0,102.381,102.381,0.0,194.419071,0.53,0.53,0.53,195.001267,0.53,0.53,0.53,
12/31/2014,1768.83,1768.83,-1249.959,1249.959,518.871,0.0,-361.0,11.421,,11.752,337.827,157.871,2.742,-2.519,0.0,-2.519,,,-0.223,160.613,-59.873,100.74,0.0,0.0,0.0,100.74,-1.359,99.381,0.0,0.0,99.381,99.381,0.0,192.708729,0.52,0.52,0.52,193.307389,0.51,0.51,0.51,
03/31/2015,1677.526,1677.526,-1148.04,1148.04,529.486,0.0,-360.603,9.247,,11.529,339.827,168.883,2.766,-2.732,0.0,-2.732,,,-0.034,171.649,-64.317,107.332,0.0,0.0,0.0,107.332,-0.628,106.704,0.0,0.0,106.704,106.704,0.0,191.62775,0.56,0.56,0.56,192.707093,0.55,0.55,0.55,
06/30/2015,1691.553,1691.553,-1139.412,1139.412,552.141,0.0,-369.425,10.529,,11.42,347.476,182.716,6.44,-2.636,0.0,-2.636,,,-3.804,189.156,-70.827,118.329,0.0,0.0,0.0,118.329,-0.569,117.76,0.0,0.0,117.76,117.76,0.0,190.679008,0.62,0.62,0.62,191.917973,0.61,0.61,0.61,
09/30/2015,1651.332,1651.332,-1081.351,1081.351,569.981,0.0,-378.088,10.37,,11.475,356.243,191.893,-0.419,-2.666,0.0,-2.666,,,3.085,191.474,-72.738,118.736,0.0,0.0,0.0,118.736,-0.426,118.31,0.0,0.0,118.31,118.31,0.0,188.424,0.63,0.63,0.63,189.642,0.62,0.62,0.62,
12/31/2015,1596.221,1596.221,-1060.052,1060.052,536.169,0.0,-358.177,11.844,,11.588,334.745,177.992,6.418,-2.387,0.0,-2.387,,,-4.031,184.41,-69.31,115.1,0.0,0.0,0.0,115.1,-0.651,114.449,0.0,0.0,114.449,110.549,-3.9,185.111,0.62,0.62,0.597204,186.519,0.61,0.61,0.589091,
03/31/2016,1418.472,1418.472,-901.403,901.403,517.069,0.0,-365.243,9.432,,11.329,344.482,151.826,3.658,-2.779,0.0,-2.779,,,-0.879,155.484,-58.437,97.047,0.0,0.0,0.0,97.047,-0.463,96.584,0.0,0.0,96.584,96.584,0.0,182.01,0.53,0.53,0.53,183.018,0.53,0.53,0.53,
06/30/2016,1475.164,1475.164,-922.047,922.047,553.117,0.0,-374.253,10.251,,11.642,352.36,178.864,4.493,-2.89,0.0,-2.89,,,-1.603,183.357,-66.918,116.439,0.0,0.0,0.0,116.439,-0.387,116.052,0.0,0.0,116.052,116.052,0.0,181.753,0.64,0.64,0.64,183.132,0.63,0.63,0.63,
09/30/2016,1562.394,1562.394,-1017.135,1017.135,545.259,0.0,-377.996,10.134,,11.882,355.98,167.263,3.849,-2.924,0.0,-2.924,,,-0.925,171.112,-63.163,107.949,0.0,0.0,0.0,107.949,-0.368,107.581,0.0,0.0,107.581,107.581,0.0,181.177,0.59,0.59,0.59,182.692,0.59,0.59,0.59,
12/31/2016,1642.007,1642.007,-1093.416,1093.416,548.591,0.0,-376.381,11.946,,11.943,352.492,172.21,4.693,-2.987,0.0,-2.987,,,-1.706,176.903,-65.805,111.098,0.0,0.0,0.0,111.098,-0.508,110.59,0.0,0.0,110.59,110.59,0.0,180.201,0.61,0.61,0.61,181.887,0.61,0.61,0.61,
03/31/2017,1545.132,1545.132,-1017.527,1017.527,527.605,0.0,-381.491,10.915,,11.927,358.649,146.114,3.039,-2.741,0.0,-2.741,,,-0.298,149.153,-55.586,93.567,0.0,0.0,0.0,93.567,-0.303,93.264,0.0,0.0,93.264,93.264,0.0,180.062,0.52,0.52,0.52,182.094,0.51,0.51,0.51,
06/30/2017,1672.279,1672.279,-1108.646,1108.646,563.633,0.0,-395.393,10.953,,12.042,372.398,168.24,5.57,-3.38,0.0,-3.38,,,-2.19,173.81,-65.055,108.755,0.0,0.0,0.0,108.755,0.096,108.851,0.0,0.0,108.851,108.851,0.0,180.012,0.6,0.6,0.6,182.033,0.6,0.6,0.6,
09/30/2017,1802.166,1802.166,-1203.024,1203.024,599.142,0.0,-412.247,10.608,,12.272,389.367,186.895,3.54,-3.444,0.0,-3.444,,,-0.096,190.435,-69.829,120.606,0.0,0.0,0.0,120.606,-0.343,120.263,0.0,0.0,120.263,120.263,0.0,179.416,0.67,0.67,0.67,181.788,0.66,0.66,0.66,
12/31/2017,1901.371,1901.371,-1272.562,1272.562,628.809,0.0,-429.798,11.814,,13.069,404.915,199.011,6.186,-3.639,0.0,-3.639,,,-2.547,205.197,-37.742,167.455,0.0,0.0,0.0,167.455,-0.488,166.967,0.0,0.0,166.967,127.967,-39.0,177.523,0.94,0.94,0.720847,180.635,0.92,0.92,0.704095,
03/31/2018,1854.262,1854.262,-1218.424,1218.424,635.838,0.0,-443.02,10.965,,13.922,418.133,192.818,4.938,-4.314,0.0,-4.314,,,-0.624,197.756,-61.556,136.2,0.0,0.0,0.0,136.2,-0.508,135.692,0.0,0.0,135.692,135.692,0.0,175.9,0.77,0.77,0.77,179.416,0.76,0.76,0.76,
06/30/2018,1957.559,1957.559,-1315.013,1315.013,642.546,0.0,-458.962,10.788,,13.576,434.598,183.584,6.32,-5.153,0.0,-5.153,,,-1.167,189.904,-48.958,140.946,0.0,0.0,0.0,140.946,-0.341,140.605,0.0,0.0,140.605,140.605,0.0,174.754,0.8,0.8,0.8,178.603,0.79,0.79,0.79,
09/30/2018,2090.947,2090.947,-1429.633,1429.633,661.314,0.0,-458.16,10.632,,13.335,434.193,203.154,5.27,-4.704,0.0,-4.704,,,-0.566,208.424,-45.357,163.067,0.0,0.0,0.0,163.067,-0.375,162.692,0.0,0.0,162.692,162.692,0.0,173.394,0.94,0.94,0.94,177.173,0.92,0.92,0.92,
12/31/2018,2235.597,2235.597,-1554.922,1554.922,680.675,0.0,-463.668,12.961,,13.186,437.521,217.007,5.238,-4.982,0.0,-4.982,,,-0.256,222.245,-42.668,179.577,0.0,0.0,0.0,179.577,-0.367,179.21,0.0,0.0,179.21,179.21,0.0,172.493,1.04,1.04,1.04,175.935,1.02,1.02,1.02,
03/31/2019,2020.051,2020.051,-1365.937,1365.937,654.114,0.0,-466.513,11.076,,13.393,442.044,187.601,7.771,-6.106,0.0,-6.106,,,-1.665,195.372,-55.261,140.111,0.0,0.0,0.0,140.111,-0.412,139.699,0.0,0.0,139.699,139.699,0.0,171.818,0.81,0.81,0.81,175.388,0.8,0.8,0.8,
06/30/2019,2035.579,2035.579,-1373.884,1373.884,661.695,0.0,-469.494,11.643,,12.677,445.174,192.201,8.778,-6.516,0.0,-6.516,,,-2.262,200.979,-47.449,153.53,0.0,0.0,0.0,153.53,-0.381,153.149,0.0,0.0,153.149,153.149,0.0,171.003,0.9,0.9,0.9,174.466,0.88,0.88,0.88,
09/30/2019,2074.855,2074.855,-1400.499,1400.499,674.356,0.0,-467.806,10.133,,12.386,445.287,206.55,7.396,-5.501,0.0,-5.501,,,-1.895,213.946,-53.319,160.627,0.0,0.0,0.0,160.627,-0.406,160.221,0.0,0.0,160.221,160.221,0.0,170.415,0.94,0.94,0.94,173.483,0.92,0.92,0.92,
12/31/2019,2044.941,2044.941,-1398.638,1398.638,646.303,0.0,-465.963,11.15,,12.494,442.319,180.34,5.157,-4.68,0.0,-4.68,,,-0.477,185.497,-47.749,137.748,0.0,0.0,0.0,137.748,-0.422,137.326,0.0,0.0,137.326,137.326,0.0,170.339,0.81,0.81,0.81,173.401,0.79,0.79,0.79,
03/31/2020,1901.864,1901.864,-1286.728,1286.728,615.136,0.0,-456.081,8.243,,12.66,435.178,159.055,8.191,-4.807,0.0,-4.807,,,-3.384,167.246,-44.464,122.782,0.0,0.0,0.0,122.782,-0.438,122.344,0.0,0.0,122.344,122.344,0.0,168.735,0.73,0.73,0.73,171.45,0.71,0.71,0.71,
06/30/2020,2580.632,2580.632,-1831.041,1831.041,749.591,0.0,-501.965,3.113,,14.109,484.743,247.626,3.356,-2.559,0.0,-2.559,,,-0.797,250.982,-66.794,184.188,0.0,0.0,0.0,184.188,-0.319,183.869,0.0,0.0,183.869,183.869,0.0,166.767,1.1,1.1,1.1,169.29,1.09,1.09,1.09,
09/30/2020,2272.75,,,,701.46156,,,,,,,209.833,,,,,,,,215.0,,161.0,,,,,,161.0,,,161.0,158.667,,,0.94,0.94,0.953,,0.94,0.94,0.953,
12/31/2020,2292.625,,,,698.17309125,,,,,,,213.667,,,,,,,,217.143,,161.0,,,,,,161.0,,,161.0,160.333,,,0.953,0.953,0.944,,0.953,0.953,0.944,
