Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,751.045,735.592,15.453,-570.949,399.763,171.186,180.096,0.0,-18.494,18.494,,0.0,0.0,161.602,-12.018,,10.327,,,1.691,149.584,-30.144,119.44,0.0,0.0,0.0,119.44,7.563,127.003,0.0,-1.219,125.784,125.784,0.0,251.636,0.5,0.5,0.5,252.05,0.5,0.5,0.5,
03/31/2012,797.69,762.318,35.372,-630.921,459.844,171.077,166.769,0.0,-23.126,23.126,,,0.0,143.643,-8.711,,10.496,,,-1.785,134.932,-21.589,113.343,0.0,0.0,0.0,113.343,6.832,120.175,0.0,-1.125,119.05,119.05,0.0,251.971,0.47,0.47,0.47,252.462,0.47,0.47,0.47,
06/30/2012,898.923,868.1,30.823,-643.934,460.319,183.615,254.989,0.0,-10.494,25.404,,,-14.91,244.495,-19.464,,20.652,,,-1.188,225.031,-46.356,178.675,0.0,0.0,0.0,178.675,-18.857,159.818,0.0,-1.692,158.126,148.4345,-9.6915,252.387,0.63,0.63,0.588123,252.745,0.63,0.63,0.588123,
09/30/2012,884.032,855.879,28.153,-678.25,483.163,195.087,205.782,0.0,-26.858,26.858,,,0.0,178.924,-24.082,,25.635,,,-1.553,154.842,-25.162,129.68,0.0,0.0,0.0,129.68,-14.906,114.774,0.0,-1.19,113.584,113.584,0.0,252.657,0.45,0.45,0.45,252.974,0.45,0.45,0.45,
12/31/2012,966.367,944.955,21.412,-722.988,514.146,208.842,243.379,0.0,-26.641,24.602,,0.0,2.039,216.738,-28.318,,28.98,,,-0.662,188.42,-53.981,134.439,0.0,0.0,0.0,134.439,-6.862,127.577,0.0,-1.3,126.277,127.60235,1.32535,252.722,0.5,0.5,0.504912,252.975,0.5,0.5,0.504912,
03/31/2013,970.975,949.791,21.184,-717.414,511.258,206.156,253.561,0.0,-23.77,25.57,,,-1.8,229.791,-27.726,,27.301,,,0.425,202.065,-34.352,167.713,0.0,0.0,0.0,167.713,-17.653,150.06,0.0,-1.664,148.396,147.226,-1.17,253.073,0.59,0.59,0.581753,253.341,0.59,0.59,0.581753,
06/30/2013,1017.385,989.058,28.327,-736.675,524.086,212.589,280.71,0.0,-26.85,26.85,,,0.0,253.86,-23.71,,24.665,,,-0.955,230.15,-36.824,193.326,0.0,0.0,0.0,193.326,-16.706,176.62,0.0,-2.167,174.453,174.453,0.0,253.295,0.69,0.69,0.69,253.556,0.69,0.69,0.69,
09/30/2013,640.513,623.194,17.319,-430.168,300.325,129.843,210.345,0.0,28.903,33.776,33.776,,-62.679,239.248,-21.627,,23.149,,,-1.522,217.621,-33.852,183.769,-116.69,-116.69,0.0,300.459,-18.502,281.957,0.0,-3.39,278.567,121.13565,-40.74135,253.357,1.1,0.64,0.478122,253.618,1.1,0.64,0.478122,
12/31/2013,725.089,704.213,20.876,-487.409,346.298,141.111,237.68,0.0,-31.801,31.801,31.801,0.0,0.0,205.879,-29.232,,31.185,,,-1.953,176.647,-17.776,158.871,-30.037,-30.037,0.0,188.908,-14.848,174.06,0.0,-2.075,171.985,141.948,0.0,253.423,0.68,0.56,0.56,253.661,0.68,0.56,0.56,
03/31/2014,795.187,770.637,24.55,-520.582,374.384,146.198,274.605,0.0,-25.637,25.637,25.637,,0.0,248.968,-41.66,,40.392,,,1.268,207.308,-35.578,171.73,-101.512,-101.512,0.0,273.242,-16.916,256.326,0.0,-4.272,252.054,150.542,0.0,253.94,0.99,0.6,0.6,254.075,0.99,0.6,0.6,
06/30/2014,1240.363,1208.552,31.811,-860.249,605.855,254.394,380.114,0.0,-33.538,27.08,,,6.458,346.576,-36.679,,36.351,,,0.328,309.897,-52.435,257.462,0.0,0.0,0.0,257.462,-22.903,234.559,0.0,-3.774,230.785,234.9827,4.1977,254.238,0.91,0.91,0.924263,254.335,0.91,0.91,0.924263,
09/30/2014,828.796,810.2,18.596,-560.561,399.315,161.246,268.235,0.0,-24.602,24.602,24.602,,0.0,243.633,-34.991,,37.751,,,-2.76,208.642,-40.782,167.86,20.214,20.214,0.0,147.646,-20.471,127.175,0.0,-1.972,125.203,145.417,0.0,253.842,0.49,0.57,0.57,253.949,0.49,0.57,0.57,
12/31/2014,804.74,787.654,17.086,-571.724,404.557,167.167,233.016,0.0,-774.88,29.452,29.452,0.0,745.428,-541.864,-42.114,,40.685,,,1.429,-583.978,3.974,-580.004,15.03,15.03,0.0,-595.034,-14.535,-609.569,0.0,0.0,-609.569,118.56,713.099,249.65,-2.44,-2.38,0.474905,249.65,-2.44,-2.38,0.474905,
03/31/2015,804.342,779.361,24.981,-496.045,341.907,154.138,308.297,0.0,-23.938,23.938,23.938,,0.0,284.359,-42.462,,49.044,,,-6.582,241.897,-43.447,198.45,0.0,0.0,0.0,198.45,-20.047,178.403,0.0,-3.931,174.472,174.472,0.0,242.685,0.72,0.72,0.72,242.685,0.72,0.72,0.72,
06/30/2015,793.555,771.307,22.248,-495.982,336.859,159.123,297.573,0.0,-22.424,22.424,22.424,,0.0,275.149,-57.896,,57.465,,,0.431,217.253,-39.405,177.848,0.0,0.0,0.0,177.848,-18.817,159.031,0.0,-3.555,155.476,155.476,0.0,241.966,0.64,0.64,0.64,241.966,0.64,0.64,0.64,
09/30/2015,896.671,873.813,22.858,-471.502,310.85,160.652,425.169,0.0,-15.196,15.196,15.196,,0.0,409.973,-23.753,,54.687,,,-30.934,386.22,-41.789,344.431,0.0,0.0,0.0,344.431,-18.624,325.807,0.0,-7.143,318.664,170.995,-147.669,241.97,1.32,1.32,0.706679,241.97,1.32,1.32,0.706679,
12/31/2015,857.684,837.129,20.555,-473.581,313.189,160.392,384.103,0.0,-433.583,15.285,15.285,,418.298,-49.48,-53.457,,52.658,,,0.799,-102.937,-34.591,-137.528,0.0,0.0,0.0,-137.528,-14.713,-152.241,0.0,0.0,-152.241,126.236,278.477,241.974,-0.63,-0.63,0.521692,241.974,-0.63,-0.63,0.520855,
03/31/2016,611.973,591.367,20.606,-416.973,267.254,149.719,195.0,0.0,-19.54,19.54,19.54,,0.0,175.46,-57.83,,57.1,,,0.73,117.63,6.503,124.133,0.0,0.0,0.0,124.133,-18.648,105.485,0.0,-3.822,101.663,74.663,-27.0,242.826,0.42,0.42,0.307475,242.826,0.42,0.42,0.307475,
06/30/2016,894.783,876.697,18.086,-409.42,258.474,150.946,485.363,0.0,-35.649,19.033,19.033,,16.616,449.714,-47.493,,57.306,,,-9.813,402.221,-56.822,345.399,0.0,0.0,0.0,345.399,-22.533,322.866,0.0,-11.678,311.188,314.7955,3.6075,243.217,1.28,1.28,1.294299,243.217,1.28,1.28,1.294299,
09/30/2016,385.153,373.257,11.896,-371.588,216.346,155.242,13.565,0.0,-15.773,15.773,15.773,,0.0,-2.208,-52.029,,52.569,,,-0.54,-54.237,10.002,-44.235,0.0,0.0,0.0,-44.235,-10.846,-55.081,0.0,0.0,-55.081,-55.081,0.0,243.224,-0.23,-0.23,-0.23,243.224,-0.23,-0.23,-0.23,
12/31/2016,410.156,400.879,9.277,-338.023,182.863,155.16,72.133,0.0,-1457.045,14.912,14.912,,1442.133,-1384.912,-47.731,,55.94,,,-8.209,-1432.643,149.473,-1283.17,0.0,0.0,0.0,-1283.17,-19.68,-1302.85,0.0,0.0,-1302.85,-36.843,1266.007,243.238,-5.36,-5.36,-0.151469,243.238,-5.36,-5.36,-0.155192,
03/31/2017,362.976,354.659,8.317,-301.633,165.915,135.718,61.343,0.0,-15.88,15.88,15.88,,0.0,45.463,-71.83,,73.447,,,-1.617,-26.367,-257.407,-283.774,0.0,0.0,0.0,-283.774,-17.92,-301.694,0.0,0.0,-301.694,-41.694,260.0,244.222,-1.24,-1.24,-0.170722,244.222,-1.24,-1.24,-0.175395,
06/30/2017,278.142,271.532,6.61,-303.359,166.765,136.594,-25.217,0.0,-18.658,18.658,18.658,,0.0,-43.875,-70.545,,73.209,,,-2.664,-114.42,18.213,-96.207,1.486,1.486,0.0,-97.693,4.343,-93.35,0.0,0.0,-93.35,-91.864,0.0,244.828,-0.38,-0.37,-0.37,244.828,-0.38,-0.37,-0.37,
09/30/2017,266.212,259.74,6.472,-307.485,169.878,137.607,-41.273,0.0,-15.331,15.331,15.331,,0.0,-56.604,-71.482,,72.887,,,-1.405,-128.086,28.605,-99.481,0.0,0.0,0.0,-99.481,2.689,-96.792,0.0,0.0,-96.792,-87.367,9.425,244.94,-0.4,-0.4,-0.356687,244.94,-0.4,-0.4,-0.361521,
12/31/2017,329.585,321.095,8.49,-296.475,158.404,138.071,33.11,0.0,-143.404,21.765,21.765,,121.639,-110.294,-70.645,,72.446,,,-1.801,-180.939,167.96,-12.979,0.0,0.0,0.0,-12.979,-11.696,-24.675,0.0,0.0,-24.675,-71.855,-47.18,244.97,-0.1,-0.1,-0.293322,244.97,-0.1,-0.1,-0.293322,
03/31/2018,235.157,229.106,6.051,-269.954,141.199,128.755,-34.797,0.0,-22.083,22.083,22.083,,0.0,-56.88,-83.444,,76.015,,,7.429,-140.324,-2.996,-143.32,0.0,0.0,0.0,-143.32,0.986,-142.334,0.0,0.0,-142.334,-135.407,6.927,246.175,-0.58,-0.58,-0.550044,246.175,-0.58,-0.58,-0.551861,
06/30/2018,258.369,247.689,10.68,-289.415,159.734,129.681,-31.046,0.0,-814.56,21.717,21.717,,792.843,-845.606,-71.265,,74.13,,,-2.865,-916.871,38.839,-878.032,0.0,0.0,0.0,-878.032,249.969,-628.063,0.0,0.0,-628.063,-1.71703,626.34597,246.74,-2.55,-2.55,-0.006959,246.74,-2.55,-2.55,-0.011514,
09/30/2018,279.408,267.238,12.17,-286.529,172.661,113.868,-7.121,0.0,-14.722,14.722,14.722,,0.0,-21.843,-71.006,,73.725,,,-2.719,-92.849,14.491,-78.358,0.0,0.0,0.0,-78.358,-3.233,-81.591,0.0,0.0,-81.591,-106.60111,-25.01011,246.78,-0.33,-0.33,-0.431968,246.78,-0.33,-0.33,-0.431968,
12/31/2018,309.892,292.049,17.843,-307.653,193.427,114.226,2.239,0.0,-23.984,14.694,14.694,,9.29,-21.745,-65.387,,73.741,,,-8.354,-87.132,56.307,-30.825,0.0,0.0,0.0,-30.825,-2.237,-33.062,0.0,0.0,-33.062,-89.764,-56.702,246.793,-0.13,-0.13,-0.363722,246.793,-0.13,-0.13,-0.363722,
03/31/2019,282.888,270.501,12.387,-290.701,181.123,109.578,-7.813,0.0,-15.999,15.999,15.999,,0.0,-23.812,-36.472,,70.244,,,-33.772,-60.284,-2.865,-63.149,3.821,3.821,0.0,-66.97,-3.919,-70.889,0.0,0.0,-70.889,-91.768,-24.7,248.251,-0.29,-0.27,-0.369658,248.251,-0.29,-0.27,-0.369658,
06/30/2019,292.936,274.817,18.119,-295.394,184.246,111.148,-2.458,0.0,-116.252,116.252,116.252,,0.0,-118.71,-67.116,,68.976,,,-1.86,-185.826,37.182,-148.644,0.0,0.0,0.0,-148.644,-3.316,-151.96,0.0,0.0,-151.96,-151.96,0.0,249.154,-0.61,-0.61,-0.61,249.154,-0.61,-0.61,-0.61,
09/30/2019,275.526,259.428,16.098,-302.463,189.708,112.755,-26.937,0.0,-613.075,17.565,17.565,,595.51,-640.012,-69.785,,68.991,,,0.794,-709.797,2.845,-706.952,0.0,0.0,0.0,-706.952,262.081,-444.871,0.0,0.0,-444.871,151.289,596.16,249.181,-1.79,-1.79,0.607145,249.181,-1.79,-1.79,0.602478,
12/31/2019,454.088,441.312,12.776,-299.067,192.327,106.74,155.021,0.0,-38.76,18.976,18.976,,19.784,116.261,-69.439,,71.224,,,-1.785,46.822,1.378,48.2,0.0,0.0,0.0,48.2,-81.07,-32.87,0.0,0.0,-32.87,-160.878,-128.008,249.198,-0.13,-0.13,-0.645583,249.198,-0.13,-0.13,-0.645583,
03/31/2020,281.311,267.364,13.947,-276.51,172.829,103.681,4.801,0.0,-1137.356,17.839,17.839,,1119.517,-1132.555,-73.162,,70.88,,,2.282,-1205.717,143.04,-1062.677,0.0,0.0,0.0,-1062.677,0.0,-1062.677,0.0,0.0,-1062.677,-86.03,976.647,250.047,-4.25,-4.25,-0.344055,250.047,-4.25,-4.25,-0.344146,
06/30/2020,237.918,220.141,17.777,-249.853,160.488,89.365,-11.935,0.0,-83.518,73.003,73.003,,10.515,-95.453,-67.916,70.279,70.279,0.0,,-2.363,-163.369,121.175,-42.194,0.0,0.0,0.0,-42.194,0.0,-42.194,0.0,0.0,-42.194,-89.016,-46.822,250.978,-0.17,-0.17,-0.354677,250.978,-0.17,-0.17,-0.356558,
09/30/2020,212.2,,,,,,50.7158,,,,,,,-66.45,,,,,,,-121.0,,-109.7,,,,,,-109.7,,,-109.7,-107.025,,,-0.44,-0.44,-0.45,,-0.44,-0.44,-0.45,
12/31/2020,196.4,,,,,,37.1196,,,,,,,-81.4,,,,,,,-121.75,,-119.167,,,,,,-119.167,,,-119.167,-118.375,,,-0.53,-0.53,-0.512,,-0.53,-0.53,-0.512,
