Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2007,52248,607,607,0.0,14716,8016.0,,7131,2745.0,1098.0,3288.0,0.0,1504.0,,,,,23958,8892,,,12504,,6894.0,2400.0,1940.0,460.0,554.0,3940.0,28290.0,,4044,4044,,,,10339,,,,,,5567,,,5567,19950,17017,,,,,7789.0,,,7789.0,24806.0,44756.0,0.0,2518,,,-7789.0,15550.0,-2787.0,7492.0,0.0,7492.0,52248.0,
06/30/2007,53506,562,562,0.0,14656,7835.0,,7106,2757.0,1094.0,3255.0,0.0,1806.0,,,,,24130,9127,,,13417,,6832.0,2404.0,1937.0,467.0,551.0,3877.0,29376.0,,4130,4130,,,,9601,,,,,,6074,,,6074,19805,17955,,,,,7915.0,,,7915.0,25870.0,45675.0,0.0,2655,,,-8154.0,15951.0,-2621.0,7831.0,0.0,7831.0,53506.0,
09/30/2007,54799,910,910,0.0,15080,8089.0,,7187,2765.0,1186.0,3236.0,0.0,1745.0,,,,,24922,9436,,,13701,,6740.0,2393.0,1937.0,456.0,551.0,3796.0,29877.0,,4426,4426,,,,10302,,,,,,6345,,,6345,21073,17153,,,,,7965.0,,,7965.0,25118.0,46191.0,0.0,2759,,,-8547.0,16877.0,-2481.0,8608.0,0.0,8608.0,54799.0,
12/31/2007,56132,1122,1122,0.0,15752,8249.0,,7204,2759.0,1215.0,3230.0,0.0,1399.0,,,,,25477,9997,19208.0,-9211.0,14147,,6511.0,2438.0,1963.0,475.0,598.0,3475.0,30655.0,,4723,4723,,,,10600,,,,,,6922,,,6922,22245,17829,,,,,7175.0,,,7175.0,25004.0,47249.0,0.0,2744,,,-9451.0,17398.0,-1808.0,8883.0,0.0,8883.0,56132.0,
03/31/2008,58204,777,777,0.0,16831,9021.0,,8082,3125.0,1422.0,3535.0,0.0,1217.0,,,,,26907,10050,,,14699,,6548.0,2417.0,1963.0,454.0,563.0,3568.0,31297.0,,5156,5156,,,,12151,,,,,,7009,,,7009,24316,17654,,,,,7016.0,,,7016.0,24670.0,48986.0,0.0,2754,,,-10115.0,18289.0,-1710.0,9218.0,0.0,9218.0,58204.0,
06/30/2008,60453,782,782,0.0,17322,9297.0,,8303,3180.0,1515.0,3608.0,0.0,1451.0,,,,,27858,10394,,,15500,,6701.0,2486.0,1994.0,492.0,641.0,3574.0,32595.0,,5357,5357,,,,13353,,,,,,7684,,,7684,26394,17643,,,,,6946.0,,,6946.0,24589.0,50983.0,0.0,2897,,,-10730.0,18918.0,-1615.0,9470.0,0.0,9470.0,60453.0,
09/30/2008,64229,2138,2138,0.0,17674,9580.0,,9290,3051.0,1739.0,4205.0,295.0,1422.0,,,,,30524,11817,,,15709,,6179.0,2770.0,2234.0,536.0,100.0,3309.0,33705.0,,5149,5149,,,,14370,,,,,,7841,,,7841,27360,19794,,,,,6966.0,,,6966.0,26760.0,54120.0,0.0,2993,,,-11109.0,19673.0,-1912.0,9645.0,464.0,10109.0,64229.0,
12/31/2008,67782,2736,2736,0.0,18128,9397.0,,8781,2678.0,1508.0,4316.0,279.0,1988.0,,,,,31633,12524,23487.0,-10963.0,15743,,7882.0,2772.0,2261.0,511.0,94.0,5016.0,36149.0,,4827,4827,,,,12701,,,,,,8541,,,8541,26069,22834,,,,,12165.0,,,12165.0,34999.0,61068.0,0.0,3057,,,-11217.0,19826.0,-5579.0,6087.0,627.0,6714.0,67782.0,
03/31/2009,64440,3566,3566,0.0,15386,7099.0,8287.0,7992,2572.0,1174.0,3981.0,265.0,2728.0,,3219.0,,748.0,29672,12342,,,14632,14632.0,7794.0,2748.0,2256.0,492.0,92.0,1735.0,34768.0,,7709,3340,,,4369.0,11425,5364.0,,,,6061.0,2955,,,2698,22089,23466,23466.0,,,,12036.0,,9755.0,2281.0,35502.0,57591.0,0.0,3086,3086.0,0.0,-11214.0,19694.0,-5332.0,6234.0,615.0,6849.0,64440.0,
06/30/2009,62092,3991,3991,0.0,14055,5945.0,8110.0,7160,2300.0,959.0,3641.0,260.0,2177.0,,3270.0,,441.0,27383,12226,,,14305,14305.0,8178.0,2749.0,2264.0,485.0,92.0,2067.0,34709.0,,7102,2682,,261.0,4159.0,9738,5172.0,,,,4566.0,2650,,,2403,19490,23558,23558.0,,,,11188.0,,8920.0,2268.0,34746.0,54236.0,0.0,3347,3347.0,0.0,-10745.0,19579.0,-4906.0,7275.0,581.0,7856.0,62092.0,
09/30/2009,60838,4188,4188,0.0,13048,5257.0,7791.0,6815,2152.0,865.0,3534.0,264.0,2172.0,,3298.0,,448.0,26223,12250,,,14107,14107.0,8258.0,2746.0,2272.0,474.0,101.0,2113.0,34615.0,,6656,2714,,,3942.0,9047,4523.0,,,,4524.0,2254,,,2075,17957,23069,23069.0,,,,11299.0,,9039.0,2260.0,34368.0,52325.0,0.0,3392,3392.0,0.0,-10702.0,20026.0,-4740.0,7976.0,537.0,8513.0,60838.0,
12/31/2009,60038,4867,4867,0.0,13516,5215.0,8301.0,6360,1979.0,656.0,3465.0,260.0,2046.0,0.0,2714.0,,434.0,26789,12386,24221.0,-11835.0,13250,13250.0,7613.0,2734.0,2269.0,465.0,105.0,2060.0,33249.0,,7249,2993,0.0,262.0,3994.0,9784,5701.0,0.0,0.0,,4083.0,2259,0.0,6.0,2105,19292,21847,21847.0,,,,9599.0,0.0,7420.0,2173.0,31446.0,50738.0,0.0,3439,814.894624,2624.105376,-10646.0,19711.0,-3764.0,8740.0,560.0,9300.0,60038.0,
03/31/2010,58836,3538,3538,0.0,13830,5707.0,8123.0,6990,2116.0,795.0,3840.0,239.0,2054.0,,2558.0,,540.0,26412,12057,,,12879,12879.0,7488.0,2772.0,2284.0,488.0,133.0,2025.0,32424.0,,7423,3431,,0.0,3992.0,8622,5042.0,,,,3580.0,2372,,13.0,2248,18417,21548,21548.0,,,,9397.0,,7281.0,2103.0,30945.0,49362.0,0.0,3482,814.894624,2667.105376,-10595.0,19941.0,-3886.0,8942.0,532.0,9474.0,58836.0,
06/30/2010,58793,3597,3597,0.0,14026,5940.0,8086.0,7339,2232.0,976.0,3899.0,232.0,2414.0,,2464.0,,965.0,27376,11763,,,12735,12735.0,6919.0,2777.0,2292.0,485.0,154.0,1524.0,31417.0,,8466,3975,,277.0,4214.0,8927,3647.0,,,,5280.0,2391,,5.0,2339,19784,20226,20226.0,,,,9079.0,,6977.0,2097.0,29305.0,49089.0,0.0,3636,814.894624,2821.105376,-10539.0,20133.0,-4045.0,9185.0,519.0,9704.0,58793.0,
09/30/2010,61642,2265,2265,0.0,14728,6795.0,7933.0,9006,2551.0,1361.0,4854.0,240.0,2578.0,,2909.0,,971.0,28577,12065,,,12922,12922.0,8078.0,3458.0,2634.0,824.0,160.0,1551.0,33065.0,,8978,4970,,,4008.0,8271,3607.0,,,,4664.0,2929,,66.0,2833,20178,20337,20337.0,,,,10795.0,,8117.0,2612.0,31132.0,51310.0,0.0,3757,814.894624,2942.105376,-10463.0,20955.0,-4412.0,9837.0,495.0,10332.0,61642.0,
12/31/2010,64020,3592,3592,0.0,16320,8022.0,8298.0,9587,2766.0,1483.0,5098.0,240.0,2311.0,0.0,2493.0,,908.0,31810,12539,24906.0,-12367.0,12057,12057.0,7614.0,3419.0,2614.0,805.0,164.0,1538.0,32210.0,,10541,5856,0.0,281.0,4404.0,7981,3925.0,0.0,0.0,,4056.0,3498,0.0,59.0,3352,22020,20518,20437.0,81.0,81.0,,10157.0,0.0,7584.0,2514.0,30675.0,52695.0,0.0,3888,814.894624,3073.105376,-10397.0,21384.0,-4051.0,10824.0,501.0,11325.0,64020.0,
03/31/2011,66387,4869,4869,0.0,16848,8390.0,8458.0,10676,3066.0,1740.0,5628.0,242.0,2215.0,,2412.0,,880.0,34608,12219,,,12060,12060.0,7500.0,3402.0,2608.0,794.0,140.0,1546.0,31779.0,,9933,5990,,0.0,3943.0,9691,5337.0,,,,4354.0,3523,,46.0,3353,23147,19895,19895.0,,,,10214.0,,7514.0,2654.0,30109.0,53256.0,0.0,4044,814.894624,3229.105376,-10331.0,22640.0,-3724.0,12629.0,502.0,13131.0,66387.0,
06/30/2011,73611,10715,10715,0.0,16548,8431.0,8117.0,11359,3263.0,1911.0,5937.0,248.0,2133.0,,2387.0,,669.0,40755,12430,,,12964,12964.0,7462.0,3385.0,2610.0,775.0,123.0,1567.0,32856.0,,11465,6858,,297.0,4310.0,8456,4368.0,,,,4088.0,3589,,89.0,3452,23510,25926,25926.0,,,,10279.0,,7438.0,2752.0,36205.0,59715.0,0.0,4165,814.894624,3350.105376,-10311.0,23081.0,-3544.0,13391.0,505.0,13896.0,73611.0,
09/30/2011,77767,3229,3229,0.0,16820,8900.0,7920.0,14412,3649.0,3020.0,7474.0,269.0,2403.0,,806.0,,795.0,36864,13397,,,12728,12728.0,14778.0,12307.0,7778.0,4529.0,121.0,1544.0,40903.0,,12638,7524,,,5114.0,7508,3594.0,,,,3914.0,5072,,94.0,4938,25218,26781,26781.0,,,,11064.0,,7494.0,3476.0,37845.0,63063.0,0.0,4229,814.894624,3414.105376,-10299.0,24251.0,-4019.0,14162.0,542.0,14704.0,77767.0,
12/31/2011,81446,3057,3057,0.0,17596,9928.0,7668.0,14544,3872.0,2845.0,7570.0,257.0,2931.0,0.0,2157.0,,994.0,38128,14395,27326.0,-12931.0,13078,13078.0,15845.0,11448.0,7080.0,4368.0,133.0,2107.0,43318.0,,14138,8161,0.0,298.0,5679.0,9648,5660.0,,,,3988.0,4775,0.0,95.0,4658,28561,24944,24944.0,,,,14539.0,0.0,10956.0,3488.0,39483.0,68044.0,0.0,4273,814.894624,3458.105376,-10281.0,25219.0,-6328.0,12883.0,519.0,13402.0,81446.0,
03/31/2012,83908,2864,2864,0.0,17966,10035.0,7931.0,16511,4094.0,3345.0,8807.0,265.0,2868.0,,2082.0,,1032.0,40209,14571,,,13331,13331.0,15797.0,11368.0,7081.0,4287.0,139.0,2208.0,43699.0,,13043,8360,,,4683.0,10762,5988.0,,,,4774.0,5044,,35.0,4927,28849,25191,25191.0,,,,14397.0,,10815.0,3547.0,39588.0,68437.0,0.0,4351,814.894624,3536.105376,-10164.0,26815.0,-6033.0,14969.0,502.0,15471.0,83908.0,
06/30/2012,88838,5103,5103,0.0,18527,10144.0,8383.0,17344,4143.0,3504.0,9429.0,268.0,3320.0,,2032.0,,1336.0,44294,14928,,,13758,13758.0,15858.0,11556.0,7320.0,4236.0,124.0,2146.0,44544.0,,13850,8470,,339.0,5041.0,12055,5047.0,,,,7008.0,5368,,35.0,5249,31273,27261,27261.0,,,,14323.0,,10626.0,3662.0,41584.0,72857.0,0.0,4373,814.894624,3558.105376,-10139.0,27842.0,-6150.0,15926.0,55.0,15981.0,88838.0,
09/30/2012,90541,5689,5689,0.0,18353,9488.0,8865.0,17550,4018.0,3488.0,9775.0,269.0,3047.0,,1873.0,,1088.0,44639,15509,,,14578,14578.0,15815.0,11538.0,7372.0,4166.0,199.0,2205.0,45902.0,,13168,7978,,,5190.0,13326,5067.0,,,,8259.0,5252,,28.0,5110,31746,26526,26526.0,,,,14333.0,,10708.0,3597.0,40859.0,72605.0,0.0,4449,814.894624,3634.105376,-10118.0,29541.0,-5988.0,17884.0,52.0,17936.0,90541.0,
12/31/2012,88970,5490,5490,0.0,18268,9408.0,8860.0,15547,3573.0,2920.0,8767.0,287.0,2833.0,0.0,2011.0,,988.0,42138,16461,29932.0,-13471.0,15345,15345.0,15026.0,10958.0,6942.0,4016.0,272.0,1785.0,46832.0,,12187,6753,0.0,0.0,5434.0,12391,5287.0,,,,7104.0,4837,0.0,0.0,4693,29415,27752,27752.0,,,,14221.0,0.0,11085.0,3136.0,41973.0,71388.0,0.0,4481,814.894624,3666.105376,-10074.0,29558.0,-6433.0,17532.0,50.0,17582.0,88970.0,
03/31/2013,88743,5982,5982,0.0,18379,9549.0,8830.0,15074,3536.0,2906.0,8345.0,287.0,2710.0,,2112.0,,930.0,42145,16276,,,15491,15491.0,14831.0,10715.0,6840.0,3875.0,270.0,1734.0,46598.0,,10726,6221,,,4505.0,13246,4982.0,,,,8264.0,5002,,,4785,28974,27240,27240.0,,,,14211.0,,10999.0,3212.0,41451.0,70425.0,0.0,4510,814.894624,3695.105376,-10005.0,30438.0,-6669.0,18274.0,44.0,18318.0,88743.0,
06/30/2013,87375,6110,6110,0.0,18080,9134.0,8946.0,13889,3310.0,2606.0,7697.0,276.0,2726.0,,2153.0,,924.0,40805,16352,,,15470,15470.0,14748.0,10578.0,6814.0,3764.0,288.0,1729.0,46570.0,,11388,6343,,388.0,4657.0,13871,5511.0,,,,8360.0,4660,,,4520,29919,25680,25680.0,,,,14098.0,,10866.0,3232.0,39778.0,69697.0,0.0,4591,814.894624,3776.105376,-10940.0,30668.0,-6698.0,17621.0,57.0,17678.0,87375.0,
09/30/2013,87272,6357,6357,0.0,17555,8394.0,9161.0,13392,3138.0,2749.0,7221.0,284.0,2784.0,,1985.0,,988.0,40088,16588,,,15914,15914.0,14682.0,10686.0,6968.0,3718.0,278.0,1733.0,47184.0,,10975,6280,,,4695.0,13522,5847.0,,,,7675.0,4622,,,4553,29119,26015,26015.0,,,,13961.0,,10785.0,3176.0,39976.0,69095.0,0.0,4657,814.894624,3842.105376,-11914.0,31614.0,-6247.0,18110.0,67.0,18177.0,87272.0,
12/31/2013,84896,6081,6081,0.0,16965,8202.0,8763.0,12625,2966.0,2589.0,6785.0,285.0,2664.0,,594.0,,900.0,38335,17075,31316.0,-14241.0,16323,16323.0,13163.0,10552.0,6956.0,3596.0,272.0,1745.0,46561.0,,12007,6560,,382.0,5065.0,11031,3679.0,,,,7352.0,4259,,,4209,27297,26719,26719.0,,,,10002.0,,6973.0,3029.0,36721.0,64018.0,0.0,4709,814.894624,3894.105376,-11854.0,31854.0,-3898.0,20811.0,67.0,20878.0,84896.0,
03/31/2014,84397,5345,5345,0.0,17229,8395.0,8834.0,12888,3031.0,2760.0,6801.0,296.0,2506.0,,700.0,,935.0,37968,16716,,,16490,16490.0,13223.0,10495.0,6986.0,3509.0,266.0,1762.0,46429.0,,11583,6731,,0.0,4852.0,11290,4515.0,,,,6775.0,4422,,,4345,27295,26801,26801.0,,,,9932.0,,6715.0,3217.0,36733.0,64028.0,0.0,4773,814.894624,3958.105376,-13442.0,32775.0,-3801.0,20305.0,64.0,20369.0,84397.0,
06/30/2014,87827,7927,7927,0.0,17371,7904.0,9467.0,13055,3115.0,2915.0,6734.0,291.0,2923.0,,737.0,,1307.0,41276,16690,,,16666,16666.0,13195.0,10367.0,6969.0,3398.0,259.0,1832.0,46551.0,,12651,6860,,439.0,5352.0,12936,5554.0,,,,7382.0,4154,,,4123,29741,27307,27307.0,,,,9856.0,,6597.0,3259.0,37163.0,66904.0,0.0,4890,814.894624,4075.105376,-13312.0,32961.0,-3683.0,20856.0,67.0,20923.0,87827.0,
09/30/2014,84488,6082,6082,0.0,16865,7558.0,9307.0,13328,3221.0,2983.0,6832.0,292.0,2767.0,,761.0,,1250.0,39042,16431,,,16164,16164.0,12851.0,10011.0,6801.0,3210.0,265.0,1814.0,45446.0,,12335,6778,,0.0,5557.0,11102,4436.0,,,,6666.0,4152,,,4008,27589,28180,28180.0,,,,9823.0,,6539.0,3284.0,38003.0,65592.0,0.0,4968,814.894624,4153.105376,-15765.0,33977.0,-4357.0,18823.0,73.0,18896.0,84488.0,
12/31/2014,84681,7341,7341,0.0,16636,7609.0,9027.0,12205,2986.0,2455.0,6504.0,260.0,2685.0,,1404.0,,818.0,38867,16577,31572.0,-14995.0,16008,16008.0,13229.0,9770.0,6694.0,3076.0,257.0,1798.0,45814.0,,12727,6515,,424.0,5788.0,11501,4708.0,,,,6793.0,3649,,,3451,27877,27784,27784.0,,,,12194.0,,8963.0,3231.0,39978.0,67855.0,0.0,5016,814.894624,4201.105376,-15726.0,33887.0,-6431.0,16746.0,80.0,16826.0,84681.0,
03/31/2015,82490,7563,7563,0.0,16491,7454.0,9037.0,12099,2990.0,2335.0,6514.0,260.0,2338.0,,1342.0,,768.0,38491,16277,,,14965,14965.0,12757.0,9383.0,6493.0,2890.0,230.0,1802.0,43999.0,,10988,6328,,0.0,4660.0,11972,5267.0,,,,6705.0,3606,,,3377,26566,26803,26803.0,,,,12083.0,,8877.0,3206.0,38886.0,65452.0,0.0,5101,814.894624,4286.105376,-16036.0,34998.0,-7101.0,16962.0,76.0,17038.0,82490.0,
06/30/2015,82242,7821,7821,0.0,16310,7097.0,9213.0,11681,2932.0,2099.0,6397.0,253.0,2415.0,,1473.0,,859.0,38227,16136,,,14988,14988.0,12891.0,9413.0,6550.0,2863.0,229.0,1776.0,44015.0,,11129,5862,,463.0,4804.0,10875,6240.0,,,,4635.0,3602,,,3498,25606,27445,27445.0,,,,12030.0,,8759.0,3271.0,39475.0,65081.0,0.0,5142,814.894624,4327.105376,-16144.0,34823.0,-6729.0,17092.0,69.0,17161.0,82242.0,
09/30/2015,78969,6046,6046,0.0,15519,6657.0,8862.0,11150,2862.0,1987.0,6042.0,259.0,2565.0,,1559.0,,993.0,35280,15955,,,14817,14817.0,12917.0,9387.0,6546.0,2841.0,231.0,1740.0,43689.0,,10158,5206,,0.0,4952.0,12335,6080.0,,,,6255.0,3340,,,3306,25833,25208,25208.0,,,,11960.0,,8638.0,3322.0,37168.0,63001.0,0.0,5190,814.894624,4375.105376,-17642.0,35191.0,-6843.0,15896.0,72.0,15968.0,78969.0,
12/31/2015,78342,6460,6460,0.0,15668,6677.0,8991.0,9700,2467.0,1857.0,5122.0,254.0,1680.0,87.0,2489.0,,1662.0,33508,16090,31977.0,-15887.0,14821,14821.0,13923.0,9436.0,6615.0,2821.0,246.0,1665.0,44834.0,,10525,5023,0.0,448.0,5054.0,12844,6967.0,,,,5877.0,2873,0.0,0.0,2817,26242,25169,25169.0,,,,12046.0,0.0,8843.0,3203.0,37215.0,63457.0,0.0,5238,814.894624,4423.105376,-17640.0,29246.0,-2035.0,14809.0,76.0,14885.0,78342.0,
03/31/2016,78307,5886,5886,0.0,16009,6699.0,9310.0,9849,2500.0,1897.0,5205.0,247.0,2004.0,,2486.0,,1847.0,33748,15935,,,14686,14686.0,13938.0,9451.0,6710.0,2741.0,,2001.0,44559.0,,9361,5101,,0.0,4260.0,13893,7817.0,,,,6076.0,2961,,,2921,26215,24470,24470.0,,,,11869.0,,8600.0,3269.0,36339.0,62554.0,0.0,5247,814.894624,4432.105376,-17595.0,29517.0,-1493.0,15676.0,77.0,15753.0,78307.0,
06/30/2016,78300,6764,6764,0.0,15384,6183.0,9201.0,9458,2394.0,1906.0,4916.0,242.0,2000.0,,2536.0,,1857.0,33606,15916,,,14869,14869.0,13909.0,9329.0,6677.0,2652.0,,2044.0,44694.0,,9871,5104,,450.0,4317.0,14343,7483.0,,,,6860.0,2969,,,2894,27183,23980,23980.0,,,,11834.0,,8533.0,3301.0,35814.0,62997.0,0.0,5277,814.894624,4462.105376,-17579.0,29167.0,-1633.0,15232.0,71.0,15303.0,78300.0,
09/30/2016,76402,6113,6113,0.0,14454,5735.0,8719.0,9478,2359.0,2015.0,4866.0,238.0,1954.0,,2579.0,,1892.0,31999,15680,,,14937,14937.0,13786.0,9178.0,6725.0,2453.0,247.0,1782.0,44403.0,,8948,4713,,0.0,4235.0,13488,6965.0,,,,6523.0,2854,,,2781,25290,23622,23622.0,,,,11775.0,,8499.0,3276.0,35397.0,60687.0,0.0,5266,814.894624,4451.105376,-17544.0,29450.0,-1527.0,15645.0,70.0,15715.0,76402.0,
12/31/2016,74704,7168,7168,0.0,14441,5919.0,8522.0,8614,2102.0,1719.0,4576.0,217.0,1744.0,33.0,2790.0,,1682.0,31967,15322,31940.0,-16618.0,14585,14585.0,12830.0,8369.0,6020.0,2349.0,249.0,1389.0,42737.0,,9234,4614,0.0,452.0,4168.0,13965,7303.0,,,,6662.0,2933,0.0,36.0,2802,26132,22818,22818.0,,,,12541.0,0.0,9357.0,3148.0,35359.0,61491.0,0.0,5277,814.894624,4462.105376,-17478.0,27377.0,-2039.0,13137.0,76.0,13213.0,74704.0,
03/31/2017,77549,9472,9472,0.0,15137,6453.0,8684.0,9082,2325.0,1850.0,4698.0,209.0,1857.0,,2940.0,0.0,1697.0,35548,14727,,,14370,14370.0,12904.0,8338.0,6051.0,2287.0,,1626.0,42001.0,,9980,5302,,0.0,4678.0,14557,7821.0,,,,6736.0,3098,,27.0,2923,27635,23725,23725.0,,,,12529.0,,9291.0,3211.0,36254.0,63889.0,0.0,5222,814.894624,4407.105376,-17391.0,27584.0,-1827.0,13588.0,72.0,13660.0,77549.0,
06/30/2017,78510,10232,10232,0.0,15500,6580.0,8920.0,9388,2540.0,1954.0,4690.0,204.0,1871.0,6.0,2866.0,,1776.0,36991,14420,,,14137,14137.0,12962.0,8374.0,6142.0,2232.0,228.0,1488.0,41519.0,,11383,5778,,461.0,5144.0,13377,6597.0,,,,6780.0,3373,,14.0,3320,28133,23815,23815.0,,,,12483.0,,9248.0,3221.0,36298.0,64431.0,0.0,5316,814.894624,4501.105376,-17307.0,27471.0,-1471.0,14009.0,70.0,14079.0,78510.0,
09/30/2017,78560,9591,9591,0.0,15585,6601.0,8984.0,10212,2777.0,2241.0,4990.0,204.0,1797.0,,2845.0,,1707.0,37185,14187,,,14161,14161.0,13027.0,8371.0,6196.0,2175.0,252.0,1559.0,41375.0,,11579,6113,,0.0,5466.0,11089,5470.0,,,,5619.0,3235,,,3254,25903,24835,24835.0,,,,12125.0,,8973.0,3152.0,36960.0,62863.0,0.0,5460,814.894624,4645.105376,-17130.0,28530.0,-1233.0,15627.0,70.0,15697.0,78560.0,
12/31/2017,76962,8261,8261,0.0,16133,7376.0,8757.0,10018,2802.0,2254.0,4761.0,201.0,1832.0,14.0,1693.0,,1772.0,36244,14155,31538.0,-17383.0,14532,14532.0,12031.0,8311.0,6200.0,2111.0,243.0,1770.0,40718.0,,12641,6487,0.0,466.0,5688.0,11031,4837.0,,,,6194.0,3259,0.0,2.0,3168,26931,23847,23847.0,,,,12418.0,0.0,8365.0,4051.0,36265.0,63196.0,0.0,5593,814.894624,4778.105376,-17005.0,26301.0,-1192.0,13697.0,69.0,13766.0,76962.0,
03/31/2018,78014,7888,7888,0.0,16584,7812.0,8772.0,10947,3179.0,2465.0,5114.0,189.0,1938.0,,1687.0,0.0,1774.0,37357,13912,,,14363,14363.0,12382.0,8539.0,6376.0,2163.0,,2156.0,40657.0,,11841,6938,,0.0,4903.0,12150,6417.0,,,,5733.0,3411,,4.0,3163,27402,23165,23165.0,,,,12175.0,,8233.0,3938.0,35340.0,62742.0,0.0,5640,814.894624,4825.105376,-17347.0,27929.0,-1016.0,15206.0,66.0,15272.0,78014.0,
06/30/2018,78987,8654,8654,0.0,16869,7963.0,8906.0,11255,3277.0,2678.0,5092.0,208.0,1863.0,33.0,1626.0,,1835.0,38641,13752,,,14402,14402.0,12192.0,8288.0,6249.0,2039.0,,2245.0,40346.0,,12442,6831,,511.0,5100.0,12470,6220.0,,,,6250.0,3388,,6.0,3249,28300,23699,23699.0,,,,12046.0,,8092.0,3948.0,35745.0,64045.0,0.0,5746,814.894624,4931.105376,-18028.0,28657.0,-1496.0,14879.0,63.0,14942.0,78987.0,
09/30/2018,78209,8007,8007,0.0,16773,7949.0,8824.0,11814,3413.0,2764.0,5425.0,212.0,1860.0,40.0,1288.0,,1835.0,38454,13607,,,14373,14373.0,11775.0,8209.0,6233.0,1976.0,,2238.0,39755.0,,12221,6788,,0.0,5433.0,10332,4521.0,,,,5811.0,3480,,6.0,3358,26033,25441,25441.0,,,,10845.0,,7046.0,3793.0,36286.0,62319.0,0.0,5715,814.894624,4900.105376,-18681.0,30384.0,-1568.0,15850.0,40.0,15890.0,78209.0,
12/31/2018,78509,7857,7857,0.0,17364,8714.0,8650.0,11529,3382.0,2674.0,5241.0,232.0,1853.0,43.0,1439.0,,1765.0,38603,13574,29781.0,-16207.0,14447,14447.0,11885.0,8114.0,6217.0,1897.0,,2289.0,39906.0,,13362,7051,0.0,495.0,5816.0,11553,5723.0,,,,5830.0,3303,0.0,9.0,3162,28218,25000,25000.0,,,,11211.0,0.0,7455.0,3747.0,36211.0,64429.0,0.0,5827,814.894624,5012.105376,-20531.0,30427.0,-1684.0,14039.0,41.0,14080.0,78509.0,
03/31/2019,78726,7128,7128,0.0,17822,8890.0,8932.0,12340,3592.0,2737.0,5785.0,226.0,1836.0,61.0,1378.0,,1765.0,39126,13948,,,13823,13823.0,11829.0,7998.0,6191.0,1807.0,,2392.0,39600.0,,12041,7198,,0.0,4843.0,11730,5590.0,188.0,,188.0,5952.0,3617,,5.0,3514,27388,24753,24240.0,513.0,,513.0,11107.0,,7441.0,3661.0,35860.0,63248.0,0.0,5804,814.894624,4989.105376,-21214.0,32435.0,-1588.0,15437.0,41.0,15478.0,78726.0,
06/30/2019,79187,7429,7429,0.0,18449,8910.0,9539.0,12007,3593.0,2574.0,5604.0,236.0,1904.0,67.0,1473.0,,1818.0,39789,13828,,,13615,13615.0,11955.0,7944.0,6211.0,1733.0,,2471.0,39398.0,,12681,7022,,579.0,5080.0,11701,5266.0,187.0,,187.0,6248.0,3353,,17.0,3233,27735,25244,24764.0,480.0,,480.0,11330.0,,7448.0,3865.0,36574.0,64309.0,0.0,5822,814.894624,5007.105376,-22467.0,32981.0,-1499.0,14837.0,41.0,14878.0,79187.0,
09/30/2019,77993,7906,7906,0.0,17374,8182.0,9192.0,12180,4424.0,1335.0,6177.0,244.0,1700.0,85.0,1372.0,,1607.0,39160,13474,,,13605,13605.0,11754.0,7772.0,6142.0,1630.0,,2525.0,38833.0,,11266,6141,,0.0,5125.0,12496,4268.0,178.0,,178.0,8050.0,3439,,6.0,3319,27201,26050,25588.0,462.0,,462.0,9749.0,,5900.0,3843.0,35799.0,63000.0,0.0,5951,814.894624,5136.105376,-23693.0,34477.0,-1783.0,14952.0,41.0,14993.0,77993.0,
12/31/2019,78453,8284,8284,0.0,17820,8484.0,9336.0,11266,4263.0,1147.0,5598.0,258.0,1823.0,32.0,1411.0,,1739.0,39193,13528,29841.0,-16313.0,13844,13844.0,11888.0,7761.0,6196.0,1565.0,,2684.0,39260.0,,11832,5957,0.0,567.0,5308.0,11549,5166.0,173.0,0.0,173.0,6210.0,3240,0.0,0.0,3169,26621,26742,26281.0,461.0,0.0,461.0,10461.0,0.0,6599.0,3862.0,37203.0,63824.0,0.0,5935,814.894624,5120.105376,-24217.0,34437.0,-1567.0,14588.0,41.0,14629.0,78453.0,
