Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/31/2012,454.213,58.306,395.907,-102.524,79.512,23.012,351.689,0.0,-312.199,153.288,111.385,41.903,153.568,5.343,39.49,3.242,,,,3.313,-6.555,42.732,-13.651,29.081,0.0,0.0,0.0,29.081,,29.081,0.0,0.0,29.081,35.327547,6.246547,150.149,0.19,0.19,0.235283,153.271,0.19,0.19,0.230755,
01/31/2013,475.137,58.389,416.748,-111.063,84.547,26.516,364.074,0.0,-303.093,139.696,101.758,37.938,157.51,5.887,60.981,10.749,0.129,0.464,-0.335,-4.404,-6.474,71.73,-1.808,69.922,0.0,0.0,0.0,69.922,0.0,69.922,0.0,0.0,69.922,70.888441,0.966441,151.477,0.46,0.46,0.467982,154.531,0.45,0.45,0.456254,
04/30/2013,499.257,60.987,438.27,-107.733,81.335,26.398,391.524,0.0,-312.021,136.184,103.93,32.254,169.962,5.875,79.503,7.204,-0.472,0.456,-0.928,-1.505,-5.227,86.707,-18.016,68.691,0.0,0.0,0.0,68.691,0.0,68.691,0.0,0.0,68.691,70.274308,1.583308,153.515,0.45,0.45,0.457768,156.606,0.44,0.44,0.45011,
07/31/2013,482.945,55.9,427.045,-115.647,89.11,26.537,367.298,0.0,-312.303,139.891,105.381,34.51,166.668,5.744,54.995,3.177,0.103,0.404,-0.301,-0.217,-3.063,58.172,-5.875,52.297,0.0,0.0,0.0,52.297,0.0,52.297,0.0,0.0,52.297,49.529826,-2.767174,153.915,0.34,0.34,0.3218,157.056,0.33,0.33,0.312381,
10/31/2013,504.875,55.456,449.419,-119.109,94.256,24.853,385.766,0.0,-334.752,154.002,114.913,39.089,175.057,5.693,51.014,8.043,0.045,0.372,-0.327,0.1,-8.188,59.057,-2.167,56.89,0.0,0.0,0.0,56.89,0.0,56.89,0.0,0.0,56.89,59.22078,2.33078,154.369,0.37,0.37,0.383631,157.039,0.36,0.36,0.374842,
01/31/2014,478.951,44.833,434.118,-105.849,83.096,22.753,373.102,0.0,-312.946,140.025,105.792,34.233,167.543,5.378,60.156,11.028,-0.01,0.357,-0.367,-0.893,-10.125,71.184,-3.488,67.696,0.0,0.0,0.0,67.696,0.0,67.696,0.0,0.0,67.696,58.238262,-9.457738,154.066,0.44,0.44,0.378009,156.756,0.43,0.43,0.369666,
04/30/2014,517.697,57.215,460.482,-114.085,88.411,25.674,403.612,0.0,-339.778,155.359,114.784,40.575,178.043,6.376,63.834,4.225,0.268,0.582,-0.314,0.109,-4.602,68.059,-4.742,63.317,0.0,0.0,0.0,63.317,0.0,63.317,0.0,0.0,63.317,64.476905,1.159905,154.572,0.41,0.41,0.417132,157.082,0.4,0.4,0.407384,
07/31/2014,521.812,59.034,462.778,-115.53,89.258,26.272,406.282,0.0,-339.055,149.709,112.271,37.438,182.809,6.537,67.227,3.544,0.421,0.715,-0.294,-0.08,-3.885,70.771,-5.115,65.656,0.0,0.0,0.0,65.656,0.0,65.656,0.0,0.0,65.656,63.501956,-2.154044,155.194,0.42,0.42,0.409178,157.622,0.42,0.42,0.406334,
10/31/2014,539.012,61.498,477.514,-121.421,94.809,26.612,417.591,0.0,-360.091,163.201,120.232,42.969,190.373,6.517,57.5,4.628,-0.086,0.241,-0.327,1.979,-6.521,62.128,0.327,62.455,0.0,0.0,0.0,62.455,0.0,62.455,0.0,0.0,62.455,60.071061,-2.383939,156.385,0.4,0.4,0.384123,158.477,0.39,0.39,0.374957,
01/31/2015,542.043,64.537,477.506,-124.633,98.767,25.866,417.41,0.0,-345.911,142.523,106.169,36.354,181.61,21.778,71.499,5.116,-0.495,0.653,-1.148,-3.694,-0.927,76.615,-11.426,65.189,0.0,0.0,0.0,65.189,0.0,65.189,0.0,0.0,65.189,78.223249,13.034249,154.458,0.42,0.42,0.506437,157.206,0.41,0.41,0.492912,
04/30/2015,557.204,65.047,492.157,-124.972,99.36,25.612,432.232,0.0,-356.305,161.554,120.579,40.975,188.315,6.436,75.927,7.957,0.252,0.804,-0.552,-0.511,-7.698,83.884,-28.288,55.596,0.0,0.0,0.0,55.596,0.0,55.596,0.0,0.0,55.596,58.82908,3.23308,154.515,0.36,0.36,0.380734,157.483,0.35,0.35,0.37053,
07/31/2015,555.805,61.12,494.685,-129.471,102.767,26.704,426.334,0.0,-364.852,160.913,116.988,43.925,197.999,5.94,61.482,3.711,0.059,0.599,-0.54,-1.111,-2.659,65.193,-9.806,55.387,0.0,0.0,0.0,55.387,0.0,55.387,0.0,0.0,55.387,51.247008,-4.139992,155.533,0.36,0.36,0.329493,158.584,0.35,0.35,0.323894,
10/31/2015,587.159,61.97,525.189,-139.844,107.981,31.863,447.315,0.0,-389.757,174.514,130.671,43.843,208.305,6.938,57.558,-1.64,0.212,0.757,-0.545,0.0,1.428,55.918,-6.156,49.762,0.0,0.0,0.0,49.762,0.0,49.762,0.0,0.0,49.762,58.230003,8.468003,155.322,0.32,0.32,0.374899,158.121,0.31,0.31,0.363554,
01/31/2016,568.604,60.887,507.717,-129.444,98.918,30.526,439.16,0.0,-368.05,162.317,122.62,39.697,196.705,9.028,71.11,-6.768,0.093,0.673,-0.58,-0.58,7.255,64.342,-4.307,60.035,0.0,0.0,0.0,60.035,0.0,60.035,0.0,0.0,60.035,64.157746,4.122746,152.968,0.39,0.39,0.419419,155.283,0.39,0.39,0.41655,
04/30/2016,605.005,62.667,542.338,-131.63,107.075,24.555,473.375,0.0,-386.569,162.479,120.926,41.553,216.172,7.918,86.806,10.417,-0.041,0.848,-0.889,0.783,-11.159,97.223,-27.847,69.376,0.0,0.0,0.0,69.376,0.0,69.376,0.0,0.0,69.376,72.123143,2.747143,152.25,0.46,0.46,0.473715,154.536,0.45,0.45,0.467777,
07/31/2016,615.204,69.034,546.17,-139.677,115.214,24.463,475.527,0.0,-398.805,169.876,127.328,42.548,221.874,7.055,76.722,8.509,0.177,1.208,-1.031,0.094,-8.78,85.231,-20.513,64.718,0.0,0.0,0.0,64.718,0.0,64.718,0.0,0.0,64.718,70.170255,5.452255,151.169,0.43,0.43,0.464184,153.89,0.42,0.42,0.45543,
10/31/2016,633.719,70.905,562.814,-142.211,119.637,22.574,491.508,0.0,-408.751,173.658,131.494,42.164,221.954,13.139,82.757,-0.005,-0.173,1.042,-1.215,-0.453,0.631,82.752,-10.055,72.697,0.0,0.0,0.0,72.697,0.0,72.697,0.0,0.0,72.697,79.643504,6.946504,151.681,0.48,0.48,0.525072,154.331,0.47,0.47,0.51501,
01/31/2017,652.786,83.812,568.974,-155.746,134.274,21.472,497.04,0.0,-400.166,167.377,126.511,40.866,212.648,20.141,96.874,11.487,0.075,1.308,-1.233,-3.222,-8.34,108.361,-21.773,86.588,0.0,0.0,0.0,86.588,0.0,86.588,0.0,0.0,86.588,100.167551,13.579551,150.782,0.57,0.57,0.66432,154.433,0.56,0.56,0.647932,
04/30/2017,680.069,95.523,584.546,-162.028,142.394,19.634,518.041,0.0,-464.435,220.649,137.211,83.438,223.015,20.771,53.606,8.414,0.361,1.86,-1.499,0.623,-9.398,62.02,-8.714,53.306,0.0,0.0,0.0,53.306,0.0,53.306,0.0,0.0,53.306,94.406705,41.100705,150.384,0.35,0.35,0.627771,154.861,0.34,0.34,0.605404,
07/31/2017,695.381,91.6,603.781,-169.546,150.932,18.614,525.835,0.0,-420.465,177.87,131.52,46.35,228.663,13.932,105.37,7.421,0.305,2.32,-2.015,-0.278,-7.448,112.791,3.96,116.751,0.0,0.0,0.0,116.751,0.0,116.751,0.0,0.0,116.751,119.661496,2.910496,150.214,0.78,0.78,0.796607,154.683,0.75,0.75,0.768816,
10/31/2017,696.644,93.929,602.715,-166.864,150.475,16.389,529.78,0.0,-438.067,180.196,154.006,26.19,244.515,13.356,91.713,8.213,-0.678,1.816,-2.494,-0.477,-7.058,99.926,-220.008,-120.082,0.0,0.0,0.0,-120.082,,-120.082,0.0,0.0,-120.082,5.439142,125.521142,150.448,-0.8,-0.8,0.036153,150.448,-0.8,-0.8,0.034316,
01/31/2018,769.426,106.889,662.537,-181.156,162.148,19.008,588.27,0.0,-480.552,206.884,150.512,56.372,264.411,9.257,107.718,12.385,1.207,2.843,-1.636,1.019,-14.611,120.103,-123.794,-3.691,0.0,0.0,0.0,-3.691,,-3.691,0.0,0.0,-3.691,125.463902,129.154902,149.441,-0.02,-0.02,0.839555,149.441,-0.02,-0.02,0.839555,
04/30/2018,776.836,120.106,656.73,-178.779,158.329,20.45,598.057,0.0,-471.043,205.997,147.188,58.809,252.134,12.912,127.014,-7.715,2.953,3.88,-0.927,-1.117,5.879,119.299,-16.827,102.472,0.0,0.0,0.0,102.472,,102.472,0.0,0.0,102.472,137.998616,35.526616,149.034,0.69,0.69,0.925954,153.167,0.67,0.67,0.901947,
07/31/2018,779.714,110.082,669.632,-185.381,165.227,20.154,594.333,0.0,-530.365,242.289,157.953,84.336,277.402,10.674,63.968,7.925,3.462,4.558,-1.096,-1.627,-9.76,71.893,7.516,79.409,0.0,0.0,0.0,79.409,,79.409,0.0,0.0,79.409,98.425432,19.016432,148.49,0.53,0.53,0.662842,152.614,0.52,0.52,0.644605,
10/31/2018,795.082,122.966,672.116,-190.582,166.16,24.422,604.5,0.0,-542.975,230.368,167.325,63.043,290.875,21.732,61.525,-9.277,2.662,4.326,-1.664,-1.832,8.447,52.248,202.08,254.328,0.0,0.0,0.0,254.328,,254.328,0.0,0.0,254.328,83.605897,-170.722103,149.148,1.71,1.71,0.560557,153.038,1.66,1.66,0.544446,
01/31/2019,820.401,136.172,684.229,-192.892,175.449,17.443,627.509,0.0,-480.095,198.02,155.959,42.061,271.326,10.749,147.414,-0.359,2.989,4.554,-1.565,0.416,-3.046,147.055,6.459,153.514,0.0,0.0,0.0,153.514,,153.514,0.0,0.0,153.514,149.484235,-4.029765,149.288,1.03,1.03,1.001314,152.661,1.01,1.01,0.983603,
04/30/2019,836.242,134.536,701.706,-190.679,175.798,14.881,645.563,0.0,-530.061,215.003,158.652,56.351,290.299,24.759,115.502,18.415,1.914,3.841,-1.927,-2.718,-17.611,133.917,-15.707,118.21,0.0,0.0,0.0,118.21,,118.21,0.0,0.0,118.21,144.327369,26.117369,149.712,0.79,0.79,0.964033,153.904,0.77,0.77,0.939699,
07/31/2019,852.97,137.849,715.121,-186.632,173.029,13.603,666.338,0.0,-538.744,224.491,157.109,67.382,284.804,29.449,127.594,5.317,0.425,2.214,-1.789,-0.696,-5.046,132.911,-32.982,99.929,0.0,0.0,0.0,99.929,,99.929,0.0,0.0,99.929,120.618765,20.689765,150.123,0.67,0.67,0.803466,154.6,0.65,0.65,0.783828,
10/31/2019,851.081,134.381,716.7,-182.743,169.047,13.696,668.338,0.0,-538.617,224.594,161.17,63.424,290.503,23.52,129.721,1.902,-0.528,1.051,-1.579,0.589,-1.963,131.623,29.091,160.714,0.0,0.0,0.0,160.714,,160.714,0.0,0.0,160.714,163.858301,3.144301,150.367,1.07,1.07,1.089722,154.532,1.04,1.04,1.060347,
01/31/2020,834.381,127.221,707.16,-192.868,179.699,13.169,641.513,0.0,-553.997,221.599,152.899,68.7,314.283,18.115,87.516,12.057,0.125,1.603,-1.478,-0.093,-12.089,99.573,4.488,104.061,0.0,0.0,0.0,104.061,,104.061,0.0,0.0,104.061,111.642152,7.581152,150.244,0.69,0.69,0.743072,154.504,0.67,0.67,0.719068,
04/30/2020,861.327,141.465,719.862,-184.265,170.42,13.845,677.062,0.0,-551.167,208.674,146.2,62.474,302.571,39.922,125.895,-15.729,0.967,1.846,-0.879,-5.039,19.801,110.166,-0.246,109.92,0.0,0.0,0.0,109.92,,109.92,0.0,0.0,109.92,132.909111,22.989111,150.597,0.73,0.73,0.882548,154.379,0.71,0.71,0.858913,
07/31/2020,964.134,141.138,822.996,-193.008,179.29,13.718,771.126,0.0,-560.528,229.972,156.456,73.516,322.602,7.954,210.598,26.256,0.161,0.941,-0.78,-0.123,-26.294,236.854,16.057,252.911,0.0,0.0,0.0,252.911,,252.911,0.0,0.0,252.911,253.199589,0.288589,151.352,1.67,1.67,1.672919,155.973,1.62,1.62,1.62185,
10/31/2020,1019.308,,,,,,820.033286,,,,,,,,298.667,,,,,,,291.0,,177.8,,,,,,177.8,,,177.8,243.8,,,1.144,1.144,1.558,,1.144,1.144,1.558,
01/31/2021,969.7,,,,,,781.161229,,,,,,,,268.6,,,,,,,265.667,,172.75,,,,,,172.75,,,172.75,226.714,,,1.094,1.094,1.411,,1.094,1.094,1.411,
