Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,558.973,558.973,-187.577,187.577,,371.396,0.0,-223.882,91.261,115.24,17.381,147.514,-7.126,7.405,13.674,-6.269,,-0.279,140.388,-17.983,122.405,0.0,0.0,0.0,122.405,0.0,122.405,0.0,0.0,122.405,131.3899,8.9849,263.261,0.46,0.46,0.499086,276.166,0.44,0.44,0.472534,
06/30/2012,582.784,582.784,-198.411,198.411,,384.373,0.0,-219.796,96.201,121.447,2.148,164.577,-9.672,7.903,13.695,-5.792,,1.769,154.905,-25.074,129.831,0.0,0.0,0.0,129.831,0.0,129.831,0.0,0.0,129.831,129.3682,-0.4628,263.055,0.49,0.49,0.491791,273.82,0.47,0.47,0.46831,
09/29/2012,543.933,543.933,-187.713,187.713,,356.22,0.0,-208.134,91.928,113.887,2.319,148.086,-10.003,7.446,13.717,-6.271,,2.557,138.083,-14.646,123.437,0.0,0.0,0.0,123.437,0.0,123.437,0.0,0.0,123.437,122.7675,-0.6695,260.605,0.47,0.47,0.471087,270.265,0.46,0.46,0.457523,
12/29/2012,509.767,509.767,-170.493,170.493,,339.274,0.0,-218.432,86.823,129.055,2.554,120.842,-5.149,6.397,13.517,-7.12,,-1.248,115.693,-12.045,103.648,0.0,0.0,0.0,103.648,0.0,103.648,0.0,0.0,103.648,103.1618,-0.4862,260.69,0.4,0.4,0.395726,271.174,0.38,0.38,0.378207,
03/30/2013,532.168,532.168,-180.589,180.589,,351.579,0.0,-204.352,90.732,111.133,2.487,147.227,-8.902,7.749,14.14,-6.391,,1.153,138.325,-7.705,130.62,0.0,0.0,0.0,130.62,0.0,130.62,0.0,0.0,130.62,130.40875,-0.21125,263.035,0.5,0.5,0.495785,277.09,0.47,0.47,0.469238,
06/29/2013,578.955,578.955,-179.7,179.7,,399.255,0.0,-206.346,92.387,111.541,2.418,192.909,-9.93,8.256,13.859,-5.603,,1.674,182.979,-25.956,157.023,0.0,0.0,0.0,157.023,0.0,157.023,0.0,0.0,157.023,156.95345,-0.06955,264.153,0.59,0.59,0.594176,280.291,0.56,0.56,0.559752,
09/28/2013,598.937,598.937,-182.816,182.816,,416.121,0.0,-252.359,96.339,125.002,31.018,163.762,-10.997,7.684,13.047,-5.363,,3.313,152.765,-11.304,141.461,0.0,0.0,0.0,141.461,0.0,141.461,0.0,0.0,141.461,160.21675,18.75575,268.478,0.53,0.53,0.596759,290.685,0.49,0.49,0.554523,
12/28/2013,586.816,586.816,-180.792,180.792,,406.024,0.0,-203.285,91.794,128.092,-16.601,202.739,-4.807,4.505,14.05,-9.545,,0.302,197.932,-22.055,175.877,0.0,0.0,0.0,175.877,0.0,175.877,0.0,0.0,175.877,163.48735,-12.38965,267.78,0.66,0.66,0.610529,288.195,0.61,0.61,0.567009,
03/29/2014,617.823,617.823,-199.945,199.945,,417.878,0.0,-228.361,98.087,127.812,2.462,189.517,-13.667,5.511,13.079,-7.568,,8.156,175.85,-19.823,156.027,0.0,0.0,0.0,156.027,0.0,156.027,0.0,0.0,156.027,162.46395,6.43695,268.134,0.58,0.58,0.605906,294.536,0.53,0.53,0.551855,
06/28/2014,612.633,612.633,-189.189,189.189,,423.444,0.0,-216.944,92.513,122.013,2.418,206.5,-6.222,5.364,13.865,-8.501,,0.858,200.278,-26.667,173.611,0.0,0.0,0.0,173.611,0.0,173.611,0.0,0.0,173.611,173.1755,-0.4355,267.648,0.65,0.65,0.647027,281.579,0.62,0.62,0.618453,
09/27/2014,604.262,604.262,-169.617,169.617,,434.645,0.0,-234.596,93.883,138.335,2.378,200.049,-5.731,5.453,13.845,-8.392,,0.278,194.318,-22.802,171.516,0.0,0.0,0.0,171.516,0.0,171.516,0.0,0.0,171.516,170.3837,-1.1323,265.942,0.64,0.64,0.64068,275.8,0.62,0.62,0.615894,
12/27/2014,593.549,593.549,-179.638,179.638,,413.911,0.0,-223.902,88.076,133.455,2.371,190.009,-4.007,2.484,13.859,-11.375,,1.523,186.002,-17.536,168.466,0.0,0.0,0.0,168.466,0.0,168.466,0.0,0.0,168.466,170.4784,2.0124,262.881,0.64,0.64,0.6485,273.795,0.62,0.62,0.62735,
03/28/2015,566.9,566.9,-170.379,170.379,,396.521,0.0,-238.001,79.198,131.942,26.861,158.52,0.958,6.256,13.864,-7.608,,-7.214,159.478,-24.855,134.623,0.0,0.0,0.0,134.623,0.0,134.623,0.0,0.0,134.623,146.40165,11.77865,260.857,0.52,0.52,0.561233,269.514,0.5,0.5,0.543703,
06/27/2015,549.008,549.008,-159.954,159.954,,389.054,0.0,-210.56,82.143,126.648,1.769,178.494,-10.527,5.887,13.862,-7.975,,4.64,167.967,-20.252,147.715,0.0,0.0,0.0,147.715,0.0,147.715,0.0,0.0,147.715,147.5655,-0.1495,258.021,0.57,0.57,0.571913,270.73,0.55,0.55,0.549448,
09/26/2015,527.572,527.572,-157.64,157.64,,369.932,0.0,-216.75,84.761,130.22,1.769,153.182,-9.213,5.738,13.862,-8.124,,3.475,143.969,-16.671,127.298,0.0,0.0,0.0,127.298,0.0,127.298,0.0,0.0,127.298,127.0458,-0.2522,257.64,0.49,0.49,0.493114,266.046,0.48,0.48,0.479052,
01/02/2016,566.235,566.235,-178.514,178.514,,387.721,0.0,-227.617,84.47,141.378,1.769,160.104,-5.053,1.226,13.866,-12.64,,3.827,155.051,-24.232,130.819,0.0,0.0,0.0,130.819,0.0,130.819,0.0,0.0,130.819,132.7807,1.9617,256.45,0.51,0.51,0.517764,269.611,0.49,0.49,0.497276,
04/02/2016,571.066,571.066,-175.799,175.799,,395.267,0.0,-217.166,80.277,135.645,1.244,178.101,-8.263,2.425,13.866,-11.441,,5.838,169.838,-24.803,145.035,0.0,0.0,0.0,145.035,0.0,145.035,0.0,0.0,145.035,145.1845,0.1495,255.467,0.57,0.57,0.56831,268.462,0.54,0.54,0.540557,
07/02/2016,574.981,574.981,-168.297,168.297,,406.684,0.0,-220.479,83.11,136.125,1.244,186.205,-4.587,2.402,13.868,-11.466,0.0,2.185,181.618,-18.569,163.049,0.0,0.0,0.0,163.049,0.0,163.049,0.0,0.0,163.049,162.91315,-0.13585,252.901,0.64,0.64,0.644178,266.206,0.61,0.61,0.60949,
10/01/2016,579.209,579.209,-175.875,175.875,,403.334,0.0,-226.521,83.463,141.814,1.244,176.813,-1.151,1.772,13.87,-12.098,,-0.621,175.662,-11.47,164.192,0.0,0.0,0.0,164.192,0.0,164.192,0.0,0.0,164.192,163.7565,-0.4355,253.466,0.65,0.65,0.646069,270.373,0.61,0.61,0.608389,
12/31/2016,585.688,585.688,-178.233,178.233,,407.455,0.0,-244.483,83.78,159.248,1.455,162.972,-0.392,-0.632,13.872,-14.504,,1.024,162.58,-20.734,141.846,0.0,0.0,0.0,141.846,0.0,141.846,0.0,0.0,141.846,141.88175,0.03575,250.982,0.57,0.57,0.565306,270.781,0.52,0.52,0.520132,
04/01/2017,609.452,609.452,-185.811,185.811,,423.641,0.0,-250.237,84.797,164.256,1.184,173.404,-2.184,-0.71,12.343,-13.053,,2.894,171.22,-17.795,153.425,0.0,0.0,0.0,153.425,0.0,153.425,0.0,0.0,153.425,151.63035,-1.79465,249.014,0.62,0.62,0.608923,267.157,0.57,0.57,0.563282,
07/01/2017,602.81,602.81,-190.824,190.824,,411.986,0.0,-242.931,89.175,153.051,0.705,169.055,1.839,-1.333,12.081,-13.414,0.0,-0.506,170.894,-13.65,157.244,0.0,0.0,0.0,157.244,0.0,157.244,0.0,0.0,157.244,156.9541,-0.2899,247.911,0.63,0.63,0.633107,265.797,0.59,0.59,0.588909,
09/30/2017,627.419,627.419,-185.685,185.685,,441.734,0.0,-249.548,91.053,157.985,0.51,192.186,1.831,-2.803,11.029,-13.832,,0.972,194.017,-20.266,173.751,0.0,0.0,0.0,173.751,0.0,173.751,0.0,0.0,173.751,173.5495,-0.2015,248.094,0.7,0.7,0.699531,258.217,0.67,0.67,0.66922,
12/30/2017,598.603,598.603,-177.969,177.969,,420.634,0.0,-259.337,92.753,166.231,0.353,161.297,5.469,-6.514,11.224,-17.738,,1.045,166.766,-179.251,-12.485,0.0,0.0,0.0,-12.485,0.0,-12.485,0.0,0.0,-12.485,171.96309,184.44809,254.089,-0.05,-0.05,0.676783,254.089,-0.05,-0.05,0.675919,
03/31/2018,638.191,638.191,-188.941,188.941,,449.25,0.0,-285.766,89.348,162.483,33.935,163.484,-3.781,-2.116,11.504,-13.62,,5.897,159.703,-14.232,145.471,0.0,0.0,0.0,145.471,0.0,145.471,0.0,0.0,145.471,180.572868,35.101868,254.559,0.57,0.57,0.709356,257.916,0.56,0.56,0.696098,
06/30/2018,684.37,684.37,-206.888,206.888,,477.482,0.0,-261.718,90.532,170.826,0.36,215.764,-2.847,-4.025,13.372,-17.397,0.0,6.872,212.917,-22.879,190.038,0.0,0.0,0.0,190.038,0.0,190.038,0.0,0.0,190.038,189.99929,-0.03871,252.682,0.75,0.75,0.75193,255.935,0.74,0.74,0.739849,
09/29/2018,746.252,746.252,-231.62,231.62,,514.632,0.0,-281.896,97.685,183.372,0.839,232.736,6.408,-4.186,13.164,-17.35,,-2.222,239.144,-23.432,215.712,0.0,0.0,0.0,215.712,0.0,215.712,0.0,0.0,215.712,221.67316,5.96116,252.988,0.85,0.85,0.87622,255.522,0.84,0.84,0.863329,
12/29/2018,800.057,800.057,-247.903,247.903,,552.154,0.0,-294.234,103.039,189.329,1.866,257.92,-1.33,-8.146,13.464,-21.61,,9.476,256.59,-17.23,239.36,0.0,0.0,0.0,239.36,0.0,239.36,0.0,0.0,239.36,234.706576,-4.653424,253.06,0.95,0.95,0.927474,256.374,0.93,0.93,0.911849,
03/30/2019,828.361,828.361,-269.457,269.457,0.0,558.904,0.0,-308.526,107.16,199.5,1.866,250.378,9.302,-8.054,12.883,-20.937,,-1.248,259.68,-15.04,244.64,0.0,0.0,0.0,244.64,0.0,244.64,0.0,0.0,244.64,240.628356,-4.011644,253.855,0.96,0.96,0.947897,258.177,0.95,0.95,0.934462,
06/29/2019,849.632,849.632,-286.769,286.769,,562.863,0.0,-311.925,107.425,204.1,0.4,250.938,11.612,-7.33,10.659,-17.989,,-4.282,262.55,-21.091,241.459,0.0,0.0,0.0,241.459,0.0,241.459,0.0,0.0,241.459,245.521243,4.062243,253.268,0.95,0.95,0.969413,257.928,0.94,0.94,0.95575,
09/28/2019,833.366,833.366,-293.106,293.106,,540.26,0.0,-336.744,111.596,222.979,2.169,203.516,12.329,-4.251,9.562,-13.813,,-8.078,215.845,11.148,226.993,0.0,0.0,0.0,226.993,0.0,226.993,0.0,0.0,226.993,230.440986,3.447986,252.399,0.9,0.9,0.913003,255.269,0.89,0.89,0.903507,
12/28/2019,723.499,723.499,-240.021,240.021,,483.478,0.0,-324.072,109.612,211.541,2.919,159.406,6.437,-1.575,9.563,-11.138,,-4.862,165.843,-3.831,162.012,0.0,0.0,0.0,162.012,0.0,162.012,0.0,0.0,162.012,160.786056,-1.225944,250.546,0.65,0.65,0.641743,252.808,0.64,0.64,0.635151,
03/28/2020,756.169,756.169,-227.734,221.037,6.697,528.435,0.0,-350.406,103.675,214.968,31.763,178.029,11.717,0.042,9.565,-9.523,,-11.759,189.746,-27.489,162.257,0.0,0.0,0.0,162.257,0.0,162.257,0.0,0.0,162.257,183.670323,21.413323,247.166,0.66,0.66,0.743105,249.32,0.65,0.65,0.735887,
06/27/2020,726.673,726.673,-232.8,226.103,6.697,493.873,0.0,-318.358,105.383,210.113,2.862,175.515,-12.153,6.702,11.656,-4.954,,5.451,163.362,-69.526,93.836,0.0,0.0,0.0,93.836,0.0,93.836,0.0,0.0,93.836,152.260954,58.424954,243.18,0.39,0.39,0.626124,245.543,0.38,0.38,0.617942,
09/30/2020,756.105,,,,,533.60598165,,,,,,202.75,,,,,,,187.588,,180.455,,,,,,180.455,,,180.455,195.0,,,0.729,0.729,0.813,,0.729,0.729,0.813,
12/31/2020,774.389,,,,,536.651577,,,,,,201.294,,,,,,,188.529,,168.417,,,,,,168.417,,,168.417,179.615,,,0.68,0.68,0.761,,0.68,0.68,0.761,
