Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Discontinued Operations,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2009,787846,114135,61374,52761,19613,19613.0,0.0,13092,8365.0,0.0,4693.0,34.0,0.0,,0.0,146840,72993,118916,-45923,340688.0,,340688.0,227325,99890.0,84880.0,15010.0,,1451.0,,125837,641006,,18931,18931,,,,160115,90791.0,,,,69324.0,31740,,,19229,210786,358092,358092.0,,,,93159,,,,5308.0,86400,451251,662037,0.0,38563,702.0,37861.0,-32803,124530.0,-12761,117529,8280,125809,787846,
12/31/2009,781901,121831,70488,51343,16458,16458.0,0.0,11987,7581.0,0.0,4176.0,230.0,0.0,8009.0,0.0,150276,68970,112909,-43939,319247.0,,319247.0,243408,76827.0,65076.0,11751.0,,8486.0,27084.0,116360,631625,,20668,19527,0.0,1141.0,0.0,129869,59580.0,0.0,0.0,,70289.0,25578,0.0,0.0,13386,176115,336172,336172.0,0.0,0.0,,144478,0.0,8609.0,,2081.0,125302,480650,656765,0.0,38431,702.0,37729.0,-32238,126363.0,-15265,117291,7845,125136,781901,
03/31/2010,777355,111177,69628,41549,17729,17729.0,0.0,11751,7341.0,0.0,4148.0,262.0,0.0,,0.0,140657,68016,112450,-44434,346939.0,,346939.0,221743,76455.0,64910.0,11545.0,,1248.0,,144203,636698,,14498,14498,,,,123931,59347.0,,,,64584.0,25897,,,14429,164326,354386,354386.0,,,,135692,,,,2615.0,131829,490078,654404,0.0,38290,702.0,37588.0,-31757,125446.0,-16784,115195,7756,122951,777355,
06/30/2010,749930,115950,73848,42102,17589,17589.0,0.0,11366,6894.0,0.0,4301.0,171.0,0.0,,0.0,144905,65358,108976,-43618,324145.0,,324145.0,215522,74040.0,63094.0,10946.0,,1381.0,,140229,605025,,14230,14230,,,,120154,57154.0,,,,63000.0,25181,,,14313,159565,298701,298701.0,,,,170939,,,,2434.0,167124,469640,629205,0.0,38059,702.0,37357.0,-31235,127436.0,-20326,113934,6791,120725,749930,
09/30/2010,758824,124082,78392,45690,17738,17738.0,0.0,11997,7262.0,0.0,4806.0,-71.0,0.0,,0.0,153817,65538,110234,-44696,322294.0,,322294.0,217175,74359.0,64128.0,10231.0,,2422.0,,141483,605007,,14617,14617,,,,114879,52102.0,,,,62777.0,25912,,,14864,155408,338014,338014.0,,,,144792,,,,1993.0,140377,482806,638214,0.0,37684,702.0,36982.0,-31510,128126.0,-18764,115536,5074,120610,758824,
12/31/2010,747793,122881,78943,43938,18621,18621.0,0.0,11526,6973.0,0.0,4501.0,52.0,0.0,7489.0,0.0,153028,66212,110032,-43820,303012.0,0.0,303012.0,225541,74359.0,64388.0,9971.0,,2587.0,27754.0,103514,594765,,16219,14656,0.0,1563.0,0.0,117959,52326.0,0.0,0.0,,65633.0,22538,0.0,0.0,11396,156716,293323,293323.0,0.0,0.0,,173556,0.0,9311.0,,2753.0,158905,466879,623595,0.0,37592,702.0,36890.0,-31938,131137.0,-17855,118936,5262,124198,747793,
03/31/2011,727837,127062,82173,44889,17867,17867.0,0.0,13327,8111.0,0.0,5077.0,139.0,0.0,,0.0,158256,67504,111549,-44045,301102.0,0.0,301102.0,200975,79212.0,67920.0,11292.0,,2105.0,,116609,569581,,15747,15747,,,,110347,51183.0,,,,59164.0,27019,,2440.0,16531,153113,316942,316942.0,,,,131993,,,,1297.0,126151,448935,602048,0.0,37485,702.0,36783.0,-31952,133003.0,-15001,123535,2254,125789,727837,
06/30/2011,739835,136393,91053,45340,18634,18634.0,0.0,14616,8717.0,0.0,5724.0,175.0,0.0,,0.0,169643,68846,113029,-44183,292917.0,,292917.0,208429,82334.0,70536.0,11798.0,705.0,2118.0,,118927,570192,,15765,15765,,,,123489,50541.0,,,,72948.0,27796,,,16722,167050,306930,306930.0,,,,135458,,,,,133340,442388,609438,0.0,37302,702.0,36600.0,-31871,135098.0,-12455,128074,2323,130397,739835,
09/30/2011,737700,137826,91368,46458,18689,18689.0,0.0,15021,9200.0,0.0,5571.0,250.0,0.0,,0.0,171536,66094,109757,-43663,285844.0,,285844.0,214226,85724.0,73291.0,12433.0,,1715.0,,126936,566164,,16150,16150,,,,127327,50885.0,,,,76442.0,31111,,,19997,174588,297292,297292.0,,,,139047,,,,1980.0,135352,436339,610927,0.0,34532,702.0,33830.0,-32264,135857.0,-13664,124461,2312,126773,737700,
12/31/2011,718320,131875,84501,47374,20478,20478.0,0.0,13792,8735.0,0.0,5022.0,35.0,0.0,10041.0,0.0,166145,65739,108117,-42378,279918.0,,279918.0,206518,84693.0,72625.0,12068.0,131.0,1629.0,44052.0,65880,552175,,18197,16400,0.0,1797.0,0.0,137611,54920.0,0.0,0.0,,82691.0,26145,0.0,729.0,14796,181953,243459,243459.0,0.0,0.0,,174774,0.0,21587.0,,,150829,418233,600186,0.0,34395,702.0,33693.0,-31769,137786.0,-23974,116438,1696,118134,718320,
03/31/2012,707719,131479,83650,47829,19040,19040.0,0.0,15212,9387.0,0.0,5642.0,183.0,0.0,,0.0,165731,66000,108970,-42970,272694.0,,272694.0,203294,84880.0,72959.0,11921.0,,1384.0,,117073,541988,,18830,17031,,1799.0,,138659,59346.0,,,,79313.0,25703,,509.0,15030,183192,233487,233487.0,,,,169452,29544.0,,,281.0,137734,402939,586131,0.0,34296,702.0,33594.0,-31315,139019.0,-22133,119867,1721,121588,707719,
06/30/2012,694121,122226,74295,47931,19295,19295.0,0.0,15440,9404.0,0.0,6200.0,-164.0,0.0,6281.0,0.0,156961,66660,109612,-42952,264848.0,,264848.0,205652,84139.0,72401.0,11738.0,,1940.0,,113742,537160,,18516,16718,,1798.0,,126319,59212.0,,,,67107.0,24949,,1021.0,14967,169784,229817,229817.0,,,,170621,,,,456.0,167204,400438,570222,0.0,34200,702.0,33498.0,-31682,140324.0,-22723,120119,3780,123899,694121,
09/30/2012,698880,134180,85461,48719,19347,19347.0,0.0,16022,9552.0,0.0,6158.0,312.0,0.0,,0.0,169549,67388,111043,-43655,262564.0,,262564.0,199379,84871.0,73162.0,11709.0,,1847.0,,113300,529331,,17636,15851,,1785.0,,120435,54312.0,,,,66123.0,24652,,863.0,15250,162723,265844,265844.0,,,,142297,,,,,139587,408141,570864,0.0,33821,702.0,33119.0,-32974,142026.0,-20321,122552,5464,128016,698880,
12/31/2012,684999,125778,77268,48510,19902,19902.0,0.0,15374,9295.0,0.0,6099.0,-20.0,0.0,3940.0,0.0,161054,68633,114568,-45935,257238.0,0.0,257238.0,198074,85094.0,73114.0,11980.0,0.0,2733.0,,105725,523945,,17634,15654,0.0,1980.0,0.0,101392,52060.0,0.0,0.0,,49332.0,25772,0.0,277.0,14895,144798,236084,236084.0,0.0,0.0,,175647,0.0,22566.0,,0.0,150071,411731,556529,0.0,33772,702.0,33070.0,-34571,144055.0,-20230,123026,5444,128470,684999,
03/31/2013,670690,138110,89781,48329,21001,21001.0,0.0,16281,9738.0,0.0,6462.0,81.0,0.0,,0.0,175392,68411,114504,-46093,248455.0,,248455.0,178432,84555.0,72737.0,11818.0,5076.0,2376.0,,86936,495298,,18101,16130,,1971.0,,83127,48332.0,,,,34795.0,27280,,549.0,15943,128508,234299,234299.0,,,,178833,30488.0,,,,145420,413132,541640,0.0,33763,702.0,33061.0,-35993,145608.0,-19664,123714,5336,129050,670690,
06/30/2013,660541,132459,88711,43748,20181,20181.0,0.0,16762,9926.0,0.0,6653.0,183.0,0.0,,0.0,169402,68762,115165,-46403,246942.0,,246942.0,175435,84684.0,73088.0,11596.0,5013.0,2448.0,,83883,491139,,18176,16237,,1939.0,,77184,45280.0,,,,31904.0,26828,,851.0,14393,122188,231285,231285.0,,,,178257,,,,,174958,409542,531730,0.0,33674,702.0,32972.0,-39502,146800.0,-18463,122509,6302,128811,660541,
09/30/2013,661438,130397,86500,43897,20582,20582.0,0.0,17943,10642.0,0.0,6974.0,327.0,0.0,,0.0,168922,68741,115873,-47132,243835.0,,243835.0,179940,92250.0,78024.0,14226.0,3937.0,2400.0,,82080,492516,,18371,16449,,1922.0,,80496,42358.0,,,,38138.0,26791,,885.0,14669,125658,256838,256838.0,,,,149897,,,,,146612,406735,532393,0.0,33513,702.0,32811.0,-41025,148067.0,-17863,122692,6353,129045,661438,
12/31/2013,656560,132536,88555,43981,21388,21388.0,,17325,10220.0,0.0,6794.0,311.0,0.0,,0.0,171249,68827,116469,-47642,241940.0,0.0,241940.0,174544,91958.0,77648.0,14310.0,275.0,3933.0,,79972,485311,,18691,16471,,2220.0,,77890,38605.0,0.0,0.0,,39285.0,26506,,1074.0,13381,123087,221665,221665.0,0.0,0.0,,175025,,12380.0,,,157638,396690,519777,0.0,33196,702.0,32494.0,-42561,149051.0,-9120,130566,6217,136783,656560,
03/31/2014,652252,132712,86979,45733,20975,20975.0,,18881,10447.0,0.0,7911.0,523.0,0.0,1074.0,0.0,172568,67743,115869,-48126,237005.0,0.0,237005.0,174936,93917.0,79129.0,14788.0,,1266.0,,78487,479684,,19412,17206,,2206.0,,76121,35331.0,,,,40790.0,26426,,853.0,13622,121959,220992,220992.0,,,,171282,28724.0,,,381.0,140058,392274,514233,0.0,33246,702.0,32544.0,-43401,149840.0,-7849,131836,6183,138019,652252,
06/30/2014,651869,133324,86570,46754,21432,21432.0,,19706,10164.0,0.0,8845.0,697.0,0.0,844.0,0.0,174462,67900,116377,-48477,231084.0,0.0,231084.0,178423,93815.0,79017.0,14798.0,,1102.0,,82285,477407,,19769,17561,,2208.0,,73531,34785.0,,,,38746.0,25242,,693.0,12626,118542,216845,216845.0,,,,176415,,,,96.0,174524,393260,511802,0.0,33231,702.0,32529.0,-43234,151174.0,-7158,134013,6054,140067,651869,
09/30/2014,650021,137455,90439,47016,21957,21957.0,0.0,19431,10593.0,0.0,8084.0,754.0,0.0,373.0,0.0,178843,65460,112580,-47120,226553.0,,226553.0,179165,92216.0,77859.0,14357.0,,1152.0,,85246,471178,,18967,16758,,2209.0,,69916,32515.0,,,,37401.0,25079,,3496.0,12695,113962,243410,243410.0,,,,149138,,,,1612.0,142878,392548,506510,0.0,33616,702.0,32914.0,-43005,152497.0,-8110,134998,8513,143511,650021,
12/31/2014,654954,105530,70025,35505,23237,23237.0,0.0,17688,9963.0,0.0,7032.0,693.0,0.0,617.0,0.0,146455,48070,83191,-35121,13445.0,0.0,13445.0,446984,66389.0,53207.0,13182.0,6183.0,128233.0,,50266,508499,,14384,12067,0.0,2317.0,0.0,70425,30368.0,0.0,0.0,,40057.0,26860,0.0,564.0,14323,111669,186596,186596.0,0.0,0.0,,219758,0.0,22455.0,42238.0,,26268,406354,518023,0.0,33591,702.0,32889.0,-42593,155333.0,-18172,128159,8772,136931,654954,
03/31/2015,617631,129047,87055,41992,20547,20547.0,0.0,17830,9896.0,0.0,7363.0,571.0,0.0,1642.0,0.0,167424,61219,102637,-41418,68040.0,0.0,68040.0,320948,83137.0,69604.0,13533.0,,2073.0,,204908,450207,,16707,14392,,2315.0,,69211,31607.0,,,,37604.0,23891,,1128.0,12393,109809,219455,219455.0,,,,171069,,,,2901.0,164967,390524,500333,0.0,33577,702.0,32875.0,-42094,139441.0,-22364,108560,8738,117298,617631,
06/30/2015,610926,131104,91666,39438,21760,21760.0,0.0,18704,10488.0,0.0,7604.0,612.0,0.0,1213.0,0.0,171568,51039,87209,-36170,70827.0,0.0,70827.0,317492,75852.0,62184.0,13668.0,,48981.0,,85551,439358,,14339,12017,,2322.0,,67822,29602.0,,,,38220.0,23944,,550.0,12502,106105,202342,202342.0,,,,184200,,,,67.0,134602,386542,492647,0.0,33505,702.0,32803.0,-41551,135755.0,-18206,109503,8776,118279,610926,
09/30/2015,581310,136019,99086,36933,22332,22332.0,0.0,19285,10625.0,0.0,7921.0,739.0,0.0,1288.0,0.0,177636,50704,87332,-36628,72353.0,0.0,72353.0,280617,75278.0,61660.0,13618.0,176.0,43768.0,,81926,403674,,14086,11762,,2324.0,,46495,14724.0,,,,31771.0,23871,,512.0,12624,84452,196236,196236.0,,,,180629,,,,,136349,376865,461317,0.0,33462,702.0,32760.0,-41207,135933.0,-16983,111205,8788,119993,581310,
12/31/2015,493071,102456,70483,31973,39074,27022.0,12052.0,22515,13415.0,0.0,8265.0,835.0,0.0,1005.0,0.0,164045,54095,90022,-35927,21156.0,0.0,21156.0,253775,83325.0,65526.0,17799.0,3105.0,46487.0,,45389,329026,,15847,13680,0.0,2167.0,0.0,49860,7121.0,0.0,0.0,,42739.0,39373,0.0,700.0,23597,105080,147742,147742.0,0.0,0.0,,137139,0.0,23002.0,40487.0,,26463,284881,389961,6.0,38315,702.0,37613.0,-63539,140020.0,-16528,98274,4836,103110,493071,
03/31/2016,462193,108049,75075,32974,25918,25918.0,0.0,23907,14344.0,0.0,8834.0,729.0,0.0,1372.0,0.0,157874,53786,89855,-36069,11903.0,0.0,11903.0,238630,83102.0,66212.0,16890.0,3214.0,36944.0,,69327,304319,,15303,13150,,2153.0,,51082,8103.0,,,,42979.0,37894,,927.0,21552,104279,134967,134967.0,,,,127157,,,40415.0,,48871,262124,366403,6.0,38079,702.0,37377.0,-69042,137750.0,-15706,91087,4703,95790,462193,
06/30/2016,401461,91843,52123,39720,25128,25128.0,0.0,24724,14650.0,0.0,9305.0,769.0,0.0,610.0,0.0,141695,50436,86317,-35881,12001.0,0.0,12001.0,197329,83747.0,67097.0,16650.0,2242.0,14384.0,,60865,259766,,15220,13115,,2105.0,,31927,7259.0,,,,24668.0,36638,,678.0,20420,83785,124509,124509.0,,,,103414,,,40445.0,,47907,227923,311708,6.0,37697,702.0,36995.0,-76124,138310.0,-14899,84990,4763,89753,401461,
09/30/2016,387694,98899,52530,46369,25187,25187.0,0.0,24116,13917.0,0.0,9699.0,500.0,0.0,478.0,0.0,148202,51453,87575,-36122,11863.0,0.0,11863.0,176176,86767.0,69988.0,16779.0,1463.0,9782.0,,56538,239492,,15129,13067,,2062.0,,31571,7003.0,,,,24568.0,35990,,723.0,20230,82690,117861,117861.0,,,,100547,,,40420.0,,49622,218408,301098,6.0,37911,702.0,37209.0,-79849,138236.0,-14422,81882,4714,86596,387694,
12/31/2016,365183,92442,48129,44313,36318,24076.0,12242.0,22353,12636.0,0.0,8798.0,919.0,0.0,671.0,0.0,151113,50518,85897,-35379,25162.0,0.0,25162.0,138389,86876.0,70438.0,16438.0,1833.0,4158.0,,34195,214069,,16542,14435,0.0,2107.0,0.0,30714,7088.0,0.0,0.0,,23626.0,34324,0.0,410.0,17564,81580,105497,105497.0,0.0,0.0,,97591,0.0,25608.0,43780.0,,23635,203088,284668,6.0,37926,702.0,37224.0,-83038,139532.0,-18599,75827,4688,80515,365183,
03/31/2017,351643,83513,41564,41949,33918,21675.0,12243.0,22702,13256.0,0.0,8548.0,898.0,0.0,470.0,0.0,140133,49016,84140,-35124,27382.0,0.0,27382.0,135112,86828.0,70313.0,16515.0,953.0,1741.0,,37075,211510,,15807,13698,,2109.0,,28324,7909.0,,,,20415.0,33680,,760.0,17097,77811,100342,100342.0,,,,94263,,,43035.0,,48727,194605,272416,6.0,38150,702.0,37448.0,-84833,137983.0,-16772,74534,4693,79227,351643,
06/30/2017,355473,84017,44049,39968,33596,21447.0,12149.0,22843,12830.0,0.0,9110.0,903.0,0.0,450.0,0.0,140456,50167,86320,-36153,28924.0,0.0,28924.0,135926,89264.0,72335.0,16929.0,1241.0,911.0,,37121,215017,,15373,13283,,2090.0,,30044,8055.0,,,,21989.0,33917,,431.0,16755,79334,104358,104358.0,,,,92806,,,42621.0,,48843,197164,276498,6.0,38170,702.0,37468.0,-85617,137044.0,-15455,74148,4827,78975,355473,
09/30/2017,378038,78550,39854,38696,37254,25026.0,12228.0,25848,13939.0,0.0,10857.0,1052.0,0.0,761.0,0.0,141652,54100,91421,-37321,29809.0,0.0,29809.0,152476,108504.0,87068.0,21436.0,1129.0,990.0,,35292,236385,,17000,14907,,2093.0,,28127,7877.0,,,,20250.0,34390,,376.0,17420,79517,108265,108265.0,,,,92762,,,42423.0,0.0,48973,201027,280544,6.0,39125,702.0,38423.0,-85199,136696.0,-14522,76106,21388,97494,378038,
12/31/2017,369245,82663,43967,38696,34545,24209.0,10336.0,19419,10131.0,0.0,8847.0,441.0,0.0,441.0,0.0,136627,53874,89608,-35734,20356.0,0.0,20356.0,158389,104240.0,83968.0,20272.0,8819.0,706.0,,38976,232619,,16224,15172,,1052.0,0.0,24036,17113.0,0.0,0.0,,6923.0,39036,0.0,289.0,16919,79296,110555,110555.0,0.0,0.0,,102504,0.0,24624.0,41630.0,,35255,213059,292355,6.0,38086,702.0,37384.0,-84902,117245.0,-14404,56031,20859,76890,369245,
03/31/2018,358110,69285,32129,37156,32694,22560.0,10134.0,20573,10983.0,0.0,9334.0,256.0,0.0,358.0,0.0,122552,53650,90214,-36564,20780.0,0.0,20780.0,161126,106131.0,85468.0,20663.0,11479.0,2104.0,,37490,235556,,16120,15060,,1060.0,,19371,7794.0,,,,11577.0,38042,,357.0,16092,73533,106468,106468.0,,,,101367,,,41126.0,,57780,207835,281368,6.0,38041,702.0,37339.0,-84697,115477.0,-12862,55965,20777,76742,358110,
06/30/2018,342769,64285,27674,36611,29181,20797.0,8384.0,20473,10812.0,0.0,9427.0,234.0,0.0,429.0,0.0,113939,50866,87216,-36350,20787.0,0.0,20787.0,157177,102192.0,82464.0,19728.0,10891.0,1949.0,,38612,228830,,16079,15026,,1053.0,,14419,6886.0,,,,7533.0,35869,,515.0,15168,66367,101154,101154.0,,,,100118,,,39693.0,,57961,201272,267639,6.0,38054,702.0,37352.0,-84471,114913.0,-13433,55069,20061,75130,342769,
09/30/2018,311691,61693,26932,34761,28332,20414.0,7918.0,20642,11194.0,0.0,9231.0,217.0,0.0,198.0,0.0,110667,50638,87516,-36878,20905.0,0.0,20905.0,129479,79217.0,60377.0,18840.0,10354.0,2002.0,,34996,201022,,16802,15748,,1054.0,,15206,7015.0,,,,8191.0,38509,,540.0,17930,70517,99759,99759.0,,,,93192,,,34342.0,0.0,56308,192951,263468,6.0,38013,702.0,37311.0,-84202,90867.0,-13230,31454,16769,48223,311691,
12/31/2018,311072,64632,31124,33508,22344,14645.0,7699.0,13803,8057.0,0.0,5746.0,0.0,0.0,174.0,0.0,100779,43612,75619,-32007,17431.0,0.0,17431.0,149250,46152.0,33974.0,12178.0,12117.0,19281.0,,26954,210293,,13826,13826,,,0.0,12776,4525.0,0.0,0.0,,8251.0,33849,0.0,587.0,14866,60451,90824,90824.0,0.0,0.0,,108316,0.0,18491.0,31928.0,8576.0,29453,199140,259591,6.0,36206,702.0,35504.0,-83925,93109.0,-14415,30981,20500,51481,311072,
03/31/2019,315082,73180,34905,38275,26629,19518.0,7111.0,19418,10412.0,0.0,8836.0,170.0,0.0,340.0,0.0,119227,54280,90053,-35773,19371.0,0.0,19371.0,122204,70247.0,53194.0,17053.0,11413.0,1643.0,,35745,195855,,17153,17059,,94.0,,16772,3935.0,819.0,,819.0,12018.0,38106,,318.0,17881,72031,93584,90223.0,3361.0,,3361.0,93405,,,32864.0,,58580,186989,259020,6.0,35047,702.0,34345.0,-83328,96921.0,-13485,35161,20901,56062,315082,
06/30/2019,312109,71351,31968,39383,23588,20152.0,3436.0,19971,10854.0,0.0,8928.0,189.0,0.0,220.0,0.0,114910,53803,89822,-36019,19176.0,0.0,19176.0,124220,68925.0,52272.0,16653.0,11894.0,382.0,,38990,197199,,17036,17036,,,,16160,4111.0,540.0,,540.0,11509.0,37621,,330.0,16720,70817,92269,88735.0,3534.0,,3534.0,92894,,,32653.0,,59529,185163,255980,6.0,35026,702.0,34324.0,-83137,96774.0,-12852,35817,20312,56129,312109,
09/30/2019,263009,76035,27810,48225,19339,16018.0,3321.0,15203,8983.0,0.0,6025.0,195.0,0.0,317.0,0.0,110577,45856,78166,-32310,17133.0,0.0,17133.0,89443,37432.0,26666.0,10766.0,9570.0,387.0,,37946,152432,,14493,14493,,,,17258,4371.0,212.0,,212.0,12675.0,32504,,270.0,13463,64255,77870,74701.0,3169.0,,3169.0,91731,,,31194.0,0.0,59880,169601,233856,6.0,35017,702.0,34315.0,-82940,87212.0,-11361,27934,1219,29153,263009,
12/31/2019,266048,84915,36394,48521,19903,16769.0,3134.0,14104,8771.0,0.0,5333.0,0.0,0.0,452.0,0.0,118922,46186,78083,-31897,16801.0,0.0,16801.0,84139,37387.0,26734.0,10653.0,9889.0,203.0,,32302,147126,,15926,15926,,,0.0,22072,4607.0,,,,17465.0,36261,0.0,203.0,15753,74259,71972,68810.0,3162.0,,3162.0,89956,0.0,19123.0,31687.0,8042.0,30698,161928,236187,6.0,35107,702.0,34405.0,-82797,87732.0,-11732,28316,1545,29861,266048,
03/31/2020,262021,89585,47286,42299,19923,16925.0,2998.0,15457,9192.0,0.0,6265.0,0.0,0.0,436.0,0.0,124965,45979,78432,-32453,16136.0,0.0,16136.0,74941,36979.0,26598.0,10381.0,10457.0,139.0,,23416,137056,,15212,15212,,,,18122,2928.0,,,,15194.0,36108,,521.0,16290,69442,70099,67032.0,3067.0,,3067.0,85621,,,31104.0,,53857,155720,225162,6.0,34998,702.0,34296.0,-82516,93615.0,-10819,35284,1575,36859,262021,
06/30/2020,256487,88548,41431,47117,19136,16041.0,3095.0,15251,8976.0,0.0,6275.0,0.0,0.0,467.0,0.0,122935,45503,78820,-33317,15555.0,0.0,15555.0,72494,35119.0,24951.0,10168.0,10665.0,235.0,,22626,133552,,13469,13469,,,,9059,1342.0,,,,7717.0,36462,,413.0,16535,58990,75749,72819.0,2930.0,,2930.0,86494,,,30906.0,,54940,162243,221233,6.0,34994,702.0,34292.0,-82320,91188.0,-10194,33674,1580,35254,256487,
