Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/31/2010,33278.0,33278.0,,-24995.0,24995.0,,8283.0,0.0,-4988.0,3464.0,814.0,710.0,3295.0,-81.0,,,,,81.0,3214.0,-676.0,2538.0,0.0,0.0,0.0,2538.0,,2538.0,0.0,0.0,2538.0,2565.88169,27.88169,2249.0,1.13,1.13,1.140899,2297.0,1.1,1.1,1.112138,
01/31/2011,32302.0,32196.0,106.0,-24381.0,24306.0,75.0,7921.0,0.0,-4527.0,3117.0,798.0,612.0,3394.0,-97.0,,,,,97.0,3297.0,-692.0,2605.0,0.0,0.0,0.0,2605.0,,2605.0,0.0,0.0,2605.0,2547.861111,-57.138889,2182.0,1.19,1.19,1.167672,2226.0,1.17,1.17,1.144331,
04/30/2011,31632.0,31521.0,111.0,-23832.0,23758.0,74.0,7800.0,0.0,-4832.0,3425.0,815.0,592.0,2968.0,-76.0,,,,,76.0,2892.0,-588.0,2304.0,0.0,0.0,0.0,2304.0,,2304.0,0.0,0.0,2304.0,2249.876689,-54.123311,2150.0,1.07,1.07,1.046454,2184.0,1.05,1.05,1.025218,
07/31/2011,31189.0,31074.0,115.0,-23901.0,23821.0,80.0,7288.0,0.0,-4768.0,3430.0,812.0,526.0,2520.0,-121.0,,,,,121.0,2399.0,-473.0,1926.0,0.0,0.0,0.0,1926.0,,1926.0,0.0,0.0,1926.0,2018.703422,92.703422,2054.0,0.94,0.94,0.982816,2080.0,0.93,0.93,0.974569,
10/31/2011,32122.0,32122.0,,-25304.0,25304.0,,6818.0,0.0,-6023.0,3605.0,829.0,1589.0,795.0,-401.0,,,,,401.0,394.0,-155.0,239.0,0.0,0.0,0.0,239.0,,239.0,0.0,0.0,239.0,1807.471444,1568.471444,1989.0,0.12,0.12,0.908734,2005.0,0.12,0.12,0.90228,
01/31/2012,30036.0,29920.0,116.0,-23313.0,23235.0,78.0,6723.0,0.0,-4681.0,3367.0,786.0,528.0,2042.0,-221.0,,,,,221.0,1821.0,-353.0,1468.0,0.0,0.0,0.0,1468.0,,1468.0,0.0,0.0,1468.0,1346.742424,-121.257576,1981.0,0.74,0.74,0.67983,1998.0,0.73,0.73,0.669311,
04/30/2012,30693.0,30576.0,117.0,-23541.0,23461.0,80.0,7152.0,0.0,-4930.0,3540.0,850.0,540.0,2222.0,-243.0,,116.0,,,127.0,1979.0,-386.0,1593.0,0.0,0.0,0.0,1593.0,,1593.0,,0.0,1593.0,1617.015873,24.015873,1979.0,0.8,0.8,0.817087,1987.0,0.8,0.8,0.812086,
07/31/2012,29669.0,29556.0,113.0,-22820.0,22740.0,80.0,6849.0,0.0,-15682.0,3366.0,854.0,11462.0,-8833.0,-224.0,,,,,224.0,-9057.0,200.0,-8857.0,0.0,0.0,0.0,-8857.0,,-8857.0,,0.0,-8857.0,772.666667,9629.666667,1971.0,-4.49,-4.49,0.392018,1971.0,-4.49,-4.49,0.392018,
10/31/2012,29959.0,29959.0,,-22711.0,22711.0,,7248.0,0.0,-13736.0,3227.0,909.0,9600.0,-6488.0,-188.0,,,,,188.0,-6676.0,-178.0,-6854.0,0.0,0.0,0.0,-6854.0,,-6854.0,0.0,0.0,-6854.0,1427.01875,8281.01875,1964.0,-3.49,-3.49,0.726588,1964.0,-3.49,-3.49,0.726405,
01/31/2013,28359.0,28241.0,118.0,-22029.0,21949.0,80.0,6330.0,0.0,-4578.0,3300.0,794.0,484.0,1752.0,-179.0,,,,,179.0,1573.0,-341.0,1232.0,0.0,0.0,0.0,1232.0,,1232.0,0.0,0.0,1232.0,1335.268595,103.268595,1953.0,0.63,0.63,0.683701,1956.0,0.63,0.63,0.682796,
04/30/2013,27582.0,27468.0,114.0,-21055.0,20974.0,81.0,6527.0,0.0,-4926.0,3342.0,815.0,769.0,1601.0,-193.0,,103.0,,,90.0,1408.0,-331.0,1077.0,0.0,0.0,0.0,1077.0,,1077.0,0.0,0.0,1077.0,1415.360208,338.360208,1935.0,0.56,0.56,0.731452,1947.0,0.55,0.55,0.723785,
07/31/2013,27226.0,27116.0,110.0,-20859.0,20782.0,77.0,6367.0,0.0,-4512.0,3274.0,797.0,441.0,1855.0,-146.0,,107.0,,,39.0,1709.0,-319.0,1390.0,0.0,0.0,0.0,1390.0,,1390.0,0.0,0.0,1390.0,1445.124717,55.124717,1929.0,0.72,0.72,0.749157,1948.0,0.71,0.71,0.738298,
10/31/2013,29131.0,29131.0,,-22437.0,22437.0,,6694.0,0.0,-4771.0,3351.0,729.0,691.0,1923.0,-103.0,,94.0,,,9.0,1820.0,-406.0,1414.0,0.0,0.0,0.0,1414.0,,1414.0,0.0,0.0,1414.0,1708.978292,294.978292,1918.0,0.74,0.74,0.891021,1940.0,0.73,0.73,0.882051,
01/31/2014,28154.0,28051.0,103.0,-21736.0,21664.0,72.0,6418.0,0.0,-4421.0,3210.0,811.0,400.0,1997.0,-163.0,,99.0,,,64.0,1834.0,-409.0,1425.0,0.0,0.0,0.0,1425.0,,1425.0,0.0,0.0,1425.0,1517.7225,92.7225,1907.0,0.75,0.75,0.795869,1935.0,0.74,0.74,0.787919,
04/30/2014,27309.0,27206.0,103.0,-20704.0,20635.0,69.0,6605.0,0.0,-4783.0,3391.0,873.0,519.0,1822.0,-174.0,,91.0,,,83.0,1648.0,-375.0,1273.0,0.0,0.0,0.0,1273.0,,1273.0,0.0,0.0,1273.0,1478.375723,205.375723,1890.0,0.67,0.67,0.782209,1916.0,0.66,0.66,0.76719,
07/31/2014,27585.0,27485.0,100.0,-20974.0,20904.0,70.0,6611.0,0.0,-5153.0,3388.0,887.0,878.0,1458.0,-145.0,,80.0,,,65.0,1313.0,-328.0,985.0,0.0,0.0,0.0,985.0,,985.0,0.0,0.0,985.0,1513.659453,528.659453,1870.0,0.53,0.53,0.809444,1899.0,0.52,0.52,0.798388,
10/31/2014,28406.0,28406.0,0.0,-21425.0,21359.0,66.0,6981.0,0.0,-5073.0,3364.0,876.0,833.0,1908.0,-146.0,74.0,74.0,0.0,0.0,72.0,1762.0,-432.0,1330.0,0.0,0.0,0.0,1330.0,,1330.0,0.0,0.0,1330.0,1828.424696,498.424696,1862.0,0.71,0.71,0.981968,1896.0,0.7,0.7,0.962882,
01/31/2015,13858.0,13858.0,,-11173.0,11173.0,,2685.0,0.0,-1567.0,1222.0,304.0,41.0,1118.0,-121.0,,67.0,,0.0,54.0,997.0,-227.0,770.0,-596.0,-596.0,0.0,1366.0,,1366.0,0.0,0.0,1366.0,795.35,25.35,1833.0,0.75,0.420076,0.433906,1861.0,0.73,0.409742,0.423364,
04/30/2015,12977.0,12977.0,,-10415.0,10415.0,,2562.0,0.0,-1565.0,1228.0,305.0,32.0,997.0,-78.0,,34.0,,0.0,44.0,919.0,-186.0,733.0,-278.0,-278.0,0.0,1011.0,,1011.0,0.0,0.0,1011.0,728.450013,-4.549987,1814.0,0.56,0.41,0.401571,1836.0,0.55,0.4,0.397522,
07/31/2015,12362.0,12362.0,,-10036.0,10036.0,,2326.0,0.0,-1319.0,1058.0,300.0,-39.0,1007.0,-90.0,,53.0,,0.0,37.0,917.0,-217.0,700.0,-154.0,-154.0,0.0,854.0,,854.0,0.0,0.0,854.0,636.58,-63.42,1805.0,0.47,0.39,0.352676,1828.0,0.47,0.39,0.352676,
10/31/2015,12266.0,12266.0,,-9900.0,9900.0,,2366.0,0.0,-1568.0,1212.0,282.0,74.0,798.0,-99.0,58.0,58.0,0.0,0.0,41.0,699.0,816.0,1515.0,192.0,192.0,0.0,1323.0,,1323.0,0.0,0.0,1323.0,563.97,-951.03,1802.0,0.73,0.84,0.312969,1821.0,0.73,0.83,0.307743,
01/31/2016,12246.0,12246.0,,-9961.0,9961.0,,2285.0,0.0,-1357.0,1037.0,292.0,28.0,928.0,-94.0,,74.0,,,20.0,834.0,-184.0,650.0,58.0,58.0,0.0,592.0,,592.0,0.0,0.0,592.0,664.0,14.0,1776.0,0.33,0.37,0.373874,1785.0,0.33,0.36,0.367843,
04/30/2016,11588.0,11588.0,,-9338.0,9338.0,,2250.0,0.0,-1409.0,1002.0,301.0,106.0,841.0,-5.0,,58.0,,,-53.0,836.0,-176.0,660.0,31.0,31.0,0.0,629.0,,629.0,0.0,0.0,629.0,726.3,66.3,1720.0,0.37,0.38,0.422267,1731.0,0.36,0.38,0.418302,
07/31/2016,11892.0,11892.0,,-9720.0,9720.0,,2172.0,0.0,-1055.0,719.0,298.0,38.0,1117.0,-36.0,,71.0,,,-35.0,1081.0,-238.0,843.0,60.0,60.0,0.0,783.0,,783.0,0.0,0.0,783.0,837.4,-5.6,1711.0,0.46,0.49,0.489421,1725.0,0.45,0.49,0.486754,
10/31/2016,12512.0,12512.0,,-10221.0,10221.0,,2291.0,0.0,-1628.0,1075.0,318.0,235.0,663.0,347.0,70.0,70.0,0.0,,-417.0,1010.0,-497.0,513.0,21.0,21.0,0.0,492.0,0.0,492.0,0.0,0.0,492.0,307.32,-205.68,1712.0,0.29,0.3,0.179509,1729.0,0.28,0.3,0.179509,
01/31/2017,12684.0,12684.0,,-10436.0,10436.0,,2248.0,0.0,-1392.0,1017.0,296.0,79.0,856.0,-81.0,,73.0,,29.0,-21.0,775.0,-164.0,611.0,0.0,0.0,0.0,611.0,,611.0,0.0,0.0,611.0,653.35,42.35,1704.0,0.36,0.36,0.383421,1721.0,0.36,0.36,0.383421,
04/30/2017,12385.0,12385.0,,-10002.0,10002.0,,2383.0,0.0,-1565.0,1090.0,314.0,161.0,818.0,-64.0,73.0,73.0,0.0,18.0,-27.0,754.0,-195.0,559.0,0.0,0.0,0.0,559.0,0.0,559.0,0.0,0.0,559.0,707.1,148.1,1688.0,0.33,0.33,0.418898,1709.0,0.33,0.33,0.416659,
07/31/2017,13060.0,13060.0,,-10633.0,10633.0,,2427.0,0.0,-1472.0,1096.0,289.0,87.0,955.0,-56.0,,79.0,,,-23.0,899.0,-203.0,696.0,0.0,0.0,0.0,696.0,,696.0,0.0,0.0,696.0,742.55,46.55,1681.0,0.41,0.41,0.441731,1695.0,0.41,0.41,0.437463,
10/31/2017,13927.0,13927.0,,-11407.0,11407.0,,2520.0,0.0,-1630.0,1177.0,291.0,162.0,890.0,-42.0,84.0,84.0,0.0,,-42.0,848.0,-188.0,660.0,0.0,0.0,0.0,660.0,0.0,660.0,0.0,0.0,660.0,732.457286,72.457286,1670.0,0.4,0.4,0.438597,1687.0,0.39,0.39,0.43295,
01/31/2018,14517.0,14517.0,,-11935.0,11935.0,,2582.0,0.0,-1669.0,1229.0,347.0,93.0,913.0,-8.0,87.0,87.0,0.0,,-79.0,905.0,1033.0,1938.0,0.0,0.0,0.0,1938.0,0.0,1938.0,0.0,0.0,1938.0,816.5558,-1121.4442,1650.0,1.17,1.17,0.494882,1669.0,1.16,1.16,0.488074,
04/30/2018,14003.0,14003.0,,-11301.0,11301.0,,2702.0,0.0,-1796.0,1318.0,356.0,122.0,906.0,-823.0,88.0,88.0,0.0,,735.0,83.0,975.0,1058.0,0.0,0.0,0.0,1058.0,0.0,1058.0,0.0,0.0,1058.0,1574.12,516.12,1630.0,0.65,0.65,0.965718,1646.0,0.64,0.64,0.95356,
07/31/2018,14586.0,14586.0,,-11898.0,11898.0,,2688.0,0.0,-1670.0,1289.0,347.0,34.0,1018.0,0.0,66.0,66.0,0.0,,-66.0,1018.0,-138.0,880.0,0.0,0.0,0.0,880.0,0.0,880.0,0.0,0.0,880.0,884.85,4.85,1601.0,0.55,0.55,0.552686,1618.0,0.54,0.54,0.542998,
10/31/2018,15366.0,15366.0,,-12669.0,12669.0,,2697.0,0.0,-1703.0,1263.0,354.0,86.0,994.0,13.0,71.0,71.0,0.0,,-84.0,1007.0,444.0,1451.0,0.0,0.0,0.0,1451.0,0.0,1451.0,0.0,0.0,1451.0,891.86,-559.14,1578.0,0.92,0.92,0.565184,1598.0,0.91,0.91,0.5601,
01/31/2019,14710.0,14710.0,,-12098.0,12098.0,,2612.0,0.0,-1686.0,1248.0,344.0,94.0,926.0,-26.0,64.0,64.0,0.0,,-38.0,900.0,-97.0,803.0,0.0,0.0,0.0,803.0,0.0,803.0,0.0,0.0,803.0,795.57,-7.43,1556.0,0.52,0.52,0.511292,1567.0,0.51,0.51,0.505258,
04/30/2019,14036.0,14036.0,,-11307.0,11307.0,,2729.0,0.0,-1801.0,1339.0,353.0,109.0,928.0,-45.0,61.0,61.0,0.0,,-16.0,883.0,-101.0,782.0,0.0,0.0,0.0,782.0,0.0,782.0,0.0,0.0,782.0,805.99,23.99,1529.0,0.51,0.51,0.527135,1536.0,0.51,0.51,0.525618,
07/31/2019,14603.0,14603.0,,-11698.0,11698.0,,2905.0,0.0,-1826.0,1376.0,413.0,37.0,1079.0,-831.0,57.0,57.0,0.0,,774.0,248.0,931.0,1179.0,0.0,0.0,0.0,1179.0,0.0,1179.0,0.0,0.0,1179.0,85.32,-1093.68,1499.0,0.79,0.79,0.056918,1508.0,0.78,0.78,0.054748,
10/31/2019,15407.0,15407.0,,-12483.0,12483.0,,2924.0,0.0,-1980.0,1405.0,389.0,186.0,944.0,-452.0,60.0,60.0,0.0,,392.0,492.0,-104.0,388.0,0.0,0.0,0.0,388.0,0.0,388.0,0.0,0.0,388.0,895.84,507.84,1476.0,0.26,0.26,0.606938,1486.0,0.26,0.26,0.60175,
01/31/2020,14618.0,14618.0,,-11746.0,11746.0,,2872.0,0.0,-2007.0,1290.0,400.0,317.0,865.0,13.0,58.0,58.0,0.0,,-71.0,878.0,-200.0,678.0,0.0,0.0,0.0,678.0,0.0,678.0,0.0,0.0,678.0,980.49,302.49,1454.0,0.47,0.47,0.67434,1460.0,0.46,0.46,0.667185,
04/30/2020,12469.0,12469.0,,-9976.0,9976.0,,2493.0,0.0,-1667.0,1216.0,338.0,113.0,826.0,0.0,64.0,64.0,0.0,,-64.0,826.0,-62.0,764.0,0.0,0.0,0.0,764.0,0.0,764.0,0.0,0.0,764.0,762.33,-1.67,1435.0,0.53,0.53,0.53124,1440.0,0.53,0.53,0.52884,
07/31/2020,14294.0,14294.0,,-11901.0,11901.0,,2393.0,0.0,-1614.0,1156.0,359.0,99.0,779.0,-28.0,55.0,55.0,0.0,,-27.0,751.0,-17.0,734.0,0.0,0.0,0.0,734.0,0.0,734.0,0.0,0.0,734.0,749.48,15.48,1417.0,0.52,0.52,0.52892,1423.0,0.52,0.52,0.52892,
10/31/2020,14611.5,,,,,,2495.498085,,,,,,922.455,,,,,,,859.727,,645.0,,,,,,645.0,,,645.0,724.462,,,0.466,0.466,0.521,,0.466,0.466,0.521,
01/31/2021,14092.286,,,,,,2586.07540386,,,,,,941.111,,,,,,,871.667,,687.5,,,,,,687.5,,,687.5,761.455,,,0.538,0.538,0.568,,0.538,0.538,0.568,
