Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2014,1593.8,1593.8,-1438.9,1438.9,154.9,0.0,-91.2,65.6,,49.1,-23.5,63.7,-50.9,35.6,35.6,0.0,,15.3,12.8,-3.9,,,8.9,0.0,0.0,0.0,8.9,-16.1,-7.2,0.0,0.0,-7.2,-7.2,0.0,142.8,-0.05,-0.05,-0.05,142.8,-0.05,-0.05,-0.05,
12/31/2014,1997.6,1997.6,-1816.3,1816.3,181.3,0.0,-106.8,67.5,,55.6,-16.3,74.5,-44.6,43.0,43.7,-0.7,,1.6,29.9,-0.2,,,29.7,0.0,0.0,0.0,29.7,-16.2,13.5,0.0,0.0,13.5,26.1,12.6,176.6,0.08,0.08,0.147792,181.2,0.07,0.07,0.139536,
03/31/2015,1750.9,1750.9,-1608.6,1608.6,142.3,0.0,-108.5,69.2,,55.4,-16.1,33.8,-316.9,43.6,43.9,-0.3,,273.3,-283.1,-7.7,,,-290.8,0.0,0.0,0.0,-290.8,-15.5,-306.3,0.0,0.0,-306.3,-50.0,256.3,177.0,-1.72,-1.72,-0.282486,177.0,-1.72,-1.72,-0.282486,
06/30/2015,1689.4,1689.4,-1579.2,1579.2,110.2,16.1,-119.2,63.5,,55.7,0.0,7.1,-42.0,43.2,43.5,-0.3,,-1.2,-34.9,-14.6,,,-49.5,0.0,0.0,0.0,-49.5,-14.5,-64.0,0.0,0.0,-64.0,-64.0,0.0,177.2,-0.36,-0.36,-0.36,177.2,-0.36,-0.36,-0.36,
09/30/2015,1709.9,1709.9,-1524.4,1524.4,185.5,0.0,-105.3,65.7,,55.5,-15.9,80.2,-38.7,42.7,43.0,-0.3,,-4.0,41.5,-17.2,,,24.3,0.0,0.0,0.0,24.3,-17.6,6.7,0.0,0.0,6.7,6.7,0.0,177.2,0.04,0.04,0.04,177.5,0.04,0.04,0.04,
12/31/2015,1542.7,1542.7,-1319.8,1319.8,222.9,0.0,-257.3,63.5,,49.4,144.4,-34.4,-71.9,42.2,42.6,-0.4,,29.7,-106.3,-23.9,,,-130.2,0.0,0.0,0.0,-130.2,-15.2,-145.4,0.0,0.0,-145.4,55.5,200.9,177.3,-0.82,-0.82,0.313029,177.3,-0.82,-0.82,0.313029,
03/31/2016,1518.8,1518.8,-1365.5,1365.5,153.3,0.0,-105.3,63.5,,53.7,-11.9,48.0,-43.5,42.5,42.8,-0.3,,1.0,4.5,-0.1,,,4.4,0.0,0.0,0.0,4.4,-18.0,-13.6,0.0,0.0,-13.6,-13.6,0.0,177.5,-0.08,-0.08,-0.08,177.5,-0.08,-0.08,-0.08,
06/30/2016,1492.2,1492.2,-1325.0,1325.0,167.2,0.0,-104.6,62.2,,54.3,-11.9,62.6,-39.3,40.8,41.4,-0.6,,-1.5,23.3,10.6,,,33.9,0.0,0.0,0.0,33.9,-16.6,17.3,0.0,0.0,17.3,17.3,0.0,216.4,0.08,0.08,0.08,217.2,0.08,0.08,0.08,
09/30/2016,1452.9,1452.9,-1194.1,1194.1,258.8,0.0,-128.0,80.0,,53.7,-5.7,130.8,-47.3,40.0,40.3,-0.3,,7.3,83.5,-14.6,,,68.9,0.0,0.0,0.0,68.9,-18.0,50.9,0.0,0.0,50.9,50.9,0.0,237.5,0.21,0.21,0.21,238.4,0.21,0.21,0.21,
12/31/2016,1418.6,1418.6,-1215.1,1215.1,203.5,0.0,-227.3,73.4,,54.9,99.0,-23.8,-55.2,39.0,39.4,-0.4,,16.2,-79.0,21.0,,,-58.0,0.0,0.0,0.0,-58.0,-13.4,-71.4,0.0,0.0,-71.4,18.04,89.44,286.9,-0.247401,-0.247401,0.062509,286.9,-0.247401,-0.247401,0.062509,
03/31/2017,1533.4,1533.4,-1276.9,1276.9,256.5,0.0,-126.8,71.7,,55.1,0.0,129.7,-29.1,39.0,39.4,-0.4,,-9.9,100.6,0.0,0.0,0.0,100.6,0.0,0.0,0.0,100.6,-16.2,84.4,0.0,0.0,84.4,78.55,-5.85,314.1,0.27,0.27,0.25008,325.6,0.26,0.26,0.242033,
06/30/2017,1557.2,1557.2,-1320.0,1320.0,237.2,0.0,-120.7,65.6,,55.1,0.0,116.5,-23.7,37.8,38.2,-0.4,,-14.1,92.8,-0.4,,,92.4,0.0,0.0,0.0,92.4,-15.2,77.2,0.0,0.0,77.2,72.065,-5.135,314.3,0.25,0.25,0.229287,319.0,0.24,0.24,0.223903,
09/30/2017,1494.3,1494.3,-1301.8,1301.8,192.5,0.0,-126.2,68.2,,58.0,0.0,66.3,-27.2,37.0,37.5,-0.5,,-9.8,39.1,0.3,,,39.4,0.0,0.0,0.0,39.4,-17.1,22.3,0.0,0.0,22.3,22.3,0.0,314.3,0.07,0.07,0.07,316.7,0.07,0.07,0.07,
12/31/2017,1495.6,1495.6,-1354.4,1354.4,141.2,0.0,-193.5,79.4,,57.8,56.3,-52.3,-17.5,37.1,37.2,-0.1,,-19.6,-69.8,2.3,,,-67.5,0.0,0.0,0.0,-67.5,-12.9,-80.4,0.0,0.0,-80.4,-4.805,75.595,314.4,-0.26,-0.26,-0.015283,314.4,-0.26,-0.26,-0.019558,
03/31/2018,1658.9,1658.9,-1463.7,1463.7,195.2,0.0,-131.6,76.7,,54.9,0.0,63.6,-23.7,37.4,37.6,-0.2,,-13.7,39.9,4.9,,,44.8,0.0,0.0,0.0,44.8,-16.1,28.7,0.0,0.0,28.7,53.269,24.569,314.7,0.09,0.09,0.169269,316.0,0.09,0.09,0.16775,
06/30/2018,1746.6,1746.6,-1512.7,1512.7,233.9,0.0,-134.4,79.5,,54.9,0.0,99.5,-27.7,37.7,37.9,-0.2,,-10.0,71.8,0.5,,,72.3,0.0,0.0,0.0,72.3,-15.7,56.6,0.0,0.0,56.6,65.685,9.085,314.7,0.18,0.18,0.208723,315.7,0.18,0.18,0.208723,
09/30/2018,1735.6,1735.6,-1486.2,1486.2,249.4,0.0,-134.6,79.6,,55.0,0.0,114.8,-28.5,37.6,37.8,-0.2,,-9.1,86.3,-1.4,,,84.9,0.0,0.0,0.0,84.9,-17.7,67.2,0.0,0.0,67.2,67.2,0.0,314.9,0.21,0.21,0.21,316.0,0.21,0.21,0.21,
12/31/2018,1677.1,1677.1,-1448.4,1448.4,228.7,0.0,-142.2,86.8,0.0,55.4,0.0,86.5,-46.6,38.0,38.3,-0.3,,8.6,39.9,2.2,,,42.1,0.0,0.0,0.0,42.1,-8.6,33.5,0.0,0.0,33.5,44.955,11.455,315.0,0.11,0.11,0.142714,315.9,0.11,0.11,0.142714,
03/31/2019,1697.7,1697.7,-1465.4,1465.4,232.3,0.0,-191.1,76.6,,50.4,64.1,41.2,-31.7,37.7,37.9,-0.2,,-6.0,9.5,-1.4,,,8.1,0.0,0.0,0.0,8.1,-12.6,-4.5,0.0,0.0,-4.5,-4.5,0.0,315.6,-0.01,-0.01,-0.01,315.6,-0.01,-0.01,-0.01,
06/30/2019,1680.5,1680.5,-1449.0,1449.0,231.5,0.0,-124.9,75.3,,49.6,0.0,106.6,-25.7,36.9,37.1,-0.2,,-11.2,80.9,-1.0,,,79.9,0.0,0.0,0.0,79.9,-13.1,66.8,0.0,0.0,66.8,66.8,0.0,315.8,0.21,0.21,0.21,316.5,0.21,0.21,0.21,
09/30/2019,1535.5,1535.5,-1366.0,1366.0,169.5,0.0,-118.4,71.0,,47.4,0.0,51.1,-30.9,36.7,37.0,-0.3,,-5.8,20.2,-0.3,,,19.9,0.0,0.0,0.0,19.9,-17.1,2.8,0.0,0.0,2.8,2.8,0.0,315.8,0.01,0.01,0.01,316.8,0.01,0.01,0.01,
12/31/2019,1445.7,1445.7,-1325.9,1325.9,119.8,0.0,-109.4,72.3,0.0,45.2,-8.1,10.4,-51.8,34.4,34.6,-0.2,,17.4,-41.4,-3.5,,,-44.9,0.0,0.0,0.0,-44.9,-9.0,-53.9,0.0,0.0,-53.9,-35.1,18.8,315.9,-0.17,-0.17,-0.111111,315.9,-0.17,-0.17,-0.111111,
03/31/2020,1566.5,,,,154.065275,,,,,,,29.6,,,,,,,,,,,-11.4,,,,,,-11.4,,,-11.4,,,,0.017,0.017,0.051,,0.017,0.017,0.051,
06/30/2020,1578.75,,,,192.1496625,,,,,,,67.0,,,,,,,,,,,16.4,,,,,,16.4,,,16.4,,,,0.041,0.041,0.076,,0.041,0.041,0.076,
