Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2006,5904.0,986.0,986.0,0.0,861.0,861.0,,872.0,50.0,0.0,822.0,0.0,92.0,,,,,,2811.0,2687.0,3561.0,-874.0,0.0,406.0,201.0,89.0,112.0,,205.0,3093.0,,1270.0,1270.0,,,,17.0,,,,,385.0,,,,385.0,1672.0,1029.0,,,,701.0,,,,,701.0,1730.0,3402.0,0.0,853.0,,,-159.0,1876.0,-68.0,2502.0,0.0,2502.0,5904.0,
03/31/2007,6076.0,829.0,829.0,0.0,913.0,913.0,,944.0,50.0,0.0,894.0,0.0,156.0,,,,,,2842.0,2777.0,3695.0,-918.0,0.0,457.0,199.0,89.0,110.0,,258.0,3234.0,,1239.0,1239.0,,,,17.0,,,,,371.0,,,,371.0,1627.0,1032.0,,,,786.0,,,,,786.0,1818.0,3445.0,0.0,875.0,,,-159.0,1983.0,-68.0,2631.0,0.0,2631.0,6076.0,
06/30/2007,8224.0,169.0,169.0,0.0,1171.0,1171.0,,1546.0,60.0,0.0,1486.0,0.0,115.0,,,,,,3001.0,4454.0,5425.0,-971.0,0.0,769.0,378.0,89.0,289.0,,391.0,5223.0,,1926.0,1926.0,,,,2.0,,,,,579.0,,,,579.0,2507.0,1785.0,,,,855.0,,,,,855.0,2640.0,5147.0,0.0,888.0,,,-156.0,2413.0,-68.0,3077.0,0.0,3077.0,8224.0,
09/30/2007,7995.0,103.0,103.0,0.0,1139.0,1139.0,,1302.0,61.0,0.0,1241.0,0.0,127.0,,,,,,2671.0,4578.0,5598.0,-1020.0,0.0,746.0,372.0,89.0,283.0,,374.0,5324.0,,1918.0,1918.0,,,,2.0,,,,,523.0,,,,523.0,2443.0,1537.0,,,,893.0,,,,,893.0,2430.0,4873.0,0.0,898.0,,,-154.0,2446.0,-68.0,3122.0,0.0,3122.0,7995.0,
12/31/2007,8128.0,23.0,23.0,0.0,1243.0,1243.0,,1200.0,61.0,,1139.0,,134.0,,,,,,2600.0,4780.0,5856.0,-1076.0,0.0,748.0,382.0,92.0,290.0,,366.0,5528.0,,2004.0,2004.0,,,,2.0,,,,,488.0,,,,488.0,2494.0,1657.0,,,,925.0,,,,,925.0,2582.0,5076.0,0.0,900.0,,,-151.0,2393.0,-90.0,3052.0,0.0,3052.0,8128.0,
03/31/2008,8808.0,41.0,41.0,0.0,1600.0,1600.0,,1360.0,,0.0,1295.0,65.0,182.0,,,,,182.0,3183.0,4878.0,6001.0,-1123.0,0.0,747.0,376.0,92.0,284.0,,371.0,5625.0,,2822.0,2412.0,,,410.0,2.0,0.0,,,2.0,0.0,,,374.0,0.0,2824.0,2082.0,2082.0,,,935.0,,,,,561.0,3017.0,5841.0,0.0,910.0,24.0,886.0,-150.0,2297.0,-90.0,2967.0,0.0,2967.0,8808.0,
06/30/2008,9640.0,24.0,24.0,0.0,2677.0,2677.0,,1083.0,69.0,0.0,1014.0,0.0,154.0,,,,,154.0,3938.0,4949.0,6021.0,-1072.0,0.0,753.0,371.0,92.0,279.0,,382.0,5702.0,,4016.0,3542.0,,,474.0,3.0,0.0,,,3.0,0.0,,,296.0,0.0,4019.0,1783.0,1783.0,,,869.0,,,,,573.0,2652.0,6671.0,0.0,917.0,24.0,893.0,-146.0,2288.0,-90.0,2969.0,0.0,2969.0,9640.0,
09/30/2008,8700.0,184.0,184.0,0.0,1799.0,1799.0,,852.0,0.0,0.0,781.0,71.0,158.0,,,,,158.0,2993.0,4981.0,6094.0,-1113.0,0.0,726.0,365.0,92.0,273.0,,361.0,5707.0,,2879.0,2324.0,,,555.0,3.0,0.0,,,3.0,0.0,,,473.0,0.0,2882.0,1539.0,1539.0,,,1050.0,,,,,577.0,2589.0,5471.0,0.0,931.0,24.0,907.0,-145.0,2533.0,-90.0,3229.0,0.0,3229.0,8700.0,
12/31/2008,7433.0,20.0,20.0,0.0,738.0,738.0,,787.0,72.0,,715.0,,101.0,,,,,,1646.0,5081.0,6265.0,-1184.0,0.0,706.0,358.0,89.0,269.0,,348.0,5787.0,,1027.0,1027.0,,,,2.0,,,,,412.0,,,,412.0,1441.0,1609.0,,,,1165.0,,,,,1165.0,2774.0,4215.0,0.0,940.0,,,-147.0,2616.0,-191.0,3218.0,0.0,3218.0,7433.0,
03/31/2009,7731.0,156.0,156.0,0.0,790.0,790.0,0.0,882.0,74.0,0.0,808.0,0.0,117.0,,,,,117.0,1945.0,5108.0,6374.0,-1266.0,0.0,678.0,352.0,89.0,263.0,,326.0,5786.0,,1729.0,1266.0,,,463.0,2.0,0.0,,,2.0,0.0,,,429.0,0.0,1731.0,1544.0,1544.0,,,1197.0,,,,,768.0,2741.0,4472.0,0.0,946.0,24.0,922.0,-149.0,2653.0,-191.0,3259.0,0.0,3259.0,7731.0,
06/30/2009,8322.0,279.0,279.0,0.0,1098.0,1098.0,,987.0,75.0,0.0,912.0,0.0,116.0,,,,,116.0,2480.0,5128.0,6461.0,-1333.0,,714.0,347.0,89.0,258.0,,367.0,5842.0,,2088.0,1639.0,,,449.0,3.0,0.0,,,3.0,0.0,,,419.0,0.0,2091.0,1834.0,1834.0,,,1188.0,,,,,769.0,3022.0,5113.0,,953.0,24.0,929.0,-147.0,2594.0,-191.0,3209.0,,3209.0,8322.0,
09/30/2009,8244.0,534.0,534.0,0.0,1082.0,1082.0,0.0,690.0,0.0,0.0,613.0,77.0,89.0,,,,,89.0,2395.0,5153.0,6549.0,-1396.0,0.0,696.0,344.0,89.0,255.0,,352.0,5849.0,,1949.0,1432.0,,,517.0,3.0,0.0,,,3.0,0.0,,,443.0,0.0,1952.0,1836.0,1836.0,,,1218.0,,,,,775.0,3054.0,5006.0,0.0,959.0,24.0,935.0,-144.0,2614.0,-191.0,3238.0,0.0,3238.0,8244.0,
12/31/2009,8070.0,413.0,413.0,0.0,1116.0,1116.0,0.0,622.0,80.0,0.0,542.0,0.0,72.0,0.0,,,,72.0,2223.0,5190.0,6649.0,-1459.0,0.0,657.0,301.0,46.0,255.0,,356.0,5847.0,,1885.0,1441.0,0.0,0.0,444.0,4.0,0.0,,,4.0,0.0,0.0,0.0,505.0,0.0,1889.0,1837.0,1837.0,,,1257.0,0.0,591.0,,,161.0,3094.0,4983.0,0.0,971.0,24.0,947.0,-140.0,2427.0,-171.0,3087.0,,3087.0,8070.0,
03/31/2010,8291.0,290.0,290.0,0.0,1181.0,1181.0,0.0,863.0,81.0,0.0,782.0,0.0,133.0,,,,,133.0,2467.0,5168.0,6669.0,-1501.0,0.0,656.0,249.0,,249.0,,407.0,5824.0,,2260.0,1808.0,,,452.0,3.0,0.0,,,3.0,0.0,,,482.0,0.0,2263.0,1839.0,1839.0,,,1248.0,,,,,766.0,3087.0,5350.0,0.0,979.0,25.0,954.0,-139.0,2272.0,-171.0,2941.0,0.0,2941.0,8291.0,
06/30/2010,8273.0,191.0,191.0,0.0,1020.0,1020.0,0.0,1072.0,81.0,0.0,991.0,0.0,146.0,,,,,146.0,2429.0,5169.0,6730.0,-1561.0,0.0,675.0,244.0,,244.0,,431.0,5844.0,,2157.0,1726.0,,,431.0,3.0,0.0,,,3.0,0.0,,,591.0,0.0,2160.0,1842.0,1842.0,,,1126.0,,,,,535.0,2968.0,5128.0,0.0,984.0,25.0,959.0,-134.0,2339.0,-44.0,3145.0,,3145.0,8273.0,
09/30/2010,8383.0,339.0,339.0,0.0,1045.0,1045.0,0.0,1049.0,0.0,0.0,970.0,79.0,101.0,,,,,101.0,2534.0,5177.0,6797.0,-1620.0,0.0,672.0,250.0,,250.0,,422.0,5849.0,,1913.0,1667.0,,,246.0,3.0,0.0,,,3.0,270.0,,,594.0,0.0,2186.0,1844.0,1844.0,,,1146.0,,,,,552.0,2990.0,5176.0,0.0,989.0,25.0,964.0,-130.0,2395.0,-47.0,3207.0,,3207.0,8383.0,
12/31/2010,8732.0,648.0,648.0,0.0,908.0,908.0,0.0,1257.0,0.0,0.0,1175.0,82.0,115.0,0.0,,,,115.0,2928.0,5170.0,6847.0,-1677.0,0.0,634.0,282.0,36.0,246.0,,352.0,5804.0,,2245.0,1852.0,0.0,0.0,393.0,152.0,0.0,,,152.0,99.0,0.0,0.0,616.0,0.0,2496.0,1843.0,1843.0,,,1178.0,0.0,350.0,,,212.0,3021.0,5517.0,0.0,995.0,25.0,970.0,-128.0,2398.0,-50.0,3215.0,,3215.0,8732.0,
03/31/2011,9358.0,724.0,724.0,0.0,1231.0,1231.0,0.0,1467.0,0.0,0.0,1384.0,83.0,176.0,,,,,176.0,3598.0,5143.0,6881.0,-1738.0,0.0,617.0,241.0,,241.0,,376.0,5760.0,,2855.0,2338.0,,,517.0,82.0,0.0,,,82.0,0.0,,,682.0,0.0,2937.0,1845.0,1845.0,,,1247.0,,,,,565.0,3092.0,6029.0,,1003.0,25.0,978.0,-129.0,2505.0,-50.0,3329.0,,3329.0,9358.0,
06/30/2011,9738.0,607.0,607.0,0.0,1376.0,1376.0,0.0,1855.0,0.0,0.0,1771.0,84.0,205.0,,,,,205.0,4043.0,5075.0,6860.0,-1785.0,0.0,620.0,237.0,,237.0,,383.0,5695.0,,2834.0,2295.0,,,539.0,57.0,0.0,,,57.0,0.0,,,773.0,0.0,2891.0,1666.0,1666.0,,,1335.0,,,,,562.0,3001.0,5892.0,0.0,1013.0,25.0,988.0,-132.0,2723.0,-50.0,3554.0,292.0,3846.0,9738.0,
09/30/2011,9902.0,1135.0,1135.0,0.0,1149.0,1149.0,0.0,1707.0,0.0,0.0,1618.0,89.0,221.0,,,,,221.0,4212.0,5093.0,6940.0,-1847.0,0.0,597.0,232.0,,232.0,,365.0,5690.0,,2848.0,2230.0,,,618.0,22.0,0.0,,,22.0,0.0,,,800.0,0.0,2870.0,1582.0,1582.0,,,1345.0,,,,,545.0,2927.0,5797.0,0.0,1005.0,25.0,980.0,-227.0,3068.0,-50.0,3796.0,309.0,4105.0,9902.0,
12/31/2011,9892.0,900.0,900.0,0.0,1272.0,1272.0,0.0,1763.0,0.0,0.0,1676.0,87.0,216.0,0.0,,,,114.0,4151.0,5148.0,7055.0,-1907.0,0.0,593.0,262.0,36.0,226.0,,331.0,5741.0,,2691.0,2305.0,0.0,0.0,386.0,418.0,0.0,,,418.0,140.0,0.0,0.0,815.0,0.0,3249.0,1283.0,1283.0,,,1382.0,0.0,375.0,,,192.0,2665.0,5914.0,0.0,1025.0,25.0,1000.0,-226.0,2944.0,-75.0,3668.0,310.0,3978.0,9892.0,
03/31/2012,9908.0,710.0,710.0,0.0,1364.0,1364.0,0.0,1715.0,0.0,0.0,1627.0,88.0,225.0,,,,,44.0,4014.0,5212.0,7180.0,-1968.0,0.0,682.0,223.0,,223.0,,459.0,5894.0,,2784.0,2313.0,,,471.0,391.0,0.0,,,391.0,0.0,,,837.0,0.0,3175.0,1283.0,1283.0,,,1401.0,,,,,564.0,2684.0,5859.0,0.0,1050.0,25.0,1025.0,-236.0,3000.0,-75.0,3739.0,310.0,4049.0,9908.0,
06/30/2012,10408.0,1322.0,1322.0,0.0,1162.0,1162.0,0.0,1781.0,0.0,0.0,1691.0,90.0,148.0,,,,,148.0,4413.0,5288.0,7319.0,-2031.0,0.0,707.0,220.0,,220.0,,487.0,5995.0,,2768.0,2191.0,,,577.0,352.0,0.0,,,352.0,0.0,,,955.0,0.0,3120.0,1350.0,1350.0,,,1515.0,,,,,560.0,2865.0,5985.0,0.0,1056.0,25.0,1031.0,-256.0,3387.0,-75.0,4112.0,311.0,4423.0,10408.0,
09/30/2012,10987.0,1367.0,1367.0,0.0,1584.0,1584.0,0.0,1739.0,0.0,0.0,1647.0,92.0,166.0,,,,,166.0,4856.0,5341.0,7440.0,-2099.0,0.0,790.0,217.0,,217.0,,573.0,6131.0,,3192.0,2531.0,,,661.0,2.0,0.0,,,2.0,0.0,,,949.0,0.0,3194.0,1584.0,1584.0,,,1506.0,,,,,557.0,3090.0,6284.0,0.0,1079.0,25.0,1054.0,-256.0,3643.0,-75.0,4391.0,312.0,4703.0,10987.0,
12/31/2012,10702.0,1639.0,1639.0,0.0,1221.0,1221.0,0.0,1578.0,0.0,0.0,1484.0,94.0,198.0,0.0,,,,103.0,4636.0,5245.0,7257.0,-2012.0,0.0,821.0,250.0,36.0,214.0,,571.0,6066.0,,2878.0,2213.0,0.0,0.0,665.0,3.0,0.0,,,3.0,0.0,0.0,0.0,850.0,0.0,2881.0,1587.0,1587.0,,,1497.0,0.0,460.0,370.0,90.0,187.0,3084.0,5965.0,0.0,1095.0,25.0,1070.0,-356.0,3649.0,-137.0,4251.0,486.0,4737.0,10702.0,
03/31/2013,11390.0,1972.0,1972.0,0.0,1366.0,1366.0,0.0,1560.0,0.0,0.0,1466.0,94.0,224.0,,,,,68.0,5122.0,5285.0,7362.0,-2077.0,0.0,983.0,,,,,983.0,6268.0,,2582.0,2582.0,,,,3.0,0.0,3.0,3.0,,618.0,,,864.0,618.0,3203.0,1590.0,1590.0,,,1493.0,,,,,629.0,3083.0,6286.0,0.0,1137.0,26.0,1111.0,-491.0,3714.0,-137.0,4223.0,881.0,5104.0,11390.0,
06/30/2013,13669.0,428.0,428.0,0.0,1783.0,1783.0,0.0,2373.0,0.0,0.0,2261.0,112.0,1203.0,,,,0.0,557.0,5787.0,6739.0,8834.0,-2095.0,0.0,1143.0,322.0,,322.0,,821.0,7882.0,,2490.0,2490.0,,,,9.0,0.0,,,9.0,872.0,,,942.0,814.0,3371.0,3358.0,3358.0,,,1620.0,,,,,678.0,4978.0,8349.0,0.0,1189.0,26.0,1163.0,-597.0,3914.0,-64.0,4442.0,878.0,5320.0,13669.0,
09/30/2013,14116.0,1492.0,1492.0,0.0,1791.0,1791.0,0.0,2635.0,0.0,0.0,2518.0,117.0,301.0,,,,,301.0,6219.0,6783.0,8953.0,-2170.0,0.0,1114.0,261.0,,261.0,,853.0,7897.0,,2853.0,2853.0,,,,0.0,0.0,,,,920.0,,,1048.0,920.0,3773.0,3364.0,3364.0,,,1689.0,,,,,641.0,5053.0,8826.0,0.0,1196.0,26.0,1170.0,-697.0,3980.0,-64.0,4415.0,875.0,5290.0,14116.0,
12/31/2013,13389.0,1238.0,1238.0,0.0,1313.0,1313.0,0.0,2565.0,0.0,0.0,2448.0,117.0,210.0,,,,0.0,70.0,5326.0,6875.0,9123.0,-2248.0,0.0,1188.0,304.0,41.0,263.0,,884.0,8063.0,,2596.0,2596.0,0.0,0.0,0.0,6.0,0.0,,,6.0,806.0,0.0,,1018.0,806.0,3408.0,2823.0,2823.0,,,1673.0,0.0,293.0,223.0,70.0,362.0,4496.0,7904.0,0.0,1212.0,26.0,1186.0,-798.0,3940.0,-52.0,4302.0,1183.0,5485.0,13389.0,
03/31/2014,13568.0,798.0,798.0,0.0,1696.0,1696.0,0.0,2777.0,0.0,0.0,2575.0,202.0,199.0,,,,,18.0,5470.0,6895.0,9227.0,-2332.0,0.0,1203.0,,,,,1203.0,8098.0,,2915.0,2915.0,,,,0.0,0.0,,,,721.0,,,1015.0,721.0,3636.0,2829.0,2829.0,,,1668.0,,,,,653.0,4497.0,8133.0,0.0,1213.0,26.0,1187.0,-898.0,3985.0,-52.0,4248.0,1187.0,5435.0,13568.0,
06/30/2014,14071.0,1239.0,1239.0,0.0,1815.0,1815.0,0.0,2642.0,0.0,0.0,2459.0,183.0,210.0,262.0,,,0.0,210.0,5906.0,6996.0,9410.0,-2414.0,0.0,1169.0,,,,,907.0,8165.0,,2998.0,2998.0,,,,0.0,0.0,,,,869.0,,,1030.0,593.0,3867.0,3055.0,3055.0,,,1616.0,,,,,586.0,4671.0,8538.0,0.0,1246.0,26.0,1220.0,-1020.0,4177.0,-52.0,4351.0,1182.0,5533.0,14071.0,
09/30/2014,14225.0,1530.0,1530.0,0.0,1578.0,1578.0,0.0,2674.0,0.0,0.0,2482.0,192.0,182.0,374.0,,,,182.0,5964.0,7088.0,9584.0,-2496.0,0.0,1173.0,,,,,799.0,8261.0,,2737.0,2737.0,,,,0.0,0.0,,,,931.0,,,1167.0,605.0,3668.0,2938.0,2938.0,,,1727.0,,,,,560.0,4665.0,8333.0,0.0,1291.0,26.0,1265.0,-1170.0,4534.0,-52.0,4603.0,1289.0,5892.0,14225.0,
12/31/2014,16491.0,1000.0,1000.0,0.0,1401.0,1401.0,0.0,2439.0,0.0,0.0,2361.0,78.0,234.0,,,15.0,,219.0,5074.0,9045.0,11633.0,-2588.0,0.0,2372.0,1418.0,196.0,1222.0,,954.0,11417.0,,2483.0,2483.0,0.0,0.0,,6.0,0.0,,,6.0,941.0,0.0,,1134.0,941.0,3430.0,4161.0,4161.0,,,1924.0,0.0,421.0,352.0,69.0,369.0,6085.0,9515.0,0.0,1281.0,26.0,1255.0,-1320.0,4642.0,-149.0,4454.0,2522.0,6976.0,16491.0,
03/31/2015,16283.0,459.0,459.0,0.0,1367.0,1367.0,0.0,2532.0,0.0,0.0,2353.0,179.0,223.0,,,,,223.0,4581.0,9180.0,11879.0,-2699.0,0.0,2522.0,,,,,2522.0,11702.0,,2141.0,2141.0,,,,0.0,0.0,,,,864.0,,,1121.0,864.0,3005.0,4138.0,4138.0,,,2062.0,,,,,941.0,6200.0,9205.0,0.0,1335.0,26.0,1309.0,-1378.0,4733.0,-149.0,4541.0,2537.0,7078.0,16283.0,
06/30/2015,16691.0,978.0,978.0,0.0,1305.0,1305.0,0.0,2444.0,0.0,0.0,2255.0,189.0,171.0,,,,,171.0,4898.0,9294.0,12093.0,-2799.0,0.0,2499.0,,,,,2499.0,11793.0,,1955.0,1955.0,,,,403.0,0.0,,,403.0,1046.0,,,1179.0,1046.0,3404.0,3808.0,3808.0,,,2096.0,,,,,917.0,5904.0,9308.0,0.0,1357.0,26.0,1331.0,-1633.0,5262.0,-149.0,4837.0,2546.0,7383.0,16691.0,
09/30/2015,16601.0,959.0,959.0,0.0,1011.0,1011.0,0.0,2507.0,0.0,0.0,2315.0,192.0,181.0,,,,,133.0,4658.0,9427.0,12341.0,-2914.0,0.0,2516.0,1190.0,,1190.0,,1326.0,11943.0,,1788.0,1788.0,,,,6.0,0.0,,,6.0,1058.0,,,1256.0,1057.0,2852.0,3791.0,3791.0,,,2099.0,,,,,843.0,5890.0,8742.0,0.0,1418.0,26.0,1392.0,-1858.0,5959.0,-149.0,5370.0,2489.0,7859.0,16601.0,
12/31/2015,16332.0,942.0,942.0,0.0,765.0,765.0,0.0,2302.0,0.0,0.0,2521.0,-219.0,298.0,0.0,0.0,22.0,0.0,276.0,4307.0,9541.0,12562.0,-3021.0,0.0,2484.0,1399.0,188.0,1211.0,,1085.0,12025.0,,1934.0,1568.0,320.0,46.0,0.0,6.0,0.0,,,6.0,590.0,37.0,0.0,1222.0,586.0,2530.0,4067.0,4067.0,,,1995.0,0.0,401.0,335.0,66.0,335.0,6062.0,8592.0,0.0,1417.0,26.0,1391.0,-2009.0,5954.0,-149.0,5213.0,2527.0,7740.0,16332.0,
03/31/2016,16011.0,439.0,439.0,0.0,954.0,954.0,0.0,1875.0,0.0,0.0,2247.0,-372.0,235.0,,,,,119.0,3503.0,9494.0,12621.0,-3127.0,0.0,3014.0,,,,,3014.0,12508.0,,1492.0,1492.0,,,,6.0,6.0,,,,770.0,,,1228.0,715.0,2268.0,4046.0,4046.0,,,2037.0,,,,,809.0,6083.0,8351.0,0.0,1427.0,26.0,1401.0,-2028.0,5962.0,-139.0,5222.0,2438.0,7660.0,16011.0,
06/30/2016,17612.0,1121.0,1121.0,0.0,1065.0,1065.0,,2422.0,0.0,0.0,2422.0,0.0,263.0,,,,0.0,174.0,4871.0,9642.0,12886.0,-3244.0,,3099.0,1282.0,,1282.0,,1817.0,12741.0,,1763.0,1763.0,,,,14.0,0.0,,,14.0,890.0,,,1353.0,855.0,2667.0,4501.0,4501.0,,,2242.0,,,,,889.0,6743.0,9410.0,0.0,1491.0,27.0,1464.0,-2134.0,6320.0,-139.0,5538.0,2664.0,8202.0,17612.0,
09/30/2016,18005.0,1387.0,1387.0,0.0,1032.0,1032.0,0.0,2317.0,0.0,0.0,2290.0,27.0,369.0,,,,,330.0,5105.0,9769.0,13162.0,-3393.0,0.0,3131.0,1287.0,,1287.0,,1844.0,12900.0,,1545.0,1545.0,,,,15.0,15.0,,,,1133.0,,,1438.0,1124.0,2693.0,4667.0,4667.0,,,2450.0,,,,,1012.0,7117.0,9810.0,0.0,1492.0,27.0,1465.0,-2277.0,6424.0,-139.0,5500.0,2695.0,8195.0,18005.0,
12/31/2016,20398.0,3295.0,3295.0,0.0,1085.0,1085.0,0.0,2640.0,0.0,0.0,2491.0,149.0,394.0,0.0,0.0,21.0,0.0,278.0,7414.0,9976.0,13472.0,-3496.0,0.0,3008.0,1467.0,190.0,1277.0,420.0,1121.0,12984.0,,2420.0,2032.0,326.0,62.0,0.0,465.0,0.0,,,465.0,669.0,39.0,0.0,1428.0,613.0,3554.0,6468.0,6468.0,,,2249.0,0.0,430.0,367.0,63.0,352.0,8717.0,12271.0,0.0,1500.0,27.0,1473.0,-2284.0,6437.0,-188.0,5465.0,2662.0,8127.0,20398.0,
03/31/2017,20069.0,2298.0,2298.0,0.0,1007.0,1007.0,0.0,2624.0,0.0,0.0,2471.0,153.0,332.0,0.0,,,,292.0,6261.0,10603.0,14232.0,-3629.0,0.0,3205.0,1413.0,,1413.0,,1792.0,13808.0,,1644.0,1644.0,,,,465.0,0.0,,,465.0,944.0,,,1493.0,369.0,3053.0,6178.0,6178.0,,,2504.0,,,,,1011.0,8682.0,11735.0,0.0,1558.0,27.0,1531.0,-2306.0,6422.0,-188.0,5486.0,2848.0,8334.0,20069.0,
06/30/2017,27029.0,1061.0,1061.0,0.0,1391.0,1391.0,0.0,3075.0,0.0,0.0,3057.0,18.0,508.0,,,,0.0,460.0,6035.0,14143.0,17911.0,-3768.0,0.0,6851.0,3202.0,3202.0,0.0,,3649.0,20994.0,,2445.0,2445.0,,,,478.0,0.0,,,478.0,1230.0,,,2088.0,483.0,4153.0,7164.0,7164.0,,,3289.0,,,,,1201.0,10453.0,14606.0,0.0,4962.0,33.0,4929.0,-2293.0,6397.0,-188.0,8878.0,3545.0,12423.0,27029.0,
09/30/2017,27886.0,528.0,528.0,0.0,1649.0,1649.0,0.0,3791.0,0.0,0.0,3569.0,222.0,577.0,,,,,425.0,6545.0,14410.0,18304.0,-3894.0,0.0,6931.0,3339.0,3339.0,0.0,,3592.0,21341.0,,2830.0,2830.0,,,,28.0,0.0,,,28.0,1593.0,,,2200.0,1500.0,4451.0,7633.0,7633.0,,,3192.0,,,,,992.0,10825.0,15276.0,0.0,4976.0,33.0,4943.0,-2547.0,6864.0,-188.0,9105.0,3505.0,12610.0,27886.0,
12/31/2017,28573.0,543.0,543.0,0.0,1883.0,1873.0,10.0,3630.0,0.0,0.0,3401.0,229.0,827.0,0.0,0.0,70.0,0.0,658.0,6883.0,14742.0,18823.0,-4081.0,0.0,6948.0,4879.0,3234.0,1645.0,518.0,1551.0,21690.0,,3900.0,3330.0,515.0,55.0,0.0,17.0,0.0,,,17.0,1084.0,45.0,0.0,1591.0,188.0,5001.0,7668.0,7668.0,,,2489.0,0.0,475.0,407.0,68.0,378.0,10157.0,15158.0,0.0,5257.0,33.0,5224.0,-2841.0,7651.0,-252.0,9815.0,3600.0,13415.0,28573.0,
03/31/2018,28841.0,433.0,433.0,0.0,1934.0,1934.0,0.0,3484.0,0.0,0.0,3255.0,229.0,558.0,,,,,508.0,6409.0,15057.0,19314.0,-4257.0,0.0,7375.0,4980.0,3250.0,1730.0,,2395.0,22432.0,,3049.0,3049.0,,,,347.0,0.0,,,347.0,1150.0,,,1656.0,91.0,4546.0,8386.0,8386.0,,,2756.0,,,,,1100.0,11142.0,15688.0,0.0,5289.0,33.0,5256.0,-3120.0,7715.0,-252.0,9632.0,3521.0,13153.0,28841.0,
06/30/2018,30074.0,388.0,388.0,0.0,2623.0,2623.0,0.0,3653.0,0.0,0.0,3435.0,218.0,496.0,,,,,449.0,7160.0,15445.0,19834.0,-4389.0,0.0,7469.0,4997.0,3288.0,1709.0,,2472.0,22914.0,,3799.0,3799.0,,,,28.0,0.0,,,28.0,1227.0,,,1777.0,86.0,5054.0,8698.0,8698.0,,,2755.0,,,,,978.0,11453.0,16507.0,0.0,5302.0,33.0,5269.0,-3123.0,8141.0,-252.0,10068.0,3499.0,13567.0,30074.0,
