Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2011,5259.0,5259.0,-3702.0,3702.0,1557.0,0.0,-932.0,940.0,,-8.0,625.0,-67.0,67.0,71.0,-4.0,,47.0,0.0,558.0,-173.0,432.0,0.0,0.0,0.0,432.0,-24.0,408.0,,0.0,408.0,467.0,59.0,393.3,1.04,1.04,1.187389,396.0,1.03,1.03,1.17899,
09/30/2011,5382.0,5382.0,-3794.0,3794.0,1588.0,0.0,-926.0,943.0,,-17.0,662.0,-65.0,65.0,70.0,-5.0,,35.0,0.0,597.0,-174.0,458.0,0.0,0.0,0.0,458.0,-26.0,432.0,,0.0,432.0,498.0,66.0,392.2,1.1,1.1,1.26976,395.2,1.09,1.09,1.257004,
12/31/2011,5176.0,5176.0,-3632.0,3632.0,1544.0,0.0,-933.0,957.0,,-24.0,611.0,-67.0,67.0,72.0,-5.0,,39.0,0.0,544.0,-161.0,422.0,0.0,0.0,0.0,422.0,-21.0,401.0,,0.0,401.0,508.0,107.0,397.8,1.02,1.02,1.277024,397.8,1.01,1.01,1.277024,
03/31/2012,5241.0,5241.0,-3537.0,3537.0,1704.0,0.0,-1004.0,996.0,,8.0,700.0,-67.0,67.0,71.0,-4.0,,39.0,0.0,633.0,-185.0,487.0,0.0,0.0,0.0,487.0,-19.0,468.0,,0.0,468.0,492.0,24.0,393.8,1.19,1.19,1.249365,397.1,1.18,1.18,1.240438,
06/30/2012,5269.0,5269.0,-3514.0,3514.0,1755.0,0.0,-1001.0,1019.0,,-18.0,754.0,-66.0,66.0,71.0,-5.0,,43.0,0.0,688.0,-213.0,518.0,0.0,0.0,0.0,518.0,-20.0,498.0,,0.0,498.0,514.0,16.0,393.6,1.27,1.27,1.305894,396.5,1.26,1.26,1.300353,
09/30/2012,5246.0,5246.0,-3480.0,3480.0,1766.0,0.0,-983.0,988.0,,-5.0,783.0,-66.0,66.0,70.0,-4.0,,43.0,0.0,717.0,-223.0,537.0,0.0,0.0,0.0,537.0,-20.0,517.0,,0.0,517.0,533.0,16.0,393.9,1.31,1.31,1.353135,396.7,1.3,1.3,1.340333,
12/31/2012,5307.0,5307.0,-3783.0,3783.0,1524.0,0.0,-1075.0,1066.0,,9.0,449.0,-67.0,67.0,72.0,-5.0,,51.0,0.0,382.0,-147.0,286.0,0.0,0.0,0.0,286.0,-19.0,267.0,,0.0,267.0,539.0,272.0,393.5,0.68,0.68,1.369759,393.5,0.68,0.68,1.369759,
03/31/2013,5318.0,5318.0,-3496.0,3496.0,1822.0,0.0,-1039.0,1027.0,,12.0,783.0,-62.0,62.0,67.0,-5.0,,53.0,0.0,721.0,-223.0,551.0,0.0,0.0,0.0,551.0,-20.0,531.0,,0.0,531.0,578.0,47.0,387.3,1.37,1.37,1.492383,390.5,1.36,1.36,1.480359,
06/30/2013,5267.0,5267.0,-3467.0,3467.0,1800.0,0.0,-1004.0,1012.0,,-8.0,796.0,-66.0,66.0,71.0,-5.0,,55.0,0.0,730.0,-238.0,547.0,0.0,0.0,0.0,547.0,-21.0,526.0,,0.0,526.0,547.0,21.0,384.7,1.37,1.37,1.421887,387.8,1.36,1.36,1.414152,
09/30/2013,5262.0,5262.0,-3457.0,3457.0,1805.0,0.0,-998.0,990.0,,8.0,807.0,-67.0,67.0,73.0,-6.0,,49.0,0.0,740.0,-224.0,565.0,0.0,0.0,0.0,565.0,-19.0,546.0,,0.0,546.0,556.0,10.0,382.8,1.43,1.43,1.452456,385.8,1.42,1.42,1.44592,
12/31/2013,4895.0,4895.0,-3242.0,3242.0,1653.0,0.0,-908.0,915.0,,-7.0,745.0,-67.0,67.0,71.0,-4.0,,48.0,0.0,678.0,-221.0,505.0,-53.0,-53.0,0.0,558.0,-19.0,539.0,,0.0,539.0,500.0,14.0,384.9,1.41,1.27,1.299039,384.9,1.4,1.26,1.296373,
03/31/2014,4887.0,4887.0,-3222.0,3222.0,1665.0,0.0,-954.0,896.0,,58.0,711.0,-68.0,68.0,71.0,-3.0,,43.0,0.0,643.0,-196.0,490.0,-56.0,-56.0,0.0,546.0,-8.0,538.0,,0.0,538.0,510.0,28.0,379.0,1.42,1.27,1.345646,382.1,1.41,1.26,1.333279,
06/30/2014,4953.0,4953.0,-3253.0,3253.0,1700.0,0.0,-925.0,938.0,,-13.0,775.0,-67.0,67.0,72.0,-5.0,,39.0,0.0,708.0,-225.0,522.0,-8.0,-8.0,0.0,530.0,-21.0,509.0,,0.0,509.0,508.9,7.9,375.8,1.35,1.33,1.354178,378.4,1.35,1.32,1.340877,
09/30/2014,5056.0,5056.0,-3291.0,3291.0,1765.0,0.0,-888.0,904.0,,-16.0,877.0,-67.0,67.0,72.0,-5.0,,31.0,0.0,810.0,-260.0,581.0,-1.0,-1.0,0.0,582.0,-20.0,562.0,,0.0,562.0,605.0,44.0,373.3,1.51,1.5,1.62068,375.9,1.5,1.49,1.607052,
12/31/2014,4828.0,4828.0,-3275.0,3275.0,1553.0,0.0,-1395.0,971.0,,424.0,158.0,-64.0,64.0,69.0,-5.0,,33.0,0.0,94.0,-175.0,-48.0,15.0,15.0,0.0,-63.0,-20.0,-83.0,,0.0,-83.0,505.0,573.0,373.0,-0.22,-0.18,1.353887,373.0,-0.22,-0.18,1.353887,
03/31/2015,4691.0,4691.0,-3032.0,3032.0,1659.0,0.0,-911.0,849.0,,62.0,748.0,-68.0,68.0,72.0,-4.0,,36.0,0.0,680.0,-230.0,486.0,0.0,0.0,0.0,486.0,-18.0,468.0,,0.0,468.0,524.0,56.0,365.2,1.28,1.28,1.43483,367.9,1.27,1.27,1.422215,
06/30/2015,4643.0,4643.0,-2986.0,2986.0,1657.0,0.0,-2201.0,869.0,,1332.0,-544.0,-69.0,69.0,73.0,-4.0,,39.0,0.0,-613.0,281.0,-293.0,0.0,0.0,0.0,-293.0,-12.0,-305.0,,0.0,-305.0,516.0,821.0,364.3,-0.84,-0.84,1.416415,366.7,-0.84,-0.84,1.398887,
09/30/2015,4718.0,4718.0,-3036.0,3036.0,1682.0,0.0,-903.0,868.0,,35.0,779.0,-70.0,70.0,74.0,-4.0,,37.0,0.0,709.0,-217.0,529.0,0.0,0.0,0.0,529.0,-12.0,517.0,,0.0,517.0,552.0,35.0,363.9,1.42,1.42,1.5169,366.2,1.41,1.41,1.505576,
12/31/2015,4539.0,4539.0,-2913.0,2913.0,1626.0,0.0,-996.0,857.0,,139.0,630.0,-71.0,71.0,76.0,-5.0,,37.0,0.0,559.0,-252.0,344.0,0.0,0.0,0.0,344.0,-11.0,333.0,0.0,0.0,333.0,517.0,184.0,361.956522,0.92,0.92,1.428348,364.5,0.91,0.91,1.414801,
03/31/2016,4476.0,4476.0,-2837.0,2837.0,1639.0,0.0,-835.0,825.0,,10.0,804.0,-72.0,72.0,76.0,-4.0,,35.0,0.0,732.0,-207.0,560.0,0.0,0.0,0.0,560.0,-15.0,545.0,,0.0,545.0,555.0,10.0,360.7,1.51,1.51,1.538675,363.4,1.5,1.5,1.527518,
06/30/2016,4588.0,4588.0,-2924.0,2924.0,1664.0,0.0,-826.0,847.0,,-21.0,838.0,-78.0,78.0,81.0,-3.0,,35.0,0.0,760.0,-217.0,578.0,0.0,0.0,0.0,578.0,-12.0,566.0,,0.0,566.0,578.0,12.0,360.0,1.57,1.57,1.605556,362.4,1.56,1.56,1.593113,
09/30/2016,4594.0,4594.0,-2924.0,2924.0,1670.0,0.0,-834.0,833.0,,1.0,836.0,-79.0,79.0,81.0,-2.0,,33.0,0.0,757.0,-227.0,563.0,0.0,0.0,0.0,563.0,-13.0,550.0,,0.0,550.0,551.0,1.0,359.2,1.53,1.53,1.533964,361.5,1.52,1.52,1.522766,
12/31/2016,4629.0,4629.0,-2911.0,2911.0,1718.0,0.0,-813.0,795.0,,18.0,905.0,-145.0,79.0,81.0,-2.0,,29.0,66.0,760.0,-271.0,518.0,0.0,0.0,0.0,518.0,-13.0,505.0,,0.0,505.0,498.0,-7.0,357.7,1.411798,1.411798,1.392228,359.5,1.404729,1.404729,1.385257,
03/31/2017,4504.0,4504.0,-2844.0,2844.0,1660.0,0.0,-812.0,807.0,,5.0,848.0,-95.0,81.0,83.0,-2.0,,29.0,14.0,753.0,-207.0,575.0,0.0,0.0,0.0,575.0,-12.0,563.0,,0.0,563.0,563.0,0.0,356.0,1.58,1.58,1.58,358.6,1.57,1.57,1.57,
06/30/2017,4576.0,4576.0,-2924.0,2924.0,1652.0,0.0,-838.0,835.0,,3.0,814.0,-98.0,83.0,85.0,-2.0,,26.0,15.0,716.0,-202.0,540.0,0.0,0.0,0.0,540.0,-9.0,531.0,0.0,0.0,531.0,534.25,3.25,354.4,1.5,1.5,1.507477,356.7,1.49,1.49,1.499111,
09/30/2017,4665.0,4665.0,-2998.0,2998.0,1667.0,0.0,-799.0,807.0,,-8.0,868.0,-89.0,75.0,78.0,-3.0,,24.0,14.0,779.0,-224.0,579.0,0.0,0.0,0.0,579.0,-12.0,567.0,,0.0,567.0,570.9,3.9,352.7,1.61,1.61,1.618656,354.8,1.6,1.6,1.610992,
12/31/2017,4603.0,4603.0,-2995.0,2995.0,1608.0,0.0,-780.0,753.0,,27.0,828.0,-85.0,69.0,72.0,-3.0,,25.0,16.0,743.0,-143.0,625.0,0.0,0.0,0.0,625.0,-8.0,617.0,0.0,0.0,617.0,559.25,-57.75,353.4,1.76,1.76,1.582484,353.4,1.75,1.75,1.582484,
03/31/2018,4731.0,4731.0,-3407.0,3407.0,1324.0,0.0,-1077.0,1079.0,,-2.0,247.0,-73.0,64.0,66.0,-2.0,,27.0,9.0,174.0,-104.0,97.0,0.0,0.0,0.0,97.0,-4.0,93.0,0.0,0.0,93.0,603.0,510.0,352.6,0.27,0.27,1.710153,352.6,0.26,0.26,1.706398,
06/30/2018,4604.0,4604.0,-3149.0,3149.0,1455.0,0.0,-781.0,771.0,,10.0,674.0,-101.0,65.0,68.0,-3.0,,30.0,36.0,573.0,-138.0,465.0,0.0,0.0,0.0,465.0,-10.0,455.0,0.0,0.0,455.0,570.43,115.43,348.8,1.3,1.3,1.635407,350.3,1.3,1.3,1.629518,
09/30/2018,4582.0,4582.0,-3166.0,3166.0,1416.0,0.0,-747.0,749.0,,-2.0,669.0,-92.0,62.0,64.0,-2.0,,23.0,30.0,577.0,-138.0,462.0,0.0,0.0,0.0,462.0,-11.0,451.0,0.0,0.0,451.0,599.16,148.16,347.2,1.3,1.3,1.725691,348.8,1.29,1.29,1.714771,
12/31/2018,4569.0,4569.0,-3167.0,3167.0,1402.0,0.0,-763.0,768.0,,-5.0,639.0,-150.0,62.0,65.0,-3.0,,23.0,88.0,489.0,-91.0,421.0,0.0,0.0,0.0,421.0,-10.0,411.0,0.0,0.0,411.0,550.05,139.05,345.378151,1.19,1.19,1.592602,347.3,1.18,1.18,1.580374,
03/31/2019,4633.0,4633.0,-3205.0,3205.0,1428.0,0.0,-773.0,769.0,,4.0,655.0,-73.0,62.0,65.0,-3.0,,27.0,11.0,582.0,-143.0,466.0,0.0,0.0,0.0,466.0,-12.0,454.0,0.0,0.0,454.0,580.74,126.74,344.3,1.32,1.32,1.686727,346.0,1.31,1.31,1.676301,
06/30/2019,4594.0,4594.0,-3108.0,3108.0,1486.0,0.0,-816.0,811.0,,5.0,670.0,-76.0,65.0,67.0,-2.0,,33.0,11.0,594.0,-132.0,495.0,0.0,0.0,0.0,495.0,-10.0,485.0,0.0,0.0,485.0,585.69,100.69,344.2,1.41,1.41,1.701598,346.0,1.4,1.4,1.691012,
09/30/2019,4640.0,4640.0,-3085.0,3085.0,1555.0,0.0,-640.0,815.0,,-175.0,915.0,-74.0,63.0,66.0,-3.0,,31.0,11.0,841.0,-192.0,680.0,0.0,0.0,0.0,680.0,-9.0,671.0,0.0,0.0,671.0,502.12,-168.88,343.1,1.95,1.95,1.46348,345.9,1.94,1.94,1.451766,
12/31/2019,4583.0,4583.0,-3017.0,3017.0,1566.0,0.0,-815.0,859.0,,-44.0,751.0,-118.0,60.0,63.0,-3.0,,32.0,58.0,633.0,-109.0,556.0,0.0,0.0,0.0,556.0,-9.0,547.0,0.0,0.0,547.0,590.0,43.0,341.875,1.6,1.6,1.725777,344.4,1.59,1.59,1.714855,
03/31/2020,5009.0,5009.0,-3218.0,3218.0,1791.0,0.0,-887.0,873.0,,14.0,904.0,-70.0,59.0,61.0,-2.0,,38.0,11.0,834.0,-197.0,675.0,0.0,0.0,0.0,675.0,-15.0,660.0,0.0,0.0,660.0,739.53,79.53,341.4,1.93,1.93,2.166169,344.1,1.92,1.92,2.151125,
06/30/2020,4612.0,4612.0,-2835.0,2835.0,1777.0,0.0,-852.0,844.0,,8.0,925.0,-69.0,63.0,65.0,-2.0,,35.0,6.0,856.0,-199.0,692.0,0.0,0.0,0.0,692.0,-11.0,681.0,0.0,0.0,681.0,757.74,76.74,340.9,2.0,2.0,2.222763,341.9,1.99,1.99,2.214452,
09/30/2020,4568.75,,,,1693.8640625,,,,,,794.0,,,,,,,,745.5,,540.5,,,,,,540.5,,,540.5,592.0,,,1.635,1.635,1.73,,1.635,1.635,1.73,
12/31/2020,4563.625,,,,1679.1401825,,,,,,759.0,,,,,,,,690.667,,476.0,,,,,,476.0,,,476.0,543.143,,,1.5,1.5,1.605,,1.5,1.5,1.605,
