Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2013,1563.017,1563.017,-1266.959,1266.959,,296.058,0.0,-203.666,189.073,14.593,92.392,-29.884,,34.454,,-4.57,62.508,-21.706,40.802,0.878,0.878,0.0,39.924,0.0,39.924,0.0,0.0,39.924,26.02555,-14.77645,50.958,0.77,0.79,0.510725,51.393,0.77,0.79,0.502481,
06/30/2013,1603.999,1603.999,-1271.599,1271.599,,332.4,0.0,-204.712,195.033,9.679,127.688,-30.326,,33.901,,-3.575,97.362,-34.787,62.575,0.381,0.381,0.0,62.194,0.0,62.194,0.0,0.0,62.194,47.6705,-14.9045,51.445,1.2,1.21,0.92663,51.923,1.19,1.19,0.90295,
09/30/2013,1634.54,1634.54,-1288.859,1288.859,,345.681,0.0,-203.763,196.767,6.996,141.918,-30.52,,33.967,,-3.447,111.398,-37.523,73.875,2.808,2.808,0.0,71.067,0.0,71.067,0.0,-0.643,70.424,58.0311,-15.2009,51.788,1.36,1.41,1.120551,52.228,1.35,1.4,1.108951,
12/31/2013,1617.7,1617.7,-1275.5,1275.5,,342.2,0.0,-213.5,209.8,3.7,128.7,-31.1,,34.9,,-3.8,97.6,-31.7,65.9,1.3,1.3,0.0,64.6,0.0,64.6,0.0,0.5,65.1,49.336,-17.064,52.7,1.23,1.25,0.936167,52.7,1.22,1.24,0.916205,
03/31/2014,1610.737,1610.737,-1306.477,1306.477,,304.26,0.0,-199.529,191.702,7.827,104.731,-29.727,,35.109,,-5.382,75.004,-25.906,49.098,0.866,0.866,0.0,48.232,0.0,48.232,0.0,-0.255,47.977,27.4637,-21.3793,52.66,0.91,0.93,0.521529,53.123,0.9,0.92,0.517551,
06/30/2014,1684.571,1684.571,-1336.509,1336.509,,348.062,0.0,-197.072,200.43,-3.358,150.99,-30.901,,35.729,,-4.828,120.089,-44.368,75.721,0.336,0.336,0.0,75.385,0.0,75.385,0.0,0.302,75.687,52.84985,-23.17315,52.564,1.43,1.43,1.005438,53.046,1.41,1.42,0.98315,
09/30/2014,1687.15,1687.15,-1324.658,1324.658,,362.492,0.0,-197.199,202.001,-4.802,165.293,-35.685,,36.681,,-0.996,129.608,-45.713,83.895,0.278,0.278,0.0,83.617,0.0,83.617,0.0,0.275,83.892,62.71284,-21.45716,52.459,1.59,1.6,1.195464,52.974,1.57,1.58,1.174949,
12/31/2014,1656.3,1656.3,-1285.8,1285.8,,370.5,0.0,-322.6,222.8,99.8,47.9,-34.4,,36.8,,-2.4,13.5,-2.0,11.5,0.4,0.4,0.0,11.1,0.0,11.1,0.0,0.0,11.1,66.37,54.87,53.0,0.21,0.22,1.252264,53.0,0.21,0.22,1.252264,
03/31/2015,1567.153,1567.153,-1237.041,1237.041,,330.112,0.0,-211.77,206.605,5.165,118.342,-34.165,,36.802,,-2.637,84.177,-30.851,53.326,0.537,0.537,0.0,52.789,0.0,52.789,0.0,-0.148,52.641,35.4928,-17.6852,52.596,1.0,1.01,0.674819,53.106,0.99,1.0,0.666983,
06/30/2015,1662.931,1662.931,-1276.972,1276.972,,385.959,0.0,-214.465,214.868,-0.403,171.494,-38.047,,39.075,,-1.028,133.447,-47.53,85.917,0.758,0.758,0.0,85.159,0.0,85.159,0.0,0.246,85.405,65.62485,-20.53815,52.827,1.61,1.62,1.24226,53.295,1.59,1.61,1.224633,
09/30/2015,1669.066,1669.066,-1286.467,1286.467,,382.599,0.0,-205.085,203.093,1.992,177.514,-37.614,,38.986,,-1.372,139.9,-49.089,90.811,0.192,0.192,0.0,90.619,0.0,90.619,0.0,-0.265,90.354,74.35775,-16.18825,52.888,1.71,1.71,1.405947,53.333,1.69,1.7,1.396468,
12/31/2015,1672.7,1672.7,-1286.0,1286.0,,386.7,0.0,-244.6,219.9,24.7,142.1,-30.4,,35.6,,-5.2,111.7,-35.8,75.9,-0.3,-0.3,0.0,76.2,0.0,76.2,0.0,-0.228,75.972,74.267,-1.405,53.3,1.43,1.42,1.393377,53.3,1.43,1.42,1.393377,
03/31/2016,1629.672,1629.672,-1283.105,1283.105,,346.567,0.0,-222.235,204.403,17.832,124.332,-35.624,,37.889,,-2.265,88.708,-32.523,56.185,0.391,0.391,0.0,55.794,0.0,55.794,0.0,-0.166,55.628,43.58515,-12.43385,53.076,1.05,1.055449,0.821184,53.363,1.04,1.047327,0.814322,
06/30/2016,1703.744,1703.744,-1316.909,1316.909,,386.835,0.0,-222.824,207.028,15.796,164.011,-47.232,,37.268,,9.964,116.779,-42.737,74.042,0.292,0.292,0.0,73.75,0.0,73.75,0.0,0.234,73.984,55.32178,-18.95422,53.057,1.39,1.39,1.042686,53.377,1.38,1.38,1.024899,
09/30/2016,1724.418,1724.418,-1333.598,1333.598,,390.82,0.0,-217.461,191.337,26.124,173.359,-41.661,,37.44,,4.221,131.698,-46.56,85.138,0.386,0.386,0.0,84.752,0.0,84.752,0.0,-0.222,84.53,92.59575,7.67975,52.953,1.6,1.6,1.74864,53.291,1.59,1.59,1.73411,
12/31/2016,1700.304,1700.304,-1323.11,1323.11,,377.194,0.0,-266.082,201.461,64.621,111.112,-41.041,,35.246,,5.795,70.071,-20.204,49.867,1.094,1.094,0.0,48.773,0.0,48.773,0.0,-0.17,48.603,103.92475,54.22775,52.973,0.917505,0.938157,1.961844,53.412,0.909964,0.930446,1.945719,
03/31/2017,1736.983,1736.983,-1407.512,1407.512,,329.471,0.0,-231.586,201.095,30.491,97.885,-37.263,,34.886,,2.377,60.622,-22.086,38.536,0.13,0.13,0.0,38.406,0.0,38.406,0.0,-0.132,38.274,37.39,-1.014,52.945,0.72,0.73,0.706205,53.396,0.72,0.72,0.70101,
06/30/2017,1788.028,1788.028,-1429.571,1429.571,,358.457,0.0,-241.618,201.464,40.154,116.839,-35.985,,34.852,,1.133,80.854,-29.459,51.395,0.527,0.527,0.0,50.868,0.0,50.868,0.0,0.186,51.054,73.1996,21.6186,52.663,0.96,0.97,1.389963,52.907,0.96,0.97,1.378615,
09/30/2017,1840.897,1840.897,-1467.026,1467.026,,373.871,0.0,-242.222,212.249,29.973,131.649,-37.157,,34.854,,2.303,94.492,-35.452,59.04,0.29,0.29,0.0,58.75,0.0,58.75,0.0,-0.223,58.527,71.6359,12.8189,52.405,1.12,1.12,1.366967,52.776,1.11,1.12,1.362893,
12/31/2017,1931.1,1931.1,-1529.2,1529.2,,401.9,0.0,-309.8,256.4,53.4,92.1,-13.5,,35.8,,-22.3,78.6,564.7,643.3,-0.5,-0.5,0.0,643.8,0.0,643.8,0.0,0.0,643.8,68.6,-574.7,53.1,12.13,12.12,1.291902,53.1,12.13,12.12,1.291902,
03/31/2018,1904.205,1904.205,-1551.279,1551.279,,352.926,0.0,-264.577,207.828,56.749,88.349,-35.65,,38.16,,-2.51,52.699,-15.386,37.313,0.427,0.427,0.0,36.886,0.0,36.886,0.0,-0.13,36.756,56.83949,19.65649,52.405,0.7,0.71,1.08462,53.013,0.7,0.71,1.080786,
06/30/2018,2089.904,2089.904,-1696.409,1696.409,,393.495,0.0,-252.49,212.612,39.878,141.005,-39.111,,42.751,,-3.64,101.894,-55.725,46.169,1.261,1.261,0.0,44.908,0.0,44.908,0.0,0.168,45.076,53.59789,7.26089,52.37,0.85,0.88,1.023446,52.624,0.85,0.87,1.007977,
09/30/2018,2159.682,2159.682,-1748.019,1748.019,,411.663,0.0,-249.437,215.599,33.838,162.226,-43.363,,47.846,,-4.483,118.863,-27.261,91.602,0.76,0.76,0.0,90.842,0.0,90.842,0.0,-0.333,90.509,87.869,-3.4,52.397,1.73,1.74,1.676985,52.77,1.72,1.73,1.665569,
12/31/2018,2260.2,2260.2,-1828.6,1828.6,,431.6,0.0,-258.6,213.4,45.2,173.0,-57.0,,51.7,,5.3,116.0,-4.2,111.8,-0.2,-0.2,0.0,112.0,0.0,112.0,0.0,-0.4,111.6,103.119,-8.281,52.8,2.12,2.12,1.953011,52.8,2.12,2.12,1.953011,
03/31/2019,2180.327,2180.327,-1779.254,1779.254,,401.073,0.0,-285.808,231.325,54.483,115.265,-47.114,,55.336,,-8.222,68.151,-22.261,45.89,0.574,0.574,0.0,45.316,0.0,45.316,0.0,-0.177,45.139,64.77643,19.06343,52.418,0.86,0.87,1.235767,52.641,0.86,0.87,1.23214,
06/30/2019,2244.993,2244.993,-1812.308,1812.308,,432.685,0.0,-290.768,226.416,64.352,141.917,-38.848,,60.759,,-21.911,103.069,-27.617,75.452,0.237,0.237,0.0,75.215,0.0,75.215,0.0,-0.286,74.929,73.666,-1.5,52.337,1.43,1.44,1.407532,52.5,1.43,1.43,1.401429,
09/30/2019,2223.932,2223.932,-1966.101,1966.101,,257.831,0.0,-285.94,216.037,69.903,-28.109,-63.151,,62.475,,0.676,-91.26,-0.278,-91.538,-0.083,-0.083,0.0,-91.455,0.0,-91.455,0.0,-0.114,-91.569,-78.252,13.4,52.319,-1.75,-1.75,-1.495671,52.319,-1.75,-1.75,-1.495671,
12/31/2019,2276.5,2276.5,-1997.6,1997.6,,278.9,0.0,-342.6,233.7,108.9,-63.7,-58.5,,62.8,,-4.3,-122.2,69.1,-53.1,0.4,0.4,0.0,-53.5,0.0,-53.5,0.0,-0.1,-53.6,6.784,59.984,52.3,-1.02,-1.02,0.129713,52.3,-1.02,-1.02,0.126922,
03/31/2020,2161.306,2161.306,-1893.17,1893.17,,268.136,0.0,-310.536,224.119,86.417,-42.4,-71.234,,62.566,,8.668,-113.634,4.505,-109.129,0.484,0.484,0.0,-109.613,0.0,-109.613,0.0,-0.118,-109.731,-55.88164,53.36536,52.284,-2.1,-2.09,-1.06881,52.284,-2.1,-2.09,-1.069318,
06/30/2020,1895.282,1895.282,-1646.683,1646.683,,248.599,0.0,-286.037,208.564,77.473,-37.438,-57.339,,67.285,,-9.946,-94.777,21.072,-73.705,0.394,0.394,0.0,-74.099,0.0,-74.099,0.0,-0.1,-74.199,-49.605,24.2,52.355,-1.42,-1.41,-0.947474,52.355,-1.42,-1.41,-0.947771,
09/30/2020,1997.286,,,,,249.66075,,,,,14.2,,,,,,-28.033,,-30.95,,,,,,-30.95,,,-30.95,-20.643,,,-0.343,-0.343,-0.344,,-0.343,-0.343,-0.344,
12/31/2020,2091.286,,,,,246.771748,,,,,10.8,,,,,,-9.733,,-6.85,,,,,,-6.85,,,-6.85,-1.029,,,0.036,0.036,0.014,,0.036,0.036,0.014,
