Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,Impairment of Assets,Disposal of Con Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
03/31/2011,139.92,139.143,0.0,32.89,0.0,106.253,0.0,0.0,0.0,0.777,-87.14,41.061,9.497,36.582,,0.0,0.0,52.78,-20.305,17.81,,2.495,32.475,0.0,0.0,0.0,24.365,-0.15,-0.15,0.0,32.625,-0.136,31.696,-7.089,1.428,24.365,26.71,2.495,54.948345,0.44,0.44,0.486093,54.967755,0.44,0.44,0.48539,,36.707,,,,-0.3,60.636,2.495,63.131,-5.466,2.372,3.613,-0.608,-4.854,-0.803,58.813,1.148383,1.069837,0.45,39.18552,42.062488,41.198298,
06/30/2011,143.321,142.395,0.0,33.147,0.0,109.248,0.0,0.0,0.0,0.926,-91.532,40.595,10.764,40.173,,0.0,0.0,51.789,-17.815,16.567,,1.248,33.974,0.0,0.0,0.0,25.986,-0.337,-0.337,0.0,34.311,-0.435,33.373,-7.089,1.078,25.986,26.897,1.248,58.500055,0.44,0.43,0.459777,58.513122,0.44,0.43,0.451329,,40.363,,,,0.007,65.921,1.248,67.169,-1.786,2.733,2.327,-0.698,-1.557,-1.595,67.671,1.147931,1.15651,0.45,39.200978,38.910176,39.934201,
09/30/2011,138.054,135.579,0.0,33.226,0.0,102.353,0.0,0.0,0.0,2.475,-89.895,40.859,10.289,38.747,,0.0,0.0,48.159,-16.969,14.273,,2.696,31.19,0.0,0.0,0.0,24.662,-1.805,-1.805,0.0,32.995,-0.35,32.029,-7.089,0.93,24.662,25.599,2.742,61.295659,0.4,0.37,0.417632,61.303969,0.4,0.37,0.414728,,39.99,,0.994,-0.046,0.004,65.254,2.742,67.996,-6.504,3.337,2.144,-0.55,-0.19,-2.119,65.044,1.109052,1.060903,0.47,42.378533,44.301869,44.148956,
12/31/2011,139.249,137.665,0.0,33.031,0.0,104.634,0.0,0.0,0.0,1.584,-91.916,41.553,10.601,39.762,,0.0,0.0,47.333,-14.757,14.757,,0.0,32.576,0.0,0.0,0.0,26.96,-2.886,-2.886,0.0,35.462,-0.127,34.32,-7.09,0.537,26.96,24.074,0.0,61.427495,0.44,0.39,0.39,61.431434,0.44,0.39,0.39,,40.966,,0.0,0.0,0.005,67.804,,67.804,-8.337,3.386,3.116,-0.675,-0.812,-6.083,58.936,1.103625,0.959283,0.49,44.399129,51.07979,44.391883,
03/31/2012,135.711,133.083,0.0,31.882,0.0,101.201,0.0,0.0,0.0,2.628,-92.596,40.453,10.357,41.786,,0.0,0.0,43.115,-14.985,16.226,,-1.241,28.13,0.0,0.0,0.0,18.368,-4.645,-4.645,0.0,32.775,-0.21,32.064,-7.483,0.478,18.368,12.482,-1.241,61.507807,0.3,0.22,0.202934,61.508967,0.3,0.22,0.199824,,43.405,,,-1.864,0.005,59.704,6.601,66.305,-7.39,3.271,2.643,-0.21,-0.621,-2.019,62.457,1.077866,1.015312,0.49,45.460186,48.261006,50.912837,
06/30/2012,145.593,136.21,0.0,31.881,0.0,104.329,0.0,0.0,0.0,9.383,-105.141,42.102,12.298,50.741,,0.0,0.0,40.452,-19.524,17.922,,1.602,20.928,0.0,0.0,0.0,17.616,-4.713,-4.713,0.0,25.641,-0.027,24.79,-6.903,0.072,17.616,14.505,1.602,61.663,0.29,0.21,0.23523,61.664,0.29,0.21,0.23523,,52.355,,,-0.002,0.006,69.948,-4.209,65.739,-3.988,3.324,2.324,-0.594,-0.778,-2.148,63.951,1.067434,1.038402,0.51,47.778123,49.113947,44.959298,
09/30/2012,142.85,140.222,0.0,34.006,0.0,106.216,0.0,0.0,0.0,2.628,-103.257,44.203,12.47,46.584,,0.0,0.0,39.593,-17.092,17.092,,0.0,22.501,0.0,0.0,0.0,10.646,4.196,4.196,0.0,18.305,0.041,17.477,-6.471,0.05,10.646,14.842,0.0,62.364,0.17,0.24,0.24,62.364,0.17,0.24,0.24,,48.173,,9.799,-1.562,0.005,67.102,,67.102,-5.024,3.864,2.582,-0.935,-0.778,-1.844,65.017,1.075865,1.042435,0.53,49.262701,50.842483,49.257727,
12/31/2012,151.254,147.469,0.0,35.671,0.0,111.798,0.0,0.0,0.0,3.785,-108.095,46.132,12.633,47.28,,0.0,2.05,43.159,-17.941,17.941,,0.0,25.218,0.0,0.0,0.0,21.0,-3.589,-3.589,0.0,28.807,0.227,27.795,-6.471,0.045,21.0,19.461,2.05,63.092,0.33,0.27,0.308454,63.092,0.33,0.27,0.302492,,48.072,,1.601,0.0,0.005,70.905,2.05,72.955,-8.769,3.792,2.615,-0.329,-0.844,-3.17,66.295,1.156331,1.050771,0.56,48.429028,53.294211,49.829377,
03/31/2013,150.083,147.091,0.0,35.565,0.0,111.526,0.0,0.0,0.0,2.992,-102.663,45.186,11.648,45.829,,0.0,0.0,47.42,-18.02,18.02,,0.0,29.4,0.0,0.0,0.0,22.442,-0.837,-0.837,0.0,30.237,0.26,29.255,-6.471,0.022,22.442,17.553,-4.052,63.161,0.36,0.35,0.277909,63.161,0.36,0.35,0.277909,,46.995,,,0.34,0.005,70.042,0.0,70.042,-5.66,3.368,2.501,-0.596,-0.83,-0.882,67.965,1.10883,1.075949,0.6,54.111075,55.764701,50.950858,
06/30/2013,153.93,150.362,0.0,35.869,0.0,114.493,0.0,0.0,0.0,3.568,-105.076,46.277,12.455,46.344,,0.0,0.0,48.854,-15.766,15.978,,-0.212,33.088,0.0,0.0,0.0,25.483,-0.249,-0.249,0.0,33.337,-0.054,32.357,-6.471,0.009,25.483,24.803,-0.431,66.973,0.38,0.38,0.370343,66.973,0.38,0.38,0.370343,,46.58,,,-0.991,0.005,71.023,0.56,71.583,-7.7,4.501,2.542,-0.337,-0.83,-2.99,66.778,1.068834,0.997088,0.65,60.81395,65.189808,61.293454,
09/30/2013,158.315,154.743,0.0,38.691,0.0,116.052,0.0,0.0,0.0,3.572,-108.216,47.684,11.666,48.866,,0.0,0.0,50.099,-17.603,16.171,,1.432,32.496,0.0,0.0,0.0,24.579,0.043,0.043,0.0,32.453,-0.092,31.493,-6.472,0.04,24.581,26.056,1.432,70.9,0.35,0.35,0.367504,70.9,0.35,0.35,0.367504,,49.102,,,0.0,0.005,73.594,1.432,75.026,-5.196,3.746,2.64,-1.481,-0.83,-3.739,70.206,1.058195,0.990212,0.68,64.26039,68.672193,66.184743,
12/31/2013,168.823,165.663,0.0,39.97,0.0,125.693,0.0,0.0,0.0,3.16,-110.727,49.892,12.751,48.084,,0.0,0.0,58.096,-13.731,17.783,0.0,-4.052,44.365,0.0,0.0,0.0,36.247,0.143,0.143,0.0,44.222,-0.078,43.112,-6.471,0.072,36.247,32.338,-4.052,71.0,0.51,0.51,0.455465,71.0,0.51,0.51,0.45293,,48.101,,,-4.052,,80.218,2.299,82.517,-7.483,4.093,2.782,-1.047,-0.826,-8.291,71.817,1.162211,1.011507,0.68,58.509145,67.22641,60.185993,
03/31/2014,176.186,172.252,0.0,41.682,0.0,130.57,0.0,0.0,0.0,3.934,-116.152,52.507,13.224,50.421,,0.0,0.0,60.034,-19.123,19.123,0.0,0.0,40.911,0.0,0.0,0.0,32.709,0.162,0.162,0.0,40.749,-0.06,39.554,-6.471,0.0,32.709,32.871,0.0,71.073,0.46,0.46,0.46,71.073,0.46,0.46,0.46,,50.421,,0.0,,,83.07,0.0,83.07,-11.171,3.322,2.766,-1.78,-0.816,-4.053,71.338,1.168798,1.003729,0.7,59.890574,69.73997,58.642109,
06/30/2014,176.402,175.936,0.0,40.944,0.0,134.992,0.0,0.0,0.0,0.466,-123.503,52.353,13.836,57.314,,0.0,0.0,52.899,-16.636,17.433,0.0,-0.797,36.263,0.0,0.0,0.0,27.932,0.147,0.147,0.0,36.116,0.064,34.809,-6.472,,28.337,27.687,-0.797,71.126,0.39,0.39,0.389267,71.126,0.39,0.39,0.378795,,57.314,,0.0,-0.797,,84.513,0.0,84.513,0.695,3.166,2.674,-1.255,-0.618,-3.934,85.241,1.188198,1.198433,0.72,60.595972,60.078453,62.842403,
09/30/2014,185.615,183.29,0.0,45.572,0.0,137.718,0.0,0.0,0.0,2.325,-128.42,57.423,12.609,58.388,,0.0,0.0,57.195,-21.072,20.555,0.0,0.517,36.123,0.0,0.0,0.0,27.626,0.18,0.18,0.0,35.943,-0.447,34.603,-6.471,0.0,27.626,28.323,0.517,71.195,0.39,0.39,0.397823,71.195,0.39,0.39,0.397262,,58.388,,,-0.008,,85.559,0.525,86.084,-10.169,3.135,2.75,-2.405,-0.757,-1.693,76.945,1.20913,1.080764,0.72,59.546954,66.619533,60.543017,
12/31/2014,188.674,186.155,0.0,45.282,0.0,140.873,0.0,0.0,0.0,2.519,-180.39,56.881,13.861,57.973,,0.0,51.675,8.284,-16.036,22.188,-0.554,-5.598,-7.752,0.0,0.0,0.0,72.113,-1.722,-1.722,0.0,-6.03,-0.69,-7.392,-6.284,0.0,-16.154,27.647,45.523,71.314,-0.23,-0.25,0.38768,71.314,-0.23,-0.25,0.38768,,224.425,,26.975,-8.241,,314.582,26.689,341.271,-9.366,4.463,2.839,-1.989,-0.654,-5.499,331.065,4.795152,4.651749,0.74,15.432252,15.907994,16.775391,
03/31/2015,196.753,192.002,0.0,48.394,0.0,143.608,0.0,0.0,0.0,4.751,-149.04,61.223,14.387,58.92,,0.0,14.51,47.713,-22.662,23.236,-0.574,0.0,25.051,0.0,0.0,0.0,17.786,0.043,0.043,0.0,25.008,-0.166,24.516,-6.247,3.712,17.786,32.339,14.51,71.366,0.25,0.25,0.453143,71.366,0.25,0.25,0.453143,,59.202,,14.51,,,91.332,0.0,91.332,-10.334,3.808,2.753,-2.278,-0.933,-5.775,82.285,1.279769,1.153,0.74,57.822932,64.180397,58.353042,
06/30/2015,204.156,201.399,0.0,49.594,0.0,151.805,0.0,0.0,0.0,2.757,-139.41,62.25,14.989,62.171,,0.0,0.0,64.746,-26.316,26.668,-0.541,0.189,38.43,0.0,0.0,0.0,31.291,0.0,0.0,0.0,38.43,-0.381,38.167,-6.246,0.0,31.291,216.603,185.312,71.412,0.44,0.44,3.033146,71.412,0.44,0.44,3.033146,,62.523,,0.0,,,93.433,0.189,93.622,-13.649,4.204,2.821,-2.743,-1.006,-6.429,76.82,1.311012,1.07573,0.77,58.733246,71.579328,57.054788,
09/30/2015,218.61,211.43,0.0,56.119,0.0,155.311,0.0,0.0,0.0,7.18,-151.942,68.846,15.143,67.953,,0.0,0.0,66.668,-26.969,27.679,-0.71,0.0,39.699,0.0,0.0,0.0,32.659,0.0,0.0,0.0,39.699,,39.529,-6.247,-5.378,32.659,32.659,0.0,71.5,0.46,0.46,0.46,71.5,0.46,0.46,0.46,,67.953,0.445,0.0,,-0.698,100.359,0.0,100.359,9.983,5.245,2.725,-2.404,-3.182,-5.499,101.849,1.403622,1.424462,0.77,54.85806,54.055514,54.85806,
12/31/2015,223.955,213.056,0.0,54.956,0.0,158.1,0.0,0.0,0.0,10.899,-165.0,68.913,15.102,72.245,,0.0,8.74,58.955,-15.978,28.23,0.174,-12.426,42.977,0.0,0.0,0.0,35.131,0.0,0.0,0.0,42.977,,42.005,-6.246,-7.731,35.131,31.445,-3.686,71.833,0.49,0.49,0.437751,71.833,0.49,0.49,0.437751,,71.873,0.655,8.74,-12.426,-0.522,103.451,0.0,103.451,-12.2,4.675,2.564,-2.025,-0.997,-4.436,83.301,1.44016,1.159648,0.77,53.466288,66.399455,53.466288,
03/31/2016,216.089,210.873,0.0,52.597,0.0,158.276,0.0,0.0,0.0,5.216,-180.871,65.837,15.188,70.866,,0.0,28.98,35.218,-25.252,24.855,0.397,0.0,9.966,0.0,0.0,0.0,-3.818,0.0,0.0,0.0,9.966,-0.08,5.936,-5.907,4.109,-3.818,25.162,28.98,72.584,-0.05,-0.05,0.34666,72.584,-0.05,-0.05,0.34666,,68.565,0.743,,,,65.41,32.026,97.436,12.73,5.439,2.673,-2.318,-0.974,-2.475,116.62,1.34239,1.60669,0.8,59.595221,49.791802,86.362941,
06/30/2016,226.076,215.745,0.0,54.107,0.0,161.638,0.0,0.0,0.0,10.331,-309.021,67.325,15.384,70.169,,0.0,156.143,-82.945,-25.171,25.025,0.146,0.0,-108.116,0.0,0.0,0.0,-127.648,0.0,0.0,0.0,-108.116,0.0,-111.616,-5.474,,-127.648,28.495,156.143,74.319,-1.72,-1.72,0.383415,74.319,-1.72,-1.72,0.380984,,67.943,0.651,88.395,,,29.341,76.635,105.976,-6.014,5.587,2.927,-2.833,-0.966,-10.289,94.388,1.425961,1.270039,0.8,56.102514,62.990211,202.63522,
09/30/2016,230.379,225.272,0.0,58.681,0.0,166.591,0.0,0.0,0.0,5.107,-173.103,72.002,15.854,77.133,,0.0,8.114,57.276,-28.717,25.85,-0.273,3.14,28.559,0.0,0.0,0.0,5.452,0.0,0.0,0.0,28.559,,24.475,-5.007,,5.452,16.706,11.254,76.651,0.07,0.07,0.217949,77.402,0.07,0.07,0.215397,,74.909,0.658,6.293,-0.09,-0.438,86.784,21.211,107.995,-17.442,7.451,3.075,-1.92,-0.965,-10.289,87.905,1.395248,1.135694,0.8,57.337469,70.441499,70.659108,
12/31/2016,249.162,245.585,0.0,58.27,0.0,187.315,0.0,0.0,0.0,3.577,-201.948,73.244,17.458,95.222,,0.0,16.024,47.214,-27.422,31.223,-0.086,-3.715,19.792,0.0,0.0,0.0,-25.127,0.0,0.0,0.0,19.792,,15.304,-3.835,0.0,-25.127,-12.818,12.309,80.8,-0.31,-0.31,-0.158639,80.8,-0.31,-0.31,-0.158639,,92.624,0.655,3.506,-3.715,,67.943,48.164,116.107,-20.436,5.821,2.697,-2.135,-2.818,-11.614,87.622,1.428482,1.078027,0.83,58.103646,76.992536,98.706268,
03/31/2017,270.877,268.539,0.0,61.346,0.0,207.193,0.0,0.0,0.0,2.338,-193.499,77.087,19.229,97.183,,0.0,0.0,77.378,-29.823,29.784,-0.361,0.4,47.555,0.0,0.0,0.0,25.661,0.0,0.0,0.0,47.555,,41.711,-3.784,0.0,25.661,26.061,0.4,88.2,0.29,0.29,0.295476,88.2,0.29,0.29,0.294535,,93.541,0.412,,-0.27,-0.561,118.783,11.949,130.732,-35.394,5.252,2.299,-1.138,-5.359,-18.377,78.015,1.482222,0.884524,0.83,55.997001,93.835801,62.050125,
06/30/2017,273.059,272.412,0.0,60.47,0.0,211.942,0.0,0.0,0.0,0.647,-200.515,76.98,19.234,104.098,,,0.203,72.544,-31.048,31.748,-0.589,-0.111,41.496,0.0,0.0,0.0,31.63,0.0,0.0,0.0,41.496,,34.221,-1.278,0.0,31.63,31.722,0.092,90.215,0.35,0.35,0.351627,90.745,0.35,0.35,0.351014,,100.363,0.324,0.203,-0.111,-0.685,131.724,4.491,136.215,-17.704,5.504,2.218,-1.84,-5.004,-9.389,110.0,1.501074,1.212188,0.86,57.292295,70.946091,58.899593,
09/30/2017,285.37,283.079,0.0,67.058,0.0,216.021,0.0,0.0,0.0,2.291,-208.893,83.469,17.636,107.788,,,0.0,76.477,-16.931,31.031,-14.1,0.0,59.546,0.0,0.0,0.0,51.273,0.0,0.0,0.0,59.546,,53.773,-1.302,0.0,51.273,51.273,0.0,92.598,0.55,0.55,0.55,93.296,0.55,0.55,0.55,,104.18,-13.723,0.0,0.0,-0.957,140.773,0.0,140.773,-20.659,7.893,3.492,-2.453,4.545,9.976,143.567,1.508174,1.538108,0.86,57.022582,55.912849,58.462915,
12/31/2017,298.791,298.295,0.0,70.27,0.0,228.025,0.0,0.0,0.0,0.496,-214.697,88.073,18.91,107.714,,0.0,0.0,84.094,-38.487,36.082,-0.376,2.781,45.607,0.0,0.0,0.0,36.831,0.0,0.0,0.0,45.607,,39.388,-1.302,0.0,36.831,39.612,2.781,95.138,0.39,0.39,0.416364,95.914,0.38,0.38,0.408995,,103.937,0.432,0.0,0.0,-0.735,140.465,6.586,147.051,-33.076,6.961,1.932,-2.469,-4.147,-9.578,106.674,1.532516,1.11172,0.9,58.726972,80.955622,60.957676,
03/31/2018,320.139,317.655,0.0,,0.0,,0.0,0.0,0.0,2.484,-228.411,91.771,22.421,114.219,,0.0,0.0,91.728,49.79,36.915,-1.144,-85.561,141.518,0.0,0.0,0.0,132.387,0.0,0.0,0.0,141.518,,135.63,-1.302,-85.561,132.387,132.387,0.0,99.855,1.33,1.33,1.33,100.125,1.32,1.32,1.32,,110.352,0.644,,,-0.246,243.137,0.0,243.137,-32.391,7.248,1.968,-2.625,-6.17,-2.836,122.77,2.410495,1.217159,0.9,37.336728,73.942657,37.452136,
06/30/2018,325.034,322.794,,,,,0.0,0.0,0.0,2.24,-240.01,91.908,22.939,118.852,,,6.311,85.024,-24.477,38.097,-1.09,-12.53,60.547,0.0,,,52.016,0.0,0.0,0.0,60.547,,54.73,-1.302,,52.016,58.327,6.311,101.881,0.51,0.51,0.572501,102.236,0.51,0.51,0.57173,,114.938,0.807,,,-1.042,166.719,0.0,166.719,-23.013,11.029,3.034,-2.381,-5.198,-8.709,141.481,1.493429,1.267353,0.93,62.272776,73.381267,56.831753,
09/30/2018,341.823,336.547,0.0,81.051,0.0,255.496,0.0,0.0,0.0,5.276,-242.019,99.759,22.66,119.6,,,0.0,99.804,119.555,42.244,-40.718,-121.081,219.359,0.0,0.0,0.0,210.241,0.0,0.0,0.0,219.359,,213.636,-1.301,-122.203,208.94,210.062,1.122,104.179,2.01,2.01,2.016356,105.385,1.99,1.99,2.000647,,115.556,1.011,,-35.678,-1.312,289.818,1.122,290.94,-19.798,9.986,5.604,-3.032,-5.22,-17.748,138.529,2.760734,1.314504,0.93,33.686688,70.749121,33.430108,
12/31/2018,340.463,337.785,,,,,0.0,0.0,0.0,2.678,-245.057,97.682,22.385,124.99,,0.0,0.0,95.406,-114.037,40.239,-1.029,74.827,-18.631,0.0,0.0,0.0,-31.74,0.0,0.0,0.0,-18.631,,-24.684,-1.155,94.85,-31.74,-40.444,-8.704,106.033,-0.3,-0.3,-0.381428,106.033,-0.3,-0.3,-0.382088,,120.738,0.719,0.0,-8.704,0.0,81.013,9.723,90.736,-17.651,9.81,1.79,-3.256,-5.35,-11.758,159.171,0.854034,1.498165,0.97,113.578602,64.74589,126.957414,
03/31/2019,358.842,354.749,,,,,0.0,0.0,0.0,4.093,-260.265,101.501,24.677,134.087,,0.0,0.0,98.577,38.241,39.1,-1.146,-76.195,136.818,0.0,0.0,0.0,123.598,0.0,0.0,0.0,136.818,-2.054,129.159,-1.026,83.556,123.598,130.959,7.361,111.054,1.11,1.11,1.179237,111.054,1.11,1.11,1.176283,,128.668,0.846,0.0,0.0,1.026,252.084,9.941,262.025,-26.719,11.029,1.432,-2.381,-7.148,-8.709,313.085,2.347158,2.804542,0.97,41.326572,34.586758,43.375224,
06/30/2019,373.856,371.618,,,,,0.0,0.0,0.0,2.238,-266.56,105.689,26.434,134.437,,,,107.296,-20.117,42.879,-1.262,-21.5,87.179,0.0,,,76.33,0.0,0.0,0.0,87.179,,78.767,-1.005,21.5,76.33,76.33,,111.433,0.68,0.68,0.68,111.501,0.68,0.68,0.68,,127.693,0.973,,,-0.44,204.556,0.0,204.556,-25.25,11.437,3.162,-2.876,-8.054,-13.901,190.574,1.825138,1.700385,1.0,54.790375,58.810226,54.475547,
09/30/2019,390.484,385.776,0.0,,0.0,,0.0,0.0,0.0,4.708,-279.95,116.45,27.93,135.57,,,0.0,110.534,-146.537,46.203,-2.951,103.285,-36.003,0.0,0.0,0.0,-49.773,0.0,0.0,0.0,-36.003,,-47.202,-1.173,-63.076,-49.773,-9.564,40.209,112.12,-0.44,-0.44,-0.085301,112.12,-0.44,-0.44,-0.085301,,126.949,1.845,,0.0,0.0,79.021,47.342,126.363,-27.074,10.935,3.538,-2.901,-5.774,-11.964,30.047,1.122608,0.266937,1.0,89.07829,374.619762,141.886334,
12/31/2019,408.114,404.721,,,,,0.0,0.0,0.0,3.393,-304.486,121.852,29.782,140.518,,0.0,12.334,103.628,112.425,45.493,-4.777,-153.141,216.053,0.0,0.0,0.0,199.618,0.0,0.0,0.0,216.053,,202.441,0.0,-152.667,199.618,211.478,11.86,114.175,1.75,1.75,1.852227,114.974,1.74,1.74,1.843154,,140.463,-10.176,12.334,-0.474,-1.809,339.956,9.991,349.947,-24.181,10.239,1.334,-3.295,-8.837,-14.648,157.892,3.043706,1.373284,1.03,33.84033,75.002673,34.592786,
03/31/2020,439.919,437.605,,,,,0.0,0.0,0.0,2.314,-338.565,129.103,31.963,175.496,,0.0,2.003,101.354,-70.676,45.739,3.116,21.821,30.678,0.0,0.0,0.0,16.84,0.0,0.0,0.0,30.678,-0.847,18.765,0.0,-21.821,16.84,18.843,2.003,121.433,0.14,0.14,0.155172,121.785,0.14,0.14,0.155172,,156.758,,7.644,2.643,,183.038,21.783,204.821,-20.426,9.929,1.359,-3.198,-15.964,-12.923,141.777,1.681825,1.164158,1.03,61.243012,88.475952,68.990046,
06/30/2020,436.956,435.856,,,,,0.0,0.0,0.0,1.1,-336.931,123.911,31.775,168.027,,0.0,13.218,100.025,143.536,45.014,-3.893,-184.657,243.561,0.0,0.0,0.0,226.6,0.0,0.0,0.0,243.561,,229.654,0.0,184.657,226.6,239.818,13.218,124.333,1.82,1.82,1.928836,124.448,1.82,1.82,1.926213,,149.265,2.858,,0.0,-2.228,376.495,17.92,394.415,-23.2,9.185,3.625,-3.107,-13.787,-11.5,540.288,3.169316,4.341476,1.06,33.445706,24.41566,35.00524,
09/30/2020,449.75,,,,,,,,,,,,,,,,,317.5,,,,,,,,,,,,,,,86.767,,,86.767,80.325,,,0.633,0.633,0.633,,0.633,0.633,0.633,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,457.25,,,,,,,,,,,,,,,,,331.5,,,,,,,,,,,,,,,91.45,,,91.45,83.033,,,0.653,0.653,0.65,,0.653,0.653,0.65,,,,,,,,,,,,,,,,,,,,,,,
