Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,9202.0,9202.0,-2114.0,2114.0,7088.0,0.0,-5153.0,3523.0,545.0,2978.0,1630.0,0.0,1935.0,-465.0,502.0,524.0,-22.0,-9.0,,32.0,-60.0,1470.0,-591.0,879.0,0.0,0.0,0.0,879.0,-13.0,866.0,0.0,0.0,866.0,886.9,20.9,5658.0,0.155,0.155,0.156751,5674.0,0.155,0.155,0.156751,
06/30/2010,9525.0,9525.0,-5788.0,5788.0,3737.0,0.0,-1659.0,,,,1659.0,0.0,2078.0,-604.0,520.0,543.0,-23.0,28.0,,26.0,30.0,1474.0,-588.0,886.0,0.0,0.0,0.0,886.0,-2.0,884.0,0.0,0.0,884.0,918.05,34.05,5632.0,0.155,0.155,0.163006,5644.0,0.155,0.155,0.161033,
09/30/2010,9489.0,9489.0,-2002.0,2002.0,7487.0,0.0,-5533.0,3909.0,636.0,3273.0,1624.0,0.0,1954.0,-500.0,520.0,545.0,-25.0,-21.0,,40.0,-39.0,1454.0,-584.0,870.0,0.0,0.0,0.0,870.0,-3.0,867.0,0.0,0.0,867.0,910.55,43.55,5604.0,0.155,0.155,0.162482,5620.0,0.155,0.155,0.162482,
12/31/2010,9721.0,9721.0,-3899.0,3899.0,5822.0,0.0,-3809.0,2106.0,,,1703.0,0.0,2013.0,-307.0,520.0,544.0,-24.0,-19.0,,43.0,-237.0,1706.0,-673.0,1033.0,0.0,0.0,0.0,1033.0,-15.0,1018.0,0.0,0.0,1018.0,1017.9,-0.1,5600.0,0.185,0.185,0.181768,5600.0,0.18,0.18,0.179982,
03/31/2011,12128.0,12128.0,-8062.0,8062.0,4066.0,0.0,-1842.0,,,,1842.0,0.0,2224.0,-589.0,579.0,605.0,-26.0,-3.0,,37.0,-24.0,1635.0,-596.0,1039.0,0.0,0.0,0.0,1039.0,-96.0,943.0,0.0,0.0,943.0,998.9,55.9,5544.0,0.17,0.17,0.180177,5610.0,0.17,0.17,0.179964,
06/30/2011,14333.0,14333.0,-9532.0,9532.0,4801.0,0.0,-1863.0,,,,1863.0,0.0,2938.0,-557.0,595.0,621.0,-26.0,5.0,,-37.0,-6.0,2381.0,-1014.0,1367.0,0.0,0.0,0.0,1367.0,-345.0,1022.0,0.0,0.0,1022.0,1158.4,136.4,5518.0,0.185,0.185,0.209931,5578.0,0.185,0.185,0.209453,
09/30/2011,14339.0,14339.0,-9765.0,9765.0,4574.0,0.0,-1933.0,,,,1933.0,0.0,2641.0,-836.0,609.0,637.0,-28.0,83.0,,40.0,104.0,1805.0,-639.0,1166.0,0.0,0.0,0.0,1166.0,-258.0,908.0,,0.0,908.0,908.1,0.1,5478.0,0.165,0.165,0.165772,5522.0,0.165,0.165,0.165018,
12/31/2011,15042.0,15042.0,-4670.0,4670.0,10372.0,0.0,-7454.0,5456.0,1045.0,4411.0,1998.0,0.0,2918.0,-532.0,612.0,642.0,-30.0,-114.0,,-5.0,39.0,2386.0,-801.0,1585.0,0.0,0.0,0.0,1585.0,-298.0,1287.0,0.0,0.0,1287.0,1288.2,1.2,5482.0,0.235,0.235,0.234987,5482.0,0.235,0.235,0.234987,
03/31/2012,14878.0,14878.0,-4737.0,4737.0,10141.0,0.0,-7383.0,5453.0,1209.0,4244.0,1930.0,0.0,2758.0,-561.0,611.0,640.0,-29.0,-68.0,0.0,-3.0,21.0,2197.0,-750.0,1447.0,0.0,0.0,0.0,1447.0,-223.0,1224.0,0.0,0.0,1224.0,1227.25,3.25,5416.0,0.225,0.225,0.226597,5488.0,0.225,0.225,0.225592,
06/30/2012,15211.0,15211.0,-4551.0,4551.0,10660.0,0.0,-7581.0,5656.0,1291.0,4365.0,1925.0,0.0,3079.0,-635.0,597.0,625.0,-28.0,31.0,,-29.0,36.0,2444.0,-811.0,1633.0,0.0,0.0,0.0,1633.0,-285.0,1348.0,0.0,0.0,1348.0,1340.85,-7.15,5374.0,0.25,0.25,0.249507,5434.0,0.25,0.25,0.248684,
09/30/2012,16544.0,16544.0,-5726.0,5726.0,10818.0,0.0,-7770.0,5810.0,1230.0,4580.0,1960.0,0.0,3048.0,1335.0,601.0,633.0,-32.0,-38.0,0.0,-911.0,-987.0,4383.0,-1405.0,2978.0,0.0,0.0,0.0,2978.0,-865.0,2113.0,0.0,0.0,2113.0,1251.0,-862.0,5336.0,0.395,0.395,0.234446,5406.0,0.39,0.39,0.230547,
12/31/2012,15937.0,15937.0,-4916.0,4916.0,11021.0,0.0,-7727.0,5744.0,1094.0,4650.0,1983.0,0.0,3294.0,-709.0,593.0,623.0,-30.0,-19.0,,-16.0,151.0,2585.0,-778.0,1807.0,0.0,0.0,0.0,1807.0,-289.0,1518.0,0.0,0.0,1518.0,1423.3,-94.7,5374.0,0.285,0.285,0.26485,5374.0,0.28,0.28,0.262378,
03/31/2013,15310.0,15310.0,-4663.0,4663.0,10647.0,0.0,-7580.0,5613.0,1147.0,4466.0,1967.0,0.0,3067.0,-497.0,623.0,653.0,-30.0,-16.0,0.0,-11.0,-99.0,2570.0,-925.0,1645.0,0.0,0.0,0.0,1645.0,-208.0,1437.0,0.0,0.0,1437.0,1353.1,-83.9,5268.0,0.275,0.275,0.256852,5350.0,0.27,0.27,0.254318,
06/30/2013,16270.0,16270.0,-4968.0,4968.0,11302.0,0.0,-7867.0,5877.0,1307.0,4570.0,1990.0,0.0,3435.0,-643.0,610.0,636.0,-26.0,12.0,0.0,-23.0,44.0,2792.0,-1048.0,1744.0,0.0,0.0,0.0,1744.0,-10.0,1734.0,0.0,0.0,1734.0,1734.65,0.65,5262.0,0.33,0.33,0.329656,5332.0,0.325,0.325,0.325122,
09/30/2013,16151.0,16151.0,-4787.0,4787.0,11364.0,0.0,-7950.0,6034.0,1283.0,4751.0,1916.0,0.0,3414.0,-615.0,611.0,639.0,-28.0,-3.0,0.0,130.0,-123.0,2799.0,-1021.0,1778.0,0.0,0.0,0.0,1778.0,-46.0,1732.0,0.0,0.0,1732.0,1687.0,-45.0,5244.0,0.33,0.33,0.321701,5316.0,0.325,0.325,0.316535,
12/31/2013,16926.0,16926.0,-5252.0,5252.0,11674.0,0.0,-8027.0,6029.0,1232.0,4797.0,1998.0,0.0,3647.0,-693.0,619.0,646.0,-27.0,-3.0,0.0,-10.0,87.0,2954.0,-986.0,1968.0,0.0,0.0,0.0,1968.0,-55.0,1913.0,0.0,0.0,1913.0,1756.95,-156.05,5304.0,0.365,0.365,0.33125,5304.0,0.36,0.36,0.330579,
03/31/2014,17408.0,17408.0,-5908.0,5908.0,11500.0,0.0,-7932.0,5962.0,1210.0,4752.0,1970.0,0.0,3568.0,-512.0,614.0,642.0,-28.0,-7.0,0.0,-32.0,-63.0,3056.0,-1118.0,1938.0,0.0,0.0,0.0,1938.0,-67.0,1871.0,0.0,0.0,1871.0,1808.25,-62.75,5206.0,0.36,0.36,0.34734,5290.0,0.355,0.355,0.343138,
06/30/2014,16844.0,16844.0,-4874.0,4874.0,11970.0,0.0,-8166.0,6166.0,1242.0,4924.0,2000.0,0.0,3804.0,-545.0,620.0,648.0,-28.0,-21.0,0.0,-22.0,-32.0,3259.0,-1234.0,2025.0,0.0,0.0,0.0,2025.0,-33.0,1992.0,0.0,0.0,1992.0,1984.35,-7.65,5188.0,0.385,0.385,0.382489,5256.0,0.38,0.38,0.378545,
09/30/2014,16791.0,16791.0,-4772.0,4772.0,12019.0,0.0,-8274.0,6315.0,1296.0,5019.0,1959.0,0.0,3745.0,-705.0,634.0,663.0,-29.0,5.0,0.0,-33.0,99.0,3040.0,-407.0,2633.0,0.0,0.0,0.0,2633.0,-41.0,2592.0,0.0,0.0,2592.0,1918.95,-673.05,5160.0,0.5,0.5,0.371889,5232.0,0.495,0.495,0.366359,
12/31/2014,17732.0,17732.0,-5358.0,5358.0,12374.0,0.0,-8587.0,6497.0,1330.0,5167.0,2090.0,0.0,3787.0,-677.0,633.0,664.0,-31.0,-15.0,0.0,-10.0,69.0,3110.0,-1114.0,1996.0,0.0,0.0,0.0,1996.0,-71.0,1925.0,0.0,0.0,1925.0,1990.6,65.6,5180.0,0.37,0.37,0.384286,5180.0,0.37,0.37,0.382664,
03/31/2015,17853.0,17853.0,-5463.0,5463.0,12390.0,0.0,-8500.0,6434.0,1355.0,5079.0,2066.0,0.0,3890.0,-488.0,628.0,656.0,-28.0,-33.0,0.0,-33.0,-74.0,3402.0,-1261.0,2141.0,0.0,0.0,0.0,2141.0,-82.0,2059.0,0.0,0.0,2059.0,2034.75,-24.25,5040.0,0.41,0.41,0.40372,5112.0,0.405,0.405,0.400257,
06/30/2015,18743.0,18743.0,-5669.0,5669.0,13074.0,0.0,-8969.0,6808.0,1528.0,5280.0,2161.0,0.0,4105.0,-617.0,685.0,713.0,-28.0,-17.0,0.0,236.0,-287.0,3488.0,-1313.0,2175.0,0.0,0.0,0.0,2175.0,-38.0,2137.0,0.0,0.0,2137.0,2136.8,-0.2,5000.0,0.425,0.425,0.42736,5062.0,0.42,0.42,0.419961,
09/30/2015,18669.0,18669.0,-5582.0,5582.0,13087.0,0.0,-9086.0,6903.0,1513.0,5390.0,2183.0,0.0,4001.0,-737.0,632.0,659.0,-27.0,26.0,0.0,-1.0,80.0,3264.0,-1223.0,2041.0,0.0,0.0,0.0,2041.0,-45.0,1996.0,0.0,0.0,1996.0,2021.35,25.35,4944.0,0.405,0.405,0.408849,5004.0,0.4,0.4,0.405066,
12/31/2015,19245.0,19245.0,-5836.0,5836.0,13409.0,0.0,-9407.0,7137.0,1556.0,5581.0,2270.0,0.0,4002.0,-784.0,642.0,674.0,-32.0,-57.0,0.0,123.0,76.0,3218.0,-1162.0,2056.0,0.0,0.0,0.0,2056.0,-85.0,1971.0,0.0,0.0,1971.0,2026.2,55.2,4962.0,0.395,0.395,0.408344,4962.0,0.395,0.395,0.406124,
03/31/2016,18790.0,18790.0,-5431.0,5431.0,13359.0,0.0,-9270.0,6992.0,1467.0,5525.0,2278.0,0.0,4089.0,-554.0,674.0,703.0,-29.0,-30.0,0.0,11.0,-101.0,3535.0,-1311.0,2224.0,0.0,0.0,0.0,2224.0,-90.0,2134.0,0.0,0.0,2134.0,2078.7,-55.3,4868.0,0.44,0.44,0.427013,4924.0,0.435,0.435,0.42377,
06/30/2016,19269.0,19269.0,-5492.0,5492.0,13777.0,0.0,-9711.0,7322.0,1561.0,5761.0,2389.0,0.0,4066.0,-708.0,701.0,732.0,-31.0,-58.0,0.0,19.0,46.0,3358.0,-1278.0,2080.0,0.0,0.0,0.0,2080.0,-52.0,2028.0,0.0,0.0,2028.0,2095.6,67.6,4840.0,0.42,0.42,0.432975,4892.0,0.415,0.415,0.428818,
09/30/2016,21319.0,21319.0,-7003.0,7003.0,14316.0,0.0,-9876.0,7481.0,1487.0,5994.0,2395.0,0.0,4440.0,-716.0,720.0,751.0,-31.0,-80.0,0.0,34.0,42.0,3724.0,-1400.0,2324.0,0.0,0.0,0.0,2324.0,-87.0,2237.0,0.0,0.0,2237.0,2258.45,21.45,4806.0,0.465,0.465,0.469923,4862.0,0.46,0.46,0.464412,
12/31/2016,21358.0,21358.0,-6422.0,6422.0,14936.0,0.0,-10700.0,8336.0,1776.0,6560.0,2364.0,0.0,4236.0,-527.0,724.0,756.0,-32.0,-269.0,0.0,,72.0,3709.0,-1309.0,2400.0,0.0,0.0,0.0,2400.0,-121.0,2279.0,0.0,0.0,2279.0,2074.85,-204.15,4762.0,0.478581,0.478581,0.43571,4824.0,0.47243,0.47243,0.43011,
03/31/2017,20587.0,20587.0,-6061.0,6061.0,14526.0,0.0,-9984.0,7516.0,1577.0,5939.0,2468.0,0.0,4542.0,-625.0,755.0,755.0,0.0,,0.0,-36.0,-94.0,3917.0,-1262.0,2655.0,0.0,0.0,0.0,2655.0,-82.0,2573.0,0.0,0.0,2573.0,2575.980769,2.980769,4747.0,0.54,0.54,0.542654,4832.0,0.53,0.53,0.530617,
06/30/2017,21286.0,21286.0,-6330.0,6330.0,14956.0,0.0,-10388.0,7881.0,1713.0,6168.0,2507.0,0.0,4568.0,-659.0,758.0,758.0,0.0,-99.0,0.0,-15.0,0.0,3909.0,-1367.0,2542.0,0.0,0.0,0.0,2542.0,-21.0,2521.0,0.0,0.0,2521.0,2522.25,1.25,4728.0,0.53,0.53,0.533471,4809.0,0.52,0.52,0.52026,
09/30/2017,21081.0,21081.0,-6059.0,6059.0,15022.0,442.0,-10685.0,8139.0,1604.0,6535.0,2546.0,0.0,4779.0,-696.0,766.0,766.0,0.0,0.0,0.0,39.0,-109.0,4083.0,-1409.0,2674.0,0.0,0.0,0.0,2674.0,-32.0,2642.0,0.0,0.0,2642.0,2448.0,-194.0,4698.0,0.56,0.56,0.521073,4777.0,0.55,0.55,0.509389,
12/31/2017,22075.0,22075.0,-6905.0,6905.0,15170.0,0.0,-11041.0,8432.0,1625.0,6807.0,2609.0,0.0,4129.0,-685.0,386.0,386.0,0.0,-421.0,0.0,,720.0,3444.0,11607.0,15051.0,0.0,0.0,0.0,15051.0,-52.0,14999.0,0.0,0.0,14999.0,14913.05,-85.95,4657.0,3.220743,3.220743,3.202287,4726.0,3.17372,3.17372,3.155533,
03/31/2018,22791.0,22791.0,-7429.0,7429.0,15362.0,0.0,-10717.0,8118.0,1604.0,6514.0,2599.0,0.0,4645.0,-651.0,777.0,777.0,0.0,0.0,,49.0,-175.0,3994.0,-818.0,3176.0,0.0,0.0,0.0,3176.0,-58.0,3118.0,0.0,0.0,3118.0,2921.181102,-196.818898,4633.0,0.67,0.67,0.630516,4705.0,0.66,0.66,0.618168,
06/30/2018,21735.0,21735.0,-6300.0,6300.0,15435.0,200.0,-10621.0,8018.0,1653.0,6365.0,2603.0,0.0,5014.0,-729.0,806.0,806.0,0.0,-77.0,,,0.0,4285.0,-1077.0,3208.0,0.0,0.0,0.0,3208.0,8.0,3216.0,0.0,0.0,3216.0,3097.54955,-118.45045,4598.0,0.7,0.7,0.673673,4643.0,0.69,0.69,0.664488,
09/30/2018,22135.0,22135.0,-6711.0,6711.0,15424.0,141.0,-10729.0,8111.0,1667.0,6444.0,2618.0,0.0,4836.0,-941.0,830.0,830.0,0.0,0.0,,76.0,35.0,3895.0,-999.0,2896.0,0.0,0.0,0.0,2896.0,-10.0,2886.0,0.0,0.0,2886.0,3039.02,153.02,4564.0,0.63,0.63,0.665868,4619.0,0.62,0.62,0.653128,
12/31/2018,27846.0,27846.0,-9252.0,9252.0,18594.0,0.0,-14080.0,10883.0,2101.0,8782.0,3197.0,0.0,4514.0,-1446.0,1129.0,1129.0,0.0,,,308.0,9.0,3068.0,-486.0,2582.0,0.0,0.0,0.0,2582.0,-71.0,2511.0,0.0,0.0,2511.0,3038.15,527.15,4596.0,0.55,0.55,0.661042,4596.0,0.55,0.55,0.661042,
03/31/2019,26859.0,26859.0,-8569.0,8569.0,18290.0,0.0,-13108.0,9788.0,1888.0,7900.0,3320.0,0.0,5182.0,-474.0,1150.0,1150.0,0.0,0.0,0.0,-262.0,-414.0,4708.0,-1076.0,3632.0,0.0,0.0,0.0,3632.0,-79.0,3553.0,0.0,0.0,3553.0,2907.94,-645.06,4534.0,0.78,0.78,0.641363,4594.0,0.77,0.77,0.629586,
06/30/2019,26858.0,26858.0,-8255.0,8255.0,18603.0,0.0,-13247.0,9971.0,1885.0,8086.0,3276.0,0.0,5356.0,-1192.0,1137.0,1137.0,0.0,0.0,,202.0,-147.0,4164.0,-961.0,3203.0,0.0,0.0,0.0,3203.0,-78.0,3125.0,0.0,0.0,3125.0,3215.0,90.0,4547.0,0.69,0.69,0.70706,4607.0,0.68,0.68,0.699535,
09/30/2019,26827.0,26827.0,-8316.0,8316.0,18511.0,0.0,-13171.0,9991.0,1901.0,8090.0,3180.0,0.0,5340.0,-1277.0,1167.0,1167.0,0.0,0.0,,355.0,-245.0,4063.0,-775.0,3288.0,0.0,0.0,0.0,3288.0,-71.0,3217.0,0.0,0.0,3217.0,3282.0,65.0,4551.0,0.71,0.71,0.72116,4619.0,0.7,0.7,0.714072,
12/31/2019,28398.0,28398.0,-9300.0,9300.0,19098.0,0.0,-13851.0,10674.0,1943.0,8731.0,3177.0,0.0,5247.0,-1186.0,1113.0,1113.0,0.0,,,210.0,-137.0,4061.0,-861.0,3200.0,0.0,0.0,0.0,3200.0,-38.0,3162.0,0.0,0.0,3162.0,3262.0,100.0,4623.0,0.69,0.69,0.705602,4623.0,0.68,0.68,0.701631,
03/31/2020,26609.0,26609.0,-8301.0,8301.0,18308.0,0.0,-13456.0,10192.0,1938.0,8254.0,3264.0,0.0,4852.0,-1928.0,1212.0,1212.0,0.0,0.0,,668.0,48.0,2924.0,-700.0,2224.0,0.0,0.0,0.0,2224.0,-77.0,2147.0,0.0,0.0,2147.0,2808.0,661.0,4562.0,0.47,0.47,0.61552,4617.0,0.46,0.46,0.603167,
06/30/2020,23715.0,23715.0,-6817.0,6817.0,16898.0,0.0,-12251.0,8987.0,1341.0,7646.0,3264.0,0.0,4647.0,-692.0,692.0,1112.0,-420.0,-420.0,,-300.0,720.0,3955.0,-946.0,3009.0,0.0,0.0,0.0,3009.0,-21.0,2988.0,0.0,0.0,2988.0,2721.0,-267.0,4570.0,0.65,0.65,0.595405,4607.0,0.65,0.65,0.592045,
09/30/2020,24600.667,,,,,,,,,,,,3454.706,,,,,,,,,2410.105,,1795.25,,,,,,1795.25,,,1795.25,2174.917,,,0.388,0.388,0.455,,0.388,0.388,0.455,
12/31/2020,27195.579,,,,,,,,,,,,3851.941,,,,,,,,,2779.333,,2091.25,,,,,,2091.25,,,2091.25,2472.75,,,0.449,0.449,0.521,,0.449,0.449,0.521,
