Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/05/2014,773.82,773.82,-329.218,329.218,444.602,0.0,-359.844,359.844,,,0.0,84.758,-4.984,,3.887,,,1.097,79.774,-24.875,54.899,0.0,0.0,0.0,54.899,-2.382,52.517,0.0,0.0,52.517,56.20445,3.68745,53.494,0.98,0.98,1.050668,53.678,0.98,0.98,1.048696,
10/04/2014,894.482,894.482,-385.444,385.444,509.038,0.0,-354.105,354.105,,,0.0,154.933,-1.598,,3.796,,,-2.198,153.335,-46.931,106.404,0.0,0.0,0.0,106.404,-2.683,103.721,0.0,0.0,103.721,104.2423,0.5213,52.691,1.97,1.97,1.97837,52.871,1.96,1.96,1.96986,
01/03/2015,1064.8,1064.8,-460.5,460.5,604.3,0.0,-382.2,382.2,,,0.0,222.1,2.2,,4.5,,,-6.7,224.3,-68.2,156.1,0.0,0.0,0.0,156.1,-2.0,154.1,0.0,0.0,154.1,151.94925,-2.15075,51.1,3.01,3.01,2.973567,51.3,3.0,3.0,2.958075,
04/04/2015,725.085,725.085,-324.361,324.361,400.724,0.0,-344.57,332.482,,,12.088,56.154,3.008,,4.178,,,-7.186,59.162,-18.524,40.638,0.0,0.0,0.0,40.638,-2.568,38.07,0.0,0.0,38.07,48.40152,10.33152,50.294,0.76,0.76,0.962372,50.467,0.75,0.75,0.954718,
07/04/2015,739.975,739.975,-330.51,330.51,409.465,0.0,-339.031,332.56,,,6.471,70.434,9.28,,5.014,,,-14.294,79.714,-22.894,56.82,0.0,0.0,0.0,56.82,-2.172,54.648,0.0,0.0,54.648,59.72845,5.08045,48.634,1.12,1.12,1.228121,48.744,1.12,1.12,1.224227,
10/03/2015,771.303,771.303,-353.569,353.569,417.734,0.0,-342.029,338.888,,,3.141,75.705,1.727,,5.103,,,-6.83,77.432,-17.303,60.129,0.0,0.0,0.0,60.129,-2.595,57.534,0.0,0.0,57.534,59.71535,2.18135,48.153,1.19,1.19,1.240117,48.242,1.19,1.19,1.235217,
01/02/2016,992.5,992.5,-467.0,467.0,525.5,0.0,-436.6,433.9,,,2.7,88.9,6.4,,5.7,,,-12.1,95.3,-23.0,72.3,0.0,0.0,0.0,72.3,-1.9,70.4,0.0,0.0,70.4,84.21485,13.81485,48.1,1.46,1.46,1.750828,48.2,1.46,1.46,1.746615,
04/02/2016,659.847,659.847,-311.51,311.51,348.337,0.0,-333.933,333.933,,,0.0,14.404,-3.729,,5.999,,,-2.27,10.675,-3.279,7.396,0.0,0.0,0.0,7.396,-1.603,5.793,0.0,0.0,5.793,6.06665,0.27365,48.132,0.12,0.12,0.126042,48.256,0.12,0.12,0.125671,
07/02/2016,685.368,685.368,-329.618,329.618,355.75,0.0,-340.3,340.3,,,0.0,15.45,-3.879,,6.421,,,-2.542,11.571,-3.499,8.072,0.0,0.0,0.0,8.072,-2.051,6.021,0.0,0.0,6.021,6.4955,0.4745,48.119,0.13,0.13,0.134988,48.207,0.12,0.12,0.129843,
10/01/2016,737.99,737.99,-352.91,352.91,385.08,0.0,-353.905,339.432,,,14.473,31.175,-5.376,,6.967,,,-1.591,25.799,-6.451,19.348,0.0,0.0,0.0,19.348,-1.992,17.356,0.0,0.0,17.356,20.25346,2.89746,48.13,0.36,0.36,0.420807,48.291,0.36,0.36,0.42,
12/31/2016,959.2,959.2,-470.1,470.1,489.1,0.0,-422.9,409.6,,,13.3,66.2,0.1,7.5,7.5,0.0,,-7.6,66.3,-15.5,50.8,0.0,0.0,0.0,50.8,-1.1,49.7,0.0,0.0,49.7,55.2881,5.5881,48.2,1.03,1.03,1.147056,48.4,1.03,1.03,1.145457,
04/01/2017,581.79,581.79,-292.271,292.271,289.519,0.0,-334.782,308.498,,,26.284,-45.263,-2.746,,8.384,,,-5.638,-48.009,1.22,-46.789,0.0,0.0,0.0,-46.789,-1.397,-48.186,0.0,0.0,-48.186,-29.05455,19.13145,48.313,-1.0,-1.0,-0.601382,48.313,-1.0,-1.0,-0.60401,
07/01/2017,596.846,596.846,-295.499,295.499,301.347,0.0,-731.103,314.21,,,416.893,-429.756,-9.639,,11.641,,,-2.002,-439.395,96.296,-343.099,0.0,0.0,0.0,-343.099,-1.613,-344.712,0.0,0.0,-344.712,-22.36023,322.35177,48.484,-7.11,-7.11,-0.461188,48.484,-7.11,-7.11,-0.461378,
09/30/2017,688.722,688.722,-368.829,368.829,319.893,0.0,-320.392,314.623,,,5.769,-0.499,-8.21,,12.07,,,-3.86,-8.709,3.23,-5.479,0.0,0.0,0.0,-5.479,0.08,-5.399,0.0,0.0,-5.399,-1.55295,3.84605,48.521,-0.11,-0.11,-0.032006,48.521,-0.11,-0.11,-0.032006,
12/30/2017,920.8,920.8,-472.7,472.7,448.1,0.0,-396.8,390.4,,,6.4,51.3,-8.9,11.1,11.1,0.0,,-2.2,42.4,-120.6,-78.2,0.0,0.0,0.0,-78.2,-1.7,-79.9,0.0,0.0,-79.9,45.18995,125.08995,48.6,-1.65,-1.65,0.929834,48.6,-1.65,-1.65,0.923867,
03/31/2018,569.156,569.156,-281.465,281.465,287.691,0.0,-315.972,294.654,,,21.318,-28.281,-12.579,,10.691,,,1.888,-40.86,-6.645,-47.505,0.0,0.0,0.0,-47.505,-0.768,-48.273,0.0,0.0,-48.273,-25.71829,22.55471,48.712,-0.99,-0.99,-0.527966,48.712,-0.99,-0.99,-0.527966,
06/30/2018,576.583,576.583,-267.574,267.574,309.009,0.0,-307.996,287.235,,,20.761,1.013,-11.622,10.067,11.067,-1.0,,1.555,-10.609,3.372,-7.237,0.0,0.0,0.0,-7.237,-0.563,-7.8,0.0,0.0,-7.8,-1.25476,6.54524,49.228,-0.16,-0.16,-0.025489,49.228,-0.16,-0.16,-0.027042,
09/29/2018,608.827,608.827,-282.295,282.295,326.532,0.0,-303.879,297.804,,,6.075,22.653,-12.794,9.899,9.899,0.0,,2.895,9.859,-3.937,5.922,0.0,0.0,0.0,5.922,-0.916,5.006,0.0,0.0,5.006,9.56531,4.55931,49.381,0.1,0.1,0.193704,50.659,0.1,0.1,0.19,
12/29/2018,786.9,786.9,-370.0,370.0,416.9,0.0,-349.6,344.9,,,4.7,67.3,-5.5,10.8,10.8,0.0,,-5.3,61.8,-13.9,47.9,0.0,0.0,0.0,47.9,-0.3,47.6,0.0,0.0,47.6,53.85802,6.25802,49.5,0.96,0.96,1.088041,50.6,0.94,0.94,1.063676,
03/30/2019,465.268,465.268,-217.341,217.341,247.927,0.0,-267.871,257.684,,,10.187,-19.944,17.79,7.222,8.122,-0.9,,-25.012,-2.154,-9.608,-11.762,0.0,0.0,0.0,-11.762,-0.48,-12.242,0.0,0.0,-12.242,2.01671,14.25871,49.618,-0.25,-0.25,0.040645,49.618,-0.25,-0.25,0.03737,
06/29/2019,501.393,501.393,-236.285,236.285,265.108,0.0,-263.427,256.11,,,7.317,1.681,-6.846,6.653,7.353,-0.7,,0.193,-5.165,-1.444,-6.609,0.0,0.0,0.0,-6.609,-0.702,-7.311,0.0,0.0,-7.311,-6.15918,1.15182,50.326,-0.15,-0.15,-0.122386,50.326,-0.15,-0.15,-0.127113,
09/28/2019,539.488,539.488,-260.946,260.946,278.542,0.0,-287.695,264.103,,,23.592,-9.153,-8.846,7.122,7.422,-0.3,,1.724,-17.999,-6.939,-24.938,0.0,0.0,0.0,-24.938,-0.997,-25.935,0.0,0.0,-25.935,-7.29732,18.63768,50.469,-0.51,-0.51,-0.14459,50.469,-0.51,-0.51,-0.14459,
12/28/2019,711.6,711.6,-403.7,403.7,307.9,0.0,-308.8,303.6,,,5.2,-0.9,-5.1,6.9,7.0,-0.1,,-1.8,-6.0,-0.7,-6.7,0.0,0.0,0.0,-6.7,-0.2,-6.9,0.0,0.0,-6.9,29.282,36.182,50.5,-0.14,-0.14,0.579842,50.5,-0.14,-0.14,0.576475,
04/04/2020,390.718,390.718,-250.358,250.358,140.36,0.0,-274.701,262.862,,,11.839,-134.341,-14.754,7.464,7.464,0.0,,7.29,-149.095,63.651,-85.444,0.0,0.0,0.0,-85.444,-0.137,-85.581,0.0,0.0,-85.581,-36.19494,49.38606,50.566,-1.69,-1.69,-0.715796,50.566,-1.69,-1.69,-0.715796,
07/04/2020,259.009,259.009,-118.413,118.413,140.596,0.0,-177.401,166.869,,,10.532,-36.805,-6.995,7.774,7.874,-0.1,,-0.779,-43.8,20.84,-22.96,0.0,0.0,0.0,-22.96,0.417,-22.543,0.0,0.0,-22.543,-8.69272,13.85028,51.189,-0.44,-0.44,-0.169816,51.189,-0.44,-0.44,-0.169816,
09/30/2020,326.0,,,,159.74,,,,,,,-26.1,,,,,,,-4.1,,,,,,,,,,,,-37.1,,,,,-0.72,,,,-0.72,
12/31/2020,523.0,,,,256.27,,,,,,,31.4,,,,,,,23.4,,,,,,,,,,,,9.1,,,,,0.18,,,,0.18,
