Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,3971.0,3971.0,,-1694.0,1694.0,2277.0,0.0,-291.0,43.0,43.0,,,248.0,1986.0,51.0,65.0,68.0,-3.0,,,-108.0,2037.0,-654.0,561.0,93.0,,1383.0,0.0,0.0,0.0,1383.0,-18.0,1365.0,0.0,0.0,1365.0,1322.44,-42.56,1001.0,1.37,1.37,1.321119,1001.0,1.36,1.36,1.317483,
12/31/2011,3762.0,3762.0,,-1706.0,1706.0,2056.0,0.0,-537.0,43.0,43.0,,,494.0,1519.0,29.0,48.0,51.0,-3.0,,,-82.0,1548.0,-589.0,421.0,168.0,,959.0,0.0,0.0,0.0,959.0,0.0,959.0,0.0,0.0,959.0,1078.72,119.72,996.0,0.962851,0.962851,1.083052,1001.0,0.958042,0.958042,1.077642,
03/31/2012,3644.0,3644.0,,-1753.0,1753.0,1891.0,0.0,-298.0,48.0,48.0,,,250.0,1593.0,-8.0,45.0,48.0,-3.0,,,-41.0,1585.0,-535.0,450.0,85.0,,1050.0,0.0,0.0,0.0,1050.0,-11.0,1039.0,0.0,0.0,1039.0,1078.16,39.16,1000.0,1.04,1.04,1.07816,1000.0,1.04,1.04,1.07816,
06/30/2012,3244.0,3244.0,,-1729.0,1729.0,1515.0,0.0,-328.0,57.0,57.0,,,271.0,1187.0,-50.0,48.0,51.0,-3.0,,,0.0,1137.0,-336.0,305.0,31.0,,801.0,9.0,9.0,0.0,792.0,-5.0,787.0,0.0,0.0,787.0,813.32,17.32,1000.0,0.79,0.8,0.81332,1000.0,0.79,0.8,0.81332,
09/30/2012,3399.0,3399.0,,-1733.0,1733.0,1666.0,0.0,-511.0,45.0,45.0,,,466.0,1155.0,-32.0,30.0,33.0,-3.0,,,0.0,1123.0,-461.0,369.0,92.0,,662.0,10.0,10.0,0.0,652.0,-3.0,649.0,0.0,0.0,649.0,843.96,184.96,1001.0,0.65,0.66,0.843117,1001.0,0.65,0.66,0.843117,
12/31/2012,4036.0,4036.0,,-1832.0,1832.0,2204.0,0.0,-6346.0,369.0,369.0,,,5977.0,-4142.0,-17.0,39.0,41.0,-2.0,,,-13.0,-4159.0,1380.0,231.0,-1611.0,,-2779.0,185.0,185.0,0.0,-2964.0,29.0,-2935.0,0.0,0.0,-2935.0,1617.28,4367.28,1003.0,-2.92622,-2.74177,1.612443,1003.0,-2.92622,-2.74177,1.612443,
03/31/2013,3399.0,3399.0,,-1810.0,1810.0,1589.0,0.0,-198.0,98.0,98.0,,,100.0,1391.0,-105.0,105.0,108.0,-3.0,,,0.0,1286.0,-433.0,249.0,184.0,,853.0,-8.0,-8.0,0.0,861.0,-14.0,847.0,0.0,0.0,847.0,819.78,-19.22,1001.0,0.85,0.84,0.818961,1001.0,0.85,0.84,0.818961,
06/30/2013,3201.0,3201.0,,-1832.0,1832.0,1369.0,0.0,-9619.0,43.0,43.0,,,9576.0,-8250.0,-159.0,159.0,161.0,-2.0,,,0.0,-8409.0,213.0,357.0,-570.0,,-8196.0,505.0,505.0,0.0,-8701.0,146.0,-8555.0,0.0,0.0,-8555.0,-1102.14,6947.86,1001.0,-8.55,-8.04,-1.101039,1001.0,-8.55,-8.04,-1.101039,
09/30/2013,2985.0,2985.0,,-1788.0,1788.0,1197.0,0.0,-311.0,46.0,46.0,,,265.0,886.0,-120.0,120.0,122.0,-2.0,,,0.0,766.0,-748.0,425.0,323.0,,18.0,9.0,9.0,0.0,9.0,163.0,172.0,0.0,0.0,172.0,169.92,-11.08,1001.0,0.17,0.18,0.16975,1001.0,0.17,0.18,0.168931,
12/31/2013,2942.0,2942.0,,-1899.0,1899.0,1043.0,0.0,-3815.0,203.0,203.0,,,3612.0,-2772.0,-338.0,264.0,266.0,-2.0,,,74.0,-3110.0,338.0,70.0,-408.0,,-2772.0,0.0,0.0,0.0,-2772.0,-58.0,-2830.0,0.0,0.0,-2830.0,1715.2,2367.24,1085.0,-2.61,-2.61,-0.43,1085.0,-2.61,-2.61,-0.43,
03/31/2014,2647.0,2647.0,,-1719.0,1719.0,928.0,0.0,-235.0,103.0,103.0,,,132.0,693.0,-277.0,179.0,182.0,-3.0,,,98.0,416.0,-289.0,194.0,95.0,,127.0,0.0,0.0,0.0,127.0,-39.0,88.0,0.0,0.0,88.0,130.145,42.145,1165.0,0.08,0.08,0.111712,1165.0,0.08,0.08,0.111712,
06/30/2014,2432.0,2432.0,,-1590.0,1590.0,842.0,0.0,-745.0,82.0,82.0,,,663.0,97.0,-197.0,197.0,200.0,-3.0,,,0.0,-100.0,-123.0,201.0,-78.0,,-223.0,0.0,0.0,0.0,-223.0,-46.0,-269.0,0.0,0.0,-269.0,49.8,318.8,1165.0,-0.23,-0.23,0.042747,1165.0,-0.23,-0.23,0.042747,
09/30/2014,2624.0,2624.0,,-1681.0,1681.0,943.0,17.0,-283.0,98.0,98.0,,,185.0,677.0,-225.0,195.0,198.0,-3.0,,,30.0,452.0,-275.0,225.0,50.0,,177.0,0.0,0.0,0.0,177.0,-52.0,125.0,0.0,0.0,125.0,143.0,18.0,1165.0,0.11,0.11,0.122747,1165.0,0.11,0.11,0.122747,
12/31/2014,2577.0,2577.0,,-1906.0,1906.0,671.0,14.0,-3911.0,102.0,102.0,,,3809.0,-3226.0,-195.0,195.0,197.0,-2.0,0.0,,206.0,-3421.0,381.0,66.0,-447.0,0.0,-3040.0,0.0,0.0,0.0,-3040.0,189.0,-2851.0,0.0,0.0,-2851.0,282.15,3133.15,1165.0,-2.46,-2.46,0.242189,1165.0,-2.46,-2.46,0.237468,
03/31/2015,2245.0,2245.0,,-1708.0,1708.0,537.0,0.0,-151.0,67.0,67.0,,,84.0,386.0,-192.0,187.0,189.0,-2.0,,,5.0,194.0,-105.0,102.0,3.0,,89.0,0.0,0.0,0.0,89.0,-32.0,57.0,0.0,0.0,57.0,72.205,-16.795,1165.0,0.05,0.05,0.034511,1165.0,0.05,0.05,0.034511,
06/30/2015,2231.0,2231.0,,-1689.0,1689.0,542.0,0.0,-223.0,70.0,70.0,,,153.0,319.0,-225.0,184.0,186.0,-2.0,,,41.0,94.0,-103.0,84.0,19.0,,-9.0,0.0,0.0,0.0,-9.0,0.0,-9.0,0.0,0.0,-9.0,28.23,37.23,1165.0,-0.01,-0.01,0.024232,1165.0,-0.01,-0.01,0.021957,
09/30/2015,2315.0,2315.0,,-1742.0,1742.0,573.0,0.0,-541.0,44.0,44.0,,,497.0,32.0,-162.0,187.0,189.0,-2.0,,,-25.0,-130.0,-122.0,143.0,-21.0,,-252.0,0.0,0.0,0.0,-252.0,-12.0,-264.0,0.0,0.0,-264.0,149.53,401.53,1165.0,-0.23,-0.23,0.118052,1165.0,-0.23,-0.23,0.114661,
12/31/2015,2238.0,2238.0,,-1768.0,1768.0,470.0,0.0,-3498.0,52.0,52.0,,,3446.0,-3028.0,-274.0,185.0,192.0,-7.0,,,89.0,-3302.0,361.0,76.0,-437.0,,-2941.0,0.0,0.0,0.0,-2941.0,295.0,-2622.0,0.0,0.0,-2622.0,-486.205,2454.795,1165.0,-2.25,-2.25,-0.141807,1165.0,-2.25,-2.25,-0.141807,
03/31/2016,1930.0,1892.0,38.0,-1324.0,1324.0,606.0,0.0,-147.0,58.0,58.0,,,89.0,459.0,-345.0,154.0,158.0,-4.0,,,196.0,114.0,-186.0,246.0,-60.0,,-72.0,0.0,0.0,0.0,-72.0,-11.0,-83.0,0.0,0.0,-83.0,-51.395,31.605,1165.0,-0.07,-0.07,-0.044116,1165.0,-0.07,-0.07,-0.044116,
06/30/2016,2012.0,1966.0,46.0,-1336.0,1336.0,676.0,0.0,-145.0,88.0,88.0,,,57.0,531.0,-182.0,144.0,147.0,-3.0,,,41.0,349.0,-173.0,147.0,26.0,,176.0,0.0,0.0,0.0,176.0,-38.0,138.0,0.0,0.0,138.0,131.385,-6.615,1165.0,0.12,0.12,0.112777,1165.0,0.12,0.12,0.112777,
09/30/2016,2297.0,2238.0,59.0,-1291.0,1291.0,1006.0,0.0,-215.0,71.0,71.0,,,144.0,791.0,-211.0,143.0,146.0,-3.0,,,65.0,580.0,-335.0,285.0,50.0,,245.0,0.0,0.0,0.0,245.0,-70.0,175.0,0.0,0.0,175.0,251.44,76.44,1165.0,0.15,0.15,0.215828,1165.0,0.15,0.15,0.215614,
12/31/2016,2319.0,2278.0,41.0,-1454.0,1454.0,865.0,0.0,86.0,39.0,39.0,,,-125.0,951.0,-216.0,137.0,140.0,-3.0,,,94.0,735.0,-223.0,231.0,-8.0,,512.0,0.0,0.0,0.0,512.0,-87.0,425.0,0.0,0.0,425.0,273.96,-151.04,1165.0,0.364807,0.364807,0.235159,1165.0,0.364807,0.364807,0.235159,
03/31/2017,1993.0,1952.0,41.0,-1342.0,1342.0,651.0,0.0,972.0,72.0,72.0,,,-1044.0,1623.0,-142.0,131.0,135.0,-4.0,,,22.0,1481.0,-592.0,140.0,452.0,,889.0,0.0,0.0,0.0,889.0,-210.0,679.0,0.0,0.0,679.0,158.41,-520.59,1166.0,0.58,0.58,0.135858,1166.0,0.58,0.58,0.133525,
06/30/2017,2160.0,2128.0,32.0,-1277.0,1277.0,883.0,0.0,719.0,45.0,45.0,,,-764.0,1602.0,-191.0,128.0,132.0,-4.0,,,77.0,1411.0,-274.0,208.0,66.0,,1137.0,0.0,0.0,0.0,1137.0,-53.0,1084.0,0.0,0.0,1084.0,443.32,-640.68,1166.0,0.93,0.93,0.380206,1166.0,0.93,0.93,0.380206,
09/30/2017,1993.0,1961.0,32.0,-1270.0,1270.0,723.0,0.0,-214.0,69.0,69.0,,,145.0,509.0,-238.0,124.0,129.0,-5.0,,,139.0,271.0,-314.0,319.0,-5.0,,-43.0,0.0,0.0,0.0,-43.0,32.0,-11.0,0.0,0.0,-11.0,229.885,240.885,1166.0,-0.01,-0.01,0.197157,1166.0,-0.01,-0.01,0.196591,
12/31/2017,2228.0,2198.0,30.0,-1411.0,1411.0,817.0,0.0,-1117.0,62.0,62.0,,,1055.0,-300.0,-116.0,114.0,115.0,-1.0,,,28.0,-416.0,-51.0,458.0,-407.0,,-467.0,0.0,0.0,0.0,-467.0,153.0,-314.0,0.0,0.0,-314.0,155.075,469.075,1166.0,-0.269297,-0.269297,0.132997,1166.0,-0.269297,-0.269297,0.132997,
03/31/2018,1790.0,1754.0,36.0,-1152.0,1152.0,638.0,0.0,-113.0,48.0,48.0,,,65.0,525.0,-132.0,112.0,117.0,-5.0,,,36.0,393.0,-201.0,133.0,68.0,,192.0,0.0,0.0,0.0,192.0,-34.0,158.0,0.0,0.0,158.0,163.575,5.575,1167.0,0.14,0.14,0.140167,1167.0,0.14,0.14,0.140167,
06/30/2018,1712.0,1674.0,38.0,-1176.0,1176.0,536.0,0.0,-295.0,93.0,93.0,,,202.0,241.0,-201.0,112.0,115.0,-3.0,,,99.0,40.0,-116.0,96.0,20.0,,-76.0,0.0,0.0,0.0,-76.0,-18.0,-94.0,0.0,0.0,-94.0,-29.49,64.51,1167.0,-0.08,-0.08,-0.02527,1167.0,-0.08,-0.08,-0.02527,
09/30/2018,1837.0,1806.0,31.0,-1315.0,1315.0,522.0,0.0,-601.0,71.0,71.0,,,530.0,-79.0,-202.0,106.0,110.0,-4.0,62.0,,53.0,-281.0,-105.0,18.0,87.0,,-386.0,0.0,0.0,0.0,-386.0,-26.0,-412.0,0.0,0.0,-412.0,-36.46,375.54,1167.0,-0.35,-0.35,-0.031243,1167.0,-0.35,-0.35,-0.031243,
12/31/2018,1904.0,1915.0,-11.0,-1577.0,1577.0,327.0,0.0,-616.0,53.0,53.0,,,563.0,-289.0,-100.0,107.0,110.0,-3.0,-62.0,,56.0,-389.0,-776.0,221.0,555.0,,-1165.0,0.0,0.0,0.0,-1165.0,-32.0,-1197.0,0.0,0.0,-1197.0,30.62,1227.62,1167.0,-1.025707,-1.025707,0.026238,1167.0,-1.025707,-1.025707,0.026238,
03/31/2019,2093.0,2069.0,24.0,-1490.0,1490.0,603.0,0.0,-182.0,54.0,54.0,,,128.0,421.0,-114.0,103.0,110.0,-7.0,22.0,,17.0,307.0,-167.0,130.0,37.0,,140.0,0.0,0.0,0.0,140.0,-29.0,111.0,0.0,0.0,111.0,148.555986,37.555986,1745.0,0.06,0.06,0.085132,1746.0,0.06,0.06,0.08151,
06/30/2019,2063.0,2040.0,23.0,-1545.0,1545.0,518.0,0.0,-192.0,59.0,59.0,,,133.0,326.0,-62.0,102.0,109.0,-7.0,-6.0,,16.0,264.0,-41.0,103.0,-62.0,,223.0,0.0,0.0,0.0,223.0,-29.0,194.0,0.0,0.0,194.0,172.005,-21.995,1752.0,0.11,0.11,0.098176,1752.0,0.11,0.11,0.097446,
09/30/2019,2678.0,2630.0,48.0,-1889.0,1889.0,789.0,0.0,2564.0,68.0,68.0,,,-2632.0,3353.0,-127.0,108.0,112.0,-4.0,40.0,,17.0,3226.0,-791.0,163.0,628.0,,2435.0,0.0,0.0,0.0,2435.0,-158.0,2277.0,0.0,0.0,2277.0,319.415,-1957.585,1756.0,1.3,1.3,0.181899,1756.0,1.3,1.3,0.181899,
12/31/2019,2883.0,2818.0,65.0,-1987.0,1987.0,896.0,0.0,1774.0,31.0,31.0,,,-1805.0,2670.0,-110.0,91.0,104.0,-13.0,53.0,,15.0,2560.0,-784.0,314.0,470.0,,1776.0,0.0,0.0,0.0,1776.0,-389.0,1387.0,0.0,0.0,1387.0,-1926.770986,-3313.951479,1778.0,0.779651,0.779651,-1.083064,1778.0,0.779651,0.779651,-1.084112,
03/31/2020,2721.0,2692.0,29.0,-1776.0,1776.0,945.0,0.0,170.0,40.0,40.0,,,-210.0,1115.0,-66.0,78.0,88.0,-10.0,16.0,,26.0,1049.0,-386.0,252.0,134.0,,663.0,0.0,0.0,0.0,663.0,-263.0,400.0,0.0,0.0,400.0,408.707872,8.707872,1778.0,0.22,0.22,0.229869,1778.0,0.22,0.22,0.224898,
06/30/2020,3055.0,2996.0,59.0,-1900.0,1900.0,1155.0,0.0,-252.0,71.0,71.0,,,181.0,903.0,-23.0,78.0,84.0,-6.0,2.0,,4.0,880.0,-258.0,222.0,36.0,,622.0,0.0,0.0,0.0,622.0,-265.0,357.0,0.0,0.0,357.0,417.62,60.62,1778.0,0.2,0.2,0.234882,1778.0,0.2,0.2,0.234094,
09/30/2020,3357.857,,,,,1531.35068485,,,,,,,,1936.0,,,,,,,,1276.0,,,,,596.429,,,,,,596.429,,,596.429,513.667,,,0.334,0.334,0.283,,0.334,0.334,0.283,
12/31/2020,3415.286,,,,,1592.13802748,,,,,,,,1932.0,,,,,,,,1370.2,,,,,637.0,,,,,,637.0,,,637.0,562.333,,,0.359,0.359,0.306,,0.359,0.359,0.306,
