Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,122.977,29.752,93.225,-2.989,2.989,119.988,0.0,-165.39,36.349,129.041,0.0,-45.402,-8.656,,9.455,,-0.799,,,0.0,-54.058,0.615,,,-53.443,0.0,0.0,0.0,-53.443,0.0,-53.443,0.0,0.0,-53.443,-53.443,0.0,91.797,-0.58,-0.58,-0.58,91.797,-0.58,-0.58,-0.58,
03/31/2012,231.789,127.931,103.858,-12.298,12.298,219.491,0.0,-197.29,58.428,138.862,0.0,22.201,-10.55,,11.16,,-0.61,,,0.0,11.651,0.0,0.0,0.0,11.651,0.0,0.0,0.0,11.651,0.0,11.651,0.0,0.0,11.651,11.651,0.0,93.446,0.12,0.12,0.12,107.734,0.11,0.11,0.11,
06/30/2012,304.399,199.519,104.88,-21.843,21.843,282.556,0.0,-195.078,47.705,147.373,0.0,87.478,-10.735,,11.236,,-0.501,,,0.0,76.743,0.0,0.0,0.0,76.743,0.0,0.0,0.0,76.743,0.0,76.743,0.0,0.0,76.743,76.743,0.0,94.589,0.81,0.81,0.81,110.167,0.7,0.7,0.7,
09/30/2012,427.687,249.172,178.515,-20.145,20.145,407.542,0.0,-205.178,46.883,158.295,0.0,202.364,-10.896,,11.413,,-0.517,,,0.0,191.468,0.0,0.0,0.0,191.468,0.0,0.0,0.0,191.468,0.0,191.468,0.0,0.0,191.468,191.468,0.0,95.012,2.02,2.02,2.02,115.83,1.72,1.72,1.72,
12/31/2012,414.602,281.471,133.131,-30.169,30.169,384.433,0.0,-238.763,57.739,181.024,0.0,145.67,-11.111,,11.495,,-0.384,,,0.0,134.559,335.848,,,470.407,0.0,0.0,0.0,470.407,0.0,470.407,0.0,0.0,470.407,136.379,-334.028,95.691,4.915896,4.915896,1.425202,117.237,4.012445,4.012445,1.163276,
03/31/2013,439.664,318.74,120.924,-29.055,29.055,410.609,0.0,-257.559,77.26,180.299,0.0,153.05,-11.219,,11.675,,-0.456,,,0.0,141.831,-42.957,,,98.874,0.0,0.0,0.0,98.874,0.0,98.874,0.0,0.0,98.874,98.874,0.0,96.878,1.02,1.02,1.02,109.369,0.9,0.9,0.9,
06/30/2013,457.642,333.893,123.749,-39.613,39.613,418.029,0.0,-259.926,72.463,187.463,0.0,158.103,-10.411,,11.365,,-0.954,,,0.0,147.692,-60.316,,,87.376,0.0,0.0,0.0,87.376,0.0,87.376,0.0,0.0,87.376,87.051,-0.325,97.7,0.89,0.89,0.891003,111.06,0.79,0.79,0.787074,
09/30/2013,597.027,367.118,229.909,-38.573,38.573,558.454,0.0,-321.652,97.607,224.045,0.0,236.802,-11.118,,11.736,,-0.618,,,0.0,225.684,-84.378,,,141.306,0.0,0.0,0.0,141.306,0.0,141.306,0.0,0.0,141.306,141.046,-0.26,98.226,1.44,1.44,1.435933,116.713,1.25,1.25,1.247772,
12/31/2013,610.412,406.088,204.324,-48.114,48.114,562.298,0.0,-350.225,82.085,268.14,0.0,212.073,-13.92,,11.661,,2.259,,,0.0,198.153,-101.347,,,96.806,0.0,0.0,0.0,96.806,0.0,96.806,0.0,0.0,96.806,98.626,1.82,98.862,0.98,0.98,0.997613,112.557,0.86,0.86,0.87617,
03/31/2014,625.74,362.378,263.362,-43.572,43.572,582.168,0.0,-390.606,103.227,287.379,0.0,191.562,-10.676,,11.613,,-0.937,,,0.0,180.886,-112.581,,,68.305,0.0,0.0,0.0,68.305,0.0,68.305,0.0,0.0,68.305,68.305,0.0,98.709,0.69,0.69,0.69,112.151,0.61,0.61,0.61,
06/30/2014,665.7,418.022,247.678,-46.379,46.379,619.321,0.0,-391.231,96.73,294.501,0.0,228.09,-19.287,,10.177,,-1.677,,,10.787,208.803,-112.452,,,96.351,0.0,0.0,0.0,96.351,0.0,96.351,0.0,0.0,96.351,103.36255,7.01155,100.391,0.96,0.96,1.0296,113.032,0.85,0.85,0.912032,
09/30/2014,725.788,448.844,276.944,-55.593,55.593,670.195,0.0,-481.731,144.003,337.728,0.0,188.464,-6.641,,9.232,,-2.591,,,0.0,181.823,-98.448,,,83.375,0.0,0.0,0.0,83.375,0.0,83.375,0.0,0.0,83.375,83.375,0.0,100.796,0.83,0.83,0.83,117.423,0.73,0.73,0.73,
12/31/2014,802.329,521.518,280.811,-59.474,59.474,742.855,0.0,-527.052,175.307,351.745,0.0,215.803,-26.08,,6.35,,-2.952,,,22.682,189.723,-99.628,,,90.095,0.0,0.0,0.0,90.095,0.0,90.095,0.0,0.0,90.095,104.8383,14.7433,101.467,0.89,0.89,1.033226,114.246,0.78,0.78,0.909049,
03/31/2015,869.612,544.573,325.039,-83.955,83.955,785.657,0.0,-502.104,158.991,343.113,0.0,283.553,-7.03,,6.169,,-0.081,,,0.942,276.523,-200.502,,,76.021,0.0,0.0,0.0,76.021,0.0,76.021,0.0,0.0,76.021,76.6333,0.6123,102.227,0.74,0.74,0.749639,114.519,0.66,0.66,0.665347,
06/30/2015,998.617,657.819,340.798,-88.84,88.84,909.777,0.0,-564.918,174.588,390.33,0.0,344.859,-16.863,,2.748,,-1.849,,,15.964,327.996,-133.353,,,194.643,0.0,0.0,0.0,194.643,0.0,194.643,0.0,0.0,194.643,205.0196,10.3766,102.886,1.89,1.89,1.992687,115.259,1.69,1.69,1.780029,
09/30/2015,1137.422,737.562,399.86,-109.083,109.083,1028.339,0.0,-635.917,209.993,425.924,0.0,392.422,0.867,,,,-2.14,,,1.273,393.289,-182.891,,,210.398,0.0,0.0,0.0,210.398,0.0,210.398,0.0,0.0,210.398,210.41147,0.01347,103.348,2.04,2.04,2.035951,115.944,1.82,1.82,1.820116,
12/31/2015,1098.077,749.524,348.553,-110.831,110.831,987.246,0.0,-756.164,294.954,461.21,0.0,231.082,-3.793,,3.609,,,,,0.184,227.289,-72.295,,,154.994,0.0,0.0,0.0,154.994,0.0,154.994,0.0,0.0,154.994,154.994,0.0,103.765,1.49,1.49,1.49,116.367,1.34,1.34,1.34,
03/31/2016,1200.849,784.182,416.667,-111.752,111.752,1089.097,0.0,-759.789,289.677,470.112,0.0,329.308,0.843,,2.64,,,,,-3.483,330.151,-148.766,,,181.385,0.0,0.0,0.0,181.385,0.0,181.385,0.0,0.0,181.385,181.385,0.0,104.29,1.74,1.74,1.74,114.228,1.59,1.59,1.59,
06/30/2016,1212.629,834.219,378.41,-69.033,69.033,1143.596,0.0,-851.968,292.038,559.93,0.0,291.628,0.628,,,,-2.801,,,2.173,292.256,-96.038,,,196.218,0.0,0.0,0.0,196.218,0.0,196.218,0.0,0.0,196.218,196.218,0.0,104.633,1.88,1.88,1.88,116.231,1.69,1.69,1.69,
09/30/2016,1220.122,857.468,362.654,-44.228,44.228,1175.894,0.0,-813.092,270.045,543.047,0.0,362.802,3.079,,,,-3.301,,,0.222,365.881,-101.077,,,264.804,0.0,0.0,0.0,264.804,0.0,264.804,0.0,0.0,264.804,264.804,0.0,104.833,2.53,2.53,2.53,116.466,2.27,2.27,2.27,
12/31/2016,1226.8,862.531,364.269,-74.687,74.687,1152.113,0.0,-805.151,325.94,479.211,0.0,346.962,-5.45,4.56,4.56,0.0,,,,0.89,341.512,-88.419,,,253.093,0.0,0.0,0.0,253.093,0.0,253.093,0.0,0.0,253.093,253.093,0.0,105.044,2.4094,2.4094,2.4094,118.275,2.139869,2.139869,2.139869,
03/31/2017,1318.991,858.245,460.746,-84.168,84.168,1234.823,0.0,-804.281,296.846,507.435,0.0,430.542,1.747,,7.501,,,,,-9.248,432.289,-183.358,,,248.931,0.0,0.0,0.0,248.931,0.0,248.931,0.0,0.0,248.931,248.931,0.0,105.572,2.36,2.36,2.36,115.106,2.16,2.16,2.16,
06/30/2017,1470.116,924.133,545.983,-102.921,102.921,1367.195,0.0,-816.883,306.908,509.975,0.0,550.312,-24.462,5.401,5.401,0.0,,,,19.061,525.85,-138.106,,,387.744,0.0,0.0,0.0,387.744,0.0,387.744,0.0,0.0,387.744,407.441306,19.697306,106.034,3.66,3.66,3.842553,116.137,3.34,3.34,3.509604,
09/30/2017,1500.673,957.367,543.306,-104.232,104.232,1396.441,0.0,-836.515,306.766,529.749,0.0,559.926,5.679,6.182,6.182,0.0,,,,-11.861,565.605,-177.288,,,388.317,0.0,0.0,0.0,388.317,0.0,388.317,0.0,0.0,388.317,388.317,0.0,106.706,3.64,3.64,3.64,117.028,3.32,3.32,3.32,
12/31/2017,1582.4,978.7,603.7,-105.7,105.7,1476.7,0.0,-937.9,409.9,528.0,0.0,538.8,16.0,6.016,6.016,0.0,,,,-22.016,554.8,-381.3,,,173.5,0.0,0.0,0.0,173.5,0.0,173.5,0.0,0.0,173.5,499.7,326.2,107.0,1.62,1.62,4.670093,115.9,1.5,1.5,4.314495,
03/31/2018,1511.485,987.909,523.576,-114.898,114.898,1396.587,0.0,-829.356,330.77,498.586,0.0,567.231,18.167,6.439,6.439,0.0,,,,-24.606,585.398,-107.418,,,477.98,0.0,0.0,0.0,477.98,0.0,477.98,0.0,0.0,477.98,477.98,0.0,107.648,4.44,4.44,4.44,114.906,4.16,4.16,4.16,
06/30/2018,1608.0,996.4,611.6,-91.7,91.7,1516.3,0.0,-894.1,364.8,529.3,0.0,622.2,33.9,6.9,6.9,0.0,,,,-40.8,656.1,-104.7,,,551.4,0.0,0.0,0.0,551.4,0.0,551.4,0.0,0.0,551.4,538.189044,-13.210956,107.8,5.12,5.12,4.992477,114.5,4.82,4.82,4.70462,
09/30/2018,1663.5,1025.5,638.0,-110.4,110.4,1553.1,0.0,-926.2,369.2,557.0,0.0,626.9,9.0,7.4,7.4,0.0,,,,-16.4,635.9,-41.2,,,594.7,0.0,0.0,0.0,594.7,0.0,594.7,0.0,0.0,594.7,598.601463,3.901463,108.0,5.5,5.5,5.542606,115.1,5.17,5.17,5.203896,
12/31/2018,1927.8,1096.4,831.4,-117.2,117.2,1810.6,0.0,-1092.5,491.3,601.2,0.0,718.1,-41.9,7.4,7.4,0.0,,,,34.5,676.2,144.2,,,820.4,0.0,0.0,0.0,820.4,0.0,820.4,0.0,0.0,820.4,841.892867,21.492867,108.2,7.58,7.58,7.780895,114.8,7.15,7.15,7.33722,
03/31/2019,1372.6,1104.4,268.2,-172.1,172.1,1200.5,0.0,-720.5,291.1,486.1,-56.7,480.0,66.1,7.7,7.7,0.0,,,,-73.8,546.1,-85.0,,,461.1,0.0,0.0,0.0,461.1,0.0,461.1,0.0,0.0,461.1,430.5796,-30.5204,108.9,4.23,4.23,3.953899,115.5,3.99,3.99,3.725754,
06/30/2019,1577.8,1205.3,372.5,-145.8,145.8,1432.0,0.0,-1116.4,294.6,885.5,-63.7,315.6,-90.9,8.0,8.0,0.0,,,,82.9,224.7,-31.6,,,193.1,0.0,0.0,0.0,193.1,0.0,193.1,0.0,0.0,193.1,606.246583,413.146583,109.2,1.77,1.77,5.551709,114.6,1.68,1.68,5.285119,
09/30/2019,2048.4,1238.3,810.1,-226.6,226.6,1821.8,0.0,-1083.3,419.9,663.4,0.0,738.5,30.0,7.8,7.8,0.0,,,,-37.8,768.5,-98.9,,,669.6,0.0,0.0,0.0,669.6,0.0,669.6,0.0,0.0,669.6,666.816359,-2.783641,109.4,6.12,6.12,6.095214,114.2,5.86,5.86,5.835625,
12/31/2019,2169.5,1286.4,883.1,-223.9,223.9,1945.6,0.0,-1269.9,586.8,683.1,0.0,675.7,214.1,22.4,22.4,0.0,,,,-236.5,889.8,-97.8,,,792.0,0.0,0.0,0.0,792.0,0.0,792.0,0.0,0.0,792.0,731.952971,-60.047029,109.2,7.25,7.25,6.702866,114.3,6.93,6.93,6.404654,
03/31/2020,1828.2,1236.7,591.5,-217.3,217.3,1610.9,0.0,-910.8,367.3,583.9,-40.4,700.1,-31.5,6.1,6.1,0.0,,,,25.4,668.6,-44.0,,,624.6,0.0,0.0,0.0,624.6,0.0,624.6,0.0,0.0,624.6,686.098899,61.498899,109.8,5.69,5.69,6.248624,115.1,5.43,5.43,5.964308,
06/30/2020,1952.0,1226.9,725.1,-275.5,275.5,1676.5,0.0,-1020.1,348.3,722.0,-50.2,656.4,262.5,9.7,9.7,0.0,,,,-272.2,918.9,-21.6,,,897.3,0.0,0.0,0.0,897.3,0.0,897.3,0.0,0.0,897.3,773.990973,-123.309027,109.6,8.19,8.19,7.061961,117.9,7.61,7.61,6.564122,
09/30/2020,2109.053,,,,,1934.52886425,,,,,,960.636,,,,,,,,,951.273,,,,763.538,,,,,,763.538,,,763.538,824.647,,,6.611,6.611,7.249,,6.611,6.611,7.249,
12/31/2020,2353.105,,,,,2143.3021582,,,,,,1010.727,,,,,,,,,1042.364,,,,814.385,,,,,,814.385,,,814.385,926.412,,,6.65,6.65,9.414,,6.65,6.65,9.414,
