Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2008,36779,2204,2204,0.0,7047,,,,3995,1880.0,904.0,1375.0,-164.0,2213,,,,,15459,5051,,,546,,15723,11796.0,9673.0,2123.0,,3927,21320,,4211,4211,,,,1934,1934.0,0.0,0.0,,,6082,,,6082,12227,6575,6575.0,0.0,0.0,,7716,,,,7716,14291,26518,0.0,5047,,,-9669.0,15227.0,-344.0,10261,0.0,10261,36779,
09/30/2008,37082,2292,2292,0.0,6950,,,,4082,1930.0,922.0,1392.0,-162.0,1672,,,,,14996,4986,,,703,,16397,12512.0,10178.0,2334.0,,3885,22086,,4149,4149,,,,3230,3230.0,0.0,0.0,,,6231,,,6231,13610,5963,5963.0,0.0,0.0,,7971,,,,7971,13934,27544,0.0,5057,,,-10600.0,15745.0,-664.0,9538,0.0,9538,37082,
12/31/2008,35490,2065,2065,0.0,6129,,,,3848,1644.0,952.0,1415.0,-163.0,1221,,,,,13263,4934,13386.0,-8452.0,670,,16623,12452.0,10185.0,2267.0,,4171,22227,,3773,3773,,,,2510,2510.0,0.0,0.0,,,6006,,,6006,12289,5865,5865.0,0.0,0.0,,10149,,,,10149,16014,28303,0.0,4952,,,-10206.0,16250.0,-3809.0,7187,0.0,7187,35490,
03/31/2009,34357,2052,2052,0.0,5667,5667.0,0.0,,3797,1421.0,903.0,1648.0,-175.0,1265,14.0,,1842.0,331.0,12781,4777,,,622,622.0,16177,12324.0,10141.0,2183.0,40.0,1957,21576,,8702,3144,,,5558.0,2192,562.0,,,,1630.0,44,,,0,10938,6266,6266.0,,,,9652,576.0,1782.0,715.0,6579,15918,26856,0.0,4806,958.0,3848.0,-9766.0,16424.0,-4049.0,7415,86.0,7501,34357,
06/30/2009,35137,2606,2606,0.0,6285,6285.0,0.0,,3593,1383.0,811.0,1568.0,-169.0,1234,45.0,,1715.0,289.0,13718,4795,,,463,463.0,16161,12377.0,10236.0,2141.0,109.0,1915,21419,,8561,3132,,,5429.0,2395,768.0,,,,1627.0,39,,,0,10995,6251,6251.0,,,,9330,570.0,1571.0,691.0,6498,15581,26576,0.0,4780,958.0,3822.0,-9447.0,16646.0,-3512.0,8467,94.0,8561,35137,
09/30/2009,35773,2604,2604,0.0,6464,6464.0,0.0,,3576,1333.0,854.0,1554.0,-165.0,1242,9.0,,1698.0,342.0,13886,4828,,,471,471.0,16588,12785.0,10520.0,2265.0,,2096,21887,,9043,3201,,,5842.0,1968,949.0,,,,1019.0,23,,,0,11034,6256,6256.0,,,,8888,1559.0,1554.0,730.0,5045,15144,26178,0.0,4760,958.0,3802.0,-9038.0,17021.0,-3251.0,9492,103.0,9595,35773,
12/31/2009,35993,2801,2801,0.0,6274,6274.0,0.0,,3446,988.0,796.0,1823.0,-161.0,1415,1.0,,2006.0,381.0,13936,4847,13521.0,-8674.0,579,579.0,16631,12668.0,10494.0,2174.0,,1956,22057,,9779,3633,613.0,145.0,5388.0,1361,343.0,0.0,0.0,,1018.0,7,0.0,0.0,0,11147,6246,6246.0,0.0,0.0,,9629,1040.0,1594.0,542.0,6453,15875,27022,0.0,4781,958.0,3823.0,-8995.0,14023.0,-948.0,8861,110.0,8971,35993,
03/31/2010,36026,2851,2851,0.0,6184,6184.0,0.0,,3568,1030.0,820.0,1874.0,-156.0,1730,4.0,,1973.0,706.0,14333,4697,,,586,586.0,16410,12476.0,10362.0,2114.0,,1957,21693,,9758,3553,,,6205.0,1315,1292.0,,,,23.0,28,,,0,11101,6246,6246.0,,,,9575,801.0,1547.0,570.0,6657,15821,26922,0.0,4817,958.0,3859.0,-8922.0,17635.0,-4543.0,8987,117.0,9104,36026,
06/30/2010,36091,2451,2451,0.0,5280,5280.0,0.0,1215.0,3596,1037.0,807.0,1909.0,-157.0,2382,20.0,,1776.0,1460.0,14924,4535,,,544,544.0,16088,12372.0,10315.0,2057.0,,1920,21167,,9420,3751,,,5669.0,1228,1205.0,,,,23.0,39,,,0,10687,6254,6254.0,,,,10022,494.0,1551.0,576.0,7401,16276,26963,0.0,4871,958.0,3913.0,-8699.0,17867.0,-5031.0,9008,120.0,9128,36091,
09/30/2010,38119,2640,2640,0.0,5615,5615.0,0.0,1301.0,4027,1148.0,852.0,2184.0,-157.0,1580,30.0,,1411.0,593.0,15163,4738,,,601,601.0,17617,14240.0,11529.0,2711.0,,1936,22956,,10542,4059,,,6483.0,985,962.0,,,,23.0,19,,,0,11546,6265,6265.0,,,,9842,1343.0,1494.0,745.0,6260,16107,27653,0.0,4887,958.0,3929.0,-8405.0,18130.0,-4282.0,10330,136.0,10466,38119,
12/31/2010,37834,2650,2650,0.0,5534,5534.0,0.0,1307.0,3822,1139.0,792.0,2045.0,-154.0,2173,32.0,841.0,1221.0,455.0,15486,4724,13401.0,-8677.0,616,616.0,17008,13812.0,11275.0,2537.0,,1943,22348,,10629,4199,715.0,116.0,5599.0,889,366.0,0.0,0.0,,523.0,206,0.0,0.0,190,11724,5755,5755.0,0.0,0.0,,9568,1557.0,1477.0,636.0,5898,15323,27047,0.0,4935,958.0,3977.0,-8299.0,15097.0,-1067.0,10666,121.0,10787,37834,
03/31/2011,38902,3076,3076,0.0,5798,5798.0,0.0,1403.0,4290,1303.0,858.0,2298.0,-169.0,1464,31.0,,1232.0,582.0,16031,4832,,,476,476.0,17563,14261.0,11805.0,2456.0,,2039,22871,,10841,4308,,,6533.0,875,359.0,,,,516.0,54,,,0,11770,6763,6763.0,,,,8559,1556.0,1461.0,671.0,4871,15322,27092,0.0,4994,958.0,4036.0,-8155.0,15538.0,-687.0,11690,120.0,11810,38902,
06/30/2011,39650,3548,3548,0.0,5953,5953.0,0.0,1391.0,4197,1225.0,861.0,2276.0,-165.0,2297,108.0,826.0,1115.0,545.0,17386,4718,,,516,516.0,17030,13839.0,11492.0,2347.0,,1968,22264,,10949,4442,,,6507.0,932,418.0,,,,514.0,230,,,182,12111,6790,6790.0,,,,8565,1565.0,1411.0,661.0,4928,15355,27466,0.0,5047,958.0,4089.0,-8524.0,16085.0,-536.0,12072,112.0,12184,39650,
09/30/2011,39445,3885,3885,0.0,5821,5821.0,0.0,1495.0,4369,1311.0,918.0,2306.0,-166.0,1474,135.0,,1056.0,607.0,17044,4725,,,465,465.0,17211,14021.0,11645.0,2376.0,,1999,22401,,11541,4570,,,6971.0,1275,760.0,,,,515.0,43,,,0,12859,6880,6880.0,,,,7939,1574.0,1386.0,505.0,4474,14819,27678,0.0,5071,958.0,4113.0,-8973.0,16686.0,-1122.0,11662,105.0,11767,39445,
12/31/2011,39808,3698,3698,0.0,5824,5824.0,0.0,1404.0,4264,1222.0,958.0,2253.0,-169.0,944,152.0,,2132.0,484.0,16134,4804,13723.0,-8919.0,494,494.0,18376,14335.0,11858.0,2477.0,,1757,23674,,11539,4738,551.0,108.0,6142.0,674,659.0,0.0,0.0,,15.0,62,0.0,,0,12275,6881,6881.0,0.0,0.0,,9750,1499.0,1417.0,676.0,6158,16631,28906,0.0,5115,958.0,4157.0,-8948.0,16083.0,-1444.0,10806,96.0,10902,39808,
03/31/2012,40370,3988,3988,0.0,5710,5710.0,0.0,1558.0,4368,1215.0,990.0,2362.0,-199.0,929,120.0,,2061.0,469.0,16553,4814,,,533,533.0,18470,14330.0,11910.0,2420.0,,1959,23817,,10988,4535,,,6453.0,1632,1017.0,,,,615.0,46,,,0,12666,6269,6269.0,,,,9593,1509.0,1400.0,707.0,5977,15862,28528,0.0,5114,958.0,4156.0,-8802.0,16613.0,-1182.0,11743,99.0,11842,40370,
06/30/2012,40174,4221,4221,0.0,5712,5712.0,0.0,1538.0,4342,1222.0,887.0,2432.0,-199.0,831,149.0,,2164.0,562.0,16644,4735,,,566,566.0,18229,14162.0,11837.0,2325.0,,1754,23530,,11098,4547,,,6551.0,1633,1013.0,,,,620.0,81,,,0,12812,6342,6342.0,,,,8937,1522.0,1365.0,681.0,5369,15279,28091,0.0,5159,958.0,4201.0,-8751.0,17222.0,-1637.0,11993,90.0,12083,40174,
09/30/2012,41074,4760,4760,0.0,5838,5838.0,0.0,1550.0,4314,1199.0,936.0,2376.0,-197.0,1284,156.0,,1766.0,711.0,17746,4830,,,600,600.0,17898,14197.0,11916.0,2281.0,,1779,23328,,11081,4518,,,6563.0,1598,974.0,,,,624.0,34,,,0,12713,6391,6391.0,,,,8751,1531.0,1346.0,679.0,5195,15142,27855,0.0,5200,958.0,4242.0,-8651.0,17877.0,-1294.0,13132,87.0,13219,41074,
12/31/2012,41853,5265,4634,631.0,5934,5934.0,0.0,1495.0,4235,1152.0,859.0,2421.0,-197.0,669,183.0,,1889.0,0.0,17598,5001,14212.0,-9211.0,623,623.0,18631,14874.0,12425.0,2449.0,,1685,24255,,11911,4736,780.0,108.0,6287.0,1101,476.0,0.0,0.0,,625.0,33,0.0,0.0,0,13045,6395,6395.0,0.0,0.0,,9348,1292.0,1365.0,628.0,6063,15743,28788,0.0,5316,958.0,4358.0,-8801.0,17799.0,-1339.0,12975,90.0,13065,41853,
03/31/2013,41800,4539,4539,0.0,6005,6005.0,0.0,1580.0,4297,1102.0,866.0,2494.0,-165.0,1260,132.0,,1842.0,545.0,17681,4948,,,738,738.0,18433,14770.0,12386.0,2384.0,,1689,24119,,11159,4444,,,6715.0,1912,1286.0,,,,626.0,40,,,0,13111,5787,5787.0,,,,9369,1300.0,1338.0,683.0,6048,15156,28267,0.0,5404,958.0,4446.0,-8748.0,18442.0,-1656.0,13442,91.0,13533,41800,
06/30/2013,42166,4549,4549,0.0,5995,5995.0,0.0,1660.0,4295,1109.0,844.0,2507.0,-165.0,1350,110.0,,1701.0,680.0,17849,4997,,,756,756.0,18564,15033.0,12640.0,2393.0,,1720,24317,,11502,4718,,,6784.0,1923,1291.0,,,,632.0,55,,,0,13480,5779,5779.0,,,,9049,1154.0,1317.0,643.0,5935,14828,28308,0.0,5471,958.0,4513.0,-9062.0,19135.0,-1767.0,13777,81.0,13858,42166,
09/30/2013,44406,5499,5499,0.0,6311,6311.0,0.0,1639.0,4455,1117.0,895.0,2608.0,-165.0,1400,83.0,,1457.0,693.0,19304,5107,,,830,830.0,19165,15820.0,13230.0,2590.0,,1805,25102,,11789,4791,,,6998.0,2819,2187.0,,,,632.0,55,,,0,14663,5789,5789.0,,,,8881,1089.0,995.0,719.0,6078,14670,29333,0.0,5540,958.0,4582.0,-9166.0,19796.0,-1211.0,14959,114.0,15073,44406,
12/31/2013,45435,6422,6422,0.0,5921,5921.0,0.0,1609.0,4293,1121.0,841.0,2497.0,-166.0,2919,63.0,,368.0,2070.0,21164,5278,14617.0,-9339.0,393,393.0,18600,15560.0,13046.0,2514.0,,2609,24271,,12118,5174,489.0,100.0,6355.0,2028,1396.0,,,,632.0,35,0.0,0.0,0,14181,6801,6801.0,,,,6874,1150.0,1019.0,804.0,3901,13675,27856,0.0,5640,958.0,4682.0,-9374.0,20383.0,818.0,17467,112.0,17579,45435,
03/31/2014,45777,6672,6672,0.0,6402,6402.0,0.0,1679.0,4407,1173.0,853.0,2547.0,-166.0,2371,69.0,,217.0,1531.0,21531,5284,,,465,465.0,18497,15473.0,13028.0,2445.0,,2738,24246,,11781,5133,,,6648.0,2552,2487.0,,,,65.0,20,,,0,14353,6804,6804.0,,,,6577,1156.0,998.0,757.0,3666,13381,27734,0.0,5730,958.0,4772.0,-9590.0,21039.0,748.0,17927,116.0,18043,45777,
06/30/2014,46596,6582,6582,0.0,6680,6680.0,0.0,1670.0,4511,1156.0,861.0,2661.0,-167.0,3010,83.0,,176.0,2207.0,22453,5316,,,488,488.0,18339,15427.0,13049.0,2378.0,,2653,24143,,11908,5276,,,6632.0,2405,2345.0,,,,60.0,11,,,0,14324,6839,6839.0,,,,6616,1146.0,978.0,795.0,3697,13455,27779,0.0,5826,958.0,4868.0,-9740.0,21773.0,837.0,18696,121.0,18817,46596,
09/30/2014,46181,6428,6428,0.0,6618,6618.0,0.0,1697.0,4485,1115.0,844.0,2693.0,-167.0,3130,96.0,,195.0,2336.0,22358,5189,,,447,447.0,18187,15211.0,12923.0,2288.0,,2685,23823,,11804,5212,,,6592.0,2129,1940.0,,,,189.0,14,,,0,13947,6760,6760.0,,,,6411,1131.0,955.0,891.0,3434,13171,27118,0.0,5895,958.0,4937.0,-9815.0,22576.0,281.0,18937,126.0,19063,46181,
12/31/2014,45451,9104,6959,2145.0,6152,6152.0,0.0,1636.0,4405,1124.0,815.0,2634.0,-168.0,894,113.0,,404.0,172.0,22191,5383,14502.0,-9119.0,465,465.0,17412,14996.0,12788.0,2208.0,,1899,23260,,12126,5365,504.0,101.0,6156.0,2637,1698.0,0.0,0.0,,939.0,10,0.0,0.0,0,14773,6046,6046.0,,,,6848,1200.0,911.0,236.0,4501,12894,27667,0.0,5996,958.0,5038.0,-9995.0,23115.0,-1459.0,17657,127.0,17784,45451,
03/31/2015,45357,6575,6575,0.0,6428,6428.0,0.0,1730.0,4507,1088.0,828.0,2708.0,-117.0,3032,1875.0,,329.0,2376.0,22272,5300,,,464,464.0,17321,14875.0,12685.0,2190.0,,242,23085,,11222,5263,,,5959.0,4046,2742.0,,,,1304.0,164,,,0,15432,5661,5661.0,,,,6587,1197.0,911.0,210.0,4269,12248,27680,0.0,6111,958.0,5153.0,-10281.0,23811.0,-2099.0,17542,135.0,17677,45357,
06/30/2015,46412,5954,5954,0.0,8016,8016.0,0.0,,4447,1044.0,818.0,2701.0,-116.0,4763,154.0,,365.0,4104.0,23180,5381,,,491,491.0,17360,14904.0,12763.0,2141.0,,1937,23232,,11367,5352,,,6015.0,4157,2820.0,,,,1337.0,50,,,0,15574,5562,5562.0,,,,6420,1198.0,921.0,300.0,4001,11982,27556,0.0,6192,958.0,5234.0,-10351.0,24585.0,-1969.0,18457,399.0,18856,46412,
09/30/2015,46625,10363,6563,3800.0,6048,6048.0,0.0,1717.0,4441,1068.0,843.0,2646.0,-116.0,910,147.0,,329.0,171.0,23479,5451,,,471,471.0,17224,14755.0,12684.0,2071.0,,1993,23146,,11349,5363,,,5986.0,4968,3700.0,,,,1268.0,50,,,0,16367,5599,5599.0,,,,6492,1198.0,892.0,499.0,3903,12091,28458,0.0,6250,958.0,5292.0,-11550.0,25433.0,-2373.0,17760,407.0,18167,46625,
12/31/2015,49316,7558,5455,2103.0,6311,6311.0,0.0,1590.0,4420,1120.0,826.0,2590.0,-116.0,174,120.0,,283.0,174.0,20053,5789,14908.0,-9119.0,517,517.0,22957,20472.0,15895.0,4577.0,427.0,1655,29263,,11840,5580,467.0,97.0,5696.0,6514,5937.0,0.0,0.0,,577.0,17,99.0,0.0,0,18371,5554,5554.0,0.0,0.0,,6683,1251.0,526.0,558.0,4249,12237,30608,0.0,6335,958.0,5377.0,-11664.0,26147.0,-2535.0,18283,425.0,18708,49316,
03/31/2016,50365,6392,4473,1919.0,6584,6584.0,0.0,1654.0,4743,1195.0,871.0,2768.0,-91.0,159,143.0,,318.0,159.0,19532,6027,,,592,592.0,24214,21414.0,16708.0,4706.0,,2339,30833,,11340,5511,,,5829.0,4257,3631.0,,,,626.0,62,,,0,15659,9700,9700.0,,,,6631,1252.0,506.0,626.0,4247,16331,31990,0.0,6497,958.0,5539.0,-12719.0,26874.0,-2455.0,18197,178.0,18375,50365,
06/30/2016,51181,5045,5045,0.0,6690,6690.0,0.0,1648.0,4678,1179.0,854.0,2736.0,-91.0,2319,281.0,,328.0,2319.0,20380,6086,,,561,561.0,24154,21245.0,16688.0,4557.0,,2300,30801,,11456,5598,,,5858.0,4406,3788.0,,,,618.0,49,,,0,15911,9607,9607.0,,,,6718,1259.0,489.0,767.0,4203,16325,32236,0.0,6639,958.0,5681.0,-13071.0,27702.0,-2499.0,18771,174.0,18945,51181,
09/30/2016,53556,8620,6431,2189.0,6691,6691.0,0.0,1642.0,4587,1160.0,799.0,2693.0,-65.0,294,166.0,,335.0,294.0,21834,5725,14608.0,-8883.0,639,639.0,25358,22693.0,17846.0,4847.0,,2164,31722,,11933,5418,,,6515.0,6250,5601.0,,,,649.0,30,,,0,18213,9608,9608.0,,,,6361,1278.0,477.0,701.0,3905,15969,34182,0.0,6665,958.0,5707.0,-13182.0,28190.0,-2482.0,19191,183.0,19374,53556,
12/31/2016,54146,9874,7843,2031.0,6823,6823.0,0.0,1626.0,4366,1104.0,775.0,2552.0,-65.0,369,221.0,,347.0,369.0,23058,5793,14507.0,-8714.0,587,587.0,24708,22341.0,17707.0,4634.0,380.0,1419,31088,,12736,5690,720.0,97.0,6229.0,3593,3366.0,0.0,0.0,,227.0,2,81.0,0.0,0,16331,12182,12182.0,0.0,0.0,,6083,1014.0,473.0,486.0,4029,18265,34596,0.0,6739,958.0,5781.0,-13366.0,28710.0,-2714.0,19369,181.0,19550,54146,
03/31/2017,54779,9595,7710,1885.0,6702,6702.0,0.0,1665.0,4652,1193.0,787.0,2710.0,-38.0,966,165.0,,337.0,966.0,23580,5816,,,533,533.0,24850,22419.0,17827.0,4592.0,,1929,31199,,12536,5805,,,6731.0,4686,3415.0,,,,1271.0,59,,,0,17281,11181,11181.0,,,,5839,1002.0,546.0,414.0,3877,17020,34301,0.0,6885,958.0,5927.0,-13526.0,29526.0,-2562.0,20323,155.0,20478,54779,
06/30/2017,55668,9821,7877,1944.0,6913,6913.0,0.0,1728.0,4651,1187.0,795.0,2707.0,-38.0,951,117.0,,357.0,951.0,24064,5718,,,570,570.0,25316,22604.0,18038.0,4566.0,,2238,31604,,12760,5971,,,6789.0,5181,3803.0,,,,1378.0,40,,,0,17981,11329,11329.0,,,,5805,998.0,537.0,329.0,3941,17134,35115,0.0,6991,958.0,6033.0,-14135.0,30406.0,-2837.0,20425,128.0,20553,55668,
09/30/2017,56768,10170,7389,2781.0,6892,6892.0,0.0,1898.0,4751,1186.0,853.0,2750.0,-38.0,933,87.0,,264.0,933.0,24644,5757,,,643,643.0,25724,22855.0,18268.0,4587.0,,2518,32124,,12822,6061,,,6761.0,5330,3932.0,,,,1398.0,73,,,0,18225,11453,11453.0,,,,5859,1004.0,530.0,300.0,4025,17312,35537,0.0,7073,958.0,6115.0,-14406.0,31247.0,-2840.0,21074,157.0,21231,56768,
12/31/2017,59470,10817,7059,3758.0,7215,7215.0,0.0,1853.0,4613,1193.0,790.0,2669.0,-39.0,1504,61.0,,251.0,1504.0,26002,5926,15187.0,-9261.0,667,667.0,26875,22773.0,18277.0,4496.0,2149.0,1641,33468,,13482,6584,411.0,94.0,6393.0,5309,3958.0,0.0,0.0,,1351.0,70,76.0,0.0,0,18861,12573,12573.0,0.0,0.0,,11366,2260.0,512.0,2664.0,5854,23939,42800,0.0,7170,958.0,6212.0,-15914.0,27481.0,-2235.0,16502,168.0,16670,59470,
03/31/2018,60948,10280,7897,2383.0,7308,7308.0,0.0,1667.0,4766,1216.0,827.0,2761.0,-38.0,1566,39.0,,402.0,1566.0,25587,6083,,,737,737.0,28541,22982.0,18520.0,4462.0,,5118,35361,,13020,6641,,,6379.0,5549,5406.0,,,,143.0,186,,,0,18755,12738,12738.0,,,,11676,1178.0,495.0,2782.0,7221,24414,43169,0.0,7208,958.0,6250.0,-16834.0,29395.0,-2174.0,17595,184.0,17779,60948,
06/30/2018,59860,9850,8082,1768.0,7156,7156.0,0.0,1645.0,4792,1238.0,801.0,2790.0,-37.0,1336,31.0,,355.0,1336.0,24779,5968,,,897,897.0,28216,22398.0,18137.0,4261.0,,5432,35081,,13320,6808,,,6512.0,4580,4447.0,,,,133.0,118,,,0,18018,12504,12504.0,,,,11560,1178.0,497.0,2751.0,7134,24064,42082,0.0,7275,958.0,6317.0,-17557.0,30104.0,-2222.0,17600,178.0,17778,59860,
09/30/2018,61927,11653,9803,1850.0,7128,7128.0,0.0,1685.0,5061,1334.0,860.0,2904.0,-37.0,1101,57.0,,376.0,1101.0,26628,5966,,,754,754.0,28579,22388.0,18186.0,4202.0,,5758,35299,,13689,7050,,,6639.0,4192,3977.0,,,,215.0,19,,,0,17900,14059,14059.0,,,,11545,2252.0,440.0,1905.0,6948,25604,43504,0.0,7356,958.0,6398.0,-18102.0,31110.0,-2125.0,18239,184.0,18423,61927,
12/31/2018,57773,10910,9287,1623.0,6162,6162.0,0.0,1543.0,4326,1109.0,811.0,2445.0,-39.0,1421,151.0,,382.0,1421.0,24362,5296,13410.0,-8114.0,742,742.0,27373,19685.0,15546.0,4139.0,2491.0,4664,33411,,6342,5607,400.0,94.0,241.0,6458,3586.0,0.0,0.0,,2872.0,6124,1264.0,0.0,3717,18924,9756,9756.0,0.0,0.0,,10728,2269.0,344.0,1713.0,5138,20484,39408,0.0,7410,958.0,6452.0,-19771.0,33978.0,-3437.0,18180,185.0,18365,57773,
03/31/2019,58560,10684,8625,2059.0,5803,5803.0,0.0,1696.0,4548,1170.0,847.0,2577.0,-46.0,1603,250.0,,362.0,1603.0,24334,5945,,,747,747.0,27534,19594.0,15555.0,4039.0,,7328,34226,,11847,5582,,,6265.0,7691,3463.0,228.0,51.0,177.0,4000.0,55,,,0,19593,9125,8436.0,689.0,162.0,527.0,10879,2246.0,333.0,1850.0,6450,20004,39597,0.0,7610,958.0,6652.0,-20392.0,34794.0,-3245.0,18767,196.0,18963,58560,
06/30/2019,57750,9943,8225,1718.0,5811,5811.0,0.0,1773.0,4600,1121.0,849.0,2675.0,-45.0,1641,262.0,,259.0,1641.0,23768,5906,,,747,747.0,27329,19506.0,15573.0,3933.0,,7302,33982,,12118,5602,,,6516.0,7753,3509.0,227.0,49.0,178.0,4017.0,23,,,0,19894,9111,8455.0,656.0,153.0,503.0,10678,2226.0,326.0,1722.0,6404,19789,39683,0.0,7738,958.0,6780.0,-22156.0,35741.0,-3453.0,17870,197.0,18067,57750,
09/30/2019,60104,12364,10908,1456.0,5954,5954.0,0.0,1796.0,4601,1083.0,829.0,2734.0,-45.0,1473,452.0,,241.0,1473.0,26188,5917,,,631,631.0,27368,19213.0,15426.0,3787.0,,7462,33916,,12219,5522,,,6697.0,7686,3372.0,226.0,50.0,176.0,4088.0,10,,,0,19915,11636,10951.0,685.0,150.0,535.0,10240,2195.0,329.0,1366.0,6350,21876,41791,0.0,7764,958.0,6806.0,-23135.0,36775.0,-3295.0,18109,204.0,18313,60104,
12/31/2019,58679,10416,9067,1349.0,6053,6053.0,0.0,1586.0,4421,1056.0,817.0,2593.0,-45.0,1827,342.0,,86.0,1827.0,24303,5998,14386.0,-8388.0,588,588.0,27790,19297.0,15563.0,3734.0,3265.0,4800,34376,,6313,5730,492.0,91.0,0.0,5063,3457.0,230.0,59.0,171.0,1376.0,6722,1310.0,0.0,4211,18098,11644,10954.0,690.0,156.0,534.0,10224,1996.0,326.0,1670.0,4922,21868,39966,0.0,7834,958.0,6876.0,-23836.0,37693.0,-3197.0,18494,219.0,18713,58679,
03/31/2020,57422,8791,7721,1070.0,5940,5940.0,0.0,1660.0,4584,1079.0,859.0,2681.0,-35.0,1638,997.0,,71.0,1638.0,22613,5913,,,613,613.0,28283,18862.0,15282.0,3580.0,,8353,34809,,12564,5676,,,6888.0,4739,3471.0,226.0,57.0,169.0,1042.0,74,,,0,17377,12117,11398.0,719.0,144.0,575.0,10056,1948.0,314.0,1670.0,6124,22173,39550,0.0,8005,958.0,7047.0,-25643.0,38635.0,-3353.0,17644,228.0,17872,57422,
06/30/2020,63604,15127,13778,1349.0,4996,4996.0,0.0,1721.0,4753,1113.0,836.0,2839.0,-35.0,1724,753.0,,106.0,1724.0,28321,6041,,,626,626.0,28616,19069.0,15518.0,3551.0,,8688,35283,,12625,5366,,,7259.0,4666,3470.0,229.0,61.0,168.0,967.0,50,,,0,17341,18183,17447.0,736.0,144.0,592.0,9707,1894.0,317.0,1461.0,6035,27890,45231,0.0,8062,958.0,7104.0,-25685.0,39080.0,-3310.0,18147,226.0,18373,63604,
