Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,2561.6,1863.2,1863.2,0.0,638.6,59.8,0.0,59.8,-1568.9,,1568.9,,-598.1,598.1,393.5,141.2,63.4,,394.6,-33.4,0.0,361.2,-131.4,74.9,56.5,229.8,0.0,0.0,0.0,229.8,0.0,229.8,0.0,0.0,229.8,213.16,-16.64,332.2702,0.69,0.69,0.641526,333.5247,0.69,0.69,0.641526,
06/30/2010,2510.6,1849.8,1849.8,0.0,600.3,60.5,0.0,60.5,-1579.6,,1579.6,,-588.8,588.8,394.8,135.9,58.1,,342.2,-34.1,0.0,308.1,-98.4,95.2,3.2,209.7,0.0,0.0,0.0,209.7,0.0,209.7,0.0,0.0,209.7,228.875,19.175,331.2368,0.63,0.63,0.690971,332.6322,0.63,0.63,0.69,
09/30/2010,2527.9,1850.2,1850.2,0.0,619.5,58.2,0.0,58.2,-1587.5,,1587.5,,-578.7,578.7,385.0,130.6,63.1,,361.7,-35.2,0.0,326.5,-105.7,80.6,25.1,220.8,0.0,0.0,0.0,220.8,0.0,220.8,0.0,0.0,220.8,220.75,-0.05,323.0835,0.68,0.68,0.68,324.467,0.68,0.68,0.68,
12/31/2010,2593.1,1868.2,1868.2,0.0,661.8,63.1,0.0,63.1,-1618.1,,1618.1,,-600.4,600.4,397.9,139.4,63.1,,374.6,-39.1,0.0,335.5,-109.7,50.3,59.4,225.8,0.0,0.0,0.0,225.8,0.0,225.8,0.0,0.0,225.8,243.0,17.2,316.968173,0.71,0.71,0.766638,318.46294,0.71,0.71,0.764009,
03/31/2011,2563.1,1869.5,1869.5,0.0,633.9,59.7,0.0,59.7,-1593.0,,1593.0,,-604.8,604.8,397.7,95.0,112.1,,365.3,-37.9,0.0,327.4,-103.8,65.3,38.5,223.6,0.0,0.0,0.0,223.6,0.0,223.6,0.0,0.0,223.6,213.72,-9.88,312.7423,0.72,0.72,0.683374,314.3323,0.71,0.71,0.678568,
06/30/2011,2564.5,1875.0,1875.0,0.0,633.5,56.0,0.0,56.0,-1599.4,,1599.4,,-595.5,595.5,395.4,94.6,105.5,,369.6,-35.1,0.0,334.5,-106.9,91.0,15.9,227.6,0.0,0.0,0.0,227.6,0.0,227.6,0.0,0.0,227.6,229.94,2.34,306.3162,0.74,0.74,0.750662,307.411,0.74,0.74,0.747612,
09/30/2011,2545.6,1881.2,1881.2,0.0,605.3,59.1,0.0,59.1,-1635.6,,1635.6,,-586.2,586.2,391.5,84.3,110.4,,323.8,-35.1,0.0,288.7,-86.7,54.4,32.3,202.0,0.0,0.0,0.0,202.0,0.0,202.0,0.0,0.0,202.0,186.1,-15.9,298.1858,0.68,0.68,0.624108,299.1729,0.68,0.68,0.624108,
12/31/2011,2604.8,1888.5,1888.5,0.0,642.0,74.3,0.0,74.3,-2381.5,,2381.5,,-805.4,805.4,408.9,287.8,108.7,,-582.1,-35.2,0.0,-617.3,248.3,19.8,-268.1,-369.0,0.0,0.0,0.0,-369.0,0.0,-369.0,0.0,0.0,-369.0,-396.51,-27.51,292.624885,-1.26,-1.26,-1.355011,292.624885,-1.26,-1.26,-1.355011,
03/31/2012,2611.3,1921.9,1921.9,0.0,631.9,57.5,0.0,57.5,-1662.9,,1662.9,,-602.9,602.9,388.6,99.4,114.9,,345.5,-35.5,0.0,310.0,-96.1,37.3,58.8,213.9,0.0,0.0,0.0,213.9,0.0,213.9,0.0,0.0,213.9,222.2,8.3,290.4295,0.74,0.74,0.765074,291.284,0.73,0.73,0.758495,
06/30/2012,2617.9,1927.6,1927.6,0.0,631.4,58.9,0.0,58.9,-1683.2,,1683.2,,-603.1,603.1,392.3,99.2,111.6,,331.6,-35.2,0.0,296.4,-80.0,3.6,76.4,216.4,0.0,0.0,0.0,216.4,0.0,216.4,0.0,0.0,216.4,215.0,-1.4,283.3166,0.76,0.76,0.758868,283.7406,0.76,0.76,0.755066,
09/30/2012,2628.0,1929.4,1929.4,0.0,640.5,58.1,0.0,58.1,-1686.9,,1686.9,,-584.1,584.1,380.4,87.0,116.7,,357.0,-36.6,0.0,320.4,-90.2,85.5,4.7,230.2,0.0,0.0,0.0,230.2,0.0,230.2,0.0,0.0,230.2,244.0,13.8,278.3544,0.83,0.83,0.87658,278.511,0.83,0.83,0.87658,
12/31/2012,2658.2,1937.2,1937.2,0.0,667.6,53.4,0.0,53.4,-1689.2,,1689.2,,-608.2,608.2,408.4,93.1,106.7,,360.8,-38.1,0.0,322.7,-88.8,80.2,8.6,233.9,0.0,0.0,0.0,233.9,0.0,233.9,0.0,0.0,233.9,250.3,16.4,273.444807,0.86,0.86,0.915358,273.613206,0.85,0.85,0.909939,
03/31/2013,2624.8,1930.9,1930.9,0.0,631.4,62.5,0.0,62.5,-1648.5,,1648.5,,-635.4,635.4,391.6,123.8,120.0,,340.9,-37.1,0.0,303.8,-91.2,81.8,9.4,212.6,0.0,0.0,0.0,212.6,0.0,212.6,0.0,0.0,212.6,219.3,6.7,269.3611,0.79,0.79,0.814149,270.3544,0.79,0.79,0.814149,
06/30/2013,2601.9,1905.8,1905.8,0.0,639.4,56.7,0.0,56.7,-1661.8,,1661.8,,-591.3,591.3,382.5,101.3,107.5,,348.8,-37.3,0.0,311.5,-92.9,112.2,-19.3,218.6,0.0,0.0,0.0,218.6,0.0,218.6,0.0,0.0,218.6,227.2,8.6,265.5604,0.82,0.82,0.855549,266.7363,0.82,0.82,0.852242,
09/30/2013,2540.9,1897.3,1897.3,0.0,589.4,54.2,0.0,54.2,-1641.6,,1641.6,,-577.8,577.8,374.4,98.6,104.8,,321.5,-37.4,0.0,284.1,-78.4,69.4,9.0,205.7,0.0,0.0,0.0,205.7,0.0,205.7,0.0,0.0,205.7,188.5,-17.2,262.9459,0.78,0.78,0.716878,264.26,0.78,0.78,0.714913,
12/31/2013,2586.2,1890.7,1890.7,0.0,638.7,56.8,0.0,56.8,-1643.8,,1643.8,,-599.0,599.0,393.4,95.2,110.4,,343.4,-37.6,0.0,305.8,-84.6,33.2,51.4,221.2,0.0,0.0,0.0,221.2,0.0,221.2,0.0,0.0,221.2,227.0,5.8,261.1476,0.85,0.85,0.86924,262.5579,0.84,0.84,0.86209,
03/31/2014,2614.4,1938.5,1938.5,0.0,622.1,53.8,0.0,53.8,-1631.3,,1631.3,,-615.4,615.4,389.8,118.6,107.0,,367.7,-37.9,0.0,329.8,-104.0,37.8,66.2,225.8,0.0,0.0,0.0,225.8,0.0,225.8,0.0,0.0,225.8,229.9,4.1,259.4085,0.87,0.87,0.886247,260.7099,0.86,0.86,0.875726,
06/30/2014,2656.8,1943.6,1943.6,0.0,658.3,54.9,0.0,54.9,-1653.4,,1653.4,,-600.9,600.9,390.1,106.4,104.4,,402.5,-52.7,0.0,349.8,-110.4,86.6,23.8,239.4,0.0,0.0,0.0,239.4,0.0,239.4,0.0,0.0,239.4,268.8,29.4,256.7902,0.93,0.93,1.046769,257.9097,0.93,0.93,1.043993,
09/30/2014,2614.3,1947.2,1947.2,0.0,612.5,54.6,0.0,54.6,-1653.6,,1653.6,,-605.3,605.3,393.2,107.9,104.2,,355.4,-38.4,0.0,317.0,-97.9,66.8,31.1,219.1,0.0,0.0,0.0,219.1,0.0,219.1,0.0,0.0,219.1,220.0,0.9,253.5861,0.86,0.86,0.867555,254.7955,0.86,0.86,0.863532,
12/31/2014,2639.0,1967.9,1967.9,0.0,615.4,55.7,0.0,55.7,-2372.5,,2372.5,,-682.6,682.6,479.0,107.9,95.7,,-416.1,-38.5,0.0,-454.6,172.4,-55.7,-116.7,-282.2,0.0,0.0,0.0,-282.2,0.0,-282.2,0.0,0.0,-282.2,-202.368,79.832,252.4,-1.12,-1.12,-0.801775,252.4,-1.12,-1.12,-0.803708,
03/31/2015,2647.4,2006.3,2006.3,0.0,586.7,54.4,0.0,54.4,-1653.9,,1653.9,,-652.7,652.7,406.5,134.3,111.9,,340.8,-37.8,0.0,303.0,-90.1,40.6,49.5,212.9,0.0,0.0,0.0,212.9,0.0,212.9,0.0,0.0,212.9,202.9,-10.0,251.5,0.85,0.85,0.806759,252.2,0.84,0.84,0.800349,
06/30/2015,2703.7,2017.5,2017.5,0.0,631.5,54.7,0.0,54.7,-1702.8,,1702.8,,-643.1,643.1,415.1,124.1,103.9,,357.8,-38.0,0.0,319.8,-95.5,105.9,-10.4,224.3,0.0,0.0,0.0,224.3,0.0,224.3,0.0,0.0,224.3,228.0,3.7,248.3,0.9,0.9,0.918244,249.2,0.9,0.9,0.914848,
09/30/2015,2657.8,2020.8,2020.8,0.0,585.5,51.5,0.0,51.5,-1690.9,,1690.9,,-629.9,629.9,406.0,117.0,106.9,,337.0,-38.1,0.0,298.9,-95.1,95.1,,203.8,0.0,0.0,0.0,203.8,0.0,203.8,0.0,0.0,203.8,223.0,19.2,245.4,0.83,0.83,0.90872,246.3244,0.83,0.83,0.907946,
12/31/2015,2722.4,2037.8,2037.8,0.0,633.7,50.9,0.0,50.9,-1735.2,,1735.2,,-631.7,631.7,420.9,106.9,103.9,,355.5,-38.9,0.0,316.6,-90.5,100.5,-10.0,226.1,0.0,0.0,0.0,226.1,0.0,226.1,0.0,0.0,226.1,238.35,12.25,242.8877,0.93,0.93,0.981318,243.7943,0.93,0.93,0.980247,
03/31/2016,2725.4,2087.5,2087.5,0.0,585.9,52.0,0.0,52.0,-1729.8,,1729.8,,-652.8,652.8,413.2,132.2,107.4,,342.8,-38.6,0.0,304.2,-93.6,51.0,42.6,210.6,0.0,0.0,0.0,210.6,0.0,210.6,0.0,0.0,210.6,199.6,-11.0,239.6194,0.88,0.88,0.832988,239.9304,0.88,0.88,0.832988,
06/30/2016,2761.3,2081.6,2081.6,0.0,628.6,51.1,0.0,51.1,-1733.5,,1733.5,,-645.2,645.2,410.7,126.2,108.3,,382.6,-42.4,0.0,340.2,-103.4,107.7,-4.3,236.8,0.0,0.0,0.0,236.8,0.0,236.8,0.0,0.0,236.8,243.2,6.4,236.9,1.0,1.0,1.026593,237.3,1.0,1.0,1.026593,
09/30/2016,2763.3,2089.4,2089.4,0.0,622.4,51.5,0.0,51.5,-1742.6,,1742.6,,-643.4,643.4,415.6,118.8,109.0,,377.3,-45.2,0.0,332.1,-96.1,84.0,12.1,236.0,0.0,0.0,0.0,236.0,0.0,236.0,0.0,0.0,236.0,245.9,9.9,233.8,1.01,1.01,1.051754,234.2,1.01,1.01,1.051754,
12/31/2016,2796.5,2099.2,2099.2,0.0,646.3,51.0,0.0,51.0,-1735.9,,1735.9,,-649.6,649.6,424.2,115.8,109.6,,411.0,-39.8,0.0,371.2,-123.2,143.0,-19.8,248.0,0.0,0.0,0.0,248.0,0.0,248.0,0.0,0.0,248.0,229.7,-18.3,231.5186,1.07,1.07,0.992145,232.4541,1.07,1.07,0.991275,
03/31/2017,2806.5,2142.9,2142.9,0.0,613.4,50.2,0.0,50.2,-1749.0,,1749.0,,-478.4,478.4,228.8,141.5,108.1,-209.0,370.1,-39.8,0.0,330.3,-100.4,56.6,43.8,229.9,0.0,0.0,0.0,229.9,0.0,229.9,0.0,0.0,229.9,236.1,6.2,229.4296,1.0,1.0,1.029074,230.3788,1.0,1.0,1.026912,
06/30/2017,2822.0,2142.2,2142.2,0.0,628.6,51.2,0.0,51.2,-1752.0,,1752.0,,-668.5,668.5,422.1,138.3,108.1,,401.5,-39.9,0.0,361.6,-116.5,105.8,10.7,245.1,0.0,0.0,0.0,245.1,0.0,245.1,0.0,0.0,245.1,240.4,-4.7,227.4544,1.08,1.08,1.056915,228.1787,1.07,1.07,1.049402,
09/30/2017,2819.1,2153.6,2153.6,0.0,618.8,46.7,0.0,46.7,-1765.6,,1765.6,,-646.6,646.6,415.3,123.7,107.6,,406.9,-40.1,0.0,366.8,-114.5,139.4,-24.9,252.3,0.0,0.0,0.0,252.3,0.0,252.3,0.0,0.0,252.3,246.1,-6.2,225.3,1.12,1.12,1.092321,226.0,1.12,1.12,1.092321,
12/31/2017,2839.2,2158.4,2158.4,0.0,631.2,49.6,0.0,49.6,-1789.1,,1789.1,,-664.7,664.7,432.1,123.6,109.0,,385.4,-40.1,0.0,345.3,-78.4,99.5,-21.1,266.9,0.0,0.0,0.0,266.9,0.0,266.9,0.0,0.0,266.9,228.2,-38.7,223.8725,1.19,1.19,1.01933,224.8286,1.19,1.19,1.017869,
03/31/2018,2899.6,2250.0,2250.0,0.0,600.1,49.5,0.0,49.5,-1807.9,,1807.9,,-488.7,488.7,224.2,151.5,113.0,-221.7,381.3,-40.2,0.0,341.1,-67.6,89.4,-21.8,273.5,0.0,0.0,0.0,273.5,0.0,273.5,0.0,0.0,273.5,275.1,1.6,221.894,1.23,1.23,1.239781,222.577,1.23,1.23,1.237189,
06/30/2018,2890.3,2221.0,2221.0,0.0,621.0,48.3,0.0,48.3,-1804.1,,1804.1,,-468.2,468.2,220.2,140.2,107.8,-220.8,397.2,-42.4,0.0,354.8,-69.3,80.6,-11.3,285.5,0.0,0.0,0.0,285.5,0.0,285.5,0.0,0.0,285.5,287.6,2.1,220.7767,1.29,1.29,1.302674,221.0627,1.29,1.29,1.2995,
09/30/2018,2927.8,2251.8,2251.8,0.0,625.9,50.1,0.0,50.1,-2578.9,,2578.9,,-684.0,684.0,437.1,136.9,110.0,,-335.1,-42.7,0.0,-377.8,93.1,2.7,-95.8,-284.7,0.0,0.0,0.0,-284.7,0.0,-284.7,0.0,0.0,-284.7,300.6,585.3,218.8928,-1.3,-1.3,1.373275,218.8928,-1.3,-1.3,1.373275,
12/31/2018,2880.8,2263.3,2263.3,0.0,567.2,50.3,0.0,50.3,-1829.5,,1829.5,,-699.6,699.6,453.1,136.9,109.6,0.0,351.7,-42.0,0.0,309.7,-60.6,54.7,5.9,249.1,0.0,0.0,0.0,249.1,0.0,249.1,0.0,0.0,249.1,281.7,32.6,217.0493,1.15,1.15,1.297862,217.4415,1.15,1.15,1.297862,
03/31/2019,2987.6,2338.7,2338.7,0.0,595.8,53.1,0.0,53.1,-1840.8,,1840.8,,-524.9,524.9,237.9,170.6,116.4,-226.5,395.4,-42.1,0.0,353.3,-72.4,54.3,18.1,280.9,0.0,0.0,0.0,280.9,0.0,280.9,0.0,0.0,280.9,280.3,-0.6,214.2971,1.31,1.31,1.307997,214.4297,1.31,1.31,1.307202,
06/30/2019,3016.7,2343.1,2343.1,0.0,617.6,56.0,0.0,56.0,-1902.6,,1902.6,,-495.6,495.6,229.9,151.6,114.1,-223.9,394.6,-42.6,0.0,352.0,-70.8,74.0,-3.2,281.2,0.0,0.0,0.0,281.2,0.0,281.2,0.0,0.0,281.2,286.9,5.7,211.0687,1.33,1.33,1.359273,211.1126,1.33,1.33,1.357,
09/30/2019,2960.0,2331.2,2331.2,0.0,573.2,55.6,0.0,55.6,-1871.5,,1871.5,,-717.8,717.8,454.2,146.3,117.3,-25.2,345.5,-46.1,0.0,299.4,-57.4,42.3,15.1,242.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,0.0,242.0,282.7,40.7,208.0978,1.16,1.16,1.358496,208.116,1.16,1.16,1.355564,
12/31/2019,3034.6,2352.6,2352.6,0.0,625.5,56.5,0.0,56.5,-1881.3,,1881.3,,-727.2,727.2,469.5,141.4,116.3,-2.1,424.0,-46.6,0.0,377.4,-81.2,104.2,-23.0,296.2,0.0,0.0,0.0,296.2,0.0,296.2,0.0,0.0,296.2,290.7,-5.5,205.5655,1.44,1.44,1.414148,205.6905,1.44,1.44,1.413261,
03/31/2020,2871.1,2371.4,2371.4,0.0,441.0,58.7,0.0,58.7,-1854.8,,1854.8,,-529.0,529.0,235.6,176.2,117.2,-239.5,247.8,-45.7,0.0,202.1,-41.1,57.6,-16.5,161.0,0.0,0.0,0.0,161.0,0.0,161.0,0.0,0.0,161.0,274.1,113.1,203.306,0.79,0.79,1.348214,203.3557,0.79,0.79,1.346168,
06/30/2020,3021.2,2368.7,2368.7,0.0,602.8,49.7,0.0,49.7,-1882.8,,1882.8,,-520.1,520.1,256.3,140.7,123.1,-233.2,385.1,-47.5,0.0,337.6,-72.1,70.6,1.5,265.5,0.0,0.0,0.0,265.5,0.0,265.5,0.0,0.0,265.5,250.1,-15.4,203.6243,1.3,1.3,1.228242,203.6711,1.3,1.3,1.224388,
09/30/2020,2995.833,,,,,,,,,,,,,,,,,,297.5,,,324.75,,,,254.0,,,,,,254.0,,,254.0,267.833,,,1.245,1.245,1.301,,1.245,1.245,1.301,
12/31/2020,2993.0,,,,,,,,,,,,,,,,,,301.5,,,330.75,,,,149.2,,,,,,149.2,,,149.2,267.5,,,1.264,1.264,1.298,,1.264,1.264,1.298,
