Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,28317.0,28317.0,,-22762.0,22762.0,5555.0,0.0,-3598.0,,,3598.0,1957.0,-147.0,147.0,148.0,-1.0,,0.0,1810.0,-711.0,,1099.0,36.0,36.0,0.0,1063.0,1.0,1064.0,0.0,0.0,1064.0,1100.0,0.0,1302.0,0.82,0.84,0.84,1310.0,0.81,0.84,0.84,
03/31/2012,30798.0,30798.0,,-25685.0,25685.0,5113.0,0.0,-3709.0,,,3709.0,1404.0,-132.0,132.0,133.0,-1.0,,0.0,1272.0,-496.0,,776.0,1.0,1.0,0.0,775.0,1.0,776.0,0.0,0.0,776.0,777.0,0.0,1299.0,0.6,0.6,0.6,1309.0,0.59,0.59,0.59,
06/30/2012,30714.0,30714.0,,-25265.0,25265.0,5449.0,0.0,-3741.0,,,3741.0,1708.0,-132.0,132.0,132.0,0.0,,0.0,1576.0,-610.0,,966.0,1.0,1.0,0.0,965.0,1.0,966.0,0.0,0.0,966.0,967.0,0.0,1278.0,0.76,0.76,0.76,1287.0,0.75,0.75,0.75,
09/30/2012,30227.0,30227.0,,-24580.0,24580.0,5647.0,0.0,-3833.0,,,3833.0,1814.0,-134.0,134.0,135.0,-1.0,,0.0,1680.0,-669.0,,1011.0,5.0,5.0,0.0,1006.0,0.0,1006.0,0.0,0.0,1006.0,1011.0,0.0,1265.0,0.8,0.8,0.8,1274.0,0.79,0.79,0.79,
12/31/2012,31397.0,31397.0,,-25103.0,25103.0,6294.0,0.0,-3995.0,,,3995.0,2299.0,-507.0,159.0,161.0,-2.0,,348.0,1792.0,-667.0,,1125.0,0.0,0.0,0.0,1125.0,0.0,1125.0,0.0,0.0,1125.0,1337.33,212.33,1241.0,0.91,0.91,1.077623,1249.0,0.9,0.9,1.07,
03/31/2013,30751.0,30751.0,,-25174.0,25174.0,5577.0,0.0,-3883.0,,,3883.0,1694.0,-126.0,126.0,127.0,-1.0,,0.0,1568.0,-614.0,,954.0,0.0,0.0,0.0,954.0,0.0,954.0,0.0,0.0,954.0,954.0,0.0,1232.0,0.77,0.77,0.77,1241.0,0.77,0.77,0.77,
06/30/2013,31248.0,31248.0,,-25407.0,25407.0,5841.0,0.0,-3869.0,,,3869.0,1972.0,-126.0,126.0,127.0,-1.0,,0.0,1846.0,-721.0,,1125.0,1.0,1.0,0.0,1124.0,0.0,1124.0,0.0,0.0,1124.0,1125.0,0.0,1227.0,0.92,0.92,0.92,1236.0,0.91,0.91,0.91,
09/30/2013,31932.0,31932.0,,-25905.0,25905.0,6027.0,0.0,-3873.0,,,3873.0,2154.0,-122.0,122.0,125.0,-3.0,,0.0,2032.0,-777.0,,1255.0,6.0,6.0,0.0,1249.0,0.0,1249.0,0.0,0.0,1249.0,1205.96,-49.04,1218.0,1.03,1.03,0.990115,1226.0,1.02,1.02,0.98,
12/31/2013,32830.0,32830.0,,-26492.0,26492.0,6338.0,0.0,-4121.0,,,4121.0,2217.0,-135.0,135.0,138.0,-3.0,,0.0,2082.0,-816.0,,1266.0,1.0,1.0,0.0,1265.0,0.0,1265.0,0.0,0.0,1265.0,1266.0,0.0,1192.0,1.06,1.06,1.06,1201.0,1.05,1.05,1.05,
03/31/2014,32689.0,32689.0,,-26747.0,26747.0,5942.0,0.0,-3918.0,,,3918.0,2024.0,-158.0,158.0,161.0,-3.0,,0.0,1866.0,-737.0,,1129.0,0.0,0.0,0.0,1129.0,,1129.0,0.0,0.0,1129.0,1138.1,9.1,1180.0,0.96,0.96,0.964492,1190.0,0.95,0.95,0.957647,
06/30/2014,34602.0,34602.0,,-28278.0,28278.0,6324.0,0.0,-4116.0,,,4116.0,2208.0,-158.0,158.0,161.0,-3.0,,0.0,2050.0,-804.0,,1246.0,0.0,0.0,0.0,1246.0,,1246.0,0.0,0.0,1246.0,1246.0,0.0,1165.0,1.07,1.07,1.07,1174.0,1.06,1.06,1.06,
09/30/2014,35021.0,35021.0,,-28553.0,28553.0,6468.0,0.0,-4222.0,,,4222.0,2246.0,-674.0,153.0,158.0,-5.0,,521.0,1572.0,-624.0,,948.0,0.0,0.0,0.0,948.0,,948.0,0.0,0.0,948.0,1262.28,314.28,1157.0,0.82,0.82,1.090994,1164.0,0.81,0.81,1.08,
12/31/2014,37055.0,37055.0,,-30422.0,30422.0,6633.0,0.0,-4312.0,,,4312.0,2321.0,-131.0,131.0,135.0,-4.0,,0.0,2190.0,-868.0,,1322.0,1.0,1.0,0.0,1321.0,0.0,1321.0,0.0,0.0,1321.0,1322.0,0.0,1143.0,1.15,1.15,1.15,1152.0,1.14,1.14,1.14,
03/31/2015,36332.0,36332.0,,-30168.0,30168.0,6164.0,0.0,-4032.0,,,4032.0,2132.0,-134.0,134.0,137.0,-3.0,,0.0,1998.0,-777.0,,1221.0,0.0,0.0,0.0,1221.0,0.0,1221.0,0.0,0.0,1221.0,1221.0,0.0,1128.0,1.08,1.08,1.08,1136.0,1.07,1.07,1.07,
06/30/2015,37169.0,37169.0,,-30767.0,30767.0,6402.0,0.0,-4140.0,,,4140.0,2262.0,-166.0,166.0,171.0,-5.0,,0.0,2096.0,-824.0,,1272.0,0.0,0.0,0.0,1272.0,,1272.0,0.0,0.0,1272.0,1305.96,33.96,1124.0,1.13,1.13,1.161886,1132.0,1.12,1.12,1.15,
09/30/2015,38644.0,38644.0,,-31983.0,31983.0,6661.0,0.0,-4330.0,,,4330.0,2331.0,-261.0,261.0,268.0,-7.0,,0.0,2070.0,-833.0,,1237.0,-10.0,-10.0,0.0,1247.0,-1.0,1246.0,0.0,0.0,1246.0,1328.95,92.95,1114.0,1.11,1.1,1.192953,1121.0,1.11,1.1,1.182917,
12/31/2015,41145.0,41145.0,,-33844.0,33844.0,7301.0,0.0,-4572.0,,,4572.0,2729.0,-276.0,276.0,282.0,-6.0,,0.0,2453.0,-953.0,,1500.0,1.0,1.0,0.0,1499.0,-1.0,1498.0,0.0,0.0,1498.0,1604.3,105.3,1107.0,1.35,1.35,1.449232,1114.0,1.34,1.34,1.434524,
03/31/2016,43215.0,43215.0,,-36471.0,36471.0,6744.0,0.0,-4559.0,,,4559.0,2185.0,-292.0,283.0,288.0,-5.0,,9.0,1893.0,-746.0,,1147.0,0.0,0.0,0.0,1147.0,-1.0,1146.0,0.0,0.0,1146.0,1187.6,41.6,1092.0,1.04,1.04,1.087546,1099.0,1.04,1.04,1.077853,
06/30/2016,43725.0,43725.0,,-36710.0,36710.0,7015.0,0.0,-4665.0,,,4665.0,2350.0,-822.0,280.0,284.0,-4.0,,542.0,1528.0,-604.0,,924.0,0.0,0.0,0.0,924.0,0.0,924.0,0.0,0.0,924.0,1328.95,404.95,1070.0,0.86,0.86,1.242009,1075.0,0.86,0.86,1.236698,
09/30/2016,44615.0,44615.0,,-37123.0,37123.0,7492.0,0.0,-4668.0,,,4668.0,2824.0,-361.0,253.0,258.0,-5.0,,108.0,2463.0,-921.0,921.0,1542.0,1.0,1.0,0.0,1541.0,-1.0,1540.0,0.0,0.0,1540.0,1642.063361,101.063361,1068.0,1.44,1.44,1.537513,1073.0,1.43,1.43,1.524188,
12/31/2016,45971.0,45971.0,,-38365.0,38365.0,7606.0,0.0,-4606.0,,0.0,4606.0,3000.0,-247.0,242.0,248.0,-6.0,,5.0,2753.0,-1046.0,,1707.0,0.0,0.0,0.0,1707.0,0.0,1707.0,0.0,0.0,1707.0,1726.5,19.5,1064.0,1.6,1.6,1.62265,1069.0,1.59,1.59,1.608241,
03/31/2017,44514.0,44514.0,,-37943.0,37943.0,6571.0,0.0,-4778.0,,,4778.0,1793.0,-259.0,252.0,258.0,-6.0,,7.0,1534.0,-572.0,,962.0,9.0,9.0,0.0,953.0,-1.0,952.0,0.0,0.0,952.0,1100.1,139.1,1030.0,0.93,0.93,1.068058,1035.0,0.92,0.92,1.054396,
06/30/2017,45685.0,45685.0,,-38759.0,38759.0,6926.0,0.0,-4809.0,,,4809.0,2117.0,-254.0,247.0,251.0,-4.0,,7.0,1863.0,-766.0,,1097.0,-1.0,-1.0,0.0,1098.0,0.0,1098.0,0.0,0.0,1098.0,1238.5,141.5,1019.0,1.07,1.07,1.215407,1024.0,1.07,1.07,1.208184,
09/30/2017,46181.0,46181.0,,-39064.0,39064.0,7117.0,0.0,-4618.0,,,4618.0,2499.0,-437.0,245.0,250.0,-5.0,,192.0,2062.0,-777.0,777.0,1285.0,0.0,0.0,0.0,1285.0,0.0,1285.0,0.0,0.0,1285.0,1401.38191,116.38191,1016.0,1.26,1.26,1.379313,1020.0,1.26,1.26,1.3741,
12/31/2017,48391.0,47559.0,832.0,-40492.0,40492.0,7899.0,0.0,-4785.0,,,4785.0,3114.0,-305.0,303.0,303.0,0.0,,2.0,2809.0,478.0,,3287.0,0.0,0.0,0.0,3287.0,0.0,3287.0,0.0,0.0,3287.0,1863.55,-1423.45,1014.0,3.23,3.23,1.837821,1018.0,3.22,3.22,1.821719,
03/31/2018,45743.0,44387.0,1356.0,-38834.0,38834.0,6909.0,0.0,-4913.0,,,4913.0,1996.0,-526.0,523.0,523.0,0.0,,3.0,1470.0,-472.0,,998.0,0.0,0.0,0.0,998.0,0.0,998.0,0.0,0.0,998.0,1030.713712,32.713712,1016.0,0.98,0.98,1.014482,1019.0,0.98,0.98,1.012104,
06/30/2018,46922.0,45957.0,965.0,-39507.0,39507.0,7415.0,0.0,-8788.0,,,8788.0,-1373.0,-692.0,689.0,689.0,0.0,,3.0,-2065.0,-497.0,,-2562.0,1.0,1.0,0.0,-2563.0,0.0,-2563.0,0.0,0.0,-2563.0,1387.912424,3949.912424,1018.0,-2.52,-2.52,1.363372,1018.0,-2.52,-2.52,1.360071,
09/30/2018,47490.0,46642.0,848.0,-39941.0,39941.0,7549.0,0.0,-4975.0,,,4975.0,2574.0,-675.0,674.0,674.0,0.0,,1.0,1899.0,-509.0,,1390.0,0.0,0.0,0.0,1390.0,0.0,1390.0,0.0,0.0,1390.0,1441.953125,51.953125,1020.0,1.36,1.36,1.41368,1022.0,1.36,1.36,1.410835,
12/31/2018,54424.0,48749.0,5675.0,-44759.0,44759.0,9665.0,0.0,-8841.0,,,8841.0,824.0,-722.0,733.0,733.0,0.0,,-11.0,102.0,-524.0,,-422.0,-1.0,-1.0,0.0,-421.0,2.0,-419.0,0.0,0.0,-419.0,2110.57,2530.57,1121.0,-0.37,-0.37,1.882756,1121.0,-0.37,-0.37,1.882756,
03/31/2019,61646.0,45115.0,16531.0,-50706.0,50706.0,10940.0,0.0,-8250.0,,,8250.0,2690.0,-751.0,782.0,782.0,0.0,,-31.0,1939.0,-512.0,,1427.0,0.0,0.0,0.0,1427.0,-6.0,1421.0,0.0,0.0,1421.0,1635.668137,214.668235,1298.0,1.09,1.09,1.260145,1302.0,1.09,1.09,1.254876,
06/30/2019,63431.0,47347.0,16084.0,-52057.0,52057.0,11374.0,0.0,-8042.0,,,8042.0,3332.0,-741.0,772.0,772.0,0.0,,-31.0,2591.0,-660.0,,1931.0,0.0,0.0,0.0,1931.0,5.0,1936.0,0.0,0.0,1936.0,2015.879656,79.879656,1301.0,1.49,1.49,1.549485,1302.0,1.49,1.49,1.549485,
09/30/2019,64810.0,49008.0,15802.0,-53287.0,53287.0,11523.0,0.0,-8595.0,,,8595.0,2928.0,-795.0,747.0,747.0,0.0,,48.0,2133.0,-604.0,,1529.0,0.0,0.0,0.0,1529.0,1.0,1530.0,0.0,0.0,1530.0,1922.531449,392.531449,1302.0,1.17,1.17,1.476599,1305.0,1.17,1.17,1.47079,
12/31/2019,66889.0,51173.0,15716.0,-55198.0,55198.0,11691.0,0.0,-8654.0,,,8654.0,3037.0,-703.0,734.0,734.0,0.0,,-31.0,2334.0,-590.0,,1744.0,0.0,0.0,0.0,1744.0,3.0,1747.0,0.0,0.0,1747.0,1829.81893,82.81893,1303.0,1.34,1.34,1.404312,1310.0,1.33,1.33,1.393221,
03/31/2020,66755.0,48953.0,17802.0,-54734.0,54734.0,12021.0,0.0,-8563.0,,,8563.0,3458.0,-679.0,733.0,733.0,0.0,,-54.0,2779.0,-767.0,,2012.0,0.0,0.0,0.0,2012.0,-5.0,2007.0,0.0,0.0,2007.0,2059.145038,52.145025,1306.0,1.54,1.54,1.576681,1312.0,1.53,1.53,1.569745,
06/30/2020,65341.0,48230.0,17111.0,-51993.0,51993.0,13348.0,0.0,-8668.0,,,8668.0,4680.0,-720.0,765.0,765.0,0.0,,-45.0,3960.0,-974.0,,2986.0,0.0,0.0,0.0,2986.0,-11.0,2975.0,0.0,0.0,2975.0,3028.256173,53.256173,1309.0,2.27,2.27,2.313412,1314.0,2.26,2.26,2.30053,
09/30/2020,66648.111,,,,,12553.17170685,,,,,,3113.909,,,,,,,2459.0,,,1334.077,,,,,,1334.077,,,1334.077,1862.357,,,1.031,1.031,1.333,,1.031,1.031,1.333,
12/31/2020,68766.444,,,,,12879.26729676,,,,,,3190.545,,,,,,,2527.0,,,1362.0,,,,,,1362.0,,,1362.0,1933.214,,,1.054,1.054,1.376,,1.054,1.054,1.376,
