Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2005,4577.8,34.9,34.9,0,458.4,458.4,,650.0,16.6,17.7,615.7,0.0,141.0,,,,,1284.3,312.1,784.3,-472.2,0.0,2981.4,2924.8,2097.3,827.5,,,56.6,3293.5,,256.5,256.5,,,357.3,354.4,2.9,2.9,,222.7,,,222.7,836.5,789.8,752.6,37.2,37.2,285.1,,,,285.1,1074.9,1911.4,0,1270.9,,,-1024.2,2426.2,-6.5,2666.4,0.0,2666.4,4577.8,
04/01/2006,4355.3,140.2,140.2,0,555.7,555.7,,590.0,16.0,15.6,558.4,0.0,128.8,,,,,1414.7,323.2,805.4,-482.2,0.0,2617.4,2566.7,1740.6,826.1,,,50.7,2940.6,,232.3,232.3,,,228.9,,,,,243.3,,,243.3,704.5,791.5,752.7,38.8,38.8,294.8,,,,294.8,1086.3,1790.8,0,1281.4,,,-1149.3,2438.4,-6.0,2564.5,0.0,2564.5,4355.3,
07/01/2006,4166.0,88.400002,88.400002,0,410.100006,410.100006,,585.700012,12.3,25.200001,548.200012,0.0,128.800003,,,,,1213.0,337.600006,831.900024,-494.299988,0.0,2615.399902,2565.199951,1740.5,824.699951,,,50.199951,2952.999908,,266.700012,266.700012,,,3.9,,,,,198.699975,,,198.699975,469.299988,790.599976,752.699974,37.900002,37.900002,305.700012,,,,305.700012,1096.299988,1565.599976,0,1292.199951,,,-1149.300049,2461.5,-4.0,2600.399902,0.0,2600.399902,4165.999878,
09/30/2006,4398.299805,34.299999,34.299999,0,572.299988,572.299988,,676.200012,12.1,18.1,646.0,0.0,133.800003,,,,,1416.599976,366.799988,853.200012,-486.399994,0.0,2614.899902,2563.699951,1740.5,823.199951,,,51.199951,2981.69989,,285.700012,285.700012,,,195.199997,,,,,236.899979,,,236.899979,717.799988,789.700012,752.800011,36.900002,36.900002,317.200012,,,,317.200012,1106.900024,1824.700012,0,1303.099976,,,-1236.099976,2511.0,-4.400024,2573.599976,0.0,2573.599976,4398.299988,
12/31/2006,3801.1,64.3,64.3,0,357.8,357.8,,530.8,10.4,10.1,510.3,0.0,756.1,,,,,1709.0,279.5,706.7,-427.2,0.0,1812.6,1760.2,1051.9,708.3,,,52.4,2092.1,,277.9,277.9,,,104.1,100.0,4.1,4.1,,342.8,,,342.8,724.8,785.1,749.3,35.8,35.8,79.6,,,,79.6,864.7,1589.5,0,1321.5,,,-1330.4,2226.4,-5.9,2211.6,0.0,2211.6,3801.1,
04/07/2007,3940.199951,40.0,40.0,0,527.0,527.0,,536.799988,8.5,10.0,518.299988,0.0,751.200012,,,,,1855.0,272.700012,693.799988,-421.100006,0.0,1812.5,1759.699951,1051.900024,707.799927,,,52.800049,2085.200012,,184.800003,184.800003,,,306.399994,,,,,324.800003,,,324.800003,816.0,778.200012,749.300013,28.9,28.9,88.5,,,,88.5,866.700012,1682.700012,0,1334.599976,,,-1330.400024,2259.0,-5.699951,2257.5,0.0,2257.5,3940.200012,
07/07/2007,3767.699951,53.599998,53.599998,0,374.5,374.5,,535.700012,4.4,4.8,526.5,0.0,774.700012,,,,,1738.5,283.299988,702.200012,-418.899994,0.0,1745.900024,1678.5,1051.900024,626.599976,,,67.400024,2029.200012,,219.100006,219.100006,,,188.0,184.1,3.9,3.9,,298.999969,,,298.999969,706.099976,779.0,749.299999,29.700001,29.700001,73.0,,,,73.0,852.0,1558.099976,0,1345.800049,,,-1330.400024,2196.800049,-2.600037,2209.600037,0.0,2209.600037,3767.700012,
10/06/2007,3358.899902,109.0,109.0,0,505.899994,505.899994,,590.299988,0.9,5.5,583.900024,0.0,105.0,,,,,1310.199951,297.5,730.799988,-433.299988,0.0,1751.199951,1678.0,1051.900024,626.099976,,,73.199951,2048.699951,,190.899994,190.899994,,,4.5,0.0,4.5,4.5,,211.200012,,,211.200012,406.600006,779.0,749.4,29.6,29.6,79.699997,,,,79.699997,858.699997,1265.300003,0,1259.400024,,,-1747.0,2582.600098,-1.400085,2093.600037,0.0,2093.600037,3358.90004,
12/31/2007,3236.6,302.8,302.8,0,337.0,337.0,,523.9,0.3,1.5,522.1,0.0,130.4,,,,,1294.1,312.1,751.8,-439.7,0.0,1630.4,1591.9,973.9,618.0,,,38.5,1942.5,,223.6,223.6,,,4.8,0.0,4.8,4.8,,167.2,,,167.2,395.6,777.7,749.4,28.3,28.3,66.5,,,,66.5,844.2,1239.8,0,1341.2,,,-1827.3,2480.8,2.1,1996.8,0.0,1996.8,3236.6,
04/05/2008,3188.4,199.6,199.6,0,491.7,491.7,,464.6,0.2,0.5,463.9,0.0,88.4,,,,,1244.3,314.6,779.6,-465.0,0.0,1629.5,1591.3,973.9,617.4,,,38.2,1944.1,,178.3,178.3,,,4.6,,,,,153.8,,,153.8,336.7,776.8,749.4,27.4,27.4,66.3,,,,66.3,843.1,1179.8,0,1346.8,,,-1827.3,2488.3,0.8,2008.6,0.0,2008.6,3188.4,
07/05/2008,3226.0,322.200012,322.200012,0,382.600006,382.600006,,466.700012,0.4,0.0,466.299988,0.0,99.599998,,,,,1271.099976,305.399994,759.599976,-454.200012,0.0,1649.5,1591.5,974.599976,616.900024,,,58.0,1954.899994,,215.300003,215.300003,,,4.2,,,,,138.499997,,,138.499997,358.0,775.900024,749.400024,26.5,26.5,82.199997,,,,82.199997,858.100021,1216.100021,0,1349.0,,,-1826.300049,2486.899902,0.300171,2009.900024,0.0,2009.900024,3226.000046,
10/04/2008,3267.699951,200.300003,200.300003,0,474.600006,474.600006,,547.900024,0.6,0.0,547.299988,0.0,91.0,,,,,1313.800049,306.700012,774.599976,-467.899994,0.0,1647.199951,1590.599976,973.900024,616.699951,,,56.599976,1953.899963,,222.899994,222.899994,,,3.5,0.0,3.5,3.5,,147.600006,,,147.600006,374.0,779.400024,749.400024,30.0,30.0,88.5,,,,88.5,867.900024,1241.900024,0,1350.900024,,,-1826.300049,2502.5,-1.299927,2025.800049,0.0,2025.800049,3267.700073,
12/31/2008,2427.5,338.3,338.3,0,370.2,370.2,,509.5,0.3,0.0,509.2,0.0,87.5,,,,,1305.5,301.0,785.3,-484.3,0.0,821.0,751.5,160.7,590.8,,,69.5,1122.0,,231.4,231.4,,,253.1,250.0,3.1,3.1,,127.4,,,127.4,611.9,528.9,499.5,29.4,29.4,104.5,,,,104.5,633.4,1245.3,0,1352.2,,,-1826.3,1668.0,-11.7,1182.2,0.0,1182.2,2427.5,
04/04/2009,2329.2,194.3,194.3,0,479.4,479.4,0.0,473.9,,,,,88.7,11.7,,15.5,47.4,1236.3,270.1,740.2,-470.1,0.0,822.8,751.0,160.7,590.3,,19.4,36.9,1092.9,,259.1,149.6,0.0,109.5,261.9,9.0,2.9,2.9,250.0,0.0,,,0.0,521.0,528.3,499.5,28.8,28.8,98.9,,,0.0,98.9,627.2,1148.2,0,1355.5,1.6,1353.9,-1826.3,1664.1,-12.3,1181.0,0.0,1181.0,2329.2,
07/04/2009,2107.9,112.5,112.5,0,366.6,366.6,0.0,428.4,,,,,64.2,9.1,,13.1,32.2,971.7,258.1,767.0,-508.9,0.0,878.1,750.4,160.7,589.7,,44.3,70.3,1136.2,,267.4,158.7,0.0,108.7,31.1,20.9,2.7,2.7,7.5,0.3,,,0.0,298.8,527.6,499.5,28.1,28.1,87.0,,,0.0,87.0,614.6,913.4,0,1357.7,1.6,1356.1,-1826.3,1672.9,-9.8,1194.5,0.0,1194.5,2107.9,
10/03/2009,2167.0,156.9,156.9,0,413.7,413.7,0.0,417.0,,,,,68.5,9.1,,0.0,37.3,1056.1,246.8,770.3,-523.5,0.0,864.1,749.8,160.7,589.1,0.0,43.1,71.2,1110.9,,315.1,194.7,0.0,120.4,10.2,0.0,2.7,2.7,7.5,0.0,,,0.0,325.3,527.0,499.5,27.5,27.5,91.5,,,2.4,89.1,618.5,943.8,0,1358.1,1.6,1356.5,-1826.3,1699.1,-7.9,1223.0,0.2,1223.2,2167.0,
12/31/2009,2025.0,333.4,333.4,0,303.1,303.1,0.0,375.0,,,,,53.7,0.0,0.0,3.9,25.6,1065.2,239.0,778.4,-539.4,0.0,720.8,599.9,40.1,559.8,4.7,42.1,70.2,959.8,,321.3,185.3,11.8,124.2,2.6,0.0,2.6,2.6,0.0,0.2,0.0,0.0,0.0,324.1,526.4,499.5,26.9,26.9,82.0,0.0,15.5,0.0,66.5,608.4,932.5,0,1361.9,1.6,1360.3,-1826.3,1564.4,-7.6,1092.4,0.1,1092.5,2025.0,
04/03/2010,2055.3,222.2,222.2,0,441.4,441.4,0.0,353.6,,,,,65.7,0.2,0.0,,35.1,1082.9,231.7,776.5,-544.8,0.0,740.7,631.3,46.7,584.6,,39.7,69.7,972.4,,276.3,160.4,11.3,104.6,2.3,0.0,,,2.3,0.2,,0.0,0.0,278.8,526.0,499.5,26.5,26.5,114.8,,,9.3,105.5,640.8,919.6,0,1369.4,1.6,1367.8,-1826.3,1599.3,-6.9,1135.5,0.2,1135.7,2055.3,
10/02/2010,2435.6,34.0,34.0,0,523.1,523.1,0.0,513.6,,,,,70.2,0.7,,,36.3,1140.9,230.5,,,0.0,1064.2,928.5,161.8,766.7,,,135.7,1294.7,,397.7,237.9,13.2,146.6,18.3,16.3,,,2.0,9.3,,,9.3,425.3,534.9,534.9,,,283.5,,,3.0,280.5,818.4,1243.7,0,,,,0.0,,1191.9,1191.9,,1191.9,2435.6,
12/31/2010,2332.4,200.8,200.8,0,345.6,345.6,0.0,465.9,,,,,78.8,18.7,0.0,0.0,32.1,1091.1,226.4,779.5,-553.1,0.0,1014.9,888.5,161.8,726.7,,40.2,86.2,1241.3,,355.3,213.4,0.0,141.9,1.8,0.0,1.7,1.7,0.1,14.6,0.0,0.0,14.1,371.7,535.1,509.9,25.2,25.2,287.3,0.0,12.5,0.3,274.5,822.4,1194.1,0,542.8,0.9,541.9,0.0,603.8,-8.4,1138.2,0.1,1138.3,2332.4,
04/02/2011,2605.5,306.5,306.5,0,506.4,506.4,0.0,452.6,,,,,70.8,0.5,1.2,,39.0,1336.3,245.0,815.0,-570.0,0.0,1024.2,886.8,161.8,725.0,,42.6,93.6,1269.2,,300.8,177.1,0.2,123.5,1.9,0.0,,,1.9,22.7,,2.4,21.9,325.4,834.3,809.6,24.7,24.7,284.9,,,14.0,268.5,1119.2,1444.6,0,546.1,0.9,545.2,0.0,620.0,-5.4,1160.7,0.2,1160.9,2605.5,
07/02/2011,2759.0,146.4,146.4,0,378.3,378.3,0.0,523.2,,,,,82.0,11.5,5.7,,44.2,1129.9,270.2,849.8,-579.6,0.0,1358.9,1206.2,258.9,947.3,,43.6,103.4,1629.1,,372.5,230.2,0.4,141.9,1.9,0.0,,,1.9,23.6,,,23.0,398.0,849.7,825.4,24.3,24.3,369.4,,,74.9,294.5,1219.1,1617.1,0,540.3,0.9,539.4,0.0,611.3,-9.9,1141.7,0.2,1141.9,2759.0,
10/01/2011,2796.2,61.2,61.2,0,490.9,490.9,0.0,555.2,,,,,80.5,9.1,6.6,,39.1,1187.8,270.5,868.3,-597.8,0.0,1337.9,1191.4,256.2,935.2,,42.2,97.7,1608.4,,366.5,231.4,0.4,134.7,57.0,55.0,,,2.0,22.2,,,22.2,445.7,857.0,833.2,23.8,23.8,373.8,,,93.2,280.6,1230.8,1676.5,0,519.9,0.8,519.1,0.0,621.4,-21.8,1119.5,0.2,1119.7,2796.2,
12/31/2011,2715.3,238.8,238.8,0,339.6,339.6,0.0,491.1,,,,,86.0,11.9,5.7,,47.6,1155.5,271.4,876.8,-605.4,0.0,1288.4,1152.7,255.3,897.4,,35.6,94.4,1559.8,,383.9,236.2,1.4,146.3,2.0,0.0,1.9,1.9,0.1,194.1,0.0,0.0,194.1,580.0,854.7,831.4,23.3,23.3,191.2,0.0,21.8,73.4,96.0,1045.9,1625.9,0,522.6,0.8,521.8,0.0,596.2,-29.6,1089.2,0.2,1089.4,2715.3,
03/31/2012,2735.2,147.1,147.1,0,458.6,458.6,0.0,473.0,,,,,89.2,0.0,6.0,,54.6,1167.9,273.0,869.6,-596.6,,1294.3,1159.4,258.5,900.9,,36.2,92.7,1567.3,,381.4,244.7,11.5,125.2,2.1,0.0,,,2.1,228.4,,0.3,228.3,611.9,855.2,832.4,22.8,22.8,174.3,,,74.9,99.1,1029.5,1641.4,0,527.7,0.8,526.9,0.0,586.2,-20.3,1093.6,0.2,1093.8,2735.2,
06/30/2012,2708.9,277.1,277.1,0,327.2,327.2,0.0,467.5,,,,,88.2,1.4,,,58.9,1160.0,271.4,861.6,-590.2,0.0,1277.5,1148.1,256.3,891.8,,38.4,91.0,1548.9,,372.4,232.7,4.6,135.1,2.1,0.0,,,2.1,216.7,,,216.7,591.2,856.5,834.2,22.3,22.3,187.3,,,69.6,117.7,1043.8,1635.0,0,522.1,0.8,521.3,0.0,579.8,-28.3,1073.6,0.3,1073.9,2708.9,
09/29/2012,2899.5,234.1,234.1,0,486.2,486.2,0.0,523.7,,,,,77.1,2.2,0.0,,42.3,1321.1,276.2,849.0,-572.8,0.0,1302.2,1164.0,262.5,901.5,,38.4,99.8,1578.4,,421.6,252.2,17.5,151.9,2.1,0.0,,,2.1,230.3,,0.0,230.2,654.0,958.1,936.3,21.8,21.8,189.2,,,66.5,122.7,1147.3,1801.3,0,523.0,0.8,522.2,0.0,590.5,-16.9,1096.6,1.6,1098.2,2899.5,
12/31/2012,2595.5,149.6,149.6,0,381.0,381.0,0.0,486.7,,,,,79.4,5.5,0.0,,40.5,1096.7,278.1,843.4,-565.3,0.0,1220.7,1085.0,215.3,869.7,,38.9,96.8,1498.8,,419.7,257.5,1.4,160.8,2.2,0.0,2.1,2.1,0.1,30.3,0.0,0.0,30.3,452.2,955.7,934.4,21.3,21.3,181.3,0.0,20.2,56.7,104.4,1137.0,1589.2,0,521.6,0.8,520.8,0.0,501.1,-17.9,1004.8,1.5,1006.3,2595.5,
04/06/2013,2544.1,44.7,44.7,0,446.2,446.2,0.0,498.3,,,,,87.5,3.9,0.5,,47.0,1076.7,265.6,844.6,-579.0,0.0,1201.8,1067.3,212.5,854.8,,41.8,92.2,1467.4,,335.8,208.2,0.0,127.6,66.7,64.5,,,2.2,20.8,,,20.8,423.3,952.7,932.0,20.7,20.7,178.8,,,61.6,117.2,1131.5,1554.8,0,522.1,0.8,521.3,0.0,492.3,-26.8,987.6,1.7,989.3,2544.1,
07/06/2013,2484.2,81.0,81.0,0,312.3,312.3,0.0,540.6,,,,,95.1,14.1,,,48.1,1029.0,260.0,839.2,-579.2,0.0,1195.2,1059.3,211.6,847.7,,41.5,94.4,1455.2,,378.5,249.6,0.0,128.9,2.2,0.0,,,2.2,2.3,,,2.3,383.0,950.1,929.9,20.2,20.2,175.0,,,59.7,115.3,1125.1,1508.1,0,522.9,0.8,522.1,0.0,482.0,-30.4,974.5,1.6,976.1,2484.2,
10/05/2013,2634.6,27.8,27.8,0,461.1,461.1,0.0,568.8,,,,,95.0,2.7,2.7,,53.6,1152.7,260.4,850.2,-589.8,0.0,1221.5,1073.6,215.1,858.5,,54.9,90.3,1481.9,,404.7,253.0,4.2,147.5,80.2,78.0,,,2.2,2.4,,0.4,2.4,487.3,950.9,931.3,19.6,19.6,175.9,,,67.2,108.3,1126.8,1614.1,0,527.9,0.8,527.1,0.0,507.3,-16.4,1018.8,1.7,1020.5,2634.6,
12/31/2013,2511.9,116.4,116.4,0,347.0,347.0,0.0,543.8,,,,,94.5,11.9,1.1,,50.6,1101.7,249.0,844.5,-595.5,0.0,1161.2,1018.8,166.4,852.4,,56.2,85.1,1410.2,,407.4,253.3,0.0,154.1,256.6,0.0,2.2,2.2,254.4,2.6,0.0,1.6,2.6,666.6,692.5,673.4,19.1,19.1,169.3,0.0,5.0,70.4,92.3,861.8,1528.4,0,531.6,0.8,530.8,0.0,457.4,-6.1,982.9,0.6,983.5,2511.9,
