Date,Revenue,Sales & Services Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2012,3944.5,3944.5,,0.0,-3396.5,507.4,507.4,,,2889.1,548.0,-40.3,40.3,49.4,-9.1,,-26.8,26.9,507.7,-137.3,343.6,0.0,0.0,0.0,343.6,-36.5,307.1,0.0,-7.2,299.9,318.88,18.98,264.3,1.13,1.13,1.206508,266.0,1.13,1.13,1.201353,
03/31/2013,3398.9,3398.9,,0.0,-3027.2,486.2,486.2,,,2541.0,371.7,-40.9,40.9,49.0,-8.1,,3.2,0.0,330.8,-109.2,224.8,0.0,0.0,0.0,224.8,-19.7,205.1,0.0,-5.4,199.7,199.7,0.0,261.0,0.76,0.76,0.76,263.2,0.76,0.76,0.76,
06/30/2013,3637.0,3637.0,,0.0,-3114.0,506.9,506.9,,,2607.1,523.0,-40.7,40.7,49.2,-8.5,,2.9,0.0,482.3,-163.6,321.6,0.0,0.0,0.0,321.6,-32.1,289.5,0.0,-7.8,281.7,281.7,0.0,257.7,1.09,1.09,1.09,259.2,1.09,1.09,1.09,
09/30/2013,3490.5,3490.5,,0.0,-3111.1,525.9,525.9,,,2585.2,379.4,-42.8,42.8,50.5,-7.7,,4.3,4.3,336.6,-116.2,224.7,0.0,0.0,0.0,224.7,-28.7,196.0,0.0,-4.8,191.2,212.9,21.7,258.2,0.74,0.74,0.824555,259.9,0.74,0.74,0.823494,
12/31/2013,4058.1,4058.1,,0.0,-3506.9,480.8,480.8,,,3026.1,551.2,-39.8,39.8,48.4,-8.6,,5.4,-5.4,511.4,-176.3,340.5,0.0,0.0,0.0,340.5,-40.0,300.5,0.0,-7.0,293.5,313.755,20.255,258.5,1.14,1.14,1.213752,260.6,1.13,1.13,1.207724,
03/31/2014,3502.2,3502.2,,0.0,-3119.5,496.7,496.7,,,2622.8,382.7,-39.0,39.0,47.7,-8.7,,0.6,0.0,343.7,-116.3,228.0,0.0,0.0,0.0,228.0,-22.5,205.5,0.0,-4.1,201.4,208.2,6.8,259.1,0.78,0.78,0.803551,261.4,0.77,0.77,0.796014,
06/30/2014,3870.9,3870.9,,0.0,-3322.5,527.9,527.9,,,2794.6,548.4,-33.7,33.7,45.5,-11.8,,4.0,0.0,514.7,-160.3,358.4,0.0,0.0,0.0,358.4,-33.2,325.2,0.0,-6.3,318.9,320.07,1.17,256.2,1.24,1.24,1.249297,258.2,1.23,1.23,1.234531,
09/30/2014,3749.6,3749.6,,0.0,-3316.0,502.8,502.8,,,2813.2,433.6,-31.4,31.4,42.2,-10.8,,5.8,5.8,402.2,-134.4,273.6,0.0,0.0,0.0,273.6,-29.8,243.8,0.0,-4.3,239.5,239.5,0.0,251.4,0.95,0.95,0.95,252.4,0.95,0.95,0.95,
12/31/2014,4195.1,4195.1,,0.0,-3615.7,496.4,496.4,,,3119.3,579.4,-30.0,30.0,41.8,-11.8,,5.7,-5.7,549.4,-182.2,372.9,0.0,0.0,0.0,372.9,-43.4,329.5,0.0,-5.6,323.9,323.9,0.0,249.0,1.3,1.3,1.3,249.9,1.3,1.3,1.3,
03/31/2015,3469.2,3469.2,,0.0,-3091.5,102.1,102.1,,74.2,2915.2,377.7,-34.2,34.2,43.6,-9.4,,-1.0,0.0,343.5,-112.7,229.8,0.0,0.0,0.0,229.8,-20.7,209.1,0.0,-2.8,206.3,206.3,0.0,246.4,0.84,0.84,0.84,247.4,0.83,0.83,0.83,
06/30/2015,3805.3,3805.3,,0.0,-3266.7,110.1,110.1,,72.7,3083.9,538.6,-34.6,34.6,44.7,-10.1,,4.0,0.0,504.0,-165.3,342.7,0.0,0.0,0.0,342.7,-28.8,313.9,0.0,-3.9,310.0,310.0,0.0,244.5,1.27,1.27,1.27,245.7,1.26,1.26,1.26,
09/30/2015,3706.6,3706.6,,0.0,-3278.3,103.7,103.7,,71.8,3102.8,428.3,-35.9,35.9,45.6,-9.7,,3.2,0.0,392.4,-128.9,266.7,0.0,0.0,0.0,266.7,-27.4,239.3,0.0,-2.5,236.8,236.8,0.0,243.2,0.97,0.97,0.97,244.4,0.97,0.97,0.97,
12/31/2015,4153.3,4153.3,,0.0,-3577.8,115.7,,0.0,72.4,3389.7,575.5,-36.8,36.8,47.2,-10.4,,2.2,0.0,538.7,-176.7,364.2,0.0,0.0,0.0,364.2,-32.6,331.6,0.0,-3.3,328.3,328.3,0.0,242.6,1.35,1.35,1.35,243.8,1.35,1.35,1.35,
03/31/2016,3499.1,3499.1,,0.0,-3107.0,108.1,,,74.2,2924.7,392.1,-40.1,40.1,50.3,-10.2,,-0.2,0.0,352.0,-115.5,236.3,0.0,0.0,0.0,236.3,-17.9,218.4,0.0,-1.5,216.9,216.9,0.0,240.0,0.9,0.9,0.9,241.1,0.9,0.9,0.9,
06/30/2016,3884.9,3884.9,,0.0,-3323.1,110.9,110.9,,73.0,3139.2,561.8,-44.8,44.8,54.3,-9.5,,2.8,0.0,517.0,-167.9,351.9,0.0,0.0,0.0,351.9,-25.8,326.1,0.0,-2.0,324.1,324.1,0.0,237.7,1.36,1.36,1.36,239.0,1.36,1.36,1.36,
09/30/2016,3791.1,3791.1,,0.0,-3338.0,104.1,,,73.1,3160.8,453.1,-42.0,42.0,52.9,-10.9,,1.4,0.0,411.1,-134.3,278.2,0.0,0.0,0.0,278.2,-24.4,253.8,0.0,-1.2,252.6,252.6,0.0,237.4,1.06,1.06,1.06,238.7,1.06,1.06,1.06,
12/31/2016,4241.8,4241.8,,0.0,-3639.9,120.8,,0.0,72.6,3446.5,601.9,-40.2,40.2,52.2,-12.0,,1.4,-1.4,561.7,-182.7,380.4,0.0,0.0,0.0,380.4,-30.1,350.3,0.0,-1.6,348.7,348.7,0.0,236.5,1.47,1.47,1.47,237.8,1.47,1.47,1.47,
03/31/2017,3587.4,3587.4,,0.0,-3171.7,108.6,,,72.7,2990.4,415.7,-45.4,45.4,59.3,-13.9,,0.1,0.0,370.3,-108.0,262.4,0.0,0.0,0.0,262.4,-20.6,241.8,0.0,-0.5,241.3,241.3,0.0,234.6,1.03,1.03,1.03,236.5,1.02,1.02,1.02,
06/30/2017,3790.1,3790.1,,0.0,-3218.6,110.1,,,71.1,3037.4,571.5,-51.3,51.3,62.8,-11.5,,1.6,-1.6,520.2,-166.7,355.1,0.0,0.0,0.0,355.1,-26.5,328.6,0.0,-0.5,328.1,328.1,0.0,232.1,1.41,1.41,1.41,234.0,1.4,1.4,1.4,
09/30/2017,3719.5,3719.5,,0.0,-3249.3,99.5,,,68.6,3081.2,470.2,-52.4,52.4,65.0,-12.6,,1.1,-1.1,417.8,-132.0,286.9,0.0,0.0,0.0,286.9,-23.3,263.6,0.0,-0.3,263.3,263.3,0.0,231.2,1.14,1.14,1.14,232.7,1.13,1.13,1.13,
12/31/2017,4176.6,4176.6,,0.0,-3556.5,121.5,,0.0,69.8,3365.2,620.1,-43.6,43.6,55.3,-11.7,,0.8,0.0,576.5,-289.5,287.8,0.0,0.0,0.0,287.8,-33.4,254.4,0.0,-0.3,254.1,360.4,106.3,231.2,1.1,1.1,1.558824,232.3,1.09,1.09,1.547598,
03/31/2018,3629.6,3629.6,,0.0,-3207.9,105.4,,,69.4,3033.1,421.7,-46.9,46.9,62.3,-15.4,,0.8,0.0,374.8,-90.9,284.7,0.0,0.0,0.0,284.7,-20.6,264.1,0.0,0.0,264.1,264.1,0.0,230.2,1.15,1.15,1.15,231.5,1.14,1.14,1.14,
06/30/2018,3859.6,3859.6,,0.0,-3277.3,117.4,,,67.4,3092.5,582.3,-52.5,52.5,66.4,-13.9,,1.7,-1.7,529.8,-136.7,394.8,0.0,0.0,0.0,394.8,-30.6,364.2,0.0,-1.3,362.9,362.9,0.0,226.8,1.61,1.61,1.61,228.1,1.6,1.6,1.6,
09/30/2018,3714.3,3714.3,,0.0,-3212.0,113.5,,,65.9,3032.6,502.3,-56.7,56.7,69.4,-12.7,,1.0,-1.0,445.6,-115.3,331.3,0.0,0.0,0.0,331.3,-32.4,298.9,0.0,0.0,298.9,304.89,5.99,224.8,1.33,1.33,1.356272,225.9,1.32,1.32,1.346516,
12/31/2018,4086.7,4086.7,,0.0,-3459.5,119.0,,,61.3,3279.2,627.2,-53.1,53.1,68.3,-15.2,,5.3,-5.3,574.1,-149.7,429.7,0.0,0.0,0.0,429.7,-30.5,399.2,0.0,0.0,399.2,399.2,0.0,224.6,1.78,1.78,1.78,225.6,1.77,1.77,1.77,
03/31/2019,3468.9,3468.9,,0.0,-3040.0,103.6,,,59.6,2876.8,428.9,-46.0,46.0,63.0,-17.0,,-0.5,0.0,382.9,-102.7,279.7,0.0,0.0,0.0,279.7,-16.5,263.2,0.0,0.0,263.2,263.2,0.0,223.2,1.18,1.18,1.18,224.2,1.17,1.17,1.17,
06/30/2019,3719.8,3719.8,,0.0,-3146.1,107.7,,,57.8,2980.6,573.7,-50.2,50.2,66.6,-16.4,,1.2,-1.2,523.5,-130.6,394.1,0.0,0.0,0.0,394.1,-23.4,370.7,0.0,-1.3,369.4,369.4,0.0,219.6,1.69,1.69,1.69,220.9,1.68,1.68,1.68,
09/30/2019,3623.8,3623.8,,0.0,-3150.5,97.2,,,57.9,2995.4,473.3,-49.3,49.3,62.8,-13.5,,0.5,-0.5,424.0,-112.3,312.2,0.0,0.0,0.0,312.2,-22.0,290.2,0.0,-1.2,289.0,289.0,0.0,218.2,1.33,1.33,1.33,219.4,1.32,1.32,1.32,
12/31/2019,4141.2,4141.2,,0.0,-3494.8,97.5,,,56.2,3341.1,646.4,-38.6,38.6,52.0,-13.4,,0.8,-2.0,607.8,-158.8,449.8,0.0,0.0,0.0,449.8,-34.8,415.0,0.0,0.0,415.0,415.0,0.0,218.2,1.9,1.9,1.9,219.3,1.89,1.89,1.89,
03/31/2020,3406.9,3406.9,,0.0,-2986.7,86.8,,,57.0,2842.9,420.2,-45.8,45.8,58.5,-12.7,,-5.3,0.0,374.4,-97.4,271.7,0.0,0.0,0.0,271.7,-13.6,258.1,0.0,-0.9,257.2,260.281,3.081,216.6,1.19,1.19,1.201667,217.5,1.19,1.19,1.201667,
06/30/2020,2800.7,2800.7,,0.0,-2738.2,82.1,,,57.1,2599.0,62.5,-47.2,47.2,53.7,-6.5,,-7.8,7.8,15.3,-21.9,-14.4,0.0,0.0,0.0,-14.4,-9.8,-24.2,0.0,0.0,-24.2,198.9,223.1,214.9,-0.11,-0.11,0.925547,215.4,-0.11,-0.11,0.925547,
09/30/2020,2999.556,,794.88234,,,,,,,,382.333,,,,,,,,335.4,,227.5,,,,,,227.5,,,227.5,224.333,,,1.055,1.055,1.036,,1.055,1.055,1.036,
12/31/2020,3638.667,,964.246755,,,,,,,,550.0,,,,,,,,515.8,,350.5,,,,,,350.5,,,350.5,330.833,,,1.625,1.625,1.57,,1.625,1.625,1.57,
