Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,2465.0,2465.0,-940.0,940.0,1525.0,0.0,-445.0,45.0,45.0,68.0,,332.0,1080.0,-107.0,65.0,69.0,-4.0,11.0,2.0,31.0,973.0,-305.0,670.0,0.0,0.0,0.0,670.0,-156.0,514.0,0.0,0.0,514.0,513.0,-1.0,493.0,1.04,1.04,1.040568,501.0,1.03,1.03,1.028004,
06/30/2011,2384.0,2384.0,-917.0,917.0,1467.0,0.0,-518.0,50.0,50.0,86.0,,382.0,949.0,-102.0,63.0,65.0,-2.0,18.0,0.0,21.0,847.0,-187.0,660.0,136.0,136.0,0.0,524.0,-137.0,387.0,0.0,0.0,387.0,477.5,-45.5,494.0,0.78,1.06,0.966599,501.0,0.77,1.04,0.949182,
09/30/2011,2744.0,2744.0,-1008.0,1008.0,1736.0,0.0,-523.0,50.0,50.0,93.0,,380.0,1213.0,-177.0,65.0,,,,10.0,112.0,1036.0,-371.0,675.0,0.0,0.0,0.0,675.0,-182.0,493.0,,0.0,493.0,492.35,-0.65,496.0,1.0,1.0,0.992641,500.0,0.98,0.98,0.9787,
12/31/2011,2765.0,2765.0,-1025.0,1025.0,1740.0,0.0,-2744.0,53.0,53.0,126.0,,2565.0,-1004.0,-42.0,51.0,54.0,-3.0,14.0,-1.0,-23.0,-1046.0,150.0,-897.0,0.0,0.0,0.0,-897.0,-131.0,-1028.0,0.0,0.0,-1028.0,575.3,1603.3,494.0,-2.080972,-2.080972,1.164575,510.0,-2.080972,-2.080972,1.062754,
03/31/2012,2683.0,2683.0,-1017.0,1017.0,1666.0,0.0,-491.0,54.0,54.0,102.0,,335.0,1175.0,-139.0,52.0,57.0,-5.0,15.0,-19.0,72.0,1036.0,-343.0,674.0,71.0,71.0,0.0,603.0,-113.0,490.0,0.0,0.0,490.0,578.0,17.0,495.0,0.99,1.13,1.167677,504.0,0.97,1.11,1.14373,
06/30/2012,2229.0,2229.0,-1002.0,1002.0,1227.0,0.0,-509.0,57.0,57.0,82.0,,370.0,718.0,-161.0,71.0,73.0,-2.0,-12.0,-11.0,102.0,557.0,-175.0,371.0,0.0,0.0,0.0,371.0,-92.0,279.0,0.0,0.0,279.0,294.0,15.0,496.0,0.56,0.56,0.592742,498.0,0.56,0.56,0.59012,
09/30/2012,2480.0,2480.0,-1088.0,1088.0,1392.0,0.0,-660.0,51.0,51.0,74.0,,535.0,732.0,-15.0,67.0,69.0,-2.0,1.0,-9.0,-53.0,717.0,-228.0,480.0,33.0,33.0,0.0,447.0,-80.0,367.0,,,367.0,416.9,16.9,496.0,0.74,0.81,0.840524,499.0,0.74,0.81,0.840524,
12/31/2012,2476.0,2476.0,-1131.0,1131.0,1345.0,0.0,-639.0,50.0,50.0,90.0,,499.0,706.0,98.0,59.0,,,,-12.0,-157.0,804.0,-123.0,669.0,-28.0,-28.0,0.0,697.0,-24.0,673.0,0.0,0.0,673.0,775.0,130.0,496.0,1.36,1.3,1.5625,499.0,1.36,1.3,1.560521,
03/31/2013,2188.0,2188.0,-1057.0,1057.0,1131.0,0.0,-552.0,56.0,56.0,52.0,267.0,177.0,579.0,-39.0,65.0,69.0,-4.0,3.0,-4.0,-29.0,540.0,-180.0,356.0,0.0,0.0,0.0,356.0,-42.0,314.0,0.0,0.0,314.0,352.35,38.35,497.0,0.63,0.63,0.708954,498.0,0.63,0.63,0.707008,
06/30/2013,2018.0,2018.0,-1682.0,1682.0,336.0,0.0,-2947.0,54.0,54.0,46.0,415.0,2432.0,-2611.0,-20.0,70.0,72.0,-2.0,-40.0,-3.0,-10.0,-2631.0,287.0,-2347.0,-74.0,-74.0,0.0,-2273.0,214.0,-2059.0,0.0,0.0,-2059.0,-90.0,2043.0,497.0,-4.14,-4.29,-0.181087,497.0,-4.14,-4.29,-0.181087,
09/30/2013,2020.0,2020.0,-1078.0,1078.0,942.0,0.0,-581.0,48.0,48.0,67.0,299.0,167.0,361.0,215.0,76.0,80.0,-4.0,19.0,,-309.0,576.0,-161.0,415.0,21.0,21.0,0.0,394.0,4.0,398.0,0.0,0.0,398.0,216.35,-202.65,498.0,0.8,0.84,0.434438,498.0,0.8,0.84,0.433072,
12/31/2013,2188.0,2188.0,-1482.0,1482.0,706.0,0.0,-2687.0,45.0,45.0,57.0,,2585.0,-1981.0,-109.0,92.0,95.0,-3.0,77.0,1.0,-60.0,-2090.0,809.0,-1280.0,-8.0,-8.0,0.0,-1272.0,85.0,-1187.0,0.0,0.0,-1187.0,146.0,1341.0,498.0,-2.38,-2.39,0.293173,498.0,-2.38,-2.39,0.293173,
03/31/2014,1764.0,1764.0,-1083.0,1083.0,681.0,0.0,-491.0,45.0,45.0,42.0,298.0,106.0,190.0,-47.0,93.0,94.0,-1.0,14.0,0.0,-60.0,143.0,-78.0,65.0,17.0,17.0,0.0,48.0,52.0,100.0,0.0,0.0,100.0,105.4,-11.6,498.0,0.2,0.23,0.211647,499.0,0.2,0.23,0.206754,
06/30/2014,1765.0,1765.0,-1060.0,1060.0,705.0,0.0,-522.0,48.0,48.0,42.0,306.0,126.0,183.0,-91.0,94.0,95.0,-1.0,10.0,2.0,-13.0,92.0,53.0,147.0,2.0,2.0,0.0,145.0,35.0,180.0,0.0,0.0,180.0,91.35,-90.65,499.0,0.36,0.37,0.183066,499.0,0.36,0.37,0.183066,
09/30/2014,1746.0,1746.0,-1185.0,1185.0,561.0,0.0,-526.0,45.0,45.0,36.0,318.0,127.0,35.0,-10.0,89.0,90.0,-1.0,20.0,0.0,-99.0,25.0,47.0,72.0,-3.0,-3.0,0.0,75.0,138.0,213.0,0.0,0.0,213.0,230.0,20.0,499.0,0.43,0.42,0.460922,500.0,0.43,0.42,0.46,
12/31/2014,2017.0,2017.0,-1129.0,1129.0,888.0,0.0,-586.0,48.0,48.0,41.0,307.0,190.0,302.0,-56.0,85.0,85.0,0.0,-1.0,-6.0,-28.0,246.0,-155.0,85.0,24.0,24.0,0.0,61.0,-46.0,15.0,0.0,0.0,15.0,86.0,47.0,499.0,0.03,0.078156,0.172345,500.0,0.03,0.078,0.172,
03/31/2015,1972.0,1972.0,-1027.0,1027.0,945.0,0.0,-448.0,58.0,58.0,28.0,289.0,73.0,497.0,-74.0,85.0,85.0,0.0,,-9.0,-11.0,423.0,-193.0,221.0,-8.0,-8.0,0.0,229.0,-46.0,183.0,0.0,0.0,183.0,229.0,54.0,499.0,0.37,0.35,0.458918,500.0,0.37,0.35,0.458,
06/30/2015,1908.0,1908.0,-1027.0,1027.0,881.0,0.0,-478.0,68.0,68.0,33.0,276.0,101.0,403.0,-105.0,82.0,82.0,0.0,,-7.0,23.0,298.0,-152.0,139.0,-9.0,-9.0,0.0,148.0,-76.0,72.0,0.0,0.0,72.0,141.12,78.12,505.0,0.14,0.13,0.279446,506.0,0.14,0.13,0.279446,
09/30/2015,1560.0,1560.0,-925.0,925.0,635.0,0.0,-465.0,59.0,59.0,31.0,292.0,83.0,170.0,68.0,74.0,74.0,0.0,-25.0,-18.0,-117.0,238.0,-61.0,159.0,-126.0,-126.0,0.0,285.0,-66.0,219.0,0.0,0.0,219.0,4.0,-89.0,529.0,0.42,0.175803,0.007561,530.0,0.42,0.175803,0.007561,
12/31/2015,1452.0,1452.0,-969.0,969.0,483.0,0.0,-738.0,61.0,61.0,39.0,310.0,328.0,-255.0,-72.0,71.0,71.0,0.0,-67.0,-11.0,68.0,-327.0,-89.0,-427.0,-69.0,-69.0,0.0,-358.0,104.0,-254.0,0.0,0.0,-254.0,-50.7,272.3,529.0,-0.5,-0.610586,-0.095841,530.0,-0.5,-0.610586,-0.096812,
03/31/2016,1462.0,1462.0,-851.0,851.0,611.0,0.0,-425.0,53.0,53.0,27.0,276.0,69.0,186.0,22.0,74.0,74.0,0.0,16.0,-5.0,-112.0,208.0,-227.0,-24.0,-159.0,-159.0,0.0,135.0,-83.0,52.0,0.0,0.0,52.0,34.999984,141.999984,530.0,0.1,-0.02,0.245283,531.0,0.1,-0.02,0.245283,
06/30/2016,2038.0,2038.0,-1059.0,1059.0,979.0,0.0,-504.0,64.0,64.0,44.0,314.0,82.0,475.0,-71.0,71.0,71.0,0.0,4.0,-5.0,-4.0,404.0,-310.0,89.0,27.0,27.0,0.0,62.0,-39.0,23.0,0.0,0.0,23.0,236.33,186.33,531.0,0.04,0.09,0.445066,533.0,0.04,0.09,0.439587,
09/30/2016,1791.0,1791.0,-983.0,983.0,808.0,0.0,-517.0,63.0,63.0,34.0,335.0,85.0,291.0,-68.0,64.0,64.0,0.0,9.0,2.0,-5.0,223.0,-90.0,135.0,448.0,448.0,0.0,-313.0,-45.0,-358.0,0.0,0.0,-358.0,106.0,16.0,531.0,-0.67,0.32,0.199623,533.0,-0.67,0.32,0.199623,
12/31/2016,1789.0,1789.0,-1036.0,1036.0,753.0,0.0,-1546.0,55.0,55.0,29.0,328.0,1134.0,-793.0,-93.0,69.0,69.0,0.0,38.0,-5.0,-14.0,-886.0,-8.0,-899.0,-92.0,-92.0,0.0,-807.0,463.0,-344.0,0.0,0.0,-344.0,88.0,524.0,531.0,-0.65,-0.821092,0.165725,534.0,-0.65,-0.821092,0.160181,
03/31/2017,1690.0,1690.0,-957.0,957.0,733.0,0.0,-463.0,55.0,55.0,26.0,300.0,82.0,270.0,-76.0,63.0,67.0,-4.0,17.0,-2.0,-4.0,194.0,-111.0,81.0,23.0,23.0,0.0,58.0,-11.0,47.0,0.0,0.0,47.0,138.950004,68.950004,532.0,0.09,0.13,0.261184,533.0,0.09,0.13,0.259362,
06/30/2017,1875.0,1875.0,-999.0,999.0,876.0,0.0,-508.0,58.0,58.0,32.0,310.0,108.0,368.0,-33.0,58.0,64.0,-6.0,-4.0,-3.0,-21.0,335.0,-166.0,166.0,15.0,15.0,0.0,151.0,24.0,175.0,0.0,0.0,175.0,248.0,58.0,533.0,0.33,0.36,0.465291,535.0,0.33,0.36,0.465291,
09/30/2017,1879.0,1879.0,-1053.0,1053.0,826.0,0.0,-502.0,58.0,58.0,41.0,328.0,75.0,324.0,-46.0,56.0,56.0,0.0,9.0,1.0,-19.0,278.0,-73.0,206.0,7.0,7.0,0.0,199.0,7.0,206.0,0.0,0.0,206.0,181.400003,-31.599997,533.0,0.38,0.39,0.340338,536.0,0.38,0.39,0.331045,
12/31/2017,1935.0,1935.0,-1053.0,1053.0,882.0,0.0,-585.0,66.0,66.0,44.0,323.0,152.0,297.0,-32.0,54.0,54.0,0.0,58.0,-12.0,-80.0,265.0,-777.0,-524.0,-7.0,-7.0,0.0,-517.0,-25.0,-542.0,0.0,0.0,-542.0,201.277124,750.277124,533.0,-1.01,-1.02,0.377631,536.0,-1.01,-1.02,0.377631,
03/31/2018,1817.0,1817.0,-1029.0,1029.0,788.0,0.0,-473.0,59.0,59.0,34.0,301.0,79.0,315.0,-32.0,42.0,53.0,-11.0,-7.0,-9.0,-3.0,283.0,-105.0,169.0,-22.0,-22.0,0.0,191.0,1.0,192.0,0.0,0.0,192.0,190.53,20.53,534.0,0.36,0.32,0.356798,535.0,0.36,0.32,0.356798,
06/30/2018,1662.0,1662.0,-965.0,965.0,697.0,0.0,-482.0,63.0,63.0,36.0,279.0,104.0,215.0,90.0,49.0,62.0,-13.0,-14.0,-7.0,-125.0,305.0,-18.0,280.0,-18.0,-18.0,0.0,298.0,-6.0,292.0,0.0,0.0,292.0,142.53,-131.47,533.0,0.55,0.52,0.267411,535.0,0.54,0.51,0.264262,
09/30/2018,1726.0,1726.0,-995.0,995.0,731.0,0.0,-845.0,59.0,59.0,37.0,299.0,450.0,-114.0,-14.0,36.0,51.0,-15.0,-16.0,-9.0,-6.0,-128.0,-3.0,-140.0,-16.0,-16.0,0.0,-124.0,-21.0,-145.0,0.0,0.0,-145.0,167.999949,328.999949,533.0,-0.27,-0.31,0.315197,535.0,-0.27,-0.31,0.304953,
12/31/2018,2048.0,2048.0,-1104.0,1104.0,944.0,0.0,-570.0,63.0,63.0,46.0,336.0,125.0,374.0,-96.0,54.0,54.0,0.0,42.0,-8.0,0.0,278.0,-260.0,10.0,-5.0,-5.0,0.0,15.0,-13.0,2.0,0.0,0.0,2.0,214.0,217.0,533.0,0.0,0.0,0.401501,535.0,0.0,-0.009346,0.396262,
03/31/2019,1803.0,1803.0,-978.0,978.0,825.0,0.0,-536.0,59.0,59.0,27.0,312.0,138.0,289.0,-14.0,58.0,58.0,0.0,2.0,-5.0,-46.0,275.0,-125.0,145.0,26.0,26.0,0.0,119.0,-32.0,87.0,0.0,0.0,87.0,175.21,62.21,534.0,0.16,0.21,0.328109,534.0,0.16,0.21,0.326498,
06/30/2019,2257.0,2257.0,-1366.0,1366.0,891.0,0.0,-879.0,81.0,81.0,32.0,487.0,279.0,12.0,8.0,82.0,95.0,-13.0,-4.0,26.0,-86.0,20.0,-20.0,26.0,26.0,26.0,0.0,0.0,-25.0,-25.0,0.0,0.0,-25.0,91.999984,90.999984,766.0,-0.03,0.0,0.120104,768.0,-0.03,0.0,0.11849,
09/30/2019,2713.0,2713.0,-1392.0,1392.0,1321.0,0.0,-863.0,84.0,84.0,43.0,548.0,188.0,458.0,2320.0,67.0,77.0,-10.0,-11.0,32.0,-2376.0,2778.0,-558.0,2252.0,48.0,48.0,0.0,2204.0,-26.0,2178.0,0.0,0.0,2178.0,293.0,-1933.0,820.0,2.66,2.72,0.357317,822.0,2.65,2.71,0.357317,
12/31/2019,2967.0,2967.0,-1459.0,1459.0,1508.0,0.0,-965.0,89.0,89.0,48.0,613.0,215.0,543.0,77.0,84.0,84.0,0.0,,42.0,-161.0,620.0,-129.0,533.0,-28.0,-28.0,0.0,561.0,4.0,565.0,0.0,0.0,565.0,410.0,-127.0,818.0,0.69,0.66,0.501222,820.0,0.69,0.66,0.501222,
03/31/2020,2581.0,2581.0,-1332.0,1332.0,1249.0,0.0,-199.0,65.0,65.0,27.0,565.0,-458.0,1050.0,-271.0,82.0,82.0,0.0,66.0,37.0,123.0,779.0,23.0,839.0,15.0,15.0,0.0,824.0,-2.0,822.0,0.0,0.0,822.0,324.603896,-512.396104,807.0,1.02,1.04,0.402235,809.0,1.02,1.04,0.402235,
06/30/2020,2365.0,2365.0,-1058.0,1058.0,1307.0,0.0,-877.0,72.0,72.0,26.0,528.0,251.0,430.0,120.0,78.0,84.0,-6.0,52.0,29.0,-250.0,550.0,-164.0,415.0,68.0,68.0,0.0,347.0,-3.0,344.0,0.0,0.0,344.0,234.104046,-177.895954,805.0,0.43,0.51,0.290812,806.0,0.43,0.51,0.289285,
09/30/2020,3240.857,,,,2002.46072316,,,,,,,,1058.75,,,,,,,,1157.0,,675.333,,,,,,675.333,,,675.333,606.167,,,0.748,0.748,0.796,,0.748,0.748,0.796,
12/31/2020,3466.857,,,,2185.99201278,,,,,,,,1169.5,,,,,,,,1290.0,,778.333,,,,,,778.333,,,778.333,703.333,,,0.854,0.854,0.898,,0.854,0.854,0.898,
