Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,3667,3634.0,33.0,-1620.0,1620.0,550.0,2047.0,0.0,-886.0,173.0,,173.0,,163.0,1161.0,57.0,,,,,-102.0,45.0,1218.0,-669.0,549.0,0.0,0.0,0.0,549.0,,549.0,0.0,0.0,549.0,490.6,-58.4,704.0,0.78,0.78,0.696875,707.0,0.78,0.78,0.696875,
03/31/2012,3796,3777.0,19.0,-1470.0,1470.0,574.0,2326.0,0.0,-1010.0,120.0,,120.0,,316.0,1316.0,28.0,,,,,-78.0,50.0,1344.0,-927.0,417.0,0.0,0.0,0.0,417.0,,417.0,0.0,0.0,417.0,476.7,59.7,706.0,0.59,0.59,0.675212,710.0,0.59,0.59,0.674085,
06/30/2012,3752,3718.0,34.0,-1358.0,1358.0,580.0,2394.0,0.0,-979.0,130.0,,130.0,,269.0,1415.0,3.0,,,,,-60.0,57.0,1418.0,-1025.0,393.0,0.0,0.0,0.0,393.0,0.0,393.0,0.0,0.0,393.0,799.65,406.65,706.0,0.56,0.56,1.132649,709.0,0.56,0.56,1.132649,
09/30/2012,4051,3405.0,646.0,-1230.0,1230.0,625.0,2821.0,0.0,-1161.0,179.0,,179.0,,357.0,1660.0,69.0,,,,,-122.0,53.0,1729.0,-1279.0,450.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,0.0,450.0,437.2,-12.8,706.0,0.64,0.64,0.619263,709.0,0.63,0.63,0.611946,
12/31/2012,4125,4131.0,-6.0,-1128.0,1128.0,699.0,2997.0,0.0,-1422.0,203.0,,203.0,,520.0,1575.0,51.0,,,,,-110.0,59.0,1626.0,-1311.0,315.0,-7.0,-7.0,0.0,322.0,0.0,322.0,0.0,0.0,322.0,374.35,59.35,707.0,0.46,0.45,0.529491,711.0,0.45,0.44,0.523474,
03/31/2013,3793,3784.0,9.0,-993.0,993.0,720.0,2800.0,0.0,-1479.0,172.0,,172.0,,587.0,1321.0,46.0,,,,,-118.0,72.0,1367.0,-987.0,380.0,-3.0,-3.0,0.0,383.0,0.0,383.0,0.0,0.0,383.0,358.0,-22.0,708.0,0.54,0.54,0.50565,712.0,0.54,0.54,0.50565,
06/30/2013,3020,3010.0,10.0,-1046.0,1046.0,626.0,1974.0,0.0,-1180.0,159.0,,159.0,,395.0,794.0,10.0,,,,,-77.0,67.0,804.0,-563.0,241.0,-185.0,-185.0,0.0,426.0,0.0,426.0,0.0,0.0,426.0,281.5,40.5,710.0,0.6,0.34,0.396479,714.0,0.6,0.34,0.396479,
09/30/2013,3019,3000.0,19.0,-1286.0,629.0,,1733.0,0.0,-1021.0,806.0,663.0,143.0,,215.0,712.0,43.0,,,,,-114.0,71.0,755.0,-359.0,396.0,-173.0,-173.0,0.0,569.0,0.0,569.0,0.0,0.0,569.0,446.05,50.05,707.0,0.8,0.56,0.630905,711.0,0.8,0.56,0.630394,
12/31/2013,2461,2435.0,26.0,-1198.0,612.0,,1263.0,0.0,-1084.0,680.0,486.0,194.0,,404.0,179.0,47.0,,,,,-114.0,67.0,226.0,-90.0,136.0,-239.0,-239.0,0.0,375.0,0.0,375.0,0.0,0.0,375.0,170.0,34.0,697.0,0.54,0.2,0.243902,701.0,0.54,0.2,0.243902,
03/31/2014,2710,2690.0,20.0,-1280.0,637.0,,1430.0,0.0,-920.0,729.0,542.0,187.0,,191.0,510.0,88.0,,,,,-137.0,49.0,598.0,-200.0,398.0,-751.0,-751.0,0.0,1149.0,0.0,1149.0,0.0,0.0,1149.0,383.35,-14.65,693.0,1.66,0.58,0.553175,696.0,1.65,0.57,0.548951,
06/30/2014,2908,2888.0,20.0,-1965.0,1285.0,,943.0,0.0,-476.0,139.0,,139.0,,337.0,467.0,44.0,,,,,-120.0,76.0,511.0,-151.0,360.0,-180.0,-180.0,0.0,540.0,0.0,540.0,0.0,0.0,540.0,420.6,60.6,676.0,0.8,0.53,0.622189,679.0,0.8,0.53,0.619249,
09/30/2014,2885,2870.0,15.0,-1445.0,708.0,,1440.0,0.0,-1021.0,714.0,554.0,160.0,,307.0,419.0,34.0,,,,,-89.0,55.0,453.0,-149.0,304.0,-127.0,-127.0,0.0,431.0,0.0,431.0,0.0,0.0,431.0,375.95,71.95,675.0,0.64,0.45,0.556963,678.0,0.64,0.45,0.556121,
12/31/2014,2421,2398.0,23.0,-1437.0,636.0,,984.0,0.0,-1205.0,563.0,395.0,168.0,,642.0,-221.0,20.0,,,,,-78.0,58.0,-201.0,108.0,-93.0,-1019.0,-1019.0,0.0,926.0,0.0,926.0,0.0,0.0,926.0,-913.1,-820.1,675.0,1.37,-0.14,-1.352741,675.0,1.37,-0.14,-1.354963,
03/31/2015,1495,1484.0,11.0,-1332.0,511.0,,163.0,0.0,-572.0,376.0,205.0,171.0,,196.0,-409.0,-11.0,,,,,-36.0,47.0,-420.0,144.0,-276.0,0.0,0.0,0.0,-276.0,,-276.0,0.0,0.0,-276.0,-247.8,28.2,675.0,-0.41,-0.41,-0.367111,675.0,-0.41,-0.41,-0.368222,
06/30/2015,1505,1490.0,15.0,-1279.0,528.0,,226.0,0.0,-586.0,350.0,182.0,168.0,,236.0,-360.0,-32.0,,,,,-26.0,58.0,-392.0,6.0,-386.0,0.0,0.0,0.0,-386.0,0.0,-386.0,0.0,0.0,-386.0,-153.4,232.6,677.0,-0.57,-0.57,-0.226588,677.0,-0.57,-0.57,-0.226588,
09/30/2015,1396,1384.0,12.0,-1169.0,452.0,,227.0,0.0,-1333.0,209.0,84.0,125.0,,1124.0,-1106.0,-39.0,,,,,-36.0,75.0,-1145.0,396.0,-749.0,0.0,,0.0,-749.0,0.0,-749.0,0.0,0.0,-749.0,-146.0,603.0,677.0,-1.11,-1.11,-0.215657,677.0,-1.11,-1.11,-0.219306,
12/31/2015,1200,1164.0,36.0,-1105.0,437.0,,95.0,0.0,-1056.0,224.0,98.0,126.0,,832.0,-961.0,-40.0,,,,,-47.0,87.0,-1001.0,208.0,-793.0,0.0,0.0,0.0,-793.0,0.0,-793.0,0.0,0.0,-793.0,-335.0,458.0,678.0,-1.17,-1.17,-0.4941,678.0,-1.17,-1.17,-0.494484,
03/31/2016,616,612.0,4.0,-779.0,230.0,,-163.0,0.0,-385.0,197.0,46.0,151.0,,188.0,-548.0,-65.0,,,,,-14.0,79.0,-613.0,253.0,-360.0,47.0,47.0,0.0,-407.0,0.0,-407.0,0.0,0.0,-407.0,-272.349954,87.650046,730.0,-0.56,-0.49,-0.373082,730.0,-0.56,-0.49,-0.373082,
06/30/2016,772,761.0,11.0,-732.0,220.0,,40.0,0.0,-181.0,206.0,75.0,131.0,,-25.0,-141.0,-51.0,,,,,-37.0,88.0,-192.0,54.0,-138.0,32.0,32.0,0.0,-170.0,0.0,-170.0,0.0,0.0,-170.0,-158.292683,-20.292683,848.0,-0.2,-0.16,-0.186666,848.0,-0.2,-0.16,-0.186666,
09/30/2016,884,861.0,23.0,-717.0,195.0,,167.0,0.0,-450.0,184.0,80.0,104.0,,266.0,-283.0,-30.0,,,,,-59.0,89.0,-313.0,107.0,-206.0,-14.0,-14.0,0.0,-192.0,0.0,-192.0,0.0,0.0,-192.0,-224.00001,-18.00001,847.0,-0.23,-0.24,-0.264463,847.0,-0.23,-0.24,-0.264463,
12/31/2016,951,936.0,15.0,-791.0,218.0,,160.0,0.0,-195.0,139.0,44.0,95.0,,56.0,-35.0,-11.0,,,,,-65.0,76.0,-46.0,-1337.0,-1383.0,-12.0,-12.0,0.0,-1371.0,0.0,-1371.0,0.0,0.0,-1371.0,-82.385802,1300.614198,847.0,-1.62,-1.63,-0.097268,847.0,-1.62,-1.63,-0.097268,
03/31/2017,921,907.0,14.0,-748.0,192.0,,173.0,0.0,-170.0,131.0,34.0,97.0,,39.0,3.0,-19.0,,,,,-69.0,88.0,-16.0,-34.0,-50.0,4907.0,4907.0,0.0,-4957.0,0.0,-4957.0,0.0,0.0,-4957.0,-110.05,-60.05,849.0,-5.84,-0.06,-0.129623,849.0,-5.84,-0.06,-0.13073,
06/30/2017,946,937.0,9.0,-815.0,223.0,,131.0,0.0,-207.0,128.0,38.0,90.0,,79.0,-76.0,-36.0,,,,,-51.0,87.0,-112.0,-41.0,-153.0,-14.0,-14.0,0.0,-139.0,0.0,-139.0,0.0,0.0,-139.0,-186.95,-33.95,850.0,-0.16,-0.18,-0.219941,850.0,-0.16,-0.18,-0.219941,
09/30/2017,1192,1184.0,8.0,-882.0,241.0,,310.0,0.0,-745.0,138.0,49.0,89.0,,607.0,-435.0,-23.0,,,,,-63.0,86.0,-458.0,-141.0,-599.0,0.0,0.0,0.0,-599.0,0.0,-599.0,0.0,0.0,-599.0,-308.466694,290.533306,850.0,-0.7,-0.7,-0.362902,850.0,-0.7,-0.7,-0.362902,
12/31/2017,1428,1381.0,47.0,-826.0,243.0,,602.0,0.0,-464.0,142.0,47.0,95.0,,322.0,138.0,-6.0,,,,,-73.0,79.0,132.0,-160.0,-28.0,0.0,0.0,0.0,-28.0,0.0,-28.0,0.0,0.0,-28.0,54.875,82.875,850.0,-0.03,-0.03,0.064559,850.0,-0.03,-0.03,0.064559,
03/31/2018,1541,1537.0,4.0,-871.0,281.0,,670.0,0.0,-135.0,100.0,0.0,100.0,,35.0,535.0,-11.0,,,,,-37.0,48.0,524.0,-168.0,356.0,0.0,0.0,0.0,356.0,0.0,356.0,0.0,0.0,356.0,154.0,-202.0,851.0,0.42,0.42,0.180964,852.0,0.42,0.42,0.180964,
06/30/2018,1459,1447.0,12.0,-882.0,270.0,,577.0,0.0,-432.0,105.0,0.0,105.0,,327.0,145.0,-5.0,,,,,-60.0,65.0,140.0,-44.0,96.0,0.0,0.0,0.0,96.0,0.0,96.0,0.0,0.0,96.0,114.17,18.17,854.0,0.11,0.11,0.133689,855.0,0.11,0.11,0.131251,
09/30/2018,1657,1538.0,119.0,-927.0,301.0,,730.0,0.0,-371.0,101.0,0.0,101.0,,270.0,359.0,-2.0,,,,,-64.0,66.0,357.0,-103.0,254.0,0.0,0.0,0.0,254.0,0.0,254.0,0.0,0.0,254.0,152.0,-102.0,848.0,0.3,0.3,0.179245,849.0,0.3,0.3,0.179245,
12/31/2018,1395,1380.0,15.0,-902.0,289.0,,493.0,0.0,-90.0,88.0,0.0,88.0,0.0,2.0,403.0,3.0,,,,,-64.0,61.0,406.0,-16.0,390.0,0.0,0.0,0.0,390.0,0.0,390.0,0.0,0.0,390.0,121.0,-269.0,829.0,0.47,0.47,0.145959,829.0,0.47,0.47,0.145513,
03/31/2019,1235,1200.0,35.0,-813.0,259.0,,422.0,0.0,-362.0,94.0,,94.0,,268.0,60.0,-33.0,,,,,-11.0,44.0,27.0,147.0,174.0,0.0,0.0,0.0,174.0,0.0,174.0,0.0,0.0,174.0,256.0,82.0,819.0,0.21,0.21,0.312576,820.0,0.21,0.21,0.31,
06/30/2019,1394,1381.0,13.0,-877.0,272.0,,517.0,0.0,-293.0,87.0,,87.0,,206.0,224.0,-31.0,,,,,-31.0,62.0,193.0,-32.0,161.0,0.0,0.0,0.0,161.0,0.0,161.0,0.0,0.0,161.0,183.12,22.12,813.0,0.2,0.2,0.22524,814.0,0.2,0.2,0.22524,
09/30/2019,1255,1249.0,6.0,-866.0,244.0,,389.0,0.0,-173.0,82.0,,82.0,,91.0,216.0,-41.0,,,,,-21.0,62.0,175.0,-10.0,165.0,0.0,0.0,0.0,165.0,0.0,165.0,0.0,0.0,165.0,111.0,-54.0,802.0,0.21,0.21,0.138404,803.0,0.21,0.21,0.138404,
12/31/2019,1241,1233.0,8.0,-864.0,248.0,,377.0,0.0,-328.0,93.0,0.0,93.0,0.0,235.0,49.0,-52.0,,,,,-24.0,76.0,-3.0,-17.0,-20.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,0.0,-20.0,57.37,77.37,800.0,-0.03,-0.03,0.071712,800.0,-0.03,-0.03,0.066713,
03/31/2020,1031,1024.0,7.0,-870.0,226.0,,161.0,0.0,-134.0,76.0,,76.0,,58.0,27.0,-76.0,,,,,12.0,64.0,-49.0,3.0,-46.0,0.0,0.0,0.0,-46.0,0.0,-46.0,0.0,0.0,-46.0,-125.0,-79.0,794.0,-0.06,-0.06,-0.157431,794.0,-0.06,-0.06,-0.159496,
06/30/2020,496,490.0,6.0,-756.0,159.0,,-260.0,0.0,-291.0,88.0,,88.0,,203.0,-551.0,-214.0,,,,,152.0,62.0,-765.0,15.0,-750.0,0.0,0.0,0.0,-750.0,0.0,-750.0,0.0,0.0,-750.0,-544.6,205.4,790.0,-0.95,-0.95,-0.689367,790.0,-0.95,-0.95,-0.69,
09/30/2020,757,,,,,,75.9271,,,,,,,,-160.737,,,,,,,,-263.25,,-224.625,,,,,,-224.625,,,-224.625,-223.562,,,-0.295,-0.295,-0.297,,-0.295,-0.295,-0.297,
12/31/2020,802,,,,,,105.062,,,,,,,,-114.387,,,,,,,,-199.25,,-163.881,,,,,,-163.881,,,-163.881,-165.006,,,-0.22,-0.22,-0.215,,-0.22,-0.22,-0.215,
